UNXL,Uni-Pixel,NASDAQ
1.07,1.06,1.10,1.04
1.09,1.07,1.13,1.00
1.10,1.02,1.10,0.99
1.02,0.90,1.02,0.88
0.90,0.88,0.93,0.88
0.89,0.85,0.89,0.81
0.88,0.88,0.90,0.87
0.88,0.90,0.91,0.87
0.87,0.87,0.91,0.85
0.87,0.93,0.94,0.87
0.94,0.98,0.98,0.93
0.97,0.99,1.00,0.94
0.99,0.99,0.99,0.92
0.99,1.03,1.07,0.99
1.06,0.98,1.06,0.96
0.97,0.94,1.04,0.94
1.01,0.98,1.02,0.95
1.01,1.00,1.07,1.00
1.01,1.05,1.08,1.00
1.13,1.09,1.13,1.06
1.09,1.04,1.09,1.04
1.06,1.02,1.06,0.98
1.01,1.00,1.04,1.00
1.03,1.06,1.09,1.00
1.04,1.08,1.09,1.03
1.10,1.14,1.14,1.07
