GEOS,Geospace Technologies Corporation - Common Stock,NASDAQ
21.84,22.09,22.20,21.57
21.99,22.06,22.35,21.73
22.17,22.03,22.44,21.65
22.28,21.98,22.39,21.85
21.93,21.96,22.35,21.70
22.03,21.99,22.48,21.65
21.75,21.80,22.34,21.75
21.70,22.19,22.46,21.40
22.39,22.50,22.85,22.00
22.47,21.90,23.20,21.89
22.09,22.41,22.61,21.45
22.52,22.64,22.77,22.31
22.77,22.41,22.83,22.35
22.43,22.06,22.43,21.99
22.10,22.14,23.00,22.04
22.07,20.13,22.09,19.84
19.97,20.86,20.90,19.81
20.76,20.36,21.23,19.63
20.86,21.72,22.43,20.86
21.73,22.96,23.00,21.51
22.94,23.90,24.37,22.90
24.01,23.44,24.01,23.31
23.22,22.79,24.05,22.44
22.94,22.04,22.94,21.76
22.19,22.28,22.63,22.09
22.51,21.69,22.51,21.53
21.68,21.59,22.00,21.53
