DRWI,DragonWave Inc - Common Shares,NASDAQ
60.00,62.25,62.50,60.00
62.25,61.75,64.75,59.50
61.50,65.50,65.50,61.00
63.25,66.75,66.75,62.00
66.75,65.75,66.75,63.45
67.50,69.00,70.00,66.50
68.25,72.00,73.00,68.25
73.25,75.00,75.00,72.50
75.00,72.00,75.00,69.75
71.40,71.25,72.00,69.75
70.25,67.50,71.50,66.00
71.00,65.25,71.00,64.52
65.75,66.00,66.75,64.50
66.25,66.75,68.00,65.50
73.75,72.75,76.75,65.75
74.75,74.75,76.00,71.00
75.00,72.25,75.50,71.25
75.00,78.75,80.25,75.00
78.75,82.50,83.75,78.75
84.50,79.75,84.50,78.00
80.25,80.50,81.50,78.25
81.50,82.25,83.25,79.75
83.75,87.25,87.75,81.75
85.75,82.75,89.50,81.12
82.50,84.00,84.00,79.50
84.00,80.75,84.00,80.50
80.75,77.50,82.25,77.00
77.00,78.50,79.75,77.00
80.50,77.50,80.50,77.50
77.50,78.50,79.50,74.50
79.00,80.50,81.75,79.00
80.50,81.50,85.00,75.78
81.25,80.25,83.22,79.25
79.25,80.50,81.00,77.50
81.25,83.00,83.00,81.25
82.00,79.25,83.75,79.00
79.50,77.00,80.00,76.75
77.50,77.00,78.50,76.25
77.00,78.50,79.75,76.00
78.50,76.50,79.25,76.25
75.75,73.25,77.25,72.25
72.25,68.50,72.25,67.50
69.50,71.25,72.50,64.75
71.00,73.25,75.00,68.25
77.25,73.25,77.25,72.25
72.50,75.00,76.50,72.50
75.00,73.00,75.75,71.75
71.50,69.25,72.48,68.00
69.75,67.50,69.75,66.75
68.25,68.50,70.25,66.50
69.50,67.50,69.75,65.25
69.75,71.25,72.00,69.05
71.25,71.25,73.25,70.00
72.50,72.50,72.75,71.75
72.75,71.00,72.75,71.00
71.50,71.50,72.50,71.00
72.50,70.00,72.50,69.25
69.00,71.00,71.75,67.75
71.50,68.50,71.50,67.25
60.00,60.25,65.00,58.00
59.50,63.50,65.25,58.50
63.50,61.75,66.50,61.25
53.00,50.48,53.00,50.25
51.00,50.50,52.00,49.02
51.25,48.50,51.25,47.25
48.50,49.25,49.75,47.75
49.41,49.25,50.00,48.50
49.50,47.50,49.75,47.00
48.75,48.75,49.00,47.00
48.00,46.25,48.25,45.75
45.25,49.50,51.00,44.25
50.00,52.25,54.54,49.50
51.00,50.25,53.50,50.00
50.75,49.75,51.25,49.75
50.00,50.50,51.00,49.75
50.50,49.00,50.75,49.00
50.00,47.75,50.48,47.00
47.25,45.00,47.75,43.75
45.25,39.50,45.25,39.50
41.25,45.00,46.50,39.75
44.50,43.75,44.50,42.75
43.25,40.00,43.25,39.75
40.50,39.50,42.50,38.75
39.50,41.25,41.50,39.50
40.75,40.75,41.50,40.00
40.75,40.00,41.50,39.50
40.00,39.00,40.50,39.00
38.75,38.25,39.25,37.25
38.25,36.00,38.25,36.00
36.00,35.50,36.25,34.75
35.50,36.25,38.00,35.50
37.00,35.00,37.00,35.00
35.50,37.50,38.00,35.25
37.50,36.00,38.00,36.00
36.50,34.75,36.50,34.75
34.50,33.00,35.25,33.00
33.00,31.50,33.25,31.50
32.25,32.00,33.50,29.50
32.50,30.25,32.50,30.00
29.75,30.50,31.25,29.50
31.00,31.00,32.75,30.25
30.75,30.25,32.50,29.75
30.00,29.50,31.48,29.00
30.00,27.50,30.00,27.25
27.50,27.75,28.50,27.00
27.75,27.50,31.25,27.50
27.75,28.00,30.00,27.25
28.00,29.75,33.50,28.00
29.75,31.00,32.25,29.50
31.75,30.50,33.50,30.00
31.00,31.00,32.75,30.50
31.25,30.50,31.25,30.50
30.50,30.25,31.00,29.00
30.50,30.25,30.75,30.00
30.50,30.25,30.88,29.00
29.50,30.25,30.25,29.00
30.00,31.25,33.00,30.00
31.50,30.50,32.25,30.25
30.50,30.25,31.25,30.00
32.00,35.25,35.62,31.25
36.50,34.50,38.25,33.75
34.50,32.00,35.00,31.75
32.50,33.00,34.00,32.25
33.00,32.50,33.00,31.75
33.00,32.75,33.50,32.25
33.25,34.75,37.00,33.25
35.00,34.50,35.98,34.00
34.25,33.00,34.50,32.25
33.50,33.75,34.25,33.00
33.25,35.50,35.54,33.25
35.75,36.50,37.00,35.50
36.00,34.75,38.25,34.00
34.75,34.25,35.00,33.25
34.25,33.75,35.00,33.25
33.50,34.50,34.75,33.00
35.00,35.50,36.00,34.50
35.75,38.38,39.25,35.75
39.50,36.50,39.75,36.00
38.25,38.75,39.50,37.00
39.00,40.75,41.00,38.00
40.75,41.00,41.25,39.25
40.50,39.75,40.75,38.25
40.00,37.75,40.50,37.25
40.00,35.50,40.75,35.25
39.25,43.75,45.25,37.75
43.75,43.25,44.25,41.00
43.50,42.50,44.25,42.00
41.75,39.75,42.00,39.50
45.00,45.00,49.75,43.00
44.38,42.75,44.75,41.25
42.00,39.75,42.75,39.75
39.75,39.62,40.50,37.50
40.00,39.50,40.25,38.50
39.00,38.50,39.50,38.00
38.50,39.25,40.50,37.78
38.75,39.00,41.00,38.25
38.25,38.00,39.25,37.50
37.75,36.00,38.72,36.00
36.00,34.00,36.50,33.50
34.75,35.25,36.48,34.50
36.00,36.50,37.25,35.50
36.75,37.00,38.00,36.25
36.75,36.75,38.00,36.25
37.50,36.75,37.50,35.50
36.50,36.75,37.50,36.00
37.00,35.50,37.25,35.50
35.75,36.00,36.75,35.75
35.75,34.00,36.25,33.50
34.25,35.50,36.25,34.00
36.00,35.25,36.75,35.04
35.00,34.75,36.00,33.75
34.75,34.00,34.99,34.00
34.75,35.75,36.75,33.25
35.00,35.50,36.25,34.75
35.25,34.75,35.75,34.25
34.00,34.50,35.00,34.00
35.50,34.50,35.50,34.00
34.50,35.25,36.00,34.50
35.75,36.50,37.25,35.25
36.50,39.00,39.50,36.50
39.25,41.00,41.50,39.25
41.00,39.00,42.25,36.75
38.25,38.50,38.60,37.02
38.75,37.25,39.00,36.75
36.75,37.25,37.75,36.25
37.50,36.50,37.50,36.50
36.25,36.00,37.05,35.75
36.00,36.00,36.75,35.50
35.75,35.50,36.25,34.75
35.50,36.75,38.00,35.25
37.25,36.75,38.00,35.25
36.25,36.50,37.50,35.75
36.50,34.75,36.81,34.02
35.00,34.50,35.00,34.00
34.50,34.25,34.75,33.75
35.00,35.00,35.75,33.75
34.75,35.25,35.75,34.25
35.00,35.75,36.25,34.25
35.75,34.50,36.75,34.50
34.50,33.75,34.75,33.75
33.75,32.50,34.00,32.25
33.00,35.25,36.00,33.00
35.00,34.75,35.25,34.00
35.25,34.38,35.75,34.00
34.75,33.75,35.00,33.50
34.50,32.50,34.50,32.28
32.00,31.25,33.00,30.51
31.75,32.50,32.50,30.75
32.00,33.62,34.25,32.00
34.50,34.25,34.50,33.42
34.00,34.75,34.75,33.50
34.75,34.00,34.75,33.01
34.00,32.75,34.20,32.75
34.00,32.75,34.00,32.50
32.75,32.00,33.00,31.25
31.75,35.00,35.72,31.28
35.25,34.50,35.75,33.75
34.25,33.00,34.50,32.00
33.25,32.75,33.50,32.32
32.75,32.75,34.25,32.00
33.00,34.25,34.50,32.75
34.25,31.50,34.25,31.25
31.75,32.00,33.25,31.22
31.75,31.25,32.75,31.25
31.25,32.00,32.50,31.25
31.75,31.25,32.00,31.00
32.00,31.25,32.00,30.75
29.25,27.50,32.25,27.50
28.00,31.75,32.00,27.50
32.00,31.00,32.00,30.00
31.25,30.00,31.25,29.50
30.00,29.75,30.50,29.00
29.50,30.50,30.75,29.50
30.00,30.50,30.75,29.75
31.25,31.75,31.98,30.75
34.75,35.00,37.50,33.50
34.25,34.25,35.20,31.75
33.25,32.75,34.50,32.50
32.50,31.75,32.77,31.50
31.25,30.55,31.50,30.00
35.25,35.50,44.25,34.75
35.00,33.75,35.50,33.00
33.75,34.00,37.00,33.50
34.75,34.00,35.00,33.75
34.50,33.25,34.75,32.75
33.25,32.00,33.25,31.50
32.00,32.50,32.75,31.25
32.25,32.75,32.75,31.50
33.00,34.50,35.25,33.00
34.00,35.25,35.75,34.00
35.25,38.50,38.50,35.25
39.75,37.25,40.00,36.75
36.75,36.50,37.50,36.50
36.75,38.75,39.25,36.75
39.50,36.50,39.50,35.75
36.50,37.50,38.25,36.50
40.00,42.27,42.75,39.50
45.50,48.25,51.25,44.34
48.75,52.50,53.02,48.75
52.50,49.50,53.50,49.25
53.00,53.50,55.00,50.25
54.75,56.50,56.50,53.00
58.50,58.75,61.25,57.00
57.75,55.75,58.00,52.50
56.25,56.00,57.50,53.25
58.75,59.25,63.75,55.25
59.25,56.75,60.00,56.00
56.25,51.75,56.50,51.50
50.75,49.75,50.75,47.25
51.00,50.00,51.75,49.00
50.00,48.25,50.50,48.25
48.00,47.75,48.50,46.50
47.50,51.00,52.00,45.50
49.75,48.75,52.00,48.75
49.00,48.75,49.75,47.75
49.25,46.50,49.50,46.50
41.75,39.88,43.75,38.25
40.00,38.00,40.00,38.00
38.25,39.25,40.50,38.00
39.00,38.25,39.98,37.50
37.75,37.00,38.00,36.00
37.50,37.00,37.88,36.00
36.50,35.25,37.75,35.00
35.25,34.75,36.50,34.00
33.75,34.50,35.00,33.75
34.50,35.00,35.75,34.50
34.75,35.50,36.00,34.25
37.00,38.00,38.25,36.00
38.25,36.50,38.50,36.00
36.25,35.50,36.50,35.25
35.50,34.75,35.50,34.00
35.00,35.50,35.62,34.25
35.00,35.75,36.00,35.00
36.00,35.75,36.25,34.75
35.25,35.50,37.00,35.25
35.50,35.00,36.00,34.75
34.75,35.00,35.75,34.38
35.50,35.00,35.75,34.50
35.25,34.50,35.25,33.25
35.00,36.50,37.25,34.75
36.25,37.75,38.50,36.00
37.75,37.50,38.75,36.50
37.50,36.00,38.25,35.75
36.25,34.25,36.25,34.00
34.50,34.75,35.25,34.00
35.00,33.50,35.00,33.00
33.75,33.25,34.25,33.00
33.75,33.50,34.50,32.75
34.25,33.25,34.25,32.75
33.75,33.75,34.25,32.75
33.25,33.25,34.26,33.25
33.25,33.00,34.00,32.50
33.50,32.75,33.50,32.00
32.75,32.25,32.75,31.75
33.00,31.50,33.00,31.50
31.50,31.00,31.50,29.75
31.00,30.00,31.00,29.50
29.50,29.75,30.50,28.75
29.25,29.50,30.25,28.75
29.50,28.50,29.75,28.50
28.75,29.50,30.50,28.50
29.75,30.00,31.38,28.50
30.00,30.75,31.75,30.00
30.50,29.25,31.25,29.00
29.00,29.12,29.75,28.25
29.25,29.50,30.48,29.00
30.25,28.75,30.25,28.25
28.50,29.75,30.00,28.50
30.75,32.50,33.00,30.50
34.25,29.50,34.25,27.50
29.75,28.00,29.75,28.00
27.25,24.50,27.90,24.33
25.00,24.96,26.25,24.25
25.25,23.80,25.25,22.25
22.75,28.50,28.75,22.50
30.00,26.25,30.00,25.75
26.50,26.00,27.00,25.25
25.50,28.62,29.02,25.50
30.00,29.00,30.00,27.05
29.25,28.25,29.25,27.00
28.50,29.00,29.21,27.50
29.00,27.50,29.00,27.25
28.00,27.00,28.00,26.25
26.25,27.75,28.25,26.25
27.50,27.50,27.75,26.50
28.00,26.50,28.00,26.50
26.50,25.50,26.75,25.00
25.00,25.25,25.50,24.75
25.25,26.50,26.50,25.00
26.50,26.75,26.75,25.25
26.00,26.50,26.75,25.75
25.75,26.25,26.50,25.50
26.25,25.25,26.50,25.00
25.00,25.50,26.00,24.75
25.50,25.75,25.88,25.00
26.00,26.00,26.00,24.96
25.50,24.72,25.50,24.25
24.00,23.00,24.00,22.00
22.25,22.25,23.00,22.00
22.00,23.50,23.50,22.00
23.50,24.50,24.71,23.00
25.00,23.50,25.00,23.50
25.25,26.50,28.75,25.25
26.25,28.00,28.12,25.25
27.25,26.00,28.50,26.00
26.25,25.25,26.56,25.00
25.00,26.50,26.75,25.00
26.75,25.75,26.75,25.50
25.25,27.00,27.25,25.25
27.25,27.75,28.25,26.59
27.75,26.50,28.00,26.25
26.00,27.25,27.50,26.00
26.50,27.50,27.75,26.50
25.75,26.75,27.75,25.75
26.00,26.25,27.00,25.75
26.00,26.88,27.00,26.00
26.50,27.75,27.75,25.25
27.75,28.50,29.50,27.25
28.75,27.75,29.25,27.50
28.00,27.00,28.00,26.25
26.25,26.00,27.00,25.25
25.00,24.92,25.77,24.26
25.00,24.06,25.00,23.61
24.00,23.42,24.50,23.25
23.30,23.50,24.25,22.63
23.75,23.00,23.75,22.75
23.50,24.06,24.25,23.00
24.50,24.51,25.75,24.25
24.50,23.15,24.54,23.00
23.00,23.75,24.11,23.00
23.00,23.76,25.00,23.00
24.25,25.25,25.50,24.25
24.81,26.00,26.00,24.72
25.75,26.00,26.25,25.00
25.50,25.50,26.25,24.25
23.31,24.75,26.00,23.31
25.00,22.75,25.00,22.50
22.50,22.75,23.75,22.50
22.75,22.50,23.00,21.75
21.75,21.75,22.50,21.50
21.26,21.50,22.00,21.26
21.50,22.48,22.48,21.50
22.00,22.25,22.48,21.50
22.00,22.75,22.75,21.62
22.25,22.00,23.00,21.26
22.00,21.00,22.00,20.82
20.25,20.00,20.75,20.00
20.50,20.25,20.88,20.02
20.75,20.00,21.00,19.75
20.00,20.00,20.96,20.00
20.03,20.50,21.00,19.50
20.75,20.75,20.94,20.50
20.00,21.50,22.25,20.00
21.25,21.00,21.75,21.00
21.75,20.75,21.75,20.75
21.25,21.25,21.38,20.76
21.38,21.50,21.75,20.75
21.50,21.25,22.08,21.25
22.00,21.50,22.00,21.25
21.75,23.64,24.28,21.50
23.48,23.00,23.75,22.50
22.50,21.88,22.50,21.63
21.50,21.75,22.50,21.25
22.00,21.75,22.25,21.75
22.00,20.98,22.08,20.25
21.55,22.22,22.22,20.72
22.50,21.81,22.50,21.00
22.50,22.00,22.50,21.75
22.50,22.50,22.50,22.00
20.25,20.13,21.25,20.00
18.75,20.00,20.75,18.75
20.00,19.24,20.25,18.50
18.25,15.25,18.51,13.47
16.25,17.75,18.00,15.75
17.75,17.00,17.75,16.62
17.25,17.74,17.74,16.50
17.50,16.50,17.50,16.25
16.75,16.08,17.00,15.98
16.25,14.75,16.25,14.27
15.00,14.03,15.05,14.02
14.00,14.22,14.85,14.00
14.00,14.65,15.00,13.50
15.00,14.25,15.12,14.00
15.00,14.42,15.00,13.62
14.99,14.38,15.00,13.75
14.95,14.56,14.95,13.78
14.75,14.50,14.96,14.06
14.38,13.90,14.50,13.76
14.00,14.25,14.80,13.77
14.25,14.25,14.96,14.00
14.02,14.25,14.75,14.02
14.25,17.25,18.50,14.25
16.75,16.75,17.75,16.25
16.36,16.50,17.00,16.17
17.12,17.10,17.50,16.50
16.81,17.75,17.75,16.75
17.30,17.12,18.00,16.93
17.02,18.75,18.75,16.52
19.00,18.25,19.50,18.00
18.75,18.50,19.00,18.25
18.75,18.25,18.75,17.75
18.12,18.25,18.50,17.25
18.75,19.00,19.50,18.75
19.00,18.95,19.38,18.75
19.48,19.00,19.75,18.81
19.03,18.75,19.48,18.75
18.78,18.82,19.25,18.48
19.25,19.00,19.25,18.50
18.75,18.25,19.00,18.12
18.25,18.55,18.75,18.00
18.75,18.47,18.75,17.75
18.75,18.50,18.75,18.13
18.25,16.75,18.75,16.75
17.75,17.50,17.75,17.00
17.81,17.24,17.81,17.24
17.24,16.80,17.75,16.65
16.80,16.50,16.98,16.32
14.00,14.50,15.62,12.50
14.60,15.49,15.50,14.60
16.75,16.50,16.90,15.75
16.50,16.64,17.25,16.50
16.50,16.16,16.75,15.87
15.76,15.08,16.08,14.84
15.00,15.24,15.80,14.86
15.00,15.23,15.54,14.75
15.00,14.61,15.50,14.53
14.65,15.20,15.25,14.50
14.50,15.10,15.10,14.50
15.10,15.25,15.25,14.50
15.50,15.00,15.51,14.75
15.25,15.00,15.50,15.00
15.00,15.13,15.50,14.50
14.50,15.07,16.08,14.50
15.00,14.82,15.45,14.50
14.70,13.76,15.17,13.38
14.00,14.65,14.84,13.52
14.64,14.47,14.64,14.00
13.75,14.00,14.65,13.69
14.12,13.96,14.32,13.75
13.78,14.24,14.25,13.56
14.15,13.92,14.22,13.50
13.76,14.00,14.00,13.32
14.09,13.67,14.09,13.32
13.75,12.96,13.93,12.96
13.00,13.75,13.75,12.98
13.50,13.50,14.00,13.32
13.60,13.62,13.75,13.25
13.62,13.75,13.75,13.25
13.45,13.30,14.00,13.12
13.40,13.28,14.00,13.28
13.50,13.14,13.85,13.12
13.00,12.60,13.45,12.50
12.75,12.80,13.73,12.75
13.10,13.19,13.50,12.80
13.05,12.80,13.25,12.75
12.65,12.40,13.22,12.40
12.75,11.98,12.75,11.02
12.50,12.00,12.50,11.70
11.90,11.12,12.75,11.12
11.25,11.50,11.70,11.16
11.62,10.75,11.62,10.72
10.75,11.00,11.25,10.75
11.25,10.58,11.25,10.50
10.38,9.75,11.00,8.93
9.25,8.98,9.88,8.98
9.10,8.73,9.25,8.53
8.62,8.89,9.00,8.62
7.75,6.35,8.62,4.75
5.02,5.75,6.75,5.02
5.72,6.25,6.45,5.53
6.30,6.20,6.60,6.16
6.25,6.00,6.32,6.00
6.00,6.08,6.42,5.38
5.88,7.12,7.75,5.50
7.25,6.50,7.25,5.28
6.25,7.00,7.00,5.75
6.98,6.75,7.10,6.25
6.55,7.48,7.50,6.18
7.50,7.48,7.92,7.02
7.50,7.75,7.75,6.86
7.75,7.25,8.00,7.25
7.50,7.50,8.00,7.50
7.53,7.25,8.00,7.25
7.25,7.54,7.88,7.25
7.31,7.12,7.52,7.00
7.00,6.75,7.25,6.75
6.78,6.25,6.94,6.00
6.38,6.56,6.85,6.38
6.50,6.20,6.56,5.75
6.08,5.75,6.25,5.75
6.12,5.72,6.12,5.56
5.50,5.50,5.75,5.28
5.48,5.00,5.72,4.78
5.25,5.12,5.35,4.97
5.12,4.88,5.25,4.63
4.78,5.62,6.38,4.75
5.75,5.38,6.25,4.95
5.34,5.11,5.50,4.95
4.62,4.28,5.00,4.28
4.50,4.38,4.75,4.30
4.40,4.58,4.75,4.25
4.62,4.75,4.77,4.41
4.85,6.00,6.22,4.78
5.95,6.12,6.18,5.25
5.75,5.68,6.00,5.29
5.30,5.66,5.74,5.25
5.52,5.62,5.75,5.28
5.28,4.98,5.44,4.95
5.00,4.98,5.23,4.84
4.94,5.18,5.24,4.90
5.00,5.10,5.23,4.90
5.15,5.13,5.15,4.81
5.26,4.51,5.26,4.51
4.57,4.75,5.00,4.37
4.75,5.11,5.11,4.75
5.00,4.86,5.17,4.65
5.10,4.90,5.15,4.75
4.76,4.84,5.13,4.23
4.98,4.65,5.14,4.40
4.74,4.38,5.00,4.38
4.45,4.56,4.72,4.17
4.62,4.36,4.68,4.28
4.36,4.38,5.22,4.12
4.50,4.60,4.70,4.25
4.60,4.39,4.75,4.25
4.28,3.83,4.50,3.62
3.75,3.62,4.00,3.40
3.38,2.95,3.74,2.62
3.02,2.75,3.38,2.75
3.00,2.70,3.01,2.69
2.70,2.92,3.00,2.69
2.76,2.88,2.91,2.75
2.75,2.81,2.96,2.70
2.69,2.78,2.90,2.69
2.80,2.90,2.90,2.70
2.88,2.91,2.95,2.75
2.92,2.88,2.94,2.78
2.92,3.14,3.25,2.75
3.02,3.25,3.30,2.81
3.30,2.97,3.30,2.96
2.95,3.02,3.20,2.93
3.17,3.05,3.25,2.95
2.96,2.95,3.23,2.90
2.77,2.88,3.04,2.77
3.00,2.85,3.08,2.76
2.86,2.75,3.08,2.75
2.80,2.75,3.00,2.75
2.75,2.62,2.95,2.51
2.62,2.60,2.88,2.50
2.60,2.66,2.83,2.60
2.60,2.50,2.75,2.25
2.48,2.40,2.99,2.25
2.25,1.94,2.49,1.81
2.00,2.05,2.22,1.92
2.16,2.75,2.75,2.16
2.68,2.35,2.68,2.12
2.68,3.43,4.50,2.27
3.50,3.24,4.17,2.82
3.40,2.65,3.40,2.28
2.80,2.64,2.88,2.52
2.62,4.00,4.32,2.48
4.22,3.70,4.22,3.25
3.61,3.25,3.61,3.00
3.25,3.25,3.47,3.00
3.25,3.02,3.48,2.92
3.02,2.78,3.12,2.77
2.75,2.36,3.12,2.00
2.50,2.22,2.50,2.04
2.34,2.60,3.97,2.25
2.73,2.56,2.96,2.50
2.52,2.50,2.82,2.50
2.75,2.52,2.75,2.31
2.65,2.32,2.65,2.14
2.25,2.24,2.28,2.16
2.13,2.44,2.59,2.13
2.13,2.86,3.00,2.13
2.58,3.25,3.38,2.50
2.83,2.93,3.30,2.83
2.99,2.82,3.00,2.65
2.63,2.75,3.09,2.63
2.60,2.66,2.99,2.50
2.51,2.55,2.82,2.51
2.62,2.40,2.65,2.26
2.52,2.60,2.62,2.38
2.55,2.50,2.61,2.40
2.40,2.22,2.75,2.04
2.25,2.25,2.50,2.22
2.25,1.55,2.36,1.40
1.62,1.75,1.86,1.46
1.79,1.87,2.00,1.72
1.78,2.05,2.05,1.67
2.05,2.20,2.22,1.78
2.22,2.60,3.25,2.06
2.97,2.75,2.97,2.25
2.71,2.51,2.72,2.50
2.52,2.50,2.72,2.38
2.50,2.20,2.50,2.00
2.37,2.30,2.50,2.26
2.50,2.33,2.50,2.25
2.28,2.17,2.38,2.16
2.10,2.07,2.50,2.02
2.00,1.93,2.29,1.86
1.99,1.89,1.99,1.76
1.82,2.23,2.39,1.79
2.30,2.33,2.46,2.23
2.38,2.20,2.45,2.20
2.18,1.85,2.20,1.83
1.92,1.79,1.92,1.61
1.77,1.83,2.08,1.77
1.79,2.05,2.14,1.79
2.10,2.20,2.26,2.05
2.13,2.15,2.25,2.01
2.08,2.21,2.23,2.08
2.21,2.03,2.23,1.95
2.14,2.10,2.17,2.09
2.17,2.08,2.21,2.05
2.06,2.06,2.18,2.04
2.06,2.05,2.22,2.01
2.02,2.11,2.41,1.85
2.02,2.04,2.14,2.01
2.05,2.06,2.12,2.05
2.12,2.07,2.12,2.03
2.00,2.25,2.25,2.00
2.23,2.11,2.23,2.10
2.08,2.14,2.20,2.08
2.24,2.20,2.24,2.11
2.23,2.30,2.36,2.16
2.34,2.31,2.34,2.22
2.33,2.23,2.33,2.23
2.26,2.27,2.31,2.13
2.30,2.40,2.40,2.28
2.50,2.31,2.50,2.31
2.32,2.48,2.50,2.29
2.45,2.49,2.64,2.45
2.58,2.48,2.58,2.46
2.36,2.19,2.39,2.19
2.32,2.22,2.32,2.19
2.31,2.44,2.50,2.30
2.70,3.39,4.40,2.69
3.29,4.93,4.99,3.29
4.94,5.53,6.39,4.67
5.66,5.92,6.15,5.23
5.97,8.70,8.70,5.53
9.24,8.80,10.66,8.59
7.63,6.91,7.77,6.77
6.97,6.15,6.97,6.06
6.09,6.74,6.79,5.95
7.01,5.93,7.25,5.90
5.93,5.96,6.50,5.78
6.51,7.38,7.48,6.31
7.50,6.85,8.20,6.82
6.69,6.65,6.86,6.23
6.67,6.56,6.75,6.34
6.48,6.08,6.77,6.00
6.03,5.93,6.13,5.90
6.05,6.13,6.39,5.99
6.07,5.72,6.25,5.50
5.66,6.44,6.59,5.66
6.47,6.75,6.89,6.30
6.60,6.44,6.74,6.16
6.54,6.23,6.54,6.12
6.23,6.06,6.23,5.68
6.06,5.71,6.06,5.63
5.65,5.26,5.88,5.23
5.29,4.56,5.31,4.45
4.59,4.52,4.77,4.26
4.47,4.41,4.52,4.37
4.41,5.02,5.40,4.41
5.10,5.02,5.43,4.93
5.00,5.38,5.53,5.00
5.43,5.41,5.47,5.23
5.44,5.69,5.87,5.38
5.72,5.29,5.85,5.27
5.47,5.10,5.58,5.10
4.02,4.61,4.71,3.51
4.52,4.63,4.95,4.52
4.59,4.92,5.27,4.59
4.90,4.94,4.94,4.63
4.76,4.97,4.98,4.62
4.93,4.92,5.00,4.85
4.88,4.86,4.89,4.65
4.81,5.05,5.19,4.81
5.05,4.95,5.12,4.82
4.91,4.78,4.95,4.77
4.89,4.68,4.91,4.68
4.71,4.67,4.78,4.65
4.68,4.98,5.40,4.59
5.00,5.00,5.44,4.94
5.05,5.02,5.36,4.96
5.05,4.89,5.08,4.75
4.80,4.67,4.87,4.57
4.70,4.19,4.70,4.19
4.43,4.55,4.69,4.37
4.55,4.57,4.63,4.40
4.56,4.52,4.56,4.40
4.55,4.70,4.70,4.55
4.63,4.66,4.66,4.50
4.64,4.55,4.64,4.50
4.65,4.42,4.69,4.33
4.15,4.28,4.48,4.14
4.26,3.93,4.30,3.77
4.02,4.19,4.22,3.89
4.25,4.23,4.32,4.17
4.28,4.21,4.28,4.13
4.14,4.16,4.25,3.96
4.06,3.94,4.08,3.93
3.86,3.87,4.01,3.80
3.81,3.74,4.05,3.68
3.78,3.86,4.07,3.75
3.85,3.90,3.96,3.75
3.93,3.94,4.01,3.93
4.00,3.96,4.00,3.89
3.92,4.97,5.05,3.74
4.90,4.85,5.15,4.50
4.86,5.45,5.59,4.76
5.32,5.06,6.83,4.97
5.00,4.70,5.39,4.63
4.71,4.42,4.90,4.39
4.37,4.36,4.42,4.17
4.36,4.39,4.60,4.20
4.43,4.16,4.58,4.07
4.20,4.18,4.32,4.17
4.24,4.38,4.42,4.17
4.34,4.60,5.18,4.18
4.50,4.00,4.50,3.84
4.00,3.64,4.13,3.58
3.38,3.19,3.43,3.06
3.15,3.20,3.28,3.13
3.20,3.15,3.20,3.13
3.15,3.16,3.20,3.13
3.19,3.09,3.20,3.08
3.07,2.96,3.16,2.91
2.98,3.02,3.08,2.98
3.15,3.07,3.15,3.02
3.05,3.03,3.09,3.01
3.03,2.97,3.05,2.93
2.98,2.98,3.03,2.93
3.03,2.97,3.03,2.96
2.97,3.00,3.02,2.97
2.96,3.03,3.04,2.96
3.01,3.14,3.17,3.00
3.15,3.08,3.20,3.08
3.06,2.95,3.10,2.95
3.00,2.91,3.10,2.88
2.90,2.93,3.00,2.90
2.94,2.93,2.97,2.93
3.00,2.95,3.00,2.88
2.94,2.92,3.00,2.90
2.92,3.03,3.05,2.91
3.10,3.04,3.10,3.01
3.01,2.96,3.06,2.95
2.93,2.94,2.98,2.93
2.88,2.84,3.00,2.79
2.79,2.72,2.83,2.58
2.72,2.72,2.81,2.65
2.72,2.75,2.80,2.70
2.76,2.78,2.79,2.70
2.78,2.73,2.83,2.68
2.74,2.72,2.81,2.69
2.74,2.67,2.74,2.60
2.69,2.76,2.84,2.69
2.81,2.80,2.84,2.76
2.75,2.80,2.84,2.74
2.80,2.61,2.84,2.40
2.56,2.65,2.68,2.54
2.65,2.63,2.70,2.57
2.70,2.67,2.73,2.64
2.68,2.72,2.73,2.60
2.75,2.67,2.80,2.63
2.63,2.71,2.76,2.63
2.75,2.67,2.78,2.67
2.70,2.75,2.84,2.70
2.80,2.72,2.80,2.67
2.75,2.58,2.75,2.52
2.83,2.66,2.84,2.64
2.75,2.72,2.79,2.59
2.42,2.51,2.61,2.40
2.50,2.43,2.50,2.25
2.45,2.18,2.46,2.16
2.15,2.09,2.17,2.06
2.15,2.21,2.24,2.08
3.36,4.29,4.77,2.91
4.29,4.15,4.59,3.84
4.53,4.31,4.93,4.21
4.37,3.90,4.37,3.86
4.11,4.03,4.24,3.95
4.02,3.75,4.07,3.71
3.79,3.73,4.10,3.67
3.65,3.55,3.85,3.50
3.70,3.40,3.70,3.30
3.25,3.30,3.40,3.20
3.25,3.10,3.25,3.05
3.05,3.40,3.50,3.00
3.50,3.35,3.74,3.25
3.25,3.25,3.35,3.18
3.20,3.25,3.40,3.15
3.45,3.30,3.45,3.20
3.40,3.65,3.80,3.28
3.65,3.45,3.66,3.15
3.45,3.20,3.45,3.15
3.15,3.05,3.15,2.90
3.00,3.05,3.09,2.85
3.05,3.10,3.15,2.95
3.15,3.05,3.15,3.00
3.05,3.00,3.15,2.96
2.95,3.00,3.10,2.90
3.05,2.95,3.05,2.90
2.90,2.90,2.95,2.90
2.90,2.90,2.90,2.85
2.90,2.90,2.95,2.85
2.95,2.60,2.95,2.55
2.70,2.75,2.80,2.65
2.80,2.75,2.80,2.65
