AMP,Ameriprise Financial,NASDAQ
80.08,79.16,80.31,78.26
78.25,77.45,78.40,76.77
78.37,79.26,79.73,77.90
80.18,80.33,80.89,79.92
80.99,81.69,81.74,80.68
81.40,80.88,81.42,80.43
81.60,81.44,82.42,81.37
81.37,81.82,82.41,81.19
81.00,81.12,81.33,80.49
82.03,83.10,83.12,81.57
83.87,83.58,84.38,83.40
84.54,84.92,85.00,83.54
84.66,84.56,85.17,83.95
86.17,86.46,86.58,85.63
86.53,86.60,86.78,86.01
86.92,86.33,87.00,86.31
86.33,85.40,86.70,85.24
85.58,85.79,86.70,85.26
86.23,86.84,87.06,85.76
86.42,86.31,86.81,85.83
86.33,87.36,87.47,86.24
87.60,86.67,87.71,86.62
87.09,86.24,87.30,85.92
86.91,87.60,88.26,86.42
86.79,88.18,88.19,86.79
87.76,87.61,88.02,87.19
88.20,88.97,89.11,87.76
88.89,89.00,89.79,88.66
89.95,90.98,91.14,89.64
90.67,91.21,91.22,90.42
90.69,91.15,91.20,90.23
90.77,89.86,91.04,89.68
89.60,89.54,89.84,88.59
90.48,89.92,90.77,89.03
89.76,90.08,90.52,89.50
89.69,89.31,90.10,88.96
89.73,90.27,90.76,89.20
90.16,89.70,90.68,89.67
88.98,87.80,89.01,87.50
87.70,88.23,88.74,87.51
88.23,87.20,88.60,87.18
87.34,88.03,88.37,86.99
87.75,87.45,88.52,86.98
87.88,89.03,89.25,87.53
89.05,89.03,89.26,88.04
89.02,88.30,89.50,88.30
86.95,85.43,87.37,85.43
85.44,86.14,86.79,85.24
85.65,87.11,87.92,85.65
87.14,86.15,87.26,85.61
87.59,87.08,88.32,86.08
86.38,87.49,87.95,85.93
87.44,87.79,88.65,87.26
87.85,87.59,88.24,86.15
87.85,88.90,89.01,87.84
89.77,90.72,91.12,89.73
90.59,90.96,91.00,90.05
90.88,90.39,91.12,90.13
90.77,90.80,90.85,89.93
92.09,92.56,92.64,91.69
92.56,93.33,93.75,92.49
93.29,93.96,94.31,92.74
94.31,93.42,94.45,93.23
93.44,92.22,94.04,91.92
91.40,91.35,92.06,90.73
91.41,91.00,91.89,90.90
91.18,91.16,91.94,90.84
91.22,91.59,92.17,91.00
90.74,91.43,91.58,90.46
90.36,91.08,91.51,90.12
91.20,92.18,92.20,91.02
91.17,92.16,92.16,90.72
91.66,91.56,92.12,90.05
91.44,92.89,92.92,90.55
91.78,91.89,92.68,91.47
92.02,89.85,92.35,89.82
90.24,90.47,90.98,89.37
92.37,93.35,93.40,92.13
93.14,94.30,94.73,93.14
93.48,94.54,94.68,92.89
94.29,93.67,94.81,93.47
94.56,96.47,96.57,94.41
96.33,98.13,98.22,95.73
98.63,99.75,99.84,98.09
99.81,99.08,99.92,98.80
99.55,99.76,100.19,99.07
99.32,98.74,99.50,98.20
99.18,99.53,99.77,98.61
99.87,99.56,100.17,99.28
99.65,98.91,99.76,98.71
99.07,99.39,99.74,98.94
98.87,100.79,102.26,98.87
100.70,100.54,101.88,100.31
100.67,101.06,101.29,100.27
101.00,101.24,101.60,100.75
101.03,101.27,101.77,100.57
101.82,102.21,102.73,101.77
102.22,100.43,102.86,100.22
100.41,103.12,103.22,100.26
103.31,103.84,104.21,102.85
103.19,102.87,103.83,102.36
102.16,104.16,104.21,102.09
104.21,105.22,105.31,103.96
105.30,105.47,105.79,104.93
105.92,105.25,106.18,104.93
105.25,105.20,106.04,105.07
105.25,105.47,106.29,104.81
105.66,106.79,107.01,105.66
106.79,107.58,107.69,106.50
107.96,107.50,108.12,107.34
107.60,108.30,109.06,107.53
108.50,108.53,108.97,108.06
108.80,108.25,109.12,108.23
108.31,108.23,109.56,108.09
107.46,106.90,107.97,106.52
106.51,107.01,107.81,105.73
106.44,106.23,106.72,105.68
107.73,108.99,109.22,107.69
109.00,108.99,109.87,108.65
108.31,108.18,108.52,107.41
108.13,106.40,108.62,106.19
106.25,106.52,107.29,106.11
107.06,106.68,107.53,106.09
107.51,109.00,109.19,107.38
108.64,108.58,109.23,108.50
109.12,111.82,111.85,107.81
111.15,110.84,111.50,110.65
111.55,111.81,112.67,111.00
112.76,113.07,113.43,112.34
112.43,112.88,113.07,112.20
113.15,113.81,114.15,112.79
113.91,113.94,114.27,113.44
113.86,113.59,114.33,113.38
113.74,115.05,115.36,113.74
114.58,113.88,114.81,113.42
113.86,113.90,114.84,113.41
114.55,113.60,115.72,112.77
113.82,114.57,115.11,113.63
115.04,115.80,116.72,114.75
116.24,115.51,116.82,115.15
115.71,115.06,115.84,114.37
114.93,113.18,115.33,112.89
113.62,114.21,114.29,113.12
114.39,114.36,114.66,113.70
114.29,113.66,114.36,113.57
113.48,113.37,114.26,113.00
113.92,114.14,114.62,113.19
114.51,114.77,114.95,113.75
114.11,111.24,114.12,111.03
110.18,106.79,110.90,106.70
106.89,104.92,107.38,104.19
105.68,106.54,106.72,105.27
104.98,105.02,106.13,104.83
105.93,106.43,107.02,105.81
104.45,105.64,106.76,104.01
105.65,101.47,105.97,101.29
101.81,103.54,103.68,101.64
106.32,103.43,108.80,103.07
103.72,105.64,105.73,103.48
106.13,107.61,107.71,105.40
107.36,105.90,107.58,105.36
105.59,107.21,107.28,105.36
106.99,106.98,107.63,106.56
106.15,107.33,107.53,105.77
107.22,107.09,107.75,106.58
107.94,107.99,108.77,107.50
107.82,106.66,109.30,106.49
106.72,106.20,107.07,105.49
106.81,106.81,107.70,106.43
106.50,108.28,109.23,106.36
107.82,107.37,108.20,106.98
107.64,106.62,107.98,106.44
106.57,108.63,108.75,106.25
108.40,108.99,110.09,108.10
107.22,107.75,108.23,106.85
109.41,110.28,110.63,109.15
110.19,109.85,110.66,109.55
110.37,110.84,111.51,110.17
111.31,112.65,113.29,111.31
112.37,112.05,112.73,111.48
112.17,110.92,112.60,110.64
109.87,110.90,110.92,109.50
111.63,109.16,111.95,108.94
108.97,108.25,109.70,108.08
109.28,108.96,109.79,108.78
109.02,109.30,109.89,108.94
109.33,108.72,110.08,108.20
108.52,111.72,111.84,108.38
113.17,111.78,113.68,111.62
111.83,110.72,112.64,110.37
110.90,109.84,111.62,109.11
110.53,108.82,110.94,108.81
108.33,107.02,109.00,106.85
107.86,108.81,110.22,107.66
109.91,110.07,110.55,109.77
110.57,111.86,112.06,110.45
113.34,113.47,113.73,112.55
113.50,113.27,114.49,112.15
114.46,111.42,115.41,111.39
111.17,107.59,111.42,107.37
107.61,107.48,108.09,106.70
108.16,109.25,109.30,107.33
109.06,105.04,109.40,105.04
103.80,101.74,103.98,101.70
102.92,101.91,102.93,100.94
102.18,103.36,103.49,101.16
104.39,104.83,104.89,103.52
105.15,106.03,106.58,105.10
106.02,106.11,106.48,105.52
106.00,106.79,107.29,105.84
106.64,106.44,107.22,106.11
107.10,105.85,107.25,105.60
105.61,103.53,105.97,103.26
104.00,103.51,104.64,101.67
107.77,109.55,109.91,106.98
109.24,111.63,111.94,108.47
111.79,111.60,111.88,110.52
111.63,112.34,113.14,111.63
111.24,112.16,112.47,110.18
111.14,110.61,111.85,110.31
110.37,111.58,111.69,109.30
111.14,111.34,112.71,111.01
111.23,111.23,111.61,110.34
111.98,112.72,112.83,111.60
112.72,111.90,113.30,111.77
112.14,110.47,112.14,110.31
109.99,108.23,110.19,107.21
108.47,108.87,109.25,107.11
108.28,109.69,109.90,108.24
109.62,108.40,109.74,107.74
109.33,110.14,110.41,108.98
110.14,110.56,111.06,109.73
110.52,110.93,111.39,110.25
111.20,111.42,112.28,110.98
111.11,111.18,111.99,110.64
112.18,112.82,112.92,111.58
112.33,112.61,113.11,111.90
112.99,113.94,113.98,112.09
113.47,114.72,114.81,113.17
114.76,115.11,115.14,113.80
115.00,115.79,115.95,114.44
115.99,118.04,118.21,115.80
117.69,117.77,118.65,117.27
117.15,117.65,117.84,116.54
116.55,116.78,117.06,116.36
116.80,115.82,116.91,115.44
116.04,116.05,116.63,115.63
115.76,115.74,116.23,115.18
115.24,116.92,117.52,114.76
116.91,118.20,118.40,116.19
118.38,117.80,118.64,117.27
118.08,119.14,119.37,117.91
119.04,119.38,119.57,118.61
118.61,118.50,119.73,118.37
117.80,119.24,119.63,117.78
119.00,119.15,119.24,117.85
118.94,119.81,119.93,118.76
119.75,120.00,120.32,119.41
120.20,121.53,122.00,120.15
118.64,121.11,121.94,118.64
121.94,122.42,122.70,121.94
121.65,122.00,122.10,121.43
121.76,121.10,121.95,120.87
121.17,121.16,121.91,120.63
118.98,120.27,120.64,118.86
120.01,121.06,121.20,119.41
122.39,121.77,122.39,121.52
121.90,122.30,122.64,121.36
123.08,122.21,123.30,121.65
121.44,120.71,122.97,120.46
121.21,122.18,122.49,120.94
121.64,121.66,122.22,121.20
122.03,122.73,122.99,122.03
122.69,122.63,122.92,122.10
122.78,122.53,123.12,122.27
121.90,122.27,122.47,121.32
121.86,121.50,122.15,120.60
121.56,120.84,122.49,120.84
123.90,123.45,127.00,121.93
122.17,119.60,122.58,119.53
119.60,118.23,120.00,117.21
118.20,119.07,119.50,117.63
118.29,117.39,118.79,116.91
116.75,117.46,118.79,116.73
117.62,116.50,118.13,116.02
117.11,118.56,118.67,116.55
118.26,118.87,120.12,117.95
118.68,119.01,119.51,118.24
119.72,119.95,120.19,119.48
120.04,120.38,120.78,119.93
120.59,120.22,120.97,119.14
120.94,121.55,121.74,120.84
121.73,121.91,122.30,121.63
121.88,122.93,123.10,121.50
122.78,123.48,123.72,122.56
123.11,123.19,124.04,123.05
124.15,125.10,125.12,123.66
125.00,126.08,126.36,124.47
126.50,125.99,126.66,125.51
124.96,125.21,125.47,124.67
125.77,125.76,126.20,125.11
126.45,127.75,128.18,126.45
128.22,126.01,128.51,125.89
126.27,125.61,127.10,125.23
125.33,126.41,126.47,124.41
125.94,126.31,126.82,125.82
125.81,124.72,126.09,124.51
125.41,125.60,126.08,124.89
124.72,124.89,125.27,124.57
124.97,124.84,125.59,124.32
124.66,123.75,124.66,123.49
124.14,124.76,125.21,123.51
125.26,126.55,127.58,125.11
127.36,127.57,128.20,127.19
128.14,126.65,128.37,125.82
126.22,124.76,126.43,124.61
124.61,123.87,125.28,123.76
123.90,125.22,125.26,123.37
124.37,122.94,124.68,122.71
123.57,124.14,124.51,123.04
122.45,123.58,124.01,122.19
123.50,123.38,124.61,122.89
122.73,119.65,122.95,119.32
119.59,119.92,120.42,118.26
121.32,121.84,122.27,120.59
122.29,121.89,123.02,121.14
120.81,119.07,121.10,119.04
118.76,120.62,120.71,117.57
120.24,117.05,120.25,117.04
117.00,114.55,117.89,114.47
114.66,111.78,115.38,111.67
112.33,111.80,113.19,111.30
109.72,109.35,109.94,105.41
107.07,109.87,110.89,106.44
110.71,112.30,112.71,110.71
111.80,113.47,113.59,111.34
114.25,116.57,116.65,113.89
116.57,114.75,116.68,114.62
116.50,116.51,117.39,115.93
116.82,117.65,117.90,116.31
117.67,118.50,119.59,116.77
118.86,120.30,120.47,118.82
121.74,123.76,126.12,121.57
123.48,124.11,124.88,123.16
125.35,126.17,127.04,125.35
126.55,126.44,127.39,126.03
126.47,127.98,128.00,126.15
128.57,128.57,129.38,127.85
128.40,128.89,129.00,127.47
128.43,129.05,129.44,127.67
128.60,130.16,130.22,128.48
130.25,130.36,130.81,130.08
129.90,130.28,130.57,129.62
130.26,130.03,130.88,129.35
130.03,129.38,130.30,129.10
128.85,128.97,129.16,128.37
129.09,130.31,131.24,128.84
129.82,130.01,130.43,129.11
129.00,130.46,131.17,128.91
132.34,131.37,132.48,131.02
132.00,132.17,132.74,131.12
132.21,132.17,132.60,131.03
132.66,132.19,132.69,131.48
132.43,131.77,132.75,131.61
131.27,130.68,131.27,129.81
131.02,132.63,132.90,130.83
132.78,133.44,133.67,132.16
132.70,133.60,133.70,132.35
134.10,135.15,135.48,133.81
135.21,135.87,137.15,134.37
133.62,135.46,135.59,132.64
135.26,133.63,135.87,133.49
134.46,133.89,135.71,133.61
132.14,127.72,132.73,127.68
128.56,126.45,128.91,124.76
125.46,124.84,127.56,124.01
125.50,129.27,129.50,125.32
130.95,134.32,134.43,129.81
135.07,134.33,135.76,133.42
134.33,134.80,134.89,134.05
135.30,136.76,137.33,135.30
136.62,135.73,137.31,135.70
136.21,135.27,136.54,135.20
135.00,135.31,136.39,134.72
134.86,134.20,134.86,134.10
134.87,132.25,134.87,132.15
132.98,132.09,133.49,130.71
130.78,127.85,131.30,127.21
127.83,124.41,128.22,123.48
125.75,126.62,127.04,124.81
128.53,128.87,129.37,127.75
129.33,127.68,129.62,127.26
127.52,126.38,127.69,125.42
128.13,127.30,129.93,126.32
124.90,124.97,125.66,123.12
125.13,122.86,125.65,122.73
122.96,124.66,124.74,121.49
125.00,125.16,125.87,123.83
125.16,126.34,126.83,123.84
127.19,130.23,130.53,125.93
130.23,129.48,130.50,128.96
129.37,130.78,131.07,128.70
129.05,129.01,130.12,127.98
129.99,126.39,129.99,126.28
129.06,128.26,130.14,126.35
127.13,124.94,127.81,124.77
125.88,128.76,128.93,124.63
129.81,132.52,132.66,129.40
132.35,131.88,133.24,131.33
131.40,132.48,133.08,130.75
133.55,134.79,136.44,133.55
134.54,134.69,134.88,133.51
136.30,136.17,136.46,135.22
135.94,136.24,136.66,135.19
136.24,137.57,137.69,136.16
137.65,137.81,138.19,136.86
137.56,137.53,138.26,137.07
137.21,135.86,137.28,135.36
135.50,135.85,136.46,135.37
135.39,136.20,136.28,134.30
136.37,134.76,136.37,134.00
134.64,135.48,136.75,134.64
135.06,135.32,135.85,134.77
135.42,135.34,136.05,134.79
135.33,133.63,136.02,133.58
133.33,134.90,135.95,133.33
134.42,134.47,135.16,133.62
133.77,133.62,134.23,133.15
134.01,134.41,134.62,133.59
134.12,132.98,137.07,132.72
132.98,134.14,134.56,132.98
132.29,130.24,132.29,130.24
130.03,130.63,131.47,130.02
131.73,134.44,134.53,131.67
134.43,133.36,134.48,132.34
134.47,135.73,135.91,134.17
134.76,134.88,135.19,133.88
134.58,135.37,136.49,133.75
135.10,133.34,135.34,132.72
134.23,136.17,136.69,133.75
136.52,134.99,136.99,134.99
134.57,133.09,135.24,133.09
132.98,130.51,133.25,130.51
129.77,130.25,131.40,129.18
129.76,129.05,130.51,128.49
130.06,131.02,131.51,130.06
130.27,130.84,131.78,129.93
130.76,130.46,131.28,129.58
130.14,130.19,131.17,129.67
128.58,129.43,130.19,128.06
129.61,128.16,130.18,128.16
128.71,128.72,129.17,127.75
128.70,125.28,129.45,123.88
125.50,124.53,125.73,120.83
124.32,126.63,127.83,124.10
126.50,128.27,130.86,125.39
129.95,128.92,131.45,128.16
130.00,130.77,131.48,129.37
129.93,129.19,130.34,128.54
129.97,130.55,130.93,129.57
130.79,130.33,130.99,129.80
130.47,131.62,131.76,128.75
127.26,127.17,128.03,125.29
126.68,127.75,128.11,126.41
128.13,126.69,128.71,126.44
126.00,127.14,127.28,125.65
126.57,127.49,128.41,126.53
126.63,125.28,127.49,125.06
126.10,125.41,126.69,124.34
125.68,125.99,126.35,125.01
125.71,124.62,126.50,124.41
125.27,123.49,125.44,122.35
123.12,124.56,125.00,123.01
126.09,126.35,126.96,125.11
126.17,125.42,127.01,125.35
124.52,124.73,125.25,123.41
124.65,126.50,126.89,124.56
127.48,128.30,128.32,126.73
128.38,128.00,128.44,127.10
127.58,128.97,129.01,127.39
129.31,128.97,129.80,128.49
128.82,128.46,129.13,128.00
127.98,128.29,128.64,127.95
128.15,128.27,129.04,127.77
127.86,126.81,128.39,126.69
127.00,126.88,127.45,126.60
126.67,127.01,127.14,125.95
126.68,124.59,127.15,124.57
124.65,124.59,125.34,123.82
124.59,126.08,127.11,124.40
126.77,127.36,128.33,126.08
124.52,125.33,126.83,124.52
126.58,126.61,127.34,125.66
126.96,126.13,127.48,126.08
125.94,126.33,126.69,125.46
127.28,129.86,130.12,127.28
130.04,129.63,130.69,129.28
129.13,128.33,129.26,128.01
126.89,127.89,128.39,126.48
127.17,128.47,128.63,127.17
128.90,128.35,129.32,127.97
128.91,129.48,129.78,128.27
128.89,127.84,129.79,127.68
129.34,129.35,129.75,128.47
129.23,129.76,129.99,128.80
128.86,128.38,129.70,128.20
129.22,127.86,129.22,127.77
128.90,128.42,128.93,127.75
126.77,123.79,126.96,123.67
125.08,124.93,125.74,124.09
126.99,126.15,127.63,125.44
125.98,125.23,126.57,124.61
123.45,123.68,124.77,122.83
123.63,123.83,123.97,121.16
122.76,121.97,123.48,121.55
123.87,123.09,124.90,122.45
122.00,123.68,123.95,121.73
125.05,125.45,125.59,124.52
125.02,125.67,125.96,124.35
126.05,125.93,126.80,125.20
127.81,127.89,128.35,127.24
127.51,127.63,127.90,126.87
128.19,128.29,128.85,127.39
128.60,127.64,129.19,127.34
127.50,126.81,127.90,126.67
128.68,126.21,129.22,125.96
126.18,124.04,126.66,123.43
123.65,122.96,123.67,122.09
124.28,125.26,125.35,123.23
125.45,126.72,126.76,124.74
125.91,126.58,126.75,125.43
126.66,125.67,126.67,125.52
125.57,125.59,125.83,124.54
125.71,125.14,126.36,124.70
126.18,125.17,127.32,124.80
125.23,123.70,125.53,123.10
123.69,123.05,124.30,122.18
124.30,125.14,125.46,124.18
123.89,123.42,124.11,122.88
122.22,121.85,122.37,119.55
121.81,121.62,122.69,121.18
121.76,122.96,123.06,121.29
122.60,124.14,124.23,121.65
123.85,122.47,124.34,122.13
121.69,120.97,122.12,120.66
120.18,118.88,120.18,118.60
117.29,114.84,118.20,114.71
114.81,109.13,114.88,95.52
113.45,107.28,113.88,107.28
109.26,112.05,112.44,108.24
113.73,114.96,115.38,112.40
114.20,114.14,114.83,113.22
113.78,112.67,114.97,112.49
110.00,109.10,110.56,108.20
110.28,109.56,111.48,108.28
109.61,109.62,110.85,109.21
109.07,108.52,110.48,107.73
110.99,111.07,111.18,109.33
112.23,108.89,113.01,108.58
108.59,109.56,110.62,108.28
108.98,109.72,109.80,108.33
109.91,108.92,109.94,108.55
108.98,109.84,110.36,108.46
109.71,110.63,110.81,109.00
110.28,109.52,112.34,109.23
108.07,107.41,109.19,106.95
108.42,108.79,109.62,108.13
106.94,107.50,107.77,105.84
107.60,106.92,108.01,106.29
105.70,106.89,107.19,105.37
108.10,108.06,108.70,107.33
107.01,103.79,108.50,103.44
104.38,106.45,106.73,103.43
107.65,109.13,109.30,107.10
109.06,109.61,109.72,107.58
105.82,108.59,108.73,104.59
109.88,111.88,112.17,107.57
111.35,111.02,111.70,110.10
112.05,111.86,113.06,110.32
111.43,112.05,112.32,110.89
112.07,111.10,112.69,110.20
110.90,109.83,111.16,109.38
108.94,107.99,109.59,107.82
108.10,107.57,108.64,107.18
108.70,110.62,110.70,108.10
110.84,111.57,111.82,110.03
110.86,111.25,111.46,110.56
111.28,112.30,112.71,111.04
112.78,111.56,113.62,111.35
110.20,114.09,115.60,108.01
115.39,116.08,116.26,114.57
115.87,115.50,116.68,114.98
114.68,113.00,114.91,112.97
113.49,115.98,116.35,113.03
115.31,115.41,116.03,114.59
115.34,115.36,116.00,114.66
115.77,117.21,117.65,115.31
116.51,117.80,118.34,116.42
117.94,115.89,118.26,115.76
115.93,117.05,117.23,115.84
118.88,119.28,120.29,117.23
119.37,117.39,119.80,116.80
116.86,116.55,117.58,115.72
117.38,116.05,117.38,115.79
115.10,113.75,115.25,113.75
113.56,112.49,114.32,112.14
112.13,113.47,113.52,111.59
113.56,112.97,114.14,112.68
113.70,115.47,115.62,113.13
115.56,114.97,115.81,114.61
114.95,114.49,115.62,114.27
114.65,113.62,115.14,113.55
112.98,112.60,113.19,111.34
112.98,113.02,113.35,112.65
112.90,113.51,113.80,112.59
113.61,112.95,114.21,112.80
113.64,114.61,114.78,113.25
114.52,113.00,115.29,112.76
113.40,111.30,113.73,110.85
111.56,114.94,115.18,111.31
114.49,113.31,115.29,112.69
112.52,111.57,113.35,111.01
110.58,108.83,111.85,108.27
108.79,108.79,110.20,108.41
107.00,105.15,107.35,104.44
105.24,104.96,106.64,103.08
106.17,105.88,107.20,105.75
106.98,107.56,107.97,104.62
107.89,105.10,107.99,104.81
104.23,103.08,104.38,102.65
103.96,105.43,105.47,103.54
106.11,107.17,107.74,100.08
107.46,108.68,108.76,106.80
108.29,107.94,108.83,107.61
107.80,107.80,107.92,107.01
108.56,108.58,109.77,108.24
108.13,107.29,108.83,107.00
106.50,106.42,107.72,106.13
103.93,104.25,104.33,102.64
104.50,103.84,105.47,103.14
102.22,100.31,102.22,99.92
98.00,97.13,99.42,96.79
97.90,94.94,99.36,94.75
96.04,95.66,96.18,94.10
96.81,96.15,96.98,94.71
96.34,92.41,96.46,92.25
92.95,95.09,96.20,91.37
93.76,92.83,93.93,91.01
94.61,92.54,94.61,91.69
90.81,91.61,92.61,89.00
92.09,90.57,93.20,90.43
92.15,93.25,93.61,92.08
92.38,90.32,93.15,90.02
91.00,92.36,92.95,90.46
91.84,91.11,94.72,90.73
90.80,86.92,92.93,81.40
87.43,90.65,90.68,87.19
89.24,87.79,90.29,87.50
86.20,83.94,86.37,82.92
84.89,84.82,85.51,81.19
84.81,85.47,86.21,84.24
85.29,82.79,85.98,82.49
81.33,80.77,82.11,79.32
79.26,79.17,80.49,78.80
79.98,80.31,81.47,79.21
77.06,76.27,78.13,76.00
78.89,80.15,80.39,76.16
81.62,82.92,83.27,80.62
84.03,84.97,85.42,83.44
85.00,84.28,85.48,83.62
83.54,82.69,83.69,82.12
84.30,84.54,85.19,83.97
84.22,83.43,84.31,83.03
82.15,83.43,83.79,80.39
83.74,84.37,84.80,82.97
85.42,86.49,87.34,85.00
86.08,83.95,86.42,83.93
85.08,88.01,88.16,85.01
88.04,87.89,88.16,86.87
88.12,89.54,89.92,87.50
89.70,90.46,90.70,89.05
89.24,89.76,89.91,88.75
88.46,88.82,89.68,87.75
89.60,88.66,89.60,87.77
89.62,88.46,89.88,86.81
90.04,92.60,92.68,89.96
91.94,91.83,92.44,90.22
90.68,90.10,90.75,88.82
89.16,91.44,91.71,89.16
91.04,93.38,94.12,91.04
93.91,94.36,95.24,93.24
93.86,94.14,94.52,92.99
92.99,93.35,93.88,92.52
93.48,92.76,94.04,92.39
91.40,91.98,92.01,90.65
92.00,93.39,93.56,91.44
92.64,94.17,94.25,91.15
95.00,95.57,96.54,94.88
95.11,94.01,95.47,93.51
93.70,94.67,94.95,92.49
94.37,93.18,94.37,92.89
91.63,91.91,92.48,90.88
92.47,93.24,95.19,92.44
92.07,91.04,92.78,90.11
91.85,91.30,92.87,91.05
92.29,92.55,93.57,92.01
92.63,94.17,94.27,92.19
95.43,97.63,97.64,95.32
97.29,97.14,98.13,96.37
97.05,96.42,97.45,95.89
96.00,96.58,96.98,95.54
96.96,96.84,97.07,95.99
97.21,98.76,99.09,96.71
99.10,98.83,99.89,98.28
99.21,99.92,100.39,98.99
99.31,98.86,99.79,98.02
99.42,100.24,100.30,99.06
99.79,101.07,101.43,98.53
100.31,98.13,101.00,97.76
97.48,95.90,97.84,95.44
96.09,97.82,97.94,95.11
95.84,95.57,96.13,94.00
94.60,94.78,95.76,93.71
94.37,93.17,95.05,93.04
92.33,93.25,93.38,91.90
93.04,92.93,93.40,92.55
93.68,95.22,95.49,93.55
94.87,95.17,96.08,94.78
95.87,95.34,96.71,94.31
95.23,93.83,96.45,93.48
93.79,94.56,95.17,93.47
94.21,95.09,96.23,94.02
94.66,97.53,97.62,94.25
96.74,96.61,97.98,95.52
97.26,97.67,98.24,97.11
97.38,97.55,97.92,96.92
98.45,99.77,99.92,98.07
100.17,101.36,102.05,100.01
101.25,100.17,101.26,100.12
100.44,101.52,101.54,99.79
101.81,101.67,102.31,101.00
100.64,102.35,102.74,99.98
101.43,102.02,102.13,100.73
100.10,100.50,100.68,99.02
100.63,102.02,102.49,100.49
102.15,101.75,102.43,101.48
101.53,101.44,102.51,100.77
100.96,100.67,100.99,99.95
99.33,99.55,99.67,98.76
98.85,98.85,100.14,98.75
98.40,96.19,99.17,95.66
96.75,96.76,98.09,96.15
95.66,96.26,96.34,94.62
96.33,96.70,97.39,96.06
97.36,98.29,99.62,97.36
98.94,98.69,99.06,98.10
98.62,99.17,99.65,98.49
100.50,101.71,101.72,100.48
94.63,91.32,96.55,91.30
88.66,85.52,88.66,85.20
87.07,85.70,87.42,84.92
86.85,88.97,89.03,86.21
89.04,89.85,89.85,87.62
89.63,89.77,91.62,89.38
88.82,86.85,89.08,86.23
86.15,87.33,87.44,84.93
87.50,88.08,88.84,87.25
89.84,90.84,91.26,89.78
91.73,91.66,92.47,90.94
93.05,94.62,94.72,92.87
94.52,93.85,94.74,93.18
96.21,95.76,96.38,94.81
96.66,96.24,96.98,95.69
96.16,96.81,97.02,95.99
96.10,96.38,96.85,95.88
96.82,96.50,96.82,95.46
96.50,96.25,97.07,96.12
96.49,97.08,97.16,96.04
96.45,96.30,96.98,95.96
95.97,96.60,96.83,95.90
95.85,95.57,97.32,94.80
95.17,95.55,95.92,94.13
95.03,95.84,96.11,94.87
96.05,94.83,96.29,94.48
94.75,93.00,95.45,92.57
93.21,94.81,95.04,93.21
94.10,93.94,94.36,93.29
95.21,96.52,96.70,94.79
96.54,96.81,97.49,96.18
96.81,96.26,97.11,96.23
96.23,95.72,96.85,95.51
95.85,96.13,96.60,95.37
95.23,95.60,95.92,94.41
95.92,96.85,97.12,95.69
96.62,96.54,97.01,96.03
96.60,97.22,97.64,96.51
97.14,97.17,97.74,96.85
96.71,97.01,97.25,96.13
96.85,96.81,97.03,96.25
97.30,97.66,97.96,97.26
97.74,97.53,97.95,97.35
97.31,97.42,97.56,96.79
97.87,98.34,99.07,97.74
98.34,99.03,99.47,97.90
99.00,100.66,100.75,99.00
100.67,101.08,101.24,99.73
101.49,99.89,101.71,99.34
100.36,101.11,101.45,99.87
100.85,100.66,101.01,99.72
100.16,100.76,100.89,99.89
100.59,100.75,101.13,100.56
100.24,99.41,100.81,99.40
98.58,101.52,101.81,98.30
99.96,99.24,100.45,98.78
99.18,99.21,100.00,98.56
98.82,100.92,101.46,98.82
99.94,99.31,100.00,98.38
99.83,99.96,101.29,99.63
100.30,99.37,100.76,99.35
100.11,100.86,101.10,99.77
101.50,100.89,101.61,100.61
100.52,99.64,101.22,99.53
98.14,97.86,99.01,97.39
97.42,98.37,98.49,96.75
99.05,99.15,99.55,98.30
98.89,97.42,99.42,96.72
98.70,99.77,100.34,98.26
99.14,100.83,101.59,99.14
101.21,101.03,101.96,100.80
101.75,103.19,103.64,101.20
103.20,102.81,103.46,102.20
102.72,101.16,102.72,100.62
102.17,101.62,102.46,101.46
101.36,99.69,101.83,99.13
99.92,100.09,100.92,99.62
98.70,98.70,98.91,96.87
99.01,97.08,99.97,97.08
97.08,96.40,97.55,96.26
97.61,97.13,97.89,96.92
97.76,98.09,98.52,97.44
97.97,97.85,98.90,97.65
96.73,97.57,97.84,96.73
98.29,97.98,99.45,97.87
98.02,97.23,98.34,96.99
96.41,90.13,96.41,90.11
90.44,90.89,91.20,89.49
90.96,89.23,91.02,89.01
89.38,88.39,89.71,87.70
88.97,87.70,89.34,86.96
87.29,86.76,87.63,86.25
86.61,87.55,88.70,86.56
87.70,87.77,89.11,87.22
89.91,91.20,91.28,89.55
90.83,90.73,91.34,89.61
91.72,102.00,102.12,91.46
104.50,109.89,111.88,103.94
109.31,110.85,111.05,108.81
112.59,114.26,115.29,112.33
113.13,114.22,114.30,111.45
113.22,114.00,114.25,112.99
114.38,113.59,115.50,113.09
113.55,113.14,114.75,113.04
114.09,114.24,114.56,113.24
114.42,113.79,115.24,112.86
114.01,113.69,114.64,112.82
114.24,114.46,114.53,113.49
112.98,112.50,114.06,112.00
112.87,112.06,113.84,111.96
113.29,114.21,114.67,113.07
115.43,115.04,116.72,114.61
114.89,113.47,114.95,112.95
113.99,114.63,115.18,113.35
115.73,115.20,115.73,114.04
