AHPI,Allied Healthcare Products,NASDAQ
5.16,5.86,5.86,5.16
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
5.84,5.82,5.84,5.34
5.42,5.70,5.70,5.40
5.60,5.52,5.60,5.52
5.42,5.42,5.42,5.42
5.38,5.42,5.50,5.30
N/A,N/A,N/A,N/A
5.32,5.34,5.68,5.32
5.48,5.50,5.50,5.48
N/A,N/A,N/A,N/A
5.46,4.96,5.50,4.94
4.94,4.94,4.94,4.94
4.88,5.48,5.48,4.88
5.40,5.34,5.40,4.98
5.22,5.08,5.22,5.08
4.98,5.19,5.22,4.98
5.20,5.22,5.22,5.20
5.06,5.13,5.13,5.04
5.20,5.26,5.28,5.01
5.14,5.12,5.14,5.04
5.02,5.05,5.12,5.02
N/A,N/A,N/A,N/A
5.00,4.98,5.00,4.98
5.06,5.00,5.09,5.00
5.00,4.98,5.00,4.98
4.98,5.02,5.02,4.96
5.02,5.02,5.02,5.00
N/A,N/A,N/A,N/A
5.02,4.90,5.04,4.88
4.97,4.97,5.00,4.97
4.94,5.04,5.04,4.92
4.96,4.96,4.96,4.96
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.92,4.90,4.92,4.38
4.63,4.87,4.87,4.60
4.76,5.00,5.00,4.68
5.00,4.58,5.00,4.58
4.90,4.64,4.90,4.60
4.84,4.50,4.84,4.50
4.60,4.54,4.80,4.54
4.50,4.72,4.74,4.50
4.58,4.56,4.72,4.56
4.50,4.52,4.68,4.50
4.44,4.56,4.56,4.44
4.62,4.50,4.86,4.46
4.68,4.86,4.86,4.53
4.94,4.80,4.94,4.80
4.90,4.60,4.90,4.60
4.74,4.84,4.84,4.62
5.08,4.58,5.08,4.58
4.66,4.54,4.76,4.52
4.52,4.54,4.54,4.52
4.46,4.46,4.56,4.46
4.44,4.44,4.52,4.44
4.52,4.50,4.52,4.50
4.56,4.50,4.60,4.44
4.54,4.50,4.56,4.50
4.58,4.50,4.80,4.50
4.52,4.52,4.52,4.50
4.50,4.50,4.55,4.50
4.52,4.56,4.58,4.50
4.56,4.56,4.56,4.56
4.52,4.50,4.52,4.50
4.52,4.50,4.52,4.50
4.53,4.54,4.62,4.42
4.60,4.60,4.66,4.54
4.66,4.76,4.80,4.66
4.80,4.76,4.82,4.76
4.84,4.82,4.84,4.82
4.76,4.50,4.76,4.50
4.56,4.76,4.76,4.56
N/A,N/A,N/A,N/A
4.54,4.78,4.78,4.52
N/A,N/A,N/A,N/A
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.84,4.94,4.94,4.84
4.96,5.12,5.14,4.96
5.02,5.12,5.20,4.96
5.13,5.14,5.14,5.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.66,4.72,4.96,4.66
N/A,N/A,N/A,N/A
4.67,4.62,4.68,4.62
4.62,4.62,4.62,4.62
4.62,4.76,4.76,4.62
N/A,N/A,N/A,N/A
4.60,4.62,4.66,4.60
4.56,4.50,4.56,4.50
4.50,4.56,4.56,4.48
4.50,4.52,4.52,4.47
4.46,4.46,4.46,4.46
4.47,4.47,4.47,4.46
4.56,4.56,4.56,4.56
4.54,4.62,4.86,4.54
4.54,4.60,4.72,4.54
4.56,4.54,4.56,4.54
4.48,4.46,4.48,4.42
4.46,4.48,4.64,4.44
4.46,4.52,4.55,4.45
4.64,4.60,4.64,4.60
4.46,4.46,4.58,4.46
4.44,4.60,4.60,4.44
N/A,N/A,N/A,N/A
4.66,4.48,4.66,4.48
4.54,4.54,4.54,4.46
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.58,4.46,4.80,4.46
4.60,4.64,4.64,4.50
4.52,4.52,4.52,4.52
4.52,4.52,4.52,4.52
4.56,4.64,4.70,4.50
4.56,4.76,4.78,4.52
4.52,4.56,4.72,4.52
4.58,4.72,4.72,4.58
4.70,4.70,4.70,4.70
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.74,4.70,4.78,4.64
4.82,4.82,4.82,4.82
N/A,N/A,N/A,N/A
4.72,4.74,4.74,4.72
4.84,4.86,4.86,4.84
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.64,4.86,4.86,4.64
4.80,4.96,5.30,4.80
4.96,5.08,5.26,4.96
5.28,6.44,6.70,4.92
6.54,5.50,7.80,5.50
5.50,5.22,5.50,5.22
5.30,5.20,5.30,5.18
5.20,4.96,5.20,4.96
5.08,5.17,5.20,5.08
4.92,5.20,5.20,4.92
5.16,4.92,5.16,4.92
4.92,5.06,5.60,4.92
5.04,4.94,5.04,4.80
4.98,4.88,5.58,4.88
4.94,4.92,5.00,4.84
5.02,5.04,5.60,5.02
N/A,N/A,N/A,N/A
5.18,5.04,5.32,5.04
5.26,5.02,5.56,4.86
4.86,4.56,4.92,4.56
4.68,4.48,4.70,4.42
4.50,4.49,4.50,4.42
4.42,4.52,4.52,4.42
4.42,4.66,4.66,4.34
4.52,4.44,4.56,4.44
4.44,4.40,4.44,4.30
4.44,4.44,4.44,4.42
4.36,4.32,4.36,4.32
4.32,4.32,4.32,4.30
4.36,4.40,4.40,4.36
4.40,4.40,4.40,4.40
4.44,4.36,4.46,4.36
4.42,4.70,4.70,4.42
4.74,4.64,5.34,4.64
5.26,4.68,5.26,4.52
4.52,4.82,5.28,4.52
4.90,4.62,5.20,4.50
4.56,4.58,4.78,4.52
N/A,N/A,N/A,N/A
4.88,4.52,4.88,4.52
4.48,4.48,4.48,4.48
4.52,4.62,4.62,4.46
4.74,4.62,4.74,4.62
4.72,4.46,4.72,4.46
4.51,4.28,4.51,4.20
4.22,4.32,4.32,4.22
N/A,N/A,N/A,N/A
4.30,4.23,4.30,4.23
4.25,4.30,4.30,4.25
4.40,4.54,4.54,4.40
4.32,4.61,4.61,4.32
4.32,4.62,4.62,4.32
4.36,4.58,4.58,4.36
4.36,4.38,4.54,4.36
4.44,4.50,4.50,4.32
4.32,4.36,4.36,4.30
N/A,N/A,N/A,N/A
4.28,4.60,4.62,4.26
4.54,4.36,4.54,4.36
4.30,4.36,4.38,4.30
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.52,4.42,4.52,4.42
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.40,4.40,4.58,4.30
4.34,4.32,4.34,4.32
4.33,4.33,4.33,4.33
4.34,4.34,4.34,4.34
N/A,N/A,N/A,N/A
4.32,4.32,4.32,4.32
4.28,4.26,4.28,4.26
4.26,4.50,4.50,4.26
4.46,4.30,4.46,4.30
4.40,4.26,4.46,4.20
N/A,N/A,N/A,N/A
4.22,4.22,4.22,4.22
4.20,4.30,4.30,4.20
4.36,4.28,4.36,4.28
4.30,4.30,4.30,4.30
4.30,4.36,4.50,4.22
4.38,4.38,4.40,4.38
4.25,4.28,4.28,4.22
4.30,4.48,4.48,4.30
N/A,N/A,N/A,N/A
4.50,4.80,4.80,4.22
4.80,4.88,4.92,4.78
4.80,4.80,4.80,4.80
4.82,5.38,5.38,4.80
5.44,5.22,5.44,4.84
5.22,4.82,5.42,4.80
4.86,5.04,5.42,4.80
5.02,4.69,5.02,4.69
4.60,4.38,4.63,4.38
4.44,4.20,4.44,4.04
4.24,4.30,4.30,4.10
4.22,4.56,4.82,4.22
4.78,4.78,4.78,4.78
4.55,4.63,4.63,4.55
4.59,4.80,4.80,4.59
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.80,4.54,4.82,4.54
4.76,4.61,4.89,4.61
4.78,4.78,4.78,4.78
4.86,4.78,4.86,4.52
4.77,4.74,4.77,4.60
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.54,4.96,4.96,4.54
4.96,4.70,4.96,4.70
4.72,4.84,4.84,4.68
4.86,5.12,5.32,4.84
5.14,4.88,5.14,4.62
4.58,4.58,4.58,4.58
4.60,4.72,4.72,4.60
4.90,4.63,4.90,4.63
4.60,4.58,4.62,4.58
4.80,4.58,4.80,4.58
4.60,4.53,4.66,4.53
4.62,4.52,4.64,4.50
4.52,4.48,4.62,4.48
4.50,4.56,4.58,4.50
4.54,4.42,4.84,4.42
4.60,4.64,4.64,4.48
4.44,4.44,4.62,4.42
4.50,4.28,4.60,4.28
4.46,4.26,4.50,4.26
4.43,4.46,4.46,4.43
4.42,4.30,4.46,4.30
N/A,N/A,N/A,N/A
4.30,4.20,4.40,4.18
4.46,4.12,4.46,4.12
4.12,4.16,4.18,4.10
4.06,4.16,4.24,4.04
4.16,3.94,4.16,3.92
4.14,3.94,4.14,3.94
4.10,3.98,4.12,3.98
3.92,3.92,4.08,3.92
4.02,4.02,4.02,3.94
3.98,4.10,4.14,3.98
4.14,4.14,4.30,4.02
4.20,4.24,4.28,4.18
4.00,4.14,4.18,4.00
4.30,4.60,4.92,4.28
4.68,4.49,4.92,4.49
4.52,4.36,4.72,4.36
4.40,4.36,4.50,4.36
4.50,4.44,4.50,4.36
4.36,4.38,4.40,4.36
4.36,4.50,4.50,4.36
4.42,4.16,4.45,4.16
4.14,4.26,4.26,4.14
4.30,4.16,4.30,4.14
4.22,4.06,4.26,4.04
4.02,3.98,4.18,3.96
3.98,4.16,4.16,3.98
4.18,4.09,4.18,4.08
4.16,4.22,4.22,4.14
4.42,4.52,4.52,4.36
4.50,4.50,4.52,4.26
4.40,4.64,4.82,4.38
4.76,4.40,4.82,4.38
4.24,4.20,4.48,4.20
4.22,4.46,4.46,4.12
4.36,4.30,4.50,4.24
4.30,4.16,4.50,4.12
4.12,4.06,4.20,4.06
4.10,4.00,4.22,3.94
3.92,4.00,4.06,3.92
4.04,3.98,4.14,3.92
4.04,4.16,4.16,3.90
4.18,4.10,4.36,4.10
4.04,4.02,4.10,4.02
4.00,4.00,4.12,3.92
3.94,3.98,4.00,3.94
4.00,4.00,4.00,3.98
4.00,4.00,4.03,3.88
4.00,3.98,4.10,3.98
3.98,3.98,3.98,3.88
3.90,4.00,4.00,3.88
4.00,3.70,4.00,3.20
3.70,3.70,3.70,3.70
3.70,6.60,6.60,3.70
6.98,5.88,7.00,4.90
5.16,4.40,5.30,4.16
4.50,4.32,4.60,4.08
4.70,5.80,7.40,4.56
5.50,5.46,5.88,4.94
4.88,4.56,4.96,4.46
4.48,4.22,4.66,4.20
4.24,4.17,4.48,3.92
4.00,4.30,4.48,3.94
4.40,4.20,4.60,4.10
4.20,4.28,4.40,4.14
4.30,3.72,4.34,3.64
3.78,3.82,3.82,3.44
3.88,3.72,3.88,3.54
3.64,3.74,3.84,3.52
3.78,3.72,3.92,3.72
3.76,3.50,3.84,3.38
3.64,3.58,3.66,3.48
3.50,3.46,3.56,3.42
3.43,3.46,3.48,3.43
3.46,3.54,3.58,3.46
3.58,3.36,3.58,3.32
3.44,3.44,3.50,3.42
3.34,3.16,3.40,3.08
3.04,2.84,3.16,2.72
2.80,2.84,3.22,2.58
3.00,3.12,3.14,3.00
3.16,3.08,3.16,3.00
3.06,3.04,3.20,2.96
2.82,3.00,3.20,2.82
3.02,3.05,3.10,3.02
3.14,3.15,3.16,3.04
3.18,3.30,3.32,3.04
3.26,3.42,3.42,3.16
3.38,3.24,3.38,3.24
3.20,3.20,3.32,3.20
3.20,3.26,3.26,3.20
3.24,3.28,3.42,3.18
3.20,3.12,3.20,3.02
3.08,2.84,3.12,2.80
3.02,2.88,3.04,2.84
2.86,2.88,2.98,2.86
2.86,2.72,2.90,2.64
2.80,2.90,2.92,2.64
2.98,2.98,3.08,2.86
2.86,2.86,2.98,2.80
2.94,3.00,3.00,2.90
2.90,3.00,3.00,2.90
2.95,2.93,3.01,2.91
2.90,3.00,3.00,2.90
2.98,3.01,3.02,2.90
3.02,3.18,3.18,3.02
3.08,3.18,3.20,2.94
3.20,3.06,3.20,2.94
2.98,3.02,3.32,2.98
3.00,3.68,3.68,2.97
3.68,3.54,3.68,3.20
3.40,3.11,3.42,3.10
3.40,3.37,3.46,3.28
3.32,3.28,3.32,3.20
3.46,3.28,3.48,3.26
3.52,3.10,3.52,3.10
2.64,3.02,3.12,2.64
3.02,3.00,3.30,3.00
2.94,3.12,3.16,2.94
2.98,2.94,3.00,2.94
2.96,3.02,3.08,2.96
2.92,3.02,3.20,2.90
2.94,3.00,3.12,2.90
3.14,3.04,3.18,2.90
2.92,3.10,3.10,2.92
2.96,3.06,3.08,2.96
3.00,3.10,3.16,3.00
3.10,3.08,3.28,3.00
3.50,3.12,3.60,3.12
2.98,3.10,3.26,2.98
3.05,3.08,3.10,3.05
3.04,3.08,3.12,2.98
3.12,3.06,3.12,3.06
3.10,3.08,3.16,3.08
3.10,3.07,3.10,3.07
3.02,3.10,3.10,3.02
3.06,3.22,3.22,3.06
3.22,3.10,3.22,3.10
3.12,3.12,3.12,3.10
3.04,3.12,3.12,3.02
2.78,3.18,3.18,2.78
3.22,3.40,3.44,3.06
3.54,3.70,3.80,3.30
3.76,3.42,3.76,3.42
3.20,3.42,3.42,3.18
3.34,3.38,3.51,3.30
3.62,3.48,3.62,3.34
N/A,N/A,N/A,N/A
3.32,3.56,3.68,3.32
3.56,3.36,3.72,3.26
3.38,3.30,3.38,3.30
3.20,3.20,3.20,3.20
3.20,3.23,3.28,3.18
3.30,3.38,3.38,3.18
3.18,3.20,3.26,3.16
3.22,3.22,3.22,3.22
3.32,3.34,3.40,3.32
3.46,3.44,3.46,3.32
3.22,3.26,3.26,3.22
N/A,N/A,N/A,N/A
3.46,3.30,3.46,3.29
3.24,3.22,3.24,3.20
3.28,3.20,3.32,3.20
3.18,3.22,3.22,3.18
3.18,3.20,3.24,3.16
N/A,N/A,N/A,N/A
3.18,3.32,3.32,3.18
3.26,3.26,3.26,3.26
N/A,N/A,N/A,N/A
3.18,3.20,3.20,2.96
3.20,3.26,3.26,3.16
3.26,3.30,3.30,3.26
3.38,3.32,3.38,3.30
3.36,3.46,3.46,3.34
3.34,3.34,3.34,3.34
3.32,3.16,3.34,3.16
3.18,3.20,3.38,3.18
3.16,3.08,3.30,3.08
3.14,3.18,3.28,3.10
3.16,3.12,3.30,3.12
3.05,3.14,3.32,3.05
3.16,3.16,3.16,3.16
3.12,3.12,3.12,3.12
3.20,3.10,3.20,3.00
3.12,3.14,3.14,2.97
3.04,3.06,3.10,3.00
2.98,3.26,3.34,2.90
3.38,3.18,3.70,3.12
3.26,3.08,3.38,3.04
3.20,3.10,3.30,3.10
3.20,3.16,3.36,3.06
3.10,3.04,3.30,3.04
3.04,3.04,3.10,2.96
3.04,3.12,3.12,3.00
3.11,3.06,3.19,3.06
3.24,3.24,3.24,3.06
3.08,3.04,3.24,3.04
3.08,3.08,3.08,3.08
3.04,3.06,3.07,3.04
2.97,3.08,3.08,2.97
3.18,3.00,3.24,2.98
3.08,3.08,3.18,3.06
3.18,3.02,3.18,2.96
2.96,2.94,3.00,2.94
2.95,2.94,2.95,2.94
2.98,2.94,2.98,2.92
2.94,2.94,3.02,2.94
2.94,2.96,2.96,2.94
2.96,2.90,2.96,2.90
2.84,2.82,2.84,2.74
2.80,3.02,3.02,2.80
N/A,N/A,N/A,N/A
2.98,3.08,3.08,2.98
2.92,2.98,3.00,2.92
2.88,2.86,2.96,2.86
2.94,2.80,2.94,2.80
2.94,2.89,2.94,2.89
2.78,2.79,2.90,2.78
2.86,2.90,2.90,2.86
2.94,2.76,2.94,2.76
2.84,2.90,2.96,2.84
N/A,N/A,N/A,N/A
2.79,2.96,2.98,2.79
2.98,2.96,2.98,2.96
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
2.96,3.14,3.18,2.95
2.98,3.18,3.18,2.98
2.98,2.98,3.00,2.88
3.00,2.92,3.12,2.90
2.92,2.92,2.92,2.88
2.90,2.88,2.90,2.88
2.92,2.94,2.94,2.92
2.97,3.14,3.14,2.97
3.12,2.94,3.12,2.94
2.94,2.96,2.96,2.94
3.00,3.00,3.00,3.00
2.90,2.90,2.98,2.90
2.92,2.88,2.98,2.88
3.04,2.95,3.04,2.88
2.94,2.92,2.94,2.88
2.90,2.92,2.92,2.90
2.94,3.02,3.04,2.93
3.02,3.08,3.14,2.94
3.17,3.20,3.40,3.00
3.20,3.28,3.50,3.12
3.09,3.14,3.48,3.09
3.30,3.22,3.32,3.22
3.10,3.20,3.35,3.10
3.20,3.10,3.20,3.10
3.18,3.18,3.20,3.06
3.25,3.16,3.40,3.16
3.36,3.22,3.36,3.21
3.30,3.14,3.32,3.14
3.16,3.24,3.24,3.16
3.20,3.10,3.32,3.08
3.22,3.22,3.22,3.22
3.24,3.16,3.28,3.16
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.04,3.04,3.04,3.04
2.98,2.96,3.00,2.96
2.94,2.96,2.96,2.94
N/A,N/A,N/A,N/A
2.92,2.90,2.92,2.88
2.88,2.90,2.90,2.88
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.90,2.94,2.94,2.90
2.90,2.88,2.90,2.88
2.89,2.89,2.89,2.89
3.04,3.00,3.04,2.88
3.00,2.98,3.00,2.89
3.00,2.94,3.00,2.88
3.04,2.90,3.04,2.90
2.90,2.88,2.92,2.88
2.98,2.98,2.98,2.90
2.98,2.92,2.98,2.88
3.00,2.88,3.00,2.88
3.00,2.90,3.06,2.88
2.90,2.88,2.98,2.88
N/A,N/A,N/A,N/A
2.88,2.88,2.88,2.88
2.88,2.88,2.88,2.88
2.88,2.88,2.88,2.88
2.90,2.96,2.96,2.90
3.00,2.92,3.16,2.92
N/A,N/A,N/A,N/A
2.88,2.86,2.88,2.86
2.84,2.78,2.84,2.78
2.66,2.70,2.74,2.66
2.60,2.60,2.60,2.60
N/A,N/A,N/A,N/A
2.48,2.48,2.48,2.48
2.46,2.44,2.48,2.42
2.42,2.34,2.46,2.34
2.46,2.30,2.46,2.28
2.28,2.30,2.38,2.28
2.40,2.30,2.40,2.28
2.50,2.38,3.16,2.38
2.40,2.40,2.54,2.36
N/A,N/A,N/A,N/A
2.64,2.38,2.64,2.38
2.42,2.40,2.44,2.36
2.42,2.36,2.42,2.36
2.38,2.36,2.39,2.36
2.36,2.32,2.36,2.32
2.32,2.30,2.32,2.30
2.36,2.60,2.78,2.36
2.38,2.80,2.80,2.38
2.78,2.50,2.78,2.50
2.50,2.70,2.72,2.48
2.44,2.78,2.78,2.44
2.56,2.54,2.72,2.50
N/A,N/A,N/A,N/A
2.60,2.60,2.60,2.60
2.44,2.80,2.80,2.44
2.78,2.52,2.78,2.50
2.50,2.64,2.70,2.50
2.74,2.72,2.74,2.72
2.54,2.46,2.68,2.46
2.50,2.50,2.50,2.50
2.48,2.44,2.50,2.42
2.40,2.48,2.48,2.38
2.40,2.42,2.42,2.30
2.34,2.40,2.40,2.34
2.46,2.48,2.48,2.46
2.50,2.42,2.50,2.42
2.44,2.34,2.44,2.34
2.34,2.28,2.44,2.28
2.28,2.42,2.42,2.28
2.41,2.46,2.46,2.40
2.43,2.62,2.62,2.43
2.46,2.46,2.48,2.46
2.40,2.38,2.40,2.38
2.70,2.38,2.70,2.35
2.36,2.36,2.36,2.34
2.34,2.32,2.50,2.30
N/A,N/A,N/A,N/A
2.46,2.38,2.46,2.30
2.56,2.40,2.56,2.40
2.34,2.36,2.36,2.27
N/A,N/A,N/A,N/A
2.42,2.34,2.58,2.32
2.40,2.40,2.42,2.40
2.38,2.38,2.48,2.38
2.42,2.34,2.48,2.32
2.30,2.44,2.52,2.30
2.40,2.28,2.40,2.28
2.32,2.24,2.42,1.98
2.22,2.18,2.24,2.18
2.18,2.20,2.26,2.12
2.30,2.16,2.30,2.16
2.16,2.10,2.26,2.10
2.10,2.18,2.18,2.10
N/A,N/A,N/A,N/A
2.10,2.10,2.10,2.10
2.18,2.18,2.18,2.18
2.20,2.18,2.21,2.18
2.23,2.23,2.23,2.23
2.22,2.18,2.22,2.18
2.19,2.24,2.24,2.18
2.18,2.12,2.18,2.11
2.22,2.16,2.22,2.16
N/A,N/A,N/A,N/A
1.98,2.11,2.11,1.98
2.06,2.08,2.08,2.06
2.00,2.06,2.06,1.98
1.98,1.98,1.98,1.98
1.96,1.94,1.96,1.94
1.92,1.97,1.98,1.92
2.02,2.00,2.04,1.92
1.99,1.99,1.99,1.99
1.92,1.98,1.98,1.92
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.94,1.92,1.94,1.92
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.90,1.80,1.90,1.64
1.83,1.82,1.88,1.72
N/A,N/A,N/A,N/A
1.80,1.76,1.80,1.72
1.80,1.80,1.80,1.80
1.72,1.68,1.72,1.66
N/A,N/A,N/A,N/A
1.63,1.67,1.67,1.63
1.68,1.62,1.68,1.62
1.68,1.54,1.68,1.52
1.52,1.48,1.52,1.33
1.58,1.58,1.58,1.58
1.38,1.36,1.40,1.36
1.36,1.50,1.56,1.36
1.48,1.36,1.48,1.36
1.47,1.47,1.47,1.47
1.36,1.36,1.36,1.36
N/A,N/A,N/A,N/A
1.38,1.37,1.38,1.37
1.37,1.40,1.40,1.37
1.46,1.46,1.48,1.44
1.50,1.44,1.50,1.40
1.46,1.50,1.50,1.46
1.50,1.50,1.50,1.44
1.48,1.42,1.50,1.42
1.48,1.46,1.50,1.46
1.46,1.38,1.50,1.36
1.36,1.26,1.40,1.26
1.28,1.32,1.38,1.28
1.34,1.28,1.40,1.28
1.30,1.36,1.38,1.28
1.28,1.40,1.40,1.28
1.40,1.34,1.40,1.28
1.34,1.40,1.40,1.34
1.32,1.36,1.40,1.26
1.40,1.34,1.46,1.34
1.40,1.38,1.42,1.34
1.38,1.32,1.40,1.32
1.38,1.40,1.40,1.32
1.40,1.40,1.40,1.40
1.39,1.34,1.40,1.34
1.32,1.40,1.40,1.32
1.40,1.40,1.40,1.38
1.39,1.40,1.40,1.39
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.30,1.28,1.30,1.28
1.28,1.30,1.30,1.28
1.32,1.26,1.32,1.26
1.32,1.29,1.32,1.28
1.32,1.32,1.32,1.32
1.36,1.36,1.36,1.36
1.40,1.33,1.40,1.28
1.38,1.36,1.38,1.36
1.40,1.40,1.40,1.40
1.40,1.38,1.40,1.38
N/A,N/A,N/A,N/A
1.40,1.33,1.40,1.33
1.40,1.36,1.40,1.36
1.40,1.40,1.40,1.36
1.40,1.42,1.48,1.40
1.36,1.36,1.36,1.36
1.34,1.32,1.36,1.32
1.40,1.34,1.40,1.32
N/A,N/A,N/A,N/A
1.40,1.40,1.40,1.34
N/A,N/A,N/A,N/A
1.32,1.38,1.38,1.32
1.32,1.32,1.32,1.32
1.36,1.32,1.36,1.32
1.40,1.34,1.40,1.34
1.34,1.37,1.37,1.34
1.38,1.40,1.40,1.38
1.32,1.30,1.32,1.30
1.38,1.38,1.38,1.38
1.32,1.30,1.38,1.30
1.24,1.26,1.30,1.24
1.26,1.30,1.30,1.16
1.30,1.20,1.30,1.20
1.20,1.26,1.26,1.20
1.26,1.24,1.26,1.24
1.18,1.16,1.18,1.16
1.14,1.14,1.17,1.14
1.24,1.20,1.24,1.20
1.16,1.18,1.24,1.16
1.20,1.28,1.28,1.20
1.28,1.24,1.28,1.18
1.24,1.20,1.24,1.20
N/A,N/A,N/A,N/A
1.22,1.22,1.22,1.22
1.16,1.12,1.22,1.12
1.22,1.18,1.24,1.18
1.26,1.24,1.26,1.21
1.10,1.24,1.24,1.10
1.24,1.26,1.26,1.24
1.26,1.28,1.28,1.24
1.28,1.28,1.28,1.28
1.26,1.27,1.28,1.16
N/A,N/A,N/A,N/A
1.16,1.14,1.22,1.14
1.19,1.06,1.19,1.04
1.10,1.04,1.10,1.04
1.07,1.06,1.09,1.06
1.00,1.10,1.10,1.00
1.00,1.10,1.30,1.00
1.04,1.20,1.24,1.04
1.20,1.22,1.22,1.20
1.20,1.20,1.20,1.18
1.20,1.20,1.24,1.20
1.04,1.18,1.20,1.00
1.11,1.10,1.20,1.10
1.18,1.24,1.30,1.16
1.20,1.26,1.28,1.20
1.20,1.26,1.26,1.14
1.26,1.36,1.54,1.25
1.24,1.24,1.38,1.20
1.24,1.24,1.30,1.22
1.24,1.28,1.30,1.24
1.28,1.24,1.28,1.24
1.29,1.26,1.30,1.24
1.26,1.16,1.48,1.14
1.14,1.18,1.24,1.04
1.22,1.20,1.22,1.18
1.22,1.20,1.22,1.14
1.22,1.32,1.58,1.21
1.36,1.26,1.38,1.24
1.28,1.28,1.34,1.28
1.22,1.31,1.36,1.22
1.28,1.24,1.28,1.20
1.23,1.24,1.30,1.22
1.28,1.18,1.28,1.12
1.19,1.14,1.28,1.14
1.12,1.22,1.24,1.12
1.20,1.26,1.26,1.20
1.26,1.24,1.26,1.16
1.26,1.24,1.26,1.18
1.20,1.18,1.24,1.14
1.26,1.20,1.26,1.18
1.22,1.20,1.24,1.10
1.12,1.14,1.18,1.12
1.14,1.07,1.14,1.04
1.08,1.04,1.10,1.04
1.04,1.06,1.15,1.04
1.12,1.08,1.12,1.08
1.08,1.16,1.18,1.08
1.14,1.14,1.20,1.10
1.19,1.08,1.20,1.06
1.16,1.14,1.18,1.10
1.16,1.16,1.16,1.10
1.16,1.16,1.16,1.16
1.16,1.16,1.20,1.16
1.22,1.22,1.22,1.20
1.14,1.18,1.22,1.14
1.22,1.22,1.24,1.18
1.22,1.20,1.24,1.20
1.24,1.20,1.26,1.17
1.12,1.18,1.20,1.12
1.20,1.20,1.20,1.19
1.20,1.22,1.26,1.12
1.22,1.22,1.26,1.16
1.24,1.18,1.24,1.18
1.22,1.08,1.24,1.06
1.14,1.12,1.20,1.12
1.20,1.12,1.20,1.12
1.12,1.10,1.18,1.10
1.11,1.09,1.14,1.06
1.08,1.07,1.12,1.06
1.10,1.23,1.28,1.10
1.26,1.50,1.70,1.26
1.50,1.68,1.70,1.50
1.76,1.64,1.76,1.56
1.60,1.64,1.65,1.60
1.68,1.72,1.72,1.62
1.64,1.70,1.75,1.64
1.76,1.82,1.90,1.72
1.88,1.80,2.00,1.76
1.81,1.80,1.90,1.76
1.90,1.82,1.93,1.72
1.70,1.78,1.80,1.70
1.84,1.79,1.84,1.74
1.80,1.74,1.80,1.73
1.78,1.84,1.84,1.76
1.84,2.00,2.04,1.84
2.00,1.96,2.00,1.94
1.99,1.94,2.00,1.93
2.00,2.08,2.08,1.92
2.10,2.38,2.38,2.10
2.38,2.48,2.58,2.30
2.54,3.00,3.10,2.54
2.90,3.16,3.82,2.80
2.90,2.62,3.16,2.52
2.68,2.68,2.88,2.62
2.78,2.38,2.88,2.24
2.34,2.18,2.50,2.12
2.18,2.04,2.22,2.02
2.02,2.02,2.10,1.90
2.20,2.06,2.24,2.02
2.10,1.98,2.20,1.94
1.93,2.14,2.26,1.93
2.06,2.22,2.24,1.96
2.16,2.26,2.36,2.06
2.16,2.24,2.48,2.16
2.28,2.30,2.40,2.18
2.40,2.40,2.54,2.32
2.44,2.26,2.48,2.18
2.28,2.26,2.34,2.20
2.30,2.34,2.45,2.18
2.32,2.22,2.34,2.07
2.22,2.28,2.34,2.15
2.20,2.12,2.24,2.08
2.14,2.20,2.26,2.06
2.18,2.56,2.68,2.13
2.58,2.48,2.92,2.42
2.42,2.32,2.60,2.20
2.42,2.42,2.64,2.22
2.32,2.38,2.58,2.24
2.44,2.56,2.60,2.30
2.50,2.56,2.60,2.34
2.23,2.65,2.87,1.85
2.79,2.79,2.89,2.51
2.67,2.69,2.80,2.63
2.50,2.46,2.66,2.31
2.36,2.35,2.50,2.26
2.45,2.29,2.45,2.20
2.27,2.22,2.31,2.10
2.40,2.20,2.40,2.13
2.24,2.22,2.31,2.20
2.26,2.25,2.26,2.23
2.23,2.20,2.31,2.20
2.24,2.30,2.30,2.21
2.30,2.22,2.31,2.21
2.47,2.41,2.47,2.22
