KALU,Kaiser Aluminum Corporation - Common Stock,NASDAQ
84.72,84.72,85.18,82.86
84.67,84.41,85.43,83.83
84.52,85.37,85.88,84.45
85.50,85.21,85.51,84.42
85.21,84.52,85.72,84.09
84.68,81.89,84.68,81.74
80.35,79.00,81.79,78.93
78.44,78.01,79.00,77.74
78.21,78.23,78.90,77.77
77.82,78.59,79.99,77.14
79.29,81.59,81.61,77.99
81.76,81.79,82.36,80.17
81.64,79.41,81.64,79.01
79.37,79.28,79.80,79.22
79.74,80.44,80.83,79.61
80.81,79.07,81.16,79.01
79.03,78.99,79.65,78.74
78.99,77.69,79.37,77.58
78.51,78.73,79.18,77.84
78.99,81.26,81.46,78.20
81.14,79.91,81.72,79.17
79.93,79.14,81.24,78.75
79.02,78.46,79.83,78.20
78.77,79.66,80.25,77.95
79.63,81.45,81.64,79.44
79.36,76.87,79.36,75.07
77.33,79.43,79.69,76.94
