CJJD,China Jo-Jo Drugstores,NASDAQ
1.79,1.80,1.80,1.79
1.77,1.76,1.77,1.75
1.76,1.75,1.77,1.75
1.77,1.82,1.82,1.77
1.79,1.76,1.82,1.65
1.77,1.74,1.77,1.69
1.74,1.76,1.76,1.74
1.77,1.79,1.81,1.76
1.76,1.77,1.79,1.76
1.73,1.78,1.78,1.73
1.74,1.71,1.80,1.71
1.76,1.80,1.80,1.74
1.81,1.71,1.81,1.60
1.71,1.73,1.74,1.70
1.71,1.72,1.74,1.69
1.63,1.70,1.75,1.63
1.74,1.76,1.79,1.68
1.85,1.83,1.85,1.80
1.80,1.72,1.85,1.72
1.72,1.71,1.75,1.71
1.74,1.81,1.84,1.71
1.80,1.83,1.83,1.79
1.81,1.83,1.83,1.76
1.79,1.83,1.85,1.79
1.84,1.84,1.84,1.81
