NTN,NTN Buzztime,NASDAQ
0.39,0.40,0.42,0.39
0.40,0.41,0.42,0.40
0.41,0.40,0.42,0.40
0.40,0.41,0.41,0.40
0.42,0.41,0.42,0.41
0.40,0.41,0.41,0.39
0.41,0.40,0.41,0.38
0.40,0.40,0.40,0.39
0.38,0.40,0.40,0.37
0.41,0.40,0.41,0.39
0.40,0.40,0.41,0.40
0.40,0.41,0.41,0.39
0.39,0.40,0.40,0.37
0.41,0.40,0.41,0.39
0.40,0.40,0.40,0.39
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.39
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.39,0.40,0.40,0.39
0.39,0.40,0.40,0.39
0.39,0.40,0.40,0.39
0.39,0.39,0.40,0.39
0.39,0.40,0.40,0.38
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.39
0.40,0.40,0.40,0.39
0.40,0.40,0.40,0.39
0.39,0.40,0.40,0.39
0.40,0.39,0.40,0.39
0.40,0.40,0.40,0.39
0.38,0.45,0.46,0.38
0.44,0.46,0.46,0.43
0.46,0.49,0.49,0.44
0.50,0.49,0.50,0.48
0.49,0.47,0.49,0.45
0.45,0.47,0.49,0.45
0.40,0.37,0.42,0.37
0.38,0.39,0.40,0.37
0.38,0.37,0.39,0.37
0.36,0.38,0.40,0.36
0.37,0.39,0.40,0.37
0.38,0.38,0.40,0.37
0.39,0.39,0.39,0.38
0.38,0.38,0.39,0.37
0.39,0.39,0.39,0.37
0.38,0.38,0.39,0.38
0.38,0.38,0.38,0.37
0.39,0.38,0.39,0.36
0.37,0.39,0.39,0.37
0.40,0.39,0.40,0.36
0.37,0.37,0.39,0.36
0.37,0.37,0.38,0.36
0.39,0.39,0.39,0.37
0.39,0.39,0.39,0.37
0.38,0.39,0.39,0.38
0.39,0.39,0.39,0.39
0.37,0.39,0.39,0.35
0.37,0.39,0.39,0.37
0.38,0.38,0.39,0.36
0.39,0.39,0.39,0.37
0.38,0.39,0.39,0.37
0.39,0.33,0.39,0.33
0.36,0.36,0.37,0.35
0.36,0.36,0.36,0.36
0.36,0.37,0.38,0.36
0.37,0.37,0.37,0.36
0.38,0.36,0.38,0.36
0.33,0.35,0.35,0.33
0.37,0.36,0.37,0.34
0.36,0.36,0.37,0.34
0.37,0.37,0.37,0.36
0.37,0.37,0.37,0.37
0.35,0.37,0.37,0.35
0.37,0.38,0.38,0.37
0.39,0.39,0.39,0.37
0.35,0.40,0.40,0.35
0.41,0.40,0.41,0.39
0.42,0.43,0.43,0.38
0.46,0.43,0.47,0.41
0.46,0.45,0.46,0.41
0.47,0.44,0.47,0.44
0.44,0.42,0.44,0.41
0.44,0.46,0.46,0.44
0.47,0.45,0.47,0.44
0.44,0.46,0.47,0.43
0.47,0.47,0.47,0.46
0.47,0.64,0.64,0.46
0.70,0.53,0.70,0.43
0.53,0.51,0.55,0.49
0.54,0.50,0.54,0.48
0.50,0.50,0.50,0.43
0.50,0.49,0.50,0.48
0.50,0.52,0.56,0.50
0.54,0.52,0.55,0.50
0.54,0.54,0.54,0.51
0.52,0.54,0.54,0.50
0.50,0.59,0.60,0.50
0.57,0.55,0.57,0.54
0.55,0.55,0.57,0.55
0.55,0.54,0.55,0.53
0.55,0.58,0.62,0.50
0.60,0.59,0.60,0.54
0.56,0.58,0.59,0.56
0.58,0.65,0.65,0.58
0.65,0.68,0.99,0.65
0.68,0.65,0.68,0.63
0.66,0.72,0.74,0.65
0.76,0.76,0.84,0.76
0.76,0.78,0.78,0.74
0.83,0.81,0.85,0.78
0.78,0.78,0.83,0.77
0.78,0.84,0.84,0.75
0.79,0.78,0.82,0.77
0.77,0.78,0.80,0.77
0.79,0.79,0.79,0.77
0.79,0.77,0.79,0.75
0.76,0.74,0.77,0.74
0.74,0.74,0.75,0.70
0.76,0.76,0.76,0.71
0.78,0.75,0.78,0.70
0.73,0.66,0.75,0.66
0.67,0.66,0.73,0.66
0.68,0.69,0.69,0.67
0.70,0.71,0.71,0.67
0.69,0.72,0.77,0.66
0.70,0.66,0.70,0.64
0.63,0.65,0.68,0.61
0.64,0.63,0.64,0.60
0.61,0.61,0.65,0.61
0.60,0.58,0.60,0.55
0.56,0.65,0.67,0.56
0.65,0.63,0.65,0.62
0.61,0.72,0.79,0.61
0.69,0.68,0.72,0.65
0.68,0.70,0.71,0.68
0.67,0.75,0.75,0.67
0.71,0.72,0.73,0.69
0.69,0.70,0.70,0.68
0.70,0.70,0.71,0.67
0.69,0.68,0.73,0.68
0.70,0.72,0.72,0.66
0.74,0.72,0.74,0.69
0.69,0.68,0.71,0.68
0.69,0.67,0.72,0.67
0.63,0.67,0.71,0.63
0.68,0.67,0.69,0.66
0.70,0.65,0.70,0.65
0.65,0.61,0.65,0.60
0.59,0.59,0.61,0.56
0.60,0.57,0.64,0.56
0.58,0.55,0.59,0.55
0.55,0.69,0.69,0.55
0.60,0.63,0.69,0.55
0.68,0.63,0.68,0.58
0.68,0.66,0.68,0.59
0.67,0.67,0.67,0.58
0.66,0.67,0.67,0.60
0.69,0.62,0.70,0.60
0.62,0.64,0.64,0.61
0.68,0.62,0.68,0.60
0.61,0.59,0.62,0.58
0.59,0.59,0.60,0.59
0.57,0.60,0.60,0.57
0.61,0.59,0.61,0.59
0.62,0.60,0.65,0.60
0.60,0.59,0.60,0.59
0.59,0.56,0.59,0.56
0.56,0.59,0.60,0.56
0.59,0.60,0.64,0.58
0.59,0.60,0.61,0.59
0.60,0.60,0.60,0.60
0.60,0.59,0.60,0.57
0.57,0.58,0.60,0.57
0.59,0.55,0.59,0.55
0.56,0.58,0.59,0.56
0.65,0.66,0.72,0.65
0.69,0.69,0.69,0.67
0.70,0.70,0.72,0.68
0.67,0.68,0.72,0.65
0.69,0.70,0.70,0.67
0.70,0.69,0.70,0.67
0.70,0.70,0.74,0.69
0.74,0.70,0.75,0.69
0.75,0.72,0.75,0.70
0.75,0.72,0.75,0.70
0.75,0.73,0.75,0.70
0.73,0.68,0.75,0.68
0.72,0.73,0.74,0.70
0.74,0.73,0.75,0.71
0.72,0.72,0.75,0.71
0.71,0.67,0.71,0.63
0.67,0.66,0.67,0.65
0.65,0.65,0.66,0.61
0.65,0.67,0.72,0.64
0.66,0.70,0.71,0.64
0.71,0.71,0.71,0.70
0.70,0.70,0.73,0.68
0.70,0.67,0.71,0.66
0.67,0.67,0.69,0.67
0.70,0.71,0.71,0.68
0.70,0.79,0.85,0.68
0.56,0.68,0.70,0.56
0.70,0.68,0.73,0.65
0.65,0.62,0.70,0.61
0.61,0.62,0.68,0.58
0.63,0.67,0.68,0.62
0.63,0.62,0.65,0.61
0.60,0.66,0.68,0.60
0.65,0.70,0.70,0.62
0.70,0.70,0.70,0.66
0.69,0.62,0.70,0.62
0.65,0.64,0.68,0.63
0.64,0.62,0.65,0.62
0.62,0.63,0.68,0.62
0.66,0.63,0.66,0.62
0.66,0.60,0.66,0.60
0.60,0.61,0.64,0.60
0.62,0.60,0.63,0.59
0.59,0.59,0.62,0.58
0.59,0.59,0.59,0.58
0.59,0.58,0.59,0.58
0.59,0.58,0.61,0.58
0.58,0.57,0.59,0.57
0.40,0.56,0.56,0.37
0.55,0.56,0.57,0.48
0.57,0.56,0.58,0.52
0.59,0.55,0.59,0.53
0.55,0.51,0.55,0.50
0.51,0.46,0.53,0.46
0.44,0.49,0.49,0.44
0.49,0.52,0.55,0.49
0.52,0.55,0.57,0.49
0.58,0.51,0.58,0.48
0.52,0.51,0.52,0.48
0.53,0.53,0.53,0.50
0.51,0.51,0.53,0.50
0.50,0.50,0.50,0.50
0.48,0.50,0.50,0.48
0.48,0.49,0.52,0.48
0.52,0.50,0.52,0.48
0.48,0.50,0.52,0.48
0.51,0.50,0.52,0.49
0.51,0.50,0.51,0.49
0.50,0.50,0.51,0.49
0.50,0.57,0.58,0.50
0.56,0.55,0.59,0.54
0.57,0.58,0.58,0.55
0.58,0.55,0.58,0.55
0.56,0.56,0.56,0.55
0.59,0.56,0.59,0.56
0.55,0.59,0.59,0.55
0.59,0.59,0.59,0.58
0.59,0.58,0.59,0.57
0.57,0.54,0.58,0.53
0.50,0.52,0.53,0.50
0.55,0.53,0.55,0.52
0.52,0.51,0.55,0.51
0.51,0.54,0.54,0.51
0.56,0.51,0.56,0.51
0.50,0.52,0.53,0.50
0.52,0.50,0.56,0.50
0.50,0.52,0.52,0.50
0.51,0.51,0.51,0.50
0.52,0.51,0.54,0.50
0.51,0.52,0.54,0.48
0.49,0.51,0.53,0.49
0.55,0.51,0.56,0.50
0.54,0.51,0.54,0.50
0.51,0.52,0.52,0.50
0.56,0.52,0.56,0.51
0.53,0.51,0.54,0.51
0.51,0.53,0.54,0.50
0.54,0.52,0.54,0.51
0.52,0.51,0.52,0.51
0.50,0.51,0.52,0.50
0.51,0.49,0.51,0.48
0.53,0.52,0.53,0.51
0.49,0.50,0.53,0.49
0.50,0.48,0.50,0.41
0.47,0.47,0.47,0.45
0.47,0.47,0.47,0.45
0.43,0.47,0.49,0.43
0.45,0.47,0.48,0.45
0.45,0.47,0.50,0.44
0.49,0.47,0.49,0.46
0.45,0.48,0.48,0.45
0.49,0.47,0.49,0.45
0.47,0.45,0.47,0.45
0.45,0.44,0.47,0.44
0.44,0.46,0.48,0.44
0.48,0.44,0.48,0.44
0.44,0.44,0.45,0.42
0.48,0.47,0.48,0.45
0.47,0.48,0.49,0.45
0.47,0.44,0.49,0.41
0.44,0.45,0.47,0.44
0.47,0.47,0.49,0.45
0.46,0.46,0.48,0.46
0.46,0.47,0.47,0.46
0.46,0.47,0.48,0.46
0.48,0.48,0.48,0.48
0.48,0.45,0.48,0.45
0.44,0.46,0.46,0.44
0.47,0.45,0.47,0.44
0.43,0.44,0.44,0.42
0.43,0.42,0.44,0.42
0.45,0.41,0.45,0.40
0.43,0.40,0.43,0.39
0.39,0.40,0.41,0.39
0.38,0.39,0.40,0.38
0.38,0.37,0.39,0.37
0.37,0.40,0.41,0.37
0.36,0.40,0.40,0.34
0.39,0.38,0.41,0.37
0.36,0.36,0.38,0.36
0.35,0.36,0.36,0.34
0.34,0.34,0.36,0.34
0.36,0.34,0.36,0.33
0.33,0.33,0.35,0.31
0.32,0.33,0.34,0.32
0.38,0.31,0.38,0.27
0.32,0.29,0.33,0.28
0.29,0.33,0.37,0.29
0.34,0.38,0.38,0.34
0.36,0.35,0.36,0.34
0.34,0.35,0.37,0.34
0.35,0.35,0.36,0.35
0.35,0.37,0.37,0.35
0.35,0.34,0.35,0.34
0.33,0.30,0.33,0.30
0.30,0.32,0.32,0.30
0.30,0.35,0.35,0.30
0.32,0.33,0.35,0.30
0.30,0.31,0.32,0.30
0.33,0.32,0.33,0.32
0.30,0.33,0.34,0.30
0.35,0.35,0.36,0.34
0.37,0.38,0.38,0.35
0.38,0.35,0.39,0.33
0.37,0.34,0.37,0.33
0.33,0.37,0.38,0.33
0.37,0.39,0.39,0.37
0.39,0.37,0.39,0.35
0.33,0.36,0.38,0.33
0.39,0.39,0.39,0.36
0.39,0.39,0.39,0.37
0.38,0.38,0.40,0.38
0.36,0.35,0.36,0.34
0.34,0.35,0.35,0.34
0.34,0.33,0.35,0.33
0.34,0.33,0.34,0.33
0.33,0.34,0.35,0.33
0.33,0.34,0.34,0.33
0.32,0.32,0.35,0.31
0.32,0.30,0.33,0.30
0.32,0.30,0.32,0.28
0.26,0.30,0.30,0.26
0.30,0.35,0.35,0.29
0.35,0.34,0.35,0.32
0.33,0.34,0.35,0.32
0.34,0.32,0.34,0.32
0.32,0.35,0.35,0.32
0.35,0.35,0.37,0.35
0.35,0.35,0.35,0.35
0.35,0.35,0.35,0.34
0.38,0.38,0.39,0.36
0.39,0.38,0.39,0.36
0.39,0.42,0.43,0.37
0.44,0.43,0.45,0.42
0.44,0.43,0.44,0.43
0.43,0.47,0.48,0.43
0.47,0.45,0.47,0.41
0.42,0.47,0.47,0.42
0.44,0.45,0.45,0.44
0.45,0.44,0.45,0.42
0.44,0.43,0.45,0.41
0.42,0.43,0.46,0.40
0.42,0.43,0.44,0.42
0.42,0.44,0.45,0.42
0.47,0.47,0.47,0.43
0.47,0.45,0.48,0.44
0.45,0.45,0.47,0.44
0.44,0.44,0.45,0.42
0.41,0.44,0.44,0.39
0.45,0.43,0.47,0.43
0.41,0.44,0.44,0.40
0.44,0.42,0.44,0.40
0.41,0.43,0.43,0.40
0.43,0.45,0.45,0.40
0.42,0.48,0.48,0.36
0.46,0.47,0.47,0.42
0.48,0.46,0.48,0.44
0.42,0.48,0.48,0.40
0.45,0.44,0.45,0.42
0.42,0.47,0.47,0.42
0.47,0.48,0.48,0.45
0.48,0.48,0.48,0.46
0.47,0.47,0.47,0.47
0.43,0.46,0.47,0.40
0.46,0.47,0.48,0.46
0.48,0.45,0.48,0.45
0.47,0.48,0.48,0.45
0.46,0.46,0.46,0.44
0.43,0.45,0.46,0.41
0.43,0.45,0.45,0.40
0.41,0.47,0.47,0.41
0.45,0.47,0.47,0.45
0.45,0.47,0.47,0.39
0.45,0.45,0.46,0.43
0.44,0.45,0.45,0.39
0.43,0.45,0.45,0.43
0.41,0.45,0.45,0.41
0.45,0.45,0.45,0.44
0.40,0.44,0.44,0.40
0.46,0.44,0.46,0.42
0.42,0.45,0.45,0.42
0.43,0.45,0.45,0.43
0.45,0.45,0.45,0.43
0.45,0.44,0.45,0.44
0.44,0.46,0.47,0.43
0.46,0.44,0.47,0.44
0.45,0.44,0.45,0.44
0.43,0.44,0.45,0.43
0.42,0.45,0.47,0.42
0.45,0.48,0.49,0.43
0.47,0.49,0.49,0.46
0.50,0.53,0.57,0.49
0.56,0.54,0.56,0.50
0.55,0.52,0.55,0.47
0.51,0.50,0.52,0.45
0.49,0.50,0.52,0.45
0.52,0.50,0.52,0.46
0.52,0.51,0.52,0.49
0.52,0.50,0.52,0.48
0.50,0.52,0.52,0.48
0.52,0.56,0.59,0.52
0.55,0.58,0.58,0.52
0.58,0.53,0.58,0.53
0.55,0.55,0.55,0.46
0.51,0.52,0.54,0.50
0.53,0.52,0.53,0.48
0.50,0.52,0.54,0.47
0.45,0.43,0.45,0.39
0.41,0.42,0.42,0.40
0.42,0.42,0.42,0.42
0.42,0.38,0.42,0.38
0.41,0.41,0.41,0.40
0.42,0.41,0.42,0.39
0.39,0.41,0.42,0.38
0.42,0.41,0.42,0.39
0.41,0.40,0.42,0.40
0.40,0.42,0.42,0.39
0.41,0.42,0.42,0.40
0.42,0.42,0.42,0.42
0.42,0.41,0.42,0.41
0.42,0.42,0.42,0.41
0.42,0.41,0.42,0.41
0.42,0.41,0.42,0.40
0.42,0.42,0.42,0.40
0.40,0.41,0.41,0.40
0.40,0.41,0.41,0.40
0.41,0.42,0.45,0.41
0.46,0.43,0.46,0.42
0.40,0.41,0.43,0.37
0.39,0.40,0.41,0.39
0.38,0.38,0.41,0.38
0.41,0.41,0.41,0.35
0.43,0.43,0.43,0.38
0.42,0.39,0.42,0.38
0.40,0.42,0.44,0.40
0.43,0.40,0.43,0.40
0.36,0.42,0.42,0.36
0.42,0.40,0.42,0.40
0.38,0.34,0.38,0.32
0.32,0.40,0.42,0.32
0.37,0.36,0.39,0.35
0.42,0.38,0.42,0.33
0.38,0.38,0.38,0.35
0.38,0.37,0.38,0.32
0.38,0.36,0.38,0.33
0.38,0.34,0.38,0.34
0.35,0.34,0.35,0.34
0.33,0.32,0.33,0.31
0.34,0.31,0.34,0.31
0.31,0.30,0.32,0.30
0.31,0.31,0.32,0.30
0.32,0.31,0.32,0.30
0.32,0.31,0.32,0.30
0.31,0.30,0.32,0.29
0.29,0.28,0.31,0.28
0.30,0.28,0.31,0.26
0.28,0.27,0.28,0.25
0.28,0.28,0.28,0.27
0.28,0.27,0.29,0.26
0.27,0.26,0.28,0.26
0.30,0.26,0.30,0.25
0.26,0.28,0.28,0.25
0.27,0.27,0.27,0.25
0.26,0.28,0.28,0.26
0.27,0.26,0.28,0.26
0.26,0.26,0.26,0.24
0.23,0.24,0.25,0.23
0.24,0.23,0.25,0.23
0.24,0.25,0.27,0.23
0.24,0.26,0.27,0.24
0.25,0.26,0.26,0.25
0.25,0.23,0.27,0.23
0.23,0.23,0.24,0.21
0.22,0.23,0.24,0.22
0.23,0.23,0.24,0.21
0.24,0.24,0.24,0.22
0.22,0.23,0.23,0.21
0.22,0.23,0.23,0.21
0.22,0.21,0.23,0.21
0.21,0.20,0.22,0.20
0.20,0.21,0.22,0.20
0.22,0.22,0.23,0.21
0.21,0.20,0.22,0.20
0.21,0.21,0.22,0.20
0.20,0.22,0.22,0.20
0.20,0.20,0.21,0.20
0.20,0.20,0.21,0.19
0.21,0.20,0.21,0.20
0.20,0.21,0.21,0.20
0.21,0.21,0.21,0.21
0.21,0.21,0.21,0.20
0.22,0.22,0.22,0.20
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.22,0.25,0.25,0.20
0.25,0.23,0.25,0.22
0.24,0.22,0.24,0.22
0.23,0.25,0.26,0.23
0.24,0.24,0.24,0.22
0.24,0.24,0.26,0.24
0.34,0.23,0.34,0.23
0.23,0.23,0.25,0.23
0.22,0.23,0.23,0.21
0.22,0.20,0.22,0.19
0.19,0.21,0.21,0.19
0.20,0.19,0.21,0.19
0.19,0.19,0.22,0.19
0.19,0.21,0.21,0.19
0.20,0.19,0.21,0.19
0.19,0.19,0.21,0.19
0.19,0.19,0.20,0.17
0.17,0.20,0.20,0.17
0.19,0.18,0.19,0.18
0.18,0.17,0.19,0.17
0.17,0.18,0.20,0.17
0.19,0.18,0.21,0.18
0.16,0.19,0.20,0.16
0.18,0.16,0.19,0.16
0.17,0.16,0.17,0.16
0.16,0.17,0.19,0.16
0.18,0.18,0.18,0.16
0.18,0.17,0.19,0.16
0.18,0.17,0.19,0.17
0.18,0.19,0.19,0.18
0.17,0.19,0.20,0.17
0.20,0.19,0.20,0.17
0.18,0.20,0.20,0.18
0.20,0.20,0.20,0.18
0.20,0.44,0.45,0.18
0.34,0.31,0.40,0.30
0.31,0.32,0.33,0.28
0.33,0.33,0.35,0.32
0.32,0.32,0.35,0.31
0.34,0.32,0.35,0.32
0.34,0.31,0.34,0.29
0.31,0.31,0.33,0.29
0.33,0.34,0.34,0.31
0.34,0.33,0.34,0.33
0.33,0.31,0.34,0.29
0.31,0.29,0.31,0.29
0.29,0.30,0.30,0.27
0.33,0.33,0.34,0.32
0.33,0.33,0.34,0.30
0.31,0.33,0.33,0.31
0.34,0.34,0.34,0.32
0.32,0.30,0.34,0.29
0.30,0.31,0.32,0.29
0.33,0.31,0.34,0.30
0.30,0.33,0.33,0.29
0.32,0.30,0.32,0.30
0.33,0.33,0.33,0.31
0.33,0.32,0.33,0.29
0.33,0.32,0.33,0.31
0.31,0.32,0.32,0.29
0.32,0.30,0.32,0.26
0.31,0.29,0.32,0.29
0.31,0.31,0.31,0.31
0.28,0.30,0.32,0.28
0.29,0.28,0.30,0.27
0.29,0.31,0.31,0.29
0.31,0.30,0.31,0.29
0.30,0.29,0.30,0.28
0.27,0.28,0.28,0.26
0.26,0.26,0.28,0.26
0.27,0.25,0.30,0.25
0.25,0.30,0.30,0.25
0.30,0.30,0.30,0.30
0.28,0.28,0.29,0.28
0.29,0.28,0.29,0.28
0.29,0.30,0.30,0.28
0.27,0.27,0.28,0.27
0.26,0.28,0.28,0.26
0.27,0.25,0.28,0.23
0.25,0.20,0.25,0.20
0.20,0.21,0.22,0.18
0.21,0.20,0.21,0.20
0.20,0.20,0.21,0.20
0.22,0.20,0.22,0.20
0.20,0.19,0.22,0.18
0.15,0.16,0.17,0.15
0.17,0.17,0.18,0.15
0.16,0.16,0.17,0.16
0.16,0.16,0.17,0.14
0.16,0.15,0.16,0.14
0.15,0.15,0.16,0.14
0.17,0.16,0.17,0.16
0.15,0.16,0.16,0.15
0.15,0.16,0.16,0.15
0.16,0.16,0.16,0.16
0.14,0.15,0.16,0.14
0.16,0.16,0.17,0.16
0.14,0.17,0.17,0.14
0.16,0.17,0.17,0.15
0.17,0.17,0.17,0.15
0.17,0.15,0.17,0.13
0.14,0.15,0.16,0.14
0.14,0.14,0.16,0.14
0.15,0.16,0.16,0.14
0.14,0.16,0.16,0.14
0.15,0.15,0.15,0.14
0.15,0.16,0.16,0.15
0.17,0.15,0.17,0.15
0.16,0.16,0.16,0.15
0.16,0.17,0.17,0.16
0.18,0.18,0.18,0.16
0.16,0.18,0.19,0.16
0.17,0.17,0.17,0.16
0.17,0.17,0.17,0.14
0.14,0.17,0.17,0.13
0.17,0.16,0.17,0.13
0.13,0.14,0.16,0.13
0.15,0.16,0.16,0.15
0.13,0.13,0.14,0.13
0.16,0.15,0.16,0.12
0.16,0.12,0.16,0.10
0.11,0.11,0.14,0.11
0.12,0.14,0.14,0.12
0.14,0.15,0.15,0.13
0.15,0.16,0.16,0.14
0.16,0.16,0.17,0.16
0.14,0.16,0.17,0.13
0.15,0.15,0.16,0.13
0.15,0.13,0.16,0.13
0.13,0.14,0.15,0.13
0.14,0.14,0.14,0.13
0.15,0.15,0.15,0.13
0.14,0.15,0.15,0.14
0.15,0.15,0.16,0.15
0.15,0.15,0.15,0.13
0.15,0.16,0.16,0.14
0.17,0.16,0.17,0.13
0.16,0.14,0.16,0.13
0.15,0.13,0.15,0.12
0.12,0.13,0.14,0.12
0.14,0.14,0.14,0.13
0.13,0.14,0.14,0.13
0.14,0.14,0.14,0.13
0.13,0.14,0.14,0.12
0.14,0.13,0.14,0.13
0.14,0.13,0.14,0.13
0.14,0.13,0.14,0.12
0.14,0.13,0.15,0.13
0.14,0.14,0.14,0.13
0.15,0.15,0.15,0.14
0.16,0.16,0.17,0.15
0.17,0.15,0.17,0.14
0.17,0.18,0.20,0.17
0.19,0.18,0.19,0.16
0.18,0.16,0.19,0.14
0.15,0.17,0.17,0.14
0.16,0.18,0.18,0.15
0.19,0.19,0.19,0.17
0.19,0.19,0.19,0.18
0.20,0.17,0.20,0.17
0.17,0.17,0.19,0.16
0.18,0.18,0.19,0.17
0.17,0.16,0.18,0.15
0.15,0.17,0.17,0.15
0.18,0.17,0.18,0.16
0.17,0.14,0.17,0.14
0.15,0.16,0.16,0.15
0.16,0.15,0.17,0.15
0.16,0.14,0.16,0.14
0.14,0.15,0.16,0.14
0.16,0.16,0.16,0.14
0.16,0.14,0.16,0.14
0.15,0.15,0.15,0.15
0.14,0.15,0.16,0.14
0.14,0.14,0.15,0.14
0.13,0.13,0.15,0.13
0.14,0.14,0.14,0.13
0.14,0.14,0.15,0.13
0.14,0.13,0.15,0.13
0.14,0.13,0.14,0.13
0.14,0.13,0.14,0.13
0.13,0.12,0.14,0.12
0.13,0.12,0.14,0.12
0.13,0.12,0.13,0.12
0.13,0.12,0.13,0.12
0.13,0.13,0.13,0.12
0.13,0.13,0.13,0.13
0.13,0.12,0.13,0.11
0.12,0.12,0.13,0.12
0.13,0.14,0.24,0.12
0.16,0.16,0.17,0.14
0.16,0.15,0.17,0.14
0.15,0.15,0.16,0.15
0.19,0.17,0.19,0.15
0.16,0.16,0.17,0.15
0.17,0.18,0.19,0.16
0.19,0.17,0.19,0.16
0.17,0.17,0.18,0.15
0.18,0.17,0.18,0.15
0.16,0.18,0.18,0.16
0.18,0.17,0.18,0.15
0.17,0.19,0.23,0.17
0.19,0.19,0.21,0.17
0.18,0.16,0.20,0.16
0.16,0.17,0.18,0.16
0.17,0.16,0.17,0.15
0.16,0.17,0.17,0.15
0.16,0.16,0.17,0.14
0.17,0.17,0.18,0.17
0.17,0.17,0.17,0.16
0.17,0.17,0.18,0.16
0.16,0.15,0.17,0.15
0.15,0.15,0.16,0.15
0.15,0.15,0.16,0.15
0.15,0.13,0.15,0.13
0.13,0.12,0.13,0.11
0.12,0.13,0.13,0.12
0.13,0.13,0.14,0.13
0.13,0.12,0.13,0.11
0.13,0.12,0.13,0.11
0.12,0.12,0.12,0.11
0.12,0.10,0.12,0.10
5.25,4.89,5.42,4.00
6.18,9.98,10.69,6.06
10.27,10.23,11.85,9.31
9.11,9.61,10.03,9.11
9.12,8.88,9.39,8.10
8.62,8.61,9.06,8.25
8.75,9.41,9.49,8.01
9.95,9.01,9.95,8.82
9.00,8.35,9.37,8.35
8.39,8.60,8.95,8.39
8.90,8.31,8.92,8.31
8.35,7.72,8.85,7.72
7.38,6.85,7.78,6.85
6.80,6.81,7.09,6.80
7.06,6.95,7.34,6.95
6.86,6.77,7.20,6.77
6.71,6.55,6.93,6.55
6.55,6.35,6.66,6.35
6.35,6.30,6.50,6.15
6.21,6.20,6.22,6.10
6.11,5.69,6.11,5.69
5.69,5.78,5.96,5.69
5.88,5.57,5.88,5.57
5.63,5.90,6.00,5.63
5.94,5.92,6.00,5.90
5.93,6.00,6.42,5.93
6.04,6.89,6.89,6.04
6.83,6.54,6.96,6.54
6.61,6.53,6.72,6.53
6.72,6.50,6.72,6.40
6.65,6.63,6.80,6.41
6.58,6.50,6.58,6.46
6.67,6.42,6.72,6.42
6.40,5.38,6.40,5.38
5.30,5.40,5.52,5.30
5.49,5.29,5.49,5.25
5.47,5.80,5.99,5.47
5.85,5.44,5.85,5.38
5.39,5.23,5.39,5.22
5.31,5.55,5.60,5.25
5.42,5.70,5.70,5.42
5.54,5.62,5.68,5.51
5.71,6.10,6.20,5.55
6.05,6.13,6.40,6.00
6.33,6.18,6.33,6.16
6.21,5.60,6.21,5.60
5.80,5.78,5.80,5.78
5.77,5.71,5.82,5.69
5.70,5.51,5.80,5.38
5.63,6.09,6.42,5.63
6.27,6.06,6.27,6.05
6.06,6.50,6.60,6.06
6.25,6.44,6.50,6.03
6.55,6.86,7.31,6.55
7.05,7.15,7.18,6.94
7.28,7.06,7.28,6.75
7.00,6.65,7.13,6.65
6.65,6.69,6.87,6.45
6.54,7.26,7.41,6.42
7.25,7.21,7.44,6.75
7.12,7.14,7.41,7.02
7.27,7.33,7.45,7.05
7.19,7.38,7.42,7.19
7.34,7.60,7.60,7.31
7.47,7.79,7.79,7.41
7.73,7.41,7.73,7.27
7.30,7.44,7.89,7.30
7.42,7.32,7.42,6.75
7.29,7.48,7.79,7.23
7.50,7.61,7.61,7.23
7.42,7.09,7.42,7.09
6.94,7.31,7.33,6.82
7.25,7.00,7.28,6.70
6.81,7.10,7.10,6.81
6.94,6.72,6.94,6.61
6.72,6.66,6.75,6.66
6.53,6.74,6.77,6.53
6.74,6.74,6.74,6.74
6.79,6.60,6.81,6.52
6.51,6.51,6.51,6.51
6.53,6.56,6.60,6.53
6.60,6.62,6.68,6.55
6.53,6.53,6.53,6.53
6.52,6.80,7.00,6.52
6.81,6.85,6.90,6.81
6.85,6.76,6.86,6.76
6.87,6.71,6.87,6.70
6.44,6.48,6.48,6.44
6.51,6.48,6.60,6.48
6.46,6.47,6.47,6.46
6.45,6.50,6.50,6.45
6.46,6.73,6.73,6.46
6.55,6.55,6.55,6.55
6.66,6.64,6.66,6.64
6.64,6.64,6.64,6.64
6.65,6.45,7.00,6.45
6.48,6.52,6.52,6.45
6.45,6.49,6.60,6.45
6.43,5.92,6.45,5.92
6.00,6.66,6.66,5.94
6.30,6.42,6.42,6.30
6.32,7.24,8.12,6.15
7.19,7.22,7.48,7.10
7.09,7.39,7.42,6.82
7.12,7.33,7.41,6.78
7.51,7.37,7.51,7.13
7.36,7.13,7.36,7.13
7.19,7.32,7.32,7.17
7.36,7.39,7.39,7.20
7.38,7.96,8.00,7.31
7.95,8.32,8.73,7.95
8.49,8.40,8.49,8.19
8.28,9.23,9.23,8.28
9.15,10.15,10.88,9.15
10.29,10.25,12.00,9.08
9.76,10.42,10.44,9.76
10.85,10.65,11.20,10.44
10.57,9.90,11.06,9.85
9.55,10.36,10.45,9.55
10.39,10.36,10.65,9.84
