PH,Parker-Hannifin Corporation Common Stock,NASDAQ
96.88,95.71,96.88,95.31
96.44,94.85,96.64,94.59
93.80,92.89,93.80,92.08
93.85,94.31,94.59,93.32
95.12,95.53,96.14,94.77
96.15,96.37,96.66,95.34
96.00,95.40,96.48,95.40
96.36,96.98,97.55,95.94
96.81,95.54,97.25,95.35
95.01,95.32,95.69,94.81
96.16,97.62,97.62,96.16
98.03,96.40,98.10,96.27
97.05,98.01,98.46,96.90
97.33,98.13,98.42,97.23
99.73,99.93,100.26,99.40
99.67,99.16,99.89,98.65
99.26,99.73,100.27,98.98
99.96,99.89,100.12,99.11
100.37,99.77,100.66,99.53
100.10,101.05,101.85,99.78
101.07,103.11,103.17,100.98
103.18,102.86,103.81,102.38
103.13,102.72,103.69,102.50
103.00,101.31,103.10,101.26
100.37,101.41,101.54,99.48
101.04,102.12,102.23,100.57
101.90,101.34,102.51,101.25
101.89,102.51,103.27,101.32
103.00,103.28,104.38,102.82
104.47,106.79,107.12,104.11
105.16,105.24,105.39,104.19
105.00,104.93,106.19,104.76
100.00,101.50,101.89,99.92
102.06,101.96,102.24,100.63
102.35,103.93,104.08,102.35
103.76,104.14,104.50,102.82
103.70,105.99,106.06,103.70
106.39,106.87,107.26,105.58
106.81,106.18,107.10,105.92
104.97,103.77,105.08,103.44
103.52,103.40,104.88,103.39
102.84,102.46,104.17,102.34
102.37,102.39,103.00,101.66
102.15,101.78,102.66,101.52
102.13,103.70,104.53,102.11
103.74,103.09,104.96,102.25
103.29,102.50,103.76,102.48
101.24,100.52,101.62,100.24
100.65,100.63,101.47,100.16
100.46,100.80,101.53,100.43
101.24,99.95,101.33,99.75
101.99,100.99,102.45,100.32
100.88,102.10,102.14,100.88
101.01,103.07,103.51,100.79
103.55,103.22,104.62,102.27
103.89,104.76,105.36,103.89
105.61,105.81,107.17,105.57
105.46,105.00,105.81,104.24
104.96,104.53,105.09,104.31
104.67,104.36,104.98,103.72
105.11,104.98,105.78,104.66
104.97,105.22,105.53,104.61
105.30,107.59,107.65,104.89
107.77,108.16,108.96,107.59
108.68,107.54,108.84,107.35
107.09,106.35,107.30,106.07
106.31,108.71,109.02,106.31
108.85,109.14,109.58,108.35
109.04,109.92,110.21,108.96
109.06,108.95,109.76,108.70
107.66,108.72,109.03,107.51
109.27,109.35,109.93,108.81
108.75,108.84,108.94,107.75
108.63,106.97,108.68,106.28
107.10,107.58,107.73,106.81
106.19,106.26,107.03,106.10
106.33,104.28,106.48,104.20
104.04,103.97,104.62,103.36
105.21,107.06,107.19,105.10
107.26,107.78,107.97,106.99
107.00,107.96,108.17,106.35
107.33,105.64,107.57,104.99
106.00,105.64,106.17,104.47
105.40,106.82,107.04,105.00
109.64,112.41,113.87,109.36
113.48,115.06,115.56,113.10
110.62,114.31,116.26,109.89
113.63,113.57,113.80,112.39
113.76,114.41,114.95,113.11
114.32,116.42,116.44,113.40
116.06,116.47,116.63,115.72
116.49,116.85,116.99,115.61
116.85,115.62,117.05,115.27
115.83,116.72,117.94,115.30
116.51,115.99,117.53,115.49
116.40,116.31,116.99,115.78
115.92,115.94,116.62,114.91
116.25,115.94,116.53,115.21
116.79,114.53,116.87,114.27
114.68,116.13,116.50,114.68
116.11,116.50,117.02,115.87
116.51,116.11,116.99,115.92
115.65,117.00,117.01,115.41
117.00,116.83,117.30,116.20
117.10,117.61,117.61,116.42
118.20,116.92,118.86,116.58
116.64,115.36,116.95,115.10
116.05,114.83,116.05,114.44
115.00,116.71,116.83,115.00
116.59,118.62,118.64,116.20
118.78,118.68,120.12,118.37
118.47,117.78,119.04,117.71
118.47,118.25,118.59,117.96
118.41,117.84,119.00,117.63
117.82,117.24,118.29,116.87
117.00,116.54,117.02,115.72
115.94,116.71,117.11,115.19
116.32,116.51,117.61,116.21
119.74,121.10,121.58,118.96
121.21,120.79,122.52,120.28
119.55,119.69,120.73,119.48
114.32,117.99,119.84,114.32
118.39,118.27,118.92,117.64
118.75,118.97,119.59,118.15
119.21,120.48,121.09,119.21
120.48,119.92,120.77,119.59
120.32,122.50,122.57,119.13
122.29,123.87,124.01,121.80
124.67,126.21,126.25,123.91
126.92,126.20,126.96,125.79
126.20,127.21,127.39,125.97
127.34,127.88,128.33,127.24
128.32,128.11,128.49,127.67
127.97,128.88,128.89,127.97
129.61,128.64,129.77,128.29
128.10,127.24,128.78,126.99
127.55,127.25,128.46,126.94
127.77,125.85,128.16,125.84
126.86,127.63,128.04,126.61
127.28,127.68,128.06,126.36
127.68,126.93,128.49,126.32
128.17,127.20,128.17,126.24
126.42,125.62,127.78,125.26
126.47,127.76,128.05,125.98
128.14,128.96,129.04,128.00
128.22,129.17,129.25,128.11
129.25,127.43,129.40,127.32
128.38,126.82,128.97,126.05
123.52,122.42,124.50,121.53
120.92,118.75,121.41,118.51
118.41,114.63,118.57,114.63
115.54,114.38,115.98,112.98
114.82,115.23,116.40,114.62
114.41,114.00,115.98,113.90
114.58,114.55,115.04,114.18
114.26,113.37,114.26,111.94
113.21,109.39,113.71,109.12
109.87,110.89,111.68,108.66
111.11,112.62,112.88,110.21
111.93,114.28,114.37,111.93
114.93,118.67,119.03,114.74
118.29,115.58,118.32,115.33
115.91,116.51,116.74,114.98
116.64,117.21,117.66,116.32
114.97,116.76,117.83,114.97
117.03,117.85,118.27,116.45
118.26,117.88,118.86,117.47
117.59,116.75,118.91,116.69
116.82,117.79,118.48,116.77
118.15,117.77,118.75,117.71
117.95,118.64,119.44,117.95
118.60,117.80,118.77,117.40
118.06,118.97,119.44,117.38
118.95,120.17,120.48,118.69
119.94,120.55,121.57,119.78
119.00,119.39,120.44,118.76
121.17,121.13,122.07,120.70
121.44,121.91,121.97,120.71
122.36,122.45,122.85,121.94
123.19,124.38,125.35,123.05
124.19,123.22,124.49,122.47
123.30,120.75,123.51,120.27
120.15,119.30,120.35,118.43
119.79,116.81,120.02,116.11
116.67,116.19,117.63,116.13
117.43,119.83,120.18,117.39
119.82,119.88,120.54,119.04
119.92,119.66,120.92,118.69
119.30,119.23,120.64,118.88
121.26,119.38,121.65,119.17
119.61,118.92,120.15,118.48
120.00,121.13,122.10,119.84
121.79,118.73,121.97,118.63
118.58,118.01,118.88,117.50
118.48,119.24,120.20,118.27
120.44,119.71,121.08,119.60
120.59,121.99,122.25,120.05
122.01,123.75,124.18,122.01
123.82,123.26,124.03,122.49
125.09,121.80,125.09,121.59
121.34,119.30,121.72,118.46
118.99,119.67,120.89,118.79
120.65,122.53,122.82,120.24
122.05,119.82,123.17,119.69
119.09,119.14,120.08,118.62
120.18,120.33,121.05,119.04
121.15,121.27,122.37,119.48
122.52,124.22,124.22,122.48
124.22,125.35,126.00,124.10
125.10,125.19,125.72,124.31
125.13,124.94,126.10,124.80
125.17,124.77,126.16,124.60
125.51,124.46,125.72,123.84
124.31,122.40,124.87,121.81
123.04,122.73,124.27,121.45
125.00,125.86,126.49,123.52
127.05,126.88,127.10,125.23
126.42,126.09,127.28,125.71
126.00,125.08,126.33,124.86
124.42,124.27,125.28,123.45
123.93,123.40,124.66,123.21
123.07,123.89,123.95,121.86
123.74,124.23,126.00,123.35
124.11,124.20,124.39,123.03
125.04,126.48,126.87,125.04
126.74,126.04,126.75,125.94
126.15,124.94,126.37,124.75
124.42,122.56,124.80,121.59
122.65,123.03,123.43,121.96
122.62,123.81,123.95,122.32
123.47,121.26,123.65,121.01
121.79,122.47,122.78,121.42
122.76,121.88,123.99,121.82
121.56,123.10,123.33,121.56
123.57,124.79,125.81,123.39
125.03,124.39,125.39,124.25
124.75,124.67,124.96,123.36
124.41,125.23,125.47,123.91
125.58,125.76,126.02,123.90
125.29,125.72,126.03,125.00
125.57,125.84,126.70,125.32
126.30,127.39,127.54,125.90
127.67,128.20,128.33,127.51
128.13,129.41,130.44,127.91
128.91,129.52,129.63,128.19
128.30,128.90,129.00,127.76
128.46,126.82,128.63,126.51
127.08,127.17,127.68,126.69
126.55,127.18,127.51,126.31
127.15,127.24,128.57,126.41
127.03,127.99,128.07,126.13
127.99,127.48,128.01,125.26
127.40,127.72,128.28,127.28
127.78,126.99,127.95,126.56
126.26,125.71,127.84,125.44
125.14,125.92,126.31,124.84
126.18,125.65,126.18,124.65
125.16,125.63,126.06,124.18
125.99,125.73,126.23,124.70
126.09,126.87,127.18,125.61
126.71,126.25,127.02,125.76
126.82,127.37,127.60,126.63
126.87,125.94,126.94,125.55
125.67,124.74,125.87,124.54
125.06,124.48,125.52,123.98
122.92,122.78,123.25,122.34
122.89,123.02,123.38,122.05
124.18,123.02,124.18,122.86
123.12,123.49,123.82,122.63
124.08,124.62,124.64,123.26
123.38,121.92,124.00,121.73
122.46,123.43,123.78,122.11
123.07,123.01,123.58,122.41
123.88,123.62,124.74,123.51
123.67,123.29,123.69,122.77
123.33,123.33,124.03,123.01
122.95,122.93,123.70,122.70
122.68,121.70,122.68,120.57
121.22,117.74,121.59,117.69
118.10,117.61,118.81,116.93
116.47,114.95,116.91,114.89
114.51,114.15,114.69,112.77
114.64,115.57,115.92,114.31
114.73,115.02,116.98,114.37
111.64,109.55,111.64,105.91
110.35,109.85,111.91,109.36
110.30,111.56,111.61,109.36
112.56,111.76,112.65,111.65
111.78,112.48,113.04,111.50
112.88,113.19,113.48,112.27
113.41,113.52,113.62,112.93
113.83,112.78,114.02,112.11
113.35,114.57,114.73,113.35
114.91,115.32,115.65,114.79
115.46,117.80,118.77,115.12
117.74,117.05,117.89,116.27
116.76,116.15,117.31,115.66
116.82,117.02,117.19,116.24
116.47,116.04,117.19,115.97
116.36,115.90,116.52,115.42
115.01,114.75,115.19,114.38
115.19,115.50,115.56,114.45
115.65,116.00,116.44,115.33
116.69,115.41,116.73,115.08
115.60,117.04,117.21,115.26
117.04,118.05,118.13,116.11
117.75,117.58,117.99,117.36
117.59,118.39,119.33,117.24
118.25,118.44,118.55,116.91
117.92,118.35,118.70,117.71
118.15,117.78,118.71,117.40
117.47,117.10,117.47,116.08
116.40,116.99,117.25,115.63
117.48,116.61,118.04,116.11
116.73,117.26,117.39,116.46
117.86,116.63,118.22,116.19
116.17,114.74,116.37,114.16
114.17,113.69,114.38,113.20
113.47,114.64,114.83,112.56
113.91,112.84,114.30,112.84
112.93,113.87,114.25,112.33
112.62,114.03,114.09,112.35
114.26,114.15,114.98,113.52
113.68,111.67,113.97,111.37
111.75,111.13,112.27,110.27
111.74,112.23,112.56,111.60
112.75,112.27,113.26,111.41
111.30,109.71,111.53,109.67
109.93,112.41,112.59,108.99
112.04,109.53,112.26,109.41
109.27,108.98,110.09,107.54
108.15,103.09,108.55,102.97
104.03,104.19,106.97,103.74
103.16,102.96,103.33,99.82
101.71,105.10,105.38,101.19
106.30,104.42,108.49,104.42
104.52,106.83,107.01,104.26
108.26,111.29,111.50,107.89
111.07,109.14,111.61,108.98
118.52,116.39,119.85,115.75
116.26,116.57,116.84,115.20
116.43,117.24,117.63,115.35
122.85,122.95,126.04,121.36
122.92,123.97,124.18,121.65
122.93,124.67,125.21,122.86
126.39,127.03,127.59,125.91
127.42,126.77,127.69,125.77
126.76,126.38,126.99,125.34
126.78,127.78,127.86,126.09
127.82,127.96,128.69,127.50
127.94,128.50,128.70,127.51
128.47,128.43,129.05,127.94
128.29,128.08,129.00,127.59
127.64,128.57,129.26,127.47
128.59,126.97,129.07,126.72
126.75,128.44,128.52,126.75
127.79,128.62,129.00,127.79
128.85,130.47,130.86,128.43
130.11,129.24,130.11,128.50
128.24,130.43,130.62,128.13
131.21,131.84,133.24,130.66
132.43,132.63,132.87,131.64
132.86,132.78,133.41,131.51
132.25,131.69,132.62,131.40
131.32,129.03,131.34,128.27
129.19,127.66,129.62,127.16
126.44,128.65,129.07,126.44
129.19,131.49,131.78,129.17
130.55,129.77,131.00,129.75
129.90,129.95,130.91,129.48
129.90,127.71,130.57,127.13
126.36,128.54,128.66,126.01
127.75,125.23,127.92,124.97
125.51,126.08,127.77,125.35
124.62,123.08,125.86,123.06
123.83,121.92,124.37,121.39
121.47,121.33,123.82,121.33
121.19,123.51,123.85,120.54
125.78,126.67,126.68,123.64
127.03,128.27,128.90,126.51
128.76,129.66,129.85,128.11
130.06,131.06,131.95,129.93
131.22,130.85,131.78,129.99
131.16,130.79,132.08,130.74
130.32,130.82,131.45,130.01
130.38,130.32,131.09,129.87
130.85,128.95,131.04,128.82
129.24,129.16,129.54,127.45
124.97,123.62,126.22,123.20
123.59,121.81,124.54,121.19
123.00,122.76,123.98,122.19
124.82,126.64,126.66,123.98
127.05,125.85,127.05,124.92
125.86,125.79,126.80,124.88
126.89,124.17,128.29,122.46
122.16,122.37,122.99,121.06
122.37,119.93,123.34,119.87
119.75,120.00,120.15,117.88
120.22,121.12,121.65,119.19
120.68,122.11,122.40,120.17
122.70,122.99,123.33,121.23
122.65,121.97,123.43,121.85
122.23,122.76,122.89,120.95
122.48,121.35,123.59,119.16
121.28,117.07,121.28,116.44
117.22,118.60,118.68,116.05
117.51,116.46,118.73,116.26
117.45,119.64,119.66,116.31
120.53,121.25,121.40,120.16
120.75,119.72,121.04,119.13
120.00,120.33,121.19,119.23
120.07,120.58,121.19,119.87
120.15,120.84,121.51,119.73
121.54,121.31,121.62,119.95
121.20,120.37,121.38,119.00
121.20,121.83,122.19,120.73
122.12,124.06,124.73,121.97
123.97,123.20,124.31,122.34
123.10,122.85,123.70,122.17
122.06,123.25,123.38,121.80
122.88,123.69,123.78,121.91
123.39,123.14,123.68,122.22
122.73,123.53,123.88,122.64
123.15,123.44,123.96,122.49
123.29,123.21,123.91,122.54
122.92,122.69,123.46,121.07
122.69,123.77,124.23,121.61
124.67,123.37,125.94,122.81
122.58,121.48,122.69,120.64
121.69,122.22,122.23,120.66
120.75,118.27,121.21,117.92
118.15,118.41,118.56,117.51
116.96,116.85,117.62,116.20
117.29,117.64,117.86,115.86
118.27,118.41,118.63,116.88
118.01,117.72,118.01,116.87
118.24,120.04,120.14,118.00
119.00,119.43,119.52,117.96
118.83,121.64,121.85,117.48
120.77,119.57,120.93,118.84
119.74,120.18,121.00,119.17
120.85,119.04,120.86,118.74
119.11,119.53,120.05,118.26
119.95,116.99,120.44,116.91
116.36,117.36,117.80,115.93
118.02,118.15,118.23,116.95
119.09,119.31,119.73,118.50
118.69,118.78,119.14,117.50
118.43,118.41,119.51,116.91
118.30,118.00,119.91,117.88
117.54,121.46,122.55,117.45
121.22,119.94,121.50,119.80
119.24,119.71,120.00,118.13
119.54,119.77,120.16,118.12
119.90,120.53,120.83,118.82
120.50,120.50,121.12,119.77
120.44,121.18,121.55,119.76
121.54,123.50,123.85,121.54
122.89,123.32,123.69,122.29
122.24,121.47,122.24,121.33
122.41,122.83,123.43,122.05
122.79,122.14,123.10,121.46
122.15,123.47,123.57,121.18
123.56,123.43,124.18,122.41
123.08,122.49,123.25,121.95
122.73,124.89,124.98,122.57
119.00,120.28,120.79,117.03
118.02,119.68,120.86,117.03
118.98,119.36,119.68,118.44
120.09,120.70,121.39,119.45
120.96,121.63,121.99,120.66
121.98,122.22,124.10,121.61
121.65,121.06,121.93,120.36
121.02,120.96,121.45,120.34
122.41,121.49,122.98,121.22
121.87,122.29,123.00,121.76
121.75,121.62,122.06,120.87
121.88,123.17,123.79,121.65
124.36,124.59,124.73,123.69
124.47,122.33,124.75,121.63
122.08,122.71,122.92,120.90
122.62,122.11,122.87,121.09
122.14,122.71,123.05,121.62
122.78,125.15,125.33,122.75
125.17,124.74,125.28,124.31
124.42,122.63,124.50,122.35
122.60,123.35,123.50,121.75
123.26,122.27,123.42,121.26
122.09,120.43,122.09,119.89
120.71,120.46,120.92,119.50
120.16,120.65,121.78,119.51
121.13,121.25,122.14,120.52
120.70,119.53,121.17,119.33
119.32,119.77,119.90,118.57
119.42,118.92,119.46,118.62
118.91,119.16,120.12,118.72
119.93,120.21,120.35,118.94
120.59,120.21,120.96,119.90
119.74,119.17,120.18,118.74
117.91,118.20,118.84,117.40
118.23,118.06,118.53,117.37
118.41,118.36,118.72,117.60
118.85,118.84,119.46,118.21
118.72,118.52,118.97,118.20
118.97,119.13,119.44,118.66
119.01,118.84,119.49,118.37
118.67,119.54,119.68,118.54
119.44,118.24,119.64,118.05
118.23,118.17,118.38,117.64
116.62,115.68,117.19,115.65
116.94,116.33,117.62,116.09
117.07,117.15,117.32,116.49
117.56,116.31,117.98,115.87
115.29,115.31,116.52,114.77
115.02,115.65,115.99,113.37
114.88,112.75,115.20,112.21
114.51,113.01,114.51,112.95
113.76,113.24,114.00,112.15
113.82,113.89,114.45,113.60
113.64,114.62,114.89,113.04
114.41,113.04,114.52,112.72
113.44,114.09,114.60,113.44
114.09,113.20,114.42,112.89
113.16,113.60,113.82,112.67
113.09,112.07,113.10,111.79
111.81,111.50,112.34,111.32
111.32,110.92,112.50,110.70
110.97,110.03,110.97,109.65
109.17,109.16,109.64,108.77
109.67,109.75,110.04,109.33
109.75,111.73,112.07,109.34
111.30,112.58,112.81,110.93
113.17,112.75,113.48,112.56
112.75,112.41,112.83,111.27
111.20,107.90,112.85,107.52
108.17,110.80,112.08,108.17
110.93,111.02,112.25,110.39
111.02,111.20,112.40,110.62
112.26,114.79,114.99,112.15
113.63,112.59,113.78,112.30
111.67,113.23,113.67,110.87
112.83,113.28,113.95,112.02
113.38,113.67,114.73,113.06
113.00,112.61,113.07,111.52
112.64,112.75,113.39,112.11
112.11,111.30,112.16,110.61
110.30,108.16,111.07,108.11
107.05,106.01,108.42,105.93
100.97,102.65,106.46,99.74
105.28,100.42,108.20,100.38
100.97,103.08,103.13,100.31
104.43,107.21,107.23,103.65
106.64,106.98,108.03,106.07
106.58,107.66,108.35,105.89
105.14,105.68,106.96,105.00
107.11,106.56,107.11,105.20
106.37,105.28,107.41,105.02
103.71,103.80,104.45,103.12
105.88,107.01,107.13,105.27
108.05,105.47,108.14,105.25
105.28,105.15,106.02,104.49
104.87,106.25,106.35,104.56
105.98,104.94,105.98,104.39
105.32,108.17,108.43,105.09
108.01,108.85,109.09,107.59
108.67,106.68,109.01,106.32
105.14,101.94,105.14,101.70
102.44,102.48,103.39,101.84
101.09,101.72,102.22,100.43
101.98,100.59,102.31,100.49
98.69,97.91,98.71,94.93
98.75,96.72,98.77,96.41
95.87,94.87,96.40,94.78
95.33,96.50,97.24,94.64
97.85,97.30,98.21,95.10
96.95,96.05,98.56,95.23
94.65,98.14,98.15,93.47
98.20,102.13,102.46,98.20
101.94,102.48,103.61,101.48
103.29,104.04,106.36,102.50
103.56,106.81,107.86,103.40
107.70,105.86,107.79,105.79
106.10,106.33,106.53,105.58
105.60,103.56,105.86,103.29
103.22,102.30,103.92,101.21
102.64,102.37,102.64,99.90
102.04,100.62,102.10,99.61
100.19,100.05,100.37,99.32
99.39,102.14,102.85,98.37
102.50,101.75,104.63,101.45
97.42,100.77,102.52,97.42
101.51,103.07,103.14,101.11
102.81,101.79,103.34,101.13
100.53,101.49,101.58,99.10
101.93,102.98,104.00,99.38
102.64,104.51,104.61,102.33
104.74,104.70,105.62,104.16
104.59,106.80,107.18,104.11
106.44,107.13,107.83,105.81
107.30,105.80,108.00,105.63
105.68,106.19,106.50,104.08
105.04,104.87,105.63,103.41
104.62,102.60,105.16,102.25
102.33,102.20,103.01,101.26
102.70,102.57,102.84,101.71
101.35,99.31,101.91,99.15
99.31,99.85,100.98,98.64
99.83,101.90,101.98,99.51
101.95,100.87,102.59,100.80
101.50,102.55,102.68,101.26
102.51,103.71,104.03,101.99
104.26,103.73,105.24,103.49
103.54,103.28,104.63,102.95
102.76,103.59,104.03,102.57
103.78,103.75,104.18,103.41
103.57,103.70,104.41,103.29
104.28,104.66,105.80,104.00
104.78,103.50,105.23,102.68
103.50,101.95,103.67,101.71
102.36,101.31,102.82,100.26
101.38,102.44,102.81,100.96
101.72,100.23,102.17,99.91
99.04,97.75,99.35,97.52
96.89,97.68,99.06,96.89
97.58,98.00,98.90,97.50
96.51,95.56,96.72,95.43
95.60,95.49,96.37,94.34
94.92,95.69,95.79,93.55
96.10,98.72,98.88,95.41
98.63,95.19,98.63,95.16
94.57,93.62,95.74,93.62
94.42,94.18,94.92,93.63
94.63,96.49,96.98,94.43
97.45,99.48,100.06,97.37
99.22,99.85,100.12,99.09
99.48,98.63,100.05,98.33
99.28,99.52,99.84,98.48
99.21,98.34,99.73,98.24
97.76,96.98,98.40,96.98
96.98,96.66,96.98,94.29
97.27,95.06,97.29,94.65
93.71,93.80,94.62,92.98
92.21,92.21,93.47,91.61
92.92,90.55,93.44,90.33
91.03,90.37,91.27,89.43
91.31,90.51,91.61,88.86
90.98,89.72,91.60,89.51
89.89,90.65,92.43,88.33
87.99,87.99,89.11,87.39
89.43,87.87,89.50,87.15
86.41,86.51,87.69,83.32
86.66,87.95,89.61,85.90
89.63,89.82,91.54,88.69
88.85,88.12,89.93,87.82
93.39,91.77,94.80,88.08
91.50,91.69,93.40,90.23
92.67,94.08,94.54,92.64
94.57,97.16,97.16,94.37
96.05,96.37,96.96,95.02
95.39,95.33,95.85,94.16
96.42,97.73,97.90,93.46
97.69,101.13,102.77,97.57
100.92,101.51,102.49,99.90
100.09,101.09,101.39,99.11
99.85,99.73,100.80,98.83
99.62,96.07,99.62,95.68
94.54,96.89,97.28,94.44
97.89,97.25,98.94,96.85
98.97,99.65,99.87,97.61
100.39,101.03,102.62,100.39
101.12,100.76,102.23,100.22
100.18,99.89,100.54,98.46
101.30,102.77,102.87,100.71
102.25,100.77,103.63,100.71
99.35,101.17,101.30,98.47
101.69,101.63,101.95,100.01
102.37,102.21,103.09,101.25
102.46,101.20,102.72,101.15
103.18,104.57,105.41,102.09
104.16,105.76,105.93,103.83
105.50,106.68,107.11,105.41
106.41,106.36,107.67,105.35
106.00,108.36,109.07,106.00
107.09,106.52,107.90,105.77
106.95,107.23,107.74,106.12
106.75,106.67,107.81,105.18
108.02,108.40,108.95,107.91
108.07,108.46,108.88,107.77
107.24,108.23,108.53,106.37
108.07,109.94,110.54,107.93
110.10,112.52,112.91,109.80
112.92,112.38,113.51,111.81
112.38,112.32,113.16,111.73
111.60,112.08,112.78,111.35
111.43,110.62,111.82,110.49
109.58,110.95,110.97,109.02
108.94,110.30,110.79,108.94
109.67,111.11,111.27,109.39
111.82,110.99,112.30,110.30
111.22,111.08,111.66,110.43
109.59,111.82,112.05,108.77
111.89,109.78,111.89,109.61
108.70,108.85,109.70,108.01
108.63,109.49,109.60,107.39
108.97,109.03,109.79,108.22
109.56,109.91,111.99,109.38
110.28,110.49,111.67,109.94
110.82,111.53,112.45,110.57
112.56,112.21,112.95,111.96
112.00,112.27,112.58,111.70
112.05,113.72,114.40,110.36
113.10,113.38,114.08,112.45
114.03,114.05,114.97,113.73
114.08,113.49,114.37,112.93
113.73,112.85,114.02,112.74
113.30,114.01,114.55,113.26
113.97,113.41,114.74,112.89
113.62,114.36,115.06,112.17
115.00,116.92,117.24,114.93
116.02,115.44,117.22,115.15
115.58,116.02,116.60,115.05
116.15,115.50,116.23,114.27
114.68,113.68,114.87,113.15
112.74,111.10,113.07,110.20
111.88,111.95,112.78,111.64
111.12,112.59,112.59,110.99
112.19,111.05,112.44,110.33
111.44,113.32,113.64,111.06
113.16,112.86,113.98,112.50
113.40,112.54,113.83,111.70
112.36,109.77,113.06,109.39
110.34,112.25,112.83,110.34
112.28,111.91,113.13,111.44
111.33,110.48,112.15,110.00
109.88,109.00,110.04,107.72
109.69,109.47,110.30,109.02
109.26,109.60,109.88,108.28
109.90,110.80,111.23,109.49
111.47,112.96,113.25,110.91
113.45,113.64,114.50,112.92
113.43,113.98,114.36,113.34
114.47,114.84,115.27,113.71
113.98,115.40,115.53,112.91
115.12,115.88,115.90,113.16
115.98,116.00,116.12,115.17
116.37,116.26,117.00,115.98
116.60,116.12,117.41,116.03
115.98,116.60,117.78,115.98
115.66,115.36,116.14,115.18
113.99,112.70,114.38,112.22
111.64,111.57,112.94,111.22
111.13,111.89,112.28,110.36
112.38,111.62,112.52,111.33
110.94,111.51,111.79,109.38
111.74,112.18,112.65,111.25
113.84,113.78,115.31,113.46
113.85,113.39,113.85,113.03
113.79,113.01,114.33,112.96
114.39,114.01,115.07,113.70
110.11,105.91,110.89,105.67
103.81,100.53,103.95,99.10
101.63,102.40,102.48,101.15
103.78,104.06,104.33,102.49
104.70,108.05,108.05,104.24
108.05,109.34,110.57,108.05
108.55,107.07,109.11,106.14
106.85,108.39,108.56,105.00
108.45,108.22,109.56,107.46
109.68,111.33,111.39,109.28
111.40,111.89,112.35,111.01
112.83,113.25,113.47,112.00
113.84,113.08,113.89,112.00
114.52,113.82,114.67,113.57
114.29,113.68,114.56,113.47
113.33,113.10,113.65,112.26
112.52,112.44,113.08,112.16
112.55,113.14,113.74,112.08
112.91,112.28,113.74,111.81
112.03,113.14,113.28,111.36
112.92,112.50,113.15,112.09
112.72,114.77,114.78,112.72
114.69,114.93,115.40,113.76
114.49,114.47,114.81,113.42
114.09,114.19,114.64,113.41
113.92,113.25,114.25,112.60
113.51,113.03,114.21,112.26
112.65,113.78,114.03,112.40
118.10,118.96,120.99,117.72
119.75,121.11,121.17,119.55
121.43,122.67,122.93,121.26
122.67,121.93,123.15,121.70
122.47,122.17,122.72,121.83
122.89,123.61,123.92,122.63
123.47,122.81,123.53,122.32
123.30,124.12,124.49,123.11
123.84,124.11,124.60,123.44
123.97,124.36,124.85,123.70
124.56,124.04,124.85,123.52
123.52,124.37,124.55,122.95
123.82,124.07,124.63,123.57
124.60,124.51,124.86,124.04
124.18,123.32,124.26,123.11
122.56,123.56,123.81,121.98
123.96,123.24,125.00,122.73
123.34,123.74,124.30,122.69
123.68,123.20,124.06,122.75
122.75,122.53,123.08,122.08
122.67,122.86,123.16,121.37
123.50,123.51,124.33,123.08
123.59,123.22,123.81,122.23
123.07,124.14,124.32,122.95
124.03,124.35,124.81,123.37
123.06,120.78,123.87,120.77
119.88,122.86,123.26,119.25
121.28,120.84,121.98,120.50
120.76,120.85,121.83,120.44
120.98,122.56,123.03,120.17
121.60,121.52,121.89,120.86
122.22,122.39,123.33,121.95
123.10,122.03,123.59,122.02
122.83,123.45,123.66,122.28
124.00,123.96,124.87,123.67
123.75,121.93,123.75,121.80
121.17,121.35,122.10,120.57
120.91,122.69,122.93,120.60
123.25,124.78,124.92,122.84
124.20,123.99,125.67,123.51
124.36,125.53,126.59,124.36
125.35,124.70,126.08,124.19
124.31,123.65,124.77,123.03
125.56,127.41,128.24,124.48
126.92,126.92,127.10,126.04
125.99,124.66,126.69,123.24
125.21,125.09,125.91,124.69
125.40,123.07,125.40,122.29
123.27,123.93,124.54,123.00
123.10,123.42,123.76,122.06
123.97,124.54,125.21,123.97
124.59,124.39,125.09,124.08
125.62,122.82,125.62,122.76
123.45,123.73,123.96,122.15
123.09,122.80,123.84,122.52
122.69,123.20,124.80,122.44
123.95,120.79,123.95,120.50
120.44,121.35,121.64,120.10
120.85,121.84,122.53,120.82
122.21,121.71,122.44,120.41
121.90,121.96,123.30,121.64
122.34,122.75,123.18,121.84
123.43,121.18,123.58,120.15
121.02,119.88,121.56,119.43
120.34,119.29,120.34,118.77
119.13,120.55,122.01,119.13
123.95,125.65,126.28,123.82
125.37,126.41,126.72,124.70
125.80,131.96,132.93,125.77
133.06,136.97,137.32,132.60
136.11,138.74,138.83,135.75
138.23,138.99,139.73,138.23
138.51,140.02,140.07,137.20
139.13,137.81,139.85,137.33
138.04,137.10,138.63,136.91
136.90,136.08,137.08,135.60
136.90,137.23,137.75,136.68
137.75,137.82,138.18,136.64
137.19,138.29,138.71,137.09
138.05,139.04,139.04,137.99
138.29,136.76,138.64,136.63
135.97,136.95,137.61,134.03
138.12,138.93,139.94,137.23
140.03,143.47,144.05,140.01
144.35,141.90,144.69,141.38
143.09,142.46,143.60,141.19
