OPXA,Opexa Therapeutics,NASDAQ
0.95,0.89,0.99,0.88
0.88,0.86,0.89,0.80
1.02,1.21,1.48,0.91
1.10,0.98,1.20,0.95
1.02,0.92,1.03,0.92
0.94,0.86,0.95,0.85
0.86,0.94,0.96,0.81
1.00,0.90,1.01,0.87
0.87,0.86,0.97,0.85
0.86,0.89,0.90,0.86
0.92,0.91,0.92,0.89
0.89,1.10,1.15,0.88
1.05,0.96,1.09,0.95
0.97,1.02,1.04,0.97
1.00,0.95,1.00,0.91
0.95,0.98,1.09,0.94
0.96,0.92,0.96,0.91
0.92,0.94,0.95,0.91
0.92,0.96,1.03,0.92
0.99,0.94,0.99,0.93
0.95,0.93,1.02,0.93
0.91,0.91,0.96,0.88
0.93,0.93,0.96,0.88
0.97,0.89,0.98,0.89
0.92,1.15,1.34,0.89
1.18,0.96,1.37,0.96
