AAP,Advance Auto Parts Inc Advance Auto Parts Inc W/I,NASDAQ
83.30,84.07,84.48,82.44
83.69,82.88,83.80,82.73
83.02,80.74,83.08,80.57
79.85,80.22,80.87,79.49
80.71,81.39,81.57,80.71
80.78,79.75,81.05,79.47
80.22,80.02,80.75,79.86
80.01,81.17,81.75,79.70
81.72,81.89,82.70,81.46
82.00,81.47,82.66,81.04
81.22,81.99,82.20,81.03
82.62,82.58,82.90,81.44
83.10,83.72,84.01,82.94
84.02,83.20,84.16,83.14
83.25,82.75,83.31,82.60
83.50,82.76,83.72,82.71
82.93,82.67,83.32,82.33
82.90,83.38,83.48,82.13
83.29,82.38,83.65,81.85
82.55,81.49,82.89,81.44
81.50,82.50,82.66,81.40
82.15,82.21,82.74,82.01
82.05,82.75,82.99,81.58
82.99,82.70,83.59,82.46
82.82,81.53,82.95,81.27
81.90,82.22,82.46,81.05
82.93,82.64,83.43,82.38
82.61,82.33,82.88,81.93
82.53,82.19,82.80,82.15
82.25,82.49,83.07,82.01
83.17,83.43,83.72,82.47
83.29,83.47,83.52,82.83
83.19,83.41,83.80,82.90
83.42,83.18,83.42,82.50
82.82,82.29,82.93,81.82
83.00,81.65,83.14,79.33
81.34,83.17,83.24,81.06
83.14,82.45,83.50,82.41
82.73,84.49,84.93,82.41
84.28,83.55,84.67,83.51
82.94,81.88,83.27,81.87
81.66,80.80,81.86,80.72
80.75,80.35,81.43,80.27
80.53,81.66,82.09,80.32
81.58,81.73,82.22,81.20
81.67,81.80,82.25,81.53
82.04,83.01,83.17,81.77
83.14,83.10,83.90,83.02
82.32,81.53,82.61,81.53
81.40,81.07,81.74,80.95
81.00,81.26,81.59,80.68
80.76,80.07,81.13,79.73
81.35,79.78,81.35,79.41
79.85,79.78,80.04,79.35
79.71,80.04,80.49,79.71
80.04,79.12,80.39,78.91
79.31,79.64,79.96,79.31
79.99,81.08,81.26,79.92
81.05,81.44,81.55,80.76
81.33,80.37,81.50,80.04
80.58,79.38,80.58,79.26
80.02,79.72,80.21,79.67
79.67,79.93,80.15,79.47
80.05,80.36,80.42,79.09
80.41,80.71,81.07,80.40
81.17,80.65,81.31,80.60
80.57,79.79,80.70,79.47
79.60,80.10,80.59,79.24
80.13,81.46,81.57,79.97
81.60,81.68,82.09,81.41
81.20,82.06,82.31,81.20
81.34,82.68,82.82,81.14
82.70,83.48,83.94,82.60
82.90,82.62,83.05,82.00
82.36,81.90,82.81,81.28
81.87,83.16,83.17,81.86
82.76,81.98,82.76,81.65
81.84,81.25,82.50,81.04
81.22,80.48,81.41,80.28
81.25,81.76,81.80,80.57
81.82,82.33,82.35,80.88
82.16,83.61,83.62,82.00
83.30,82.50,83.30,82.25
97.26,96.16,99.30,95.15
96.65,97.22,97.97,95.82
97.35,98.70,98.91,97.35
99.11,98.45,99.40,97.77
99.00,98.72,99.60,98.04
98.73,99.77,99.84,98.30
99.44,99.42,99.51,98.50
101.32,102.67,102.74,101.02
102.67,101.00,102.82,100.85
100.95,100.30,101.51,99.97
100.27,100.00,100.86,99.03
100.00,99.18,101.00,99.18
98.26,99.91,100.14,97.27
99.86,99.38,100.27,99.32
99.27,99.26,100.28,98.52
100.00,98.51,100.02,98.14
98.51,96.67,99.25,96.58
96.92,96.96,97.96,96.65
96.76,99.44,99.53,96.76
98.98,99.24,99.31,98.50
99.07,99.68,100.19,98.90
99.58,98.88,99.95,98.14
99.25,99.34,99.54,98.69
99.68,98.31,99.99,97.90
98.33,97.06,98.33,96.99
97.81,97.67,98.38,96.76
100.00,100.04,100.88,99.16
100.00,100.10,100.22,99.20
100.05,100.12,100.42,99.15
100.00,101.51,102.84,99.95
102.26,102.03,102.67,101.41
101.88,101.01,102.11,101.01
101.35,103.05,103.40,100.94
102.27,107.12,107.24,102.27
106.25,105.71,107.72,104.25
104.65,104.95,105.62,104.00
106.65,104.55,106.90,103.75
104.89,104.33,105.60,103.94
105.47,109.45,111.53,105.23
109.55,107.05,109.95,106.89
106.78,107.93,108.08,106.56
110.51,109.85,110.55,108.19
110.35,109.27,110.40,108.88
109.88,108.46,109.88,108.03
108.85,109.27,109.56,106.88
109.42,108.40,109.48,107.75
108.51,109.36,109.96,108.51
109.78,109.84,110.34,109.19
109.77,110.28,110.94,109.58
110.17,110.17,110.97,109.56
110.30,109.92,111.94,109.63
110.34,109.63,110.58,108.76
109.80,110.68,111.41,109.49
110.36,109.74,111.88,109.29
111.23,112.88,114.33,110.58
113.10,111.80,113.91,111.44
111.98,113.18,113.40,111.63
112.47,112.30,113.62,111.91
113.06,113.55,114.22,112.71
114.28,115.64,115.80,113.64
115.45,114.29,115.99,113.77
115.40,117.60,117.99,113.82
117.65,117.47,119.54,116.71
117.22,117.88,118.25,116.15
117.81,118.44,119.02,117.08
119.73,118.00,120.31,117.96
118.39,117.75,118.71,116.75
116.81,116.33,117.53,115.29
116.00,115.98,117.01,115.47
116.48,115.40,117.20,113.80
115.39,116.25,117.66,115.22
115.41,113.90,116.61,113.79
115.00,115.20,115.89,114.45
115.23,114.81,116.03,113.70
115.44,110.22,115.65,109.58
110.97,110.25,112.11,110.10
109.86,110.75,112.22,109.65
121.50,124.86,127.09,120.00
125.63,125.00,128.10,124.56
124.52,123.32,125.43,123.00
123.47,125.44,125.87,123.14
125.55,124.96,126.68,124.29
125.20,126.26,127.00,123.84
126.71,127.34,127.50,125.61
127.18,126.79,128.32,126.09
126.54,125.94,127.48,125.72
125.98,127.56,128.06,125.77
127.31,127.92,128.48,127.31
128.31,126.50,129.10,126.33
126.64,125.50,127.83,125.38
126.09,125.79,126.82,124.50
125.82,125.03,126.09,124.43
125.05,127.36,128.44,125.05
125.92,126.28,127.18,125.13
128.33,126.42,129.99,126.16
126.42,125.59,126.71,125.08
126.23,126.74,127.32,125.86
127.03,126.80,128.13,126.46
126.82,126.78,127.87,125.96
127.25,126.94,128.49,126.48
125.86,126.49,127.01,125.26
126.91,124.56,126.91,123.81
124.45,124.60,125.48,123.87
125.61,126.30,126.50,124.86
126.19,125.95,126.19,124.65
125.84,124.52,126.50,123.48
124.37,124.75,125.07,123.36
125.58,126.33,127.92,124.31
126.44,124.70,127.15,124.09
125.23,123.56,125.71,123.13
124.36,122.75,124.51,122.68
122.31,123.89,125.30,122.07
124.61,124.65,124.90,123.51
125.26,126.50,126.60,124.76
126.96,127.25,128.49,126.60
127.45,126.86,127.48,126.21
127.06,126.40,127.33,125.56
125.14,121.64,125.77,121.57
121.44,118.11,121.66,117.52
118.07,119.16,119.46,117.39
120.15,121.58,121.70,119.36
122.63,118.61,124.62,118.61
117.29,116.25,118.69,116.15
117.25,117.20,118.55,115.76
117.41,117.54,118.49,115.86
118.45,119.51,119.58,117.76
119.48,120.84,122.34,119.07
120.63,121.40,121.52,119.95
121.53,121.61,125.37,121.53
121.40,122.15,123.09,120.56
121.85,122.34,123.04,120.54
121.81,120.63,122.29,120.01
121.60,121.44,123.23,119.60
121.37,119.83,121.37,118.86
120.03,121.29,121.47,119.40
124.07,120.98,124.16,120.76
121.26,121.69,123.03,121.15
120.63,121.03,121.70,119.65
120.70,120.49,121.59,119.84
120.64,119.45,121.25,118.51
120.02,122.46,123.10,119.65
122.43,124.56,124.87,122.16
124.79,125.25,125.66,124.26
125.69,123.41,125.69,123.07
123.64,123.14,124.02,122.16
127.78,124.23,128.45,120.13
123.86,121.67,123.99,120.21
121.48,122.80,123.47,121.31
122.79,122.11,122.79,121.12
122.11,122.58,123.02,120.71
122.11,122.50,123.67,122.11
122.98,123.24,123.71,122.49
124.03,121.44,124.03,121.24
121.42,121.11,121.80,120.00
122.11,122.31,123.35,121.58
122.33,124.17,124.30,122.33
124.22,124.47,124.49,123.20
123.88,125.23,125.82,123.77
124.82,126.46,126.51,124.73
126.53,127.43,127.77,126.16
127.65,128.41,128.65,127.13
128.20,127.71,128.97,126.79
127.07,126.97,127.63,126.21
126.53,126.14,126.92,125.44
125.80,124.28,125.91,123.52
124.65,124.80,124.84,123.36
124.36,125.01,125.29,124.15
125.01,125.95,126.60,125.01
126.71,129.72,130.51,126.71
130.00,128.84,130.51,127.33
129.40,129.80,129.91,127.89
129.70,130.67,130.82,129.21
130.67,131.66,133.92,130.67
130.98,129.85,131.53,128.02
130.30,130.53,131.71,130.02
130.50,133.48,133.51,130.50
133.67,134.92,136.12,132.88
135.86,134.53,135.95,134.35
134.27,134.25,135.19,133.60
135.05,134.94,135.20,134.13
133.97,134.00,135.08,133.80
133.99,132.27,133.99,131.64
132.71,133.58,133.61,131.23
132.51,133.16,133.92,132.00
132.96,133.29,133.57,132.49
133.65,134.81,135.27,133.65
134.25,132.64,134.81,132.39
133.52,131.82,133.52,131.17
130.97,129.86,131.37,129.73
129.92,130.47,130.87,128.66
130.31,128.55,131.00,128.48
128.22,124.15,128.34,123.89
124.68,123.59,124.93,123.25
124.90,126.63,127.73,124.20
126.13,125.55,126.91,124.96
125.24,124.49,125.27,123.80
124.52,122.96,124.78,122.94
123.20,124.20,124.50,123.01
123.86,121.11,124.54,121.03
121.32,121.06,122.62,119.71
121.72,124.02,124.35,121.17
123.58,124.41,125.55,122.85
123.59,122.99,124.51,122.99
123.97,121.85,124.28,121.63
122.30,125.11,125.20,121.70
125.81,125.25,126.39,124.58
125.21,124.71,125.59,123.50
125.20,122.93,125.45,122.68
129.00,131.59,132.37,126.25
132.35,131.47,133.42,130.88
132.08,133.33,133.35,131.88
133.41,134.02,135.00,133.34
133.94,135.14,135.33,133.50
135.40,134.48,135.99,134.24
134.63,135.41,135.99,133.93
136.15,136.33,136.96,135.61
136.13,136.06,136.68,135.72
136.47,137.44,137.53,136.01
137.59,137.41,138.06,136.28
137.43,136.42,137.81,135.86
137.14,137.88,138.75,137.01
138.42,138.30,138.97,137.97
138.30,138.27,139.58,137.95
138.01,137.76,138.55,137.05
137.47,136.80,138.27,136.02
136.39,135.88,137.08,135.55
136.07,135.90,136.30,134.56
135.01,134.42,135.56,133.58
134.76,133.86,135.24,133.25
133.71,133.99,134.76,132.85
133.39,135.42,136.47,133.10
135.31,134.37,136.16,134.28
134.43,133.62,134.50,133.31
133.73,131.76,133.73,131.38
131.00,130.90,131.14,129.27
130.70,129.12,131.28,129.09
129.51,130.62,130.71,129.00
130.62,128.20,130.92,128.20
128.68,130.10,130.37,128.68
128.30,130.64,130.94,128.30
130.84,130.30,131.09,129.01
129.89,130.52,131.44,129.08
130.20,132.97,133.23,130.03
133.76,135.13,135.39,132.21
136.34,134.42,136.34,134.26
134.34,133.81,136.10,133.38
134.24,136.84,136.88,133.74
135.72,133.99,136.75,133.06
133.35,132.81,134.88,132.70
133.41,130.88,134.20,130.76
131.35,133.98,134.05,130.80
131.76,133.51,134.95,130.14
131.52,132.43,134.15,131.40
133.84,135.79,136.03,132.69
135.50,139.57,139.85,135.49
140.85,141.02,142.08,140.33
141.71,138.78,142.20,138.30
141.15,140.78,143.61,140.64
141.25,142.04,142.13,139.48
142.16,144.46,144.52,141.86
145.00,145.78,146.23,143.75
146.33,145.03,146.33,143.95
145.00,145.71,146.00,143.96
147.25,146.96,147.25,145.71
148.16,147.76,149.30,147.11
147.09,148.44,148.75,147.09
149.27,149.37,149.84,148.56
138.50,145.56,147.50,137.17
145.88,141.85,146.58,141.30
142.23,145.17,145.18,141.80
145.00,144.98,145.39,144.23
144.71,146.27,146.50,144.71
146.45,146.00,147.27,145.40
146.80,144.81,147.61,144.35
145.21,145.83,147.03,145.21
145.44,146.24,146.52,145.44
146.00,144.74,146.15,144.08
144.21,145.19,146.25,144.08
146.06,145.49,146.42,145.44
145.74,145.58,146.17,144.12
146.00,145.45,146.44,143.11
145.86,145.71,146.38,144.75
146.00,147.08,148.06,145.67
146.41,147.07,147.77,146.13
146.71,148.48,148.87,146.55
148.44,152.04,152.15,148.36
152.42,153.25,153.53,150.66
154.21,154.18,154.37,152.38
154.89,153.68,154.89,152.89
152.01,158.25,158.65,152.01
158.16,157.24,159.12,156.81
157.34,159.16,161.27,157.34
158.92,160.25,161.99,158.92
161.70,161.01,163.36,160.29
161.00,157.01,161.26,156.98
157.28,159.55,159.70,155.87
161.05,160.74,161.56,159.29
160.71,159.85,161.21,159.01
160.22,159.44,160.66,158.79
160.51,161.19,162.52,160.27
161.44,160.23,162.40,160.22
160.28,160.00,161.25,159.86
160.18,161.22,162.13,159.74
161.21,160.03,162.08,160.00
160.64,159.28,162.69,159.26
160.85,158.56,162.50,157.47
158.17,156.47,158.99,155.90
156.56,156.36,157.29,153.90
157.61,159.72,160.61,157.06
163.36,161.12,163.46,161.00
159.95,160.30,161.62,158.39
160.13,158.93,160.41,158.22
159.62,153.76,160.72,152.33
151.90,150.83,153.16,149.38
151.17,148.02,151.86,147.83
148.00,150.00,150.20,147.20
150.04,152.66,152.75,148.45
152.49,153.35,154.08,152.07
154.40,156.54,157.62,153.90
156.99,155.78,158.05,154.64
155.75,159.23,159.25,155.75
158.09,159.03,159.52,156.87
159.49,159.30,161.13,158.52
159.69,160.26,160.98,157.58
159.56,159.00,160.98,157.40
159.00,155.97,159.47,153.29
157.21,157.07,157.35,154.47
156.76,156.47,157.27,154.52
157.74,160.16,160.66,156.79
160.40,162.00,162.43,160.22
161.62,160.74,161.76,159.07
160.82,162.90,163.23,160.79
163.50,162.39,165.00,161.54
155.00,151.42,157.08,150.95
151.02,150.16,151.83,149.20
149.91,150.23,151.38,148.86
149.65,153.22,153.60,148.50
153.18,153.27,154.95,152.46
152.64,155.06,155.14,151.82
155.59,157.18,157.21,154.71
157.35,156.40,157.70,155.30
156.50,156.25,156.57,155.50
156.25,155.38,156.71,155.22
155.74,154.93,156.24,154.63
154.71,154.77,155.41,153.93
155.39,154.47,156.60,153.50
153.97,150.83,153.97,150.44
151.82,152.52,153.23,150.93
151.71,149.07,152.96,148.47
149.00,148.29,149.51,147.75
146.80,146.53,147.65,145.10
146.97,147.33,147.72,145.61
146.88,149.32,150.23,146.88
149.20,149.61,150.40,146.58
149.96,151.12,151.23,149.49
151.02,150.00,151.69,149.83
149.56,149.03,149.71,147.01
149.06,149.19,149.42,147.42
149.40,151.91,152.29,148.48
151.06,149.51,152.22,149.49
148.90,151.01,151.91,148.15
150.87,148.73,152.18,148.62
147.63,149.41,150.33,146.70
149.67,151.39,152.13,149.35
152.29,152.08,153.27,151.20
151.80,149.69,152.57,149.48
147.78,143.75,148.84,143.45
143.95,143.98,145.64,143.02
143.77,145.73,147.26,143.34
146.05,146.71,147.10,145.79
146.96,148.81,148.84,146.36
148.31,148.05,149.23,146.99
148.67,150.20,150.53,147.57
149.97,149.18,150.75,148.92
148.77,149.05,150.19,147.63
149.45,149.58,150.40,148.56
149.13,150.00,151.31,148.32
149.01,149.80,149.80,147.93
149.83,152.40,152.53,149.83
153.28,152.40,154.66,152.18
152.23,151.51,152.61,150.50
153.65,146.69,153.98,146.54
144.82,148.61,148.74,143.20
148.99,144.99,148.99,144.54
145.00,144.50,145.23,143.00
144.50,144.66,145.18,143.51
144.43,143.00,145.21,142.90
143.09,145.34,145.46,142.63
145.25,145.45,146.15,144.95
145.45,143.99,145.73,143.42
144.32,144.09,144.84,143.00
144.39,144.53,145.84,143.89
145.46,144.76,147.00,144.37
144.98,145.51,146.45,144.10
144.74,147.13,147.17,144.10
147.00,149.38,149.49,146.63
150.00,149.86,151.22,148.75
149.57,151.62,151.84,149.52
150.99,151.88,153.12,150.85
152.65,152.94,154.84,151.98
152.76,149.90,153.97,149.90
144.19,157.50,160.90,143.00
157.42,160.20,161.55,156.73
160.07,158.00,160.82,157.44
158.29,157.22,158.80,156.51
157.25,156.35,158.05,155.63
155.31,153.22,155.69,153.19
154.28,153.32,154.89,152.71
153.26,155.36,155.42,152.20
155.72,156.53,156.83,154.81
155.73,156.60,157.10,155.54
156.27,157.39,157.86,156.03
157.25,157.31,157.85,156.59
156.40,157.42,158.54,156.24
158.55,160.27,160.65,157.54
160.31,160.53,161.08,159.68
160.29,161.21,161.65,159.98
160.12,158.32,160.68,158.12
158.41,159.05,159.59,157.87
159.12,158.99,160.67,157.65
159.67,160.25,160.78,159.13
159.64,160.50,161.94,159.49
161.02,163.26,163.50,160.33
163.71,163.89,165.00,163.04
164.00,163.42,164.72,162.70
163.46,164.20,164.59,162.97
164.98,164.28,165.16,163.48
163.08,158.93,163.08,158.81
160.41,159.29,160.73,158.03
160.59,162.65,162.85,160.31
163.58,162.11,164.30,161.18
161.37,163.42,164.42,161.22
164.74,163.53,165.20,161.68
162.63,159.99,163.82,159.12
161.29,162.07,162.66,160.68
163.95,164.11,164.98,162.96
165.05,169.31,169.33,164.98
169.39,167.21,169.90,167.06
167.21,168.47,169.13,166.46
168.91,169.36,169.82,168.27
169.07,169.70,169.86,168.06
169.70,168.69,170.00,168.24
168.54,167.53,168.93,166.55
167.48,168.22,169.84,166.84
169.05,168.39,171.09,168.25
168.66,168.31,170.06,167.80
167.53,168.34,169.18,166.50
169.08,170.30,170.74,167.69
170.65,173.06,173.61,169.88
172.98,172.54,173.68,170.91
173.44,174.21,175.00,172.06
174.93,173.81,175.11,172.22
174.30,175.10,176.10,173.70
175.52,175.27,177.22,174.09
175.59,172.74,175.78,171.36
172.76,173.75,174.03,171.54
174.87,173.66,175.32,172.92
172.74,171.92,173.73,171.56
170.69,172.00,172.58,169.40
173.90,187.79,192.27,173.00
188.49,187.03,190.14,186.76
187.24,184.69,188.06,183.12
186.22,185.77,186.27,183.59
185.28,187.84,188.50,184.39
187.48,184.45,187.65,184.37
182.13,177.54,183.93,177.23
173.26,173.75,178.70,151.30
177.49,171.22,179.13,171.14
173.94,171.46,174.47,169.13
172.81,176.23,176.30,172.25
175.50,176.48,176.83,174.66
175.91,175.25,176.99,174.30
172.53,172.62,173.92,171.47
173.72,175.25,176.11,172.77
175.17,173.24,177.04,172.70
171.82,172.13,173.41,170.96
174.73,175.32,176.33,171.90
176.10,174.92,178.40,174.35
174.39,174.88,176.70,173.10
173.71,174.84,175.45,172.80
175.10,175.00,176.04,173.48
175.03,176.85,177.84,173.35
175.92,178.59,178.99,175.41
178.39,178.28,181.03,177.53
176.40,173.70,177.59,173.30
174.32,174.75,175.65,173.04
173.68,174.44,175.00,172.54
174.36,175.87,176.08,173.96
175.19,174.80,175.19,173.62
175.84,176.84,178.76,175.60
176.53,171.40,177.77,171.28
171.27,170.53,172.31,169.40
183.49,189.53,192.50,183.48
190.28,192.04,192.64,188.10
189.81,191.69,192.02,188.03
193.56,191.17,194.61,189.42
191.34,191.10,192.44,189.40
191.40,190.35,192.18,188.91
190.40,187.35,191.15,186.46
186.88,189.52,189.91,186.13
189.75,191.28,192.46,188.90
190.85,190.85,191.85,189.65
190.45,187.07,191.00,185.16
188.07,190.55,190.87,187.63
191.84,190.80,191.94,189.81
190.78,191.40,192.03,189.79
191.78,193.59,194.30,191.50
194.50,192.15,196.08,191.75
192.89,191.87,193.90,191.28
193.71,191.94,193.79,189.00
192.82,192.45,194.19,191.88
192.25,193.27,193.89,191.38
194.01,194.28,194.67,192.30
194.64,197.48,198.57,194.40
197.66,198.43,199.39,196.51
199.14,200.38,201.17,197.98
200.15,198.70,200.64,196.64
198.77,199.34,199.79,196.80
199.96,200.34,201.21,198.16
201.24,198.72,201.24,197.07
198.71,194.90,198.88,193.76
193.77,194.11,196.12,193.77
194.37,194.67,196.07,193.38
173.75,164.64,177.00,164.23
163.31,161.62,165.33,161.19
161.00,164.22,164.54,159.69
165.09,164.09,167.22,162.53
164.37,164.44,164.67,162.60
164.19,162.37,165.27,162.22
162.86,162.82,165.10,162.55
162.68,162.62,164.50,161.50
160.82,163.19,163.86,160.82
164.00,164.30,167.07,163.65
164.88,164.84,164.88,162.83
164.69,162.73,164.75,162.61
162.99,162.34,163.98,161.17
162.21,157.93,163.22,157.09
158.10,154.78,159.23,153.25
155.06,155.83,156.33,154.18
155.68,151.22,156.90,150.62
150.61,149.88,153.08,149.00
149.75,153.21,156.26,149.65
153.17,151.76,154.23,150.33
149.22,148.85,150.83,147.79
148.73,147.61,150.35,145.89
148.35,156.17,164.25,144.73
159.00,160.82,162.00,157.01
161.13,153.07,161.90,153.00
151.20,149.57,153.27,149.41
150.81,149.65,151.49,148.25
150.11,147.83,150.49,147.28
148.43,149.06,150.05,146.56
148.28,149.13,150.32,148.27
148.44,150.55,150.92,148.14
151.73,152.20,153.00,151.29
152.20,151.40,153.07,151.18
151.26,150.51,151.94,150.45
149.25,152.24,154.48,147.51
152.35,151.20,153.79,149.89
149.68,147.20,150.05,145.78
144.80,148.83,149.46,143.13
149.03,145.56,149.44,144.87
146.13,147.05,148.12,145.06
147.52,148.07,148.97,145.74
148.34,142.16,148.89,141.76
142.18,141.32,143.00,139.16
138.03,144.29,144.70,137.66
145.09,144.62,146.44,142.90
142.58,143.39,145.11,139.40
143.24,143.80,146.39,142.27
144.94,144.43,145.85,142.59
144.99,144.72,146.33,143.24
145.44,151.47,152.71,144.76
151.15,151.52,154.06,150.18
152.96,148.56,153.70,145.67
149.87,152.05,152.23,148.18
151.70,154.89,156.34,150.68
154.38,151.86,154.94,150.67
151.58,147.94,152.95,146.02
147.46,147.85,148.44,145.48
147.54,143.94,147.96,143.44
142.77,141.45,143.10,136.06
141.15,141.50,143.64,139.13
141.13,138.57,143.50,138.41
137.04,138.41,142.77,131.59
139.54,140.77,141.40,137.19
142.04,146.00,148.97,141.18
147.17,143.41,149.01,142.99
142.35,143.32,144.84,140.56
143.52,143.63,145.09,141.35
145.25,147.87,148.47,145.02
148.44,147.55,151.34,147.37
147.34,150.42,150.62,145.47
150.80,150.08,151.49,147.05
150.60,150.05,151.38,148.41
150.00,148.44,151.06,148.38
149.92,153.35,153.54,149.30
152.44,152.17,153.82,151.32
151.34,153.88,154.20,149.87
154.07,152.37,154.27,151.17
151.37,151.52,152.87,150.38
150.59,149.68,152.65,149.17
150.98,153.77,154.09,149.75
153.80,156.15,156.29,153.54
156.84,158.57,159.16,155.97
157.53,159.34,160.14,157.35
158.33,158.58,160.12,157.35
158.46,158.96,160.16,157.02
157.78,157.94,158.84,156.30
158.27,157.47,158.50,156.66
157.48,158.61,158.75,157.38
157.98,158.19,159.27,157.47
158.23,161.09,161.92,157.53
160.99,161.82,162.04,159.95
161.43,161.76,162.88,159.39
161.59,163.03,163.08,160.43
162.36,163.79,165.99,162.36
162.48,160.34,162.71,160.25
160.41,160.42,160.98,159.33
161.21,159.23,164.14,157.56
158.50,160.47,160.90,158.10
160.90,159.88,161.07,158.18
158.86,155.83,159.53,155.13
157.00,156.11,157.29,155.00
156.25,154.77,157.28,154.75
154.66,156.50,156.60,153.50
157.68,160.49,160.90,157.46
160.23,160.94,161.51,159.74
161.02,161.19,162.02,160.02
160.38,160.94,163.29,159.27
161.87,160.79,162.72,160.30
161.02,158.39,161.34,158.39
158.40,157.13,158.83,156.38
157.38,158.40,158.96,155.18
157.59,157.39,158.31,155.63
157.89,158.28,158.76,156.19
158.07,159.27,160.07,156.95
157.58,155.87,158.43,155.43
155.98,156.10,156.50,154.14
156.34,155.46,156.76,152.69
155.23,156.01,156.97,153.91
154.26,155.84,156.30,153.69
152.99,148.74,153.11,148.20
150.15,150.52,151.06,147.26
150.00,151.53,152.06,149.41
152.39,152.29,153.58,151.37
151.74,148.13,152.17,148.06
148.99,150.00,151.03,147.99
149.57,145.56,150.02,145.19
145.55,148.14,148.61,145.45
146.93,144.08,146.93,143.31
144.01,143.81,145.49,141.88
134.12,143.54,144.22,132.98
143.36,146.39,147.16,142.78
145.58,145.87,147.50,145.10
144.90,149.34,149.95,144.90
149.28,153.53,154.34,148.80
154.55,156.66,156.79,153.50
156.81,156.31,157.76,155.90
156.99,153.84,156.99,153.71
153.84,153.34,153.89,151.93
151.39,152.15,153.16,150.58
151.67,150.71,152.67,149.73
150.71,150.24,150.72,148.51
150.32,151.71,152.06,149.44
151.50,153.52,154.19,151.48
153.89,156.78,157.46,153.89
154.90,153.02,155.64,152.70
152.49,152.55,155.07,152.49
152.75,152.63,153.59,151.10
152.88,153.64,155.18,152.68
152.41,153.94,154.22,151.74
153.57,154.55,155.00,152.41
155.74,155.58,157.27,155.34
155.56,154.44,156.31,153.89
154.57,153.16,155.25,153.09
154.44,154.93,155.11,153.71
151.00,154.52,155.97,150.92
153.74,153.78,155.70,152.20
154.87,156.98,157.16,154.28
158.03,161.01,161.78,158.03
161.02,161.63,161.70,159.50
162.16,164.33,164.70,161.78
162.46,161.19,163.64,160.32
161.06,161.45,161.94,160.40
161.54,161.13,162.61,160.05
162.29,164.85,165.26,161.68
164.85,163.69,166.32,163.58
164.50,163.55,164.92,162.55
164.15,162.91,164.73,160.54
163.46,164.96,165.46,162.44
165.45,164.59,165.79,164.39
164.92,164.40,164.92,163.95
163.17,163.70,163.77,161.66
164.61,163.75,164.61,163.42
163.49,164.09,164.36,162.99
164.71,166.03,166.23,164.20
165.99,166.67,166.77,165.38
166.94,166.23,168.12,165.67
167.02,164.73,167.66,164.47
164.67,170.34,172.87,164.41
170.00,169.86,170.29,168.50
169.26,168.50,169.57,168.07
168.17,166.61,168.48,165.35
166.44,168.65,168.66,164.99
168.38,170.18,170.38,168.31
170.50,170.49,171.95,170.20
170.49,168.88,171.31,168.75
168.75,166.50,169.56,166.29
166.57,166.65,167.48,165.57
167.80,166.71,170.42,166.66
166.09,166.00,166.50,163.49
166.75,167.76,169.90,165.55
162.00,160.40,165.40,160.34
160.00,158.05,160.42,156.93
158.50,157.43,158.80,156.63
156.97,158.04,159.72,156.97
158.97,158.47,160.96,158.04
159.37,157.94,159.91,157.76
158.93,160.36,163.97,158.93
160.05,160.18,160.92,158.94
159.69,156.83,160.62,156.20
156.83,157.67,158.39,156.71
157.98,156.66,157.98,156.08
156.79,157.38,157.86,155.89
158.20,158.76,159.62,157.75
158.79,158.57,159.65,158.05
158.81,160.14,160.86,158.73
160.30,161.88,162.28,160.02
160.67,158.87,161.14,157.21
156.86,152.96,157.74,152.96
152.72,153.37,153.88,151.42
152.93,151.18,154.01,150.66
151.54,150.72,152.49,150.14
150.49,148.94,150.85,148.71
148.26,148.11,148.99,147.73
148.11,148.44,148.97,147.44
149.05,145.89,149.26,145.28
145.58,146.33,146.57,145.15
147.62,149.15,149.74,147.00
149.00,149.24,149.82,148.23
148.73,150.10,150.24,147.80
151.58,151.01,152.70,150.59
151.25,149.00,151.34,148.69
148.92,146.74,148.93,146.08
147.11,149.12,149.50,146.26
148.53,146.94,149.26,146.56
147.32,146.54,148.09,146.11
147.62,148.93,149.40,147.50
148.67,148.71,149.09,147.42
149.39,148.13,149.67,147.23
149.00,148.06,149.82,147.80
147.96,146.76,148.47,146.45
146.63,147.96,149.07,146.57
147.26,146.78,147.61,145.10
147.58,146.64,148.56,146.30
146.39,143.27,146.72,143.14
144.15,142.99,144.89,140.58
142.06,142.23,145.00,138.02
142.09,141.30,142.73,140.87
140.68,141.93,142.20,139.76
142.92,141.10,143.54,140.64
140.43,143.81,144.26,140.09
143.52,143.96,144.66,142.69
143.44,139.22,144.54,138.98
138.45,140.20,141.41,138.19
140.33,140.08,140.82,138.83
139.88,139.79,140.92,138.54
139.66,138.14,140.00,137.12
138.80,138.85,140.29,138.23
138.85,136.19,140.00,135.76
137.54,137.54,137.83,136.22
137.45,137.67,139.00,136.10
134.79,140.33,140.54,134.08
140.85,145.82,146.45,140.85
145.11,145.02,147.23,143.63
145.28,142.90,147.00,142.20
164.00,164.33,166.90,161.53
163.21,162.98,163.74,160.95
163.44,166.32,166.97,162.34
166.12,162.57,166.73,162.22
162.75,166.90,167.39,162.00
167.63,170.29,170.98,167.07
170.26,171.04,171.51,168.65
171.69,170.86,172.02,170.13
171.15,170.77,174.31,170.55
172.34,169.80,173.49,169.70
169.48,169.72,170.67,168.41
169.18,170.76,171.57,167.32
