WYNN,Wynn Resorts,NASDAQ
101.28,101.99,102.09,100.05
102.23,90.72,102.23,90.00
96.41,91.88,96.49,91.15
92.28,91.50,92.49,90.08
93.13,93.50,94.75,92.02
93.75,92.16,94.47,91.45
91.82,90.88,92.48,90.39
91.04,91.90,92.15,90.43
92.00,90.12,92.71,89.85
90.33,88.31,91.06,88.00
89.10,89.27,89.70,88.00
89.01,88.25,89.19,87.70
87.81,88.34,89.00,87.74
88.63,88.24,89.22,88.01
88.23,87.08,88.67,86.62
87.07,87.17,87.52,86.74
87.10,86.51,87.45,85.57
87.20,87.46,87.89,86.20
87.71,90.28,90.46,87.71
90.80,91.44,92.33,90.64
91.08,92.43,92.63,90.81
93.88,92.75,95.00,92.62
93.67,94.83,95.47,93.36
94.32,92.93,94.76,92.03
92.63,91.94,92.80,90.22
92.50,90.53,92.50,90.50
