PII,Polaris Industries Inc. Common Stock,NASDAQ
95.66,95.04,96.32,94.57
95.52,93.50,95.65,93.00
92.45,92.73,93.46,91.06
93.84,93.14,94.18,92.59
94.20,93.50,94.21,91.77
94.35,94.95,95.14,93.92
94.77,95.00,96.18,94.49
95.76,95.70,96.76,95.26
96.69,96.03,97.92,95.51
95.72,95.83,96.45,95.23
96.82,96.67,97.07,95.41
96.98,96.93,97.62,96.68
97.85,98.61,100.24,97.44
98.74,98.23,98.74,96.96
99.70,100.43,100.51,99.50
100.43,101.20,101.34,100.29
101.50,101.85,102.39,100.55
102.00,101.64,102.59,101.22
102.25,101.94,102.59,101.27
102.37,103.17,103.54,102.11
103.00,102.99,103.30,102.48
103.34,103.48,103.71,102.23
105.20,106.02,108.91,105.05
106.64,107.61,107.94,105.75
106.77,109.60,109.64,106.58
108.62,108.86,110.29,107.93
108.78,108.89,109.44,108.00
109.72,110.09,110.84,108.49
110.78,112.14,113.42,110.65
113.33,115.12,115.64,112.82
112.05,115.07,115.64,111.26
115.00,115.14,115.96,114.09
115.13,115.21,115.56,113.51
114.85,112.67,115.54,112.61
113.40,113.49,114.15,112.64
113.05,113.41,113.87,112.01
112.73,113.12,113.83,112.53
113.48,116.39,116.52,112.96
116.08,115.97,116.65,115.28
115.10,113.17,115.10,112.26
112.89,113.61,114.05,112.69
113.61,112.90,114.61,112.83
113.04,114.02,114.84,113.04
113.81,113.40,114.47,113.00
113.70,112.98,114.44,112.50
113.45,114.02,114.12,112.57
114.08,113.54,114.43,113.34
112.69,109.89,113.00,109.61
109.86,110.79,111.26,109.33
110.72,111.10,111.89,109.89
111.35,109.21,111.35,108.85
110.60,109.86,111.64,108.68
109.91,111.12,111.50,109.11
110.99,112.24,112.71,110.83
112.41,111.57,113.04,110.04
111.66,114.73,115.29,111.61
116.39,121.10,121.57,115.59
121.00,121.02,121.23,119.30
121.00,120.60,121.08,119.76
120.42,121.99,122.30,120.28
123.87,123.89,124.70,123.00
123.97,125.68,125.90,122.98
125.18,126.38,126.77,122.82
126.83,126.60,127.74,126.10
126.80,124.77,127.11,124.12
124.99,125.17,125.55,123.30
125.16,125.54,127.47,124.39
125.88,126.11,127.01,125.28
126.54,128.33,128.49,126.09
127.47,128.20,130.40,127.40
127.14,129.18,129.82,126.01
129.01,130.66,131.21,128.57
129.85,128.50,130.46,128.47
128.00,129.73,130.61,127.60
131.14,134.33,134.95,130.55
133.05,129.95,135.38,129.83
130.29,125.98,130.73,125.76
126.33,124.70,126.76,122.72
126.36,129.08,129.68,126.36
128.19,130.37,130.49,128.09
129.29,131.27,131.43,128.81
130.83,130.10,131.23,128.75
131.72,132.47,134.32,131.72
132.32,132.92,132.98,131.36
134.00,134.74,135.39,133.09
135.46,136.03,136.90,134.23
133.30,130.69,134.68,127.41
130.86,132.83,134.80,130.71
133.34,133.07,133.49,131.09
133.59,133.01,134.00,131.91
133.21,131.30,133.40,130.18
131.65,131.88,133.20,130.75
132.00,130.53,132.44,129.56
130.71,130.95,132.22,130.02
131.26,131.09,131.78,130.01
131.48,133.18,133.83,130.94
132.75,132.15,133.00,131.12
132.64,130.27,132.64,129.41
130.72,126.24,131.15,126.10
126.54,127.13,127.82,126.53
127.62,130.24,130.62,127.62
130.23,130.11,130.50,129.08
132.83,136.21,136.28,132.05
136.46,134.03,136.97,133.83
133.90,134.80,135.37,133.33
135.00,131.83,135.52,131.19
131.49,130.53,133.09,129.69
131.59,130.73,131.94,129.91
131.81,134.46,134.48,131.32
134.38,133.74,134.46,132.79
134.19,134.35,134.82,132.83
134.35,134.12,134.83,133.55
134.46,133.98,134.55,132.91
134.72,133.47,134.99,133.26
133.37,132.99,134.93,132.32
132.09,133.26,134.00,132.09
132.41,133.88,134.59,132.13
133.81,135.13,135.49,132.97
136.00,135.98,137.79,135.70
135.98,138.80,139.00,135.43
138.63,138.76,140.44,138.26
139.24,134.88,139.24,134.68
134.94,134.42,135.85,133.52
134.75,133.83,135.81,133.23
134.94,135.54,136.00,134.21
135.54,135.90,136.34,134.60
136.11,139.91,140.00,135.40
139.87,139.59,140.18,138.73
139.90,141.57,142.07,139.06
142.05,143.21,143.64,141.92
143.39,142.96,144.08,142.53
143.08,144.23,145.05,143.05
144.22,143.33,144.84,142.83
143.90,145.78,146.08,143.12
146.13,145.64,146.41,144.86
145.36,145.00,145.87,144.08
145.50,144.62,146.40,143.39
145.00,143.64,145.27,142.84
144.80,144.78,145.75,143.74
145.23,145.50,146.88,144.17
146.47,144.97,146.99,144.10
145.61,143.66,146.13,143.22
143.63,138.97,143.90,138.58
139.47,140.17,140.34,138.31
140.52,139.63,141.25,139.49
139.57,138.11,140.70,137.62
138.13,136.89,138.59,136.44
138.42,135.92,138.42,134.04
136.23,141.36,142.00,135.93
139.65,137.45,139.65,136.12
136.99,133.00,137.40,133.00
133.50,132.10,134.01,129.70
123.98,128.12,129.97,122.25
128.05,125.67,128.53,124.90
126.99,127.69,128.62,126.99
126.31,125.20,126.47,124.90
125.00,120.93,125.04,118.80
121.68,123.04,123.50,121.37
122.02,119.98,122.02,119.16
120.44,121.93,122.90,120.00
123.17,124.44,124.72,121.92
124.15,124.30,124.97,123.55
124.72,126.31,126.83,123.80
126.37,127.15,127.88,126.00
126.60,130.28,131.03,126.20
129.96,132.12,132.99,129.52
132.40,130.97,132.99,130.70
130.93,129.66,132.86,129.50
129.85,129.46,130.94,129.30
129.88,129.83,130.93,129.29
130.40,130.55,132.34,130.25
130.60,129.89,131.06,128.91
130.52,133.22,133.50,130.52
132.73,132.12,133.03,131.42
132.06,134.03,135.03,131.39
131.99,133.31,134.55,131.99
135.17,136.52,137.33,134.61
136.72,137.24,138.42,136.43
137.86,139.15,139.96,137.58
139.69,138.02,139.89,137.04
137.21,138.88,138.90,136.75
138.88,138.25,139.95,137.56
137.34,140.59,140.59,136.82
141.00,138.56,141.45,138.29
137.98,138.30,140.21,137.86
139.57,140.19,141.26,139.31
140.25,141.09,141.74,140.00
141.12,139.08,141.48,138.07
138.86,140.29,140.38,138.22
140.62,139.39,141.44,138.87
140.58,138.76,140.99,137.00
139.99,137.25,140.62,136.13
138.39,137.25,139.17,136.37
137.66,137.00,137.66,134.76
137.76,138.07,140.97,137.43
139.61,139.71,140.55,138.15
139.95,142.56,142.58,139.69
142.99,142.82,143.98,141.78
143.00,141.77,143.27,141.58
142.80,139.22,143.18,138.26
138.76,133.83,139.63,133.00
133.44,136.61,136.89,133.04
136.89,136.39,137.31,135.26
136.50,131.89,136.90,131.34
130.65,130.50,133.36,130.02
131.75,133.22,133.57,131.38
133.68,133.59,135.64,130.70
134.81,136.83,137.50,134.40
136.96,135.39,137.70,135.22
135.18,135.70,136.57,133.31
137.15,140.31,140.34,136.82
137.58,139.57,142.35,137.58
140.28,137.67,140.61,136.56
137.39,134.37,137.76,133.85
134.84,132.45,135.49,130.18
132.91,132.95,133.66,131.25
133.03,134.33,134.65,131.31
134.63,135.48,137.24,134.03
135.90,136.40,137.90,135.61
135.49,136.03,136.74,134.11
135.17,133.86,136.25,133.77
134.09,132.75,134.46,130.57
132.71,132.43,135.07,131.86
132.41,132.34,132.65,131.02
133.23,135.52,136.00,132.50
135.47,134.69,136.44,134.54
134.53,131.57,135.21,131.35
131.25,127.46,131.58,125.53
127.62,128.41,128.91,126.10
128.00,128.74,129.79,128.00
128.61,126.39,128.73,124.73
127.24,128.30,128.75,126.53
128.60,128.41,130.88,127.87
128.68,130.50,130.73,128.07
131.33,132.12,133.17,130.24
132.50,130.89,132.50,130.15
131.38,130.93,132.00,130.05
130.50,128.92,131.19,128.38
129.60,127.61,129.60,126.15
127.11,126.37,127.37,125.35
125.92,128.25,128.89,125.75
128.30,129.09,129.48,126.79
129.75,132.71,132.74,129.60
132.70,132.69,133.16,131.85
131.99,130.97,132.40,130.54
130.00,130.05,130.56,129.19
129.88,129.18,130.29,128.66
129.72,128.55,130.03,127.82
128.73,127.97,128.90,126.79
127.91,129.90,130.09,127.33
130.23,130.99,131.03,129.09
131.46,130.04,131.83,129.60
130.11,129.16,130.22,129.15
129.41,130.05,130.18,128.83
129.84,127.55,131.21,127.53
129.11,129.15,130.00,128.65
129.00,128.94,129.43,127.27
128.93,129.75,130.09,128.62
129.54,130.24,130.47,128.82
130.47,132.38,133.81,130.30
131.59,131.62,132.43,131.00
131.58,134.78,134.93,131.42
133.53,132.37,134.92,132.07
132.34,131.55,132.38,130.09
131.49,133.06,133.96,131.49
130.68,130.23,131.57,130.00
130.28,132.02,132.17,130.28
132.74,133.20,133.50,132.17
132.76,130.71,133.66,130.48
132.50,132.62,132.94,130.21
131.56,131.85,133.27,131.12
131.76,132.80,133.83,131.64
132.70,133.18,133.37,131.80
140.60,145.52,146.68,139.91
146.91,146.23,148.35,145.22
146.09,148.42,149.63,146.09
147.92,148.39,149.50,147.38
148.41,147.92,148.56,146.34
148.09,147.80,148.99,147.58
148.64,150.39,151.00,146.68
149.13,147.54,149.70,147.04
147.50,146.84,149.08,145.06
148.00,148.24,148.98,147.07
148.12,147.73,149.80,147.41
146.61,147.28,148.00,145.95
147.42,145.71,148.24,145.26
145.71,147.05,148.14,145.71
148.50,147.89,148.54,147.20
147.63,147.25,149.07,146.12
148.19,147.76,148.75,146.93
148.22,148.70,148.75,146.68
148.99,147.62,149.57,146.91
148.64,150.23,151.51,148.09
151.25,150.15,151.59,149.55
149.43,149.41,150.08,148.73
149.66,148.81,149.67,148.22
148.89,147.81,149.00,147.51
148.62,147.77,148.94,147.07
147.82,147.92,148.54,146.54
148.51,146.94,148.51,146.05
145.56,145.68,146.50,144.05
145.88,145.38,146.25,144.85
145.22,147.26,148.12,145.04
147.55,146.52,147.76,145.09
146.50,147.67,148.26,146.47
146.77,147.80,147.99,145.10
147.26,146.98,147.40,146.05
146.64,144.80,146.81,144.38
145.00,146.40,146.47,144.29
146.16,148.21,148.48,145.76
148.44,147.56,148.84,147.14
147.56,147.05,147.97,146.11
146.13,146.89,147.74,144.88
147.35,148.06,148.97,146.39
148.50,149.14,149.98,148.11
149.59,150.03,150.30,147.81
149.85,147.75,149.96,146.50
147.71,148.23,151.46,147.47
148.06,149.47,149.72,148.05
149.40,149.79,151.50,148.75
149.94,152.17,152.61,149.11
150.38,151.21,152.88,150.31
150.94,149.79,152.18,149.03
149.32,144.89,149.32,144.35
145.17,145.49,146.61,140.86
146.28,145.60,147.62,145.01
146.05,146.83,147.53,145.53
146.18,145.86,147.86,145.03
145.66,147.67,147.74,143.80
147.26,145.71,148.12,144.03
145.77,142.59,146.02,142.51
142.53,140.76,142.94,139.56
141.43,142.76,145.35,141.07
140.80,142.58,143.04,138.21
141.45,144.91,145.14,139.46
146.78,143.50,146.98,142.90
143.48,144.83,146.04,143.09
147.30,149.07,149.12,145.78
150.68,144.15,150.68,143.00
146.30,147.34,149.62,146.09
147.26,146.18,148.05,145.64
146.18,146.68,147.39,145.15
147.08,149.57,149.74,146.62
149.82,148.31,150.27,147.50
148.03,148.56,149.74,147.46
150.20,150.86,151.63,149.35
151.59,150.41,152.71,149.79
149.70,149.74,149.88,147.42
150.49,152.00,152.16,148.71
151.94,156.50,156.67,151.25
156.54,156.50,157.98,155.58
156.80,157.55,158.70,156.63
157.69,157.53,158.27,156.36
157.53,158.43,159.08,156.80
158.93,156.17,159.33,155.77
156.16,155.40,157.29,155.38
155.40,153.70,155.69,153.21
153.47,154.64,155.22,152.97
154.67,156.17,156.46,154.01
155.89,155.78,157.93,155.11
158.18,155.72,158.19,155.63
156.75,157.51,157.69,155.75
158.00,157.00,159.21,156.37
156.90,156.23,156.99,155.30
156.90,156.71,157.82,155.78
156.93,154.31,157.78,153.10
154.71,153.76,155.56,153.49
153.92,153.96,155.21,152.88
153.96,153.32,154.50,151.66
153.59,154.32,154.62,152.92
154.14,150.53,154.55,149.01
148.92,150.33,151.14,147.60
150.15,147.08,150.15,146.53
147.36,146.00,148.95,145.88
146.35,144.72,147.60,144.57
145.10,143.09,147.73,143.08
142.90,141.76,145.39,140.61
142.25,143.95,144.37,141.19
146.22,148.53,148.59,145.13
148.59,148.54,149.07,147.09
148.95,149.10,149.44,147.16
149.75,150.02,150.89,149.56
149.52,150.40,151.97,149.31
151.20,151.51,152.40,150.51
151.66,153.04,153.78,151.04
152.46,151.82,153.56,151.69
151.97,151.24,153.38,151.14
152.59,148.83,152.59,148.11
148.83,147.65,149.05,146.59
147.64,144.96,148.70,143.75
145.99,150.21,150.32,145.61
151.66,152.85,153.34,151.29
149.36,145.61,150.50,145.23
145.34,142.45,146.05,141.81
140.49,138.40,141.68,135.59
136.83,140.90,140.99,136.35
140.93,137.55,141.88,136.67
136.67,138.06,138.33,135.59
137.40,136.04,138.40,134.54
135.92,136.98,139.34,135.31
137.75,136.84,137.88,134.92
137.02,135.96,137.02,134.72
136.85,141.47,142.00,136.85
139.74,149.13,150.09,137.30
148.15,146.63,149.12,146.07
147.29,148.01,148.98,145.57
146.43,144.59,148.90,144.43
144.59,144.15,145.29,141.39
144.55,146.14,146.61,144.21
145.68,144.71,146.79,144.45
144.85,147.94,147.94,144.82
148.30,148.50,149.71,146.92
147.93,149.46,149.98,147.58
150.03,152.09,152.09,149.05
150.90,151.95,153.89,150.52
152.96,154.11,154.77,151.95
154.58,156.00,156.64,153.29
155.64,155.43,156.92,155.15
155.07,155.63,157.16,154.51
154.60,154.68,156.09,153.77
154.95,155.57,155.94,154.54
155.14,155.61,155.61,154.02
155.28,155.12,155.72,154.62
155.49,157.19,158.18,155.27
156.60,157.62,158.23,156.17
157.29,153.33,158.24,153.26
153.33,155.75,156.37,152.62
155.92,155.07,156.38,153.61
155.06,153.25,155.06,152.20
153.35,151.76,153.92,151.42
151.06,148.79,151.68,148.65
149.06,148.49,149.85,148.01
147.49,148.25,148.54,145.88
148.27,147.09,148.90,146.73
147.94,148.73,149.07,146.80
148.40,147.76,148.64,146.26
147.42,148.41,150.05,147.42
148.15,147.92,148.74,145.60
147.92,147.71,148.01,145.78
147.76,147.08,148.30,146.24
147.60,143.26,148.16,142.76
143.68,142.57,144.76,141.14
142.87,140.79,142.91,140.68
142.27,140.61,142.93,140.57
140.00,140.37,141.58,139.54
140.39,142.29,143.30,140.13
143.31,143.39,144.99,142.68
142.05,141.10,142.82,140.51
141.30,141.69,141.82,139.84
142.06,142.15,144.16,141.55
141.23,141.00,142.25,140.79
140.96,142.05,143.23,140.65
142.39,143.04,143.12,141.28
143.00,146.00,147.93,143.00
146.46,143.54,146.71,141.91
143.73,141.60,144.37,141.45
140.00,140.00,141.29,139.15
140.32,141.56,142.67,138.85
140.85,141.88,142.78,140.55
141.24,142.55,143.36,141.04
143.65,144.79,145.60,142.67
143.64,138.61,143.64,138.04
139.55,140.98,141.00,138.70
146.00,146.70,147.47,143.39
147.07,141.59,147.07,141.02
142.44,141.37,143.00,140.40
141.00,142.67,142.92,140.24
141.93,140.11,142.80,140.05
139.74,136.96,139.98,136.16
137.95,139.51,139.95,136.84
140.11,141.33,141.85,139.55
141.50,140.14,142.64,140.01
140.63,139.76,141.46,139.35
139.46,140.00,140.80,139.42
141.33,143.01,143.72,140.49
142.63,142.95,143.80,142.28
141.86,142.33,143.59,139.95
141.68,140.09,141.90,138.76
140.91,139.96,140.91,138.84
139.46,139.99,140.50,138.58
138.88,141.88,142.99,138.38
142.58,140.83,142.84,140.11
141.89,147.88,148.62,141.89
147.85,146.38,149.62,145.58
146.36,146.32,147.16,145.00
145.71,145.50,146.09,143.72
145.59,145.52,146.30,144.05
144.80,144.86,145.39,144.15
144.38,143.05,145.45,143.00
143.17,144.96,146.49,142.20
144.30,143.55,145.26,143.44
144.22,146.84,147.20,143.36
145.50,143.64,146.23,143.04
143.50,144.46,144.70,142.40
143.38,143.63,144.85,142.96
143.91,142.60,144.31,142.01
143.66,143.85,144.88,142.59
144.61,146.52,146.53,144.03
145.56,145.80,145.93,144.28
144.87,145.15,146.16,144.03
144.74,145.12,145.69,144.00
145.92,148.87,149.00,145.92
148.87,150.64,151.56,148.86
150.88,151.18,151.98,150.62
151.59,150.53,151.89,149.88
150.91,151.48,152.50,149.95
151.51,150.33,152.47,150.09
150.09,149.10,150.87,148.85
150.27,149.88,152.13,149.81
148.28,146.74,149.65,146.53
147.68,148.11,149.58,146.83
149.38,148.69,149.97,147.58
149.79,149.14,149.83,147.94
147.24,148.38,149.77,146.75
148.17,148.50,148.86,145.57
147.96,147.65,148.98,146.71
149.05,148.22,150.32,148.18
149.79,151.05,152.00,149.34
152.19,152.21,152.97,151.25
152.31,155.34,156.25,151.12
156.35,154.27,156.35,153.72
154.35,153.49,154.84,152.56
153.75,152.33,154.99,151.80
153.05,152.93,153.30,151.77
153.81,153.38,154.97,152.35
144.84,147.71,148.31,143.50
147.82,143.15,147.82,142.92
143.78,139.65,143.89,138.90
138.82,136.54,139.00,135.69
137.71,136.86,138.64,134.92
136.83,137.63,137.79,135.10
136.97,137.07,137.84,135.30
137.66,137.06,138.34,135.81
137.05,133.50,137.13,132.95
133.46,133.22,134.21,131.57
134.37,136.77,137.07,133.79
136.98,135.53,136.98,133.40
135.50,135.86,136.10,134.82
136.29,139.54,139.88,136.00
138.02,137.32,138.37,136.85
135.50,136.97,137.35,133.94
137.28,137.40,138.81,135.64
137.65,137.97,138.96,136.80
137.29,138.81,139.77,135.93
138.95,137.40,139.59,136.39
137.00,135.04,137.84,134.75
134.20,131.79,135.54,131.57
130.60,128.58,131.18,127.24
119.96,122.95,126.97,119.96
127.00,122.89,127.26,122.66
124.99,126.75,127.12,123.54
128.08,130.64,131.00,127.73
130.01,131.22,131.82,128.86
130.53,129.87,131.63,129.45
127.42,125.94,129.16,125.73
127.45,129.56,129.62,126.78
131.69,132.99,134.81,130.85
131.09,130.15,132.38,129.76
132.45,133.63,134.59,131.38
132.32,127.67,132.32,126.05
127.41,127.84,129.40,127.40
127.34,127.86,127.91,125.82
127.76,127.25,128.95,126.90
127.31,129.14,129.68,127.05
129.10,131.23,131.71,128.84
131.03,129.95,131.50,129.72
128.64,126.80,128.87,126.34
127.80,126.38,128.55,126.06
124.62,126.04,126.25,124.29
126.13,120.29,126.36,120.15
119.65,122.73,124.20,119.01
123.80,122.99,124.37,122.45
122.27,118.18,122.69,117.01
118.58,118.68,119.35,117.38
119.82,119.87,120.49,119.25
120.34,118.19,120.81,115.63
117.10,118.45,118.75,115.90
119.51,119.77,121.97,118.96
119.90,118.75,120.47,118.12
118.75,120.26,120.29,117.99
120.27,121.00,121.63,119.68
121.00,120.41,121.56,119.36
121.53,122.09,123.87,120.65
121.76,121.05,122.98,120.72
121.09,119.72,122.43,119.50
119.89,119.69,120.68,118.68
120.10,122.16,122.31,120.08
122.15,124.26,124.38,121.70
122.87,120.10,124.39,119.35
112.92,107.83,113.29,104.10
107.22,109.95,112.42,106.87
110.93,110.33,111.01,108.94
109.96,109.72,112.00,109.25
110.26,109.07,110.63,108.45
109.63,111.24,111.25,108.75
111.29,112.69,113.05,111.21
112.88,112.34,113.52,112.09
112.53,113.61,114.00,112.09
113.27,115.34,115.90,113.27
115.86,114.95,117.29,114.69
115.13,114.34,115.32,114.00
114.21,114.02,114.83,112.80
114.00,113.21,114.20,112.51
113.04,114.28,114.32,112.51
114.69,110.64,114.89,110.46
110.15,110.25,111.72,109.80
110.16,106.91,110.36,106.34
105.95,105.49,106.17,103.81
103.00,103.00,104.88,102.12
103.14,105.16,105.59,102.90
105.36,105.04,105.99,104.30
105.71,105.47,107.33,105.00
105.43,105.73,107.27,104.50
105.25,106.45,106.89,103.64
106.32,107.13,107.56,106.01
107.16,105.70,107.30,105.54
105.65,105.43,106.45,104.75
105.31,105.78,106.35,105.13
105.93,104.96,106.29,104.45
105.47,103.44,105.99,102.98
100.96,99.11,100.96,98.52
98.00,97.32,98.17,95.77
96.35,98.32,99.20,96.25
97.57,94.92,98.91,94.60
95.39,95.41,97.88,95.04
94.61,93.41,94.76,92.87
93.42,93.38,94.39,92.39
94.05,94.62,95.51,93.63
95.14,95.29,96.21,94.31
88.36,85.01,89.13,85.00
84.27,84.78,86.59,83.51
85.23,83.30,85.40,82.82
83.54,84.37,84.95,81.42
84.57,86.78,86.97,84.46
86.68,86.14,87.20,85.74
86.05,86.54,86.92,85.07
87.14,87.35,89.20,86.51
87.18,86.31,87.50,85.78
86.25,85.95,87.07,85.67
85.15,88.36,88.42,84.05
88.36,87.22,89.21,86.09
85.77,84.55,86.68,83.60
83.32,82.39,84.26,81.97
83.28,80.40,83.33,80.30
80.56,80.10,80.80,78.47
81.07,79.14,81.56,77.59
79.49,79.37,80.51,78.61
79.64,80.20,81.29,77.71
79.08,79.02,79.42,76.65
79.76,79.48,80.47,78.35
78.01,81.74,82.39,77.02
81.98,80.87,83.68,80.44
82.91,81.95,83.42,80.37
81.93,80.34,82.62,80.02
76.60,72.99,78.02,69.06
72.84,70.18,73.04,69.50
70.79,69.61,71.08,67.80
70.66,73.84,74.01,70.48
73.47,75.17,75.60,73.00
74.34,75.64,76.30,74.10
76.37,78.28,79.09,74.76
78.34,82.87,82.92,77.70
82.87,82.68,83.31,81.15
81.12,79.21,81.71,77.76
78.36,78.17,80.65,77.25
78.78,78.65,80.86,78.13
77.58,77.30,78.22,75.91
77.98,79.80,80.00,76.56
80.96,83.51,83.79,80.65
83.95,86.81,87.98,83.95
87.29,86.36,87.29,85.65
86.03,85.85,86.89,84.42
87.00,88.76,88.92,87.00
88.18,86.60,88.73,86.37
86.60,87.67,87.87,84.73
87.84,89.18,89.47,85.94
89.64,91.29,91.47,88.82
90.41,87.91,91.05,87.85
88.78,90.01,90.11,88.09
90.06,90.44,90.56,89.30
90.83,92.15,92.78,90.71
92.45,92.04,92.90,90.86
91.61,94.04,94.43,91.23
94.04,94.47,98.02,93.40
95.47,95.88,95.89,94.10
96.59,96.26,97.49,94.23
97.57,97.85,98.58,96.78
97.19,97.55,98.98,96.98
97.25,95.29,97.57,94.82
94.79,97.01,97.76,94.79
97.18,98.56,98.99,96.31
99.05,99.72,100.95,99.05
99.72,100.07,100.67,98.31
99.72,99.75,100.28,98.40
99.60,96.22,99.60,96.19
95.83,97.91,98.10,94.34
98.01,98.25,99.05,97.62
97.68,98.47,98.78,95.10
99.23,97.25,99.50,96.99
97.43,98.48,98.99,97.04
97.54,98.31,98.58,96.71
98.61,95.92,98.98,95.59
95.59,96.61,96.77,94.43
96.47,93.41,96.47,93.10
92.59,91.64,92.88,89.84
92.92,94.32,94.89,92.20
94.81,92.64,95.85,92.01
93.00,93.48,93.58,92.56
94.49,96.72,96.99,94.25
94.50,95.27,96.72,93.97
95.48,95.67,95.74,94.57
94.80,95.76,96.73,93.91
95.75,94.38,95.96,93.32
94.51,96.23,97.23,94.02
93.78,97.79,99.33,91.40
97.98,100.55,104.25,97.41
100.45,100.90,101.53,99.68
101.47,101.03,102.32,100.36
101.33,100.69,101.79,99.86
100.58,98.57,100.63,98.25
98.52,97.88,99.19,96.75
98.00,98.94,99.93,97.68
98.50,97.46,98.64,95.37
96.85,95.50,97.65,95.18
95.76,92.75,96.07,92.23
92.59,88.97,93.97,87.43
88.96,88.26,89.88,88.09
88.43,88.57,88.87,87.52
87.67,85.75,88.11,85.71
85.26,85.10,86.17,84.50
85.20,83.50,85.91,83.34
83.97,84.38,84.80,83.07
83.97,83.60,85.56,83.26
83.45,82.90,84.94,82.83
82.30,82.90,83.23,80.50
82.81,83.88,83.97,82.50
84.17,82.21,84.80,82.15
82.72,84.09,84.85,81.72
84.68,86.15,86.51,84.34
86.31,85.35,86.61,84.89
85.02,86.41,86.59,84.31
86.67,85.02,87.45,84.61
84.36,84.45,85.23,83.06
84.21,83.98,84.37,83.13
83.39,83.75,83.97,80.64
84.07,83.61,84.25,81.92
81.99,84.64,84.77,80.33
84.65,85.92,86.45,84.65
85.34,84.53,85.34,84.18
82.56,81.32,82.56,80.95
80.73,79.94,81.39,79.92
79.45,79.58,80.20,78.96
79.90,79.87,82.64,79.73
79.50,80.92,80.95,79.22
81.07,83.02,83.20,80.79
83.89,84.44,85.87,83.75
84.66,83.27,85.35,83.08
83.01,83.42,83.75,82.02
84.48,85.10,85.64,84.27
82.93,80.45,83.37,80.00
79.35,78.21,79.35,77.58
79.12,80.19,80.73,79.03
80.82,80.93,81.46,79.40
81.16,81.76,82.01,79.55
80.84,86.34,88.20,80.46
84.98,82.73,84.98,82.19
82.04,82.30,82.41,80.15
82.74,82.94,83.79,82.09
84.24,85.23,86.27,84.22
85.99,86.23,86.70,85.71
85.11,88.11,88.39,85.07
87.59,87.59,88.93,86.88
88.11,87.77,88.90,87.41
87.77,88.07,88.79,87.11
87.55,88.51,88.99,87.48
87.85,87.10,89.07,85.81
85.60,95.03,95.76,85.41
95.89,96.87,98.94,95.16
97.10,96.56,97.47,95.32
96.26,96.99,97.38,95.94
94.74,95.10,97.10,92.91
95.41,95.67,96.92,94.68
94.87,95.33,95.57,93.62
95.04,98.75,99.00,93.86
98.76,94.67,98.93,94.29
94.67,92.29,94.99,92.07
91.85,94.07,94.46,91.00
94.13,94.37,95.14,93.63
94.90,95.26,96.08,94.56
96.89,97.08,97.59,96.02
96.81,95.75,97.56,95.45
95.86,94.70,96.22,94.29
95.51,94.86,96.29,94.66
94.80,94.84,95.72,94.14
95.15,98.66,98.73,95.14
97.50,94.79,98.32,94.54
94.72,93.85,95.35,92.88
93.98,91.63,94.24,91.22
91.43,92.79,93.43,90.01
92.76,92.00,93.29,91.66
92.86,93.14,93.99,92.41
93.11,91.65,93.92,91.46
91.59,91.22,91.97,90.61
91.55,90.82,92.98,90.21
91.08,90.14,91.19,89.92
89.52,88.87,90.36,88.68
88.10,86.64,88.20,85.16
86.42,85.82,87.11,85.21
86.34,83.94,86.79,83.59
84.48,83.52,84.74,82.78
83.77,83.82,84.27,82.98
83.12,82.79,83.63,82.07
82.08,80.84,83.30,79.59
74.36,76.79,77.49,73.10
75.98,74.85,76.35,73.55
75.03,73.41,76.07,73.23
73.23,71.79,73.80,71.50
71.59,70.50,71.75,70.14
71.10,71.99,73.02,71.08
72.10,71.52,72.61,71.49
72.05,73.94,74.77,72.05
74.70,73.81,75.47,73.68
73.68,74.89,75.14,73.52
74.31,74.08,74.77,74.03
74.16,75.23,75.50,73.55
75.65,75.02,76.72,74.48
75.07,75.47,76.37,74.76
76.14,77.44,77.86,75.75
77.16,77.50,77.70,76.43
76.65,74.07,76.65,73.10
74.51,75.50,76.15,74.16
75.46,74.28,75.57,73.88
74.35,74.02,74.38,73.07
74.84,75.01,76.21,74.57
75.01,74.03,75.45,73.32
75.62,76.15,77.62,74.87
75.42,75.45,75.84,73.85
75.87,75.79,76.50,74.80
75.75,76.02,76.63,75.26
76.79,77.54,77.67,75.55
77.87,79.04,79.44,77.36
78.70,79.23,79.46,78.35
79.01,80.03,80.42,78.05
81.00,81.65,82.14,80.49
76.80,78.61,81.69,76.22
78.00,76.60,79.85,76.47
77.13,75.04,77.13,74.77
75.28,75.27,76.13,74.62
75.59,76.61,76.68,74.00
76.80,74.68,77.14,73.98
74.65,76.32,76.86,74.65
76.24,75.84,76.99,75.72
75.86,76.73,78.43,75.86
78.25,80.11,80.77,78.25
79.54,80.01,80.72,78.94
77.55,83.33,83.51,77.35
83.61,89.43,90.10,83.56
89.33,89.81,90.40,88.28
90.50,88.50,92.50,87.78
88.16,86.83,88.82,85.78
86.77,85.27,87.20,84.41
86.33,85.11,87.06,84.81
85.24,83.93,85.80,83.77
84.69,85.36,86.30,84.46
85.89,87.67,87.80,85.40
87.10,88.72,88.73,86.79
89.06,89.35,89.88,88.73
89.00,87.39,89.21,87.33
87.33,86.68,88.12,86.14
87.28,86.86,87.64,86.18
87.42,90.72,91.11,86.99
90.66,87.46,90.88,87.22
87.98,88.45,90.62,87.35
