XOMA,XOMA Corporation - Common Stock,NASDAQ
3.62,3.50,3.70,3.50
3.52,3.58,3.61,3.39
3.55,3.33,3.57,3.31
3.37,3.45,3.51,3.36
3.48,3.64,3.73,3.47
3.66,3.59,3.71,3.46
3.59,3.63,3.69,3.50
3.61,3.67,3.78,3.61
3.67,3.68,3.74,3.64
3.63,3.86,3.89,3.63
3.95,3.93,3.95,3.81
3.95,3.85,3.98,3.82
3.86,3.93,4.03,3.77
3.91,3.87,3.92,3.82
3.91,3.93,3.94,3.85
3.91,4.53,4.55,3.90
4.70,4.74,5.10,4.56
4.74,4.71,4.80,4.42
4.71,4.67,4.78,4.62
4.67,4.72,4.88,4.61
4.65,4.86,4.93,4.65
4.82,4.96,5.01,4.81
4.99,5.08,5.33,4.91
5.23,5.02,5.34,5.01
5.05,5.24,5.35,4.96
5.20,5.24,5.29,5.11
5.25,5.41,5.53,5.21
5.41,5.40,5.52,5.29
5.41,5.43,5.51,5.40
5.49,5.31,5.50,5.25
5.23,5.39,5.45,5.19
5.36,5.33,5.42,5.28
5.30,5.25,5.37,5.20
5.23,5.30,5.32,5.04
4.90,4.17,5.03,4.13
4.17,4.02,4.21,4.00
4.00,3.87,4.14,3.87
4.07,4.00,4.25,4.00
4.01,3.99,4.04,3.92
3.86,3.93,4.04,3.85
3.89,3.91,3.94,3.87
3.90,3.62,3.94,3.62
3.82,4.07,4.22,3.79
4.04,4.02,4.08,3.90
4.07,4.50,4.54,4.07
4.50,4.42,4.50,4.39
4.46,4.69,4.80,4.41
4.68,4.31,4.72,4.29
4.38,4.77,4.85,4.38
4.82,4.76,5.09,4.64
4.78,4.67,4.90,4.62
4.76,4.64,4.76,4.59
4.66,4.64,4.71,4.59
4.66,4.59,4.76,4.55
4.61,4.71,4.78,4.32
4.76,4.94,4.95,4.64
5.00,4.86,5.01,4.82
4.86,4.70,4.87,4.65
4.68,4.58,4.69,4.54
4.62,4.60,4.66,4.51
4.68,4.56,4.72,4.53
4.55,4.63,4.66,4.41
4.62,4.58,4.64,4.45
4.60,4.59,4.64,4.49
4.59,4.57,4.63,4.46
4.54,4.46,4.55,4.29
4.47,4.50,4.53,4.37
4.51,4.40,4.52,4.39
4.41,4.42,4.47,4.36
4.38,4.41,4.45,4.38
4.36,4.49,4.52,4.30
4.50,5.16,5.20,4.47
5.12,5.41,5.53,4.95
5.40,5.23,5.54,5.13
5.27,5.39,5.50,5.21
5.33,5.18,5.46,5.17
5.18,4.82,5.35,4.80
4.83,4.44,4.87,4.35
4.63,4.68,4.79,4.52
4.68,4.67,4.86,4.54
4.64,4.79,4.83,4.53
4.78,4.54,4.78,4.52
4.60,4.65,4.72,4.55
4.65,4.82,4.91,4.57
4.74,4.74,4.82,4.62
4.76,4.53,4.76,4.51
4.58,4.62,4.66,4.39
4.61,4.68,4.78,4.59
4.71,4.84,4.86,4.66
4.85,4.71,4.86,4.60
4.73,4.64,4.73,4.58
4.63,4.49,4.72,4.44
4.52,4.37,4.64,4.36
4.60,4.51,4.67,4.38
4.50,4.21,4.57,4.15
4.21,4.30,4.43,4.19
4.30,4.29,4.35,4.21
4.30,4.38,4.45,4.23
4.39,4.02,4.43,4.00
4.02,3.88,4.13,3.85
3.86,3.72,3.86,3.67
3.71,3.98,4.00,3.68
3.93,4.04,4.06,3.88
3.91,4.12,4.13,3.90
4.11,4.16,4.18,4.07
4.17,3.90,4.20,3.84
3.89,3.83,3.91,3.78
3.84,3.86,4.05,3.81
3.90,4.06,4.07,3.90
4.06,4.16,4.16,4.05
4.18,4.10,4.21,4.02
4.10,4.28,4.34,4.08
4.31,4.62,4.63,4.28
4.67,4.78,4.81,4.55
4.95,5.84,6.03,4.82
5.60,5.88,5.91,5.50
5.79,6.11,6.28,5.62
5.84,6.01,6.24,5.81
6.07,6.02,6.20,5.92
6.04,5.93,6.15,5.82
5.90,6.01,6.01,5.70
6.06,5.62,6.16,5.55
5.60,5.66,5.75,5.40
5.27,5.27,5.48,5.24
5.27,5.52,5.58,5.27
5.54,5.45,5.75,5.42
5.50,5.81,5.81,5.45
5.66,6.30,6.32,5.65
6.33,6.70,6.72,6.33
6.65,6.85,6.97,6.51
6.99,7.07,7.17,6.89
7.10,7.30,7.45,6.98
7.32,6.91,7.33,6.75
6.93,6.95,7.06,6.88
6.97,6.73,7.06,6.65
6.66,6.92,6.93,6.43
6.93,7.09,7.10,6.90
7.12,7.06,7.14,6.95
7.02,7.00,7.23,6.84
6.39,7.16,7.47,6.39
7.68,8.17,8.18,7.29
8.23,8.32,8.44,8.10
8.28,7.89,8.99,7.83
7.90,8.32,8.37,7.85
8.55,8.19,8.75,8.15
8.21,8.38,8.64,8.21
8.40,8.20,8.40,8.15
8.39,8.40,8.44,7.98
8.40,8.26,8.44,8.19
8.34,8.33,8.34,8.01
8.11,7.51,8.13,7.29
7.43,7.39,7.70,6.75
7.43,7.63,7.71,7.42
7.49,7.65,7.79,7.27
7.75,7.97,8.10,7.75
7.86,7.77,8.02,7.65
7.77,7.12,7.86,7.00
7.13,7.35,7.48,7.08
7.30,7.08,7.30,6.95
7.11,7.01,7.24,6.90
7.07,7.33,7.38,7.01
7.36,7.68,7.79,7.35
7.74,7.49,7.77,7.40
7.52,7.41,7.85,7.36
7.25,7.49,7.60,7.11
7.44,7.34,7.68,7.25
7.42,7.44,7.79,7.33
7.40,7.27,7.53,7.27
7.24,7.60,7.67,7.20
7.64,8.48,8.62,7.45
8.47,8.85,9.13,8.47
9.51,9.26,9.53,8.85
9.30,8.93,9.35,8.92
8.86,8.91,9.11,8.84
8.88,8.36,9.03,8.06
8.07,8.91,8.94,8.07
9.11,9.44,9.57,9.10
7.27,6.82,7.53,6.80
7.00,6.55,7.05,6.45
6.59,6.33,6.65,6.05
6.28,6.43,6.44,6.03
6.10,5.87,6.36,5.84
5.78,6.06,6.09,5.71
6.08,6.15,6.23,5.95
6.03,6.02,6.17,5.91
6.07,5.95,6.23,5.91
5.97,6.40,6.43,5.97
6.28,6.30,6.45,6.21
6.29,6.23,6.42,6.21
6.29,6.06,6.29,5.85
6.04,5.41,6.05,5.40
5.54,5.40,5.64,5.21
5.48,5.03,5.53,5.00
5.00,5.26,5.28,4.82
5.24,4.96,5.25,4.92
4.98,5.21,5.22,4.77
5.20,5.27,5.54,5.07
5.30,5.24,5.39,5.12
5.28,4.92,5.29,4.86
5.02,4.65,5.05,4.47
4.65,4.62,4.77,4.40
4.65,4.67,4.78,4.48
4.67,4.74,4.79,4.65
4.73,4.30,4.80,4.28
4.20,4.14,4.49,4.09
4.24,3.96,4.31,3.84
3.99,4.20,4.22,3.88
4.26,4.32,4.34,4.08
4.29,4.21,4.42,4.19
4.18,4.33,4.33,4.10
4.36,4.45,4.50,4.35
4.44,4.30,4.49,4.17
4.34,4.20,4.35,4.03
4.15,3.96,4.20,3.95
4.00,3.82,4.13,3.72
4.11,4.59,4.85,4.02
4.53,4.44,4.60,4.32
4.41,4.38,4.55,4.25
4.39,4.30,4.47,4.29
4.28,4.65,4.69,4.20
4.62,4.29,4.67,4.27
4.30,4.21,4.35,4.08
4.13,3.43,4.14,3.42
3.43,3.64,3.65,3.43
3.68,3.93,3.97,3.60
3.90,3.84,3.96,3.74
3.83,3.71,3.88,3.66
3.67,3.59,3.74,3.47
3.58,3.63,3.64,3.50
3.60,3.76,3.79,3.59
3.72,3.65,3.79,3.64
3.70,3.73,3.77,3.60
3.75,3.87,3.94,3.73
3.87,4.05,4.07,3.82
4.10,4.17,4.23,4.02
4.17,4.14,4.23,4.07
4.22,4.22,4.28,4.17
4.20,4.14,4.26,4.10
4.17,4.05,4.20,4.00
4.04,3.99,4.04,3.91
3.95,4.10,4.10,3.88
4.12,4.41,4.44,4.09
4.43,4.61,4.69,4.32
4.64,4.83,5.04,4.62
4.79,4.66,4.90,4.55
4.58,4.69,4.74,4.55
4.70,4.75,4.92,4.62
4.47,4.46,4.68,4.30
4.45,4.66,4.68,4.40
4.63,4.87,4.97,4.57
4.86,4.88,4.97,4.77
4.95,4.86,4.98,4.71
4.89,4.77,4.91,4.70
4.78,4.82,5.00,4.75
4.83,4.67,4.94,4.66
4.62,4.67,4.70,4.50
4.67,4.59,4.70,4.53
4.54,4.65,4.67,4.50
4.65,4.59,4.70,4.50
4.48,4.76,4.78,4.40
4.78,4.83,4.95,4.74
4.87,4.71,4.87,4.69
4.70,4.45,4.70,4.45
4.48,4.12,4.48,4.09
4.17,4.26,4.31,4.11
4.15,4.11,4.25,4.07
4.12,4.25,4.26,4.11
4.31,4.15,4.35,4.10
4.16,4.01,4.22,3.95
4.05,3.91,4.08,3.88
3.86,3.70,3.96,3.66
3.71,3.84,3.89,3.69
3.79,4.03,4.04,3.78
4.07,4.03,4.16,3.99
4.07,4.15,4.21,4.03
4.16,4.07,4.20,4.02
4.03,3.93,4.14,3.91
3.96,3.85,4.00,3.74
3.86,3.92,3.98,3.83
3.99,4.06,4.09,3.93
3.96,3.88,4.06,3.85
3.89,3.91,3.97,3.70
3.98,4.03,4.04,3.89
4.01,3.91,4.09,3.83
3.88,3.90,3.98,3.82
3.91,3.89,4.02,3.84
3.90,4.02,4.05,3.82
4.05,4.22,4.23,4.02
4.20,4.17,4.35,4.16
4.22,4.16,4.31,4.15
4.17,4.32,4.34,4.17
4.36,4.30,4.43,4.18
4.40,4.37,4.42,4.32
4.40,4.39,4.45,4.33
4.34,4.29,4.39,4.20
4.28,4.18,4.35,4.16
4.18,4.24,4.25,4.07
4.29,4.20,4.32,4.16
4.22,4.40,4.40,4.18
4.43,4.32,4.43,4.27
4.30,4.36,4.42,4.30
4.39,4.38,4.41,4.30
4.40,4.31,4.41,4.25
4.34,4.38,4.39,4.26
4.38,4.65,4.91,4.31
4.63,4.47,4.64,4.35
4.46,4.57,4.59,4.38
4.55,4.41,4.61,4.40
4.40,4.53,4.57,4.36
4.47,4.85,4.85,4.45
4.88,4.73,4.88,4.66
4.72,4.51,4.72,4.47
4.50,4.57,4.60,4.41
4.58,4.63,4.71,4.56
4.67,4.58,4.71,4.53
4.63,4.54,4.68,4.43
4.49,4.43,4.54,4.37
4.39,4.33,4.49,4.30
4.34,4.44,4.47,4.33
4.42,4.28,4.49,4.23
4.31,4.33,4.35,4.25
4.25,4.27,4.40,4.22
4.27,4.21,4.35,4.20
4.22,4.10,4.27,4.00
4.08,4.10,4.14,3.86
4.17,4.17,4.27,4.05
4.17,4.03,4.20,4.00
3.97,3.89,4.05,3.88
3.88,4.00,4.04,3.80
4.00,3.72,4.03,3.71
3.76,3.70,3.92,3.65
3.71,3.78,3.90,3.61
3.86,3.81,3.98,3.75
3.75,3.94,3.97,3.70
3.82,4.07,4.11,3.77
4.17,4.03,4.19,4.00
4.03,4.25,4.26,4.03
4.29,4.27,4.33,4.16
4.26,4.23,4.35,4.18
4.29,4.37,4.45,4.25
4.37,4.30,4.42,4.30
4.27,4.42,4.44,4.26
4.45,4.59,4.61,4.44
4.58,4.45,4.62,4.41
4.43,4.57,4.60,4.41
4.68,4.29,4.75,4.26
4.33,4.29,4.41,4.17
4.27,4.18,4.39,4.17
4.24,4.00,4.25,3.98
3.98,4.12,4.13,3.94
3.85,3.81,4.00,3.75
3.78,3.90,3.90,3.66
3.87,4.04,4.09,3.85
4.01,4.08,4.13,3.95
4.09,3.97,4.15,3.95
3.99,3.92,4.00,3.85
3.90,3.98,4.03,3.90
3.99,4.06,4.14,3.94
4.06,4.12,4.27,3.96
4.20,4.54,4.60,4.16
4.68,4.59,4.73,4.50
4.80,5.27,5.27,4.71
5.40,5.52,5.63,5.25
5.55,5.70,5.71,5.21
5.77,5.69,5.95,5.56
5.78,5.56,5.81,5.34
5.60,5.09,5.62,5.01
5.05,4.76,5.11,4.72
4.73,4.46,4.76,4.42
4.38,4.67,4.70,4.37
4.77,4.95,4.97,4.65
4.99,4.93,5.00,4.51
4.98,4.77,4.99,4.74
4.77,4.70,4.89,4.64
4.61,4.68,4.83,4.61
4.65,4.30,4.75,4.28
4.29,4.15,4.47,4.13
4.24,4.32,4.38,4.14
4.43,4.25,4.44,4.20
4.24,4.01,4.29,4.00
4.03,3.96,4.10,3.91
4.01,3.57,4.07,3.50
3.61,3.68,3.72,3.58
3.73,3.70,3.80,3.62
3.68,3.65,3.79,3.64
3.63,3.59,3.72,3.58
3.57,3.59,3.64,3.50
3.59,3.55,3.63,3.45
3.63,3.87,3.98,3.61
3.94,3.51,3.94,3.50
3.59,3.66,3.66,3.43
3.70,3.73,3.78,3.60
3.74,3.66,3.76,3.58
3.67,3.73,3.75,3.58
3.75,3.65,3.87,3.55
3.52,3.61,3.69,3.52
3.58,3.49,3.62,3.30
3.46,3.50,3.62,3.40
3.64,3.59,3.66,3.40
3.58,3.43,3.58,3.37
3.44,3.50,3.56,3.25
3.51,3.48,3.52,3.35
3.50,3.62,3.65,3.47
3.57,3.69,3.76,3.54
3.70,3.72,3.76,3.58
3.72,3.67,3.72,3.57
3.63,3.56,3.71,3.49
3.60,3.54,3.75,3.45
3.53,3.51,3.60,3.35
3.46,3.36,3.47,3.35
3.37,3.44,3.46,3.35
3.43,3.41,3.49,3.35
3.41,3.31,3.47,3.28
3.32,3.29,3.33,3.22
3.27,3.33,3.46,3.27
3.39,3.42,3.44,3.31
3.40,3.41,3.46,3.35
3.39,3.57,3.57,3.39
3.59,3.65,3.65,3.52
3.64,3.90,3.91,3.61
3.91,4.05,4.06,3.85
4.25,4.11,4.33,4.04
4.06,3.83,4.08,3.68
3.84,3.99,4.03,3.79
3.99,3.83,3.99,3.72
3.80,3.69,3.81,3.61
3.67,3.74,3.78,3.66
3.80,3.73,3.80,3.61
3.73,3.68,3.76,3.60
3.69,3.66,3.82,3.61
3.64,3.57,3.70,3.46
3.63,3.75,3.80,3.48
3.75,3.79,3.91,3.65
3.80,3.72,3.84,3.67
3.67,3.78,3.79,3.53
3.75,3.69,3.75,3.57
3.72,3.72,3.79,3.62
3.72,3.92,4.02,3.70
3.89,3.98,4.03,3.81
3.98,4.14,4.16,3.92
4.17,3.99,4.28,3.95
3.97,3.98,4.02,3.78
3.98,3.90,4.12,3.88
3.92,3.70,3.99,3.70
3.67,3.59,3.71,3.52
3.61,3.64,3.68,3.56
3.65,3.73,3.75,3.65
3.70,3.64,3.76,3.61
3.63,3.56,3.74,3.54
3.59,3.54,3.66,3.51
3.54,3.50,3.56,3.46
3.50,3.59,3.67,3.50
3.62,3.74,3.82,3.60
3.75,3.77,3.81,3.62
3.79,3.80,3.88,3.76
3.78,3.92,3.97,3.78
3.94,3.82,3.95,3.81
3.85,3.83,3.91,3.79
3.80,3.83,3.85,3.76
3.82,3.70,3.83,3.65
3.71,3.70,3.78,3.61
3.71,3.67,3.80,3.65
3.65,3.64,3.72,3.58
3.62,3.62,3.71,3.60
3.64,3.60,3.72,3.59
3.59,3.45,3.65,3.37
3.46,3.32,3.52,3.30
3.46,3.22,3.46,3.13
3.21,3.00,3.23,2.92
3.04,3.26,3.26,3.03
3.33,3.25,3.36,3.20
3.23,3.15,3.26,3.11
3.23,3.23,3.32,3.14
3.18,3.29,3.30,3.18
3.30,3.70,3.70,3.29
3.73,3.71,3.74,3.60
3.69,3.64,3.72,3.62
3.66,3.46,3.66,3.45
3.47,3.43,3.52,3.36
3.43,3.34,3.45,3.33
3.32,3.41,3.50,3.32
3.39,3.40,3.43,3.32
3.40,3.44,3.51,3.33
3.46,3.39,3.47,3.35
3.38,3.42,3.45,3.35
3.39,3.36,3.40,3.31
3.36,3.32,3.41,3.32
3.42,3.58,3.67,3.31
3.60,3.52,3.70,3.51
3.54,3.50,3.58,3.40
3.50,3.47,3.55,3.42
3.48,3.55,3.60,3.44
3.54,3.54,3.67,3.50
3.56,3.61,3.62,3.48
3.63,3.58,3.65,3.53
3.60,3.53,3.61,3.48
3.64,3.59,3.64,3.52
3.58,3.78,3.85,3.58
3.77,3.67,3.80,3.65
3.61,3.68,3.68,3.56
3.78,3.66,3.90,3.64
3.71,3.64,3.73,3.62
3.64,3.80,3.83,3.63
3.79,3.88,3.90,3.74
3.92,4.28,4.28,3.92
4.38,4.27,4.41,4.08
4.26,4.16,4.31,4.13
4.16,4.07,4.32,4.03
4.07,3.92,4.30,3.85
3.85,3.66,3.88,3.60
3.75,3.88,3.88,3.68
3.96,3.75,3.97,3.68
3.75,3.73,3.79,3.69
3.71,3.86,3.90,3.66
3.87,3.92,3.93,3.74
3.86,3.72,3.93,3.71
3.80,4.49,4.56,3.79
4.47,4.72,4.72,4.28
4.75,4.41,4.93,3.96
4.50,4.48,4.68,4.42
4.65,4.41,4.65,4.36
4.45,4.67,4.69,4.44
4.65,4.52,4.67,4.45
4.56,4.52,4.65,4.45
4.47,4.39,4.51,4.25
0.91,1.00,1.43,0.85
1.06,1.04,1.11,0.98
1.02,0.94,1.03,0.93
0.92,0.82,0.94,0.79
0.82,0.88,0.88,0.80
0.88,0.83,0.89,0.81
0.85,0.81,0.85,0.80
0.80,0.73,0.82,0.73
0.74,0.77,0.78,0.72
0.74,0.78,0.80,0.73
0.77,0.90,0.95,0.77
0.91,0.78,0.93,0.77
0.77,0.77,0.79,0.71
0.78,0.96,0.96,0.78
0.97,0.93,1.08,0.93
0.91,0.83,0.93,0.83
0.85,0.83,0.91,0.82
0.85,0.83,0.87,0.82
0.82,0.87,0.87,0.80
0.87,0.86,0.89,0.83
0.83,0.83,0.86,0.81
0.82,0.78,0.84,0.78
0.77,0.78,0.85,0.77
0.74,0.72,0.79,0.69
0.80,0.72,0.84,0.71
0.77,0.80,0.80,0.71
0.78,0.83,0.86,0.78
0.82,0.86,0.87,0.80
0.86,0.83,0.89,0.82
0.83,0.78,0.84,0.78
0.80,0.84,0.84,0.77
0.86,0.78,0.86,0.78
0.79,0.79,0.82,0.77
0.77,0.82,0.82,0.77
0.82,0.79,0.86,0.78
0.78,0.81,0.81,0.78
0.79,0.78,0.81,0.77
0.78,0.85,0.86,0.78
0.84,0.87,0.89,0.83
0.87,0.83,0.88,0.81
0.83,0.86,0.86,0.79
0.83,0.81,0.87,0.81
0.82,0.78,0.83,0.78
0.79,0.83,0.85,0.77
0.82,0.85,0.88,0.80
0.84,0.93,0.94,0.83
0.94,0.81,0.95,0.80
0.81,0.77,0.82,0.77
0.78,0.73,0.80,0.72
0.74,0.75,0.80,0.72
1.14,1.08,1.19,0.94
1.07,0.99,1.10,0.97
1.04,0.97,1.04,0.92
0.96,0.92,0.98,0.90
0.93,0.94,0.98,0.90
0.94,0.95,0.97,0.91
0.95,0.99,1.02,0.94
1.01,0.99,1.04,0.99
0.99,0.94,0.99,0.94
0.93,0.98,0.99,0.93
0.97,1.03,1.03,0.97
1.04,0.98,1.04,0.97
0.99,1.05,1.08,0.96
1.04,1.00,1.08,0.99
1.05,1.05,1.13,1.03
1.06,1.02,1.09,0.99
1.02,1.05,1.05,1.01
1.07,1.07,1.09,1.04
1.09,1.31,1.40,1.08
1.36,1.29,1.38,1.22
1.30,1.18,1.33,1.17
1.19,1.22,1.25,1.17
1.26,1.49,1.60,1.25
1.62,1.85,2.03,1.56
1.86,1.73,1.87,1.63
1.79,1.75,1.81,1.66
1.51,1.23,1.51,1.19
1.21,1.53,1.72,1.20
1.57,1.41,1.60,1.36
1.41,1.46,1.50,1.39
1.37,1.35,1.41,1.16
1.31,1.36,1.44,1.26
1.35,1.33,1.38,1.30
1.34,1.39,1.49,1.34
1.37,1.44,1.44,1.37
1.47,1.42,1.48,1.40
1.43,1.38,1.43,1.35
1.35,1.35,1.38,1.29
1.32,1.34,1.38,1.30
1.33,1.37,1.42,1.33
1.37,1.36,1.41,1.35
1.36,1.33,1.41,1.31
1.62,1.46,1.62,1.45
1.51,1.40,1.52,1.40
1.43,1.38,1.47,1.35
1.39,1.36,1.41,1.35
1.36,1.36,1.44,1.33
1.36,1.34,1.39,1.33
1.35,1.35,1.37,1.34
1.40,1.36,1.42,1.36
1.35,1.27,1.36,1.27
1.28,1.20,1.30,1.18
1.20,1.25,1.30,1.20
1.27,1.36,1.36,1.25
1.39,1.38,1.40,1.33
1.36,1.36,1.43,1.33
1.34,1.39,1.41,1.34
1.38,1.39,1.41,1.37
1.37,1.40,1.41,1.37
1.40,1.38,1.41,1.37
1.40,1.38,1.40,1.33
1.36,1.39,1.40,1.35
1.38,1.36,1.40,1.33
1.33,1.33,1.36,1.31
1.31,1.34,1.36,1.29
1.35,1.29,1.36,1.26
1.26,1.24,1.28,1.23
1.22,1.10,1.23,1.01
1.13,1.13,1.17,1.09
1.15,1.11,1.15,1.02
1.11,1.09,1.15,1.01
1.09,1.02,1.12,1.02
1.01,1.01,1.04,0.92
0.97,1.01,1.03,0.95
1.01,0.93,1.04,0.90
0.90,1.03,1.03,0.86
1.03,1.06,1.12,1.00
1.10,1.08,1.10,1.02
1.06,1.01,1.17,0.98
1.00,1.08,1.12,1.00
1.10,1.04,1.11,1.01
1.04,1.01,1.06,0.99
1.01,1.01,1.06,1.00
1.01,1.00,1.03,0.99
0.99,0.96,1.00,0.95
0.97,0.94,1.02,0.92
0.91,0.94,0.95,0.89
0.93,0.88,0.94,0.86
0.88,0.77,0.89,0.76
0.76,0.77,0.82,0.76
0.78,0.80,0.87,0.78
0.78,0.77,0.81,0.75
0.81,0.77,0.82,0.76
0.80,0.79,0.81,0.77
0.79,0.82,0.82,0.79
0.84,0.80,0.85,0.79
0.80,0.78,0.80,0.77
0.80,0.79,0.83,0.78
0.80,0.78,0.80,0.77
0.77,0.77,0.79,0.74
0.78,0.76,0.78,0.75
0.76,0.77,0.78,0.75
0.79,0.76,0.79,0.76
0.77,0.77,0.78,0.75
0.79,0.78,0.79,0.76
0.79,0.80,0.83,0.77
0.82,0.82,0.83,0.80
0.80,0.90,0.95,0.79
0.92,0.88,0.95,0.88
0.90,0.89,0.92,0.88
1.03,0.96,1.15,0.93
0.98,0.90,1.00,0.87
0.91,0.90,0.92,0.88
0.88,0.80,0.89,0.80
0.80,0.78,0.83,0.77
0.79,0.81,0.83,0.76
0.83,0.83,0.85,0.81
0.80,0.80,0.82,0.80
0.79,0.80,0.81,0.77
0.81,0.78,0.81,0.77
0.78,0.76,0.79,0.75
0.75,0.73,0.78,0.72
0.72,0.72,0.74,0.69
0.73,0.75,0.77,0.73
0.76,0.77,0.78,0.76
0.78,0.79,0.79,0.75
0.79,0.83,0.85,0.79
0.82,0.79,0.86,0.79
0.79,0.82,0.83,0.78
0.80,0.81,0.83,0.79
0.83,0.80,0.83,0.80
0.82,0.79,0.83,0.79
0.79,0.80,0.83,0.78
0.81,0.82,0.83,0.80
0.81,0.83,0.86,0.81
0.82,0.84,0.86,0.81
0.84,0.88,0.90,0.82
0.90,0.86,0.91,0.83
0.85,0.85,0.88,0.85
0.87,0.88,0.90,0.85
0.89,0.93,0.95,0.88
0.93,0.91,0.95,0.89
0.91,0.90,0.94,0.90
0.90,0.91,0.94,0.89
0.92,0.88,0.93,0.88
0.89,0.82,0.89,0.81
0.84,0.81,0.85,0.78
0.79,0.78,0.83,0.78
0.77,0.77,0.80,0.74
0.79,0.74,0.80,0.74
0.78,0.72,0.78,0.71
0.78,0.72,0.78,0.71
0.74,0.71,0.74,0.70
0.71,0.70,0.73,0.70
0.70,0.66,0.72,0.65
0.66,0.67,0.69,0.66
0.68,0.68,0.69,0.66
0.69,0.69,0.72,0.68
0.69,0.69,0.70,0.67
0.68,0.66,0.69,0.65
0.67,0.68,0.68,0.66
0.69,0.69,0.69,0.68
0.69,0.69,0.69,0.68
0.69,0.71,0.72,0.69
0.71,0.69,0.72,0.69
0.70,0.70,0.70,0.69
0.69,0.69,0.71,0.68
0.70,0.67,0.70,0.66
0.67,0.69,0.69,0.67
0.69,0.67,0.69,0.67
0.67,0.69,0.69,0.66
0.69,0.67,0.69,0.67
0.69,0.69,0.69,0.67
0.68,0.67,0.68,0.67
0.67,0.66,0.68,0.65
0.65,0.63,0.65,0.63
0.63,0.61,0.63,0.59
0.61,0.61,0.62,0.59
0.60,0.59,0.60,0.53
0.59,0.58,0.60,0.58
0.60,0.58,0.62,0.57
0.58,0.56,0.58,0.54
0.55,0.55,0.59,0.55
0.54,0.57,0.58,0.54
0.53,0.52,0.55,0.50
0.52,0.45,0.53,0.45
0.50,0.45,0.50,0.44
0.47,0.62,0.64,0.44
0.62,0.55,0.62,0.55
0.55,0.57,0.60,0.50
0.58,0.56,0.59,0.53
0.56,0.54,0.58,0.54
0.53,0.54,0.57,0.53
0.54,0.55,0.57,0.54
0.55,0.53,0.57,0.53
0.53,0.54,0.56,0.53
0.54,0.51,0.56,0.51
0.52,0.52,0.54,0.52
0.52,0.53,0.54,0.52
0.51,0.52,0.54,0.51
0.52,0.50,0.53,0.49
0.54,0.58,0.60,0.52
0.57,0.56,0.58,0.55
0.57,0.55,0.58,0.54
0.56,0.55,0.58,0.55
0.56,0.56,0.58,0.55
0.57,0.59,0.63,0.56
0.57,0.58,0.61,0.57
0.58,0.67,0.69,0.58
0.69,0.64,0.69,0.63
0.63,0.63,0.67,0.62
0.65,0.65,0.66,0.62
0.64,0.63,0.64,0.61
0.60,0.63,0.64,0.60
0.62,0.62,0.64,0.62
0.61,0.61,0.63,0.60
0.63,0.60,0.63,0.59
0.61,0.61,0.62,0.60
0.60,0.61,0.62,0.60
0.59,0.61,0.62,0.59
0.61,0.61,0.62,0.60
0.62,0.60,0.62,0.59
0.60,0.61,0.61,0.58
0.61,0.59,0.62,0.59
0.58,0.60,0.61,0.58
0.58,0.60,0.61,0.58
0.60,0.58,0.62,0.58
0.58,0.58,0.60,0.57
0.57,0.58,0.59,0.57
0.57,0.58,0.59,0.57
0.59,0.59,0.59,0.58
0.57,0.57,0.59,0.56
0.57,0.56,0.59,0.56
0.59,0.56,0.59,0.55
0.55,0.60,0.65,0.55
0.61,0.61,0.63,0.60
0.60,0.66,0.67,0.60
0.67,0.65,0.67,0.64
0.66,0.69,0.70,0.64
0.68,0.66,0.69,0.65
0.64,0.65,0.68,0.64
0.64,0.67,0.68,0.61
0.60,0.57,0.60,0.53
0.57,0.54,0.57,0.52
0.52,0.51,0.55,0.51
0.51,0.51,0.54,0.50
0.51,0.52,0.53,0.51
0.53,0.52,0.54,0.50
0.50,0.50,0.52,0.48
0.49,0.48,0.50,0.48
0.48,0.47,0.50,0.46
0.47,0.45,0.48,0.45
0.46,0.46,0.47,0.44
0.45,0.46,0.48,0.44
0.46,0.45,0.46,0.44
0.46,0.47,0.48,0.46
0.48,0.45,0.48,0.45
0.45,0.42,0.47,0.42
0.43,0.44,0.46,0.43
0.44,0.42,0.44,0.42
0.43,0.41,0.44,0.40
0.41,0.42,0.43,0.41
0.42,0.39,0.42,0.35
0.37,0.35,0.37,0.34
7.06,6.24,7.33,6.03
6.15,5.31,6.37,5.04
5.26,5.49,5.49,4.70
5.60,5.46,5.67,5.26
5.43,5.25,5.51,5.01
5.15,5.34,5.37,5.11
5.18,5.46,5.59,5.18
5.49,5.48,5.74,5.30
5.38,5.51,5.72,5.33
5.51,5.37,5.51,5.15
5.36,5.44,5.54,5.20
5.39,5.35,5.45,5.33
5.35,5.22,5.35,5.19
5.15,5.37,5.44,5.15
5.40,5.39,5.47,5.25
5.40,5.46,5.51,5.38
5.43,5.64,5.77,5.39
5.67,5.65,5.85,5.50
5.62,6.58,6.70,5.51
6.70,6.75,7.05,6.57
6.78,7.33,7.46,6.51
7.35,7.24,7.62,7.00
7.19,6.97,7.24,6.96
7.08,6.65,7.08,6.55
6.66,6.53,6.79,6.37
6.48,6.48,6.55,6.36
6.44,6.46,6.49,6.11
6.51,6.50,6.63,6.38
6.45,6.10,6.49,6.08
6.08,5.81,6.17,5.77
5.81,5.58,5.81,5.51
5.54,5.29,5.56,5.23
5.22,5.35,5.49,5.21
5.34,5.55,5.55,5.34
