KONE,Kingtone Wirelessinfo Solution Holding Ltd - American Depositary Shares,NASDAQ
5.09,4.95,5.42,4.62
4.95,5.11,5.24,4.77
5.11,4.90,5.37,4.90
5.00,4.76,5.00,4.76
4.78,5.14,5.30,4.60
5.25,5.25,5.57,4.90
5.17,5.04,5.19,4.66
4.92,4.99,5.12,4.84
5.01,5.10,5.10,4.94
5.00,4.66,5.25,4.66
4.68,4.84,4.89,4.67
4.81,4.72,4.81,4.53
4.83,4.78,4.83,4.49
4.74,4.44,4.74,4.42
4.42,4.47,4.50,4.27
4.67,4.67,4.70,4.40
4.55,4.51,4.65,4.42
4.42,4.21,4.73,4.16
4.18,4.47,4.54,4.16
4.47,4.20,4.58,4.19
4.22,4.23,4.35,4.15
4.24,4.30,4.49,4.13
4.33,4.45,4.45,4.27
4.37,4.40,4.40,4.06
4.48,4.37,4.60,4.29
4.40,4.56,4.56,4.17
4.25,4.50,4.54,4.25
4.26,5.15,5.30,4.20
4.92,4.61,5.62,4.57
4.58,4.46,4.80,4.40
