BPL,Buckeye Partners L.P. Common Stock,NASDAQ
68.00,66.85,68.59,66.30
66.75,66.60,67.40,66.18
66.23,65.96,68.17,64.28
66.20,68.15,68.81,66.20
68.77,68.94,69.26,68.61
69.44,69.71,70.23,69.44
69.62,70.16,70.50,69.33
70.15,71.13,71.99,70.08
71.44,70.45,71.46,69.90
70.11,70.41,70.65,69.51
70.63,70.65,71.23,70.10
70.87,70.48,71.26,70.39
70.47,70.51,70.72,70.04
70.43,70.98,70.99,70.15
71.36,71.87,72.00,71.09
71.63,71.88,72.00,71.18
71.80,72.31,72.81,71.66
72.48,71.26,72.50,71.15
71.17,71.28,71.68,71.06
71.48,71.41,73.44,71.39
71.40,71.64,72.11,71.27
71.72,73.13,73.19,71.64
73.42,71.27,73.42,71.10
71.27,71.81,71.95,71.16
71.81,71.42,72.42,71.27
71.42,71.94,72.11,71.33
71.95,71.45,72.09,71.24
71.60,71.23,71.80,70.18
71.34,71.13,71.60,70.75
71.56,71.35,71.99,70.60
71.08,71.92,72.25,70.00
72.00,70.51,72.03,69.72
70.47,71.89,72.11,70.33
71.62,70.86,71.62,69.31
69.82,68.76,70.28,68.18
68.93,68.88,69.46,68.75
68.89,67.96,69.33,67.58
67.85,66.46,68.00,65.46
66.61,67.13,67.43,66.30
67.07,67.98,68.29,66.34
67.97,67.45,68.28,67.43
67.61,67.36,67.61,66.87
68.85,68.82,69.16,68.11
68.57,69.61,70.00,68.51
69.75,70.24,70.31,69.53
70.44,70.40,70.85,70.20
70.49,69.66,70.61,69.00
69.35,69.68,69.92,69.20
69.61,70.27,70.66,69.61
70.18,70.35,70.88,70.00
70.17,70.00,70.44,69.70
70.47,69.93,71.13,69.26
69.97,69.49,69.97,68.83
69.54,69.06,70.22,68.95
66.50,66.37,66.75,66.01
66.36,66.56,66.61,66.08
66.73,66.77,66.77,66.39
66.67,66.39,66.72,65.76
66.33,66.41,66.55,65.98
66.08,65.20,66.30,64.60
65.20,64.81,65.60,64.72
64.92,64.76,64.98,64.55
64.81,65.79,65.85,64.19
66.00,66.92,66.93,65.92
66.96,66.10,66.96,65.98
66.03,65.44,66.03,65.22
65.28,64.98,65.85,64.97
65.22,64.25,65.22,64.20
64.35,65.94,65.94,64.25
65.75,65.78,66.19,65.27
65.38,65.53,65.67,65.07
65.27,66.49,66.50,65.27
66.32,66.19,66.55,66.00
66.18,65.54,66.18,65.40
65.55,65.51,65.88,65.27
65.00,64.65,65.72,64.65
64.65,64.44,65.08,64.43
66.33,64.35,66.33,63.26
62.84,62.61,63.06,62.00
63.34,65.93,66.37,63.20
66.23,66.43,66.81,65.02
67.08,65.67,67.08,65.67
67.96,65.63,67.96,65.58
65.66,66.00,66.64,65.43
66.00,66.69,66.98,65.81
66.50,67.59,67.73,66.38
67.55,68.07,68.46,67.52
68.10,67.18,68.10,66.80
67.25,68.13,68.37,67.00
68.24,68.20,68.50,67.81
68.50,67.34,68.50,67.00
67.16,68.02,68.05,66.67
68.23,67.63,68.33,67.60
67.63,67.27,67.83,66.79
66.18,66.79,67.27,65.65
68.06,68.11,68.50,66.96
68.51,68.34,68.57,67.80
68.74,69.40,69.70,68.61
68.36,66.74,68.54,66.69
66.25,67.38,67.50,66.02
66.85,66.48,67.35,66.43
66.03,65.59,66.75,65.36
65.38,65.45,65.81,65.11
65.98,66.10,66.56,65.45
66.62,67.40,67.72,66.01
67.97,66.84,67.97,66.60
67.15,66.68,67.93,66.36
66.79,66.45,67.50,66.01
67.03,67.79,67.89,65.66
67.51,68.40,68.67,67.51
69.19,68.13,69.39,67.61
69.19,67.95,69.39,67.46
69.19,67.86,69.19,67.46
68.99,68.09,69.39,67.51
68.00,68.08,68.28,67.77
67.81,68.14,68.20,67.71
67.79,67.25,68.17,66.96
67.25,66.61,67.40,66.51
66.62,67.00,67.06,65.62
67.05,67.12,67.38,66.55
67.18,67.26,67.84,66.89
67.30,67.14,67.85,66.51
67.48,67.41,67.49,66.56
66.85,68.13,68.31,66.85
68.46,67.12,68.78,66.95
67.00,66.78,67.43,65.80
66.19,66.45,66.75,65.30
66.01,67.26,67.30,65.50
67.55,69.84,69.84,67.25
69.84,69.57,69.99,69.14
69.41,70.12,70.84,69.41
70.59,70.56,71.75,70.15
70.66,70.45,70.88,70.23
70.20,70.43,70.79,70.07
72.47,71.01,72.47,70.37
70.96,70.59,70.99,70.04
70.55,70.75,70.88,69.77
70.75,69.86,71.00,69.46
71.45,70.31,71.45,69.50
70.45,69.90,70.45,69.62
72.32,70.11,72.32,69.81
69.99,69.96,70.10,69.50
70.01,69.96,70.14,69.52
70.00,70.07,70.25,69.66
71.95,70.36,71.95,69.75
70.30,70.84,71.00,70.13
70.20,70.99,71.10,70.06
69.19,71.60,71.69,69.19
71.69,72.74,72.74,71.47
70.09,72.75,72.99,70.09
70.53,72.20,72.77,70.53
72.95,72.52,72.96,71.00
72.80,72.96,73.75,72.52
72.76,72.39,73.73,71.94
72.51,72.38,73.19,72.08
72.00,72.99,73.26,72.00
73.34,73.05,73.34,72.42
73.34,71.34,73.82,71.34
69.68,71.00,71.70,69.68
69.68,71.88,72.09,69.68
72.66,73.03,73.36,71.29
73.87,73.89,74.35,72.76
74.79,74.73,74.99,74.00
74.60,75.53,75.83,74.50
73.84,73.72,75.12,73.63
73.50,73.69,73.81,73.09
74.94,73.59,74.94,72.72
73.44,73.46,74.39,73.22
73.76,73.16,74.17,72.65
73.48,73.21,73.68,72.63
73.10,72.96,73.44,72.63
72.88,72.26,73.50,72.10
72.20,74.50,74.50,72.02
73.65,73.96,74.45,73.65
74.17,73.23,74.17,73.09
72.73,72.94,73.34,72.60
72.54,73.44,73.82,72.31
73.38,72.55,73.55,72.35
72.78,72.60,72.99,72.03
72.65,72.84,73.00,72.41
72.70,72.52,72.70,72.02
72.17,73.74,73.89,72.10
73.55,72.81,73.55,72.26
72.81,72.79,72.96,72.17
72.99,73.64,74.25,72.83
73.70,73.04,73.82,72.71
73.58,73.92,74.46,72.80
73.93,72.90,74.22,72.12
72.95,73.32,73.45,72.37
73.67,72.56,73.67,72.56
72.58,72.48,73.26,72.00
72.86,73.10,73.25,72.26
73.09,73.63,74.22,72.72
73.50,74.50,74.56,73.30
74.64,74.52,74.89,73.83
74.52,75.05,75.08,74.14
75.05,75.78,75.83,74.50
75.28,75.64,76.06,74.96
75.45,76.17,76.82,75.36
76.30,76.08,76.73,75.41
76.01,75.94,76.80,75.68
75.50,76.26,77.20,75.50
76.99,76.72,77.11,76.00
76.45,76.05,77.53,75.71
76.29,77.23,78.40,76.02
77.25,77.20,78.84,76.99
77.25,77.01,77.56,76.99
77.28,76.86,77.60,76.24
76.71,76.85,77.12,76.14
76.90,78.06,78.06,76.56
78.00,78.00,79.37,77.81
78.00,77.36,78.06,77.32
77.45,76.95,77.95,76.45
78.63,75.94,78.63,75.53
76.16,76.29,76.63,75.50
76.84,76.65,77.17,76.06
77.64,76.21,77.64,75.50
76.45,76.34,76.78,75.83
76.15,77.15,78.22,75.66
77.04,78.87,79.33,77.04
78.87,78.68,79.37,78.02
78.59,80.92,80.94,78.04
78.80,77.67,79.49,77.02
77.40,76.82,77.72,76.49
76.87,77.02,78.21,76.60
77.02,77.14,77.64,76.60
77.69,78.23,78.72,77.15
77.88,77.90,78.17,76.62
78.00,78.73,78.96,77.92
79.12,78.03,79.62,77.76
77.78,78.35,78.91,77.78
78.55,78.60,78.99,78.35
78.74,78.79,79.08,78.42
81.15,78.66,81.15,78.51
78.99,77.68,78.99,77.26
78.73,77.55,78.73,77.29
77.51,78.07,78.39,77.36
78.30,78.46,78.48,77.36
78.36,78.48,78.78,77.83
78.61,78.09,78.79,78.00
78.35,78.17,78.53,77.80
78.27,78.28,78.60,78.08
78.29,78.60,79.88,78.09
78.60,78.77,78.78,78.00
78.60,79.26,79.34,78.42
79.23,78.83,79.23,78.39
78.92,78.98,79.10,78.31
79.11,78.90,79.11,78.31
78.81,79.57,79.82,78.52
79.58,79.66,79.94,79.27
79.79,78.98,79.79,78.26
79.17,79.44,79.76,78.96
80.25,80.04,80.25,78.55
80.07,80.87,82.67,80.00
80.93,81.25,82.30,80.90
81.42,81.35,81.99,81.00
81.45,81.81,82.10,81.01
81.50,82.59,83.41,81.50
82.98,83.06,83.72,82.60
83.78,83.07,83.78,82.90
82.98,82.59,83.21,82.52
82.58,81.69,82.97,81.55
81.63,80.20,82.28,79.66
80.39,79.93,80.61,79.64
79.77,80.71,80.76,79.64
80.31,80.53,80.65,80.19
80.53,80.80,80.80,79.99
80.89,80.60,81.23,80.35
80.49,80.83,80.97,79.69
81.06,81.32,81.75,80.72
81.16,81.15,81.60,80.79
81.26,81.81,81.95,80.79
81.82,82.35,82.37,81.34
82.72,82.47,83.72,82.03
82.42,83.41,83.60,82.04
83.50,83.39,84.91,83.05
83.40,83.91,84.03,83.00
83.91,83.26,83.95,82.84
83.31,81.63,83.95,81.23
81.71,81.07,81.99,80.39
80.50,80.29,81.61,80.00
80.00,79.21,80.70,78.34
79.45,80.67,80.72,79.10
80.28,79.51,80.63,79.01
79.25,79.98,80.09,78.91
80.00,80.65,80.74,79.54
79.68,78.12,79.68,75.26
78.25,78.98,80.62,78.10
76.56,76.96,76.96,76.05
77.20,77.65,77.75,76.71
76.59,76.28,77.13,76.10
76.45,75.80,77.10,75.26
75.65,76.09,76.42,75.63
76.09,76.32,76.48,76.02
76.50,77.67,78.10,76.12
77.75,77.81,77.96,77.21
77.79,77.38,78.07,77.12
77.64,77.48,78.07,76.86
77.79,77.88,78.27,77.41
78.15,78.10,78.36,77.58
77.88,78.28,78.28,77.48
78.26,79.00,79.14,78.03
78.87,79.08,79.21,78.45
78.34,80.97,81.39,77.53
79.91,79.25,80.29,79.24
79.24,79.26,79.37,78.73
79.26,79.98,80.01,78.75
79.98,79.87,79.98,79.42
79.79,79.47,79.93,78.96
79.38,78.95,79.38,78.46
78.56,77.92,78.84,77.89
77.61,77.96,78.04,76.75
77.87,78.51,78.87,77.47
78.58,79.18,79.68,78.55
79.22,80.00,80.24,78.84
80.00,80.25,80.80,79.68
80.15,80.00,80.58,79.44
79.79,78.45,79.90,78.31
78.30,78.59,78.94,77.39
78.66,77.77,78.66,76.79
77.66,77.75,78.12,76.82
77.29,78.25,78.29,77.09
78.13,79.64,79.70,77.41
79.65,78.23,79.93,78.12
77.90,78.75,78.89,76.83
78.75,78.31,79.16,77.80
78.42,76.80,78.67,76.67
76.71,75.65,77.17,75.50
75.37,75.62,75.97,74.16
75.39,74.26,75.93,72.55
73.68,72.84,74.15,70.35
72.39,68.88,74.18,68.45
68.08,66.87,68.51,63.77
65.86,68.82,69.35,64.20
68.03,73.18,74.65,67.96
74.36,74.65,74.80,71.77
74.70,76.28,76.41,73.86
77.14,78.50,79.42,76.72
78.75,77.98,79.49,77.71
78.21,78.43,79.16,77.69
78.27,78.76,78.90,77.87
78.24,78.18,78.75,77.18
78.26,78.57,78.69,77.60
78.70,79.57,79.66,77.88
79.25,77.00,79.66,76.30
76.95,75.40,77.25,74.65
75.50,78.14,78.65,75.43
77.43,75.53,77.84,75.15
75.65,77.59,77.69,74.93
77.43,77.44,77.70,76.52
78.85,79.30,79.75,77.90
79.86,78.62,80.52,78.39
78.72,78.58,79.08,77.00
78.21,79.46,79.53,77.82
79.07,79.15,80.69,78.40
78.06,79.34,80.03,77.85
79.31,80.14,80.23,78.60
80.25,81.40,81.96,79.73
81.32,81.65,82.37,81.14
81.88,82.57,82.91,81.20
83.31,82.58,85.14,82.06
82.66,80.38,82.66,79.77
81.03,80.54,81.44,79.97
80.49,80.61,81.40,79.71
78.70,76.87,78.87,76.75
76.43,74.85,76.43,72.24
74.85,77.61,78.66,74.40
77.72,78.78,79.97,77.46
78.69,79.91,80.16,78.39
79.64,79.15,80.40,78.54
78.39,76.58,78.80,74.77
76.36,78.14,78.82,75.36
77.74,76.32,77.80,75.27
76.37,75.14,77.46,74.61
74.33,73.10,74.90,72.67
73.34,70.83,74.44,70.00
67.63,73.47,74.99,67.63
72.74,75.78,77.23,72.74
78.91,75.98,78.98,73.96
76.35,74.92,76.90,74.46
74.92,75.75,76.08,73.90
75.90,77.11,77.32,74.42
76.82,77.96,78.39,76.25
78.25,77.77,78.25,77.20
77.77,77.45,78.75,76.72
76.93,76.65,77.63,76.00
76.36,75.66,77.86,75.44
76.49,76.68,77.42,75.77
75.98,74.37,77.24,74.10
74.33,72.56,74.98,72.08
73.17,71.55,73.36,69.85
71.55,72.92,73.99,71.11
73.11,73.56,73.88,72.06
73.26,72.95,74.20,71.14
73.01,71.22,73.88,70.78
70.35,70.87,71.19,69.52
71.26,70.40,71.51,69.90
70.37,73.04,73.12,70.06
70.03,73.09,74.54,70.03
73.27,75.29,75.55,73.01
75.63,75.81,76.73,74.86
75.70,76.25,77.55,74.99
76.56,77.14,77.38,75.53
76.91,77.09,77.67,76.33
77.21,75.00,77.48,74.79
75.17,73.33,75.50,72.05
73.03,72.77,74.15,71.90
73.50,71.50,73.50,70.66
72.00,73.62,74.66,72.00
72.00,73.71,74.05,72.00
73.72,75.24,75.34,73.35
75.98,76.36,76.96,74.50
76.27,75.58,77.06,75.46
75.60,75.69,75.78,74.11
75.33,74.84,76.10,74.76
74.56,74.63,75.03,73.51
75.26,74.72,76.47,74.10
74.63,75.38,76.20,73.41
75.23,75.87,76.15,75.00
75.70,75.25,76.06,74.64
75.42,77.19,77.50,75.36
76.50,76.47,76.85,75.72
77.01,76.65,77.36,75.44
76.75,76.53,77.19,76.45
76.35,76.25,77.36,75.78
76.27,77.74,77.83,75.93
77.74,76.17,77.74,75.79
76.14,76.53,77.08,75.62
76.51,76.70,77.10,75.25
76.67,76.76,78.30,76.59
76.50,76.69,76.88,75.42
76.47,75.45,76.98,75.19
74.95,76.35,76.98,74.40
76.24,75.72,76.70,75.58
75.83,75.11,75.83,75.02
74.79,74.40,75.15,74.02
73.99,74.87,74.96,73.44
74.48,75.06,76.12,74.02
74.60,75.99,77.00,74.07
75.85,75.15,75.85,74.80
75.47,75.14,75.91,74.96
75.00,76.54,76.60,74.56
76.29,75.07,77.00,75.07
75.58,76.34,76.75,75.58
76.66,75.74,77.00,75.52
75.63,75.31,76.34,74.98
75.55,76.36,76.52,75.55
76.15,75.52,77.31,75.37
75.74,75.27,76.51,75.14
75.26,75.43,75.75,74.68
74.43,75.76,76.25,74.43
75.67,76.75,77.00,75.45
76.91,76.60,77.21,76.14
76.59,76.99,77.48,76.59
77.34,77.66,77.77,77.00
77.67,76.49,77.80,76.44
76.48,77.64,77.95,76.41
78.00,77.57,78.00,77.53
77.45,78.05,78.23,77.17
78.05,77.74,78.17,77.29
77.80,78.16,78.88,77.80
78.44,78.74,78.96,77.69
79.00,78.34,79.70,78.30
78.33,79.13,79.37,78.28
79.06,79.75,79.81,78.54
79.80,80.17,80.61,79.68
80.15,79.86,80.34,79.13
79.32,80.52,80.78,79.32
80.50,81.58,81.93,80.07
81.89,82.04,82.28,81.34
82.29,81.75,82.98,81.50
81.73,81.90,82.39,81.39
81.90,80.62,81.90,79.80
79.24,79.04,79.64,77.85
79.43,79.52,80.18,79.01
79.14,79.99,80.28,79.01
80.06,80.08,80.39,79.50
80.78,80.38,81.12,79.59
80.27,80.00,80.75,79.74
80.00,80.09,80.68,79.50
80.49,80.07,80.55,79.90
80.17,79.42,80.17,79.13
79.39,79.26,79.59,78.62
79.65,80.00,80.05,79.07
79.55,80.55,80.80,79.55
80.00,79.78,80.50,79.31
79.75,79.67,80.23,79.02
79.30,78.08,79.43,78.00
78.05,77.33,78.19,77.28
77.30,78.43,78.83,77.00
78.70,79.00,79.42,78.39
78.45,78.42,78.75,77.94
78.38,76.48,78.71,76.37
76.21,78.21,78.70,75.91
77.86,77.11,78.37,76.97
77.21,77.02,77.95,77.02
77.61,77.26,77.69,77.00
77.47,77.20,77.95,77.07
77.74,77.86,78.14,77.03
77.68,77.90,78.18,77.00
77.68,77.29,78.31,77.02
77.54,77.00,77.80,76.23
76.90,77.18,77.82,76.75
77.07,77.30,77.99,77.00
77.96,78.67,79.14,77.40
78.56,78.29,79.12,78.09
78.30,77.31,78.66,76.67
77.19,76.34,78.18,76.12
76.16,75.85,76.35,75.50
75.25,75.19,75.97,75.07
75.26,73.93,75.96,73.93
73.91,72.22,74.94,72.10
72.45,73.52,73.77,72.12
73.11,72.10,73.44,71.38
72.08,74.34,74.45,71.42
73.95,73.03,74.76,72.34
73.38,72.65,74.03,72.45
73.08,72.42,73.35,72.33
72.83,74.19,74.38,72.07
74.00,73.97,75.10,73.59
73.65,73.20,74.04,73.06
73.37,73.25,73.70,72.78
73.94,72.69,73.94,71.81
72.65,71.98,73.41,71.25
72.00,72.93,73.28,71.75
72.86,70.10,72.86,69.58
70.15,69.71,70.96,69.49
69.81,70.79,70.89,69.39
70.22,71.20,71.71,69.70
71.76,75.44,75.58,71.33
75.44,76.40,76.56,74.97
76.15,75.22,76.49,75.09
74.21,74.97,75.76,73.58
74.84,72.78,75.16,72.61
73.00,71.20,73.54,71.16
71.52,70.13,72.29,70.04
68.57,68.28,69.55,66.95
67.99,68.11,68.97,67.56
68.25,70.05,70.52,68.25
69.39,69.59,70.01,68.42
69.94,70.75,71.55,69.20
70.62,69.46,70.62,68.79
69.58,70.04,70.56,69.22
70.07,70.47,70.88,69.91
70.50,70.42,71.05,70.00
70.00,69.58,70.78,68.71
69.28,68.70,70.18,68.59
68.41,67.31,68.65,66.52
65.00,66.25,67.13,52.91
67.81,68.51,69.00,67.17
69.00,69.00,69.12,67.33
69.84,70.20,70.36,69.01
70.26,70.82,71.23,69.55
70.43,70.42,71.88,69.21
69.50,69.21,70.36,68.17
69.67,69.86,70.28,68.39
70.22,70.07,71.26,69.45
69.73,70.10,70.64,69.17
70.61,70.05,70.65,69.27
70.14,69.72,71.14,69.40
69.70,69.43,70.06,69.07
69.00,67.40,69.25,66.90
67.34,66.35,67.59,66.24
66.26,65.84,67.14,65.47
66.13,66.33,66.53,65.50
66.25,66.08,67.12,65.66
65.43,64.68,65.74,63.89
64.40,65.07,65.84,64.38
64.45,63.54,64.73,63.34
63.27,61.10,63.89,61.00
60.95,62.45,62.68,59.74
62.57,62.15,63.57,61.67
61.88,59.56,62.16,58.91
59.51,55.15,59.94,54.85
55.66,59.27,59.90,55.53
60.00,63.03,63.51,59.26
62.90,66.54,66.75,61.07
66.78,68.66,69.12,66.78
68.88,69.19,69.95,68.03
70.07,70.25,70.81,69.05
70.15,71.45,72.00,69.12
71.75,70.91,71.99,70.35
70.91,71.32,71.55,69.85
70.73,70.81,71.40,70.01
70.76,69.99,71.17,69.61
69.95,70.73,70.90,69.07
70.67,72.25,72.43,70.16
71.71,70.15,71.71,68.94
69.82,70.26,70.67,69.42
69.97,69.13,70.24,68.81
68.73,67.59,69.02,66.89
67.74,66.94,68.29,66.65
66.68,66.28,67.28,65.43
65.28,65.30,66.35,64.65
64.66,68.75,68.85,64.66
68.80,69.71,70.77,68.18
69.00,67.83,69.35,65.65
67.25,68.71,68.81,66.18
68.98,70.00,70.23,68.55
69.92,68.20,70.08,68.04
67.00,67.10,68.53,66.09
66.54,66.00,67.00,65.60
66.17,66.32,67.00,65.21
66.01,66.95,67.25,66.01
66.79,66.78,67.30,65.11
66.43,65.37,67.42,65.03
65.00,64.89,65.91,64.20
65.00,68.09,68.16,65.00
68.69,67.67,68.73,66.79
67.97,68.48,69.25,67.42
68.11,67.59,68.39,66.69
67.37,66.63,67.71,65.64
66.40,66.58,67.72,65.65
66.20,67.29,68.62,66.20
67.00,67.16,68.34,66.50
67.15,67.29,67.55,66.26
67.21,67.69,68.52,67.00
67.68,66.04,68.50,65.73
65.50,65.69,66.60,64.66
65.84,63.56,65.97,62.69
63.15,60.91,63.66,60.10
58.53,57.52,59.68,55.62
56.21,57.80,58.97,54.75
58.25,61.83,62.18,57.74
61.26,60.02,62.66,59.45
59.15,54.56,59.15,54.19
54.94,54.00,55.33,52.04
54.22,54.96,55.38,53.40
54.96,56.60,57.26,54.30
56.65,56.33,57.00,54.56
56.36,55.85,57.75,55.10
55.68,58.51,59.19,55.51
58.60,61.52,62.90,58.51
62.22,64.46,64.62,61.91
64.65,63.89,65.82,63.70
63.00,63.34,63.62,62.00
63.86,62.85,64.82,61.81
61.75,62.53,63.30,60.75
62.16,65.96,66.66,60.80
65.47,65.75,66.99,64.74
65.80,66.00,66.34,64.38
64.64,62.86,65.15,61.44
61.69,60.74,63.11,60.50
61.54,61.06,62.70,60.94
60.87,58.37,60.91,56.98
59.15,58.50,60.29,54.59
58.70,55.68,59.75,55.50
55.87,58.01,58.60,55.40
56.28,55.51,57.83,55.21
56.05,52.10,56.38,51.45
50.33,50.35,50.95,47.07
50.35,50.66,51.60,49.28
52.36,56.04,56.20,52.33
54.98,53.80,58.00,53.47
54.12,55.14,56.00,52.90
54.76,55.55,56.29,53.04
57.36,57.25,58.57,56.21
57.53,58.24,59.32,57.48
57.72,57.39,57.99,55.87
56.12,57.31,58.00,55.27
57.66,58.91,59.09,56.03
59.18,59.65,59.87,58.16
58.95,57.14,59.97,56.80
55.56,54.56,57.08,54.05
53.52,51.55,53.72,49.23
51.18,52.47,53.54,50.23
51.20,50.58,53.32,48.89
55.70,54.96,56.46,51.57
56.34,58.28,58.60,55.90
60.49,61.62,63.00,59.71
62.40,59.83,62.50,59.23
57.82,58.60,59.38,57.36
59.73,59.68,60.42,58.90
59.25,59.58,60.20,58.05
58.11,60.22,61.31,57.66
60.78,62.22,62.62,60.48
62.69,63.10,64.35,62.53
63.23,64.36,65.17,62.18
64.98,64.21,65.01,63.37
64.00,66.47,66.59,63.50
66.38,67.37,67.46,65.93
67.48,68.40,69.36,66.53
68.53,69.88,70.18,68.27
69.01,67.91,69.66,67.14
68.30,67.85,68.91,67.09
67.91,66.24,68.00,65.27
66.97,67.18,67.88,66.12
66.51,66.53,67.35,65.28
65.68,65.37,66.12,64.52
65.87,67.78,68.68,65.44
68.11,68.93,70.63,68.00
69.39,67.40,70.84,67.10
67.40,67.01,67.81,66.04
66.30,67.63,68.57,66.17
67.07,65.26,67.64,64.59
64.14,64.99,66.26,63.40
65.00,65.11,65.81,64.41
64.54,65.52,65.69,63.91
66.02,66.82,67.37,65.92
66.81,67.94,68.11,66.60
66.70,65.74,66.74,64.54
65.25,64.57,65.83,64.17
63.97,63.78,64.76,62.29
64.32,64.96,65.80,64.32
64.36,65.95,66.10,64.36
67.06,66.22,67.99,65.83
66.68,65.73,67.75,65.47
66.00,68.48,68.64,65.55
68.66,69.13,69.39,67.85
69.31,68.89,69.65,67.96
68.30,68.16,69.23,67.79
66.88,69.78,70.00,66.38
69.81,71.40,71.59,69.56
71.24,71.44,72.06,70.60
71.55,70.98,72.07,70.71
70.93,71.18,71.70,70.68
71.29,70.94,71.62,70.08
71.50,70.14,71.50,69.92
70.80,71.28,72.06,69.86
70.91,70.73,71.55,70.18
70.78,72.00,72.00,70.27
71.55,71.14,71.99,70.21
70.25,70.79,71.05,69.27
70.79,70.88,71.58,69.96
71.68,69.77,72.22,69.56
69.77,68.81,70.23,68.37
69.25,68.86,69.27,66.49
69.15,68.23,70.25,67.81
68.19,69.52,69.80,67.07
68.83,69.08,69.50,67.80
69.00,68.49,69.69,68.16
69.23,69.33,69.82,68.81
69.25,71.07,71.96,69.09
71.10,69.58,71.75,69.58
68.68,70.76,71.08,68.66
71.09,71.82,72.07,70.05
71.64,71.93,72.13,70.57
72.36,72.81,73.02,71.95
73.00,73.06,73.83,72.55
73.48,72.81,73.79,72.29
72.48,72.79,73.15,72.00
72.97,71.92,73.75,71.39
71.25,72.57,73.01,71.25
72.37,72.81,73.17,71.76
72.87,72.63,73.38,72.29
73.15,73.23,73.75,72.59
73.15,73.68,74.08,73.10
74.00,73.09,74.35,72.93
72.23,72.46,72.81,72.10
71.82,71.19,72.16,70.75
70.52,69.88,71.07,69.19
69.87,69.56,69.93,68.37
69.45,69.90,70.08,68.76
69.56,69.85,70.43,68.44
70.17,69.12,70.58,68.76
70.02,70.36,70.85,69.26
70.00,71.24,71.95,70.00
71.24,71.59,72.38,70.51
72.03,72.22,72.45,71.08
69.81,70.00,72.30,69.50
69.50,67.40,69.81,67.17
68.81,69.00,69.41,67.28
69.44,70.11,70.22,69.10
70.13,70.33,70.50,69.17
70.26,69.74,71.79,69.72
69.29,70.16,70.30,68.52
69.82,70.07,70.83,69.48
70.11,69.15,71.25,68.82
69.54,69.82,70.04,69.07
70.06,69.75,70.73,69.06
70.47,72.66,72.68,70.47
72.31,72.69,73.04,72.11
72.80,74.01,74.60,72.73
74.60,74.18,74.74,73.76
74.09,74.40,75.10,73.85
74.29,73.88,74.97,73.44
73.83,74.31,74.88,73.08
74.18,73.87,74.98,73.01
73.27,72.93,73.85,72.87
72.87,72.54,73.00,72.35
72.50,72.90,73.15,72.26
73.20,72.19,73.59,72.19
72.09,71.72,72.32,71.54
71.25,72.06,72.43,71.02
71.18,71.05,71.69,70.24
71.34,71.01,71.73,69.78
71.10,71.24,72.36,70.88
70.95,70.89,71.98,70.70
72.24,72.41,73.34,71.50
73.16,73.61,73.96,72.51
73.76,73.71,73.98,73.32
73.44,73.45,73.76,72.66
72.76,72.41,73.38,71.89
72.96,72.52,73.36,72.52
72.80,71.46,73.06,71.11
71.30,71.80,71.91,70.64
72.07,71.11,72.30,70.64
71.11,72.05,72.42,70.74
71.97,71.33,72.07,70.91
71.19,69.66,71.19,69.66
69.64,70.17,70.45,69.59
69.52,69.90,70.99,69.38
69.91,69.55,70.06,68.94
69.67,69.74,70.16,69.29
69.70,69.76,70.28,69.29
69.82,69.70,70.15,69.41
69.50,70.26,70.43,69.13
70.39,69.89,70.44,69.05
70.10,70.43,70.70,69.72
70.88,70.62,71.06,70.03
70.64,70.51,71.00,70.33
71.07,71.45,71.68,70.73
70.99,69.38,71.25,69.37
69.00,69.28,70.05,68.80
68.78,67.40,68.91,67.14
67.52,68.30,68.77,67.11
68.39,68.35,68.77,67.37
67.98,68.16,68.40,67.80
69.14,69.35,69.73,68.95
69.23,68.93,69.60,68.79
69.63,70.93,71.35,69.24
71.35,71.90,72.00,71.17
71.25,71.61,72.13,71.22
71.73,70.96,71.78,70.91
70.31,70.45,70.84,69.74
70.48,71.37,71.41,69.70
71.29,71.22,71.86,70.75
71.43,71.60,72.05,70.93
71.51,70.69,71.79,70.42
70.73,70.07,71.04,69.68
70.35,69.23,70.54,68.66
69.04,68.94,69.50,68.38
68.99,69.98,70.15,68.91
70.25,70.64,70.83,69.80
70.18,70.29,70.50,69.34
69.90,69.97,70.45,69.58
69.70,69.96,70.00,69.01
70.00,68.94,70.29,68.61
68.99,69.28,69.39,68.77
69.87,70.01,70.54,69.14
69.98,70.76,71.15,69.86
70.52,70.76,71.25,70.01
70.67,70.64,70.92,70.07
70.52,70.64,70.93,69.39
68.48,67.59,68.63,67.00
67.28,66.92,67.40,66.50
67.09,66.84,67.35,66.32
66.84,65.81,67.00,65.29
66.00,64.54,66.07,64.47
64.70,63.64,65.29,63.61
63.22,63.06,63.48,61.37
63.45,63.99,64.08,63.09
63.99,63.23,64.00,63.23
63.98,64.07,64.25,63.55
64.06,64.66,65.03,63.91
64.16,64.71,64.92,63.88
63.75,64.18,64.39,63.20
63.86,63.55,63.98,63.00
63.48,64.57,64.69,63.25
65.02,64.85,65.33,64.44
64.61,64.10,64.98,63.79
64.64,63.64,64.91,63.52
63.65,64.50,64.50,63.33
65.01,65.36,65.72,64.52
65.67,64.94,65.99,64.61
64.94,64.56,65.24,63.93
64.30,65.06,65.06,63.77
64.78,63.92,64.79,63.89
63.28,63.28,64.03,62.77
64.75,64.34,64.88,63.71
64.56,62.71,64.99,62.18
62.69,62.72,63.54,62.65
62.99,62.51,63.36,62.32
