GVI,iShares Intermediate Government/Credit Bond ETF,NASDAQ
109.80,109.84,109.97,109.75
109.95,109.96,110.09,109.80
109.85,109.93,110.05,109.85
110.00,109.69,110.02,109.69
109.77,109.64,109.82,109.58
109.71,109.65,109.85,109.60
109.81,109.27,109.89,109.27
109.22,109.06,109.31,109.01
109.22,109.07,109.26,109.01
109.16,109.35,109.37,109.16
109.30,109.25,109.32,109.15
109.45,109.43,109.49,109.27
109.14,109.31,109.40,109.14
109.38,109.39,109.42,109.24
109.33,109.24,109.36,109.14
109.25,109.46,109.55,109.19
109.43,109.70,109.73,109.43
109.57,109.85,110.00,109.57
109.56,109.85,109.89,109.56
109.73,109.83,109.97,109.68
109.97,110.13,110.16,109.88
110.18,109.97,110.18,109.80
110.09,110.07,110.14,110.02
110.03,110.06,110.19,109.99
110.01,110.05,110.26,109.98
110.08,110.09,110.31,110.08
109.98,110.07,110.15,109.88
