VMI,Valmont Industries,NASDAQ
140.08,137.79,140.80,137.35
136.05,136.42,144.58,132.16
137.82,139.74,140.63,136.72
141.02,141.38,144.79,140.01
142.67,142.70,143.50,141.40
142.21,143.09,144.11,141.56
145.00,145.62,147.51,144.12
145.15,143.80,145.91,143.06
142.92,143.63,144.45,142.64
144.13,145.67,145.78,143.71
146.92,146.14,147.49,145.29
147.08,149.57,150.43,146.39
149.81,149.22,150.19,148.56
151.34,151.96,152.66,150.89
151.96,152.02,153.16,151.58
152.94,151.32,152.98,150.95
151.32,148.26,151.91,147.01
148.71,148.00,149.38,146.12
150.50,151.08,152.87,145.00
150.40,147.50,150.69,147.08
147.66,149.10,149.11,147.51
149.37,148.73,149.37,147.29
149.17,146.12,149.17,145.74
145.93,144.24,146.98,143.28
144.09,142.82,144.37,142.10
141.96,139.67,142.34,138.18
139.67,139.04,140.16,138.26
139.35,139.64,140.69,138.06
141.21,144.01,144.91,141.09
144.01,144.81,144.87,142.44
144.63,144.80,146.10,143.94
144.64,142.76,145.72,141.06
142.60,139.91,142.72,139.87
140.65,140.27,141.71,139.47
140.09,137.88,140.47,137.39
136.77,139.54,139.71,136.46
139.48,140.18,140.76,138.00
140.30,139.96,140.55,139.39
139.56,138.89,139.56,136.57
138.59,137.71,139.45,137.56
137.34,138.26,138.69,137.25
138.45,140.68,141.71,138.26
140.09,139.40,141.53,139.40
139.69,141.96,143.58,139.47
142.36,141.60,142.36,140.63
142.00,141.96,143.08,141.25
140.21,137.92,140.79,137.92
138.06,136.46,138.49,136.06
136.45,137.50,138.35,136.45
137.74,134.96,137.74,134.78
136.76,134.94,137.64,133.38
135.31,137.25,137.66,135.31
137.05,137.80,139.00,135.92
138.97,137.47,139.41,136.36
137.73,139.27,139.63,137.73
140.79,141.91,142.07,139.74
141.93,140.29,142.14,140.02
140.12,140.47,140.86,139.67
141.13,140.52,141.54,139.28
142.23,141.78,142.61,140.55
141.75,143.80,144.20,141.37
143.98,146.66,148.08,143.05
147.41,148.90,149.08,146.29
149.34,148.45,149.34,146.55
147.64,146.10,147.64,144.77
146.03,147.72,148.50,145.36
147.97,146.54,148.98,145.91
145.49,143.98,145.50,142.03
142.63,141.47,144.05,140.88
140.14,138.91,141.17,138.46
136.70,137.45,138.09,135.65
136.23,137.63,137.74,133.62
137.06,136.35,137.87,134.02
136.23,137.01,137.43,135.63
135.48,136.04,136.73,135.20
135.63,133.69,136.18,133.56
134.17,133.90,134.92,133.04
134.00,133.18,134.00,131.07
132.41,133.24,133.27,131.21
132.75,134.44,134.75,132.49
134.80,133.50,135.08,133.15
134.88,132.39,134.94,132.09
133.91,132.08,133.91,131.24
129.00,134.09,134.41,129.00
134.80,135.05,135.33,134.10
135.25,138.05,138.49,135.04
137.92,134.31,138.34,134.27
135.00,137.57,137.74,134.32
137.72,138.02,138.51,137.12
137.98,138.22,138.69,137.68
138.35,137.62,138.35,136.44
137.77,138.59,139.08,137.74
138.14,140.50,140.82,137.77
140.56,142.14,142.45,140.55
142.17,142.89,143.35,142.01
142.47,142.91,143.62,140.93
144.50,143.69,145.59,143.50
143.80,140.98,144.96,140.74
140.52,142.07,143.09,140.52
142.00,142.54,142.98,141.86
142.50,143.51,143.57,142.05
142.46,143.07,144.04,142.07
142.99,144.53,144.83,142.50
144.95,145.17,145.17,144.05
145.11,145.96,146.77,145.11
146.38,146.36,146.98,146.00
146.34,143.34,146.89,143.27
144.36,143.83,144.37,143.27
144.19,143.84,144.56,143.66
143.87,143.47,144.92,143.10
143.47,143.51,144.13,142.69
143.85,144.51,144.84,143.76
144.43,144.71,145.59,144.43
144.78,145.90,146.28,144.28
145.05,144.76,145.71,144.49
144.00,144.41,145.15,143.33
143.67,143.33,144.49,143.18
144.19,142.96,145.26,142.68
143.01,145.25,145.37,143.01
144.92,142.94,145.84,142.93
143.01,139.65,143.69,139.59
139.77,141.12,141.40,138.81
141.27,141.03,141.80,140.47
141.27,143.32,143.93,141.27
143.35,142.59,143.77,142.03
143.21,143.63,144.16,142.18
145.05,144.78,145.21,143.43
144.73,145.21,146.06,144.67
146.36,147.71,147.97,145.50
147.45,148.50,148.65,147.27
149.26,149.00,149.40,148.05
149.04,148.93,150.58,148.59
148.92,148.69,149.74,148.08
148.91,149.12,149.80,148.32
149.11,147.78,149.62,146.31
146.25,148.22,148.79,144.75
149.14,148.03,149.14,147.51
148.27,148.50,149.49,148.00
148.50,148.15,149.17,147.30
147.64,148.94,149.05,147.41
149.00,153.03,153.34,148.51
152.96,150.16,152.99,149.59
150.49,151.68,151.72,150.17
151.71,152.18,153.53,151.50
152.25,152.20,153.24,151.83
152.43,150.98,152.66,150.76
151.40,151.79,152.14,149.88
152.21,153.54,153.99,151.38
153.36,151.82,153.43,151.57
151.44,149.14,151.61,148.53
151.07,147.83,151.41,146.35
148.81,148.82,149.24,147.56
148.27,146.18,148.37,145.51
146.67,147.61,148.86,146.48
146.20,146.38,147.94,145.66
146.85,142.27,147.93,142.03
142.63,143.76,144.68,141.74
141.85,142.29,144.66,141.85
142.55,144.10,144.74,142.41
144.86,145.58,145.88,143.89
145.56,145.93,147.06,145.01
146.03,147.40,148.43,146.02
147.49,147.47,149.16,146.52
146.54,148.95,149.00,145.51
149.00,151.63,151.64,148.49
152.12,152.47,152.66,150.10
151.99,151.39,153.95,150.91
151.78,155.46,155.64,150.69
145.03,145.94,148.87,144.75
145.51,145.53,146.50,144.18
145.36,143.07,145.36,142.27
143.00,145.71,146.74,143.00
145.80,145.18,145.97,144.24
145.31,145.63,146.49,145.07
144.29,143.48,144.95,142.34
149.28,146.75,149.79,146.50
146.50,147.69,147.88,146.17
148.20,150.07,150.77,147.76
150.27,148.70,151.26,148.22
148.70,148.06,148.70,145.91
148.49,147.52,149.04,147.18
146.70,148.00,148.00,146.56
147.86,147.41,148.87,146.63
147.41,147.11,148.58,146.80
148.05,147.51,149.17,147.07
147.77,147.98,148.96,147.57
148.00,147.10,148.75,146.01
146.90,147.21,147.57,146.22
147.94,147.59,149.25,147.08
148.51,146.92,148.51,145.61
147.26,146.66,148.40,146.49
146.21,145.05,147.08,144.92
145.28,144.72,146.82,144.18
145.34,146.25,147.39,144.78
147.31,148.84,148.92,146.92
148.35,150.90,151.22,148.35
151.30,152.06,152.51,150.90
152.26,152.74,153.25,151.74
153.00,152.03,154.42,151.53
151.25,149.21,151.34,148.48
149.25,150.05,150.78,148.56
150.75,152.15,152.51,150.17
152.00,149.42,152.00,148.41
148.04,147.97,148.94,147.51
149.23,149.16,150.01,147.70
149.57,149.29,150.97,147.94
150.61,149.54,151.51,148.51
149.70,149.98,150.67,148.74
150.00,153.20,153.28,148.55
153.62,155.02,155.43,152.34
147.73,144.29,150.97,143.67
144.56,146.34,148.10,143.02
145.98,145.07,146.44,144.46
145.17,147.38,147.77,144.45
147.70,148.94,149.82,147.13
148.46,148.91,149.46,147.85
148.10,148.80,149.98,147.79
149.18,150.34,152.19,148.51
149.32,149.44,150.93,148.59
148.50,148.81,150.51,148.49
148.93,149.60,150.03,148.12
149.47,149.69,151.44,148.48
149.69,149.39,149.69,147.82
150.30,151.26,152.05,149.38
151.48,150.41,152.08,150.24
155.25,157.67,159.00,153.45
156.69,155.89,157.25,154.82
155.62,158.48,158.58,155.55
158.09,159.46,159.75,157.12
159.05,159.02,159.21,157.93
159.17,159.01,159.62,158.56
159.38,158.56,159.91,158.30
158.79,158.72,159.38,157.68
159.16,159.41,160.24,158.83
158.92,158.07,159.46,157.61
158.11,157.27,158.99,156.68
157.50,154.95,158.17,154.90
154.64,156.09,156.48,154.25
155.85,156.50,157.30,155.85
156.43,157.06,157.60,156.41
157.27,158.34,159.37,156.85
158.34,159.71,160.00,158.30
158.99,160.45,160.54,158.26
160.59,160.03,161.16,159.73
159.72,159.61,161.16,158.79
159.39,159.13,160.43,158.63
159.62,159.75,160.36,158.38
159.89,157.91,160.95,157.78
157.78,158.53,160.16,157.57
158.54,159.63,160.16,158.54
159.93,159.84,160.60,159.38
159.58,160.82,160.98,159.58
160.94,161.11,162.21,160.57
160.87,160.67,163.23,160.44
151.00,149.51,151.93,148.01
149.30,150.01,150.22,148.21
149.56,151.89,152.00,149.56
151.68,151.95,152.53,150.78
152.01,154.11,154.60,152.00
154.41,154.14,155.62,153.53
154.59,153.90,154.94,153.47
153.01,152.83,153.56,152.52
152.67,152.31,152.67,151.66
152.78,150.84,152.92,150.81
148.99,149.00,149.70,148.05
148.56,149.12,149.81,148.56
149.12,148.80,149.57,148.51
149.13,148.32,149.91,148.24
149.08,148.71,149.49,147.42
148.39,147.31,148.39,147.04
147.77,147.20,147.87,145.13
146.64,148.23,148.27,146.58
148.42,149.30,150.28,148.33
149.18,149.00,150.30,148.35
148.74,149.43,149.79,148.67
149.07,149.64,149.86,149.07
149.31,149.59,150.01,148.69
150.04,149.12,150.04,149.11
149.99,149.18,150.12,148.07
147.40,145.63,148.58,145.61
145.55,145.11,145.95,143.53
145.21,144.89,145.21,143.77
144.57,145.36,145.58,143.92
144.32,145.44,146.13,144.18
145.50,144.52,145.96,144.38
144.47,145.16,145.50,143.87
145.22,145.21,146.74,144.74
145.17,144.50,145.66,144.02
144.55,143.26,144.99,143.03
143.36,144.60,144.82,142.62
145.00,144.42,145.07,143.39
145.19,144.92,145.91,144.06
145.16,144.25,145.74,143.99
144.13,143.05,144.42,142.80
143.40,142.31,143.48,141.64
142.00,141.15,142.94,140.96
141.52,140.80,142.00,140.00
141.47,142.01,142.42,140.51
142.44,142.60,142.86,141.73
142.44,141.45,142.65,141.41
141.48,140.75,141.99,140.20
140.83,139.23,141.13,138.92
139.54,138.55,140.06,137.48
138.67,136.62,140.23,136.43
136.82,137.55,137.55,135.48
137.26,137.81,137.89,137.00
137.66,138.87,139.56,137.38
139.37,139.10,139.64,137.76
138.45,139.72,140.36,138.45
139.04,137.98,139.16,137.91
137.92,137.83,138.23,137.40
137.28,137.84,138.61,136.75
137.80,139.06,139.77,137.80
139.32,137.40,139.32,137.05
137.73,135.85,138.00,134.27
134.23,135.32,135.37,133.19
134.69,133.85,135.23,133.84
132.26,133.40,133.85,132.01
135.32,134.04,135.44,131.68
133.74,134.80,135.17,133.04
134.06,135.20,135.45,133.48
135.20,134.93,135.75,134.75
134.57,135.02,135.73,134.00
135.21,133.45,135.21,132.95
133.82,134.01,134.79,132.78
134.67,136.21,136.77,133.64
134.65,133.01,136.53,132.96
133.06,134.45,134.63,132.24
135.41,132.53,135.71,131.09
132.36,131.93,134.44,131.14
131.98,131.42,133.79,131.14
131.79,133.91,135.00,131.42
133.00,133.37,134.20,130.79
132.36,134.78,134.92,131.94
135.20,134.32,135.98,133.50
134.25,133.96,135.11,132.77
134.49,137.48,137.76,133.89
137.91,134.54,137.97,134.45
135.98,138.35,138.99,135.00
136.58,132.06,136.58,126.80
130.01,132.55,133.48,129.87
132.61,136.38,136.88,132.61
137.02,136.09,137.02,135.02
135.33,136.52,136.52,134.20
136.98,136.17,137.13,135.70
136.97,134.99,136.99,133.76
134.30,134.29,134.97,133.50
134.77,134.29,135.06,133.59
134.04,135.94,135.96,133.39
135.71,138.52,138.91,135.50
138.49,138.30,139.31,137.64
138.17,138.48,138.80,137.09
137.58,138.40,138.75,137.58
138.04,137.75,138.92,137.53
137.31,138.16,138.77,136.88
137.94,136.82,137.98,136.58
136.43,137.30,137.99,135.76
136.91,136.47,136.91,135.41
135.53,136.21,136.90,135.51
137.15,136.42,138.47,135.20
136.52,136.75,137.18,135.52
137.23,137.78,137.99,136.80
137.96,137.63,137.96,136.43
137.90,135.22,137.90,134.92
134.87,134.65,135.63,133.46
134.20,133.50,135.58,133.25
133.17,133.99,134.56,132.76
133.65,133.86,134.50,132.96
133.86,133.31,134.27,132.93
132.54,132.84,134.23,132.05
132.14,132.76,133.51,131.62
132.62,132.69,133.42,131.80
132.92,132.86,133.94,131.74
131.56,128.96,131.96,128.94
129.00,126.12,129.14,125.74
126.38,125.00,126.38,124.79
125.00,125.50,125.78,123.88
125.98,125.15,126.70,123.97
124.98,123.75,125.00,123.44
124.12,124.12,124.98,123.65
124.25,128.18,128.69,124.25
127.61,128.49,129.53,127.39
129.53,129.19,130.62,129.03
129.36,130.26,131.53,129.36
130.49,128.78,130.49,127.83
129.17,127.00,129.24,126.86
127.69,127.27,129.14,125.71
126.89,125.23,127.10,125.00
125.35,122.84,125.52,122.32
123.68,124.24,124.57,123.01
125.10,125.26,125.47,124.13
125.04,125.77,126.16,124.74
124.85,125.70,126.22,123.76
124.16,118.86,124.22,117.79
118.25,119.00,119.61,117.52
119.18,117.56,119.53,117.35
117.01,118.06,118.28,116.71
118.08,117.58,118.70,117.06
117.14,118.04,118.54,116.83
118.93,120.28,121.00,117.77
119.80,120.85,121.06,119.08
120.82,121.77,122.18,120.06
120.35,119.47,120.63,119.01
119.46,118.62,120.33,118.00
118.38,120.39,120.39,117.79
118.97,120.12,121.18,118.97
120.28,121.24,121.53,119.32
121.29,122.91,123.14,120.83
122.25,121.04,123.03,120.32
121.28,123.11,123.11,121.28
122.80,124.24,125.44,122.80
123.41,121.69,124.43,121.27
122.14,121.85,122.75,121.08
121.93,123.23,123.39,121.48
124.01,123.22,124.38,123.14
123.47,124.24,124.75,122.41
124.38,125.29,125.32,123.75
125.29,121.58,125.29,118.60
121.18,125.31,125.99,121.00
124.39,124.58,125.00,123.52
124.58,123.87,124.90,122.96
123.47,123.77,124.19,123.17
124.17,124.02,125.50,123.34
124.21,124.61,124.78,123.78
124.03,124.65,125.16,124.03
124.96,126.00,126.55,124.96
126.00,125.20,126.05,124.52
124.97,124.55,125.02,124.18
124.48,124.56,124.93,124.00
123.91,123.92,124.10,123.28
124.42,125.18,126.30,123.64
124.89,120.91,124.89,120.72
120.80,121.02,121.60,119.73
121.72,124.09,124.22,121.04
124.15,123.60,124.15,122.34
123.90,124.37,124.61,123.49
123.98,123.52,123.99,123.07
122.68,124.67,125.13,121.92
124.48,123.43,125.48,122.60
124.16,122.00,124.93,121.52
121.60,122.88,124.08,121.60
122.48,120.77,123.41,120.53
119.62,119.68,120.44,118.02
119.59,120.24,120.65,118.71
120.62,120.65,120.94,119.39
120.89,123.09,123.57,120.83
122.96,122.88,123.57,122.35
122.96,121.82,123.21,121.32
121.88,121.98,122.91,121.31
121.83,122.69,123.53,121.81
122.32,121.51,123.10,121.28
121.10,119.36,121.10,117.48
119.20,121.12,121.16,119.20
121.38,120.94,121.59,120.74
120.51,118.70,120.89,118.54
118.82,119.00,119.43,118.09
119.90,123.18,123.75,119.65
123.19,122.18,123.54,121.89
121.49,120.22,121.49,119.91
120.85,120.00,121.80,119.99
120.40,118.46,121.08,118.25
118.42,118.09,119.34,117.90
116.95,123.14,123.36,116.36
123.42,124.44,125.28,122.81
125.02,126.72,126.91,124.09
126.31,127.02,128.35,125.93
126.40,128.26,128.49,125.81
127.51,126.02,128.67,125.93
126.85,126.34,127.39,125.55
126.12,125.78,126.72,125.49
125.26,123.90,126.97,123.90
124.40,123.91,124.93,123.30
123.23,123.32,124.26,122.72
124.77,123.49,124.95,123.44
123.26,124.65,125.21,123.24
124.35,123.52,124.56,122.71
124.13,126.00,126.55,123.58
126.41,126.43,127.15,125.44
126.29,127.26,127.43,125.82
126.98,126.96,127.45,126.15
127.00,126.01,127.00,125.23
126.13,126.50,126.98,125.68
126.26,126.84,127.50,125.85
126.88,126.06,127.00,125.74
125.71,126.00,126.87,124.98
126.00,125.86,126.91,124.96
125.67,126.44,126.44,125.28
126.37,124.45,126.61,124.37
124.56,124.43,125.79,122.84
124.10,124.95,125.86,124.10
124.68,125.40,126.29,124.25
124.46,123.05,124.72,122.80
122.87,123.05,123.52,121.92
122.98,122.58,123.24,122.02
122.22,122.19,123.51,122.10
122.73,124.00,124.44,122.19
124.22,123.74,124.85,123.61
123.23,122.51,123.91,122.05
122.00,121.02,122.00,120.29
120.98,121.87,121.89,120.09
121.91,122.47,122.93,121.18
122.80,123.01,123.89,122.50
122.98,122.36,123.90,122.36
122.99,123.06,123.11,122.18
123.30,122.74,123.83,122.09
122.46,121.75,123.30,121.07
122.44,120.93,122.44,120.26
121.01,119.96,121.12,119.67
119.37,118.66,119.82,118.55
119.51,118.87,119.51,117.79
119.62,119.95,120.36,118.80
120.25,121.00,121.70,119.79
120.05,120.73,121.92,119.60
120.48,121.23,121.57,118.71
120.76,119.31,121.88,119.04
120.62,119.13,120.71,118.66
120.05,118.90,120.05,118.75
119.70,119.72,120.07,118.93
119.47,119.19,120.00,118.90
119.12,118.32,119.74,118.26
118.73,119.65,119.97,118.73
119.48,118.98,120.31,118.73
118.93,118.06,119.97,117.81
118.24,117.11,118.60,116.55
116.95,116.94,117.53,116.14
113.93,113.64,115.60,111.64
113.03,112.90,113.39,112.49
111.77,112.22,112.84,111.14
113.00,112.40,113.00,111.80
112.25,112.35,113.15,111.93
111.78,111.38,112.00,110.68
111.69,111.23,113.19,110.90
111.30,110.94,111.86,110.33
111.27,111.84,113.00,111.27
112.36,112.12,113.98,111.25
112.22,112.12,112.31,110.50
111.85,111.35,112.86,110.75
111.97,113.62,113.80,111.82
112.96,111.82,112.96,111.68
111.48,112.53,112.83,110.41
112.46,111.34,112.46,111.02
111.48,112.11,112.44,110.71
111.76,112.86,112.89,110.98
112.18,112.18,112.41,111.66
111.42,110.27,111.61,109.97
109.68,108.87,110.19,108.40
107.86,106.10,108.50,106.00
105.60,103.36,106.70,102.00
104.78,101.14,105.06,101.05
102.92,103.11,103.29,101.50
103.84,105.12,105.21,103.08
104.81,105.87,106.11,104.79
105.59,106.29,106.71,104.62
104.48,103.87,105.17,103.40
104.70,104.66,105.00,102.87
104.68,105.35,105.95,104.68
104.10,103.52,104.68,103.22
104.78,104.30,105.05,103.04
104.98,104.26,105.77,104.13
104.09,103.13,104.59,102.97
102.60,103.41,103.49,102.38
103.20,101.75,103.96,101.71
102.26,102.61,102.93,101.75
103.19,103.34,103.60,102.89
103.19,102.85,104.35,102.67
101.84,101.76,102.72,101.31
102.13,102.37,102.69,101.42
101.18,101.50,101.62,99.91
101.45,101.25,101.45,100.04
100.24,98.63,100.64,98.30
99.51,97.44,99.51,97.27
96.78,95.10,97.04,94.89
95.36,95.11,95.95,94.53
95.30,94.89,95.37,93.83
95.50,93.99,95.50,92.79
93.09,96.45,96.48,92.33
97.23,100.64,100.77,96.80
100.42,101.99,102.48,100.42
102.47,104.25,105.03,102.02
104.06,106.74,106.93,103.52
106.87,105.64,107.72,105.25
105.52,104.72,105.75,104.37
104.01,103.21,104.66,103.06
102.93,103.00,103.72,102.45
102.58,102.50,104.09,100.26
102.07,98.02,102.07,97.40
97.84,97.05,97.84,96.60
96.77,97.23,98.25,96.49
97.60,97.15,98.88,96.97
98.34,108.74,109.00,98.32
109.40,107.51,109.40,106.59
106.76,106.16,107.04,106.06
105.61,104.61,106.00,104.04
104.73,107.12,107.47,104.73
106.36,107.04,107.44,106.12
107.31,108.44,108.91,107.10
108.25,110.05,110.84,107.81
110.00,110.20,110.90,108.69
110.39,110.78,111.07,109.75
110.55,113.02,113.35,110.06
112.86,113.59,114.11,111.40
113.61,113.37,113.90,112.00
113.08,113.77,113.84,112.50
114.00,115.09,115.79,113.40
113.81,111.77,114.53,110.64
111.32,113.45,113.56,111.32
112.85,115.01,115.14,112.19
114.81,114.72,115.35,113.98
115.23,117.36,117.55,114.67
117.29,116.96,117.67,116.13
116.97,117.19,118.05,116.61
117.35,117.07,117.62,116.47
116.66,117.94,118.52,116.41
118.12,117.23,118.75,117.00
116.87,117.77,118.17,116.30
118.12,117.25,118.16,116.94
117.62,116.51,117.97,115.75
116.12,115.54,117.64,115.00
116.08,114.97,116.28,113.71
115.02,114.96,115.50,114.06
114.47,112.20,114.86,111.90
111.12,110.67,111.86,110.14
110.55,109.28,111.66,108.92
109.23,109.14,109.98,108.77
108.01,106.84,108.42,106.81
106.59,105.83,106.81,104.50
106.60,104.45,107.01,103.99
104.68,104.47,104.81,102.85
104.68,102.58,104.71,102.54
102.55,101.52,102.64,100.87
101.64,103.65,103.80,101.62
103.90,105.19,106.17,103.08
105.86,108.98,109.33,105.86
109.00,108.44,109.05,108.03
107.88,107.13,109.35,106.73
107.83,107.09,108.95,104.91
106.54,106.38,107.79,106.02
105.91,106.02,107.13,104.93
104.70,105.88,105.94,103.81
105.88,107.29,107.33,105.38
105.99,107.18,107.28,105.95
105.36,105.50,106.67,105.36
105.82,102.42,106.51,102.33
102.87,101.74,103.71,101.23
102.61,100.36,102.61,98.80
101.49,99.16,102.17,99.09
99.37,100.70,101.28,96.85
98.50,100.64,100.65,97.98
101.41,98.95,102.30,98.23
97.59,100.82,101.49,96.50
100.98,100.08,101.38,98.86
100.95,101.96,103.13,100.05
101.08,99.85,102.40,99.66
100.55,102.20,102.54,100.19
101.73,101.54,103.70,100.44
102.96,102.45,103.49,100.84
102.71,106.59,106.62,102.66
105.57,104.49,106.89,103.91
103.28,102.75,104.18,101.93
103.75,105.56,105.71,101.47
105.50,107.53,108.47,105.50
107.52,106.47,109.14,106.07
105.33,107.71,107.86,105.31
105.97,105.31,107.70,105.29
105.83,105.38,106.61,105.15
104.11,100.90,105.12,100.14
101.84,104.07,104.73,101.22
105.16,107.40,109.80,105.16
108.18,110.64,111.21,107.86
109.64,111.85,111.91,106.47
110.75,112.54,113.26,109.99
113.41,114.11,114.76,112.83
113.50,114.09,114.81,113.50
112.85,113.55,113.88,111.16
113.68,114.09,114.80,112.20
114.61,113.47,114.93,112.63
114.00,113.05,114.96,113.05
114.00,114.53,115.14,113.44
114.38,114.58,114.80,113.56
114.08,115.88,116.64,113.82
115.98,116.22,116.99,115.33
116.01,119.36,119.46,115.20
118.19,117.31,118.49,116.15
117.62,118.31,118.42,116.93
118.60,117.69,119.38,116.83
118.41,118.70,119.31,116.99
117.94,119.63,120.00,117.94
118.63,118.79,119.02,117.29
118.61,121.64,122.12,118.61
121.68,124.03,124.88,120.94
123.75,124.56,125.18,123.75
123.94,125.37,125.69,123.46
124.29,122.93,124.34,122.77
122.56,120.96,123.71,120.53
120.37,121.74,121.89,118.60
121.86,122.84,123.12,120.27
122.37,124.81,125.06,121.65
125.30,125.07,125.36,123.91
124.65,123.84,124.65,123.44
122.66,123.82,123.99,120.97
123.60,121.65,123.60,121.50
120.43,119.87,121.19,117.82
119.94,119.93,120.97,118.72
119.06,117.99,120.42,117.10
118.65,118.57,120.21,117.86
119.28,119.04,120.89,118.92
119.05,119.75,120.39,118.44
120.22,121.65,121.89,119.38
121.94,119.89,122.36,119.75
119.72,121.46,121.80,119.05
121.61,121.28,121.85,120.23
121.76,125.38,125.70,121.34
124.85,124.32,125.84,123.47
128.23,139.25,145.94,128.23
139.25,139.71,143.18,138.94
138.50,139.08,141.21,136.21
139.64,142.67,142.98,138.74
142.75,143.76,144.84,142.59
142.68,142.21,144.00,141.70
142.11,140.38,142.68,139.28
140.44,140.25,140.95,139.53
138.94,136.81,139.15,135.65
136.31,133.31,136.31,133.26
133.57,133.31,134.35,132.64
133.10,132.99,133.71,132.20
132.18,131.56,132.35,130.84
131.96,134.60,134.90,131.31
134.94,134.87,135.97,133.80
134.99,134.97,136.18,134.15
134.65,131.87,134.98,131.43
132.09,133.66,134.73,131.81
133.42,132.14,135.13,131.50
131.26,131.28,132.67,130.02
130.17,130.81,131.64,129.19
131.64,131.09,132.60,130.53
131.25,131.65,131.99,130.01
132.37,133.79,134.06,131.71
134.68,135.84,136.09,131.36
136.57,135.84,137.47,135.23
135.85,136.14,137.07,135.01
136.20,138.32,138.40,136.20
137.83,139.41,139.96,137.12
138.48,140.12,140.14,137.71
138.74,133.46,139.75,132.99
134.42,135.06,135.81,133.65
135.08,136.33,137.40,134.42
136.94,138.06,138.35,136.53
136.93,137.00,138.11,135.69
135.27,134.55,137.26,134.00
133.70,133.13,134.74,132.98
132.22,132.83,133.36,131.45
133.32,133.60,135.15,131.50
132.72,132.77,133.06,130.96
132.52,132.82,134.51,132.14
134.50,136.46,137.33,132.55
136.68,136.45,137.58,135.37
136.70,135.17,137.40,135.01
136.92,138.02,138.03,135.64
133.80,132.16,134.00,131.80
130.30,128.93,130.30,126.63
130.40,130.96,131.99,130.09
132.85,133.20,133.72,132.21
132.77,135.27,135.33,132.04
135.12,134.25,136.11,133.25
133.38,131.92,134.28,130.60
131.19,132.42,133.07,130.67
132.97,133.92,134.68,132.89
135.30,136.38,137.05,135.30
136.89,137.31,137.77,136.25
138.00,137.94,139.19,137.27
138.67,137.69,139.00,137.45
138.48,138.68,139.62,137.48
138.78,137.80,138.78,137.44
137.75,137.88,138.56,137.00
137.87,137.19,137.98,136.32
137.18,137.22,138.94,136.70
136.48,132.38,136.48,130.01
131.53,131.30,131.53,129.46
131.21,130.01,131.21,129.34
130.23,131.75,131.98,130.23
132.00,131.03,132.27,130.62
131.01,130.98,132.12,129.89
130.90,130.95,131.58,129.62
131.28,130.35,131.28,129.87
130.03,129.45,130.03,128.70
129.16,130.36,130.72,128.95
130.20,129.61,131.80,129.51
130.36,129.86,130.97,129.64
129.82,130.46,131.29,129.26
130.61,130.08,131.27,128.90
130.50,130.13,131.01,129.69
130.11,130.29,130.86,129.73
130.23,130.16,130.40,128.87
130.40,131.05,131.68,130.29
130.94,130.13,131.53,129.44
129.93,129.60,130.99,129.15
129.79,130.93,131.07,129.03
130.23,132.98,133.24,129.59
131.81,134.00,134.16,130.31
134.37,133.25,134.71,133.05
132.97,132.14,133.75,131.98
131.95,132.51,133.28,131.95
132.88,133.28,134.12,131.85
133.10,132.69,134.42,132.43
133.07,132.15,133.66,131.66
132.07,130.47,132.43,129.74
130.29,129.98,131.44,128.97
130.97,132.83,132.86,129.23
133.23,132.47,134.60,131.73
132.19,132.96,133.80,131.95
132.47,132.20,132.97,131.38
130.83,126.61,130.83,126.46
125.62,128.29,129.08,125.62
126.73,126.95,127.95,126.44
127.10,126.04,127.36,125.60
126.34,127.78,128.36,125.80
127.29,126.68,128.73,126.20
127.72,127.55,128.63,126.91
128.32,127.03,129.56,126.96
127.94,130.31,130.58,127.81
131.86,134.00,134.62,130.38
133.45,130.63,133.45,130.52
130.05,129.25,131.17,129.05
128.80,130.21,130.40,128.62
130.34,133.75,133.98,129.30
133.99,133.66,134.89,131.83
134.99,134.57,135.96,132.18
134.04,134.01,135.81,133.29
134.32,130.69,135.40,130.28
131.62,130.67,131.66,130.31
130.05,131.45,131.69,129.45
131.49,128.90,132.00,128.69
130.07,129.00,131.11,128.64
128.19,127.17,128.55,126.50
127.17,127.53,128.34,126.60
126.86,129.78,130.06,126.51
130.41,128.19,130.59,128.05
128.45,128.35,129.25,127.95
131.70,129.35,131.70,128.15
129.90,129.30,130.00,128.65
125.00,128.00,128.50,120.65
127.45,128.05,129.40,126.45
129.75,130.20,131.00,128.74
129.80,127.35,130.50,127.30
126.60,126.35,127.35,125.15
126.75,126.35,126.90,125.35
126.55,127.10,129.05,126.15
127.55,127.95,128.55,127.20
128.90,125.25,128.90,124.50
125.15,122.90,125.18,122.75
123.00,123.65,124.15,121.05
124.00,125.20,127.95,122.25
128.70,126.15,130.35,125.80
125.95,125.25,126.50,125.25
126.45,133.40,134.75,126.45
134.75,137.75,139.05,133.85
137.55,138.85,138.90,135.75
139.35,142.60,142.70,138.70
142.00,144.15,144.45,141.80
142.90,142.05,143.85,140.20
142.00,143.60,143.75,140.60
143.55,141.30,143.80,141.20
142.40,143.70,143.75,140.50
144.60,146.70,146.90,144.15
146.45,147.95,149.55,145.15
148.35,146.80,148.60,146.30
147.20,148.45,148.45,147.10
147.70,148.30,148.45,146.95
150.10,148.90,151.55,147.95
150.60,150.25,151.50,149.45
149.85,148.90,152.18,148.80
150.15,149.60,150.85,149.15
149.70,149.85,150.35,149.05
