CBPO,China Biologic Products,NASDAQ
115.00,118.42,118.82,114.95
118.19,116.33,119.48,116.20
115.38,113.55,115.38,112.00
114.00,113.13,114.64,112.41
112.44,114.29,114.72,111.85
113.93,111.37,113.93,110.15
111.33,111.26,112.77,110.64
111.26,109.77,111.68,109.47
109.77,109.45,110.05,108.43
109.01,110.15,111.32,107.74
110.57,110.35,111.95,109.39
109.98,111.28,112.00,109.88
110.99,110.96,111.97,110.50
111.00,109.30,111.62,108.98
109.86,107.87,109.86,107.11
107.54,107.52,109.19,106.95
107.35,108.14,108.97,106.47
108.41,111.90,112.00,107.70
111.82,112.50,112.88,110.81
113.00,115.13,115.46,112.16
115.90,113.22,115.90,113.01
114.07,110.73,114.07,110.70
111.23,108.27,112.94,106.84
107.90,108.80,109.59,107.14
109.22,109.09,111.20,108.20
