IYY,iShares Dow Jones U.S. ETF,NASDAQ
81.39,80.10,81.47,79.93
80.77,80.32,80.77,79.56
79.53,79.39,80.04,78.67
80.08,80.14,80.34,79.55
80.40,80.60,80.76,80.17
81.10,81.18,81.46,81.07
80.91,80.69,81.32,80.66
81.23,81.41,81.93,81.18
81.35,81.31,81.86,81.00
81.00,81.37,81.57,80.91
81.98,82.04,82.11,81.49
82.64,82.65,82.90,82.52
83.08,83.28,83.37,82.92
83.29,83.29,83.54,83.06
84.22,84.47,84.47,84.00
84.45,84.61,84.67,84.35
84.72,84.87,84.96,84.63
84.86,84.48,84.95,84.31
84.75,84.79,84.94,84.65
84.93,85.22,85.40,84.93
85.03,85.38,85.38,84.95
85.40,85.52,85.59,85.40
85.73,85.47,85.82,85.32
85.77,85.02,85.77,84.89
84.92,85.27,85.29,84.63
84.87,85.33,85.33,84.60
85.19,85.01,85.31,84.84
85.27,85.09,85.40,84.91
85.32,85.17,85.72,85.17
85.79,86.21,86.33,85.79
86.12,86.32,86.36,86.01
86.27,86.31,86.41,86.16
86.19,85.73,86.19,85.60
85.53,85.43,85.53,85.16
85.86,85.81,85.92,85.37
85.62,85.51,85.82,85.36
85.19,85.45,85.54,85.13
85.56,85.63,85.74,85.08
85.56,85.24,85.63,85.23
84.42,84.06,84.46,83.85
83.80,83.77,84.07,83.60
83.50,83.24,83.81,83.20
83.22,83.67,83.93,83.21
83.39,83.13,83.89,83.07
83.36,83.90,83.99,83.27
84.20,84.26,84.28,83.97
84.29,84.02,84.52,83.98
83.10,82.61,83.43,82.58
82.47,82.82,83.12,82.39
82.72,83.06,83.42,82.67
83.23,82.58,83.23,82.50
83.44,82.96,83.67,82.69
83.01,83.67,83.80,82.88
83.83,83.80,84.01,83.77
84.04,83.82,84.32,83.32
84.14,84.76,84.80,84.11
85.16,85.40,85.42,85.13
85.37,85.68,85.68,85.18
85.97,85.42,85.97,85.36
85.63,85.62,85.67,85.47
86.61,86.07,86.63,85.96
86.22,86.50,86.60,86.22
86.41,87.51,87.71,86.26
87.75,87.41,87.77,87.30
87.53,86.72,87.53,86.72
86.57,86.31,86.76,86.09
85.80,85.79,86.29,85.76
85.92,85.65,86.03,85.53
86.05,85.96,86.19,85.71
85.54,85.63,85.71,85.39
84.92,85.21,85.37,84.72
85.19,85.94,86.02,85.19
85.53,85.74,85.87,85.29
85.67,85.09,85.70,84.70
85.10,85.74,85.84,85.03
85.13,84.96,85.46,84.89
84.93,83.89,85.03,83.81
83.96,83.84,84.18,83.41
84.74,85.72,85.72,84.74
85.65,86.30,86.30,85.62
85.88,86.68,86.68,85.71
86.70,86.05,86.70,85.99
86.57,87.20,87.21,86.51
86.72,87.83,87.86,86.58
88.15,88.41,88.50,87.97
88.45,88.41,88.52,88.25
88.62,88.94,89.19,88.62
88.70,88.50,88.70,88.23
88.69,88.80,88.91,88.51
89.00,89.11,89.16,88.80
89.23,89.26,89.37,89.00
89.54,89.69,89.69,89.36
89.87,89.23,89.88,89.01
89.20,88.99,89.51,88.81
89.13,89.16,89.28,88.69
89.32,89.52,89.53,89.18
89.25,89.21,89.45,88.95
89.49,89.58,89.78,89.43
89.77,88.36,89.77,88.28
88.26,89.47,89.47,88.26
89.41,89.58,89.71,89.40
89.49,89.43,89.56,89.22
89.03,90.14,90.19,89.03
90.23,90.67,90.69,90.20
90.69,90.97,90.98,90.67
91.07,90.58,91.30,90.45
90.50,90.36,90.72,90.23
90.55,90.09,90.75,89.90
90.23,90.81,90.91,90.23
90.95,91.33,91.33,90.86
91.39,91.16,91.50,91.10
91.12,91.34,91.51,91.12
91.45,91.53,91.55,91.26
91.70,91.68,91.78,91.62
91.50,91.15,91.63,91.04
90.81,90.84,91.09,90.57
90.58,90.77,91.16,90.20
90.63,90.49,90.64,90.38
91.24,91.39,91.45,91.04
91.71,91.56,91.74,91.48
91.35,91.30,91.56,91.29
91.03,90.21,91.03,90.09
90.20,89.98,90.29,89.81
90.28,90.04,90.28,89.81
90.50,90.58,90.81,90.50
90.75,90.36,90.75,90.22
90.51,91.73,91.85,89.41
91.51,91.63,91.71,91.35
91.68,92.35,92.43,91.68
92.31,92.31,92.38,92.18
92.31,92.53,92.59,92.29
92.68,92.94,93.00,92.68
93.21,92.90,93.21,92.88
93.01,92.96,93.01,92.82
93.12,93.34,93.39,93.06
92.99,92.49,93.06,92.29
92.56,92.51,92.85,92.45
92.84,92.27,92.84,92.15
92.68,92.84,92.96,92.66
92.83,92.89,93.01,92.60
93.22,92.97,93.24,92.61
93.11,93.17,93.22,92.69
93.03,92.00,93.24,91.86
92.34,92.99,93.05,92.20
93.21,93.52,93.62,93.16
93.25,93.40,93.45,93.18
93.17,93.04,93.40,92.93
93.59,93.32,93.62,92.77
93.38,93.44,93.53,93.21
93.06,92.67,93.06,92.18
92.20,90.70,92.20,90.70
90.73,90.13,90.96,89.73
90.18,90.79,90.85,90.18
90.10,89.94,90.50,89.72
90.55,90.99,91.17,90.40
89.79,90.38,90.96,89.54
90.31,88.16,90.31,88.08
88.67,88.91,89.05,88.33
88.62,88.77,88.92,87.96
89.04,89.88,89.92,89.04
90.25,91.00,91.04,90.07
91.13,91.21,91.21,90.80
91.32,92.13,92.40,91.32
92.20,92.26,92.66,92.14
91.60,92.88,92.91,91.60
92.82,93.20,93.37,92.63
93.43,93.50,93.60,93.20
93.15,92.80,93.77,92.79
93.04,93.63,93.63,92.66
93.57,93.42,93.82,93.40
93.69,93.97,94.53,93.68
94.00,93.85,94.20,93.67
94.11,93.98,94.31,93.78
93.88,94.41,94.41,93.74
94.48,94.60,95.06,94.13
93.74,93.91,94.12,93.46
95.00,95.34,95.46,94.93
95.43,95.46,95.51,95.29
95.55,95.58,95.82,95.45
96.01,95.50,96.01,95.28
95.38,95.52,95.52,95.07
95.54,94.97,95.77,94.86
94.52,95.06,95.08,94.37
95.38,93.93,95.38,93.68
94.06,93.76,94.16,93.70
94.31,94.66,94.80,94.31
94.91,95.38,95.42,94.75
95.38,94.71,95.42,94.24
94.63,95.32,95.36,94.59
95.67,94.87,95.90,94.81
95.35,94.48,95.35,94.14
94.61,94.39,94.78,93.97
94.95,93.76,94.95,93.76
93.79,93.59,93.81,93.25
93.68,93.82,94.44,93.67
94.68,94.82,94.91,94.45
95.00,95.55,95.55,95.00
95.53,95.78,95.93,95.46
95.89,95.65,95.97,95.31
95.94,94.41,96.15,94.22
94.06,93.27,94.19,93.01
93.20,93.69,93.81,92.88
94.09,94.63,94.69,93.68
94.57,92.75,94.60,92.54
92.23,91.82,92.69,91.72
92.46,92.52,92.71,91.72
92.51,93.06,93.15,91.67
93.69,94.11,94.11,93.37
93.89,94.29,94.43,93.75
94.21,94.51,94.60,94.17
94.65,95.10,95.32,94.65
94.99,94.81,95.10,94.80
95.30,94.92,95.30,94.60
94.82,94.11,94.82,93.93
94.31,94.22,94.64,93.26
94.63,94.72,94.81,94.35
94.61,95.13,95.13,94.47
95.12,95.10,95.33,94.94
95.06,95.00,95.58,95.00
94.63,95.22,95.27,94.33
95.01,94.52,95.01,94.49
94.79,94.83,94.85,94.30
94.69,94.73,95.45,94.50
94.65,94.88,94.91,94.32
95.36,95.93,95.93,95.31
95.81,95.89,96.20,95.81
95.86,95.39,95.86,95.28
95.21,94.57,95.21,94.04
94.41,94.85,94.90,94.22
94.78,95.38,95.39,94.78
95.34,94.77,95.34,94.42
94.85,95.43,95.43,94.85
95.37,95.74,95.89,95.32
95.68,96.20,96.20,95.68
96.39,96.72,96.78,96.39
96.78,96.62,96.86,96.52
96.84,97.14,97.14,96.68
97.16,97.29,97.33,96.95
97.33,97.34,97.43,97.05
97.14,97.32,97.35,97.08
97.19,97.57,97.62,97.08
98.01,98.26,98.31,97.38
98.38,98.65,98.76,98.38
98.75,98.89,99.14,98.64
98.67,98.82,98.82,98.51
98.65,98.59,98.65,98.31
98.28,97.77,98.36,97.62
98.10,98.02,98.16,97.70
98.05,98.18,98.33,97.98
98.16,98.48,98.60,98.03
98.48,99.19,99.21,98.35
99.42,99.25,99.45,98.94
99.62,99.50,99.62,99.36
99.69,99.53,99.69,99.37
99.16,98.50,99.43,98.43
98.28,98.96,99.00,98.20
98.72,98.83,98.87,98.34
98.59,99.14,99.14,98.59
99.08,99.13,99.30,99.02
99.44,99.90,100.10,99.44
99.76,99.83,99.97,99.73
100.08,100.27,100.37,100.04
100.11,99.83,100.20,99.78
99.53,99.16,99.53,98.94
99.37,99.56,99.64,99.21
98.60,99.22,99.49,98.48
99.21,99.30,99.33,98.94
99.66,99.76,99.91,99.66
99.96,99.56,100.00,99.19
100.03,99.91,100.03,99.62
99.56,98.70,99.91,98.68
98.99,99.73,99.80,98.99
99.54,99.55,99.61,99.13
99.94,99.92,100.17,99.81
100.10,100.18,100.29,100.00
100.37,100.29,100.44,100.10
100.21,99.73,100.21,99.57
99.85,99.71,99.90,99.13
99.85,99.43,100.04,99.42
99.64,99.32,99.75,98.99
98.81,97.49,98.81,97.36
97.26,97.17,97.63,96.66
97.30,97.78,97.98,96.88
97.38,96.87,97.65,96.53
96.50,97.00,97.35,96.39
97.25,96.44,97.63,96.24
96.55,97.53,97.53,96.42
97.88,97.88,98.26,97.82
97.75,97.61,97.90,97.43
97.88,98.30,98.48,97.88
98.43,98.83,98.83,98.42
99.26,98.82,99.26,98.18
99.37,99.63,99.68,99.30
100.00,100.23,100.29,99.91
100.02,100.45,100.49,99.94
100.43,100.66,100.83,100.43
100.61,100.54,100.75,100.45
101.01,101.04,101.21,100.85
101.17,101.20,101.41,101.14
101.19,101.16,101.31,100.99
100.70,101.01,101.12,100.70
101.18,101.41,101.52,100.93
101.49,101.35,101.54,100.99
101.75,101.24,101.75,101.23
101.39,101.13,101.80,100.92
101.22,101.48,101.48,100.75
101.37,101.40,101.59,100.99
101.30,100.66,101.30,100.46
100.67,100.98,101.07,100.39
100.69,101.09,101.13,100.65
101.00,100.59,101.04,100.30
100.48,100.38,100.54,100.14
100.22,101.03,101.25,100.20
101.27,101.11,101.69,100.59
101.45,101.65,101.73,101.39
102.09,101.47,102.16,101.33
101.34,100.67,101.34,100.52
100.20,100.23,100.59,100.01
99.60,100.39,100.41,99.50
100.22,98.89,100.22,98.77
98.92,99.60,99.73,98.90
98.77,99.36,99.51,98.57
99.49,99.14,99.63,98.85
98.89,97.71,98.89,97.40
97.55,97.77,98.04,96.73
98.53,98.86,99.45,98.17
99.13,98.70,99.32,98.33
98.20,97.21,98.30,97.21
97.11,98.71,98.78,96.66
98.52,96.76,98.52,96.72
96.60,95.86,97.08,95.83
95.62,93.87,95.69,93.87
94.48,94.17,95.24,93.95
93.00,93.64,93.93,91.39
92.06,93.72,94.42,91.97
94.79,94.90,95.54,94.50
94.71,95.82,95.84,94.58
96.48,97.69,97.75,96.36
97.77,96.92,98.18,96.92
97.94,98.16,98.79,97.85
98.20,98.89,98.89,98.20
98.50,98.73,98.77,98.18
99.12,99.98,99.98,99.07
99.89,99.82,100.20,99.28
99.45,100.41,100.65,99.41
101.40,101.60,101.60,101.10
101.90,101.63,101.97,101.44
101.30,101.23,101.42,100.68
101.90,101.70,101.91,101.39
101.81,102.25,102.25,101.52
102.30,102.19,102.41,102.02
102.30,102.65,102.67,102.21
102.73,102.77,102.80,102.48
102.26,102.77,102.77,102.26
102.84,102.59,103.07,102.34
102.84,102.66,102.84,102.54
102.50,102.78,102.88,102.45
102.90,103.39,103.58,102.90
103.40,103.18,103.40,102.75
102.60,103.40,103.42,102.00
104.61,103.90,104.61,103.67
104.43,104.37,104.43,104.11
104.51,104.18,104.60,104.09
104.30,104.50,104.50,104.26
104.32,104.17,104.53,104.12
105.44,103.38,105.44,103.19
103.47,103.89,104.13,103.47
104.14,104.49,104.61,104.11
104.36,104.35,104.51,103.87
104.50,104.57,104.71,104.39
104.39,103.74,104.62,103.47
102.50,103.69,103.69,102.50
103.60,102.05,103.60,102.03
102.30,102.54,103.53,102.30
101.77,101.00,102.20,101.00
101.60,100.34,101.77,99.92
100.05,99.50,101.49,99.48
101.40,101.55,101.75,99.77
103.20,103.92,103.93,102.54
104.33,104.28,104.73,103.88
104.75,104.79,104.79,104.32
105.06,105.02,105.23,104.86
104.75,104.66,104.86,104.45
104.70,104.93,105.06,104.70
104.84,104.98,105.16,104.09
105.02,104.54,105.02,104.40
104.80,103.56,104.82,103.40
104.18,103.34,104.18,102.81
102.86,101.56,102.86,101.32
101.85,100.66,101.99,100.19
101.51,101.85,101.93,101.10
102.75,103.53,103.70,102.75
103.80,102.84,103.80,102.44
102.77,102.01,102.97,101.72
102.73,101.79,103.38,101.09
100.60,101.14,101.31,100.10
101.49,100.33,101.49,100.14
100.00,101.56,101.62,99.69
101.92,101.56,102.05,100.93
101.30,102.19,102.42,101.10
102.74,103.76,103.78,102.19
103.50,103.35,103.79,103.29
103.02,103.64,103.69,102.82
102.41,102.36,103.06,101.83
103.00,101.17,103.32,101.00
101.33,102.03,102.15,100.36
101.31,100.56,102.02,100.50
101.09,101.60,101.87,99.79
102.25,103.26,103.26,102.03
102.98,102.88,103.55,102.74
103.60,103.98,104.14,103.57
104.28,103.64,104.57,103.47
103.47,103.22,103.73,103.22
103.95,104.25,104.41,103.46
104.27,104.17,104.50,103.88
104.77,105.29,105.39,104.73
105.46,105.75,105.86,105.46
105.73,105.92,106.14,105.51
105.75,106.01,106.30,105.67
105.80,105.94,106.16,105.80
105.88,106.52,106.65,105.13
106.48,106.57,106.57,106.27
106.60,106.90,106.96,106.59
106.70,106.78,107.10,106.63
106.71,106.63,106.88,106.47
106.58,106.43,106.81,106.37
106.30,107.00,107.00,106.24
106.92,106.65,106.92,106.11
106.24,106.08,106.26,105.61
106.37,106.27,106.45,106.03
106.02,104.63,106.02,104.63
104.92,105.12,105.48,104.92
104.52,103.67,104.52,103.57
103.89,103.58,103.89,103.31
103.86,104.74,104.74,103.86
104.51,104.07,104.82,103.50
104.58,105.35,105.56,104.58
105.05,105.18,105.46,104.67
104.95,106.48,106.93,104.62
106.27,106.04,106.27,105.87
106.51,106.93,107.16,106.51
106.98,106.79,107.39,106.79
106.69,106.17,106.86,106.11
105.88,104.14,105.88,104.14
103.72,103.92,104.33,103.47
103.86,104.24,104.29,103.86
104.89,105.52,105.63,104.89
105.16,104.85,105.45,104.56
104.57,104.18,104.57,103.66
104.30,104.73,104.94,104.21
104.19,105.43,105.62,104.19
105.40,105.04,105.82,105.04
105.32,105.35,105.61,105.01
105.35,105.82,105.88,105.22
105.98,106.32,106.32,105.85
106.26,105.93,106.69,105.89
106.02,105.96,106.08,105.36
106.32,106.52,106.79,106.32
106.39,106.50,106.76,106.30
105.97,105.39,105.97,104.89
105.85,106.23,106.42,105.85
106.52,106.16,106.62,106.00
106.29,106.72,106.72,105.85
106.50,107.23,107.31,106.48
107.20,107.05,107.28,106.95
107.46,106.60,107.52,106.47
106.64,106.81,106.99,106.02
106.44,106.55,106.78,106.04
106.10,105.27,106.38,104.90
105.66,106.30,106.44,105.63
106.74,106.64,107.00,106.60
106.69,105.39,106.69,105.39
105.53,105.13,105.53,104.51
105.04,105.37,105.74,104.99
106.44,106.77,106.99,106.44
106.71,106.35,106.98,106.35
105.96,106.13,106.35,105.38
106.44,105.99,106.65,105.96
106.61,107.10,107.24,106.61
107.22,107.16,107.32,107.00
107.16,107.65,107.87,107.16
107.75,107.60,107.93,107.47
107.66,107.72,107.92,107.41
107.46,107.75,107.98,107.46
107.66,107.54,107.82,107.51
107.39,106.53,107.39,106.20
106.80,107.51,107.54,106.80
107.37,107.31,107.37,106.90
107.35,106.71,107.35,106.57
107.02,106.99,107.29,106.50
106.74,106.85,107.14,106.41
107.17,107.16,107.49,106.95
106.82,106.18,106.98,106.07
106.20,106.11,106.42,105.82
106.02,105.45,106.02,105.45
105.50,105.57,105.75,105.04
105.82,106.74,106.86,105.82
107.05,106.95,107.15,106.75
106.64,106.32,106.64,106.14
105.55,105.82,105.94,105.29
105.62,106.30,106.44,105.62
106.52,106.51,106.72,106.04
106.74,107.58,107.82,106.74
107.46,106.98,107.50,106.98
107.69,107.74,108.00,107.63
107.76,107.82,107.98,107.61
107.08,106.51,107.37,106.51
106.75,106.14,106.78,106.13
106.39,106.08,106.43,105.91
105.17,103.91,105.57,103.83
104.86,104.25,104.86,103.90
105.06,104.90,105.17,104.48
105.27,104.88,105.27,104.59
104.08,104.45,104.98,103.88
104.68,105.09,105.10,103.25
104.39,103.39,104.39,103.23
104.58,103.62,104.80,103.62
104.65,104.95,105.01,104.40
105.59,105.96,105.97,105.59
105.87,106.47,106.60,105.87
106.49,106.25,106.71,106.13
106.93,107.11,107.11,106.79
107.25,107.07,107.25,106.88
107.38,107.23,107.42,106.93
107.15,106.74,107.18,106.46
106.15,106.41,106.65,106.15
106.42,105.94,106.65,105.69
106.09,104.90,106.09,104.69
104.23,104.12,104.61,103.93
104.62,105.38,105.51,104.25
105.45,106.25,106.27,105.45
105.91,106.26,106.31,105.48
106.54,106.10,106.54,106.02
106.13,105.68,106.13,105.18
105.56,105.49,106.07,105.28
106.12,105.87,106.62,105.77
105.95,105.16,105.97,104.66
105.04,104.80,105.04,104.28
105.33,106.05,106.13,105.33
105.38,105.11,105.48,104.81
104.18,105.14,105.31,103.58
105.23,105.15,105.60,104.83
105.01,105.50,105.59,104.98
105.24,106.14,106.14,105.09
105.86,105.91,106.21,105.75
105.55,104.98,105.76,104.56
104.12,102.70,104.33,102.70
101.79,99.84,102.29,99.69
97.03,95.89,100.05,53.68
98.80,94.61,99.09,94.55
95.55,98.07,98.13,95.07
99.05,100.44,100.55,98.34
100.09,100.51,100.72,99.87
100.01,99.80,100.49,99.56
98.81,96.88,98.81,96.52
97.85,98.59,98.59,97.14
98.95,98.72,99.85,98.48
97.84,97.36,97.91,96.80
99.02,99.71,99.72,98.52
100.45,98.44,100.58,98.23
98.35,98.82,99.53,98.31
98.59,99.31,99.31,98.25
99.52,98.90,99.52,98.67
99.23,100.21,100.39,98.97
100.25,101.07,101.13,100.19
101.08,100.87,102.36,100.50
99.80,99.23,100.19,99.01
99.86,99.68,100.32,99.15
98.29,98.38,98.67,97.80
98.41,98.18,98.60,97.84
97.70,97.84,98.06,96.61
98.20,97.21,98.21,96.67
96.70,94.64,96.70,94.49
94.89,94.63,95.44,94.12
95.89,96.48,96.48,95.38
96.77,96.54,96.77,95.64
95.43,97.99,97.99,95.14
98.76,99.88,99.88,98.76
99.75,99.40,99.94,99.16
99.93,100.31,100.44,99.47
100.11,101.12,101.28,99.93
101.50,101.30,101.54,100.90
101.24,101.33,101.48,101.09
100.84,100.66,101.63,100.55
100.51,100.14,100.98,99.94
100.67,101.71,101.71,100.47
101.92,102.09,102.09,101.43
101.75,102.19,102.19,101.59
101.88,101.95,102.38,101.76
102.25,101.33,102.29,101.32
101.80,102.78,102.99,101.80
103.65,103.89,104.11,103.36
103.68,103.65,103.80,103.43
103.31,103.30,103.46,103.05
103.60,104.69,104.77,103.27
104.48,104.61,104.75,104.34
104.58,104.16,104.83,104.16
104.27,105.39,105.45,104.27
105.24,105.60,106.00,105.15
106.12,105.43,106.12,105.15
105.49,105.32,105.58,104.88
105.28,105.21,105.32,104.60
105.00,104.28,105.00,103.88
103.98,104.28,104.48,103.95
104.57,104.10,104.65,104.09
103.41,102.72,103.76,102.72
102.35,101.43,102.36,101.41
101.31,102.97,102.99,101.16
103.11,102.76,103.58,102.69
103.13,104.50,104.50,103.13
104.38,104.32,104.64,104.18
104.77,104.69,105.07,104.64
104.75,104.60,105.08,104.40
104.09,104.77,105.00,103.87
104.95,104.91,105.03,104.77
104.90,104.93,105.08,104.90
105.15,104.52,105.15,104.48
104.98,105.46,105.59,104.91
105.51,104.44,105.65,104.31
104.62,102.89,104.62,102.65
103.09,104.81,104.96,103.09
104.57,104.00,104.57,103.66
103.18,103.46,103.84,102.87
103.20,102.68,104.03,102.04
102.74,102.83,103.48,102.63
101.69,100.92,101.90,100.78
100.94,101.26,101.26,100.00
102.05,102.28,102.84,102.05
102.97,103.75,104.00,101.97
104.05,102.27,104.05,102.27
101.96,100.70,101.96,100.70
101.23,101.34,101.35,100.59
101.76,102.30,102.42,101.34
103.04,103.49,103.58,102.88
102.92,103.11,103.22,102.85
102.46,102.57,102.64,101.97
103.13,103.60,103.79,103.13
103.47,103.09,103.48,103.09
102.63,101.97,102.80,101.97
100.38,100.34,100.38,99.34
100.64,100.56,100.87,100.04
99.12,99.34,99.78,98.80
97.54,96.86,98.42,96.69
97.56,95.71,97.70,95.71
96.35,95.86,96.40,94.77
96.72,96.50,97.01,95.26
96.95,94.00,97.01,93.69
94.35,95.53,96.04,93.41
92.96,93.45,93.81,92.42
94.51,93.40,94.51,92.59
91.96,92.50,93.25,89.90
92.53,92.80,93.86,91.85
94.22,94.71,94.89,94.01
94.47,93.22,94.55,93.18
93.65,94.64,94.70,93.62
94.35,93.56,95.12,93.16
94.54,93.92,94.54,93.18
94.32,96.12,96.23,94.32
95.76,96.33,96.69,95.46
95.49,94.47,95.49,94.28
95.08,94.94,95.10,92.96
94.71,95.21,95.71,94.66
94.86,93.22,94.86,92.97
92.21,91.88,92.21,90.65
90.80,91.80,92.49,90.80
92.27,91.81,92.94,91.74
90.36,90.80,91.14,89.80
91.67,92.25,92.41,91.13
93.50,94.11,94.13,93.06
94.92,95.65,95.78,94.80
95.87,95.30,95.87,95.18
94.85,95.27,95.31,94.42
96.18,96.64,96.79,96.18
96.29,95.45,96.43,95.38
94.51,95.97,95.97,94.09
96.21,96.98,97.00,95.85
97.62,96.94,97.62,96.83
97.01,96.22,97.50,96.22
97.02,98.49,98.49,96.91
98.41,99.00,99.00,98.22
98.99,99.46,99.48,98.64
99.67,99.79,100.24,99.16
99.29,99.85,100.09,99.29
99.35,98.76,99.55,98.69
99.29,99.21,99.43,98.94
99.57,99.20,99.97,98.20
100.20,100.92,100.93,100.10
100.60,100.93,101.00,100.48
100.24,100.46,100.49,100.07
100.45,101.16,101.26,100.26
101.14,101.90,102.11,100.83
102.38,102.27,102.42,102.06
102.12,102.39,102.60,101.97
101.94,102.40,102.63,101.94
101.66,101.19,101.66,101.07
100.45,101.12,101.12,100.36
101.28,101.17,101.35,100.91
100.99,102.24,102.24,100.81
102.74,102.58,103.03,102.47
102.57,102.51,102.87,102.46
101.95,103.14,103.25,101.56
103.19,102.75,103.19,102.56
101.93,101.63,102.18,101.63
101.75,102.77,102.77,101.67
102.21,101.63,102.36,101.17
102.33,101.82,102.56,101.71
102.25,101.58,102.71,101.58
101.74,102.64,102.79,101.62
103.04,103.75,103.78,103.04
103.72,103.77,103.96,103.59
103.84,103.70,103.84,103.48
103.29,104.26,104.31,103.29
104.55,104.55,104.87,104.23
104.78,104.70,105.18,104.44
104.70,104.24,104.75,104.05
103.89,104.28,104.46,103.85
104.05,104.06,104.06,103.61
104.20,104.30,104.54,104.04
104.30,104.68,104.75,103.90
104.26,103.56,104.72,103.38
103.33,103.02,103.38,102.44
103.23,103.79,103.84,103.19
103.14,102.83,103.14,102.51
102.23,102.21,102.67,101.89
102.34,102.17,102.59,101.93
101.89,102.50,102.55,101.73
102.42,102.63,102.87,102.40
103.14,103.92,103.95,103.00
103.58,102.94,103.70,102.94
103.49,102.87,103.49,102.47
102.68,102.09,103.08,102.02
102.07,103.04,103.35,102.07
102.97,102.11,103.11,101.84
101.99,102.16,102.91,101.47
101.68,101.70,101.81,101.12
101.97,102.46,102.64,101.97
102.52,102.28,102.61,102.21
102.66,103.72,103.77,102.66
104.00,104.46,104.60,104.00
104.46,104.40,104.58,104.23
104.41,104.83,104.86,104.41
105.12,104.87,105.19,104.50
104.42,105.03,105.06,104.36
104.90,105.42,105.42,104.60
105.02,105.08,105.31,104.53
105.21,105.62,105.83,105.21
105.69,105.79,106.17,105.69
105.85,106.13,106.24,105.85
105.83,106.01,106.06,105.64
105.24,104.86,105.27,104.62
104.50,104.15,105.01,104.15
103.79,103.88,104.18,103.31
104.01,103.73,104.49,103.73
103.35,103.96,103.96,102.68
104.04,103.63,104.04,103.28
106.24,104.43,106.24,104.38
104.18,104.21,104.38,103.96
104.24,103.93,104.67,103.90
104.88,105.35,105.35,104.64
101.72,101.61,103.31,101.26
100.98,99.57,100.98,99.15
100.99,101.37,101.39,100.43
102.28,103.18,103.34,102.28
103.41,104.63,104.63,103.12
104.59,104.87,105.16,104.50
104.29,103.98,104.31,103.59
103.67,104.64,104.64,103.41
104.71,104.58,105.14,104.19
105.25,106.21,106.30,105.25
106.47,106.66,106.90,106.35
107.09,107.44,107.62,107.09
107.67,107.42,107.67,107.14
108.05,107.92,108.24,107.74
108.28,107.85,108.28,107.64
107.85,108.10,108.22,107.76
107.84,107.90,108.01,107.74
108.17,108.52,108.58,107.97
108.37,108.07,108.53,107.84
108.04,108.52,108.59,107.98
108.43,108.25,108.43,107.96
108.22,108.38,108.52,107.96
108.52,108.22,108.52,108.00
108.12,108.47,108.52,107.92
108.25,108.71,108.77,108.08
108.61,108.46,108.81,108.31
108.34,107.67,108.34,107.23
107.57,108.04,108.04,107.57
108.17,108.10,108.28,107.98
108.55,108.98,109.05,108.55
109.13,108.99,109.30,108.85
109.10,109.05,109.33,108.92
109.17,108.78,109.17,108.61
109.14,109.30,109.40,108.98
109.15,109.20,109.31,108.95
109.39,109.64,109.76,109.39
109.38,108.96,109.38,108.96
108.89,109.12,109.12,108.47
109.06,109.44,109.44,109.06
109.18,109.29,109.30,108.94
109.09,109.25,109.30,108.98
109.55,109.53,109.83,109.52
109.46,109.10,109.49,109.07
108.74,108.79,109.14,108.68
108.92,108.57,109.51,108.25
108.77,109.21,109.40,108.77
109.27,108.98,109.27,108.79
108.70,108.80,108.80,108.36
108.58,108.82,108.82,108.27
109.23,109.34,109.61,109.07
109.56,109.49,109.56,109.12
109.58,109.60,109.68,109.40
109.58,109.49,109.62,109.28
108.72,106.90,108.72,106.90
106.23,108.27,108.40,106.23
107.49,106.63,107.49,106.48
106.72,106.59,107.22,106.43
106.62,107.81,107.95,106.48
107.42,107.48,107.65,106.97
107.67,107.37,108.02,107.33
107.83,107.39,107.92,107.39
107.81,108.58,108.66,107.40
109.04,109.34,109.43,109.04
109.16,108.84,109.17,108.75
107.76,107.33,107.76,107.33
107.39,107.99,108.03,107.19
108.10,108.64,108.64,107.66
108.51,107.73,108.65,107.50
108.04,108.53,108.75,108.01
108.18,108.10,108.18,107.85
108.23,107.54,108.29,107.28
107.89,108.08,108.26,107.89
107.90,108.04,108.11,107.56
108.12,107.63,108.24,107.27
108.14,108.20,108.45,107.95
108.02,106.83,108.02,106.41
106.85,106.98,107.17,106.63
106.27,106.53,106.87,105.74
107.05,106.54,107.39,106.54
106.58,106.26,106.62,106.25
107.04,106.91,107.16,106.71
107.06,107.21,107.40,106.94
106.98,107.10,107.27,106.70
106.66,107.02,107.09,106.51
107.47,107.55,107.73,107.30
107.33,107.03,107.53,107.02
106.66,106.87,107.16,106.62
107.23,106.47,107.23,106.43
106.33,106.16,106.87,105.94
106.31,106.28,106.49,106.16
106.71,105.23,106.71,104.99
105.22,104.84,105.40,104.69
104.59,104.29,105.00,104.12
104.31,104.19,104.87,104.17
105.65,106.43,106.49,105.65
106.24,106.91,107.25,106.16
106.24,108.23,108.51,106.24
108.77,108.53,109.19,107.64
108.15,108.45,108.53,107.79
108.61,108.61,108.84,108.23
108.85,109.50,109.50,108.77
109.02,109.35,109.39,109.02
109.44,109.88,109.92,109.44
110.00,109.60,110.00,109.57
110.04,110.49,110.50,110.01
110.75,110.79,110.86,110.33
110.61,110.88,110.88,110.44
111.00,111.34,111.34,110.90
111.02,110.75,111.20,110.67
110.68,110.94,111.22,110.56
111.38,110.69,111.52,110.69
110.85,110.23,110.86,110.03
110.14,110.28,110.57,110.00
110.77,110.96,111.17,110.75
