OESX,Orion Energy Systems,NASDAQ
2.20,2.22,2.24,2.17
2.22,2.17,2.22,2.10
2.20,2.13,2.22,2.11
2.12,2.13,2.16,2.12
2.13,2.14,2.15,2.10
2.11,2.20,2.22,2.10
2.22,2.35,2.44,2.22
2.38,2.49,2.50,2.32
2.51,2.45,2.57,2.42
2.48,2.42,2.49,2.40
2.43,2.39,2.47,2.22
2.38,2.28,2.39,2.17
2.26,2.24,2.29,2.21
2.24,2.23,2.31,2.12
2.23,2.11,2.23,2.10
2.08,2.11,2.20,2.08
2.12,2.17,2.22,2.09
2.22,2.25,2.26,2.11
2.23,2.31,2.39,2.22
2.35,2.28,2.38,2.28
2.18,2.27,2.33,2.15
2.30,2.07,2.30,2.06
2.09,2.11,2.21,2.09
2.11,2.10,2.17,2.06
2.10,2.08,2.16,2.06
2.13,2.10,2.15,2.04
