NSAT,Norsat International Inc. (NEW) Common Stock,NASDAQ
7.85,7.90,7.90,7.85
7.85,7.85,7.90,7.85
7.80,7.90,7.95,7.80
7.95,7.95,7.95,7.95
7.90,7.88,7.95,7.88
7.91,8.00,8.00,7.91
7.95,7.85,7.95,7.85
7.85,7.86,7.86,7.80
7.75,8.00,8.00,7.75
7.95,8.00,8.00,7.85
7.95,8.05,8.10,7.95
8.00,8.00,8.05,8.00
7.90,7.80,7.90,7.75
7.75,7.90,7.90,7.75
7.75,7.75,7.85,7.75
7.78,7.85,7.90,7.78
7.90,7.90,7.90,7.80
7.90,7.90,7.90,7.85
7.81,7.86,7.90,7.81
7.90,7.85,7.95,7.75
7.80,7.95,7.95,7.80
7.95,7.95,7.95,7.91
7.85,7.95,7.95,7.85
7.95,7.90,7.95,7.90
7.91,7.95,7.95,7.91
7.95,7.95,7.95,7.95
7.90,8.05,8.05,7.90
