COP,ConocoPhillips Common Stock,NASDAQ
49.46,49.90,50.04,49.24
50.09,49.78,50.18,48.92
49.97,50.77,50.82,49.82
52.16,51.38,53.10,51.27
52.26,52.64,53.17,51.63
52.24,51.49,52.62,51.38
51.12,51.74,52.13,50.58
51.98,51.94,52.14,51.56
52.00,51.98,52.09,51.56
52.22,51.55,52.58,51.36
51.84,51.48,52.16,51.44
51.55,51.54,51.78,51.38
51.34,51.37,51.64,51.22
51.45,51.60,51.94,51.35
51.47,50.77,51.74,50.62
50.66,50.54,50.82,50.24
50.41,50.14,50.84,49.93
50.82,50.61,51.61,49.92
50.70,51.08,51.10,50.32
51.21,50.93,51.68,50.72
51.02,50.74,51.08,50.29
50.27,49.66,50.53,49.63
49.88,49.66,50.04,49.37
49.96,51.22,51.49,49.46
51.50,50.15,51.53,50.09
49.90,50.59,50.87,49.84
