USLM,United States Lime & Minerals,NASDAQ
75.25,75.30,76.62,75.25
75.83,76.25,76.62,75.56
75.00,75.97,77.02,74.90
76.32,75.50,76.32,73.02
74.40,74.76,75.85,74.40
73.53,75.30,76.00,73.40
76.22,74.76,76.22,74.76
75.16,74.01,75.73,73.65
74.64,75.35,75.55,73.44
75.65,77.01,77.99,75.65
76.81,77.30,77.30,76.42
77.10,76.40,77.60,75.12
75.75,76.39,78.15,75.00
76.09,77.50,77.50,75.34
77.50,76.70,77.50,76.70
77.50,77.06,77.50,76.93
76.50,75.75,76.60,75.75
76.00,74.35,76.00,74.00
74.00,73.86,74.26,73.27
73.96,73.81,74.99,73.81
73.30,73.38,74.10,72.50
73.20,73.69,74.00,73.00
73.80,73.83,73.83,73.80
73.53,72.67,73.53,72.45
73.91,75.49,76.18,73.25
76.08,76.96,77.30,75.43
