ROM,ProShares Ultra Technology,NASDAQ
77.66,76.00,77.66,75.00
74.68,73.92,74.92,72.79
75.33,74.83,75.57,73.97
76.26,75.92,76.44,75.50
76.83,76.48,77.45,76.47
75.48,76.25,76.92,75.00
76.51,77.15,78.20,76.51
77.24,77.31,78.20,76.27
77.65,78.26,78.88,77.65
78.87,79.17,79.17,77.74
79.88,78.58,79.88,78.23
78.82,79.75,79.75,78.62
79.30,80.26,80.55,79.17
82.04,83.39,83.44,81.30
83.39,83.52,83.80,82.82
83.50,84.41,84.49,83.04
84.22,84.43,84.45,83.70
84.91,84.41,85.00,84.15
84.90,84.15,85.49,84.08
81.57,81.04,82.00,80.51
81.08,81.59,81.70,81.05
81.64,80.72,82.03,80.60
82.99,82.41,83.19,81.91
82.55,82.54,82.55,81.50
81.50,82.16,82.16,81.17
82.25,82.67,82.89,81.85
83.02,83.90,84.38,83.02
83.55,83.56,84.60,83.41
85.13,85.45,85.54,84.94
85.50,86.09,86.09,85.10
86.00,86.51,86.68,85.67
86.10,85.31,86.31,84.85
84.83,84.90,85.05,84.00
85.56,86.06,86.26,84.78
85.45,85.13,86.06,84.68
84.35,86.55,86.67,82.70
86.42,88.00,88.45,85.84
88.01,87.98,88.43,87.12
86.76,84.73,86.76,84.44
84.85,85.04,85.47,84.69
85.34,84.72,86.34,84.62
84.65,84.97,85.58,84.47
85.16,84.33,85.67,84.24
84.72,85.12,85.92,84.36
86.51,86.36,86.64,85.76
86.41,86.07,87.45,86.07
84.00,82.35,84.68,82.06
82.04,82.62,83.41,82.04
82.78,83.55,84.22,82.78
83.38,82.77,83.55,82.39
83.33,82.77,84.33,82.53
83.59,84.52,85.00,83.25
84.96,84.98,85.39,84.84
85.27,85.00,85.67,84.01
86.00,87.37,87.55,85.85
88.43,87.85,88.72,87.21
86.58,86.90,87.30,85.96
86.83,86.74,87.20,86.62
86.73,86.69,86.93,86.02
87.68,85.97,87.68,85.45
86.60,86.94,87.28,86.55
87.77,89.16,89.49,87.35
89.99,89.78,90.12,89.48
90.23,88.50,90.23,88.46
89.82,89.17,90.17,88.15
89.29,88.81,89.49,87.89
89.08,88.60,89.08,88.00
89.34,89.01,90.08,88.68
88.27,88.42,88.61,87.67
86.43,87.36,87.84,85.00
87.53,89.00,89.33,87.03
88.08,89.26,89.53,88.01
89.43,87.69,89.43,86.56
87.34,88.54,88.71,87.34
87.42,87.58,88.67,86.93
87.48,84.45,87.48,84.02
84.91,85.33,85.33,82.89
86.14,87.76,88.07,86.14
87.26,89.00,89.33,87.15
87.76,90.04,90.27,87.56
90.22,89.25,90.22,89.00
89.59,90.59,90.78,89.59
89.26,90.51,90.52,88.82
92.18,93.94,94.00,92.00
94.83,95.00,95.41,94.55
95.44,94.28,95.46,93.55
93.84,92.88,93.84,92.20
93.47,93.79,94.31,93.27
94.74,94.31,95.86,94.00
94.47,94.29,95.00,94.02
95.33,95.25,95.87,94.63
95.75,95.25,96.44,94.48
94.51,95.04,96.29,94.51
95.67,94.86,95.94,94.11
95.89,95.83,95.89,95.12
94.75,95.75,96.24,94.73
96.69,97.21,97.23,96.20
97.24,94.56,97.90,94.50
94.81,96.30,96.30,94.52
96.39,96.60,96.84,95.81
95.80,97.21,97.50,95.80
95.90,99.78,99.78,95.90
98.24,98.40,98.76,97.63
98.90,99.13,99.21,98.39
99.37,97.04,99.41,97.04
97.04,96.14,98.22,96.14
97.56,96.09,97.56,95.77
96.76,98.26,98.34,96.76
98.00,97.98,98.41,97.76
98.34,97.81,98.34,97.08
97.52,98.93,99.30,97.42
98.97,100.62,100.67,98.97
100.88,101.68,102.05,100.88
101.93,100.70,102.12,100.63
100.57,100.94,101.64,100.46
100.59,101.98,102.86,100.59
102.63,101.55,102.85,101.55
103.17,103.28,103.68,102.76
103.99,103.99,104.46,103.59
103.69,103.61,104.13,103.47
103.85,101.38,104.01,100.84
101.00,100.01,101.34,100.01
100.95,99.50,101.33,99.50
100.43,101.44,102.04,100.43
101.77,101.93,102.32,101.55
101.27,103.04,103.04,98.49
103.15,103.27,103.45,102.69
104.59,104.85,105.39,103.00
107.34,107.98,108.21,106.81
108.18,108.62,108.62,108.18
109.17,109.36,109.52,108.86
110.50,108.84,110.50,108.67
108.36,108.26,108.80,107.73
108.48,109.84,110.10,108.48
108.85,107.55,108.85,107.19
107.55,107.62,108.04,106.58
106.86,106.44,107.33,105.37
107.10,108.75,108.97,107.10
108.60,109.03,109.35,108.22
109.88,107.79,109.88,106.84
108.14,108.12,108.50,107.26
107.59,105.99,109.31,105.12
106.64,110.07,110.37,106.64
110.95,112.94,113.42,110.95
112.70,112.75,113.21,112.40
112.30,111.14,112.41,110.82
112.37,112.12,112.71,110.86
112.12,112.23,112.73,111.48
111.32,111.56,111.56,109.92
110.05,107.25,110.90,107.07
107.25,105.18,107.67,103.66
102.84,103.29,103.68,100.50
102.20,101.93,103.32,101.00
103.89,105.15,105.31,103.70
103.91,105.66,106.70,103.91
106.32,101.03,106.32,100.57
101.78,101.99,102.80,101.02
101.57,102.50,102.78,100.18
102.91,104.37,104.37,102.91
105.71,107.49,107.63,104.92
107.30,108.65,108.71,107.30
109.10,111.00,111.52,109.02
111.68,111.56,112.15,111.35
112.20,113.84,114.03,112.12
114.56,114.51,115.00,113.49
114.75,115.50,115.73,114.57
114.84,113.94,115.65,113.85
114.31,115.35,115.35,113.26
115.83,114.18,116.22,114.18
114.56,115.39,116.51,114.56
115.00,114.55,115.22,114.14
115.49,115.11,116.27,114.71
115.20,116.11,116.82,114.98
116.18,116.16,117.71,114.31
113.63,113.99,114.46,112.29
116.75,117.73,118.06,116.75
117.98,118.06,118.60,117.64
118.38,118.01,118.90,117.96
118.48,117.00,118.48,116.38
116.81,116.72,117.10,115.92
117.24,115.83,118.27,115.83
115.08,116.51,116.92,114.41
117.15,112.88,117.22,112.56
112.47,111.79,113.68,111.51
112.59,114.32,114.93,111.64
114.08,117.87,117.99,114.08
117.31,116.40,118.09,115.05
115.92,118.13,119.02,115.92
119.61,116.52,119.61,116.40
118.11,115.73,118.11,113.91
116.51,117.49,118.49,115.85
118.88,114.21,119.15,114.21
113.68,112.76,114.47,112.28
113.59,113.90,115.73,113.50
115.40,116.00,117.06,115.17
116.84,119.54,119.54,116.84
119.89,119.39,119.94,118.71
119.94,117.82,120.73,117.13
118.79,112.33,118.79,111.63
111.17,110.54,113.14,109.39
110.38,112.57,112.77,110.07
114.01,116.46,116.46,113.74
116.06,110.11,116.06,109.70
108.02,107.51,110.37,107.40
107.94,109.42,110.49,106.77
109.80,110.21,112.43,106.09
112.28,112.67,112.75,110.21
111.41,112.19,112.80,110.15
112.32,113.08,113.14,111.53
113.30,114.11,114.50,113.15
113.12,112.00,113.16,111.92
115.36,114.11,116.00,112.65
112.84,111.24,113.32,110.48
112.13,112.74,114.00,110.00
113.15,114.48,114.68,112.93
114.19,115.45,115.52,113.62
115.75,115.08,116.09,114.95
115.50,114.79,115.75,114.50
113.26,115.33,115.33,113.23
115.06,112.72,115.13,112.72
113.22,111.92,113.22,109.60
111.64,111.76,114.23,111.32
111.57,112.28,112.42,110.77
113.45,116.34,116.47,113.44
116.44,116.40,117.02,115.81
115.69,114.97,116.32,114.89
114.38,113.36,114.59,112.37
113.94,114.66,114.82,112.62
114.99,117.18,117.47,114.99
117.22,116.13,117.60,115.38
116.33,117.58,117.75,116.33
118.13,118.63,119.33,117.60
119.04,120.73,120.73,119.04
121.56,123.34,123.34,121.51
123.61,122.75,123.75,122.20
123.76,124.35,124.39,123.15
124.50,124.20,124.81,122.81
124.80,123.73,124.80,122.19
123.07,123.68,124.11,122.57
123.08,124.39,124.57,123.08
124.39,126.47,126.66,123.90
127.00,127.83,128.05,127.00
128.15,128.67,129.13,127.80
128.67,129.06,129.32,128.37
128.49,128.76,129.26,127.86
128.16,126.26,128.38,125.41
127.44,127.63,128.14,126.90
127.58,128.27,128.75,127.22
128.10,129.54,129.82,127.94
129.77,129.62,129.77,127.20
130.53,129.75,130.61,128.98
129.35,129.11,129.39,128.29
129.46,129.53,129.79,128.82
129.33,128.40,131.41,128.24
127.62,129.87,130.07,127.57
127.92,129.28,129.31,127.92
129.46,130.74,130.80,129.46
131.40,131.75,132.20,131.32
133.02,134.43,135.00,132.98
134.50,134.23,134.81,134.01
135.10,135.70,135.70,134.18
134.98,135.39,135.84,134.84
133.08,132.40,133.18,130.70
133.67,133.59,133.67,132.28
130.22,132.73,133.86,128.05
133.43,133.46,133.74,132.61
135.00,135.67,136.25,135.00
135.70,134.70,136.51,133.80
136.97,137.58,138.32,136.97
137.28,133.77,137.68,133.00
135.00,137.24,137.52,135.00
137.31,137.28,137.97,136.08
138.91,139.75,140.08,138.34
139.97,140.24,141.10,139.80
140.56,140.15,140.82,139.75
139.44,139.43,140.23,139.19
140.09,139.94,140.85,137.62
140.50,139.09,140.52,138.83
140.20,139.96,140.25,138.91
136.97,133.94,138.06,133.62
133.14,132.44,134.50,131.00
133.02,134.31,135.10,132.33
133.34,132.03,133.69,131.06
130.02,131.41,132.74,130.00
132.38,130.61,133.15,129.78
130.84,132.01,132.34,129.55
133.35,134.03,134.51,133.00
133.97,133.61,134.41,132.23
134.53,136.25,136.33,134.53
136.60,136.81,136.98,136.00
137.62,137.26,138.75,136.17
138.45,140.27,140.28,138.45
140.74,142.54,142.72,140.74
142.54,142.66,142.80,141.85
142.53,143.78,144.20,142.53
143.67,143.89,144.91,143.31
146.31,144.10,146.31,143.70
144.13,144.26,144.52,144.03
144.32,144.13,144.59,143.04
142.99,143.55,144.08,142.59
144.51,145.57,145.57,144.51
146.00,145.80,146.00,144.90
146.14,143.43,146.31,143.37
144.26,143.06,145.67,142.48
143.68,145.31,145.31,143.54
145.33,145.80,146.82,145.04
145.35,143.73,145.75,143.10
144.54,146.66,146.79,144.00
145.01,147.00,147.00,144.90
147.24,145.63,147.63,145.52
146.14,143.30,146.14,142.61
142.38,145.73,145.73,141.75
145.40,146.18,146.36,145.06
146.90,147.98,147.98,146.72
148.77,146.90,148.77,146.14
145.87,144.30,145.87,143.50
143.50,143.75,144.85,142.73
143.85,145.36,145.38,142.89
144.25,138.92,144.25,138.89
139.87,142.06,142.20,139.42
138.82,142.35,142.35,138.78
142.68,142.34,143.79,141.55
140.84,137.55,140.84,136.58
137.11,137.97,138.54,134.37
139.24,139.95,140.68,138.25
141.18,139.63,141.47,139.23
138.63,135.03,139.01,135.03
135.19,140.40,140.50,133.02
140.20,135.76,140.34,135.43
134.30,127.29,134.67,127.26
127.06,124.16,129.27,124.16
125.71,124.75,127.86,124.20
121.69,123.78,124.34,116.98
118.12,122.26,123.48,117.69
125.99,125.33,128.00,123.71
122.89,126.48,126.76,122.10
129.99,131.81,132.10,128.92
133.00,130.55,133.41,130.20
133.02,134.56,136.00,132.79
136.05,137.23,137.23,134.41
137.91,137.04,137.91,135.55
138.18,140.57,140.57,138.18
140.54,140.38,141.05,138.47
139.38,139.30,139.67,137.33
143.13,144.05,144.05,142.57
144.60,145.21,146.04,144.11
145.13,144.96,145.75,143.41
146.78,145.13,146.78,144.45
144.90,145.74,145.74,143.90
146.20,145.60,146.20,144.42
145.41,146.54,146.95,144.90
146.23,146.72,146.72,145.97
146.02,147.90,147.92,146.02
148.13,149.10,150.37,147.93
149.19,151.50,151.69,149.19
151.34,150.81,151.50,149.62
151.05,152.49,152.75,151.05
152.53,150.21,152.53,148.70
148.97,152.36,152.37,148.69
155.00,152.44,155.00,152.14
153.59,155.42,155.42,153.35
155.56,155.18,156.77,155.18
155.53,158.09,158.09,155.53
158.50,159.17,160.02,158.19
159.17,155.06,159.17,153.45
154.66,155.51,156.26,154.66
156.19,157.48,157.97,155.94
157.00,157.41,158.24,156.81
158.33,156.48,158.33,156.48
156.00,152.61,156.84,151.91
148.93,154.77,154.77,148.82
153.55,148.92,153.91,148.88
149.61,150.49,153.95,149.61
148.30,146.27,150.05,146.27
148.25,144.11,149.62,143.30
142.00,139.78,146.73,139.78
139.24,145.18,145.81,139.24
149.21,154.03,154.12,149.21
155.04,155.07,155.92,153.96
155.81,158.00,158.29,155.57
159.49,158.86,160.00,158.86
159.33,158.44,159.84,158.44
158.82,160.05,160.83,158.82
158.97,158.10,159.78,158.10
156.88,156.00,157.99,155.44
156.04,152.22,157.23,152.11
154.27,151.55,154.74,149.86
149.57,147.07,150.26,146.18
145.98,142.61,146.22,141.60
144.94,144.76,145.80,143.55
147.69,152.22,152.69,147.46
152.54,151.26,153.04,149.24
151.07,147.18,151.07,146.15
151.06,146.86,153.49,144.66
143.46,145.20,145.62,142.40
146.90,140.49,146.90,140.49
139.65,141.79,141.79,139.34
144.28,145.72,146.19,142.16
144.55,145.26,147.88,144.05
147.85,151.98,152.21,147.72
152.11,152.81,154.09,152.01
152.12,151.80,152.12,150.93
146.85,142.54,146.85,140.75
146.81,142.64,148.06,142.26
141.77,144.59,145.43,139.57
144.60,139.91,144.60,139.79
140.48,142.59,142.59,136.12
143.39,145.65,145.80,142.46
145.50,146.21,147.90,145.50
146.88,148.61,148.71,146.86
148.92,147.46,150.50,146.48
146.26,146.89,148.13,146.26
148.73,151.75,152.00,148.25
152.00,152.89,153.62,151.93
155.55,157.94,158.36,155.55
159.00,160.74,161.00,159.00
161.25,160.94,161.25,160.03
161.00,161.66,161.92,160.83
161.61,162.79,163.21,161.29
162.70,164.99,165.01,161.57
164.95,165.00,165.00,163.59
164.88,165.99,166.01,163.57
165.11,163.00,165.11,162.64
163.99,164.75,166.00,163.99
164.50,164.31,166.22,164.00
164.16,166.66,166.90,164.16
166.22,164.52,166.53,162.92
162.00,163.03,163.36,161.37
162.64,162.58,163.39,161.90
163.00,158.93,163.41,158.54
159.93,160.12,162.00,159.66
157.16,154.10,157.29,154.10
153.70,152.05,154.08,152.05
151.34,153.18,153.24,150.10
153.65,150.10,153.65,150.10
152.45,155.29,155.42,152.45
154.97,156.13,156.83,154.49
155.59,160.28,160.61,155.59
160.30,159.66,160.93,159.66
160.28,161.96,163.24,160.28
161.58,162.18,162.75,161.58
161.50,161.29,162.93,161.29
160.93,151.74,160.93,151.70
149.05,151.61,152.78,148.23
151.70,152.87,152.87,150.11
154.68,156.09,156.45,154.60
154.77,153.04,155.19,152.92
150.11,151.09,152.00,150.01
151.80,151.61,152.39,150.94
149.33,154.74,154.74,148.90
154.79,154.23,156.69,154.23
154.24,155.00,155.00,153.61
154.52,156.13,156.13,154.25
155.54,157.01,157.31,155.38
157.58,157.20,159.67,157.20
156.60,155.39,156.60,154.32
156.29,158.90,159.03,156.11
157.72,157.77,158.04,157.42
156.46,152.83,156.46,152.56
154.35,158.87,158.87,154.35
160.06,158.65,160.36,158.44
159.05,161.00,161.42,157.82
159.73,163.08,163.25,159.73
165.23,165.16,166.04,164.44
167.00,166.60,168.28,165.88
167.35,166.50,168.45,163.87
164.76,164.58,166.47,162.34
163.00,160.14,163.00,158.54
160.12,164.10,164.10,160.12
165.12,164.21,165.95,164.21
160.63,158.79,160.63,158.72
156.71,155.66,157.76,154.50
156.70,158.51,159.36,156.13
162.91,162.80,163.33,161.56
162.88,161.51,162.97,161.42
159.89,160.66,160.67,158.73
161.10,160.89,162.60,160.89
165.75,166.70,166.70,165.74
167.00,165.19,167.00,164.79
165.08,166.98,167.30,164.52
167.19,167.19,167.19,166.90
83.31,83.34,84.20,82.90
83.21,84.14,84.22,83.21
84.17,84.38,84.50,84.03
83.97,81.85,83.97,81.00
82.45,84.70,84.91,82.45
84.50,84.48,85.00,84.20
84.80,83.33,84.80,82.82
84.16,84.07,84.47,82.97
83.67,83.60,84.13,82.59
83.94,84.10,84.60,83.79
83.14,81.93,83.38,81.89
82.23,82.15,82.51,81.29
82.06,80.10,82.24,79.59
79.48,79.57,79.79,78.23
80.17,82.07,82.38,80.17
82.79,81.90,82.94,81.85
81.29,80.66,81.29,80.60
78.97,79.49,79.89,78.49
79.87,80.85,80.85,79.74
81.04,81.06,81.20,80.50
81.02,82.30,82.39,80.90
82.32,81.28,82.32,80.93
84.14,82.22,84.14,81.78
82.02,82.03,82.03,81.70
82.00,81.40,82.50,81.31
82.18,80.96,82.18,80.72
80.49,79.16,80.49,78.55
77.72,75.48,78.03,75.45
76.42,76.16,76.75,75.44
77.75,76.82,77.75,76.12
76.90,76.59,76.95,76.22
75.94,76.04,76.84,75.43
75.20,75.98,76.24,73.41
74.85,73.75,75.08,73.70
75.12,73.05,75.77,73.05
74.70,75.49,76.00,74.65
78.08,77.65,78.08,76.50
77.72,78.76,78.95,77.72
78.99,78.44,79.11,78.30
79.57,80.41,80.41,79.46
81.82,83.34,83.34,81.82
83.89,84.00,84.70,83.11
83.75,83.45,84.04,83.14
79.57,80.02,80.95,79.15
80.51,79.97,81.90,79.97
80.43,79.02,80.43,78.62
78.17,77.25,78.17,77.15
78.02,78.69,79.27,76.85
78.37,79.60,79.64,78.26
78.93,79.84,79.92,78.03
80.12,79.00,80.12,78.77
79.00,77.31,79.00,77.00
77.60,76.89,77.60,76.25
77.50,78.45,79.39,77.50
78.63,76.44,78.63,76.00
76.34,76.74,77.12,75.67
76.76,79.17,79.42,76.76
78.46,76.58,78.94,76.04
75.26,77.41,77.73,74.25
77.56,77.18,78.17,77.03
76.68,77.71,77.82,76.68
77.00,78.68,78.70,76.76
78.20,77.82,78.20,77.82
76.88,76.63,77.76,75.95
75.28,72.51,75.28,72.51
70.82,66.53,71.53,66.53
59.40,61.65,67.00,29.01
66.00,60.13,66.62,60.13
60.73,66.98,67.23,60.73
69.35,70.16,70.31,67.49
69.74,70.37,70.79,69.61
69.73,69.84,70.99,69.08
66.53,64.72,67.47,64.37
65.54,68.23,68.23,65.37
68.48,68.26,69.80,67.69
66.12,65.88,66.81,65.30
67.85,69.80,69.87,67.85
71.59,67.89,71.59,67.79
68.04,69.53,70.22,67.91
68.81,70.19,70.19,68.55
70.94,69.92,70.94,69.65
70.28,71.71,72.12,70.14
71.75,72.52,72.57,71.57
72.06,71.29,73.71,71.21
69.40,69.44,70.58,69.00
70.00,70.76,71.37,69.43
68.64,68.46,69.10,67.55
68.68,68.55,69.11,68.02
67.29,68.64,69.12,66.30
70.18,68.31,70.18,67.62
67.66,65.14,67.66,65.14
65.46,64.26,66.19,63.29
65.97,67.04,67.26,65.66
67.14,67.01,67.14,65.15
65.38,69.04,69.09,65.21
70.00,71.77,72.13,69.80
71.83,72.13,72.47,71.58
73.12,72.37,73.12,71.10
72.24,73.28,73.28,71.58
73.41,74.00,74.29,73.39
74.31,74.03,74.31,73.79
73.35,73.55,74.70,73.30
73.41,73.45,74.27,73.10
74.09,75.07,75.33,74.00
75.50,75.56,75.56,74.71
75.37,75.99,75.99,75.16
75.59,75.43,75.74,75.04
75.51,74.34,76.18,74.03
75.77,77.69,78.00,75.77
80.02,82.65,83.25,80.02
81.97,81.52,82.19,80.98
80.86,80.64,81.69,80.47
81.63,83.40,83.46,81.21
82.47,82.61,82.82,81.88
82.74,81.69,83.01,81.67
82.05,83.56,83.62,81.76
83.04,84.43,85.16,83.00
84.69,84.72,85.15,84.17
85.12,83.86,85.47,83.58
84.01,85.02,85.15,83.60
84.68,83.43,84.68,82.55
82.07,81.73,82.07,81.09
82.11,81.66,82.85,81.30
80.77,80.17,81.76,80.16
79.60,76.70,79.60,76.70
76.46,78.78,78.84,76.46
79.21,78.80,80.16,78.67
79.54,81.45,81.62,79.54
81.66,82.16,83.25,81.66
82.87,83.66,83.71,82.73
83.85,82.62,83.85,82.18
81.54,82.94,83.26,81.33
83.00,82.50,83.00,82.50
82.87,82.84,83.09,82.84
83.41,83.00,83.60,82.64
83.78,84.59,84.60,83.51
84.71,83.85,85.68,83.54
84.47,81.40,84.47,80.74
81.56,85.24,85.40,81.56
85.02,84.03,85.02,83.55
82.31,83.82,84.10,82.20
82.92,81.07,83.95,80.38
81.39,81.66,82.69,81.11
80.12,78.27,80.21,78.11
78.21,78.88,79.15,76.16
79.97,79.56,80.65,79.56
80.53,81.48,81.80,79.31
81.91,79.02,82.16,79.02
78.71,76.12,78.71,76.08
77.33,77.46,77.65,76.32
77.88,78.47,78.47,77.36
79.09,79.57,79.66,78.95
79.33,79.59,79.96,79.33
79.42,79.52,79.52,78.14
80.31,81.77,82.29,80.31
81.25,80.65,81.41,80.52
79.51,78.74,79.51,78.55
76.97,75.00,76.97,73.80
76.70,75.12,76.98,75.02
72.53,73.05,73.69,72.31
70.02,68.30,71.70,68.30
69.54,67.25,69.86,67.15
68.18,67.91,68.63,66.22
69.10,69.66,70.12,67.91
70.44,65.44,70.44,65.44
66.12,68.08,69.22,64.03
66.42,63.74,66.42,62.16
65.22,63.58,65.30,62.46
61.04,63.10,63.66,58.88
63.41,63.24,65.01,62.08
65.13,66.72,66.73,65.13
66.63,64.98,66.86,64.85
65.57,65.82,66.48,64.67
64.75,62.79,65.38,62.54
64.93,64.84,65.08,63.85
65.95,69.00,69.00,65.95
68.48,69.50,69.95,68.10
67.89,66.54,68.40,66.09
66.90,66.03,67.28,64.04
65.94,66.20,67.31,65.32
65.71,61.40,65.71,61.29
59.76,59.71,60.18,57.54
58.48,58.95,61.22,58.02
60.29,59.25,61.77,59.25
57.92,59.11,60.00,57.83
60.46,60.71,60.71,59.60
62.36,63.07,63.37,61.68
63.83,66.47,66.74,63.83
67.04,65.44,67.04,65.44
64.93,65.80,66.10,64.92
67.20,67.63,67.86,67.09
66.37,65.20,67.20,65.06
64.01,66.48,66.48,63.12
67.42,68.00,68.00,65.67
68.84,67.99,69.00,67.74
68.06,67.83,68.95,67.74
68.06,70.99,71.06,68.06
71.22,71.52,71.52,70.46
71.00,71.51,71.51,70.70
71.60,72.02,72.88,71.60
71.31,71.40,72.07,70.32
70.21,70.13,71.60,70.04
71.17,71.69,71.73,70.87
72.51,71.23,72.88,69.90
73.00,73.81,73.96,73.00
73.81,74.08,74.28,73.81
73.50,74.28,74.58,73.50
74.27,76.27,76.47,74.27
76.22,76.87,77.32,75.82
76.86,77.21,77.46,76.61
76.60,77.64,77.76,76.60
77.05,78.45,78.46,77.05
78.07,76.53,78.07,76.37
75.62,76.74,76.75,75.61
77.02,76.14,77.02,76.06
76.44,78.84,78.98,76.44
79.64,79.82,80.89,79.58
79.74,79.75,80.50,79.60
78.66,80.81,80.81,78.66
80.61,79.80,81.00,79.80
78.53,78.56,79.31,78.32
78.49,80.26,80.26,78.38
79.18,77.67,79.18,77.16
78.91,77.62,79.04,77.43
78.84,77.80,78.97,77.78
77.72,78.04,78.44,76.10
79.79,80.25,80.43,79.30
80.36,79.99,80.52,79.68
79.74,79.31,80.13,79.30
78.66,79.70,79.72,78.61
80.04,78.51,80.04,77.91
78.95,79.06,79.90,78.95
79.12,79.31,79.69,78.89
76.94,76.35,77.22,75.39
75.77,75.91,76.34,75.62
76.23,75.50,76.40,75.22
73.24,74.23,74.23,72.61
73.81,71.94,75.00,71.59
71.53,70.76,71.53,69.41
70.72,71.41,71.42,70.16
70.36,70.22,70.76,69.80
69.69,69.46,69.88,69.23
69.66,69.62,70.17,69.28
68.87,70.32,70.32,68.82
70.06,70.64,71.11,70.06
70.64,72.10,72.10,70.64
72.82,71.46,72.82,71.45
71.50,70.54,71.50,69.50
70.37,70.27,71.08,70.06
70.54,72.55,72.79,70.54
72.08,70.73,72.08,70.70
70.36,71.52,72.42,70.36
71.11,71.01,71.40,70.17
72.00,72.72,73.19,72.00
73.00,73.42,73.42,72.95
74.80,75.67,75.96,74.76
77.12,77.05,77.61,76.77
77.57,77.79,77.79,76.97
78.24,78.24,78.24,78.10
78.32,78.73,78.73,77.79
78.24,78.75,78.75,78.24
78.30,78.08,78.30,77.14
78.98,77.58,78.98,76.99
77.99,78.15,78.69,77.86
79.20,78.46,79.20,78.46
78.78,79.00,79.26,78.44
79.12,79.01,79.21,78.25
78.39,77.19,78.39,76.85
77.14,75.62,77.14,75.39
75.07,75.70,76.15,74.73
75.78,75.27,76.62,75.27
75.45,75.53,75.73,73.50
75.35,74.10,75.35,73.72
75.37,74.95,76.38,74.95
75.63,75.92,76.17,75.63
76.96,75.19,76.96,75.19
76.96,77.65,77.65,76.10
72.40,70.88,74.25,70.60
70.10,67.44,70.10,66.93
68.97,70.02,70.02,68.87
71.54,72.58,72.78,71.38
73.42,74.59,74.59,72.99
74.49,74.86,75.31,74.07
74.00,73.39,74.00,72.70
72.56,74.31,74.43,72.00
74.38,74.74,75.50,74.36
75.58,77.27,77.43,75.47
77.87,78.43,78.76,77.87
79.01,79.84,80.10,79.01
79.96,79.55,80.31,79.55
80.21,81.00,81.13,80.21
81.16,80.62,81.27,80.29
80.48,82.09,82.16,80.48
81.65,81.67,82.11,81.50
82.65,84.40,84.46,82.65
84.95,83.12,84.95,82.90
82.84,84.09,84.15,82.84
83.67,83.77,84.08,83.55
84.22,84.97,85.32,84.22
86.29,86.28,87.00,85.88
87.20,87.13,87.25,86.54
88.04,87.58,88.04,87.12
87.89,88.07,88.51,87.27
87.68,86.74,87.85,85.73
87.00,87.44,87.44,86.96
88.23,88.63,88.79,87.66
89.01,90.67,90.84,89.01
90.89,90.71,90.89,90.38
90.99,91.00,91.49,90.89
90.80,90.43,90.98,90.04
91.29,91.16,91.49,90.54
90.73,90.87,90.94,90.56
91.01,92.10,92.30,91.01
92.68,91.15,92.68,91.14
90.85,90.82,91.17,89.69
90.52,90.90,91.10,90.52
90.80,91.53,91.78,90.80
90.67,91.01,91.50,90.39
91.41,91.86,92.53,91.41
91.78,90.70,91.78,90.56
90.13,91.30,91.52,90.13
91.13,91.28,92.68,90.72
91.93,91.98,92.56,91.92
92.38,91.26,92.38,90.75
91.20,91.27,91.30,90.96
90.92,91.74,91.89,90.51
92.26,92.45,93.00,91.98
93.08,93.43,93.43,92.45
93.72,93.75,94.10,92.85
92.75,91.90,92.75,91.80
90.88,87.76,90.94,87.72
86.56,90.56,90.56,86.30
89.62,89.47,90.28,88.85
89.85,89.93,91.33,89.75
90.90,93.69,93.91,90.90
93.79,93.20,93.79,92.60
93.42,92.78,94.57,92.77
93.10,92.68,93.37,92.35
93.87,94.73,94.73,92.89
95.11,95.76,95.98,95.11
95.73,94.27,95.73,93.57
93.69,92.68,93.69,92.30
93.33,94.67,94.67,93.33
94.55,94.88,94.88,94.55
94.78,94.27,95.01,93.52
94.63,95.45,95.84,94.63
95.09,94.69,95.09,94.27
95.01,94.48,95.55,93.93
94.75,95.78,95.78,94.75
95.05,95.77,95.78,94.61
95.95,95.40,95.95,94.88
96.13,96.58,97.10,96.13
96.44,94.33,96.44,93.52
93.00,94.18,94.50,92.90
92.82,93.06,93.19,91.17
94.52,93.65,94.52,93.65
93.37,93.23,93.60,93.17
94.56,94.43,95.08,94.43
94.26,94.44,94.58,94.14
94.61,94.03,94.61,92.99
94.43,94.90,94.90,93.78
95.75,97.41,97.41,95.75
97.14,96.65,97.33,96.37
94.89,95.24,96.20,94.61
95.88,94.53,95.93,94.53
95.37,94.28,96.50,94.28
94.77,94.60,95.15,94.52
94.71,92.89,94.71,91.88
92.74,91.60,93.18,91.30
91.07,89.73,91.11,89.60
89.70,89.17,90.46,89.10
91.80,93.40,93.63,91.80
93.06,94.36,95.05,93.06
90.20,94.35,94.35,90.20
94.45,90.64,94.85,88.01
90.50,92.17,92.31,90.50
92.09,89.41,92.09,88.63
92.35,92.32,93.16,91.00
92.50,93.95,94.02,92.04
93.79,94.65,95.04,93.79
95.65,94.82,95.65,94.61
96.00,96.68,96.68,95.37
97.08,96.94,97.47,96.86
96.86,96.06,96.86,95.51
96.06,96.06,96.06,96.06
96.46,96.85,97.88,96.38
96.60,96.91,97.78,96.08
97.51,95.01,97.51,95.01
94.95,90.41,94.95,89.60
90.17,91.11,91.17,89.79
91.71,92.63,93.04,91.71
92.99,93.14,93.46,92.30
