Y,Alleghany Corporation Common Stock,NASDAQ
578.99,581.89,583.05,578.99
580.55,590.48,593.50,580.55
594.41,599.19,601.75,594.06
599.92,601.03,602.93,597.38
599.00,606.30,608.79,596.55
609.80,608.00,610.99,600.31
606.74,603.53,609.76,599.53
605.65,598.86,609.29,598.50
599.21,602.52,604.36,599.12
604.44,613.31,614.89,602.51
612.90,611.15,612.98,602.66
612.39,616.13,617.35,610.00
615.41,612.21,615.41,603.47
610.32,613.74,614.61,610.32
614.28,611.87,614.39,610.86
612.00,605.43,612.00,605.22
604.56,609.19,611.19,604.56
611.99,608.12,613.42,606.15
613.98,610.76,617.14,605.47
608.12,613.88,619.99,607.25
612.75,608.90,615.90,606.02
609.86,611.38,614.83,606.43
611.38,602.75,611.38,601.62
600.30,599.50,606.46,598.20
603.00,609.37,609.52,598.69
610.65,608.78,610.65,602.33
610.70,609.92,612.87,607.85
