RBPAA,Royal Bancshares of Pennsylvania,NASDAQ
2.84,2.75,2.85,2.75
2.84,2.82,2.86,2.76
2.84,2.93,3.00,2.84
2.93,3.01,3.01,2.93
3.02,3.10,3.10,3.02
3.05,3.04,3.15,3.01
3.05,3.13,3.15,3.00
3.13,3.29,3.40,3.13
3.31,3.40,3.49,3.30
3.41,3.38,3.42,3.33
3.34,3.37,3.41,3.30
3.37,3.41,3.44,3.37
3.41,3.38,3.41,3.36
3.40,3.37,3.44,3.31
3.41,3.48,3.49,3.37
3.50,3.56,3.70,3.50
3.71,3.88,3.88,3.59
3.83,4.15,4.15,3.83
4.25,4.16,4.66,4.01
4.12,4.11,4.42,4.01
4.25,4.03,4.25,3.81
3.90,4.00,4.13,3.90
3.87,3.91,4.03,3.76
3.84,3.96,4.24,3.71
4.03,3.99,4.15,3.88
4.04,4.05,4.05,3.93
4.02,4.01,4.05,3.94
