BXP,Boston Properties,NASDAQ
101.47,101.94,102.94,99.71
100.43,102.63,104.90,99.59
103.62,102.66,103.90,101.86
103.08,103.91,104.35,102.76
104.45,106.48,106.62,104.44
106.30,105.47,106.90,105.37
106.27,104.76,106.36,104.53
104.10,106.09,106.83,104.05
105.43,104.93,106.26,104.44
105.66,105.18,105.84,103.15
105.30,105.47,106.42,105.00
105.96,107.31,107.75,105.89
107.03,106.86,107.28,105.87
107.85,110.69,111.13,107.85
110.91,110.36,111.44,109.20
110.00,109.70,110.00,108.25
109.66,109.50,110.19,108.90
109.77,109.05,109.96,108.57
109.52,110.51,110.53,109.16
110.46,110.11,110.69,109.39
110.09,111.35,111.62,109.88
111.51,111.00,111.82,110.50
111.07,109.03,111.41,108.48
108.40,108.55,109.37,108.07
108.34,109.75,109.78,107.83
109.44,108.97,109.84,108.47
109.42,108.72,110.25,108.46
108.74,106.95,109.90,103.82
106.92,105.00,107.46,104.40
105.01,103.97,105.33,103.82
103.79,103.99,104.45,103.41
103.26,103.92,104.44,103.13
103.75,102.65,103.92,102.25
103.10,103.00,103.21,102.16
103.07,105.09,105.30,102.60
104.78,103.83,105.20,103.31
103.72,103.11,103.93,102.07
103.11,103.41,103.50,102.53
102.76,101.75,103.28,100.82
101.39,99.46,101.84,98.29
99.45,98.27,99.91,98.21
98.46,101.55,101.92,98.46
101.20,100.80,102.35,99.80
100.92,101.44,101.67,100.48
101.55,103.29,103.36,101.18
103.57,103.96,104.45,103.20
102.84,103.41,103.62,102.52
103.35,102.75,103.48,102.31
102.05,102.39,102.46,101.26
102.52,102.50,103.08,102.10
103.10,101.68,103.28,100.79
101.83,102.98,103.26,101.33
103.33,102.48,103.45,102.20
103.55,104.81,105.47,103.35
104.75,105.79,105.79,104.66
106.25,106.62,106.68,105.40
106.39,106.96,107.04,106.06
106.68,104.60,107.24,104.19
104.69,104.80,105.31,104.40
106.65,105.86,107.16,105.36
105.82,105.70,106.81,105.28
105.62,110.89,111.03,104.70
110.80,111.12,112.93,110.69
111.10,109.36,111.10,108.95
108.94,109.43,110.38,108.35
109.12,107.20,109.64,107.08
107.13,106.31,108.37,105.57
106.01,106.74,106.84,105.74
106.42,107.09,107.45,106.16
106.68,106.90,107.97,106.28
107.06,107.74,108.91,106.40
106.52,107.56,107.65,105.87
107.47,106.70,107.55,105.35
106.94,106.48,107.82,105.77
105.68,105.55,106.97,105.44
104.82,103.55,104.98,103.33
103.82,103.44,104.67,103.19
104.21,105.35,105.49,103.81
105.51,107.28,107.33,105.01
106.81,107.22,107.50,106.10
106.52,106.98,108.08,106.52
107.32,108.45,108.91,106.86
108.02,109.18,109.58,107.82
108.83,108.82,109.35,107.30
108.65,106.98,108.65,106.52
107.55,109.37,109.69,107.55
109.12,108.40,109.59,107.87
108.40,107.38,108.75,107.32
107.26,109.64,109.67,107.24
109.81,107.39,109.83,106.95
107.38,107.96,108.05,106.28
106.87,105.06,106.87,103.63
105.00,103.50,105.64,102.88
103.96,104.42,104.60,102.99
104.46,103.78,104.99,103.42
103.40,102.15,103.60,102.00
102.29,102.15,102.79,101.93
102.45,101.23,102.69,101.12
100.86,100.33,100.87,98.71
100.66,100.96,101.73,100.66
100.73,100.65,101.10,99.94
100.39,101.32,101.37,100.06
101.61,101.58,102.40,101.20
101.47,103.03,103.12,101.47
103.70,102.49,103.97,102.13
102.57,103.41,103.72,101.62
103.31,101.88,104.26,101.25
101.76,102.36,102.68,101.25
102.36,101.69,102.76,101.04
101.71,101.62,102.28,101.20
101.62,100.66,101.80,100.64
100.74,101.62,101.76,100.09
101.95,99.49,102.05,99.36
99.85,99.84,101.16,99.51
99.24,99.49,100.01,98.90
98.61,99.78,100.72,98.52
99.39,100.04,100.40,98.42
100.93,100.73,101.42,99.94
100.96,102.00,102.00,100.48
101.70,102.23,102.96,101.38
102.09,99.66,102.09,99.60
99.77,99.13,99.83,98.83
99.62,98.46,100.37,98.18
98.59,98.97,99.24,98.04
98.88,101.11,101.16,98.88
101.37,103.00,103.21,99.74
102.58,102.15,103.10,101.57
101.96,103.50,103.62,101.81
103.96,103.71,105.22,103.37
103.51,103.42,104.03,102.57
103.89,104.00,104.24,102.83
101.07,100.40,101.50,99.80
100.54,101.11,101.30,100.25
101.15,100.37,101.62,99.89
100.22,100.39,101.36,99.55
100.73,101.59,102.70,100.07
101.84,102.72,103.21,101.70
102.71,103.38,103.83,102.13
103.51,102.69,104.01,102.34
102.93,102.74,102.93,101.74
103.15,104.44,104.98,102.75
104.06,103.60,104.94,103.16
104.05,104.56,104.99,103.60
104.25,105.19,105.35,104.25
104.88,104.87,105.66,104.68
105.12,104.74,105.24,104.14
105.10,106.21,106.93,105.10
106.57,107.29,107.81,106.41
106.26,106.90,107.12,105.94
106.75,104.89,106.85,104.89
104.95,104.31,105.63,103.93
104.36,105.32,105.98,104.36
104.86,105.80,106.84,104.19
106.53,108.00,108.34,106.48
107.03,108.09,108.63,106.64
107.93,106.06,108.42,105.82
106.67,107.74,107.94,105.94
107.58,106.73,107.72,106.19
106.98,108.49,108.66,106.77
108.92,109.18,109.99,107.92
109.15,109.92,110.24,108.41
109.68,109.64,110.38,109.32
109.72,110.13,110.29,109.03
109.47,110.11,111.24,109.47
110.21,110.96,111.23,109.74
110.77,111.32,111.35,109.85
110.93,110.84,111.97,110.48
110.86,110.66,111.74,110.04
110.70,110.91,111.69,110.30
110.91,110.63,111.54,110.60
110.67,112.10,112.72,110.25
112.58,111.40,112.94,110.98
111.36,110.93,112.25,109.73
110.79,112.43,112.96,110.59
111.98,112.17,112.84,110.98
113.00,113.59,114.06,112.56
113.47,112.99,113.67,111.16
113.46,112.44,113.46,111.61
112.44,110.94,112.44,110.17
110.85,110.68,111.06,109.94
111.48,112.91,113.72,111.23
112.17,111.57,113.00,111.43
111.87,111.65,111.90,110.77
111.59,111.85,112.79,111.40
112.30,112.19,113.00,111.67
112.24,113.21,113.29,111.87
113.38,112.00,114.44,111.37
111.45,112.84,112.88,110.49
113.87,113.95,114.59,112.67
113.97,113.16,114.14,112.18
113.61,113.64,114.05,112.88
113.80,112.34,113.92,112.17
111.63,113.04,113.11,111.39
113.38,113.89,114.19,113.38
114.20,114.53,115.20,113.20
114.58,115.71,115.76,113.82
115.36,115.50,116.25,114.90
115.69,115.50,115.92,114.84
114.79,116.31,117.00,114.79
116.20,116.57,117.45,115.64
116.57,117.26,117.41,115.97
117.28,116.26,117.49,116.01
116.61,114.45,117.28,114.23
113.96,115.35,116.00,113.86
115.84,115.44,116.47,114.24
115.48,116.79,117.07,115.35
117.11,116.89,117.55,115.89
116.54,117.43,117.49,116.20
118.00,117.59,118.24,117.12
117.33,118.01,118.26,117.06
118.02,117.37,118.50,116.96
117.52,118.22,118.36,117.02
118.12,117.37,118.38,116.98
118.10,118.30,118.46,117.11
118.32,117.53,118.41,117.22
118.29,117.14,118.98,116.56
117.33,118.23,118.37,116.47
117.93,117.85,118.97,117.20
117.49,117.80,118.17,117.23
117.63,117.06,117.90,116.91
117.74,118.70,118.94,117.22
118.66,119.06,119.50,118.52
119.66,119.43,120.16,118.64
119.53,119.79,119.99,119.06
120.00,118.76,120.54,118.30
118.94,118.78,119.11,117.93
118.68,119.17,119.20,117.60
118.70,120.14,120.18,118.23
119.88,120.00,120.20,118.70
119.74,119.80,120.33,119.45
120.90,119.15,121.05,119.09
119.13,118.26,119.41,118.06
118.67,118.91,119.27,118.36
119.00,120.43,120.44,118.83
120.13,119.30,120.13,118.45
119.21,119.48,119.60,118.78
119.54,120.68,120.68,119.51
120.47,120.90,121.43,120.20
120.59,119.99,120.81,119.83
119.73,120.31,120.62,119.18
120.35,121.95,122.03,119.98
121.94,121.90,122.00,121.30
121.90,119.74,122.40,119.19
119.40,117.95,119.91,117.71
117.88,117.00,118.14,116.77
113.62,116.25,117.04,113.62
116.62,116.81,117.25,115.72
116.98,116.00,117.47,115.64
115.59,114.99,115.64,114.40
115.23,116.95,117.19,114.66
117.19,118.03,118.07,116.64
118.15,118.39,118.56,117.15
118.24,118.25,118.88,117.90
118.02,118.74,118.74,117.54
118.32,118.32,118.88,117.83
117.45,117.31,117.69,116.86
117.38,118.53,118.53,116.98
118.23,118.18,118.59,117.33
118.35,118.52,119.12,117.64
118.17,117.94,118.61,117.59
117.81,117.38,117.99,116.97
117.53,118.56,118.80,117.11
118.53,118.60,118.90,118.19
118.69,118.63,118.90,117.74
117.93,119.69,120.18,117.93
119.69,119.42,119.69,118.91
119.52,120.37,120.44,119.18
120.39,120.45,120.72,119.65
120.55,120.79,121.17,120.24
120.70,120.32,121.11,120.19
120.70,121.69,121.84,120.45
121.20,121.00,121.60,120.88
121.55,121.68,121.90,121.35
121.85,121.21,121.85,121.06
121.54,121.29,121.79,120.72
120.80,120.08,121.25,119.79
120.47,121.45,122.00,120.37
121.26,120.51,121.35,119.88
120.35,120.98,121.91,120.25
120.71,119.45,121.29,119.38
119.52,118.78,120.07,118.72
118.82,119.82,120.24,118.08
119.18,118.31,119.64,117.76
118.21,118.96,119.23,118.07
119.17,118.67,119.80,118.43
119.80,120.05,120.12,118.46
120.61,120.65,121.38,120.16
120.51,120.51,120.96,120.10
120.75,121.48,122.18,120.54
121.77,120.93,122.00,120.87
121.34,120.54,121.66,120.31
121.24,122.42,122.50,120.89
122.55,122.94,123.15,121.79
122.58,123.41,123.80,121.89
123.41,122.99,124.04,122.71
122.85,121.98,123.34,121.22
122.72,121.38,122.72,120.83
121.36,121.14,121.96,121.04
121.35,121.49,122.22,121.18
121.29,121.07,121.67,120.73
121.27,121.42,121.52,120.67
121.27,121.23,121.89,121.03
121.73,121.85,122.30,121.23
121.77,120.67,122.37,120.31
120.78,122.79,122.89,120.78
122.91,122.66,123.33,122.23
122.33,121.40,122.82,121.11
120.98,119.05,121.04,118.90
118.91,119.28,119.59,118.53
119.00,115.30,119.01,114.55
115.55,114.86,116.05,114.16
114.99,116.31,116.77,114.44
117.26,117.94,118.67,117.09
118.93,117.36,118.93,117.04
117.99,117.21,117.99,116.99
116.80,116.48,117.57,116.39
116.18,115.46,116.62,115.30
115.27,115.11,117.02,114.89
115.41,113.66,115.53,113.61
112.84,115.25,115.67,112.75
115.67,115.87,115.89,114.32
115.90,115.76,116.31,114.86
115.44,115.98,117.03,115.31
115.76,115.99,116.57,115.44
116.33,116.44,116.82,115.60
116.54,116.35,117.17,115.89
115.90,115.10,116.71,115.06
115.59,118.59,118.62,115.30
118.50,118.78,119.85,118.08
119.14,119.34,120.70,119.04
119.03,119.30,120.79,119.03
119.67,120.67,122.31,119.30
120.26,119.48,121.03,118.10
118.51,118.44,119.37,117.46
118.89,119.56,119.80,117.57
119.68,120.92,120.94,119.36
121.29,122.11,122.16,120.44
122.30,121.77,122.80,121.62
122.20,121.90,122.69,121.45
121.92,121.85,122.45,121.33
122.00,122.90,123.02,121.41
122.85,123.12,123.12,121.91
124.63,124.74,125.57,122.88
124.14,125.57,125.60,123.88
126.00,126.75,126.92,125.43
127.07,128.69,128.69,126.61
128.81,129.03,129.33,127.97
129.19,128.85,129.61,128.01
128.94,127.92,129.39,127.68
127.75,127.82,128.31,126.76
127.67,128.29,128.41,127.40
128.47,127.64,128.52,127.05
128.29,126.80,128.30,126.47
126.81,127.84,127.94,126.38
127.64,126.34,128.11,126.04
126.58,126.43,127.24,126.24
126.69,127.77,127.90,126.26
127.43,127.91,128.83,127.07
127.08,127.01,127.88,126.45
127.74,128.38,128.39,127.27
128.83,128.37,128.98,127.91
128.25,128.54,129.10,127.81
128.73,129.22,129.64,128.48
129.58,129.64,131.15,128.85
129.48,129.98,130.73,129.18
129.91,131.49,131.72,129.14
131.25,131.08,131.43,130.34
131.25,131.52,131.79,130.41
131.07,131.39,131.45,129.32
131.63,131.82,132.83,131.35
130.98,133.16,133.69,130.98
132.74,132.99,133.48,132.16
133.51,131.77,133.57,131.57
131.37,130.65,132.24,130.61
131.09,128.93,131.26,128.69
128.96,128.82,130.73,128.35
129.23,131.99,132.18,128.82
132.98,134.10,134.12,132.14
134.79,133.71,134.84,132.66
134.04,135.77,135.84,133.71
135.84,136.28,136.54,135.38
136.56,135.18,137.15,134.92
135.16,135.29,136.03,135.12
131.25,130.75,131.55,129.90
130.95,131.02,131.93,130.12
131.57,128.69,132.37,128.49
129.34,131.26,131.46,129.29
131.85,132.45,132.68,131.06
132.91,135.02,135.24,132.73
135.44,136.53,137.04,134.33
137.00,137.08,137.88,136.14
137.38,137.77,138.52,136.36
138.07,138.34,138.69,137.66
138.78,138.04,139.78,137.18
137.43,139.66,139.77,136.39
139.71,139.97,140.33,139.10
139.88,141.09,141.33,139.07
141.58,140.52,141.86,140.06
140.03,140.52,140.96,139.56
140.90,143.16,143.41,140.63
143.00,142.67,143.20,142.04
142.30,144.23,144.27,142.00
143.68,144.22,145.10,143.56
144.71,142.98,146.07,142.98
143.32,143.44,143.97,142.01
142.69,138.80,144.07,138.80
139.45,140.21,140.39,136.97
139.53,141.81,141.91,139.01
141.58,141.13,142.19,140.10
142.00,143.79,143.93,141.58
143.45,140.95,143.50,140.27
140.45,140.19,141.44,140.08
140.97,142.22,142.24,139.73
142.45,140.92,142.86,139.91
141.35,142.66,142.71,140.09
142.30,141.08,142.36,140.25
140.92,140.25,141.71,139.78
140.17,141.78,141.86,139.28
141.19,138.47,141.19,138.09
138.19,139.37,140.12,137.84
140.13,140.93,140.93,139.03
140.20,138.26,140.64,137.51
138.59,137.66,139.66,137.47
137.45,136.23,137.77,136.13
136.37,137.41,137.84,135.57
137.74,138.76,139.89,137.70
138.69,138.75,139.33,137.59
138.60,137.30,138.66,136.96
137.90,139.03,139.95,137.90
135.74,133.82,137.20,133.64
134.26,134.94,135.25,133.86
134.82,134.75,135.73,134.53
135.09,134.58,135.50,134.28
135.49,137.34,137.64,135.41
136.71,135.98,137.83,135.59
136.86,137.25,138.71,136.61
136.68,137.51,137.86,136.40
137.17,141.13,141.73,137.08
140.99,141.15,141.90,140.26
141.02,144.73,144.96,141.00
144.40,144.74,145.90,143.75
144.32,143.98,145.18,143.44
143.99,141.16,144.70,140.84
140.53,140.41,141.55,140.05
140.07,139.81,141.14,139.10
140.48,142.25,142.27,139.99
141.89,140.48,142.23,140.18
140.48,139.71,141.24,138.85
139.49,140.93,141.54,139.49
141.24,142.17,143.09,141.00
141.99,139.51,142.07,139.51
139.79,139.71,140.63,139.37
139.38,137.35,139.39,136.91
137.59,137.58,139.12,136.99
137.61,137.07,138.03,137.07
137.24,137.65,138.41,137.15
137.78,136.49,138.10,136.34
136.46,137.68,137.96,135.71
137.09,136.60,137.80,135.62
137.06,136.39,137.38,136.19
136.49,136.77,137.71,136.06
137.06,136.51,137.64,136.04
136.29,137.03,137.40,136.02
137.57,137.87,139.16,136.94
137.97,137.80,139.58,137.40
137.70,138.35,138.89,136.77
137.35,134.88,138.20,134.72
134.15,132.31,134.96,131.46
132.90,132.95,134.05,132.57
133.51,132.95,134.59,132.61
132.21,129.65,133.05,129.36
130.25,128.65,130.27,128.38
129.32,131.50,132.05,128.76
133.24,133.33,135.20,133.11
132.78,130.84,133.61,130.39
130.09,131.37,132.00,128.93
131.79,130.65,133.14,130.28
131.43,133.36,133.42,130.65
133.90,134.70,135.49,133.58
134.14,134.31,134.93,133.22
133.49,133.39,135.06,133.09
133.59,133.31,134.52,133.15
133.31,132.24,133.83,131.74
132.33,132.87,133.96,131.67
132.43,131.23,132.70,131.04
131.31,131.86,132.08,131.30
131.66,131.55,132.47,130.69
131.55,130.03,132.07,129.70
130.08,131.65,131.86,130.08
131.01,129.57,131.07,129.39
129.47,127.90,130.29,127.42
127.71,127.46,128.43,127.02
126.53,126.18,128.44,123.39
126.67,125.99,127.07,125.78
125.99,124.89,126.31,124.66
125.03,126.22,127.42,124.72
126.71,126.77,127.47,126.54
126.28,126.10,126.96,125.86
125.66,125.10,125.74,124.70
124.90,126.02,126.13,124.82
125.95,126.91,126.96,124.71
127.43,128.09,129.05,127.03
127.58,126.71,127.84,126.35
126.78,125.62,127.58,125.49
125.20,124.97,126.13,124.52
125.15,124.87,125.69,124.66
123.62,123.26,124.46,123.16
122.52,123.43,123.95,122.09
123.15,120.83,124.22,120.77
121.64,121.04,122.34,120.44
118.12,122.13,122.14,117.90
122.66,121.85,123.61,121.66
121.04,122.53,122.93,120.28
123.06,124.96,125.30,122.54
124.39,123.71,124.81,123.58
124.42,123.12,125.21,122.82
123.86,124.16,124.89,123.63
125.22,124.74,125.86,123.77
124.95,124.63,125.34,123.71
124.12,124.14,124.68,123.71
124.66,125.99,126.08,124.66
125.71,125.57,125.96,125.06
125.06,125.80,126.31,125.06
125.73,125.40,126.49,125.36
125.46,125.93,126.64,125.46
125.64,124.54,125.95,123.33
124.38,125.16,125.65,123.98
125.07,125.23,126.22,124.83
125.63,124.82,125.73,124.39
124.77,126.32,126.39,123.65
126.15,123.34,127.15,122.61
124.32,123.28,124.99,123.16
123.32,124.70,124.85,123.25
124.33,123.03,124.82,122.81
123.58,121.29,123.58,120.94
120.76,120.95,121.36,118.91
121.17,120.17,121.42,119.39
120.95,119.74,120.95,119.11
119.69,119.75,120.77,119.11
119.42,119.96,119.98,118.19
119.47,120.71,121.18,118.01
120.59,121.92,121.98,119.77
121.92,122.99,123.12,120.70
122.81,122.93,123.05,122.12
122.13,122.42,122.96,121.35
121.97,120.85,122.62,120.66
120.71,118.65,121.15,118.60
118.65,112.33,118.65,94.91
115.03,108.65,115.03,108.60
110.69,113.81,114.42,109.76
114.80,116.79,117.83,114.08
116.40,116.62,116.78,115.37
116.17,113.38,116.17,113.24
112.00,110.66,112.96,109.70
112.00,111.91,112.71,111.09
112.35,111.94,113.05,111.57
110.58,109.86,111.04,109.13
111.13,111.71,112.14,110.53
113.55,110.57,114.97,110.34
110.61,111.89,113.30,110.43
111.82,113.94,113.99,111.12
114.01,113.28,114.12,112.61
112.93,114.47,114.97,112.69
114.20,117.72,118.17,113.64
117.45,119.46,121.75,116.90
117.58,118.65,120.49,117.58
118.59,118.69,119.89,118.00
117.94,116.69,118.75,116.34
116.94,117.05,118.04,116.00
116.73,115.95,117.77,115.26
116.36,116.48,117.55,115.57
115.34,114.50,115.87,113.70
114.64,117.47,117.75,114.35
118.66,118.40,119.60,117.24
118.97,118.62,118.97,117.03
117.97,119.47,119.50,116.64
119.80,120.62,120.99,119.29
120.49,120.32,121.49,119.96
120.46,121.25,121.44,119.88
121.25,121.89,122.01,119.81
121.78,121.65,122.03,120.76
121.77,122.57,122.66,121.01
122.37,120.52,122.59,120.34
120.93,119.91,121.62,119.69
120.50,120.77,120.84,119.83
121.47,122.61,122.90,120.99
122.40,124.10,124.15,121.88
123.69,122.98,124.21,122.43
123.57,122.36,123.98,121.21
123.02,123.75,123.92,122.31
123.53,121.87,123.56,121.34
121.87,120.94,122.51,120.26
120.90,121.88,122.26,120.62
121.90,122.20,122.48,119.79
121.64,122.78,123.29,121.64
121.83,125.85,126.87,121.20
125.79,129.77,129.90,125.21
129.63,128.59,129.66,127.95
128.62,127.12,129.22,126.64
127.00,127.91,128.00,126.59
126.05,124.19,126.68,123.13
123.93,122.68,124.04,121.43
122.90,124.00,124.11,122.35
124.15,124.34,124.81,123.35
123.89,123.21,124.47,122.56
124.51,122.86,125.30,122.68
122.59,123.78,123.78,121.84
123.44,123.43,124.80,122.70
123.70,124.14,124.32,122.84
124.54,124.34,124.88,123.70
124.87,126.52,126.63,124.78
126.69,125.97,127.33,125.46
124.98,124.67,125.38,123.43
124.95,124.77,125.48,124.18
124.70,125.82,126.22,124.16
126.13,124.99,126.50,124.62
125.87,126.67,126.76,125.43
126.11,123.48,126.88,123.21
122.80,122.38,123.51,121.63
122.96,124.84,125.02,122.18
124.01,125.00,125.23,123.85
124.86,124.86,125.50,124.17
124.00,123.51,124.87,122.35
123.49,122.92,124.60,121.92
121.81,123.26,123.50,121.12
122.95,125.34,125.58,122.10
126.26,127.01,127.86,125.97
127.35,130.15,130.68,126.90
130.57,130.02,130.57,128.79
129.30,127.08,130.07,127.08
128.08,127.07,129.21,126.08
127.99,127.24,128.89,127.03
127.42,128.95,129.01,127.31
129.15,129.01,129.64,128.20
128.78,129.62,129.71,128.15
128.77,129.82,129.92,128.25
129.44,128.60,130.04,128.48
128.91,127.54,128.97,127.49
125.28,124.20,125.93,122.90
124.26,127.26,127.71,123.81
126.66,127.24,127.33,126.29
125.51,124.98,127.21,124.95
125.00,121.48,125.77,121.27
121.95,122.68,123.23,121.62
123.40,121.01,124.07,120.47
121.15,118.73,122.28,118.57
119.35,119.87,121.02,119.08
118.34,118.45,118.78,116.72
119.82,119.33,120.41,118.21
118.17,115.85,118.40,113.84
116.37,116.04,117.71,115.46
117.46,119.20,119.74,117.45
119.21,117.81,120.38,117.60
118.44,120.35,120.69,118.44
119.96,119.14,120.73,118.51
119.03,115.44,121.16,114.27
117.31,116.21,117.96,114.20
115.42,116.31,118.36,114.83
115.93,114.82,117.29,114.23
115.81,114.70,116.11,114.04
114.65,117.25,118.64,114.37
116.03,115.09,117.25,115.00
114.99,111.14,115.13,110.05
110.32,108.97,110.91,107.99
109.81,111.19,112.47,109.17
109.58,108.18,109.91,107.81
109.07,108.61,109.75,107.28
110.30,110.29,110.54,108.86
111.51,111.97,113.30,111.41
111.78,111.62,112.42,110.52
111.04,112.40,113.17,109.96
113.86,114.76,115.12,113.15
114.18,114.35,116.31,113.47
113.72,113.72,114.39,112.38
114.56,115.18,116.18,113.84
114.91,113.90,115.09,113.76
114.09,114.14,116.10,113.66
115.00,118.06,118.10,114.29
117.52,118.03,118.10,116.78
117.67,118.40,118.66,117.32
118.33,118.58,118.74,117.75
117.41,118.65,119.29,117.41
118.22,117.10,118.91,116.90
117.43,117.34,118.28,117.02
118.07,117.12,118.56,115.69
117.90,122.70,122.86,117.02
122.32,122.72,122.96,121.48
122.12,123.37,123.74,121.54
122.54,125.37,125.83,122.39
125.61,127.00,127.64,124.70
127.12,126.66,127.52,126.25
126.10,125.95,127.00,125.36
125.72,125.32,126.51,124.44
125.25,124.25,125.73,124.18
123.78,123.87,124.25,122.35
124.01,124.93,125.46,123.70
124.17,126.77,126.96,123.90
126.99,126.72,127.77,126.48
126.69,127.08,127.23,126.04
126.72,127.29,127.94,126.17
127.26,127.50,127.82,126.82
127.10,127.03,128.06,126.66
126.85,127.90,127.99,125.51
127.34,126.21,127.79,125.71
126.85,127.12,128.65,126.06
127.52,126.90,127.99,126.62
127.50,129.20,129.73,127.37
129.84,128.35,129.88,127.80
128.38,128.32,128.84,127.88
128.42,129.58,129.80,127.72
129.36,130.01,130.16,128.35
130.30,131.14,131.16,129.69
131.23,128.68,131.33,128.49
128.68,127.90,129.74,127.44
128.49,129.40,129.46,127.91
128.60,130.00,130.16,128.12
130.79,130.55,131.24,129.68
130.30,130.60,131.58,128.92
130.26,129.65,131.15,129.17
128.99,128.86,129.68,128.04
129.56,131.11,131.45,128.74
130.29,129.94,131.06,129.11
128.96,130.58,131.02,128.37
130.50,130.86,131.14,129.90
130.78,130.90,131.29,129.53
131.22,132.27,132.32,130.85
132.95,133.13,133.59,132.36
133.00,130.90,133.00,130.38
131.12,131.38,131.60,130.11
130.97,130.06,130.97,129.42
130.14,130.81,131.02,129.50
130.37,130.39,131.09,129.54
129.90,127.25,130.72,125.76
125.44,123.71,126.17,123.45
124.71,124.39,125.18,123.69
124.70,124.44,125.00,123.75
125.43,125.86,127.08,124.78
126.13,125.26,126.13,124.26
125.26,124.80,125.37,124.47
125.06,125.41,126.27,124.66
125.90,125.63,126.66,125.08
125.20,127.11,127.19,124.90
126.76,127.26,127.41,125.84
127.93,127.78,128.66,126.88
127.67,127.06,128.00,126.18
127.27,127.89,128.41,127.27
127.78,128.07,128.28,127.62
127.05,128.98,129.26,127.05
128.21,128.23,129.10,127.58
128.51,127.12,129.60,126.85
126.98,126.22,127.56,125.53
126.34,126.69,127.82,125.88
126.17,126.56,126.75,125.43
126.24,126.69,127.06,125.41
127.66,126.85,128.82,126.73
127.58,127.59,128.43,127.12
128.01,128.17,129.49,127.65
129.16,129.98,130.01,128.92
126.94,128.03,129.35,126.09
127.14,126.50,127.45,125.16
126.77,128.93,128.96,126.51
129.69,131.50,131.50,129.69
131.63,131.90,131.99,130.20
132.09,132.03,133.04,131.81
131.91,133.47,133.62,131.78
133.06,131.48,133.47,131.40
131.29,130.03,131.29,129.49
130.97,133.32,133.61,130.66
134.00,134.53,134.81,132.75
134.44,135.97,136.13,133.82
136.53,136.61,136.65,135.55
136.53,135.86,137.13,135.63
136.04,136.05,136.22,134.71
136.31,136.53,136.61,135.10
136.52,137.45,137.61,136.02
137.44,137.15,137.44,136.62
136.68,137.56,137.59,136.34
137.52,138.92,139.37,136.89
138.84,139.07,139.11,138.00
139.47,138.85,139.47,137.51
138.86,138.65,139.32,137.37
138.74,139.44,140.51,138.56
139.17,142.13,142.63,139.17
142.13,142.47,142.85,141.81
139.34,140.64,142.93,139.34
140.56,140.41,141.09,139.56
140.69,140.87,141.12,139.51
141.21,142.11,142.42,140.89
142.00,142.80,142.97,141.37
142.18,143.40,143.47,142.05
143.62,143.39,144.02,142.81
143.47,142.35,143.61,141.45
142.47,142.82,143.94,142.47
143.26,143.61,143.90,143.08
142.90,142.35,142.90,141.70
142.31,142.88,142.93,141.05
142.95,142.37,143.35,141.76
141.68,141.35,141.97,140.60
141.47,141.87,142.29,140.99
142.42,141.35,142.64,141.33
141.62,140.35,141.62,140.18
140.46,140.49,142.17,140.22
140.85,139.17,141.51,138.07
139.46,140.46,140.90,139.24
140.69,140.45,140.69,138.93
140.09,140.13,140.39,139.20
140.28,141.06,141.22,139.52
141.57,142.30,143.65,141.38
142.40,142.75,142.76,141.26
142.49,143.17,143.30,141.83
142.49,141.82,142.84,141.26
140.47,135.22,140.47,135.21
134.73,138.43,138.88,134.73
137.08,134.87,137.65,134.80
135.13,134.79,135.94,134.21
134.65,134.76,135.25,133.84
134.15,134.70,134.88,132.83
135.45,135.24,135.95,134.90
135.96,135.32,136.23,134.87
135.52,137.15,137.44,133.38
138.52,139.04,139.56,138.46
138.65,139.68,140.26,137.60
139.12,139.09,139.90,138.87
139.41,138.12,139.49,137.67
137.68,138.38,138.70,137.38
137.49,136.31,138.48,136.31
137.39,136.29,137.90,135.87
135.42,133.39,135.47,133.00
134.40,131.43,134.40,130.63
132.07,128.33,132.08,128.15
127.22,128.89,129.15,126.22
129.09,129.03,130.55,127.97
129.24,128.71,130.33,128.39
128.50,127.44,129.00,127.09
127.55,128.18,128.29,127.36
127.40,128.76,129.04,127.40
128.08,126.90,128.91,126.50
126.91,126.51,127.90,126.41
127.16,127.18,127.91,125.98
127.38,127.28,127.64,126.60
127.42,126.10,127.90,125.56
125.15,125.88,126.04,124.89
126.61,126.18,127.31,125.63
125.80,125.33,126.17,124.87
124.52,122.89,125.00,120.91
121.77,119.78,121.91,118.45
120.25,118.94,120.95,118.43
119.28,120.48,120.71,118.41
120.28,117.14,120.37,116.75
117.18,114.33,117.92,114.29
114.15,114.07,114.97,113.69
114.45,116.08,116.21,113.76
117.94,118.01,118.58,116.68
117.80,118.08,118.78,117.42
116.07,117.80,119.06,114.55
118.28,122.31,122.60,116.20
122.16,122.50,125.37,122.14
122.50,126.07,126.47,122.42
126.15,124.52,127.44,124.26
124.40,122.76,125.02,121.95
122.62,121.66,123.64,121.60
121.70,121.16,122.61,121.04
121.29,120.93,122.67,120.62
121.54,122.75,123.10,120.42
122.08,122.43,122.50,121.35
122.48,122.99,123.83,122.48
122.55,123.78,124.38,122.55
124.09,125.26,126.06,123.75
124.53,123.88,125.10,123.11
123.17,121.79,123.45,121.18
122.76,123.11,124.26,121.89
123.62,124.12,124.47,122.83
124.49,126.03,126.92,124.24
