CYAN,Cyanotech Corporation - Common Stock,NASDAQ
3.65,3.60,3.75,3.60
3.65,3.85,3.95,3.65
3.75,3.80,3.95,3.75
3.90,3.80,3.90,3.75
N/A,N/A,N/A,N/A
3.90,3.90,3.95,3.85
3.75,3.78,3.78,3.75
3.85,3.65,3.85,3.65
3.70,3.85,3.90,3.70
3.80,3.75,3.90,3.75
3.70,3.75,3.75,3.55
3.70,3.95,3.95,3.70
3.80,3.85,3.85,3.80
3.85,3.95,3.95,3.78
4.00,4.15,4.30,3.93
N/A,N/A,N/A,N/A
4.45,4.29,4.60,4.29
4.35,4.30,4.40,4.30
4.20,4.70,4.70,4.20
4.75,4.70,4.75,4.59
4.45,4.55,4.55,4.32
4.30,4.35,4.70,4.30
4.60,4.50,4.74,4.50
4.40,4.37,4.40,4.37
4.40,4.40,4.40,4.40
N/A,N/A,N/A,N/A
4.56,4.56,4.56,4.56
