CDTI,Clean Diesel Technologies,NASDAQ
10.45,10.10,10.50,9.80
10.00,10.10,10.40,10.00
10.10,9.60,10.11,9.40
9.60,9.35,9.75,9.25
6.00,6.05,6.05,5.75
6.30,6.00,6.80,5.90
6.25,5.85,6.30,5.85
6.00,5.75,6.00,5.50
6.00,5.85,6.00,5.75
6.05,5.75,6.05,5.50
7.20,6.30,7.30,6.05
6.40,6.15,6.50,5.90
6.15,6.10,6.25,5.95
6.00,6.05,6.20,5.95
6.05,6.20,6.45,5.95
6.35,6.15,6.35,6.10
6.30,6.30,6.30,6.15
6.30,6.10,6.30,6.00
6.12,6.00,6.20,5.95
6.05,6.10,6.20,5.95
6.30,6.20,6.30,6.06
6.25,9.25,9.65,6.25
10.00,9.50,10.40,8.65
9.50,8.40,9.65,8.00
8.20,8.00,8.35,7.70
7.95,7.75,7.97,7.55
7.75,7.75,8.35,7.60
7.90,7.63,7.90,7.30
7.55,7.75,7.95,7.55
8.00,7.70,8.00,7.50
7.80,7.50,7.80,7.30
7.50,7.40,7.50,7.25
7.85,7.30,7.85,6.85
7.40,7.20,7.55,6.95
7.50,7.10,7.50,7.00
7.10,6.90,7.10,6.85
6.85,6.90,7.25,6.75
6.85,7.00,7.00,6.65
6.89,7.05,7.15,6.75
7.10,6.85,7.15,6.60
6.80,7.10,7.10,6.80
7.10,7.05,7.10,6.65
7.05,7.05,7.25,6.70
7.15,7.35,7.40,7.05
8.25,7.50,8.25,7.35
7.45,7.60,8.05,7.45
7.60,8.18,8.25,7.60
8.20,8.15,8.40,7.85
8.20,7.95,8.20,7.70
8.10,7.95,8.10,7.60
8.00,8.20,8.25,7.65
7.75,7.85,8.10,7.75
7.75,7.90,8.10,7.75
7.90,7.90,8.05,7.60
8.00,7.65,8.00,7.60
7.55,8.05,8.05,7.55
7.88,7.90,8.05,7.80
8.00,8.00,8.00,7.75
8.00,7.80,8.00,7.75
7.75,7.85,7.95,7.75
7.85,7.85,7.90,7.85
7.85,7.85,8.25,7.85
8.15,7.65,8.15,7.65
7.55,7.55,7.80,7.55
7.60,7.10,7.60,7.00
7.20,7.20,7.50,7.10
7.15,7.30,7.35,7.15
7.40,7.20,7.40,7.10
7.30,7.05,7.30,7.00
7.00,7.00,7.42,6.82
7.05,6.85,7.15,6.80
6.95,6.85,7.05,6.80
6.75,7.15,7.25,6.55
7.00,7.25,7.25,7.00
7.05,6.85,7.05,6.80
6.75,6.70,6.85,6.60
6.90,6.85,7.10,6.70
7.05,6.90,7.05,6.90
7.00,7.15,7.20,6.90
7.15,7.30,7.75,7.15
7.50,7.25,7.50,7.15
7.25,8.05,8.16,7.25
8.20,8.04,8.45,7.85
7.95,8.05,8.65,7.95
8.15,7.85,8.30,7.80
7.85,7.65,8.00,7.60
7.80,7.60,7.80,7.50
7.56,7.32,7.60,7.25
7.44,7.15,7.55,7.15
7.25,7.35,7.95,7.05
7.40,7.15,7.50,7.05
7.05,6.95,7.15,6.95
6.95,7.00,7.00,6.95
6.95,7.20,7.60,6.85
7.10,7.50,7.60,6.90
7.60,7.25,7.60,7.10
7.20,7.00,7.20,7.00
7.00,7.43,7.50,6.90
7.35,7.50,7.55,7.25
7.45,7.10,7.50,6.95
7.15,7.30,7.30,7.12
7.15,7.00,7.15,7.00
7.00,7.20,7.40,7.00
7.15,7.05,7.25,7.00
7.25,7.25,7.45,7.10
7.30,7.20,7.30,7.10
7.12,7.10,7.20,7.05
7.10,6.90,7.10,6.80
7.00,7.00,7.05,6.90
6.90,7.15,7.15,6.90
7.10,7.35,7.45,7.05
7.45,7.35,7.75,7.05
7.25,7.10,7.44,7.05
7.05,7.10,7.25,7.05
7.30,7.20,7.30,7.05
7.25,8.30,9.30,7.25
8.40,7.57,8.65,7.50
7.70,7.30,7.95,7.25
7.05,7.05,7.25,7.00
7.00,7.10,7.35,6.90
7.10,6.70,7.25,6.70
6.75,6.65,6.95,6.65
6.70,6.75,6.95,6.65
6.85,6.75,7.05,6.65
6.85,6.70,7.10,6.65
7.45,7.70,8.95,7.45
7.50,7.15,7.85,7.05
7.25,7.50,7.70,7.20
7.50,7.30,7.60,7.20
7.25,7.60,7.70,7.15
7.65,7.90,8.05,7.60
7.90,7.80,8.15,7.70
7.75,7.50,7.90,7.30
7.65,7.80,7.90,7.55
7.80,8.05,8.30,7.65
8.10,7.90,8.10,7.65
8.10,10.25,10.25,7.90
10.50,9.50,11.25,9.25
12.70,11.55,13.20,11.00
12.30,12.25,12.90,11.65
12.65,14.15,14.45,12.05
14.50,16.35,16.65,12.75
15.60,14.90,17.40,14.50
15.10,14.20,15.85,14.00
14.00,13.60,14.35,13.25
14.90,13.50,14.90,13.10
13.55,12.75,13.55,12.60
12.50,12.50,13.40,12.35
12.70,11.65,13.00,11.45
11.95,11.20,11.95,10.40
11.20,12.00,12.85,11.00
12.00,11.40,12.25,11.32
11.55,11.80,12.10,11.50
11.40,11.70,12.15,11.30
11.75,11.30,12.50,11.10
11.15,11.40,11.50,11.00
11.25,11.10,11.35,11.05
11.20,11.65,11.95,11.02
11.45,11.32,11.75,11.25
11.10,11.92,12.15,10.70
11.75,11.80,12.30,11.35
11.60,11.55,12.00,11.52
11.65,13.25,14.50,11.50
13.45,12.75,13.65,12.55
12.80,13.15,13.65,12.55
13.20,12.85,13.65,12.75
13.10,13.25,13.80,12.65
13.45,12.65,13.50,12.55
12.60,12.70,12.95,11.60
12.60,12.65,13.35,12.55
12.55,13.20,14.25,12.25
13.35,14.45,15.40,13.35
14.35,13.50,14.70,13.30
13.35,16.35,16.90,13.25
17.20,15.40,17.75,14.65
15.75,16.40,17.00,15.00
17.40,16.15,17.50,15.80
16.50,15.75,16.75,15.40
15.90,14.12,16.15,14.05
23.05,24.60,36.95,21.35
23.15,23.50,26.45,20.40
23.50,24.10,25.75,23.00
23.85,24.40,25.65,23.80
26.55,30.60,31.90,25.65
30.80,31.65,36.30,29.60
31.30,28.15,32.10,26.15
28.00,27.30,28.15,26.55
27.50,24.80,29.10,24.40
24.85,23.40,25.70,22.00
23.75,23.60,24.95,22.25
23.35,21.45,23.35,20.76
21.00,22.15,22.85,20.65
22.15,21.10,22.25,20.80
19.90,19.00,19.95,17.80
16.90,16.05,16.95,15.65
16.35,15.90,16.45,15.65
15.95,16.25,16.90,15.60
15.90,14.75,16.20,14.55
14.75,14.80,15.15,14.00
14.55,14.80,15.10,14.20
14.70,15.70,16.20,14.65
15.40,14.25,15.40,14.15
14.10,13.20,14.25,13.10
13.25,12.50,13.55,12.50
12.50,11.55,12.65,11.25
12.00,12.85,13.15,11.56
12.80,12.85,13.35,12.40
13.00,13.65,13.95,12.90
13.75,13.35,14.45,13.05
13.65,12.88,13.95,12.75
13.05,13.80,14.15,12.70
14.00,12.85,14.00,12.75
12.95,12.25,12.95,11.85
12.40,11.85,12.40,11.60
11.75,12.00,12.00,11.50
12.05,12.00,12.65,11.80
12.05,14.25,14.45,12.05
14.45,14.10,14.75,13.35
14.25,14.00,15.15,13.75
14.10,12.75,14.20,12.75
12.30,11.85,12.75,11.60
11.70,11.40,11.95,11.25
11.45,12.25,12.75,11.45
12.05,12.30,12.55,11.75
12.25,12.55,12.90,12.16
12.40,12.30,12.70,11.85
12.35,12.40,12.60,12.11
12.45,12.40,13.20,12.15
12.45,12.75,13.00,12.20
12.85,12.05,12.85,12.05
12.00,12.35,12.60,11.90
12.55,12.60,13.00,12.15
12.90,12.40,13.40,12.15
12.10,12.35,12.45,11.75
12.50,12.55,12.80,12.25
12.55,12.30,13.15,12.10
12.25,12.45,12.80,11.97
12.25,12.30,12.80,12.05
12.50,12.10,12.80,11.80
11.85,12.20,12.50,11.85
12.20,12.35,12.45,11.90
12.30,12.55,12.60,12.30
12.60,13.20,14.50,12.50
13.05,15.70,16.20,12.70
16.00,14.20,17.40,14.15
14.20,14.35,14.70,13.50
14.00,13.75,14.40,13.65
13.80,14.50,14.70,13.60
14.50,15.40,15.85,14.00
15.50,14.75,15.50,14.50
14.65,14.15,15.45,13.75
14.30,13.80,14.75,13.65
13.90,13.42,14.00,13.25
13.25,13.35,13.75,13.15
13.30,13.80,13.90,13.25
13.65,13.70,14.15,13.45
13.55,13.55,14.00,13.05
13.65,13.60,14.07,13.45
13.50,13.25,13.65,12.50
13.10,13.20,13.40,13.00
13.65,12.55,13.65,12.05
12.40,12.25,12.50,11.85
12.20,12.20,12.75,12.08
12.05,12.45,12.55,11.90
12.45,12.30,12.60,12.05
12.60,13.00,13.35,12.30
12.70,12.70,13.65,12.58
12.75,12.65,13.20,12.35
12.40,12.10,12.50,12.00
12.20,12.30,12.31,12.05
12.25,12.15,12.85,11.90
12.35,12.05,12.60,12.05
12.10,12.15,12.60,12.05
12.30,11.70,13.10,11.30
11.50,11.85,12.15,11.30
11.60,11.60,11.85,11.40
11.65,11.75,11.75,11.50
11.85,11.85,11.85,11.50
11.70,11.55,11.80,11.40
11.60,10.50,11.60,10.10
10.50,10.85,11.35,10.50
10.85,10.70,11.25,10.50
10.88,10.70,10.90,10.50
10.60,10.95,11.32,10.60
11.10,10.55,11.45,10.50
10.60,10.70,10.90,10.55
10.75,10.80,11.00,10.60
10.95,11.00,11.20,10.75
11.15,11.15,11.30,11.05
11.25,11.60,12.00,11.25
11.80,11.40,12.00,11.25
11.30,11.65,11.85,10.75
11.65,11.75,12.21,11.45
11.76,11.70,11.90,11.50
11.55,11.90,11.95,11.50
12.00,11.70,12.20,11.30
11.40,11.45,11.75,11.40
11.10,11.00,11.30,10.85
10.85,10.95,11.30,10.80
11.10,10.95,11.35,10.80
10.90,11.40,11.65,10.85
11.55,11.20,11.60,11.00
11.15,11.15,11.30,10.95
11.00,11.10,11.50,10.85
11.20,11.00,11.20,10.90
10.95,10.95,11.45,10.85
10.95,10.65,11.30,10.52
10.65,10.85,11.10,10.65
10.90,10.60,11.10,10.25
10.50,10.25,10.80,10.25
10.15,10.00,10.40,9.68
10.15,10.10,10.15,9.95
10.05,9.90,10.25,9.80
10.00,9.90,10.00,9.75
9.85,8.70,9.90,8.46
8.75,9.10,9.25,8.65
9.20,9.10,9.20,8.90
9.10,8.40,9.35,8.25
8.50,9.10,9.30,8.40
9.00,9.10,9.30,8.85
9.10,8.60,9.10,8.45
8.60,8.15,8.60,7.80
8.25,8.25,8.45,7.85
8.30,8.50,8.50,8.30
8.40,8.00,8.40,7.80
8.10,7.60,8.20,7.06
7.70,7.65,7.75,7.35
7.65,7.35,7.85,7.25
7.35,7.55,7.65,7.21
7.35,7.36,7.50,7.25
7.45,7.35,7.50,7.30
7.35,7.20,7.70,7.15
7.15,7.60,8.05,7.05
7.85,7.90,8.10,7.80
7.90,8.40,8.70,7.90
8.40,7.75,8.70,7.50
7.75,7.60,7.75,7.50
7.75,7.70,7.97,7.50
7.80,8.13,8.20,7.80
8.24,8.60,8.70,8.00
8.50,8.75,9.00,8.50
8.85,8.40,9.00,8.30
11.50,19.55,19.85,11.10
18.55,15.60,19.75,14.60
15.00,15.85,17.10,13.90
16.80,15.20,18.40,15.00
14.90,14.10,15.25,14.00
14.00,13.55,14.30,12.60
13.00,12.50,13.00,11.95
12.45,13.20,13.90,11.75
12.60,12.30,13.40,12.15
12.05,11.55,12.30,11.30
11.90,11.80,12.25,11.05
11.45,12.30,13.20,11.15
12.20,11.65,12.70,11.55
11.55,11.75,12.25,11.45
11.75,11.40,12.20,11.20
11.40,11.25,11.70,11.25
11.25,11.20,11.90,11.20
11.35,11.75,11.85,11.25
11.30,11.85,12.50,11.30
11.75,11.85,12.40,11.50
11.95,11.40,11.95,11.25
11.40,10.20,11.54,10.10
10.25,10.10,10.55,9.70
9.95,10.85,11.15,9.90
10.75,10.45,10.94,10.25
10.55,10.30,10.65,10.10
10.10,9.60,10.30,9.30
9.55,9.90,10.00,9.30
9.90,10.05,10.50,9.75
10.20,10.00,10.20,9.55
9.85,9.55,10.00,9.40
9.35,9.60,10.00,8.85
9.35,9.50,9.75,9.15
9.30,9.75,10.15,9.25
9.95,10.20,10.35,9.85
10.45,9.95,10.45,9.95
10.00,9.35,10.04,9.35
9.50,9.30,10.05,9.30
9.40,9.35,9.90,9.30
9.30,9.55,9.85,9.30
9.55,9.80,10.20,9.40
9.65,9.35,9.85,9.20
9.55,9.05,9.70,9.05
9.05,9.25,9.32,8.90
9.05,9.00,9.25,8.85
9.10,9.00,9.20,8.75
9.10,9.20,9.25,8.80
9.20,9.15,9.20,9.00
9.10,9.25,9.65,9.10
9.45,9.25,9.65,9.10
9.15,9.00,9.45,9.00
8.95,8.65,9.00,8.60
8.80,8.75,8.95,8.40
8.75,8.85,8.90,8.60
8.75,8.50,8.85,8.50
8.50,8.25,8.70,8.25
8.55,8.65,8.65,8.00
8.51,8.75,8.80,8.50
8.75,9.25,9.25,8.10
9.20,9.05,9.31,8.74
9.05,8.85,9.05,8.70
8.75,8.70,9.00,8.55
8.55,8.65,9.00,8.50
8.75,8.90,8.90,8.50
9.00,9.10,9.34,8.80
9.10,9.30,9.40,8.96
9.40,10.55,10.85,9.40
10.75,10.15,10.75,10.00
10.45,10.25,10.60,9.85
10.15,9.90,10.50,9.85
9.85,11.60,11.85,9.85
11.50,11.20,11.80,11.05
11.20,11.75,11.75,11.00
11.75,11.05,11.95,10.75
10.85,10.10,11.10,9.90
10.40,10.30,10.40,10.00
10.22,10.15,10.35,10.00
10.00,10.00,10.25,10.00
10.15,10.00,10.25,9.90
10.00,9.95,10.15,9.85
10.75,10.15,10.85,10.15
10.20,10.20,10.45,10.00
10.20,10.06,10.40,10.00
10.05,10.20,10.20,10.05
10.10,10.00,10.20,10.00
10.15,10.00,10.35,10.00
10.10,9.90,10.10,9.60
10.05,9.60,10.25,9.60
9.65,9.65,9.70,9.60
9.60,9.65,9.72,9.50
9.80,9.75,10.15,9.65
9.85,9.70,10.05,9.50
9.80,9.70,10.15,9.66
9.60,9.50,9.60,8.70
9.15,9.35,9.55,9.05
9.35,9.55,9.60,9.35
9.40,9.30,9.50,9.20
9.30,9.05,9.35,9.05
9.00,9.00,9.25,8.80
8.90,9.05,9.15,8.85
8.95,8.85,9.25,8.80
8.90,9.05,9.20,8.90
9.15,9.10,9.30,9.10
8.90,9.10,9.70,8.90
9.30,9.40,9.45,9.10
9.40,9.65,9.70,9.30
9.75,9.60,9.75,9.50
9.65,9.55,9.85,9.35
9.55,9.35,9.60,9.15
9.40,9.30,9.55,9.25
9.40,9.10,9.40,8.95
9.20,9.40,9.40,9.00
9.25,9.35,9.40,9.00
9.25,9.50,9.65,9.25
9.60,9.60,9.95,9.35
9.40,9.65,9.70,9.20
9.55,9.65,9.85,9.45
9.65,10.05,10.10,9.30
10.40,9.45,10.60,9.20
9.50,9.30,9.70,9.30
9.35,9.40,9.55,9.30
9.55,9.42,9.85,9.35
9.55,9.60,9.66,9.45
9.60,9.35,9.60,9.15
9.20,9.30,9.60,9.20
9.40,9.25,9.85,9.15
9.50,9.25,9.65,9.25
10.00,10.45,12.70,9.80
10.35,9.75,10.55,9.55
9.75,9.55,10.25,9.30
9.60,9.95,10.25,9.40
11.60,10.50,12.35,10.50
10.20,10.85,10.95,9.55
10.80,10.90,10.90,10.25
11.40,11.10,12.15,10.85
11.10,10.95,11.25,10.45
11.00,10.45,11.35,10.30
10.60,9.95,10.72,9.95
10.00,9.80,10.16,9.65
9.90,9.90,10.00,9.80
10.05,9.70,10.05,9.65
9.60,9.55,9.90,9.50
9.55,9.55,9.85,9.50
9.65,10.15,10.20,9.50
10.25,10.22,10.30,10.00
10.15,10.25,10.25,10.05
11.75,12.60,16.90,11.35
11.65,10.70,11.80,10.40
10.90,11.20,11.20,10.40
11.10,11.00,11.10,10.60
11.00,10.45,11.11,10.40
10.40,10.45,10.50,10.25
10.60,10.70,11.40,10.50
10.85,10.95,11.15,10.65
11.40,10.80,11.50,10.75
11.00,10.45,11.00,10.25
10.35,10.35,10.70,10.20
10.20,10.30,10.42,9.90
10.40,10.15,10.40,9.90
10.15,10.15,10.85,9.95
10.15,10.05,10.15,9.80
10.10,10.10,10.20,9.80
10.15,9.90,10.15,9.75
9.90,9.70,9.95,9.60
9.65,9.25,9.71,9.25
9.20,9.05,9.35,8.75
8.95,9.20,9.20,8.85
9.25,8.90,9.35,8.80
8.90,8.82,8.90,8.55
8.65,8.75,8.80,8.65
8.75,8.75,8.78,8.20
8.95,8.65,9.00,8.40
8.45,8.85,9.15,8.45
8.80,9.05,9.25,8.65
8.90,9.15,9.25,8.80
9.10,9.35,9.35,8.95
9.20,9.25,9.45,9.00
9.20,9.20,9.40,8.90
9.15,9.30,9.35,9.00
9.20,8.95,9.30,8.80
8.95,8.80,9.00,8.75
8.70,8.95,8.95,8.70
8.95,9.00,9.05,8.86
8.95,8.60,9.10,8.50
8.55,8.55,8.55,8.30
8.45,8.50,8.80,8.30
8.50,8.65,8.74,8.40
8.55,8.50,8.68,8.40
8.50,8.45,8.60,8.40
8.45,8.25,8.60,8.25
8.30,8.15,8.30,7.77
8.05,8.20,8.30,7.85
8.20,7.80,8.25,7.75
7.90,7.75,8.00,7.70
7.70,7.65,7.90,7.25
7.60,7.70,7.70,7.40
7.55,7.85,7.85,7.40
7.85,8.00,8.00,7.65
8.05,8.05,8.20,7.98
8.05,8.55,8.70,8.05
8.55,8.85,8.90,8.55
8.80,8.25,8.80,8.25
8.45,7.78,8.45,7.70
7.82,7.80,7.90,7.60
7.50,7.42,7.50,7.25
7.65,7.35,7.80,7.35
7.50,7.60,7.70,7.35
7.75,7.95,8.40,7.65
7.95,8.05,8.40,7.90
8.00,8.25,8.35,8.00
8.10,7.95,8.55,7.82
8.00,7.80,8.00,7.45
7.90,7.85,8.00,7.68
7.55,7.90,7.95,7.55
7.95,8.00,8.15,7.95
8.10,8.05,8.15,7.65
7.90,8.00,8.05,7.80
7.90,7.95,8.10,7.75
7.90,7.70,7.95,7.60
7.80,7.75,8.00,7.60
7.80,7.90,7.95,7.60
7.85,8.00,8.25,7.65
8.00,8.25,8.25,8.00
8.15,8.20,9.70,8.15
8.30,9.80,9.95,7.75
10.80,9.40,11.15,9.00
9.90,8.80,10.10,8.70
9.00,8.10,9.00,8.00
8.10,7.70,8.15,7.55
7.80,7.50,7.95,7.40
7.55,7.65,8.05,7.45
7.75,7.45,7.75,7.40
7.45,7.60,7.60,7.30
7.65,8.15,8.25,7.60
8.10,8.05,8.35,7.65
8.00,8.20,8.25,7.95
8.50,8.55,9.20,8.25
8.55,7.95,8.55,7.95
7.95,7.95,8.20,7.75
8.18,7.80,8.18,7.75
8.05,7.90,8.15,7.85
8.05,8.10,8.10,7.90
8.05,7.95,8.25,7.76
7.95,8.05,8.10,7.78
8.35,8.00,8.45,8.00
8.10,8.25,8.45,8.05
8.35,8.35,8.65,8.25
8.50,8.35,8.50,8.15
8.25,8.90,8.90,8.25
9.00,8.95,9.15,8.80
9.15,9.15,9.35,8.95
9.10,9.10,9.25,8.95
9.15,9.00,9.15,8.90
9.00,9.40,9.45,8.95
9.35,9.35,9.50,9.25
9.30,9.30,9.35,9.05
9.20,8.95,9.20,8.75
9.00,9.00,9.05,8.70
8.85,8.70,9.05,8.52
8.60,8.30,8.85,8.00
8.20,8.05,8.25,7.85
7.85,8.15,8.25,7.85
8.05,7.80,8.20,7.55
7.95,7.95,8.25,7.55
8.10,8.10,8.25,7.80
8.00,7.95,8.15,7.90
8.00,8.25,8.30,7.90
8.20,8.00,8.20,7.90
7.30,6.85,7.40,6.50
6.75,7.05,7.15,6.55
7.05,7.00,7.05,6.75
6.90,6.95,6.95,6.75
7.00,6.65,7.00,6.60
6.75,6.65,6.95,6.55
6.65,6.60,6.85,6.45
6.45,6.30,6.60,6.10
6.20,6.15,6.45,6.15
6.10,6.05,6.35,6.05
6.05,5.85,6.45,5.85
5.75,5.80,6.25,5.75
5.80,6.00,6.25,5.80
5.99,5.15,5.99,5.05
5.15,4.16,5.15,4.16
4.25,4.50,5.00,4.25
4.60,4.89,5.00,4.40
4.90,4.95,5.05,4.79
4.95,4.92,5.35,4.80
5.05,5.00,5.25,4.93
5.12,5.00,5.30,5.00
5.15,5.30,5.45,5.15
5.30,5.45,5.45,5.30
5.40,5.00,5.50,5.00
5.00,5.00,5.30,5.00
5.05,4.75,5.15,4.75
4.75,4.70,4.89,4.70
4.70,4.70,4.75,4.60
4.70,4.80,5.00,4.70
4.75,4.30,4.75,4.25
4.25,4.08,4.38,4.00
4.05,3.70,4.25,3.60
3.70,3.55,3.90,3.51
3.50,3.40,3.70,3.40
3.47,3.40,3.70,3.26
3.35,2.80,3.35,2.56
2.85,2.89,3.00,2.60
3.70,2.85,3.70,2.76
2.85,2.90,3.00,2.60
2.85,3.24,3.30,2.80
3.36,3.55,3.60,3.25
3.62,2.88,3.80,2.76
3.00,3.02,3.15,3.00
3.15,3.35,3.45,3.13
3.50,3.38,3.50,3.20
3.40,3.76,3.90,3.30
3.55,3.91,4.00,3.50
3.72,3.82,3.90,3.60
3.80,3.93,3.93,3.70
4.00,4.22,4.25,3.90
4.32,4.00,4.32,3.95
3.90,3.95,4.00,3.90
3.95,3.60,4.00,3.55
3.75,3.75,4.00,3.75
3.75,3.75,3.93,3.75
3.80,3.48,3.80,3.30
3.40,3.35,3.57,3.20
3.20,2.65,3.35,2.65
3.00,3.20,3.21,2.76
3.10,3.08,3.10,2.95
3.15,3.29,3.35,3.00
3.50,3.16,3.50,3.12
3.12,3.15,3.15,3.00
3.24,3.10,3.25,3.00
3.10,3.40,3.46,3.00
3.44,3.43,3.65,3.31
3.65,3.65,3.75,3.50
3.75,3.95,3.95,3.65
4.05,3.95,4.25,3.90
3.95,3.95,4.20,3.80
3.85,3.98,4.15,3.85
4.05,4.10,4.22,3.95
4.25,3.88,4.25,3.80
3.75,3.58,3.81,3.55
3.70,3.75,3.90,3.60
3.75,3.70,3.75,3.60
3.70,3.40,3.70,3.40
3.40,3.50,3.50,3.40
3.50,3.70,3.75,3.45
3.75,3.60,3.84,3.60
3.60,3.69,3.82,3.51
3.75,3.70,3.83,3.68
3.60,3.60,3.70,3.50
3.70,3.55,3.70,3.50
3.60,3.70,3.75,3.60
3.80,3.55,3.81,3.40
3.80,3.55,3.80,3.50
3.65,3.60,3.65,3.55
3.60,3.64,3.75,3.60
3.65,3.74,3.80,3.64
3.70,3.68,3.78,3.55
3.70,3.55,3.70,3.55
3.50,3.50,3.70,3.46
3.40,3.55,3.58,3.40
3.60,3.55,3.70,3.55
3.55,3.45,3.60,3.45
3.45,3.50,3.60,3.45
3.55,3.50,3.60,3.50
3.50,3.19,3.50,2.90
3.40,3.20,3.40,3.15
3.25,3.30,3.40,3.10
3.35,3.44,3.44,3.25
3.35,3.30,3.50,3.25
3.25,3.20,3.35,3.20
3.20,3.25,3.29,3.15
3.25,3.05,3.25,3.00
3.14,3.07,3.20,3.00
3.10,3.04,3.12,3.00
3.10,2.84,3.12,2.80
2.84,2.75,2.90,2.70
2.55,2.62,2.75,2.55
2.75,2.70,2.75,2.60
2.78,2.62,2.90,2.55
2.65,2.74,2.74,2.51
2.80,2.65,2.80,2.50
2.60,2.31,2.60,1.90
2.37,2.20,2.40,2.00
2.25,2.05,2.40,2.05
2.05,1.96,2.15,1.90
1.95,1.81,1.97,1.65
1.86,1.82,2.00,1.75
1.95,1.75,2.00,1.75
1.80,1.70,1.85,1.70
1.65,1.78,1.85,1.65
1.80,1.70,1.89,1.70
1.70,1.75,1.80,1.70
1.83,1.85,1.95,1.75
1.88,2.06,2.25,1.75
2.00,1.90,2.05,1.81
2.00,2.00,2.00,1.81
2.00,2.00,2.00,1.87
2.00,1.85,2.00,1.82
2.00,1.76,2.00,1.75
1.76,1.70,1.90,1.65
1.70,1.70,1.80,1.65
1.70,1.73,1.80,1.64
1.75,1.70,1.85,1.65
1.70,1.60,1.70,1.60
1.60,1.58,1.64,1.51
1.58,1.55,1.65,1.50
1.60,1.65,1.70,1.52
1.57,1.60,1.70,1.55
1.65,1.50,1.75,1.50
1.58,1.70,1.70,1.51
1.74,1.65,1.75,1.60
1.70,1.70,1.70,1.62
1.61,1.65,1.70,1.60
1.55,1.60,1.65,1.55
1.55,1.52,1.75,1.50
1.62,1.56,1.65,1.50
1.55,1.77,1.82,1.55
1.90,1.65,1.90,1.60
1.80,1.85,1.85,1.60
1.70,2.35,2.35,1.70
2.25,2.15,2.45,2.03
2.08,1.95,2.15,1.90
1.90,1.95,2.00,1.75
1.89,1.88,1.94,1.82
3.98,3.40,4.40,3.06
3.36,2.90,3.36,2.90
2.99,2.63,2.99,2.60
2.80,2.73,2.80,2.65
2.75,2.84,3.00,2.75
2.99,2.75,2.99,2.66
2.89,2.65,2.96,2.50
2.75,2.78,2.80,2.50
2.82,2.66,2.82,2.55
2.21,2.34,2.44,2.15
2.40,3.35,4.19,2.35
3.47,3.75,4.80,3.40
3.96,3.32,3.96,3.32
3.30,3.70,3.74,3.10
3.85,3.65,3.90,3.48
3.69,3.52,3.79,3.31
3.48,3.59,3.70,3.40
3.63,3.79,3.79,3.60
3.80,3.75,3.80,3.65
3.82,4.10,4.25,3.67
4.10,3.94,4.11,3.89
4.00,3.92,4.08,3.91
4.03,3.98,4.08,3.90
4.02,3.89,4.03,3.80
4.15,3.90,4.30,3.89
3.87,3.96,4.11,3.87
4.04,3.84,4.04,3.58
3.90,3.85,3.91,3.65
3.95,3.79,3.99,3.75
3.95,3.75,3.95,3.75
3.80,3.81,3.90,3.65
3.90,3.75,3.90,3.70
3.79,3.69,3.85,3.67
3.80,3.63,3.80,3.60
3.56,3.80,3.84,3.55
3.90,3.62,3.91,3.60
3.57,3.66,3.71,3.57
3.67,3.62,3.73,3.62
3.63,3.57,3.69,3.57
3.55,4.35,5.21,3.55
4.28,3.75,4.37,3.68
3.76,3.90,4.19,3.67
3.80,3.75,3.88,3.72
3.70,3.78,3.80,3.61
3.79,3.67,3.79,3.55
3.63,3.39,3.64,3.34
3.34,3.52,3.63,3.32
3.50,3.56,3.80,3.50
3.56,3.73,3.73,3.54
3.70,3.69,3.75,3.61
3.75,3.72,3.75,3.60
3.68,3.72,3.76,3.66
3.80,3.78,3.80,3.61
3.70,3.72,3.73,3.61
3.76,3.73,3.94,3.55
3.75,3.63,3.75,3.62
3.70,3.62,3.71,3.60
3.56,3.61,3.69,3.55
3.60,3.51,3.61,3.51
3.53,3.32,3.53,3.22
3.35,3.38,3.44,3.35
3.32,3.30,3.37,3.28
3.27,3.33,3.37,3.26
3.31,3.39,3.45,3.26
3.42,3.51,3.55,3.39
3.55,3.43,3.55,3.19
3.33,3.40,3.53,3.16
3.43,3.51,3.51,3.30
3.56,3.49,3.58,3.28
3.44,3.50,3.72,3.29
3.47,3.38,3.62,3.34
3.44,3.29,3.52,3.28
3.27,3.46,3.46,3.21
3.46,3.31,3.55,3.22
3.35,3.05,3.35,3.03
3.08,3.19,3.19,3.08
3.17,3.18,3.27,3.10
3.21,2.96,3.21,2.93
3.05,2.79,3.09,2.42
2.75,2.70,2.78,2.53
2.70,2.79,2.97,2.70
2.77,2.76,2.80,2.71
2.30,2.57,2.71,2.25
2.60,2.62,2.74,2.47
2.58,2.53,2.64,2.51
2.50,2.54,2.58,2.50
2.54,2.41,2.58,2.41
2.44,2.49,2.57,2.40
2.57,2.39,2.60,2.20
2.31,2.30,2.39,2.23
2.22,2.38,2.38,2.21
2.37,2.28,2.38,2.21
2.27,2.23,2.35,2.23
2.22,2.36,2.59,2.18
2.35,2.30,2.37,2.29
2.29,2.32,2.39,2.26
2.26,2.30,2.30,2.24
2.30,2.39,2.39,2.30
2.32,2.39,2.39,2.30
2.38,2.59,2.60,2.32
2.62,2.60,2.69,2.51
2.60,2.52,2.60,2.45
2.55,2.44,2.58,2.42
2.48,2.39,2.48,2.26
2.38,2.33,2.38,2.25
