RYT,Guggenheim S&P 500 Equal Weight Technology ETF,NASDAQ
104.80,105.53,105.75,104.65
106.18,106.90,107.21,106.07
107.08,107.41,107.45,106.55
107.54,109.61,109.76,107.43
109.79,110.22,110.64,109.60
110.59,109.98,110.59,109.60
109.67,109.23,109.71,108.69
109.53,110.26,110.80,109.53
110.36,109.74,110.69,109.59
110.06,110.59,111.09,109.94
110.72,109.47,110.73,109.28
109.60,110.06,110.52,109.60
110.51,110.51,110.80,110.26
110.49,110.30,110.52,110.19
110.46,109.89,110.46,109.57
109.91,110.23,110.23,109.87
110.40,110.76,111.15,110.40
111.01,109.55,111.11,109.49
109.44,109.43,109.80,109.01
109.66,108.49,109.80,108.23
109.04,109.49,110.23,108.86
109.80,110.63,110.73,109.80
110.64,110.39,110.94,110.13
110.50,111.08,111.39,110.02
111.32,111.21,111.53,111.07
111.29,111.17,111.62,110.99
111.16,111.80,111.80,110.99
111.49,111.59,111.65,110.25
111.61,112.14,112.25,111.61
