NWY,New York & Company,NASDAQ
2.08,2.11,2.15,2.08
2.09,2.20,2.20,2.09
2.18,2.20,2.20,2.15
2.23,2.22,2.23,2.15
2.21,2.20,2.21,2.18
2.20,2.20,2.23,2.15
2.22,2.23,2.23,2.17
2.22,2.50,2.51,2.22
2.55,2.47,2.60,2.34
2.45,2.46,2.50,2.45
2.42,2.39,2.43,2.34
2.38,2.19,2.40,2.17
2.18,2.15,2.20,2.12
2.15,2.09,2.16,2.08
2.10,2.03,2.19,2.00
2.06,2.13,2.17,2.06
2.17,2.27,2.37,2.12
2.35,2.27,2.40,2.23
2.27,2.31,2.32,2.27
2.30,2.35,2.35,2.25
2.33,2.32,2.36,2.30
2.30,2.34,2.38,2.25
2.33,2.31,2.34,2.26
2.28,2.22,2.28,2.19
2.17,2.12,2.23,2.10
2.12,2.21,2.23,2.10
