QLD,ProShares Ultra QQQ,NASDAQ
64.55,63.90,64.89,62.85
62.87,62.61,63.60,61.58
63.84,63.48,64.04,62.76
64.59,64.56,64.89,64.16
65.31,65.20,66.03,65.14
64.76,65.26,66.15,64.50
66.27,66.20,67.22,66.04
66.10,66.22,67.04,65.54
65.75,66.78,67.39,65.67
67.55,67.75,67.81,66.46
68.49,67.87,68.50,67.43
68.51,68.70,69.02,67.92
68.58,69.53,69.70,68.57
71.00,72.40,72.40,70.94
72.41,72.93,73.00,72.00
73.07,73.27,73.33,72.67
73.36,73.08,73.48,72.69
73.50,73.41,73.76,73.01
73.37,73.04,73.76,72.82
71.80,71.56,71.82,71.11
72.13,71.91,72.27,71.52
72.24,70.92,72.24,70.78
72.29,71.35,72.34,71.03
72.04,72.20,72.40,71.26
71.70,72.98,73.01,71.43
72.71,72.72,73.35,72.35
73.25,73.46,74.10,72.97
73.78,73.78,74.62,73.50
74.79,75.24,75.49,74.64
75.34,76.12,76.15,74.96
75.94,76.23,76.34,75.75
76.00,75.32,76.15,74.70
74.91,75.04,75.28,73.95
75.89,75.72,76.10,74.78
75.57,75.17,76.03,74.73
74.57,75.45,75.76,74.55
75.66,76.29,76.69,74.61
76.28,75.76,76.49,75.56
74.13,73.24,74.13,72.79
73.22,73.10,73.86,72.88
73.18,72.87,74.37,72.83
73.17,73.51,74.18,73.01
73.06,73.00,74.29,72.47
73.62,74.38,74.51,73.57
75.49,75.44,75.60,74.93
75.52,75.46,76.62,75.19
73.72,72.34,74.43,72.08
72.26,72.99,73.58,72.24
72.90,73.98,74.69,72.71
74.12,73.01,74.12,72.52
74.25,73.77,74.88,73.20
74.34,75.43,75.65,73.94
75.51,75.69,76.10,75.47
76.16,75.86,76.63,74.16
76.49,77.60,77.89,76.49
78.52,78.39,78.60,77.84
77.38,78.10,78.18,77.17
78.05,77.95,78.47,77.67
78.20,78.09,78.23,77.26
79.33,77.64,79.39,77.32
77.98,78.70,78.87,77.98
78.94,80.57,80.89,78.60
81.06,80.94,81.32,80.70
81.35,80.36,81.50,80.30
81.13,80.02,81.24,79.32
80.37,80.05,80.91,79.52
80.14,79.57,80.39,79.20
80.14,80.75,81.13,80.10
79.87,80.57,80.83,79.58
78.88,79.99,80.55,78.35
80.16,81.78,81.85,80.06
80.66,81.69,81.94,80.51
81.51,79.81,81.86,78.95
79.77,81.14,81.39,79.65
79.79,79.80,81.08,79.70
79.84,76.82,79.93,76.70
77.11,76.26,77.16,75.02
77.88,79.42,79.82,77.88
79.10,80.73,80.85,79.08
79.73,81.84,81.85,79.61
81.72,81.23,82.51,81.04
81.93,83.06,83.15,81.86
82.29,84.01,84.07,82.19
85.53,86.72,86.79,85.07
87.06,87.08,87.53,86.60
87.72,87.23,88.31,86.28
86.52,86.32,86.84,85.48
86.43,87.04,87.42,86.16
88.70,88.25,89.08,87.48
88.30,88.34,88.61,87.55
88.87,88.59,89.05,87.86
89.25,88.44,89.52,87.61
88.03,88.04,89.13,87.40
88.56,88.07,88.83,87.23
88.65,88.28,88.65,87.71
87.59,88.53,89.25,87.15
89.23,88.48,89.32,87.92
88.46,85.17,88.75,85.02
85.72,87.47,87.48,85.31
87.10,87.20,87.63,86.59
86.62,87.43,87.68,86.54
86.32,89.57,89.57,86.28
89.02,90.06,90.22,88.73
90.14,90.41,90.45,89.68
90.36,88.75,90.75,88.35
88.61,88.14,89.41,87.86
88.65,87.80,89.30,87.21
88.38,89.46,89.66,88.31
89.85,90.48,90.54,89.68
91.14,90.88,91.30,90.45
90.95,91.83,92.29,90.54
92.23,93.09,93.18,92.07
93.81,94.12,94.49,93.71
94.46,93.64,94.73,93.41
93.55,93.49,94.02,92.81
92.76,93.67,94.31,92.15
93.90,93.50,94.06,92.98
95.03,94.81,95.20,93.90
95.50,95.55,95.97,95.24
95.21,95.44,95.79,95.07
95.43,93.00,95.68,92.72
93.09,92.55,93.50,92.37
93.32,92.25,93.42,91.88
93.17,93.26,94.32,93.03
93.32,92.93,93.70,92.55
93.11,95.09,95.21,90.42
94.68,94.47,94.73,93.67
94.79,96.37,96.82,94.75
97.96,98.41,98.44,97.42
98.51,98.54,98.64,98.13
98.83,99.15,99.32,98.50
99.37,98.64,99.51,98.43
98.35,98.34,98.63,97.82
98.65,99.60,99.60,98.65
98.72,98.07,98.76,97.51
98.10,96.68,98.25,96.61
96.70,95.89,96.90,95.23
96.78,97.64,97.97,96.47
97.69,98.14,98.65,97.31
98.79,97.44,98.87,96.80
97.99,98.07,98.30,96.48
97.75,95.10,98.49,94.43
95.82,98.81,98.93,95.82
99.56,100.38,100.82,99.43
100.22,100.49,100.74,99.94
99.86,99.31,100.41,98.83
100.59,100.81,100.89,99.13
101.29,101.40,101.81,100.72
100.69,100.67,100.71,99.24
99.69,96.57,99.94,96.57
96.74,94.84,96.99,93.36
93.79,94.70,94.86,93.50
93.03,92.69,94.42,92.27
94.95,95.95,96.69,94.72
93.95,95.54,96.46,93.73
95.25,91.25,96.04,90.67
92.07,92.48,93.22,91.53
91.86,92.00,92.66,89.93
92.53,94.26,94.55,92.50
95.44,97.63,97.81,94.85
97.58,98.78,98.90,97.54
99.20,101.02,101.45,99.03
101.48,101.42,101.90,100.85
99.94,102.90,103.10,99.94
102.83,103.36,103.82,102.28
103.61,104.37,104.76,103.20
103.92,102.95,104.44,102.50
103.07,103.79,104.26,102.21
104.52,103.50,104.84,103.36
104.04,104.74,105.64,103.86
104.97,104.42,105.42,103.80
105.07,104.25,105.67,103.45
104.31,105.63,105.82,103.98
105.57,105.34,106.82,103.54
103.34,103.80,104.34,101.95
106.05,106.45,106.84,105.87
106.79,107.04,107.40,106.36
107.48,106.79,107.67,106.07
107.55,105.75,107.71,104.71
105.68,105.91,106.06,104.60
106.47,105.05,107.00,104.43
104.12,105.78,105.91,103.32
106.63,102.85,106.68,101.87
102.12,101.37,103.07,101.35
102.69,103.22,104.86,102.61
103.43,105.69,105.90,103.40
105.76,104.59,105.97,103.15
103.90,105.10,105.73,103.45
106.25,102.54,106.41,102.18
103.32,100.82,103.47,98.94
101.84,101.41,103.11,99.77
102.46,98.80,102.87,98.78
98.59,97.70,99.42,96.65
98.33,98.11,100.22,97.54
99.56,99.45,100.76,99.36
100.40,102.92,103.06,100.38
103.81,103.47,104.02,102.54
103.72,101.85,104.01,100.70
103.13,96.35,103.39,95.90
95.22,94.63,96.95,93.25
94.78,96.29,96.55,94.13
97.03,99.62,99.73,96.52
99.66,93.47,99.72,92.91
91.77,91.30,94.18,90.83
92.82,92.69,93.65,90.97
93.31,93.28,94.34,89.40
94.94,95.71,95.77,93.39
95.08,95.77,96.73,94.57
96.27,97.22,97.23,95.37
97.82,98.79,99.23,97.54
98.77,97.01,98.82,96.89
100.25,98.90,100.25,96.76
97.68,95.71,97.90,95.25
96.56,96.40,97.72,93.29
96.92,97.85,98.20,95.97
97.01,98.37,98.54,96.45
98.61,99.00,100.05,98.19
99.57,98.62,99.97,98.12
97.44,99.62,99.65,96.95
99.34,97.02,99.41,96.94
97.47,96.43,97.62,94.20
95.77,96.28,98.58,95.35
96.11,97.02,97.10,94.89
98.15,100.13,100.23,97.98
100.36,100.26,101.03,99.94
99.70,99.21,100.46,98.80
99.21,97.71,99.55,96.45
97.90,98.97,99.09,96.65
98.42,100.40,100.64,98.05
100.22,99.65,100.97,98.78
99.97,101.53,101.60,99.86
101.72,102.36,102.95,101.44
102.60,103.90,103.92,102.14
104.84,106.52,106.52,104.63
106.38,105.81,106.72,105.64
106.58,107.14,107.19,106.13
107.22,107.21,107.54,106.08
107.45,106.94,107.50,105.63
106.26,106.89,107.21,106.00
106.34,107.61,108.00,106.02
107.85,109.46,109.87,107.13
110.32,110.70,110.70,109.85
110.79,110.53,111.11,109.94
110.36,110.87,111.04,110.11
110.15,110.81,111.19,109.97
110.42,108.92,110.66,108.10
109.81,109.51,110.05,108.56
109.16,109.68,110.33,108.66
109.58,109.79,110.39,109.15
110.05,111.13,111.33,108.81
111.36,110.89,111.52,109.91
111.02,111.10,111.32,110.56
111.10,111.16,111.24,110.53
111.16,110.96,113.03,110.33
110.29,112.21,112.56,110.25
112.31,112.30,112.40,110.58
111.96,113.24,113.31,111.96
113.18,113.70,114.23,113.11
114.41,116.21,116.75,114.35
116.29,116.56,116.88,116.09
117.28,117.93,117.95,116.67
117.72,117.25,118.02,116.84
116.86,114.48,116.96,113.49
115.07,116.16,116.37,114.39
113.24,115.44,116.36,112.90
115.95,116.81,116.86,115.29
117.94,118.34,118.80,117.54
118.68,117.52,119.00,115.78
119.14,118.41,119.40,118.16
117.72,115.29,118.58,114.51
116.50,118.82,119.02,116.17
118.35,118.55,118.97,117.49
119.66,120.16,120.45,119.45
120.96,121.63,121.90,120.51
122.04,121.39,122.34,121.01
120.18,120.32,120.73,119.16
120.60,120.46,121.07,118.62
120.95,120.10,121.51,119.85
121.33,121.02,121.84,120.09
119.05,116.08,119.36,115.74
115.64,115.25,116.88,113.68
115.81,116.76,117.70,114.87
115.85,115.03,116.52,113.93
113.55,114.80,116.20,113.42
115.80,114.12,116.30,113.29
114.49,115.71,115.98,113.47
116.55,117.11,117.82,116.49
116.82,116.94,117.58,115.79
118.00,119.49,119.55,117.81
119.75,120.72,120.73,119.46
122.03,121.84,122.43,119.61
123.02,123.77,123.97,122.79
124.34,125.13,125.26,124.20
124.88,125.20,125.62,124.73
125.32,125.63,125.81,124.87
125.71,125.98,126.50,125.17
127.20,126.90,127.61,126.29
127.27,127.20,127.44,126.58
127.22,127.21,127.48,126.66
126.34,126.84,127.18,126.08
127.46,127.86,127.87,126.55
128.49,128.59,128.64,127.53
129.22,127.08,129.22,126.61
127.66,126.74,128.92,126.18
127.25,128.16,128.22,125.91
128.08,128.57,129.18,127.41
128.47,126.47,129.53,125.97
126.77,128.43,128.60,126.06
127.37,128.33,128.43,126.43
128.08,126.97,128.12,126.19
127.22,124.47,127.27,123.75
123.56,126.66,127.15,123.37
126.64,127.12,128.25,125.64
127.84,128.96,128.98,127.59
130.01,128.73,130.09,127.77
128.13,126.43,128.21,125.31
125.42,125.73,126.84,125.20
125.87,128.41,128.50,125.12
127.56,123.03,127.90,122.93
123.73,125.71,126.04,123.40
123.12,125.34,125.95,122.98
125.99,125.72,126.94,124.46
125.00,121.65,125.14,120.83
121.61,121.57,122.36,118.55
122.93,124.01,125.00,122.20
124.67,123.47,125.37,122.73
122.25,119.98,123.00,119.93
120.17,124.75,125.36,118.65
124.30,120.56,124.90,120.18
119.10,114.52,120.51,114.50
114.12,110.99,115.85,110.76
112.39,110.94,113.79,110.35
107.59,109.60,110.42,104.45
104.95,108.15,110.00,104.85
111.00,111.04,113.07,109.71
110.90,114.32,114.48,110.54
117.11,120.30,120.30,116.57
120.95,119.02,121.37,118.91
121.34,122.67,123.96,121.04
123.04,124.54,124.77,122.21
124.05,124.87,125.26,123.12
125.82,128.56,128.59,125.81
127.70,127.57,128.38,125.79
126.46,128.19,128.73,125.90
132.41,131.66,132.55,130.82
131.92,132.42,133.12,131.77
131.59,131.60,132.24,129.76
133.24,131.52,133.27,130.65
131.50,132.40,132.46,130.46
132.82,132.10,132.97,130.80
132.25,133.11,133.43,131.58
133.19,133.87,133.87,132.43
132.84,134.37,134.65,132.80
134.91,135.49,136.53,134.28
135.43,136.30,136.33,134.57
135.73,135.46,136.31,134.27
135.76,137.57,137.91,135.76
137.26,136.30,137.26,135.09
135.20,137.53,137.75,134.94
140.01,138.04,140.21,137.21
138.81,140.24,140.33,138.58
140.61,140.66,141.46,139.91
140.91,142.49,142.65,140.63
143.25,143.76,144.42,143.09
142.98,140.48,143.50,139.46
140.77,141.60,142.13,140.22
142.01,142.17,142.52,140.42
141.88,141.95,143.10,140.83
142.48,142.02,142.89,141.41
141.38,139.91,142.52,138.50
136.66,140.94,141.03,135.74
140.41,136.44,141.01,135.90
137.18,137.75,140.95,137.16
135.06,134.75,138.19,134.70
136.13,132.00,137.09,131.13
130.19,127.65,134.12,127.60
127.83,132.19,133.04,127.50
136.15,138.72,138.74,135.36
138.92,139.65,141.02,138.31
139.40,140.53,140.58,139.21
141.55,139.61,141.56,139.17
139.83,139.77,140.80,139.65
140.57,141.75,142.29,140.51
141.45,141.69,142.26,141.31
140.73,139.68,141.47,139.35
140.12,136.74,141.29,136.45
138.10,136.17,139.32,134.71
134.85,132.02,135.14,131.29
132.42,128.54,132.83,127.33
130.22,131.75,132.38,129.56
134.08,136.79,137.35,133.77
137.61,135.03,137.78,133.49
135.61,132.25,135.75,131.53
134.77,132.05,137.57,130.01
129.41,130.74,131.99,128.36
131.88,127.29,132.27,126.94
126.81,130.29,130.56,126.53
131.83,132.30,132.90,128.86
131.51,133.64,134.82,130.56
134.63,138.58,138.84,132.29
138.59,139.18,140.02,137.76
138.89,138.90,139.37,137.46
134.52,131.78,134.62,130.77
135.91,130.34,136.13,130.24
130.02,132.73,133.23,127.82
132.58,130.79,134.55,130.37
131.27,133.01,133.23,127.29
133.94,135.56,135.71,132.20
134.35,135.25,137.09,133.82
135.96,137.62,137.79,135.29
138.12,135.95,138.70,134.98
134.89,135.07,136.35,134.46
136.60,139.29,139.65,136.13
139.53,140.33,140.91,139.09
142.10,143.53,143.66,141.69
144.42,145.98,146.04,143.86
145.98,146.27,146.46,145.31
145.94,146.70,146.83,145.53
146.51,148.13,148.30,146.43
147.95,150.10,150.27,147.03
150.01,150.45,150.47,149.29
150.03,150.64,150.96,149.16
150.17,149.86,151.30,149.23
150.13,151.38,151.52,149.36
151.27,150.06,151.45,149.58
150.57,152.76,152.84,150.54
151.80,151.26,152.13,149.40
150.34,150.17,150.73,148.50
150.92,150.63,151.56,149.43
150.29,147.15,150.84,146.48
147.81,147.97,148.79,146.61
145.96,142.66,146.00,142.59
142.99,140.93,143.32,140.82
140.69,142.84,143.12,140.54
142.55,141.52,143.64,139.76
142.54,145.25,145.25,142.27
144.35,145.61,146.05,143.72
144.80,148.52,149.78,143.34
148.83,148.92,149.71,148.40
151.31,150.97,152.31,150.83
150.72,150.22,151.53,150.15
150.18,149.15,151.58,149.09
149.60,142.23,149.82,142.14
139.97,141.28,142.88,138.97
141.19,142.43,143.05,140.81
144.16,145.90,145.90,144.15
144.87,142.55,145.44,142.51
142.50,141.08,142.59,139.25
141.36,141.22,142.13,140.40
139.57,143.54,144.32,139.16
143.43,143.04,145.43,143.04
143.17,145.31,145.70,143.11
145.19,147.13,147.21,144.19
147.05,148.31,148.34,146.35
148.57,147.55,150.03,147.25
147.28,146.73,148.11,145.07
147.52,148.45,149.16,147.16
147.74,148.09,148.62,147.35
145.31,143.53,146.09,142.25
144.94,147.80,148.26,144.84
149.44,149.02,150.00,148.74
149.81,150.63,151.14,147.89
149.68,151.84,153.09,149.61
155.00,155.86,156.29,154.51
157.10,155.15,157.64,154.47
155.33,154.42,155.92,151.89
152.68,152.57,154.54,150.87
150.86,147.66,152.05,146.20
148.87,151.68,151.80,148.86
152.65,152.09,154.00,151.96
150.98,147.26,151.48,147.04
147.67,145.29,148.50,143.17
145.05,146.87,147.67,144.83
149.85,150.48,151.16,149.46
150.72,149.26,151.30,149.15
147.55,148.01,149.48,145.32
149.31,148.58,150.81,148.16
150.95,152.88,153.18,149.90
153.75,152.95,154.12,152.20
152.34,154.26,154.83,152.16
154.55,153.85,155.04,153.43
77.03,77.01,77.96,76.25
76.81,77.84,78.04,76.57
77.67,77.74,78.25,77.56
77.31,75.88,77.55,75.28
76.37,78.32,78.49,76.02
78.05,77.98,78.38,77.51
77.86,77.10,78.09,76.71
77.85,77.53,77.97,76.33
76.97,77.06,77.81,76.25
77.75,77.51,78.10,77.16
76.61,76.39,77.63,75.86
76.18,75.99,76.50,75.09
75.89,74.46,76.00,74.13
74.08,74.22,74.72,73.07
74.69,76.14,76.64,74.54
76.75,76.41,77.11,76.14
75.61,75.16,75.93,74.98
74.04,74.45,74.64,73.18
74.24,75.20,75.46,74.20
75.47,75.62,76.12,74.70
76.16,77.77,78.07,76.11
77.92,77.03,78.02,77.01
78.25,78.17,78.66,77.85
78.36,78.31,78.45,77.69
78.12,77.54,78.79,77.47
78.08,77.17,78.26,76.95
77.15,76.23,77.50,75.60
74.46,72.66,75.33,72.53
73.70,73.15,73.97,72.65
74.57,74.26,74.82,73.59
74.61,74.32,74.80,73.85
73.37,73.97,74.78,73.05
74.07,74.26,74.45,71.38
73.22,71.71,73.40,71.46
73.58,71.61,73.73,71.57
73.53,73.85,74.35,73.01
75.10,76.36,76.52,75.07
76.57,77.38,77.80,76.53
77.67,77.56,78.14,77.11
78.80,79.72,79.75,78.52
81.00,82.04,82.04,80.78
82.52,82.67,83.26,81.93
82.69,82.51,82.94,82.07
80.01,80.72,81.45,80.01
80.87,80.04,81.35,79.66
80.91,78.52,81.00,78.26
77.59,77.17,78.27,76.86
77.89,78.50,78.82,76.65
78.83,79.15,79.45,78.26
78.72,79.86,80.12,77.81
80.37,79.67,80.44,79.34
79.69,79.23,80.12,78.13
79.11,78.86,79.35,78.20
79.74,80.06,81.13,79.58
80.18,77.56,80.42,76.80
77.14,77.30,77.68,76.05
78.24,79.05,79.40,78.24
78.20,77.07,78.85,76.18
75.98,77.53,77.87,74.35
77.72,77.25,78.46,76.98
76.95,77.50,77.75,76.64
77.15,78.79,78.86,76.78
78.61,78.03,78.73,77.80
77.56,76.98,78.36,76.08
75.55,72.76,76.06,72.70
70.71,66.52,71.88,66.52
55.85,61.51,66.50,55.00
65.80,60.79,66.57,60.72
64.29,66.88,67.13,61.80
68.81,70.24,70.37,67.21
69.62,70.32,70.74,69.23
69.47,68.51,70.22,68.16
65.16,64.37,67.15,63.65
66.48,67.86,67.86,65.09
68.42,67.12,69.28,66.80
65.30,65.55,66.46,64.81
68.12,69.23,69.40,67.54
70.90,67.71,70.92,67.34
67.53,69.12,70.05,67.42
68.51,69.90,69.90,68.14
70.42,69.47,70.44,68.97
69.80,71.08,71.56,69.34
71.17,71.91,72.06,70.66
71.86,71.98,74.12,71.38
69.80,69.98,71.62,69.72
70.71,70.39,71.50,69.13
68.18,68.30,68.70,66.98
68.60,68.34,68.99,67.69
66.98,67.92,68.37,65.89
69.34,66.72,69.44,65.89
66.10,62.92,66.22,62.53
63.25,62.30,64.51,61.35
64.03,65.05,65.26,63.53
65.29,65.65,65.69,63.62
63.88,67.95,68.01,63.47
68.93,69.96,70.30,68.69
69.64,69.30,70.06,68.19
70.13,70.08,70.40,68.33
69.54,70.64,70.88,68.21
70.74,71.23,71.56,70.34
71.58,71.64,71.88,71.06
70.78,70.65,72.25,70.57
70.69,70.49,71.40,69.87
71.00,72.80,72.80,70.80
73.07,73.44,73.47,72.41
73.19,74.27,74.33,72.88
74.02,73.50,74.27,73.00
74.15,72.57,74.35,72.51
73.83,75.54,75.63,73.46
79.52,79.76,80.36,78.78
79.59,79.88,80.15,79.04
79.40,80.15,80.39,79.40
80.48,81.50,81.50,79.16
80.71,81.25,81.51,80.58
81.30,80.54,81.59,80.50
80.97,82.38,82.50,80.60
82.00,82.93,83.46,81.76
83.44,82.95,83.54,82.23
83.00,82.39,83.45,81.60
82.10,82.59,82.77,81.09
81.95,80.84,82.15,79.79
79.95,80.35,80.54,79.47
80.85,80.19,81.59,79.92
79.50,78.61,80.28,78.52
77.98,75.55,78.13,75.45
75.37,77.70,77.73,75.07
78.00,77.80,78.92,77.40
78.41,80.74,80.94,78.26
80.85,80.88,81.63,80.61
81.63,81.95,82.10,81.49
81.99,81.51,82.64,80.82
80.44,81.41,81.74,79.64
81.57,81.49,81.80,81.17
81.82,81.75,82.06,81.20
82.15,81.31,82.20,80.78
81.93,82.94,82.94,81.75
83.06,81.96,83.77,81.66
82.34,79.14,82.59,78.16
79.54,82.79,83.08,79.28
82.89,82.08,82.97,81.29
80.38,82.11,82.59,80.28
81.35,79.60,82.23,78.60
79.96,80.29,81.34,79.46
78.46,76.63,78.82,76.48
76.87,77.82,77.82,74.64
79.11,78.72,80.04,78.49
79.72,80.93,81.26,78.04
81.75,78.69,81.75,78.64
78.08,75.77,78.47,75.68
77.04,77.33,77.34,75.95
78.07,78.29,78.49,77.28
79.06,79.47,79.53,78.81
79.40,79.41,79.85,79.32
79.01,79.26,79.30,77.86
80.22,81.75,82.12,80.18
81.60,80.34,81.69,80.30
79.70,78.36,80.01,78.30
74.86,75.09,75.14,73.08
75.68,74.69,75.94,74.05
72.14,73.34,74.14,72.14
70.19,68.77,72.00,68.65
69.83,67.57,70.56,67.44
68.55,68.05,68.92,65.95
69.30,69.63,70.26,67.63
70.11,64.78,70.44,64.54
65.29,67.50,68.65,63.19
62.97,63.32,64.73,61.60
65.05,63.59,65.21,62.09
61.66,63.23,64.54,58.80
63.68,63.38,65.19,62.03
65.75,66.99,67.02,65.42
66.59,65.04,67.24,64.87
65.49,66.19,66.68,64.41
65.40,62.87,65.93,62.31
64.87,64.61,64.98,62.46
64.61,67.32,67.35,64.54
66.63,67.59,68.18,66.16
67.05,64.73,67.09,64.34
65.56,64.14,65.56,61.89
63.77,64.12,65.10,62.59
63.63,59.62,63.63,59.15
57.43,57.81,58.31,55.63
56.25,57.42,59.17,56.08
58.83,57.91,60.25,57.80
56.39,57.80,58.62,56.08
59.03,59.46,59.57,57.92
61.17,62.05,62.05,60.47
63.08,64.94,65.13,62.73
65.32,63.50,65.35,63.29
62.93,63.87,64.23,62.58
65.04,65.92,66.03,64.91
65.12,63.75,65.50,63.66
62.28,64.97,65.10,61.47
65.25,66.21,66.21,64.06
67.18,66.06,67.26,65.76
65.94,64.88,66.91,64.88
66.05,69.01,69.05,65.72
68.86,69.08,69.10,68.02
68.94,68.84,69.00,67.86
68.94,68.90,69.77,68.00
68.19,68.07,68.97,67.05
67.06,66.88,68.26,66.65
67.47,67.76,67.77,66.66
68.40,67.59,69.09,65.85
69.05,69.90,69.90,68.59
69.37,70.11,70.47,69.36
69.60,70.08,70.21,69.20
69.71,71.32,71.69,69.71
70.87,71.24,71.56,70.39
71.56,71.51,71.82,70.74
71.22,72.03,72.11,71.12
71.16,72.43,72.77,71.16
72.11,71.17,72.16,70.90
70.42,71.21,71.25,70.24
71.63,71.03,71.63,70.76
70.75,73.21,73.37,70.50
74.13,74.03,74.90,73.69
73.95,73.80,74.42,73.55
72.88,75.32,75.39,72.68
75.28,74.72,75.42,74.43
73.57,73.37,74.15,73.14
73.46,75.73,75.75,73.46
74.88,73.45,75.10,72.91
74.45,73.45,74.80,72.92
74.08,72.88,74.78,72.86
72.94,74.13,74.37,72.08
75.24,76.01,76.22,75.05
76.04,76.00,76.55,75.60
75.86,75.60,76.18,75.24
75.18,76.40,76.44,75.09
76.59,75.46,76.88,74.64
75.45,75.55,76.28,74.96
75.55,75.59,76.13,74.95
73.69,73.34,74.32,72.19
72.85,73.33,73.33,72.61
73.60,72.66,73.86,72.17
71.12,71.41,71.76,70.26
71.59,69.75,72.44,69.39
69.63,68.96,69.97,67.91
69.23,70.24,70.45,68.76
69.25,68.97,69.88,68.60
68.16,68.07,68.62,67.74
68.50,68.06,68.84,67.77
67.43,68.76,68.76,67.22
68.73,69.12,69.75,68.69
69.65,71.02,71.09,69.38
70.81,69.76,71.23,69.69
70.12,69.12,70.20,68.14
69.02,68.64,69.83,68.35
68.80,70.30,70.81,68.68
70.20,68.56,70.58,68.17
68.27,69.04,69.78,67.96
68.51,68.34,68.80,67.31
68.88,69.78,70.36,68.77
69.89,69.59,70.47,69.50
70.35,72.43,72.57,70.35
72.95,73.47,73.88,72.72
73.68,73.88,74.06,73.25
73.97,74.64,74.66,73.95
74.88,74.94,75.15,74.19
74.43,74.90,75.27,74.37
74.61,75.26,75.26,73.82
74.95,74.52,75.00,73.57
74.81,75.03,75.45,74.55
75.14,74.73,75.29,74.62
74.86,74.93,75.24,74.41
74.38,74.67,74.85,74.05
73.32,73.00,73.61,72.49
72.19,71.73,72.96,71.60
71.47,71.80,72.27,70.72
72.12,71.36,72.28,71.15
70.64,71.79,71.87,69.75
71.50,70.13,71.50,69.76
71.75,70.94,72.37,70.86
71.20,71.40,71.67,70.89
71.46,71.01,72.26,70.90
72.10,73.01,73.05,71.53
67.76,67.08,69.99,66.75
66.20,64.49,66.20,63.78
65.77,67.20,67.23,65.75
68.20,69.55,69.82,68.18
69.81,71.16,71.25,69.32
71.14,71.87,72.40,71.07
71.19,70.97,71.28,70.24
70.33,72.12,72.20,69.88
72.25,72.58,72.89,71.91
73.30,74.82,74.89,73.11
75.28,75.70,76.21,75.28
76.60,76.42,76.81,76.26
76.83,76.09,76.85,76.05
77.05,77.05,77.36,76.71
77.42,76.83,77.52,76.50
76.90,77.85,78.10,76.90
77.34,77.27,77.74,77.01
78.14,79.09,79.37,77.94
79.21,78.74,79.48,78.29
78.83,79.36,79.54,78.37
79.18,79.40,79.40,78.85
79.33,79.60,80.13,78.76
80.89,80.62,81.06,79.97
80.91,81.24,81.41,80.40
81.57,81.55,81.99,81.06
81.67,82.40,82.82,81.48
82.18,81.15,82.27,80.11
81.01,81.72,81.72,80.96
81.69,82.17,82.31,81.26
83.03,83.73,84.09,82.82
83.80,83.57,83.86,83.01
83.65,83.95,84.43,83.57
84.00,83.52,84.08,83.07
84.04,84.22,84.57,83.72
83.91,84.33,84.33,83.73
84.52,85.05,85.41,84.50
84.70,84.12,84.73,84.06
84.13,84.37,84.42,83.20
84.26,84.45,84.63,83.93
84.17,84.38,84.74,83.69
84.10,84.48,84.77,83.83
85.10,84.77,85.45,84.73
84.69,83.66,84.90,83.15
83.24,83.38,83.92,83.05
83.48,83.64,84.72,82.67
83.70,83.88,84.33,83.69
83.60,83.33,84.07,82.76
83.06,83.11,83.32,82.46
83.22,83.54,83.76,82.40
84.37,84.07,84.74,83.48
84.36,85.13,85.15,84.04
85.28,85.27,85.53,84.61
84.74,84.24,84.78,83.83
82.82,79.97,83.21,79.97
79.12,82.80,83.08,79.08
82.00,81.38,82.50,80.61
81.56,82.20,83.04,81.54
82.24,84.74,84.92,82.17
84.52,84.63,84.78,83.82
85.03,83.87,85.58,83.55
84.46,84.18,84.86,83.89
84.86,85.81,86.05,83.91
86.86,87.21,87.39,86.67
86.93,86.07,86.96,85.85
85.12,84.65,85.31,84.40
84.59,86.29,86.37,84.39
86.48,86.62,86.70,85.72
86.33,85.31,86.62,84.60
85.79,86.54,87.11,85.60
86.30,86.33,86.55,85.69
86.78,86.10,87.23,85.43
86.52,86.67,87.23,86.50
86.46,86.61,86.91,85.77
86.75,86.22,86.96,85.38
87.01,87.25,87.66,87.01
87.09,84.74,87.16,84.05
84.87,84.68,85.23,84.16
83.52,84.07,84.50,82.53
84.80,84.20,85.53,84.13
84.16,83.77,84.42,83.58
85.70,85.25,86.03,85.16
85.09,85.20,85.47,84.94
84.98,85.04,85.37,84.05
85.15,85.68,85.75,84.59
86.75,87.73,87.81,86.73
87.77,87.12,87.84,86.88
86.01,85.99,86.91,85.49
86.72,85.23,86.81,84.94
84.62,84.05,85.57,83.59
84.67,83.89,84.71,83.87
84.20,82.69,84.23,81.23
82.56,81.32,82.90,80.94
81.07,79.76,81.60,79.57
79.32,79.15,80.40,78.88
81.67,82.98,83.09,81.50
82.74,84.05,84.76,82.37
81.94,84.76,85.04,81.87
85.48,82.01,85.79,79.80
81.29,82.10,82.43,80.75
82.17,80.46,82.27,79.59
81.61,82.70,83.19,81.42
81.95,83.65,83.73,81.90
83.56,84.85,84.87,83.21
84.97,84.24,85.34,84.07
84.62,85.94,86.10,84.56
86.59,86.50,86.90,86.04
85.89,85.80,86.08,85.00
85.94,86.33,86.38,85.77
86.05,85.96,86.71,85.74
86.03,86.53,87.33,85.60
86.66,84.37,86.77,84.34
84.37,81.54,84.37,81.24
81.61,81.79,82.46,81.13
82.66,83.05,83.71,81.90
83.43,83.48,83.75,82.78
