IYC,iShares U.S. Consumer Services ETF,NASDAQ
102.18,100.37,102.18,100.23
101.15,100.70,101.30,99.82
100.64,99.97,100.64,99.00
100.60,100.70,100.94,100.15
101.54,101.59,101.80,101.19
101.89,102.40,102.69,101.89
102.23,102.55,103.00,102.23
103.05,103.25,103.84,103.05
103.23,103.45,104.03,103.00
103.18,103.79,103.95,102.76
104.50,104.80,104.80,103.73
105.50,105.90,105.91,105.45
106.51,106.43,106.61,106.09
106.46,106.53,106.71,105.94
107.71,108.04,108.08,107.43
108.90,108.58,108.90,107.90
109.30,108.38,109.30,108.34
108.49,108.04,108.51,107.77
108.50,108.29,108.50,108.10
108.47,108.62,108.93,108.39
108.78,108.49,108.82,108.29
108.78,108.45,108.78,108.15
108.64,108.24,108.71,108.15
108.74,107.77,108.74,107.56
108.05,108.05,108.05,107.35
107.50,108.62,108.62,107.50
108.47,107.92,108.47,107.76
108.35,107.78,108.35,107.66
108.17,108.34,109.04,108.17
108.79,109.74,109.85,108.79
109.92,110.22,110.30,109.64
110.16,110.20,110.27,110.00
110.18,109.47,110.18,108.92
109.44,108.84,109.44,108.64
109.32,109.40,109.62,108.68
109.49,108.95,109.49,108.91
108.36,108.81,109.04,108.34
109.14,108.84,109.14,108.08
109.10,107.81,109.10,107.79
107.00,105.84,107.00,105.69
105.79,105.57,106.26,105.57
105.51,105.08,105.85,105.07
105.54,105.90,106.24,105.36
105.55,105.03,105.88,104.71
105.27,105.92,106.19,105.13
106.33,105.99,106.33,105.50
106.17,106.07,106.56,105.85
104.75,104.14,105.02,104.14
104.40,104.53,104.79,104.38
104.36,105.00,105.39,104.36
105.13,104.24,105.13,104.24
105.24,105.07,105.99,104.72
105.18,105.88,106.10,105.18
105.90,106.02,106.63,105.90
106.43,105.97,106.70,105.47
106.38,107.02,107.10,106.38
107.70,108.13,108.13,107.69
108.58,108.91,108.91,108.40
109.34,108.78,109.34,108.62
109.13,109.17,109.32,108.81
110.74,109.77,110.74,109.69
110.20,110.65,110.68,110.20
110.61,111.64,111.79,110.08
112.25,111.68,112.25,111.48
111.98,110.97,111.98,110.97
111.21,110.31,111.21,110.11
110.16,110.12,110.67,109.86
109.91,109.42,110.11,109.35
109.96,110.27,110.48,109.87
110.11,110.19,110.39,109.99
109.46,109.97,110.15,108.99
110.77,111.00,111.04,110.08
110.82,110.92,110.93,110.18
110.87,109.89,110.93,109.46
110.49,110.79,110.84,109.69
110.23,109.46,110.23,109.46
109.51,107.90,109.51,107.90
107.99,107.53,107.99,106.87
109.18,109.84,109.88,109.04
109.76,110.74,110.78,109.76
110.00,111.24,111.27,110.00
110.80,110.50,110.89,110.31
111.02,111.76,111.82,110.87
111.27,112.44,112.45,111.27
112.91,113.17,113.20,112.56
113.69,113.24,113.69,112.80
113.79,113.96,114.27,113.47
113.91,113.50,113.91,113.11
113.99,114.71,114.71,113.70
115.31,115.23,115.31,114.77
115.62,115.24,115.62,114.90
115.43,115.82,115.82,115.30
116.06,115.11,116.06,114.64
115.08,115.47,115.86,114.99
115.74,115.94,115.99,115.34
116.55,116.27,116.55,115.80
116.25,116.30,116.41,115.43
116.74,116.29,116.97,115.99
116.47,113.99,116.47,113.92
114.29,115.59,115.59,114.28
115.84,115.98,116.15,115.58
115.91,116.04,116.04,115.53
115.65,117.40,117.40,115.65
117.60,118.13,118.21,117.46
118.24,118.24,118.28,117.92
118.62,117.37,118.62,117.37
117.64,116.96,117.88,116.88
117.38,116.36,117.38,116.04
116.63,117.38,117.59,116.63
117.54,118.35,118.35,117.42
118.73,118.45,118.82,118.34
118.70,118.98,119.28,118.41
119.23,119.33,119.37,118.95
119.84,119.48,119.89,119.35
119.60,119.01,119.74,118.89
118.60,118.21,118.60,117.90
117.75,117.87,118.50,116.89
117.50,117.38,117.82,117.21
118.34,118.37,118.54,117.73
118.88,118.38,118.92,118.32
118.09,118.39,118.60,118.09
118.45,117.46,118.59,117.41
117.40,117.16,117.63,117.16
117.72,117.53,117.76,117.26
117.60,118.03,118.13,117.60
118.22,117.47,118.22,117.18
118.00,119.49,119.49,117.09
119.26,119.45,119.56,119.01
120.19,120.20,120.55,119.57
120.17,120.33,120.34,119.98
120.52,120.68,120.71,120.51
120.94,121.25,121.32,120.90
121.73,120.79,121.73,120.73
121.97,121.22,121.97,120.88
121.38,121.39,121.79,121.38
121.33,121.11,121.69,120.86
121.16,121.08,121.61,120.94
121.28,120.13,121.28,119.98
120.78,120.96,121.17,120.64
120.76,120.93,121.11,120.53
121.15,121.01,121.20,120.41
120.73,121.30,121.30,120.61
121.00,119.01,121.00,118.88
119.31,120.05,120.13,119.08
120.30,120.25,120.54,120.07
119.93,119.76,119.96,119.51
119.83,119.25,119.83,119.11
120.03,119.12,120.03,118.58
119.36,119.56,119.60,119.07
119.38,118.69,119.38,118.21
118.06,116.64,118.06,116.64
116.71,116.07,117.03,115.26
116.57,117.05,117.23,116.42
116.19,115.08,116.42,115.07
115.99,116.94,117.26,115.99
115.19,115.86,116.65,115.19
115.49,112.85,115.89,112.61
113.48,114.00,114.04,113.17
113.24,114.12,114.31,112.62
114.84,116.48,116.50,114.84
117.30,117.78,117.82,116.70
117.58,117.71,117.75,117.20
118.00,118.88,119.15,117.88
119.43,118.95,119.43,118.67
118.29,119.44,119.52,118.29
119.17,119.85,120.22,119.10
120.11,120.08,120.19,119.63
119.62,119.22,120.25,119.13
119.42,119.99,120.10,119.23
120.26,120.03,120.44,120.03
120.64,120.86,121.38,120.64
120.98,121.55,121.80,120.89
122.05,122.22,122.74,121.69
122.00,122.81,122.82,122.00
123.00,123.34,123.90,122.59
121.95,122.25,122.56,121.40
123.43,124.02,124.13,123.43
124.23,124.22,124.35,124.07
124.53,124.55,124.84,124.24
124.99,124.47,124.99,124.17
124.20,124.05,124.37,123.59
124.40,123.64,124.59,123.37
123.21,123.73,123.73,122.69
124.11,122.06,124.21,121.83
122.62,122.25,122.77,122.08
122.82,123.06,123.22,122.78
123.01,123.40,123.60,123.01
123.42,122.57,123.42,121.91
122.31,122.79,122.99,121.99
123.64,122.28,123.98,122.21
122.55,121.07,122.55,120.50
121.59,120.56,121.59,119.97
121.10,119.38,121.10,119.38
119.43,118.60,119.43,118.31
118.84,119.37,120.10,118.84
120.38,120.28,120.59,119.97
120.62,121.75,121.76,120.62
122.00,122.49,122.49,121.81
122.35,121.83,122.67,121.42
122.39,119.92,122.39,119.76
119.43,117.74,119.62,117.06
117.76,118.63,118.70,117.50
119.12,120.29,120.29,118.67
120.19,116.84,120.22,116.84
116.36,115.79,117.19,115.47
116.49,116.54,117.01,115.66
117.13,116.45,117.13,114.71
117.18,118.06,118.07,117.13
118.15,118.36,118.58,117.95
118.46,118.55,118.69,118.08
119.36,119.64,120.00,119.18
120.00,119.33,120.00,119.17
119.19,119.76,119.86,118.96
119.00,117.96,119.00,117.92
118.60,117.91,118.88,116.50
118.33,118.49,118.56,117.60
118.42,118.75,118.80,117.77
119.03,119.16,119.62,118.90
119.42,119.48,120.08,119.31
119.01,119.70,119.78,118.62
119.22,118.18,119.38,118.18
118.08,117.94,118.39,116.94
117.96,117.98,119.20,117.46
117.81,118.84,118.92,117.63
119.65,120.27,120.27,119.65
120.44,120.06,120.51,119.84
119.85,118.86,119.85,118.68
118.04,117.96,118.04,116.89
117.94,118.70,118.75,117.74
118.66,119.33,119.33,118.66
118.92,118.25,118.92,117.95
118.50,119.41,119.46,118.50
119.40,120.04,120.17,119.40
120.33,120.93,120.93,120.33
121.41,121.31,121.48,121.06
121.17,121.14,121.40,120.71
121.50,121.69,121.74,121.19
121.78,122.00,122.05,121.55
122.00,122.43,122.56,121.76
122.00,122.33,122.38,121.94
122.07,122.78,123.06,121.82
122.93,123.65,123.81,122.54
123.95,124.07,124.21,123.83
124.06,123.99,124.45,123.69
123.61,123.59,123.73,123.38
123.29,123.27,123.59,123.03
122.99,121.62,122.99,121.42
121.84,121.72,121.90,121.18
121.60,121.97,121.98,121.46
122.21,122.43,122.58,121.83
122.41,123.47,123.49,122.33
123.72,123.43,123.94,123.24
123.54,122.98,123.60,122.86
123.20,123.03,123.20,122.66
122.53,122.21,123.22,122.21
122.06,123.23,123.27,122.03
123.35,123.23,123.35,122.53
123.28,123.64,123.64,123.25
123.57,123.47,123.76,123.46
123.66,124.73,124.85,123.66
124.63,124.72,124.95,124.63
125.21,125.59,125.68,125.21
125.24,124.70,125.27,124.65
124.55,123.54,124.55,123.26
124.05,124.93,124.93,124.00
123.51,124.15,124.47,123.37
124.05,124.41,124.47,124.01
124.92,124.69,124.98,124.59
124.60,124.48,124.87,123.97
125.21,124.54,125.29,124.51
124.34,123.53,124.79,123.43
124.00,124.79,124.82,123.93
124.41,124.07,124.48,123.89
124.52,124.75,124.92,124.39
124.92,124.82,124.92,124.50
124.72,125.18,125.41,124.72
124.53,124.05,124.53,123.89
124.18,123.92,124.23,123.40
124.18,123.70,124.58,123.70
124.12,124.32,124.33,123.73
123.31,122.30,123.55,122.21
122.14,122.12,122.62,121.62
122.64,123.50,123.50,122.41
122.63,122.15,123.00,121.68
120.69,121.40,122.21,120.57
122.02,120.88,122.31,120.50
120.67,122.45,122.45,120.67
122.83,123.17,123.39,122.83
122.98,122.92,123.25,122.57
123.24,123.32,123.57,123.11
123.50,124.38,124.41,123.50
124.97,124.10,124.97,123.92
125.00,125.34,125.45,125.00
126.00,126.26,126.34,125.88
125.92,126.73,126.87,125.92
126.92,126.75,126.94,126.65
127.09,126.97,127.10,126.69
127.44,127.22,127.45,127.03
127.35,127.30,127.48,127.07
127.32,127.43,127.54,127.24
126.78,127.24,127.39,126.78
127.46,127.17,127.67,126.80
127.67,127.56,127.67,126.95
127.80,127.18,127.80,127.10
127.37,127.64,128.05,127.37
127.34,128.21,128.22,127.25
127.93,127.77,128.13,127.38
127.50,126.64,127.54,126.56
126.94,126.95,127.00,126.25
127.17,127.07,127.17,126.66
127.03,126.78,127.16,126.42
126.89,126.22,126.89,126.07
126.42,126.76,127.27,125.93
127.19,127.06,127.60,126.85
128.50,127.53,128.50,127.21
128.01,127.45,128.03,127.25
126.66,125.61,126.66,125.41
125.31,124.72,125.56,124.72
126.02,125.91,126.02,124.75
125.55,124.09,125.55,124.01
124.46,125.00,125.15,124.21
123.92,124.72,124.79,123.92
125.13,124.45,125.13,124.34
124.50,122.64,124.50,122.45
122.64,122.98,123.30,121.30
123.92,124.85,125.11,123.78
125.84,124.09,125.84,124.00
123.62,122.52,123.69,122.45
122.68,124.35,124.51,122.08
123.97,121.92,124.05,121.92
121.93,121.07,122.80,121.05
120.91,118.27,120.91,118.27
119.00,119.21,120.05,118.76
117.53,118.24,118.78,115.01
115.84,118.08,118.83,115.84
119.21,119.31,120.20,118.98
119.41,121.29,121.39,119.41
121.98,123.69,123.92,121.98
123.91,122.67,124.42,122.67
123.77,124.16,124.90,123.77
123.79,124.52,124.65,123.52
124.51,124.94,125.15,124.32
125.49,126.00,126.03,125.05
126.27,125.70,126.31,125.17
125.40,126.42,126.76,125.40
127.84,127.62,128.21,127.43
128.46,127.89,128.46,127.70
127.72,127.02,127.72,126.37
128.20,127.44,128.20,126.86
127.29,128.55,128.61,127.29
128.58,128.53,128.70,127.84
128.59,128.73,128.75,127.87
129.24,129.17,129.24,128.55
129.08,129.66,129.78,128.95
129.93,130.57,130.85,129.93
130.94,130.95,131.02,130.46
131.01,130.58,131.01,130.51
130.83,131.10,131.39,130.60
131.68,131.45,131.68,131.07
131.76,131.68,132.04,131.10
133.33,132.01,133.33,131.80
132.20,133.18,133.22,132.20
133.83,133.55,133.83,133.14
134.00,133.86,134.00,133.60
134.98,135.71,135.99,134.87
135.39,134.31,135.60,134.12
134.92,134.56,134.92,134.14
134.60,134.63,134.70,134.16
134.68,134.72,134.92,133.98
135.07,135.10,135.17,134.76
134.75,134.39,135.36,133.94
133.44,134.06,134.06,132.67
134.52,132.48,134.52,132.46
134.20,133.98,134.93,133.33
133.47,133.12,134.29,133.12
133.82,132.78,134.27,131.88
133.55,130.81,133.55,130.80
131.41,133.01,133.20,131.12
134.48,135.18,135.21,134.01
135.53,135.91,136.06,135.13
135.92,137.00,137.00,135.92
137.71,137.72,138.04,137.42
137.98,137.57,137.98,137.57
138.00,138.01,138.28,137.81
138.09,138.82,138.88,137.70
138.89,138.39,138.89,138.18
138.65,137.76,139.22,137.64
138.43,136.73,138.61,135.97
136.59,134.63,136.59,134.36
134.69,133.57,135.29,132.63
134.50,135.65,135.66,134.49
136.89,137.69,137.79,136.73
138.19,136.23,138.19,136.05
136.52,135.51,136.64,135.10
136.81,135.57,137.66,134.90
134.37,133.95,134.61,132.81
134.59,132.87,134.59,132.87
132.41,134.31,134.32,132.41
134.89,133.86,135.04,132.65
133.86,134.72,134.87,133.54
135.47,137.40,137.55,135.39
137.58,137.30,137.90,137.12
137.26,138.17,138.23,137.15
137.07,137.19,137.98,136.47
138.11,135.48,138.11,135.46
135.90,136.83,136.83,135.05
136.30,134.92,136.88,134.79
135.34,135.81,135.93,132.88
136.57,138.29,138.29,136.21
138.36,139.26,139.91,138.09
140.00,139.99,140.00,139.25
140.72,139.68,140.72,139.32
139.12,138.90,139.31,138.48
139.64,140.73,140.84,139.30
140.75,140.90,141.15,140.29
141.27,142.08,142.12,140.79
142.15,142.85,142.85,142.09
142.86,142.76,142.86,142.10
142.77,142.95,142.95,142.39
143.24,142.91,143.44,142.75
142.60,143.97,143.97,142.12
144.00,144.02,144.75,143.66
144.52,144.65,144.80,144.00
144.64,145.09,145.43,144.57
144.84,144.78,145.15,144.44
144.81,144.46,145.04,144.37
144.35,145.91,145.91,144.35
145.98,145.73,145.98,144.85
145.64,144.92,145.64,144.44
145.44,145.24,145.44,144.85
144.47,143.67,144.86,143.39
144.17,144.37,144.46,143.66
143.72,142.14,143.72,142.12
142.38,141.81,142.53,141.72
142.02,144.55,144.56,142.02
144.62,143.81,144.69,143.06
144.45,145.52,145.56,144.44
145.07,145.11,145.41,144.60
144.67,146.00,146.38,143.74
145.90,145.97,146.24,145.55
146.63,147.34,147.51,146.62
147.72,146.93,147.84,146.93
147.23,146.32,147.23,146.32
146.70,143.28,146.70,143.28
142.27,142.45,143.21,141.78
142.63,143.44,143.55,142.63
144.68,144.94,145.21,144.36
144.63,144.20,145.53,144.20
143.88,143.27,143.88,142.55
143.42,144.31,144.48,143.10
143.54,144.84,145.21,143.40
144.95,144.01,145.19,144.01
144.34,145.32,145.32,144.34
145.42,145.44,145.65,144.51
145.71,145.93,145.93,145.47
146.18,145.24,146.25,145.19
145.02,144.91,145.24,144.14
145.49,144.77,145.61,144.71
144.74,144.91,145.17,144.64
144.02,142.76,144.11,142.19
143.54,144.00,144.20,143.42
144.50,144.49,144.81,144.09
144.81,144.75,144.98,143.94
144.51,145.54,146.13,144.51
146.37,147.26,147.57,146.37
147.80,145.96,147.81,145.78
145.78,145.64,145.97,144.58
145.18,144.10,145.18,143.59
143.81,142.70,144.52,142.06
143.06,144.64,144.64,143.06
145.22,144.83,145.64,144.77
144.87,143.10,144.87,143.07
143.39,142.63,143.39,142.11
142.21,143.54,143.75,142.21
144.26,144.76,145.48,144.26
144.79,144.04,145.11,144.04
143.37,143.87,144.25,143.03
144.20,143.21,144.42,143.07
143.31,144.07,144.09,143.23
144.31,145.06,145.06,144.25
145.11,145.87,145.90,145.09
146.00,145.47,146.08,145.23
145.48,144.77,145.48,144.66
144.67,145.36,145.76,144.59
145.29,145.15,145.57,144.92
145.03,144.01,145.12,143.72
144.38,145.34,145.54,144.32
145.34,144.85,145.35,144.49
144.78,144.21,144.78,143.97
144.49,144.44,144.96,143.67
144.19,144.59,145.15,143.78
144.92,145.42,145.65,144.54
145.12,144.44,145.40,144.27
144.43,143.95,144.43,143.46
143.92,142.57,143.92,142.54
142.60,142.46,142.71,141.51
142.93,143.84,144.03,142.79
144.19,144.22,144.72,144.14
143.69,143.72,144.05,143.60
143.06,143.03,143.33,142.50
142.93,143.71,143.77,142.93
144.04,144.33,144.60,143.64
144.37,145.97,146.33,144.37
146.04,145.75,146.50,145.75
146.51,146.45,146.94,146.38
146.89,146.88,146.93,146.56
146.46,145.44,146.53,145.41
146.07,145.29,146.07,145.26
145.55,145.69,145.96,145.25
144.26,142.72,144.84,142.71
143.64,143.12,143.80,142.65
143.63,144.50,144.56,143.63
144.59,144.12,145.06,143.77
143.10,144.13,144.75,143.10
144.30,145.53,145.53,142.70
144.47,142.99,144.82,142.99
144.41,144.15,145.71,143.91
145.53,146.39,146.60,145.53
147.85,148.40,148.42,147.78
148.97,148.47,148.97,148.13
148.42,148.35,148.79,147.97
149.47,149.85,149.94,149.01
150.03,149.51,150.03,149.19
150.00,149.53,150.00,149.39
149.96,148.95,149.96,148.61
149.11,149.80,149.85,149.11
150.13,148.52,150.25,148.16
149.79,148.24,150.26,148.07
148.01,147.11,148.01,146.80
147.62,148.43,148.56,146.94
148.49,149.52,149.61,148.49
149.43,149.75,149.88,148.71
150.46,150.42,150.84,150.01
151.16,150.39,151.16,149.69
150.20,150.70,150.90,150.06
151.00,149.78,151.06,149.59
149.77,147.32,149.77,146.09
147.50,146.86,147.50,145.95
147.99,148.02,148.45,147.81
146.97,147.00,147.89,146.41
145.72,146.73,146.82,144.43
146.72,147.26,148.04,146.53
147.19,147.41,147.46,146.77
146.92,148.85,148.87,146.75
148.54,148.36,149.07,148.18
148.03,147.80,148.82,147.24
146.76,143.97,146.76,143.97
142.54,139.37,142.79,139.37
137.98,133.09,138.66,99.84
134.42,133.74,138.69,133.69
135.08,138.59,138.74,134.13
139.97,141.59,141.86,138.83
141.06,141.40,141.97,140.58
140.68,140.06,141.18,139.71
135.48,136.97,138.70,135.48
138.33,139.85,139.85,137.79
140.11,139.89,141.40,139.48
138.49,138.61,139.15,136.81
140.90,141.81,141.83,140.24
143.13,140.16,143.14,140.00
139.99,140.56,141.37,139.91
140.08,141.53,141.56,140.08
141.60,140.96,141.76,140.59
141.25,142.12,142.38,140.40
142.32,143.41,143.50,141.94
143.28,143.69,145.49,143.28
142.15,141.60,143.48,141.43
142.32,142.65,143.43,141.77
140.99,141.02,141.40,140.12
140.98,141.00,141.23,140.36
140.01,140.25,140.37,138.82
141.19,139.40,141.19,138.65
138.57,135.24,138.57,134.97
135.49,134.71,136.11,133.98
136.42,137.59,137.74,135.86
137.81,138.43,138.44,136.56
136.98,140.32,140.32,136.21
141.26,142.70,142.79,141.26
142.66,141.12,143.00,140.66
141.56,141.75,141.79,140.57
141.43,143.28,143.45,141.38
143.20,143.89,143.92,142.94
143.86,144.60,144.85,143.86
144.02,143.82,145.12,143.69
143.98,141.65,144.40,141.45
142.10,143.65,143.71,141.69
143.79,144.32,144.32,143.48
143.95,144.94,145.04,143.95
144.81,144.62,145.43,144.29
145.02,143.56,145.10,143.47
144.60,145.18,145.57,144.33
147.38,146.35,147.38,145.43
146.31,147.32,147.42,146.24
146.98,147.00,147.06,146.20
147.30,147.71,147.71,145.93
147.56,148.22,148.46,147.45
148.19,147.88,148.78,147.72
147.99,148.93,149.00,147.83
148.74,149.41,149.71,148.50
149.83,148.35,149.83,147.56
148.48,148.59,148.78,147.66
148.32,148.74,148.83,147.93
148.03,146.75,148.03,145.60
146.48,147.88,147.88,146.48
148.09,146.94,148.09,146.86
146.33,145.50,146.85,145.50
144.70,142.27,144.72,142.19
142.01,143.70,143.74,141.48
144.71,144.24,145.49,143.87
144.66,146.52,146.52,144.36
146.49,146.14,146.81,146.08
146.83,147.22,147.38,146.83
147.33,147.74,148.18,147.25
146.70,147.25,147.65,145.94
147.40,147.99,148.27,147.40
147.99,147.81,148.01,147.47
148.00,146.51,148.00,146.37
147.31,148.12,148.20,147.06
148.07,147.24,148.57,147.13
147.84,145.51,147.84,144.99
146.00,148.37,148.55,146.00
148.31,148.19,148.42,147.38
146.98,147.42,148.05,146.42
146.94,145.85,148.18,145.16
145.95,146.48,147.30,145.91
144.89,143.44,145.28,143.36
143.62,144.12,144.44,142.06
145.43,144.68,146.08,144.66
145.61,147.17,147.39,145.15
147.30,144.77,147.54,144.77
144.43,142.87,144.46,142.85
143.70,143.74,143.96,142.84
144.29,144.89,145.20,143.92
145.35,145.69,145.81,145.09
145.05,145.34,145.67,145.05
144.96,145.38,145.57,144.47
146.00,147.02,147.22,146.00
146.79,145.97,146.88,145.90
145.47,144.65,145.91,144.65
142.08,142.08,142.08,140.71
142.43,142.12,142.75,141.42
140.21,141.11,141.95,140.04
139.05,138.55,140.67,138.35
139.75,137.25,140.00,137.00
137.67,137.82,138.16,135.95
138.97,139.12,139.69,137.55
139.52,134.41,139.52,134.30
134.62,135.75,136.91,132.74
132.30,132.95,133.69,131.56
134.58,133.70,135.00,132.43
131.87,132.25,133.37,128.42
132.69,133.52,134.88,131.92
135.45,136.02,136.24,135.08
135.77,134.25,136.18,134.23
134.75,136.04,136.14,134.21
135.87,134.12,136.80,133.62
135.50,134.84,135.50,133.20
134.35,136.94,136.94,134.29
136.14,137.81,138.41,135.68
136.95,134.83,136.95,134.49
135.64,134.35,135.64,132.26
133.81,133.95,134.49,132.80
133.44,130.07,133.55,129.70
128.39,127.56,128.39,125.53
125.73,127.42,128.52,125.73
127.53,127.69,129.52,127.53
125.63,127.70,128.31,125.63
128.87,130.04,130.05,128.09
131.57,132.80,132.95,131.06
133.96,135.55,135.90,133.96
135.34,134.39,135.34,133.86
133.68,135.01,135.01,133.17
136.06,137.19,137.36,136.06
137.25,136.79,137.58,136.25
135.60,137.70,137.84,134.63
137.96,138.96,138.96,137.20
139.54,138.47,139.58,138.15
138.65,138.16,139.45,138.06
138.86,141.06,141.06,138.66
140.83,140.92,140.94,140.06
140.54,141.54,141.55,139.96
141.65,141.44,142.01,141.07
140.70,141.01,141.74,140.44
140.24,140.06,141.39,140.00
140.62,140.72,140.82,139.97
141.33,140.53,141.76,139.27
141.80,142.77,142.77,141.63
142.37,143.43,143.65,142.37
142.38,142.92,143.09,142.38
142.57,143.98,144.28,142.53
143.44,143.97,144.34,143.41
144.44,144.40,145.01,144.14
144.21,144.42,144.53,143.73
143.38,144.04,144.43,143.31
143.39,142.92,143.53,142.73
142.06,142.98,143.01,142.06
143.27,143.72,144.09,143.10
143.43,145.16,145.17,143.43
145.95,146.08,146.31,145.66
146.09,145.81,146.41,145.70
145.00,146.62,146.72,144.81
146.67,145.76,146.67,145.65
144.82,144.30,144.96,144.28
144.53,145.81,145.85,144.45
144.91,143.75,145.36,143.30
144.53,143.81,144.53,143.56
144.38,143.15,144.84,143.15
143.27,144.28,144.47,142.88
145.11,146.13,146.16,145.11
146.20,146.06,146.50,145.84
146.33,146.56,146.66,145.89
146.46,147.53,147.58,146.23
147.56,147.05,147.93,146.84
147.21,146.92,147.47,146.51
146.86,145.94,146.92,145.80
145.52,145.42,146.02,144.58
144.97,145.65,145.69,144.75
145.94,145.95,146.57,145.36
146.14,146.01,146.34,145.36
145.32,144.22,146.09,143.96
145.07,144.30,145.07,143.45
144.78,146.26,146.43,144.73
145.41,145.27,146.09,145.00
144.45,144.71,145.15,144.23
144.39,144.03,145.66,143.89
143.71,144.69,144.69,143.03
144.87,145.54,146.00,144.87
146.15,147.12,147.12,145.90
145.79,144.38,146.21,144.37
144.63,144.07,145.00,143.49
143.41,142.62,144.12,142.62
142.56,143.68,144.13,142.50
143.67,141.96,143.72,141.70
141.34,141.13,142.03,140.44
140.85,141.47,141.62,140.61
141.83,142.35,142.76,141.83
142.35,141.56,142.71,141.56
141.87,143.25,143.42,141.87
143.35,143.82,144.13,143.35
144.04,144.05,144.49,143.93
144.20,144.76,144.85,144.20
144.81,144.84,144.99,144.30
144.34,145.18,145.30,144.34
144.89,146.08,146.08,144.89
145.69,145.48,145.69,144.51
145.47,145.57,145.82,145.07
145.66,145.77,146.44,145.66
145.85,146.03,146.24,145.49
145.53,145.71,145.87,145.25
144.67,144.49,144.90,144.12
144.01,143.48,144.69,143.40
143.01,143.01,143.40,142.30
143.46,143.21,144.23,143.09
142.64,143.56,143.62,141.93
143.57,142.96,143.57,142.87
144.27,143.90,145.13,143.82
143.70,143.43,143.89,143.11
143.54,143.36,144.06,143.36
144.50,144.67,144.68,144.12
139.51,140.10,142.17,139.39
138.97,137.76,138.97,136.88
139.16,139.90,139.92,138.86
141.03,142.57,142.70,141.01
142.91,143.43,143.58,142.15
143.70,144.60,144.87,143.70
143.92,143.82,144.08,143.08
143.25,144.79,144.79,142.96
144.81,145.37,145.39,144.70
146.28,147.69,147.71,146.28
148.00,148.58,148.85,148.00
149.32,149.20,149.39,148.92
149.29,148.74,149.45,148.59
149.75,149.66,150.05,149.45
150.02,148.91,150.02,148.71
148.93,149.44,149.79,148.91
148.75,149.11,149.25,148.66
149.38,149.61,149.75,149.05
149.27,148.97,149.47,148.50
149.23,149.71,149.85,149.23
149.71,149.63,149.72,149.41
149.65,149.58,150.17,149.00
149.79,148.77,149.79,148.47
148.83,149.50,149.60,148.40
149.31,149.31,149.55,148.88
149.14,149.49,149.84,148.99
149.53,147.77,149.53,147.41
147.49,148.19,148.24,147.49
147.94,148.15,148.38,147.79
148.86,149.25,149.59,148.86
149.25,148.86,149.32,148.68
148.76,148.72,149.44,148.66
148.96,149.08,149.31,148.77
149.93,150.32,150.39,149.64
150.03,150.41,150.53,150.00
150.64,150.68,151.00,150.64
150.29,149.92,150.51,149.89
149.48,149.66,149.66,148.79
149.80,149.66,149.99,149.33
149.39,149.17,149.51,148.95
149.15,149.19,149.31,148.77
149.78,149.41,150.06,149.41
149.18,148.79,149.52,148.58
148.32,148.00,148.74,147.88
147.68,147.45,148.58,146.94
147.65,147.94,148.11,147.65
147.94,147.51,147.94,147.25
147.35,147.38,147.48,146.75
147.59,147.75,147.92,146.99
147.81,148.28,148.63,147.81
148.48,148.48,148.48,147.59
148.41,148.67,148.75,148.33
148.19,147.88,148.44,147.58
146.90,144.49,146.90,144.49
143.86,146.49,146.59,143.86
145.57,144.54,145.65,144.19
144.61,144.14,145.10,144.02
144.04,145.42,145.51,143.62
145.42,145.07,145.42,144.76
145.42,144.71,145.62,144.40
145.21,144.97,145.41,144.70
145.26,146.03,146.08,144.52
146.44,147.16,147.29,146.44
146.84,147.05,147.29,146.84
146.09,144.97,146.12,144.91
145.09,146.29,146.38,145.09
146.40,146.63,146.63,146.02
146.52,145.76,146.96,145.39
146.29,147.11,147.44,146.20
146.85,146.97,147.06,146.51
147.22,146.49,147.58,146.20
146.98,146.88,147.25,146.86
146.46,146.81,147.00,146.20
147.01,146.08,147.16,145.71
146.59,146.46,146.77,146.46
146.25,144.84,146.25,144.64
144.99,145.48,146.06,144.90
144.63,145.20,145.69,143.93
145.83,145.13,145.95,145.13
144.87,143.89,145.01,143.89
145.34,144.91,145.34,144.81
145.15,145.45,145.50,144.72
145.37,145.73,145.73,144.84
145.00,146.30,146.49,145.00
146.91,147.39,147.45,146.91
146.78,146.10,146.96,146.06
145.18,145.29,145.76,145.16
145.78,144.28,145.78,144.07
142.84,143.18,143.99,142.63
143.42,143.71,143.85,143.30
143.62,142.64,144.22,141.79
142.40,142.29,142.94,141.96
142.51,141.42,143.02,141.23
141.26,140.98,142.16,140.93
142.88,144.17,144.17,142.80
143.19,144.28,144.64,143.03
141.86,145.59,145.71,141.82
146.22,145.97,147.39,145.37
145.65,146.47,146.47,145.46
147.02,147.19,147.60,146.85
147.56,147.59,147.71,146.97
147.40,148.25,148.31,147.40
148.19,149.76,149.78,148.19
149.86,149.47,150.00,149.37
149.91,150.42,150.47,149.91
150.95,152.06,152.18,150.95
151.67,152.29,152.29,151.67
152.65,152.72,152.77,152.56
152.38,151.82,152.38,151.44
151.96,152.15,152.41,151.88
152.23,151.18,152.23,151.12
150.83,150.85,151.50,150.23
150.73,150.51,151.20,150.33
150.99,151.37,151.66,150.61
