DSS,Document Security Systems,NASDAQ
2.72,2.64,2.72,2.36
2.60,2.40,2.60,2.40
2.41,2.31,2.50,2.26
2.32,2.24,2.35,2.21
2.26,2.08,2.28,1.99
2.12,2.30,2.30,2.09
2.20,1.87,2.23,1.87
1.97,1.74,2.00,1.68
1.75,1.82,1.85,1.73
1.83,1.80,1.88,1.76
1.81,1.68,1.81,1.65
1.70,1.59,1.70,1.51
1.59,1.67,1.70,1.57
1.70,1.70,1.72,1.66
1.70,1.70,1.71,1.68
1.74,1.80,1.85,1.69
1.82,1.82,1.85,1.80
1.82,1.86,1.88,1.82
1.87,1.70,1.88,1.69
1.69,1.73,1.78,1.65
1.75,1.69,1.75,1.69
1.75,1.72,1.75,1.69
1.72,1.69,1.72,1.65
1.66,1.62,1.70,1.62
1.63,1.58,1.63,1.57
1.60,1.54,1.60,1.52
1.54,1.56,1.60,1.46
1.58,1.54,1.61,1.53
1.55,1.51,1.55,1.50
1.52,1.42,1.57,1.42
1.47,1.44,1.47,1.42
1.43,1.53,1.54,1.37
1.57,1.67,1.75,1.57
1.73,1.63,1.73,1.62
1.64,1.51,1.64,1.50
1.53,1.54,1.57,1.45
1.54,1.68,1.68,1.48
1.68,1.54,1.68,1.47
1.51,1.51,1.55,1.50
1.53,1.55,1.60,1.51
1.57,1.52,1.57,1.50
1.52,1.47,1.54,1.45
1.48,1.45,1.49,1.42
1.44,1.47,1.52,1.43
1.49,1.50,1.50,1.44
1.49,1.44,1.51,1.44
1.47,1.42,1.49,1.40
1.40,1.40,1.42,1.39
1.38,1.41,1.41,1.38
1.41,1.41,1.41,1.39
1.42,1.40,1.45,1.38
1.38,1.38,1.40,1.34
1.39,1.24,1.39,1.12
1.25,1.22,1.25,1.20
1.23,1.23,1.27,1.21
1.23,1.16,1.24,1.08
1.15,1.19,1.21,1.11
1.25,1.28,1.33,1.21
1.28,1.28,1.31,1.25
1.36,1.29,1.36,1.28
1.32,1.32,1.38,1.29
1.30,1.30,1.34,1.28
1.32,1.31,1.32,1.28
1.30,1.21,1.30,1.21
1.20,1.24,1.27,1.20
1.22,1.18,1.24,1.18
1.17,1.13,1.21,1.13
1.15,1.19,1.24,1.14
1.21,1.15,1.25,1.13
1.17,1.14,1.19,1.14
1.16,1.15,1.16,1.12
1.15,1.11,1.15,1.11
1.11,1.09,1.19,1.08
1.10,1.06,1.14,1.06
1.12,1.09,1.14,1.06
1.08,1.06,1.10,1.05
1.10,1.05,1.10,1.04
1.05,1.05,1.08,1.04
1.06,0.98,1.06,0.96
0.95,0.90,0.95,0.88
0.90,0.91,0.92,0.86
0.91,1.02,1.03,0.91
1.02,1.06,1.09,1.02
1.06,1.05,1.07,1.02
1.07,1.19,1.25,1.06
1.21,1.17,1.30,1.14
1.18,1.17,1.22,1.15
1.15,1.14,1.20,1.13
1.16,1.18,1.19,1.13
1.19,1.19,1.21,1.18
1.19,1.19,1.21,1.18
1.18,1.16,1.20,1.10
1.13,1.16,1.18,1.10
1.16,1.07,1.18,1.05
1.07,1.07,1.12,1.05
1.07,1.02,1.07,1.02
1.04,1.03,1.12,1.00
1.04,1.03,1.06,1.00
1.05,1.04,1.06,1.01
1.03,1.06,1.06,1.01
1.03,1.04,1.07,1.02
1.05,1.11,1.18,1.03
1.12,1.20,1.24,1.10
1.20,1.36,1.40,1.13
1.45,1.48,1.55,1.40
1.51,1.53,1.60,1.48
1.54,1.45,1.54,1.42
1.43,1.42,1.47,1.35
1.44,1.41,1.45,1.41
1.40,1.36,1.44,1.34
1.35,1.44,1.44,1.35
1.44,1.88,1.88,1.43
2.09,2.13,2.30,1.90
2.22,2.10,2.25,1.96
2.05,2.00,2.05,1.89
2.00,1.92,2.00,1.79
1.90,2.03,2.11,1.87
2.10,2.00,2.11,1.92
2.09,1.93,2.10,1.90
1.93,1.89,2.00,1.88
1.93,1.88,1.97,1.80
1.90,1.87,1.93,1.73
1.85,1.85,1.90,1.81
1.84,1.84,1.89,1.83
1.91,2.00,2.00,1.84
2.00,1.93,2.05,1.90
1.94,1.92,1.96,1.90
1.92,1.83,1.93,1.82
1.85,1.86,1.89,1.75
1.85,1.86,1.87,1.80
1.86,1.96,1.99,1.82
1.96,2.12,2.18,1.95
2.13,2.13,2.13,1.98
2.15,2.07,2.15,2.04
2.08,2.10,2.13,2.00
2.08,2.08,2.11,2.07
2.09,2.10,2.14,2.07
2.12,2.46,2.46,2.12
2.44,2.44,2.46,2.28
2.44,2.36,2.44,2.28
2.30,2.28,2.34,2.12
2.20,2.15,2.27,2.13
1.96,1.81,2.00,1.68
1.73,1.56,1.73,1.47
1.53,1.51,1.59,1.45
1.53,1.47,1.53,1.47
1.46,1.37,1.50,1.36
1.37,1.48,1.52,1.34
1.46,1.49,1.49,1.42
1.52,1.60,1.64,1.51
1.65,1.54,1.69,1.50
1.60,1.51,1.60,1.50
1.55,1.51,1.61,1.50
1.53,1.52,1.58,1.50
1.52,1.51,1.55,1.45
1.50,1.50,1.51,1.45
1.50,1.47,1.50,1.46
1.48,1.41,1.48,1.41
1.42,1.44,1.46,1.42
1.45,1.47,1.47,1.42
1.48,1.51,1.55,1.45
1.55,1.60,1.69,1.55
1.56,1.56,1.63,1.52
1.55,1.56,1.60,1.53
1.58,1.65,1.67,1.56
1.65,1.74,1.78,1.64
1.72,1.75,1.83,1.72
1.81,1.76,1.82,1.75
1.75,1.77,1.79,1.75
1.77,1.72,1.79,1.72
1.71,1.65,1.73,1.65
1.65,1.60,1.65,1.50
1.60,1.65,1.65,1.56
1.60,1.64,1.68,1.60
1.64,1.62,1.75,1.56
1.63,1.69,1.71,1.61
1.70,1.72,1.77,1.69
1.72,1.67,1.76,1.66
1.70,1.72,1.74,1.65
1.73,1.73,1.78,1.73
1.83,1.73,1.87,1.73
1.71,1.66,1.73,1.65
1.65,1.61,1.70,1.61
1.65,1.61,1.65,1.61
1.61,1.53,1.64,1.53
1.53,1.46,1.53,1.40
1.46,1.49,1.52,1.45
1.48,1.44,1.48,1.42
1.44,1.47,1.50,1.44
1.47,1.42,1.48,1.42
1.45,1.37,1.45,1.36
1.37,1.54,1.57,1.37
1.27,1.33,1.42,1.27
1.35,1.36,1.38,1.30
1.37,1.28,1.37,1.28
1.30,1.35,1.38,1.28
1.30,1.36,1.38,1.30
1.36,1.36,1.39,1.35
1.39,1.30,1.39,1.30
1.34,1.32,1.38,1.28
1.33,1.31,1.35,1.28
1.32,1.34,1.34,1.30
1.35,1.29,1.35,1.28
1.29,1.29,1.32,1.28
1.29,1.25,1.34,1.25
1.25,1.13,1.27,1.07
1.15,1.23,1.26,1.14
1.29,1.22,1.35,1.21
1.24,1.28,1.28,1.22
1.28,1.32,1.33,1.26
1.30,1.33,1.34,1.29
1.32,1.35,1.35,1.29
1.33,1.31,1.37,1.30
1.30,1.28,1.33,1.21
1.28,1.28,1.37,1.23
1.28,1.27,1.28,1.23
1.27,1.29,1.31,1.25
1.27,1.25,1.30,1.25
1.24,1.26,1.29,1.22
1.26,1.17,1.26,1.16
1.18,1.21,1.27,1.17
1.23,1.18,1.23,1.18
1.16,1.18,1.23,1.16
1.18,1.20,1.23,1.18
1.20,1.19,1.25,1.18
1.15,1.09,1.19,1.06
1.10,1.05,1.16,0.88
1.05,1.12,1.12,1.02
1.06,1.14,1.15,1.03
1.14,1.16,1.20,1.04
1.15,1.16,1.19,1.10
1.20,1.27,1.34,1.16
1.27,1.32,1.33,1.25
1.31,1.44,1.51,1.31
1.49,1.40,1.49,1.38
1.45,1.40,1.46,1.38
1.41,1.39,1.44,1.39
1.39,1.38,1.46,1.38
1.41,1.40,1.46,1.38
1.41,1.41,1.43,1.38
1.47,1.43,1.47,1.40
1.44,1.43,1.45,1.43
1.43,1.42,1.44,1.42
1.44,1.49,1.50,1.41
1.50,1.60,1.62,1.49
1.58,1.47,1.60,1.41
1.45,1.45,1.47,1.41
1.41,1.44,1.48,1.41
1.43,1.47,1.49,1.41
1.49,1.44,1.50,1.42
1.46,1.45,1.53,1.40
1.45,1.40,1.48,1.40
1.45,1.45,1.46,1.41
1.45,1.45,1.47,1.42
1.43,1.42,1.45,1.40
1.40,1.35,1.42,1.30
1.31,1.38,1.38,1.31
1.37,1.37,1.39,1.35
1.37,1.38,1.41,1.35
1.37,1.36,1.40,1.36
1.36,1.38,1.39,1.36
1.36,1.42,1.44,1.36
1.39,1.33,1.42,1.32
1.30,1.38,1.42,1.30
1.40,1.43,1.49,1.32
1.43,1.41,1.46,1.36
1.43,1.38,1.43,1.36
1.38,1.35,1.38,1.33
1.35,1.33,1.35,1.31
1.31,1.26,1.31,1.25
1.25,1.29,1.30,1.25
1.29,1.29,1.31,1.24
1.29,1.31,1.32,1.28
1.31,1.37,1.37,1.29
1.38,1.40,1.40,1.37
1.40,1.38,1.40,1.36
1.36,1.38,1.40,1.35
1.40,1.36,1.40,1.35
1.35,1.33,1.37,1.32
1.33,1.31,1.37,1.29
1.28,1.34,1.34,1.28
1.33,1.37,1.39,1.32
1.38,1.37,1.40,1.32
1.34,1.36,1.38,1.34
1.38,1.31,1.38,1.26
1.34,1.33,1.35,1.30
1.33,1.30,1.39,1.28
1.30,1.29,1.33,1.26
1.27,1.30,1.30,1.22
1.30,1.24,1.30,1.16
1.25,1.16,1.27,1.15
1.17,1.20,1.25,1.15
1.21,1.21,1.25,1.20
1.19,1.17,1.24,1.15
1.19,1.20,1.20,1.15
1.15,1.16,1.20,1.15
1.19,1.14,1.19,1.14
1.15,1.14,1.24,1.14
1.15,1.16,1.17,1.10
1.18,1.14,1.18,1.12
1.11,1.13,1.16,1.11
1.13,1.15,1.20,1.13
1.15,1.14,1.19,1.13
1.15,1.13,1.16,1.11
1.12,1.15,1.17,1.12
1.12,1.17,1.17,1.12
1.17,1.23,1.24,1.14
1.22,1.16,1.23,1.16
1.16,1.15,1.17,1.13
1.12,1.16,1.17,1.12
1.15,1.18,1.18,1.14
1.17,1.14,1.19,1.12
1.14,1.12,1.15,1.12
1.11,1.09,1.15,1.09
1.05,0.91,1.05,0.91
1.01,0.95,1.01,0.93
0.93,0.84,0.95,0.81
0.85,0.85,0.87,0.84
0.86,0.85,0.86,0.81
0.88,0.92,0.94,0.88
0.91,0.90,0.92,0.84
0.88,0.85,0.90,0.82
0.85,0.81,0.85,0.78
0.83,0.75,0.83,0.73
0.76,0.80,0.84,0.70
0.81,0.75,0.81,0.74
0.75,0.75,0.79,0.71
0.77,0.70,0.77,0.64
0.80,0.68,0.80,0.67
0.69,0.76,0.77,0.69
0.73,0.81,0.83,0.70
0.76,0.83,0.83,0.76
0.82,0.80,0.83,0.78
0.80,0.78,0.82,0.78
0.79,0.76,0.81,0.76
0.77,0.76,0.78,0.75
0.74,0.76,0.78,0.74
0.72,0.71,0.77,0.71
0.73,0.72,0.73,0.70
0.73,0.71,0.76,0.68
0.71,0.71,0.73,0.71
0.71,0.67,0.76,0.63
0.65,0.58,0.65,0.57
0.58,0.55,0.60,0.46
0.55,0.56,0.57,0.51
0.57,0.54,0.57,0.54
0.53,0.53,0.55,0.50
0.51,0.53,0.53,0.51
0.53,0.51,0.53,0.49
0.49,0.48,0.52,0.46
0.46,0.44,0.48,0.42
0.43,0.43,0.45,0.40
0.45,0.47,0.48,0.43
0.48,0.52,0.52,0.48
0.55,0.76,0.76,0.54
0.79,0.66,0.79,0.64
0.65,0.70,0.75,0.65
0.68,0.68,0.74,0.67
0.65,0.55,0.68,0.55
0.56,0.57,0.59,0.56
0.59,0.59,0.59,0.58
0.59,0.54,0.59,0.53
0.55,0.55,0.56,0.53
0.56,0.54,0.56,0.53
0.56,0.51,0.56,0.48
0.52,0.48,0.54,0.47
0.46,0.46,0.50,0.43
0.44,0.49,0.54,0.44
0.52,0.53,0.59,0.48
0.49,0.52,0.62,0.48
0.48,0.55,0.59,0.48
0.52,0.52,0.58,0.51
0.51,0.52,0.54,0.51
0.54,0.56,0.58,0.53
0.54,0.56,0.56,0.48
0.56,0.50,0.56,0.50
0.54,0.49,0.54,0.48
0.49,0.48,0.50,0.45
0.45,0.40,0.49,0.40
0.44,0.47,0.47,0.44
0.46,0.51,0.55,0.45
0.52,0.53,0.53,0.49
0.54,0.48,0.54,0.47
0.51,0.45,0.51,0.45
0.46,0.46,0.48,0.46
0.45,0.45,0.47,0.44
0.44,0.46,0.49,0.44
0.50,0.46,0.50,0.46
0.42,0.33,0.42,0.28
0.34,0.38,0.39,0.32
0.38,0.35,0.39,0.33
0.38,0.32,0.38,0.31
0.30,0.32,0.34,0.30
0.32,0.33,0.34,0.31
0.31,0.32,0.32,0.30
0.33,0.33,0.33,0.30
0.30,0.33,0.33,0.30
0.33,0.34,0.35,0.32
0.33,0.33,0.35,0.31
0.33,0.37,0.39,0.33
0.36,0.40,0.40,0.36
0.40,0.43,0.43,0.40
0.43,0.41,0.43,0.39
0.42,0.39,0.43,0.39
0.42,0.39,0.42,0.39
0.42,0.40,0.42,0.39
0.40,0.40,0.40,0.36
0.37,0.39,0.39,0.37
0.35,0.40,0.40,0.35
0.41,0.40,0.41,0.39
0.38,0.40,0.40,0.37
0.37,0.37,0.39,0.37
0.37,0.37,0.39,0.36
0.39,0.35,0.39,0.34
0.36,0.40,0.40,0.36
0.41,0.43,0.43,0.38
0.44,0.44,0.47,0.41
0.44,0.41,0.45,0.40
0.40,0.40,0.42,0.39
0.40,0.44,0.44,0.35
0.44,0.41,0.44,0.38
0.41,0.41,0.41,0.39
0.40,0.43,0.43,0.39
0.43,0.43,0.44,0.41
0.42,0.43,0.44,0.42
0.43,0.43,0.44,0.42
0.43,0.43,0.46,0.42
0.39,0.41,0.42,0.39
0.44,0.41,0.44,0.40
0.39,0.38,0.41,0.38
0.39,0.38,0.41,0.38
0.40,0.37,0.40,0.35
0.35,0.36,0.38,0.35
0.39,0.38,0.40,0.37
0.37,0.39,0.41,0.37
0.39,0.40,0.41,0.38
0.40,0.39,0.40,0.35
0.40,0.38,0.40,0.37
0.41,0.37,0.41,0.35
0.36,0.36,0.41,0.36
0.36,0.35,0.39,0.35
0.35,0.39,0.40,0.35
0.37,0.40,0.41,0.36
0.41,0.40,0.42,0.38
0.41,0.38,0.41,0.37
0.39,0.40,0.42,0.37
0.38,0.35,0.41,0.35
0.36,0.41,0.43,0.34
0.41,0.41,0.43,0.39
0.39,0.42,0.45,0.39
0.40,0.41,0.42,0.36
0.41,0.41,0.42,0.39
0.39,0.38,0.42,0.36
0.37,0.38,0.39,0.36
0.38,0.37,0.39,0.35
0.37,0.37,0.39,0.35
0.38,0.35,0.39,0.35
0.39,0.36,0.39,0.34
0.37,0.30,0.37,0.29
0.32,0.27,0.32,0.25
0.27,0.29,0.30,0.27
0.28,0.27,0.29,0.26
0.27,0.27,0.28,0.26
0.27,0.28,0.30,0.26
0.29,0.28,0.30,0.28
0.29,0.27,0.29,0.26
0.27,0.26,0.27,0.26
0.26,0.25,0.27,0.25
0.27,0.26,0.28,0.25
0.26,0.26,0.27,0.25
0.27,0.24,0.29,0.23
0.25,0.25,0.25,0.23
0.24,0.25,0.25,0.23
0.25,0.24,0.27,0.21
0.24,0.22,0.24,0.22
0.22,0.23,0.24,0.21
0.25,0.25,0.27,0.23
0.25,0.25,0.27,0.24
0.25,0.25,0.28,0.25
0.25,0.28,0.28,0.24
0.29,0.28,0.29,0.26
0.26,0.28,0.28,0.26
0.27,0.26,0.28,0.26
0.26,0.25,0.27,0.24
0.25,0.25,0.26,0.23
0.25,0.25,0.29,0.25
0.25,0.28,0.28,0.25
0.28,0.28,0.28,0.26
0.26,0.26,0.28,0.26
0.28,0.29,0.29,0.27
0.29,0.26,0.29,0.26
0.28,0.28,0.28,0.26
0.27,0.28,0.28,0.27
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.28
0.28,0.28,0.28,0.27
0.28,0.28,0.28,0.27
0.28,0.28,0.28,0.28
0.28,0.27,0.28,0.26
0.27,0.27,0.28,0.26
0.26,0.27,0.29,0.26
0.27,0.27,0.28,0.26
0.27,0.26,0.29,0.26
0.26,0.29,0.29,0.26
0.29,0.29,0.30,0.27
0.29,0.30,0.30,0.27
0.27,0.27,0.28,0.27
0.27,0.25,0.29,0.25
0.26,0.26,0.28,0.23
0.26,0.27,0.29,0.26
0.27,0.27,0.29,0.24
0.23,0.28,0.28,0.23
0.26,0.29,0.29,0.26
0.27,0.28,0.28,0.25
0.27,0.28,0.28,0.24
0.26,0.28,0.28,0.26
0.25,0.27,0.28,0.25
0.27,0.27,0.28,0.25
0.26,0.25,0.27,0.25
0.25,0.25,0.27,0.25
0.26,0.24,0.26,0.23
0.24,0.22,0.25,0.22
0.20,0.22,0.23,0.20
0.21,0.21,0.21,0.19
0.21,0.20,0.21,0.19
0.20,0.20,0.21,0.19
0.20,0.20,0.21,0.19
0.20,0.19,0.21,0.18
0.20,0.20,0.21,0.15
0.19,0.20,0.20,0.18
0.20,0.20,0.20,0.18
0.20,0.18,0.20,0.18
0.20,0.20,0.20,0.18
0.20,0.20,0.20,0.18
0.20,0.20,0.20,0.18
0.20,0.19,0.20,0.19
0.19,0.18,0.20,0.18
0.18,0.18,0.19,0.18
0.17,0.18,0.19,0.17
0.18,0.19,0.19,0.17
0.18,0.18,0.19,0.17
0.18,0.19,0.20,0.18
0.18,0.19,0.19,0.18
0.17,0.18,0.19,0.17
0.18,0.17,0.19,0.17
0.16,0.20,0.20,0.16
0.20,0.20,0.20,0.17
0.19,0.20,0.21,0.19
0.20,0.17,0.21,0.17
0.16,0.18,0.20,0.16
0.20,0.18,0.20,0.16
0.18,0.17,0.20,0.17
0.17,0.18,0.19,0.17
0.18,0.17,0.20,0.16
0.17,0.18,0.20,0.17
0.19,0.19,0.20,0.19
0.19,0.19,0.20,0.19
0.20,0.18,0.20,0.17
0.18,0.16,0.19,0.16
0.16,0.16,0.18,0.16
0.18,0.19,0.19,0.16
0.20,0.20,0.21,0.19
0.20,0.18,0.21,0.17
0.18,0.19,0.19,0.18
0.20,0.22,0.23,0.17
0.22,0.23,0.24,0.19
0.22,0.24,0.24,0.22
0.25,0.24,0.29,0.23
0.24,0.22,0.27,0.22
0.23,0.20,0.23,0.20
0.20,0.19,0.22,0.19
0.18,0.18,0.21,0.18
0.18,0.19,0.20,0.18
0.19,0.17,0.20,0.17
0.18,0.19,0.20,0.18
0.19,0.20,0.20,0.19
0.19,0.20,0.20,0.18
0.20,0.20,0.20,0.18
0.19,0.20,0.22,0.19
0.20,0.20,0.21,0.20
0.20,0.19,0.21,0.19
0.19,0.20,0.21,0.19
0.20,0.20,0.20,0.19
0.20,0.20,0.20,0.20
0.20,0.20,0.21,0.20
0.20,0.21,0.21,0.20
0.23,0.22,0.23,0.22
0.22,0.23,0.24,0.21
0.24,0.23,0.24,0.23
0.23,0.22,0.24,0.22
0.23,0.23,0.24,0.23
0.24,0.24,0.25,0.23
0.23,0.22,0.24,0.22
0.23,0.22,0.23,0.21
0.23,0.23,0.24,0.21
0.23,0.24,0.24,0.23
0.24,0.24,0.24,0.23
0.23,0.24,0.24,0.23
0.24,0.25,0.25,0.23
0.25,0.24,0.25,0.24
0.24,0.25,0.25,0.24
0.26,0.26,0.28,0.25
0.26,0.24,0.26,0.24
0.24,0.26,0.27,0.24
0.25,0.25,0.26,0.23
0.25,0.23,0.25,0.20
0.21,0.21,0.24,0.21
0.23,0.21,0.23,0.21
0.22,0.21,0.23,0.21
0.21,0.21,0.22,0.21
0.21,0.21,0.22,0.20
0.22,0.21,0.22,0.21
0.21,0.22,0.22,0.21
0.21,0.21,0.22,0.21
0.21,0.20,0.22,0.20
0.21,0.21,0.22,0.21
0.21,0.21,0.21,0.20
0.21,0.21,0.21,0.21
0.21,0.22,0.22,0.21
0.21,0.21,0.22,0.21
0.21,0.20,0.22,0.20
0.20,0.22,0.22,0.20
0.22,0.22,0.22,0.20
0.21,0.21,0.21,0.20
0.20,0.21,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.19,0.21,0.18
0.18,0.19,0.19,0.17
0.18,0.18,0.19,0.17
0.17,0.20,0.20,0.17
0.18,0.20,0.21,0.18
0.19,0.19,0.20,0.17
0.17,0.18,0.19,0.17
0.17,0.18,0.18,0.17
0.17,0.19,0.19,0.17
0.17,0.18,0.18,0.17
0.17,0.17,0.18,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.19,0.17
0.18,0.18,0.19,0.17
0.17,0.16,0.17,0.16
0.16,0.15,0.17,0.15
0.16,0.15,0.16,0.15
0.15,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.15,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.14,0.15,0.13
0.14,0.14,0.15,0.13
0.13,0.13,0.14,0.13
0.13,0.13,0.14,0.13
0.14,0.14,0.15,0.13
0.13,0.14,0.14,0.13
0.14,0.13,0.14,0.13
0.13,0.14,0.14,0.13
0.13,0.14,0.14,0.13
0.13,0.14,0.14,0.13
0.14,0.15,0.16,0.14
0.15,0.16,0.17,0.15
0.17,0.16,0.17,0.16
0.16,0.16,0.17,0.16
0.17,0.16,0.17,0.16
0.17,0.15,0.17,0.14
0.15,0.14,0.16,0.14
0.15,0.14,0.16,0.14
0.16,0.15,0.16,0.14
0.16,0.14,0.18,0.14
0.15,0.14,0.16,0.14
0.15,0.16,0.19,0.14
0.16,0.15,0.16,0.14
0.14,0.14,0.15,0.14
0.16,0.14,0.16,0.11
0.14,0.14,0.14,0.12
0.14,0.14,0.15,0.14
0.15,0.15,0.15,0.14
0.15,0.16,0.16,0.15
0.16,0.16,0.16,0.15
0.16,0.17,0.17,0.16
0.17,0.17,0.17,0.15
0.16,0.15,0.17,0.15
0.17,0.17,0.17,0.16
0.17,0.16,0.17,0.15
0.16,0.18,0.18,0.15
0.18,0.20,0.20,0.18
0.20,0.20,0.20,0.19
0.20,0.19,0.20,0.19
0.20,0.20,0.20,0.20
0.20,0.25,0.27,0.20
0.25,0.21,0.25,0.20
0.21,0.21,0.21,0.20
0.25,0.22,0.25,0.22
0.24,0.20,0.24,0.20
0.20,0.20,0.20,0.19
0.20,0.18,0.20,0.17
0.19,0.20,0.20,0.18
0.19,0.19,0.22,0.18
0.19,0.18,0.20,0.18
0.18,0.18,0.20,0.18
0.20,0.20,0.20,0.19
0.18,0.17,0.18,0.16
0.18,0.17,0.19,0.16
0.17,0.17,0.17,0.17
0.17,0.18,0.20,0.17
0.18,0.19,0.20,0.18
0.20,0.20,0.20,0.18
0.18,0.19,0.20,0.18
0.18,0.20,0.20,0.18
0.20,0.20,0.22,0.19
0.20,0.20,0.22,0.18
0.20,0.20,0.22,0.18
0.19,0.20,0.20,0.19
0.19,0.19,0.21,0.19
0.20,0.19,0.20,0.19
0.19,0.19,0.20,0.19
0.19,0.18,0.20,0.17
0.18,0.18,0.20,0.17
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.18
0.19,0.21,0.23,0.19
0.22,0.21,0.23,0.20
0.21,0.20,0.22,0.20
0.20,0.19,0.23,0.19
0.22,0.19,0.22,0.19
0.20,0.20,0.22,0.19
0.21,0.20,0.22,0.20
0.20,0.24,0.26,0.20
0.26,0.24,0.30,0.23
0.25,0.21,0.27,0.20
0.20,0.22,0.23,0.20
0.22,0.24,0.27,0.22
0.25,0.23,0.25,0.21
0.22,0.21,0.23,0.20
0.22,0.20,0.22,0.20
0.21,0.20,0.21,0.20
0.21,0.23,0.23,0.21
0.21,0.21,0.23,0.21
0.22,0.22,0.22,0.20
0.22,0.21,0.22,0.21
0.21,0.20,0.22,0.20
0.21,0.20,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.20,0.22,0.20
0.20,0.20,0.21,0.20
0.20,0.21,0.21,0.20
0.21,0.21,0.23,0.20
0.20,0.20,0.21,0.20
0.20,0.21,0.21,0.20
0.20,0.20,0.20,0.19
0.20,0.21,0.21,0.20
0.20,0.20,0.21,0.20
0.21,0.19,0.21,0.19
0.19,0.20,0.20,0.19
0.20,0.20,0.20,0.19
0.20,0.20,0.20,0.19
0.20,0.20,0.20,0.18
0.18,0.19,0.20,0.18
0.19,0.19,0.20,0.19
0.20,0.19,0.20,0.19
0.20,0.21,0.21,0.20
0.21,0.20,0.22,0.20
0.21,0.20,0.22,0.20
0.20,0.20,0.20,0.19
0.20,0.20,0.20,0.19
0.19,0.20,0.20,0.19
0.20,0.20,0.20,0.18
0.20,0.19,0.20,0.18
0.19,0.18,0.20,0.17
0.18,0.18,0.20,0.17
0.18,0.18,0.18,0.17
0.19,0.17,0.19,0.17
0.17,0.17,0.19,0.17
0.18,0.16,0.18,0.16
0.18,0.18,0.18,0.17
0.18,0.18,0.19,0.17
0.18,0.18,0.18,0.17
0.18,0.17,0.19,0.17
0.18,0.17,0.18,0.17
0.18,0.17,0.18,0.17
0.18,0.17,0.18,0.17
0.16,0.17,0.18,0.16
0.17,0.17,0.18,0.17
0.17,0.17,0.18,0.15
0.18,0.17,0.18,0.16
0.18,0.17,0.18,0.17
0.18,0.17,0.18,0.16
0.16,0.17,0.17,0.16
0.17,0.16,0.17,0.14
0.17,0.17,0.18,0.16
0.16,0.19,0.19,0.16
0.18,0.18,0.19,0.16
0.18,0.18,0.18,0.16
0.16,0.18,0.18,0.16
0.17,0.18,0.18,0.17
0.18,0.16,0.18,0.16
0.16,0.17,0.18,0.16
0.17,0.17,0.17,0.16
0.17,0.17,0.17,0.14
0.18,0.17,0.18,0.16
0.18,0.17,0.19,0.17
0.65,0.74,1.12,0.60
0.76,0.73,0.92,0.71
0.74,0.76,0.76,0.68
0.76,0.75,0.77,0.67
0.71,0.67,0.71,0.62
0.66,0.68,0.69,0.65
0.70,0.71,0.71,0.65
0.75,0.69,0.75,0.65
0.72,0.69,0.72,0.68
0.68,0.70,0.72,0.68
0.70,0.67,0.73,0.67
0.67,0.70,0.71,0.67
0.67,0.70,0.74,0.67
0.72,0.70,0.75,0.68
0.72,0.75,0.84,0.68
0.72,0.69,0.72,0.69
0.69,0.69,0.70,0.69
0.68,0.68,0.70,0.68
0.68,0.65,0.69,0.65
0.64,0.57,0.64,0.57
0.60,0.63,0.64,0.60
0.64,0.64,0.64,0.60
0.64,0.62,0.64,0.61
0.63,0.64,0.64,0.62
0.64,0.65,0.65,0.64
0.65,0.64,0.65,0.64
0.67,0.67,0.67,0.67
0.62,0.63,0.67,0.61
0.62,0.65,0.65,0.61
0.66,0.63,0.66,0.60
0.62,0.63,0.64,0.61
0.61,0.62,0.63,0.61
0.61,0.59,0.62,0.58
0.59,0.56,0.59,0.55
0.57,0.54,0.57,0.53
0.54,0.51,0.54,0.48
0.50,0.51,0.52,0.48
0.50,0.55,0.55,0.50
0.56,0.52,0.56,0.52
0.54,0.54,0.55,0.54
0.54,0.54,0.56,0.54
0.60,0.60,0.60,0.57
0.58,0.57,0.58,0.56
0.56,0.56,0.58,0.56
0.55,0.58,0.58,0.54
0.57,0.57,0.57,0.56
0.54,0.54,0.57,0.54
0.56,0.58,0.58,0.53
0.55,0.50,0.55,0.50
0.50,0.52,0.54,0.50
0.52,0.52,0.52,0.46
0.52,0.45,0.52,0.45
0.45,0.43,0.45,0.43
0.43,0.44,0.46,0.42
0.44,0.48,0.50,0.44
0.49,0.48,0.49,0.44
0.48,0.48,0.48,0.46
0.50,0.55,0.58,0.47
0.54,0.73,0.73,0.49
0.75,0.90,0.95,0.75
0.95,0.82,0.95,0.81
0.81,0.75,0.82,0.70
0.72,0.72,0.74,0.67
0.66,0.71,0.71,0.66
0.69,0.71,0.75,0.62
0.69,0.70,0.77,0.69
0.73,0.72,0.73,0.69
0.68,0.70,0.72,0.68
0.69,0.72,0.73,0.68
0.73,0.74,0.78,0.71
0.75,0.73,0.76,0.72
