SBR,Sabine Royalty Trust Common Stock,NASDAQ
36.15,36.10,36.50,36.05
36.20,36.25,36.58,36.20
36.25,36.30,36.50,36.10
36.30,36.60,36.70,35.41
36.80,37.00,37.03,36.60
36.75,36.20,37.50,36.00
36.20,35.95,36.65,35.95
35.95,35.85,36.47,35.85
35.90,35.75,36.35,35.75
35.95,35.95,36.05,35.40
35.90,35.75,36.45,35.55
35.65,35.55,35.90,35.35
35.50,35.50,35.79,35.35
35.40,35.29,35.85,35.20
35.10,35.00,35.30,34.75
34.95,34.80,34.95,34.50
34.55,34.70,34.80,34.10
34.50,35.15,35.25,34.30
35.50,36.20,36.39,35.50
36.30,36.15,36.65,36.00
36.20,36.25,36.60,36.00
36.35,36.90,37.10,35.60
36.85,36.40,36.90,36.25
36.45,36.55,36.90,36.45
36.85,36.85,36.95,36.60
36.95,36.95,37.23,36.10
36.75,36.95,36.95,36.01
