JKL,iShares Morningstar Small-Cap Value ETFnd,NASDAQ
106.02,104.40,106.02,104.40
102.92,101.73,102.92,101.38
101.67,101.60,101.96,100.78
100.54,100.28,100.97,99.54
101.05,101.66,102.84,100.67
101.96,101.64,102.34,101.19
102.35,103.12,103.39,102.19
102.96,102.99,103.61,102.90
103.49,104.24,104.81,103.48
104.48,104.14,105.14,103.93
103.77,104.49,104.60,103.77
105.31,105.25,105.31,104.18
106.17,106.05,106.44,105.97
106.33,107.05,107.42,106.25
107.22,107.09,107.42,106.82
108.44,108.12,108.44,107.72
108.03,108.42,108.58,107.96
108.65,109.10,109.25,108.65
109.34,108.54,109.34,108.40
109.00,109.09,109.27,108.90
109.38,110.36,110.51,109.38
110.36,110.40,110.48,110.21
110.78,110.86,111.05,110.62
111.42,111.18,111.52,111.00
111.04,110.42,111.04,110.33
110.47,110.93,110.93,110.31
110.37,110.44,110.47,109.94
110.45,109.91,110.45,109.54
110.03,110.14,110.39,109.77
110.40,110.35,111.19,110.29
111.43,112.16,112.36,111.43
111.83,111.85,112.00,111.45
111.50,111.86,112.05,111.50
111.65,110.68,111.65,110.60
110.28,110.13,110.28,109.71
110.61,110.53,110.74,110.26
110.51,110.43,110.84,110.12
109.79,110.79,110.95,109.79
110.90,110.57,110.92,110.09
110.69,110.49,110.69,110.43
109.68,108.84,109.68,108.43
108.37,108.25,108.89,108.18
108.25,107.05,108.25,107.05
107.09,108.42,108.50,107.09
107.78,107.62,108.21,106.95
108.03,108.47,109.23,108.03
108.52,108.68,108.68,108.10
109.03,108.43,109.14,108.39
107.38,106.15,107.38,106.04
106.13,106.17,106.62,106.06
106.75,106.82,107.25,106.66
106.73,105.28,107.10,105.28
106.95,105.24,107.17,104.77
105.64,105.87,106.05,105.60
106.17,106.02,106.43,106.02
106.30,106.08,106.80,105.52
106.55,107.53,107.57,106.55
107.86,108.27,108.36,107.86
108.56,108.44,108.82,108.08
108.55,107.81,108.65,107.81
107.81,108.21,108.26,107.77
109.53,108.72,109.66,108.59
108.84,109.64,109.64,108.84
109.68,110.62,111.12,109.11
111.02,110.43,111.02,110.13
110.69,109.77,110.69,109.77
109.65,109.72,109.93,109.25
109.38,109.53,110.35,109.16
109.84,109.75,110.48,109.57
110.03,109.72,110.41,109.47
109.33,109.47,109.88,109.32
108.35,109.32,109.66,108.35
109.58,110.57,110.71,109.58
110.03,110.27,110.47,109.93
110.23,109.41,110.23,108.93
109.37,110.12,110.37,109.37
109.06,109.05,109.50,109.02
109.20,107.76,109.20,107.74
108.09,107.37,108.11,107.26
108.95,109.82,109.98,108.95
109.65,111.05,111.20,109.65
110.69,111.70,111.78,110.69
111.32,110.64,111.57,110.45
111.82,111.89,112.00,111.71
111.63,113.00,113.00,111.63
113.74,113.77,113.87,113.12
114.14,113.84,114.14,113.60
114.23,114.54,114.78,114.23
114.34,114.41,114.63,114.19
114.79,114.67,114.79,114.34
114.69,115.00,115.00,114.54
115.05,114.90,115.09,114.78
115.22,114.99,115.22,114.58
115.51,114.12,115.51,114.12
114.40,113.80,114.59,113.62
113.74,113.82,114.00,113.05
114.36,114.82,114.89,114.02
114.25,114.32,114.56,113.86
115.05,114.17,115.05,113.97
114.35,112.34,114.35,112.32
112.19,114.09,114.20,112.19
113.72,114.21,114.22,113.60
114.04,113.73,114.22,113.41
113.45,114.75,114.77,113.45
114.81,115.46,115.50,114.75
115.26,115.68,115.76,115.26
116.00,115.18,116.18,115.09
115.53,114.49,115.73,114.49
114.76,114.41,115.20,114.34
115.15,116.09,116.28,115.15
116.09,116.67,116.67,115.95
116.93,116.76,117.08,116.70
116.96,117.14,117.35,116.72
117.31,117.51,117.54,117.30
117.86,117.75,118.10,117.60
117.57,116.96,117.88,116.93
116.82,116.29,117.01,115.91
115.81,116.11,116.80,115.10
115.65,115.76,115.99,115.65
116.79,117.35,117.49,116.79
117.36,117.40,117.65,117.10
117.14,116.81,117.47,116.67
116.81,115.06,116.81,115.06
115.46,115.46,115.84,115.26
115.36,115.86,115.90,115.30
116.08,117.02,117.17,116.08
116.85,116.75,116.97,116.22
117.11,118.30,118.30,116.33
118.20,117.33,118.20,117.31
117.61,118.68,118.84,117.61
118.54,119.18,119.26,118.52
119.37,119.83,119.93,119.37
120.21,119.72,120.32,119.66
119.85,119.93,119.93,119.61
120.03,120.14,120.16,119.78
120.50,120.26,120.50,120.26
119.75,119.00,119.75,118.68
119.27,119.33,119.55,118.97
119.33,118.85,119.33,118.72
119.43,119.75,120.04,119.21
119.60,119.68,119.91,119.30
120.00,119.87,120.08,119.30
120.03,120.20,120.42,119.93
120.08,118.92,120.08,118.69
119.34,120.11,120.11,119.34
120.28,120.93,121.04,120.28
120.62,120.67,120.67,120.36
120.69,120.57,120.75,120.53
121.22,121.08,121.41,120.69
121.22,121.57,121.69,121.16
121.24,120.55,121.24,120.20
120.11,117.80,120.11,117.72
118.15,116.99,118.15,116.02
116.71,117.17,117.19,113.50
116.27,115.82,116.97,115.68
116.65,117.49,117.61,116.52
116.04,116.73,117.70,115.94
116.44,113.12,116.87,113.02
113.57,114.25,114.49,112.75
113.83,113.68,114.02,113.00
114.03,114.98,115.14,114.03
115.75,115.74,115.81,115.22
115.47,116.10,116.10,115.22
116.48,117.47,117.67,116.48
117.80,117.70,117.93,117.30
116.82,118.85,118.93,116.82
118.61,119.57,119.61,118.61
119.83,120.36,120.44,119.57
120.04,119.02,120.54,119.02
119.02,119.85,119.85,118.20
120.03,120.06,120.38,119.88
120.50,121.01,121.62,120.50
120.62,120.50,121.15,120.47
120.69,121.21,121.79,120.69
121.71,122.06,122.06,121.71
122.66,122.46,123.11,122.12
122.58,121.81,122.58,120.78
122.84,123.85,124.22,122.84
123.73,123.39,123.79,123.25
123.77,123.87,123.99,123.62
124.18,123.79,124.29,123.62
123.81,123.65,123.93,123.10
123.82,122.74,123.82,122.48
121.84,122.84,122.87,121.84
123.28,122.03,123.34,121.61
122.68,122.32,122.88,122.14
123.25,123.18,123.60,123.10
123.34,124.34,124.55,123.30
124.33,123.79,124.38,123.22
123.28,124.17,124.37,123.28
124.85,124.33,125.52,124.27
124.12,123.58,124.67,122.98
123.17,123.05,123.73,122.54
122.84,121.47,122.85,121.47
121.25,120.88,121.48,120.75
121.22,121.37,122.43,121.22
122.30,123.47,123.59,121.94
123.55,124.44,124.48,123.50
125.10,125.10,125.16,124.29
125.20,124.64,125.32,124.64
125.70,123.22,125.84,122.96
122.67,121.45,122.67,121.15
121.42,122.13,122.35,121.42
122.45,123.11,123.12,122.17
122.75,120.91,122.80,120.50
119.85,119.38,120.19,119.15
120.21,119.63,120.45,118.80
119.80,120.41,120.60,118.68
120.87,121.26,121.40,120.79
121.20,121.84,121.97,121.08
121.65,122.00,122.24,121.65
122.55,123.21,123.44,122.55
123.20,123.26,123.63,122.97
123.60,122.94,123.60,122.29
122.45,121.80,122.45,121.58
122.05,121.32,122.05,120.44
121.96,121.33,122.14,121.31
120.99,122.02,122.14,120.80
121.69,121.94,122.44,121.39
122.40,122.23,123.35,122.07
121.50,121.97,122.24,121.09
121.72,120.80,121.84,120.77
120.81,121.53,121.53,120.53
121.91,120.98,122.45,120.93
120.86,121.37,121.37,120.66
122.85,123.39,123.59,122.84
123.30,122.77,123.67,122.71
122.19,121.16,122.24,121.16
120.16,120.43,120.43,118.83
120.17,120.73,120.73,119.85
120.27,121.22,121.75,120.27
121.01,120.28,121.01,119.70
121.02,120.72,121.02,120.22
121.30,121.28,121.57,121.28
121.94,122.16,122.31,121.94
123.00,123.34,123.41,122.99
123.09,123.09,123.33,122.73
122.82,123.37,123.39,122.82
123.44,123.54,123.54,123.18
123.01,123.57,123.66,122.62
123.09,123.63,123.70,123.09
123.28,124.13,124.13,123.28
124.52,125.90,125.97,124.07
126.30,126.78,127.15,126.30
126.80,127.54,128.01,126.80
127.27,127.41,127.41,126.98
126.88,126.76,126.89,126.33
125.95,125.68,126.22,125.52
125.85,126.03,126.42,125.50
125.86,126.17,126.36,125.81
126.04,127.27,127.69,126.01
127.28,127.88,127.89,126.92
128.22,127.83,128.22,127.60
128.00,128.23,128.35,127.93
128.77,127.81,128.77,127.75
127.66,126.43,128.23,126.43
125.69,127.00,127.00,125.69
127.00,126.81,127.23,126.24
126.43,127.45,127.45,126.43
127.25,127.69,127.94,127.01
128.32,129.18,129.87,128.32
129.00,128.09,129.02,128.06
128.84,128.81,129.03,128.59
128.55,127.65,128.55,127.51
127.31,126.82,127.31,126.58
126.82,126.67,127.30,126.67
124.95,125.97,126.53,124.70
125.35,125.66,125.83,125.35
126.69,126.20,126.69,126.02
126.02,125.73,126.26,125.11
126.42,125.56,126.42,125.10
124.87,123.96,125.16,123.77
124.04,125.19,125.37,124.01
124.72,124.79,124.86,124.07
125.39,125.35,125.71,125.09
126.05,126.04,126.16,125.55
126.37,126.05,126.62,125.90
125.25,124.92,125.48,124.87
125.12,124.63,125.12,124.17
125.18,124.41,125.18,124.41
125.43,124.06,125.43,123.98
123.31,122.13,123.31,121.97
122.24,121.66,122.24,120.93
121.66,121.91,122.07,120.59
122.29,121.53,122.47,121.15
121.27,122.04,122.50,121.27
122.43,121.42,122.43,121.42
121.73,122.76,122.76,121.70
123.14,123.49,124.16,123.14
123.41,122.87,123.55,122.40
123.39,123.67,123.72,121.96
123.94,124.15,124.28,123.94
125.14,124.00,125.14,123.34
125.33,125.50,125.55,124.85
125.65,126.24,126.32,125.65
125.85,126.20,126.20,125.68
126.02,126.65,126.75,125.68
126.49,126.78,126.78,126.26
127.25,126.81,127.25,126.70
126.83,127.43,127.63,126.82
127.45,127.50,127.57,127.21
126.98,127.06,127.26,126.64
127.31,127.60,127.65,126.98
128.03,128.02,128.35,127.72
128.62,127.59,128.62,127.42
128.24,127.22,128.31,127.02
127.29,127.72,127.72,127.05
127.80,127.56,127.91,126.82
127.40,126.25,127.40,126.25
125.59,126.46,126.70,125.59
125.76,127.20,127.21,125.76
126.63,126.00,126.65,125.69
126.24,125.40,126.24,125.13
125.00,125.78,126.10,125.00
125.70,126.15,126.23,125.25
126.14,126.22,126.49,126.09
126.75,125.13,126.75,124.98
124.74,123.28,124.74,123.24
123.02,121.95,123.20,121.95
121.28,121.72,121.95,121.00
121.38,120.15,121.38,119.83
120.67,120.77,120.96,120.10
119.95,120.35,120.77,119.46
120.34,119.45,120.34,119.26
118.96,117.97,119.44,117.67
118.09,118.61,118.99,116.97
119.55,119.73,120.15,119.11
119.92,119.10,119.92,118.87
118.43,117.82,118.73,117.82
117.06,119.19,119.19,116.49
118.65,116.45,118.73,116.45
116.06,115.50,117.11,115.50
115.23,114.73,116.41,114.57
115.96,115.95,116.85,115.58
114.47,115.98,116.07,112.79
114.46,117.13,117.46,114.17
118.63,117.37,118.63,116.82
116.82,118.46,118.46,116.82
119.22,120.74,120.77,118.91
120.75,119.73,121.68,119.73
120.69,121.35,122.04,120.63
121.13,121.29,121.32,120.60
120.60,121.06,121.14,120.21
121.59,123.94,123.97,121.59
124.01,123.75,124.68,122.91
123.63,124.39,124.70,123.40
126.11,126.30,126.36,125.36
126.11,125.95,126.88,125.95
126.38,125.82,126.38,125.32
127.00,126.91,127.00,126.30
127.04,126.89,127.19,126.55
126.85,127.36,127.41,126.85
127.17,127.62,127.65,127.17
127.51,127.52,127.58,127.29
127.40,128.39,128.45,127.40
128.71,127.40,128.71,127.35
127.72,127.08,127.77,127.08
127.17,126.71,127.17,126.70
127.11,127.27,127.71,127.11
127.20,126.67,127.20,125.93
126.40,127.65,127.66,126.28
129.46,128.10,129.46,127.51
128.20,128.86,128.87,128.20
129.14,129.02,129.18,128.56
129.26,129.20,129.26,128.94
129.24,128.92,129.24,128.92
130.60,126.57,130.60,126.57
126.67,127.63,127.95,126.67
127.81,128.98,129.12,127.81
128.57,128.44,128.76,128.12
128.84,128.64,129.32,128.64
128.70,127.83,129.56,127.60
126.80,128.84,128.92,126.50
128.90,126.39,128.94,126.39
126.59,127.03,128.24,126.59
125.85,125.22,126.35,125.13
125.92,124.06,125.92,123.99
123.98,124.02,125.74,123.98
124.41,126.72,126.73,124.02
128.87,128.49,128.87,127.67
128.75,128.88,129.53,128.43
128.92,129.61,129.61,128.92
130.23,130.18,130.71,130.06
129.40,129.25,129.42,128.61
129.27,129.92,130.02,129.27
129.90,130.86,131.13,129.90
130.84,130.25,130.90,130.25
130.64,128.97,130.89,128.92
129.38,128.38,129.79,127.37
127.50,126.29,127.63,125.74
126.33,124.44,126.39,123.67
124.69,125.40,125.55,124.24
126.04,127.16,127.24,126.03
127.15,125.65,127.15,125.64
125.41,125.00,125.69,124.00
125.71,125.06,127.10,124.02
123.61,124.46,124.46,122.86
124.73,123.06,124.73,123.03
122.71,124.67,124.67,122.71
124.96,124.02,124.96,123.15
123.48,124.34,124.74,123.48
125.10,127.00,127.01,124.13
127.10,126.30,127.10,126.07
126.22,127.59,127.59,126.22
126.57,126.79,127.20,126.11
127.18,124.69,127.18,124.44
124.93,125.93,126.08,123.88
125.09,124.08,125.47,124.00
124.69,125.43,125.44,123.00
125.94,127.93,128.00,125.94
127.30,127.36,128.20,127.23
127.68,128.78,128.92,127.68
129.09,128.53,129.67,128.35
128.46,127.93,129.01,127.80
128.55,128.57,128.65,127.31
128.47,127.95,128.47,127.49
128.29,129.51,129.63,128.29
129.48,130.09,130.14,129.48
130.09,130.14,130.37,129.65
129.84,130.06,130.06,129.59
130.05,130.18,130.35,129.93
130.10,130.47,130.47,129.03
130.64,130.69,130.69,129.62
130.85,131.22,131.22,130.75
131.06,130.92,131.26,130.62
130.70,130.78,131.01,130.32
130.58,130.49,131.08,130.49
130.47,130.86,131.03,130.30
130.75,130.49,130.85,130.09
129.97,129.92,129.99,129.54
129.60,129.93,129.97,129.37
129.17,128.41,130.03,128.17
128.49,128.95,128.96,128.49
127.80,127.26,127.81,126.98
127.09,127.64,127.93,127.00
128.49,129.31,129.53,128.49
129.69,129.25,129.69,127.99
129.67,129.81,129.95,129.65
129.35,130.42,130.42,129.35
129.78,131.39,131.88,129.78
131.20,131.10,131.22,130.67
131.83,132.57,132.57,131.49
132.63,132.95,133.18,132.63
132.55,132.37,132.72,132.28
132.18,129.54,132.18,129.46
128.84,128.98,129.48,128.68
129.16,129.42,129.50,128.85
130.22,131.59,131.72,130.22
131.17,131.21,131.38,130.97
130.97,131.21,131.21,130.12
131.06,131.57,132.12,131.06
130.67,132.41,132.43,130.67
132.21,131.31,132.21,131.31
131.59,131.62,131.74,131.53
131.38,131.30,131.52,130.50
131.45,131.68,131.97,131.45
131.43,131.75,132.29,131.43
131.82,131.67,131.82,131.25
131.88,132.49,133.03,131.88
132.34,132.15,132.45,131.82
131.28,130.32,131.28,129.92
130.92,131.33,131.68,130.92
131.33,131.12,131.58,130.81
130.83,131.30,131.51,130.61
131.08,131.82,132.00,131.00
131.79,131.22,131.84,131.22
131.58,130.28,131.69,129.96
130.48,131.25,131.35,129.81
130.87,130.56,130.87,130.10
129.94,128.31,129.94,128.20
128.92,129.03,129.18,128.40
129.25,129.45,129.76,129.25
129.20,127.94,129.65,127.60
127.90,127.86,127.90,127.07
127.85,127.90,128.16,127.28
129.13,128.95,129.14,128.61
128.72,128.66,129.34,128.57
128.20,128.58,128.73,127.28
129.12,128.63,129.12,128.33
128.91,129.46,129.63,128.89
129.91,129.54,129.91,129.17
129.37,130.80,130.80,129.37
130.97,130.49,130.97,130.33
130.59,130.55,130.84,130.27
130.54,130.39,130.85,130.23
130.41,129.95,130.50,129.91
129.63,128.52,129.63,128.22
128.43,129.75,129.85,128.43
129.61,129.57,129.72,129.11
129.70,128.92,129.70,128.62
129.39,128.85,129.41,128.25
128.65,129.04,129.62,128.24
128.96,129.84,130.06,128.96
129.41,128.65,129.41,128.62
127.85,128.93,129.00,127.85
128.85,128.28,128.86,128.11
127.95,127.92,128.30,127.88
128.58,129.72,129.94,128.58
130.07,129.93,130.16,129.66
129.42,129.57,129.63,129.42
128.71,128.92,129.04,128.03
129.02,129.63,129.77,128.87
129.89,129.50,130.10,129.23
129.74,130.53,130.70,129.74
130.51,130.47,130.76,130.45
131.00,130.88,131.18,130.81
131.32,131.32,131.40,130.91
130.40,129.65,130.67,129.64
130.12,129.06,130.12,128.95
129.10,129.23,129.23,128.68
128.05,126.04,128.67,126.04
126.98,125.90,127.12,125.64
126.76,126.40,127.01,126.01
126.53,126.00,126.53,125.59
124.96,125.34,126.14,124.96
125.78,126.06,126.22,124.05
124.99,124.30,125.47,123.84
125.08,124.55,125.08,124.40
125.76,125.72,125.81,125.45
126.27,126.77,126.82,126.27
126.68,127.24,127.24,126.58
126.87,126.49,126.87,126.42
127.37,126.74,127.37,126.57
126.63,125.57,126.63,125.43
125.29,125.09,125.31,124.91
125.44,124.36,125.68,124.20
123.97,124.31,124.46,123.79
124.39,123.06,124.41,122.87
123.40,121.94,123.40,121.93
121.66,121.05,121.66,120.65
121.72,122.20,122.25,120.81
122.15,123.32,123.32,122.15
123.14,123.45,123.45,123.14
123.12,123.62,124.00,123.12
122.83,123.12,123.39,122.48
123.12,122.65,123.63,122.60
123.65,122.94,124.00,122.51
122.59,122.32,122.60,121.50
121.80,121.59,122.29,121.21
123.00,123.40,123.40,123.00
122.74,122.85,123.18,122.34
122.00,122.65,122.72,121.19
122.94,122.26,122.94,122.14
122.31,123.22,123.22,122.29
123.25,123.93,124.06,123.25
123.77,123.47,123.77,123.22
122.73,122.29,122.73,121.38
121.04,119.93,121.20,119.93
119.04,118.00,119.41,118.00
113.85,113.58,116.71,82.94
114.71,112.29,118.05,112.24
112.71,114.74,114.98,112.50
115.11,117.09,117.70,115.11
117.08,117.56,118.25,116.88
117.47,118.14,118.43,116.97
116.96,114.52,116.96,114.45
115.66,115.49,115.69,114.32
116.02,116.11,117.12,115.98
113.00,115.16,115.16,113.00
116.36,117.31,117.40,115.93
117.87,115.84,117.98,115.83
115.59,115.83,116.57,115.59
115.03,116.02,116.03,115.03
116.49,115.69,116.49,115.61
116.52,116.88,116.88,116.48
117.39,118.28,118.28,117.39
118.42,117.92,119.34,117.92
116.41,116.44,116.80,116.18
116.76,116.53,117.19,116.52
115.40,114.90,115.63,114.44
115.37,114.58,115.37,114.47
114.00,114.70,114.76,113.38
115.04,113.82,115.04,113.68
113.32,111.27,113.32,111.27
111.46,111.25,111.52,110.69
112.17,112.48,112.54,111.48
113.04,112.29,113.04,111.16
110.85,112.71,112.71,110.68
114.34,116.42,116.48,114.28
116.74,116.81,116.94,116.47
117.25,117.89,118.15,117.01
117.91,119.89,119.89,117.91
120.06,119.53,120.19,119.43
119.64,119.41,119.67,119.18
118.88,118.41,119.86,118.41
118.33,117.40,118.62,117.40
117.73,119.00,119.00,116.70
119.06,118.84,119.06,118.09
118.98,118.89,119.22,118.71
118.83,119.60,119.66,118.77
119.09,118.18,119.56,118.18
118.55,118.94,119.51,118.55
119.96,119.73,119.96,118.99
119.98,119.56,119.98,119.38
118.92,117.61,118.92,117.33
117.95,120.36,120.36,117.95
119.87,119.53,119.99,119.36
119.50,119.34,119.97,119.19
119.32,121.34,121.43,119.32
121.21,122.18,122.63,121.20
122.34,121.52,122.34,121.38
121.52,121.78,121.96,121.00
121.37,121.76,121.76,120.65
121.51,120.63,121.51,120.09
120.04,121.01,121.17,120.04
121.34,120.43,121.34,120.22
119.63,117.67,119.63,117.67
117.34,116.75,117.76,116.68
116.70,118.01,118.01,116.64
118.40,117.77,118.98,117.49
117.98,119.80,119.80,117.83
119.55,119.85,119.85,119.41
120.18,120.31,120.76,120.18
120.32,120.72,121.11,120.32
120.20,121.69,121.69,120.20
121.59,121.98,122.08,121.59
122.02,122.18,122.47,122.02
122.30,122.06,122.73,121.91
122.39,122.85,122.85,122.13
122.83,120.99,122.83,120.91
121.35,119.37,121.67,119.04
119.38,120.27,120.35,119.38
119.99,118.38,119.99,118.17
117.79,117.37,117.87,117.17
117.13,116.38,118.08,116.11
116.42,116.46,117.10,116.23
115.00,114.30,115.08,114.18
114.49,113.23,114.66,112.81
113.86,114.55,114.85,113.86
115.70,116.22,116.24,114.57
116.47,114.95,116.49,114.85
114.31,113.31,114.31,112.98
113.61,113.46,113.97,112.79
113.94,115.48,115.58,113.94
116.00,117.53,117.59,116.00
116.81,117.11,117.11,116.71
116.23,115.76,116.23,115.23
116.33,116.73,117.00,115.88
116.85,115.96,116.94,115.78
115.49,114.77,115.90,114.77
113.02,113.38,113.38,112.12
113.69,113.25,113.69,112.44
111.44,111.32,111.88,110.96
109.34,108.40,109.97,107.80
108.43,106.47,108.43,106.46
106.51,106.59,106.83,105.74
107.74,105.08,107.74,105.02
106.52,103.29,106.53,103.25
103.41,104.57,105.24,102.60
101.70,102.35,102.46,100.37
103.41,101.08,103.41,100.30
99.62,100.38,101.14,96.75
100.12,100.79,101.96,100.05
102.50,102.83,103.23,101.71
101.85,100.03,102.22,99.87
101.35,103.02,103.06,100.88
102.47,102.56,104.01,102.47
102.93,103.05,103.83,102.93
103.99,105.82,105.82,103.99
105.97,106.48,106.48,105.26
102.15,103.71,104.81,102.15
104.64,104.79,104.85,102.15
104.80,105.94,107.05,104.80
105.38,104.24,105.43,104.24
102.13,102.40,102.40,100.96
101.27,101.71,102.18,100.83
102.26,101.13,103.08,101.13
100.15,99.53,100.15,98.58
100.44,101.65,101.71,100.44
102.36,103.50,103.64,102.05
104.76,105.63,105.89,104.38
105.55,105.29,105.55,104.83
104.84,104.90,104.90,104.34
105.58,106.67,106.82,105.58
106.38,105.68,106.50,105.68
104.90,106.48,106.51,104.35
106.91,107.39,107.47,106.37
108.40,108.42,108.87,108.34
108.39,108.63,109.59,108.39
109.47,110.61,110.61,109.47
111.38,111.79,111.95,111.09
113.19,114.27,114.27,113.19
116.65,115.55,116.65,115.11
114.74,117.01,117.06,114.74
116.45,114.17,116.45,114.16
114.52,114.61,114.74,114.37
115.08,114.33,115.08,113.11
115.94,117.08,117.08,115.87
116.31,116.57,116.87,115.89
114.94,115.24,115.24,114.94
115.24,116.65,116.84,115.24
116.17,118.82,118.86,116.17
118.69,119.20,120.00,118.69
118.90,119.04,119.56,118.46
118.13,118.82,119.23,118.13
117.79,116.06,117.79,116.06
115.43,116.48,116.53,114.85
116.70,116.69,117.07,116.00
116.00,118.90,118.90,115.87
120.03,118.93,120.03,118.66
119.26,119.25,119.43,119.07
118.00,119.12,119.15,117.70
119.11,117.85,119.11,117.81
116.56,116.31,117.44,116.31
116.50,117.39,117.39,116.14
116.88,115.54,116.88,115.30
117.22,116.39,117.61,116.39
117.33,116.97,117.98,116.90
116.97,118.59,119.00,116.97
119.06,120.80,120.80,119.06
120.49,120.55,120.81,120.37
121.11,120.76,121.11,120.55
119.85,121.56,121.72,119.85
121.59,122.33,122.70,121.59
122.19,122.98,123.27,122.19
122.96,121.30,122.96,121.21
121.40,122.70,122.87,121.40
122.48,121.61,122.48,121.29
121.89,123.16,123.26,121.89
123.56,124.00,124.22,122.99
123.31,122.59,123.99,122.59
122.59,122.29,123.01,121.29
122.29,122.97,123.07,121.86
121.71,121.04,121.71,120.31
120.66,120.44,121.45,120.07
121.01,120.02,121.01,119.91
120.10,120.21,120.33,120.10
120.27,120.51,120.51,120.00
120.74,121.44,121.56,120.40
121.47,120.61,121.47,120.50
120.87,119.97,120.87,119.47
119.98,118.65,119.98,118.42
118.82,119.94,120.19,118.82
119.88,118.57,120.48,118.12
117.95,118.24,119.51,117.93
117.96,117.72,118.18,117.24
117.65,119.28,119.28,117.65
119.09,118.85,119.43,118.85
119.11,120.99,121.08,119.11
121.19,122.08,122.20,121.19
122.40,122.14,122.40,122.03
122.27,122.27,122.64,122.27
123.54,123.18,123.56,122.63
122.14,123.60,123.67,122.00
123.02,124.32,124.32,122.98
124.11,123.77,124.13,123.07
124.30,125.75,125.89,124.30
126.28,126.37,126.82,126.06
126.81,127.25,127.36,126.59
126.36,126.57,126.64,126.16
125.04,124.77,125.53,124.69
124.43,123.22,124.97,123.15
122.73,122.61,123.30,122.13
122.64,122.73,123.74,122.64
121.70,122.39,122.39,120.93
122.73,123.24,123.61,122.67
125.75,124.63,125.75,124.63
123.57,123.63,123.86,122.71
123.55,123.04,123.90,123.02
124.66,125.29,125.29,124.57
120.65,120.09,121.88,119.57
118.43,115.27,118.43,115.00
116.83,117.26,117.67,116.35
118.71,119.60,119.82,118.71
119.25,121.15,121.21,119.25
121.96,122.36,122.76,121.46
122.24,119.77,122.24,119.08
119.01,120.25,120.31,119.01
121.16,120.11,121.57,119.68
120.94,123.01,123.01,120.94
123.83,124.09,124.10,123.66
125.32,126.14,126.49,125.32
126.63,125.75,126.82,125.41
126.74,126.14,126.79,126.10
126.24,126.31,127.21,126.00
126.52,126.69,126.69,126.01
126.24,125.97,126.40,125.53
125.95,126.61,126.82,125.95
126.90,126.12,127.36,126.04
125.86,126.81,126.91,125.79
126.35,126.46,126.58,126.34
126.68,127.29,127.29,126.52
127.77,126.84,127.82,126.38
126.85,126.90,126.98,126.35
126.25,127.38,127.42,126.13
126.45,126.05,127.49,126.05
125.24,124.86,125.24,124.47
124.96,126.24,126.32,124.96
126.12,126.34,126.73,126.04
127.68,128.33,128.52,127.68
128.00,128.53,128.85,128.00
128.87,128.33,128.87,128.19
128.27,127.58,128.27,127.42
128.38,128.27,128.56,128.15
128.10,128.14,128.20,127.74
128.67,129.67,130.00,128.67
128.80,128.70,129.01,128.67
128.30,128.63,128.66,127.59
127.98,129.81,129.81,127.98
129.44,129.68,129.80,129.24
129.10,129.51,129.51,128.96
130.14,130.63,130.84,130.14
129.86,129.32,130.05,129.18
128.64,129.44,129.69,128.64
130.54,129.11,130.69,128.46
128.98,130.02,130.18,128.98
129.83,129.96,130.44,129.52
130.02,129.39,130.11,128.94
129.10,129.09,129.25,128.52
129.40,130.46,130.60,129.40
130.59,130.37,130.59,129.91
130.49,131.27,131.27,130.49
131.06,131.28,131.53,131.06
131.48,127.14,131.48,127.14
126.69,128.38,128.45,126.69
126.62,125.86,126.62,125.14
125.00,125.53,125.53,125.00
125.05,126.62,126.73,125.05
125.67,126.27,126.33,125.67
128.03,127.31,128.03,127.16
127.54,126.85,127.54,126.69
127.85,128.37,128.37,127.20
129.06,130.53,130.54,129.06
130.24,129.49,130.50,129.49
128.04,127.69,128.04,127.69
127.36,127.47,127.74,127.24
128.04,129.55,129.55,127.31
129.33,128.97,130.01,128.66
129.64,130.49,130.49,129.15
129.13,129.10,129.40,128.76
128.90,127.95,129.17,127.95
129.04,129.40,129.86,129.04
128.82,129.59,129.69,128.75
129.08,128.69,129.13,128.08
129.88,129.64,130.20,129.64
128.81,127.20,128.99,126.98
127.38,127.79,128.17,127.38
126.80,126.81,127.21,125.79
127.26,127.09,128.00,126.75
126.62,126.85,127.10,126.62
127.42,127.58,127.94,127.20
127.68,128.86,128.93,127.68
127.90,128.25,128.46,127.90
127.75,127.95,128.11,127.75
128.78,128.45,129.27,128.25
128.26,127.60,128.38,127.37
127.53,127.71,127.76,127.53
127.37,126.06,127.37,126.03
125.70,125.51,126.34,125.33
125.67,125.64,125.77,125.45
125.76,124.16,126.09,124.16
123.52,123.01,123.89,122.92
123.07,123.02,123.59,122.86
122.64,123.29,124.09,122.64
125.43,125.94,126.08,125.43
125.76,126.07,126.72,125.76
125.00,129.49,129.96,125.00
130.44,131.24,131.77,130.09
132.73,133.14,133.14,131.30
134.63,135.31,135.58,134.63
135.68,136.41,136.46,135.50
136.17,136.21,136.42,135.84
136.76,136.86,137.38,136.57
137.27,137.41,137.48,136.96
138.00,138.63,138.67,137.94
139.50,140.13,140.15,139.00
140.10,140.78,140.78,139.77
141.01,140.96,141.01,140.75
140.60,139.70,141.01,139.53
140.10,139.61,140.35,139.61
141.26,141.08,141.44,140.93
142.13,140.85,142.13,140.52
