SVBI,Severn Bancorp Inc - Common Stock,NASDAQ
4.75,4.75,4.76,4.75
4.77,4.97,4.97,4.68
4.86,4.80,4.86,4.49
4.85,4.81,4.97,4.80
4.80,4.94,4.94,4.80
4.97,4.97,4.97,4.97
4.97,4.65,4.97,4.65
4.98,4.98,5.01,4.63
5.00,4.65,5.00,4.63
4.88,5.20,5.20,4.85
4.67,5.07,5.29,4.64
5.25,4.70,5.25,4.70
4.86,5.12,5.12,4.86
5.09,4.95,5.09,4.76
5.02,4.98,5.04,4.90
4.95,5.00,5.00,4.93
5.19,5.25,5.53,4.75
5.31,5.04,5.32,5.04
5.03,5.24,5.34,4.77
5.10,4.98,5.24,4.98
5.06,5.25,5.25,5.06
5.25,5.25,5.25,5.23
5.25,5.25,5.26,5.18
5.00,5.25,5.25,5.00
5.11,5.10,5.18,5.10
5.08,5.11,5.35,5.08
5.10,5.15,5.35,5.00
5.23,5.23,5.23,5.20
5.04,4.99,5.08,4.94
5.02,5.18,5.18,5.02
5.02,5.00,5.03,5.00
5.00,5.00,5.00,5.00
5.23,5.04,5.23,4.94
4.91,4.91,4.91,4.91
4.89,4.85,4.89,4.84
4.97,5.09,5.09,4.86
4.84,4.80,4.84,4.79
4.70,4.75,4.76,4.70
4.78,4.80,4.82,4.75
4.76,4.82,4.82,4.76
5.04,5.04,5.04,5.04
4.95,4.76,4.95,4.41
4.78,5.08,5.10,4.78
4.90,4.74,5.08,4.57
4.74,4.88,4.88,4.74
4.88,4.88,4.88,4.88
4.85,4.99,4.99,4.73
4.75,4.84,4.84,4.74
4.90,4.81,4.90,4.80
4.81,4.81,4.81,4.80
4.75,4.75,4.75,4.75
4.79,4.92,4.92,4.78
5.05,5.05,5.05,5.05
5.01,4.90,5.01,4.90
4.90,4.90,4.90,4.90
4.84,4.85,5.04,4.83
4.86,4.80,5.04,4.78
4.94,4.85,4.94,4.85
4.85,4.80,4.85,4.80
4.85,5.05,5.05,4.85
5.05,5.08,5.11,5.04
5.21,5.00,5.21,4.91
5.00,5.18,5.24,4.80
5.02,5.18,5.18,4.94
4.85,4.85,4.85,4.85
5.25,5.16,5.25,4.81
5.19,4.75,5.19,4.75
4.77,4.95,4.95,4.77
4.90,4.96,4.98,4.85
4.97,5.10,5.18,4.97
5.06,5.24,5.25,5.06
5.20,5.22,5.22,4.90
5.13,5.22,5.22,5.13
5.16,5.12,5.17,5.02
5.12,5.14,5.14,5.01
5.12,5.25,5.25,5.06
5.10,5.10,5.10,5.10
5.15,5.21,5.21,5.11
5.18,5.12,5.22,5.11
5.10,5.22,5.22,4.94
5.17,4.94,5.35,4.92
5.35,5.28,5.35,5.02
4.99,5.34,5.34,4.99
5.30,5.13,5.34,5.05
5.09,5.16,5.32,5.09
5.54,5.08,5.54,5.08
5.18,5.00,5.20,5.00
4.79,4.88,5.07,4.79
4.86,4.92,5.00,4.80
4.95,5.01,5.03,4.83
5.07,4.91,5.10,4.91
4.92,5.02,5.05,4.88
5.04,4.99,5.04,4.95
4.89,4.86,4.89,4.86
4.86,4.90,4.90,4.86
4.90,4.87,5.00,4.87
4.90,4.83,5.24,4.81
4.89,4.86,4.89,4.82
4.89,4.67,4.90,4.67
4.67,4.81,4.85,4.62
4.84,4.64,4.87,4.64
4.61,4.85,4.85,4.53
4.85,4.85,4.85,4.85
4.68,4.76,4.85,4.60
4.58,4.68,4.69,4.58
4.69,4.53,4.69,4.52
4.48,4.62,4.62,4.46
4.53,4.65,4.71,4.48
4.64,4.70,4.74,4.64
4.74,4.76,4.76,4.58
4.83,4.83,4.83,4.83
4.79,4.58,4.79,4.58
4.68,4.65,4.70,4.45
4.65,4.65,4.65,4.65
4.52,4.65,4.73,4.40
4.65,4.65,4.65,4.65
4.53,4.56,4.65,4.53
4.51,4.68,4.73,4.51
4.54,4.64,4.65,4.53
4.59,4.62,4.64,4.52
4.62,4.50,4.62,4.50
4.54,4.24,4.70,4.24
4.39,4.18,4.45,4.14
4.33,4.30,4.34,4.10
4.30,4.30,4.34,4.15
4.20,4.30,4.33,4.18
4.31,4.55,4.60,4.30
4.57,4.57,4.60,4.46
4.40,4.55,4.59,4.40
4.41,4.41,4.50,4.31
4.51,4.48,4.52,4.48
4.48,4.52,4.52,4.45
4.46,4.54,4.54,4.45
4.55,4.55,4.59,4.40
4.44,4.74,4.84,4.42
4.73,4.74,4.74,4.65
4.75,4.75,4.75,4.73
4.78,4.77,4.79,4.75
4.80,4.85,5.12,4.75
4.85,4.92,5.01,4.77
5.06,4.85,5.07,4.85
4.93,5.00,5.02,4.85
4.86,4.86,4.96,4.86
4.91,4.89,4.96,4.86
4.95,4.85,4.95,4.85
5.05,4.88,5.05,4.85
5.00,4.96,5.04,4.80
4.97,4.85,4.97,4.76
4.91,4.91,4.91,4.91
4.95,4.95,4.95,4.95
4.90,4.69,4.90,4.69
4.70,4.60,4.73,4.60
4.67,4.63,4.67,4.52
4.53,4.47,4.61,4.47
4.50,4.40,4.50,4.36
4.40,4.49,4.49,4.31
4.51,4.59,4.63,4.50
4.60,4.62,4.63,4.50
4.68,4.75,4.76,4.62
4.82,4.84,4.85,4.69
4.84,4.77,4.84,4.75
4.74,4.51,4.85,4.45
4.45,4.41,4.58,4.36
4.38,4.42,4.52,4.36
4.50,4.42,4.50,4.41
4.45,4.45,4.45,4.45
4.42,4.45,4.52,4.38
4.38,4.38,4.50,4.38
4.40,4.48,4.48,4.38
4.38,4.40,4.44,4.38
4.38,4.38,4.38,4.38
4.38,4.45,4.45,4.38
4.45,4.44,4.45,4.38
4.39,4.46,4.46,4.39
4.46,4.70,4.71,4.46
4.72,4.66,4.72,4.66
4.73,4.60,4.73,4.60
4.70,4.70,4.70,4.70
4.64,4.57,4.70,4.49
4.74,4.74,4.74,4.74
4.67,4.57,4.73,4.55
4.52,4.50,4.61,4.48
4.48,4.48,4.48,4.48
4.52,4.41,4.52,4.41
4.53,4.64,4.64,4.53
4.44,4.72,4.72,4.40
4.66,4.68,4.71,4.46
4.50,4.68,4.68,4.50
4.47,4.63,4.63,4.47
4.69,4.69,4.69,4.69
4.50,4.69,4.69,4.50
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.44,4.65,4.65,4.44
4.61,4.55,4.61,4.55
4.55,4.55,4.56,4.55
4.55,4.68,4.68,4.55
4.58,4.52,4.60,4.52
4.54,4.51,4.60,4.51
4.53,4.48,4.53,4.48
4.45,4.41,4.45,4.41
4.48,4.48,4.48,4.48
4.43,4.48,4.48,4.42
4.48,4.46,4.48,4.43
4.42,4.58,4.60,4.42
4.48,4.54,4.54,4.48
4.52,4.52,4.52,4.52
4.52,4.55,4.58,4.47
4.55,4.55,4.55,4.51
4.55,4.59,4.74,4.51
4.52,4.66,4.89,4.52
4.70,4.89,4.89,4.60
4.93,4.91,4.93,4.91
4.91,4.69,4.91,4.68
4.84,4.68,4.84,4.68
4.70,4.69,4.70,4.65
4.70,4.71,4.71,4.70
4.66,4.63,4.69,4.63
4.79,4.69,4.81,4.65
4.76,4.70,4.76,4.63
4.65,4.66,4.79,4.65
4.90,4.77,4.90,4.67
4.90,4.68,4.90,4.68
4.68,4.68,4.68,4.68
4.81,4.70,4.81,4.70
4.69,4.70,4.70,4.69
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.64,4.73,4.73,4.64
4.63,4.65,4.77,4.61
4.62,4.62,4.62,4.62
4.63,4.62,4.68,4.62
4.67,4.61,4.67,4.61
4.69,4.65,4.74,4.65
4.73,4.70,4.73,4.70
4.75,4.76,4.79,4.72
4.65,4.82,4.82,4.65
4.82,4.82,4.82,4.82
4.86,4.88,4.88,4.67
4.76,4.70,4.87,4.70
4.74,4.70,4.83,4.70
4.80,4.79,4.80,4.79
4.75,4.76,4.87,4.69
4.72,4.78,4.78,4.68
4.70,4.71,4.82,4.66
4.82,4.77,4.84,4.71
4.78,4.75,4.79,4.73
4.75,4.73,4.77,4.70
4.66,4.70,4.73,4.63
4.62,4.63,4.72,4.62
4.74,4.64,4.74,4.64
4.66,4.68,4.71,4.62
4.62,4.72,4.73,4.62
4.69,4.60,4.74,4.60
4.66,4.62,4.66,4.62
4.61,4.70,4.70,4.61
4.64,4.69,4.69,4.64
4.68,4.75,4.75,4.64
4.65,4.64,4.75,4.61
4.65,4.67,4.70,4.61
4.65,4.71,4.75,4.65
4.71,4.66,4.80,4.66
4.67,4.57,4.89,4.56
4.60,4.56,4.61,4.55
4.56,4.65,4.65,4.54
4.60,4.60,4.65,4.56
4.60,4.60,4.60,4.60
4.64,4.67,4.67,4.60
4.60,4.60,4.70,4.55
4.54,4.52,4.56,4.26
4.54,4.60,4.60,4.52
4.61,4.62,4.62,4.53
4.53,4.57,4.63,4.53
4.59,4.60,4.60,4.55
4.47,4.56,4.62,4.47
4.60,4.59,4.62,4.57
4.59,4.65,4.65,4.59
4.62,4.60,4.65,4.59
4.60,4.66,4.66,4.60
4.66,4.66,4.66,4.66
4.56,4.61,4.67,4.56
4.62,4.61,4.63,4.55
4.62,4.62,4.62,4.51
4.53,4.51,4.61,4.48
4.56,4.47,4.56,4.46
4.46,4.47,4.47,4.46
4.53,4.60,4.60,4.53
4.60,4.57,4.79,4.57
4.60,4.64,4.88,4.56
4.74,4.70,4.74,4.70
4.73,4.60,4.73,4.49
4.57,4.53,4.69,4.45
4.61,4.65,4.65,4.61
4.70,4.65,4.78,4.60
4.86,4.90,4.90,4.86
4.72,4.65,4.77,4.65
4.65,4.56,4.65,4.52
4.53,4.45,4.64,4.45
4.47,4.58,4.59,4.47
4.51,4.46,4.64,4.45
4.49,4.68,4.70,4.48
4.60,4.56,4.60,4.55
4.52,4.49,4.57,4.38
4.55,4.47,4.58,4.46
4.51,4.51,4.51,4.51
4.52,4.50,4.52,4.50
4.49,4.49,4.49,4.49
4.53,4.48,4.54,4.48
4.45,4.41,4.50,4.41
4.44,4.41,4.51,4.40
4.41,4.52,4.52,4.41
4.45,4.42,4.45,4.41
4.42,4.42,4.42,4.42
4.41,4.47,4.47,4.41
4.41,4.42,4.46,4.40
4.40,4.59,4.59,4.40
4.49,4.41,4.49,4.35
4.49,4.49,4.49,4.49
4.50,4.51,4.51,4.49
4.57,4.57,4.57,4.54
4.51,4.53,4.53,4.50
4.51,4.55,4.55,4.50
4.53,4.54,4.54,4.53
4.44,4.58,4.59,4.44
4.59,4.62,4.62,4.59
4.63,4.61,4.63,4.61
4.67,4.64,4.67,4.62
4.74,4.64,4.74,4.62
4.64,4.63,4.64,4.49
4.53,4.76,4.76,4.53
4.66,4.68,4.68,4.66
4.40,4.60,4.68,4.40
4.60,4.56,4.75,4.52
4.47,4.44,4.62,4.41
4.58,4.62,4.62,4.44
4.56,4.56,4.62,4.55
4.46,4.47,4.60,4.45
4.55,4.46,4.55,4.46
4.54,4.60,4.61,4.46
4.47,4.53,4.61,4.47
4.44,4.65,4.77,4.44
4.58,4.69,4.76,4.58
4.74,4.78,4.78,4.74
4.77,4.77,4.77,4.77
4.79,4.80,4.80,4.77
4.80,4.70,4.80,4.60
4.77,4.75,4.77,4.71
4.84,4.72,4.85,4.72
4.70,4.73,4.75,4.70
4.69,4.70,4.73,4.69
4.70,4.66,4.73,4.66
4.74,4.70,4.75,4.70
4.69,4.69,4.69,4.68
4.73,4.66,4.73,4.65
4.69,4.53,4.69,4.53
4.55,4.46,4.65,4.30
4.46,4.52,4.60,4.41
4.52,4.52,4.52,4.52
4.60,4.61,4.61,4.50
4.53,4.56,4.61,4.53
4.55,4.62,4.62,4.55
4.60,4.56,4.60,4.56
4.56,4.56,4.56,4.56
4.60,4.70,4.70,4.60
4.70,4.70,4.70,4.70
4.61,4.65,4.70,4.54
4.54,4.55,4.70,4.54
4.70,4.69,4.70,4.56
4.56,4.57,4.63,4.56
4.58,4.58,4.58,4.58
4.56,4.56,4.56,4.56
4.56,4.57,4.57,4.56
4.60,4.48,4.60,4.48
4.54,4.54,4.54,4.54
4.57,4.68,4.68,4.51
4.50,4.49,4.58,4.46
4.58,4.49,4.58,4.48
4.50,4.54,4.54,4.50
4.49,4.50,4.51,4.49
4.52,4.48,4.52,4.48
4.50,4.50,4.51,4.48
4.53,4.53,4.53,4.50
4.51,4.51,4.51,4.51
4.53,4.51,4.54,4.50
4.50,4.51,4.54,4.48
4.53,4.51,4.53,4.51
4.53,4.54,4.54,4.51
4.51,4.51,4.51,4.51
4.54,4.58,4.59,4.54
4.55,4.52,4.55,4.52
4.50,4.50,4.50,4.50
4.50,4.50,4.50,4.50
4.50,4.50,4.69,4.48
4.56,4.51,4.70,4.48
4.51,4.51,4.51,4.51
4.53,4.40,4.54,4.26
4.40,4.40,4.40,4.40
4.28,4.57,4.57,4.28
4.32,4.54,4.54,4.32
4.50,4.49,4.50,4.40
4.35,4.50,4.53,4.32
4.44,4.51,4.51,4.39
4.50,4.51,4.56,4.45
4.37,4.37,4.37,4.37
4.37,4.37,4.37,4.37
4.52,4.35,4.57,4.35
4.41,4.45,4.50,4.41
4.46,4.49,4.49,4.45
4.55,4.54,4.55,4.45
4.45,4.38,4.47,4.38
4.51,4.51,4.51,4.51
4.42,4.55,4.60,4.42
4.42,4.50,4.52,4.42
4.41,4.45,4.47,4.25
4.49,4.53,4.53,4.45
4.45,4.45,4.45,4.45
4.47,4.45,4.47,4.45
4.47,4.50,4.50,4.47
4.47,4.47,4.53,4.47
4.48,4.47,4.48,4.47
4.47,4.41,4.49,4.38
4.41,4.41,4.41,4.41
4.49,4.49,4.49,4.49
4.40,4.49,4.49,4.40
4.41,4.50,4.50,4.40
4.49,4.50,4.68,4.45
4.50,4.57,4.57,4.50
4.55,4.60,4.60,4.55
4.56,4.58,4.61,4.51
4.54,4.54,4.54,4.54
4.56,4.57,4.57,4.56
4.60,4.53,4.65,4.53
4.53,4.53,4.53,4.53
4.53,4.55,4.69,4.51
4.58,4.68,4.68,4.58
4.66,4.70,4.70,4.56
4.63,4.63,4.63,4.63
4.69,4.67,4.70,4.67
4.74,4.80,4.80,4.73
4.90,4.73,4.90,4.73
4.90,4.80,4.90,4.80
4.79,4.81,4.81,4.79
4.81,4.81,4.81,4.81
4.70,4.65,4.70,4.64
4.75,4.75,4.75,4.75
4.80,4.93,4.95,4.75
4.94,4.81,4.95,4.79
4.67,4.95,4.95,4.67
4.93,4.87,4.93,4.71
4.87,4.87,4.87,4.87
4.89,4.89,4.89,4.89
4.94,4.81,4.94,4.81
4.86,4.80,4.86,4.80
4.80,4.80,4.80,4.80
4.83,4.80,4.85,4.80
4.77,4.70,4.80,4.70
4.69,4.65,4.70,4.65
4.87,4.87,4.87,4.80
4.81,4.72,4.85,4.71
4.72,4.72,4.72,4.72
4.75,4.69,4.78,4.61
4.80,4.66,4.80,4.66
4.79,4.79,4.79,4.79
4.66,4.82,4.82,4.66
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.68,4.67,4.68,4.67
4.87,4.67,4.87,4.67
4.70,4.70,4.70,4.70
4.66,4.87,4.87,4.66
4.66,4.66,4.66,4.66
4.79,4.87,4.87,4.79
4.85,4.73,4.85,4.73
4.87,4.68,4.87,4.68
4.69,4.70,4.88,4.68
4.83,4.83,4.83,4.83
4.80,4.79,4.80,4.79
4.82,4.81,4.82,4.81
4.79,4.71,4.89,4.69
4.67,4.70,4.72,4.67
4.70,4.70,4.70,4.70
4.72,4.72,4.72,4.72
4.69,4.68,4.69,4.67
4.65,4.88,4.88,4.63
4.88,4.88,4.88,4.88
4.68,4.73,4.73,4.68
4.73,4.72,4.83,4.70
4.79,4.84,4.84,4.68
4.70,4.70,4.71,4.70
4.68,4.74,4.74,4.68
4.68,4.72,4.72,4.68
4.70,4.80,4.80,4.70
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.71,4.70,4.71,4.70
4.75,4.80,4.80,4.75
4.80,4.80,4.80,4.80
4.75,4.76,4.85,4.75
4.75,4.85,4.85,4.75
4.82,4.82,4.82,4.82
4.84,4.76,4.84,4.74
4.75,4.83,4.84,4.74
4.79,4.76,4.85,4.72
4.80,4.84,4.84,4.80
4.80,4.80,4.90,4.80
4.88,4.95,4.95,4.88
5.00,5.11,5.11,5.00
5.05,5.06,5.10,5.05
5.10,5.12,5.12,5.06
5.01,4.80,5.06,4.80
4.85,4.81,4.85,4.78
4.91,5.00,5.02,4.91
4.83,4.88,4.88,4.83
4.93,4.85,4.93,4.85
4.97,4.81,4.97,4.81
4.80,4.72,4.89,4.72
4.75,4.76,4.79,4.74
4.76,4.81,4.81,4.76
4.79,4.84,4.87,4.79
4.79,4.85,4.85,4.79
4.81,4.83,4.84,4.81
4.86,4.86,4.86,4.85
4.86,4.88,4.88,4.85
4.86,4.83,4.88,4.80
4.83,4.83,4.83,4.83
4.85,4.87,4.87,4.80
4.80,4.80,4.80,4.80
4.89,4.90,4.98,4.89
4.85,4.80,4.85,4.80
4.86,4.81,4.91,4.81
4.91,4.92,4.98,4.86
4.94,4.92,4.94,4.92
4.93,4.93,4.93,4.92
4.93,4.92,4.93,4.92
5.07,4.95,5.07,4.95
4.95,5.00,5.01,4.95
4.96,5.08,5.09,4.92
4.95,4.94,4.95,4.93
4.92,4.93,5.04,4.92
4.92,4.92,4.92,4.85
4.92,4.92,4.92,4.92
4.84,4.87,4.98,4.82
4.87,4.87,4.87,4.87
4.98,4.90,4.98,4.87
4.87,4.87,4.89,4.87
4.87,4.87,4.87,4.87
4.94,4.94,4.94,4.94
4.80,4.82,4.85,4.76
4.72,4.91,4.91,4.70
4.80,4.84,4.84,4.79
4.71,4.80,4.80,4.71
4.85,4.75,4.85,4.75
4.77,4.77,4.77,4.77
4.83,4.85,4.85,4.83
4.80,4.94,4.94,4.80
4.90,4.78,4.92,4.78
4.78,4.78,4.83,4.75
4.86,4.86,4.86,4.86
4.93,4.87,4.94,4.87
4.92,4.91,4.92,4.86
4.80,4.80,4.93,4.80
4.91,4.92,4.92,4.91
4.93,4.91,4.94,4.91
4.94,4.94,4.94,4.94
4.94,4.94,4.94,4.94
4.86,4.91,4.91,4.82
4.93,4.81,4.94,4.81
4.80,4.81,4.90,4.80
4.85,4.90,4.90,4.85
4.86,4.85,4.90,4.79
4.78,4.69,4.80,4.69
4.71,4.70,4.71,4.70
4.73,4.80,4.80,4.66
4.68,4.65,4.70,4.65
4.65,4.66,4.85,4.65
4.66,4.66,4.66,4.66
4.72,4.75,4.75,4.66
4.75,4.84,4.84,4.75
4.75,4.71,4.76,4.70
4.70,4.71,4.81,4.70
4.70,4.80,4.80,4.70
4.79,4.85,4.85,4.79
4.85,4.85,4.85,4.71
4.85,4.85,4.85,4.85
4.79,4.79,4.79,4.79
4.84,4.85,4.85,4.84
4.85,5.17,5.18,4.85
5.17,5.19,5.19,5.10
5.10,5.22,5.22,5.10
5.12,5.14,5.25,5.11
5.23,5.16,5.24,5.16
5.10,5.11,5.11,5.10
5.27,5.23,5.29,5.15
5.16,5.16,5.24,5.15
5.28,5.22,5.28,5.20
5.28,5.28,5.28,5.22
5.20,5.19,5.20,5.16
5.10,5.21,5.22,5.10
5.22,5.25,5.25,5.22
5.13,5.33,5.33,5.13
5.32,5.54,5.60,5.32
5.54,5.60,5.60,5.34
5.60,5.50,5.60,5.50
5.50,5.50,5.50,5.50
5.36,5.49,5.49,5.36
5.38,5.40,5.60,5.38
5.45,5.58,5.58,5.45
5.55,5.49,5.55,5.45
5.49,5.49,5.49,5.49
5.59,5.46,5.60,5.45
5.55,5.59,5.59,5.45
5.59,5.59,5.59,5.59
5.55,5.55,5.88,5.50
5.72,5.66,5.75,5.60
5.87,5.65,5.87,5.65
5.88,5.77,5.88,5.77
5.68,5.68,5.73,5.68
5.68,5.68,5.68,5.65
5.68,5.67,5.68,5.60
5.65,5.68,5.68,5.65
5.85,5.79,5.85,5.67
5.78,5.78,5.78,5.78
5.63,5.55,5.63,5.55
5.71,5.56,5.71,5.56
5.71,5.65,5.71,5.65
5.56,5.77,5.77,5.56
5.77,5.77,5.77,5.77
5.73,5.64,5.73,5.64
5.75,5.75,5.75,5.75
5.75,5.75,5.75,5.75
5.32,5.65,5.70,5.32
5.69,5.70,5.73,5.68
5.72,5.75,5.78,5.59
5.52,5.64,5.64,5.51
5.56,5.58,5.58,5.56
5.55,5.63,5.63,5.55
5.57,5.71,5.71,5.57
5.70,5.75,5.77,5.70
5.78,5.75,5.78,5.75
5.75,5.36,5.77,5.36
5.37,5.33,5.78,5.33
5.43,5.31,5.46,5.31
5.25,5.48,5.48,5.24
5.30,5.25,5.30,5.24
5.21,5.29,5.34,5.21
5.29,5.29,5.29,5.29
5.30,5.30,5.30,5.20
5.29,5.39,5.39,5.20
5.19,5.24,5.38,5.19
5.33,5.27,5.33,5.17
5.18,5.30,5.34,5.18
5.13,5.30,5.34,5.12
5.33,5.14,5.39,5.14
5.16,5.16,5.16,5.16
5.39,5.52,5.52,5.26
5.52,5.52,5.52,5.52
5.52,5.52,5.52,5.52
5.53,5.53,5.53,5.53
5.53,5.53,5.53,5.53
5.53,5.30,5.60,5.25
5.25,5.30,5.49,5.10
5.37,5.30,5.37,5.22
5.27,5.22,5.27,5.22
5.22,5.22,5.22,5.22
5.25,5.25,5.25,5.25
5.24,5.05,5.24,5.05
5.02,5.03,5.14,5.00
5.04,5.01,5.10,5.01
5.02,5.02,5.02,5.02
4.99,5.16,5.16,4.99
5.10,5.10,5.10,5.10
5.10,5.11,5.18,5.07
5.05,5.34,5.34,5.05
5.26,5.26,5.26,5.26
5.23,5.15,5.25,5.15
5.15,5.16,5.17,5.15
5.09,5.08,5.22,5.08
5.16,5.13,5.24,5.13
5.19,5.19,5.19,5.19
5.15,5.15,5.15,5.08
5.33,5.16,5.34,5.16
5.12,5.13,5.13,5.11
5.21,5.22,5.35,5.21
5.15,5.14,5.30,5.14
5.14,5.26,5.26,5.12
5.13,5.13,5.13,5.13
5.20,5.20,5.21,5.20
5.31,5.15,5.31,5.13
5.15,5.20,5.21,5.13
5.20,5.20,5.20,5.20
5.32,5.32,5.32,5.32
5.23,5.23,5.23,5.23
5.16,5.17,5.32,5.16
5.17,5.17,5.17,5.17
5.17,5.17,5.17,5.17
5.17,5.17,5.17,5.17
5.33,5.16,5.33,5.13
5.13,5.13,5.16,5.07
5.13,5.08,5.13,5.08
5.05,5.05,5.07,5.05
5.05,5.05,5.11,5.05
5.08,5.08,5.11,5.05
5.07,5.12,5.12,5.07
5.12,5.08,5.12,5.07
5.21,5.21,5.23,5.09
5.21,5.21,5.21,5.21
5.22,5.33,5.33,5.15
5.32,5.23,5.33,5.23
5.30,5.20,5.30,5.20
5.28,5.30,5.30,5.28
5.15,5.56,5.69,5.13
5.58,5.74,5.93,5.44
5.81,5.74,5.88,5.57
5.78,5.60,5.78,5.60
5.52,5.52,5.76,5.52
5.62,5.62,5.80,5.55
5.75,5.72,5.83,5.62
5.81,5.94,5.95,5.80
5.95,5.87,6.08,5.87
6.05,6.01,6.05,6.01
5.96,5.81,6.01,5.81
5.89,5.90,6.03,5.87
5.90,5.88,6.01,5.82
5.92,5.82,5.92,5.80
5.82,5.82,5.82,5.82
5.95,5.75,5.95,5.75
5.77,5.77,5.78,5.77
5.75,5.76,5.76,5.75
5.74,5.70,5.80,5.70
5.74,5.66,5.80,5.66
5.80,5.80,5.80,5.80
5.69,5.73,5.74,5.69
5.75,5.66,5.75,5.66
5.70,5.78,5.78,5.70
5.77,5.80,5.80,5.77
5.80,5.79,5.80,5.69
5.82,5.77,5.82,5.72
5.79,5.75,5.79,5.75
5.72,5.71,5.73,5.71
5.79,5.79,5.82,5.79
5.84,5.95,5.95,5.79
5.88,5.88,5.99,5.88
5.86,5.89,5.95,5.74
5.89,5.85,5.95,5.81
5.78,5.78,5.78,5.78
5.84,5.76,5.85,5.76
5.92,5.89,5.92,5.89
5.99,5.79,6.05,5.79
5.92,6.07,6.07,5.92
5.95,5.95,5.95,5.95
5.91,5.85,5.91,5.85
5.86,5.91,5.92,5.85
5.90,5.95,5.95,5.90
5.95,5.95,5.95,5.95
5.95,5.95,5.95,5.95
5.87,5.94,5.94,5.87
5.94,5.88,5.94,5.88
5.95,5.91,5.95,5.89
5.95,5.89,6.12,5.89
5.88,5.88,5.88,5.88
6.07,6.12,6.12,6.04
5.98,6.02,6.09,5.83
6.15,5.92,6.15,5.86
6.05,6.00,6.10,5.89
6.00,6.00,6.00,6.00
6.04,5.95,6.04,5.95
5.93,5.93,5.93,5.93
6.00,6.12,6.12,5.93
6.12,6.09,6.12,6.07
6.15,6.02,6.15,5.96
6.09,6.07,6.09,6.07
6.04,6.04,6.04,6.04
5.97,6.08,6.12,5.97
6.04,6.01,6.15,6.01
6.12,6.04,6.14,5.98
6.00,6.01,6.01,6.00
6.00,6.03,6.03,6.00
6.01,6.00,6.01,6.00
6.09,6.06,6.09,6.06
6.00,6.04,6.04,6.00
6.04,6.04,6.04,6.04
6.04,6.04,6.04,6.01
6.14,6.34,6.37,6.14
6.38,6.37,6.39,6.36
6.37,6.34,6.37,6.20
6.13,6.43,6.43,6.13
6.41,6.34,6.41,6.16
6.34,6.34,6.34,6.34
6.45,6.47,6.47,6.27
6.39,6.32,6.49,6.29
6.30,6.54,6.54,6.22
6.49,6.44,6.49,6.42
6.57,6.62,6.70,6.55
6.74,6.44,6.74,6.44
6.74,6.60,6.74,6.44
6.67,6.58,6.67,6.43
6.56,6.71,6.71,6.37
6.59,6.55,6.68,6.55
6.49,6.49,6.49,6.49
6.60,6.59,6.60,6.55
6.54,6.52,6.61,6.40
6.56,6.55,6.56,6.40
6.48,6.43,6.49,6.43
6.43,6.43,6.43,6.43
6.38,6.42,6.42,6.38
6.50,6.50,6.50,6.50
6.51,6.54,6.55,6.50
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.75,6.75,6.60
6.70,6.76,6.85,6.70
6.72,6.71,6.74,6.70
6.70,6.50,6.70,6.43
6.46,6.50,6.53,6.46
6.62,6.48,6.62,6.48
6.48,6.56,6.62,6.48
6.59,6.56,6.62,6.56
6.62,6.62,6.62,6.62
6.60,6.62,6.62,6.60
6.60,6.62,6.70,6.60
6.69,6.70,6.70,6.67
6.70,6.62,6.70,6.62
6.62,6.62,6.62,6.62
6.60,6.60,6.61,6.60
6.64,6.60,6.70,6.60
6.50,6.50,6.59,6.50
6.49,6.50,6.50,6.48
6.62,6.51,6.62,6.51
6.55,6.56,6.57,6.55
6.62,6.60,6.65,6.58
6.62,6.62,6.62,6.62
6.64,6.63,6.66,6.56
6.68,6.68,6.68,6.68
6.70,6.58,6.70,6.51
6.58,6.58,6.58,6.58
6.52,6.52,6.52,6.52
6.52,6.43,6.56,6.43
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.46,6.48,6.51,6.45
6.48,6.48,6.48,6.48
6.51,6.50,6.51,6.50
6.50,6.50,6.50,6.50
6.55,6.55,6.55,6.55
6.55,6.55,6.55,6.55
6.60,6.60,6.70,6.60
6.60,6.60,6.60,6.60
6.60,6.55,6.61,6.55
6.58,6.35,6.58,6.28
6.55,6.40,6.55,6.40
6.30,6.25,6.30,6.25
6.40,6.30,6.40,6.30
6.35,6.50,6.50,6.30
6.45,6.40,6.45,6.40
6.50,6.50,6.50,6.40
6.60,6.90,7.20,6.55
6.71,6.95,7.00,6.70
6.65,6.70,6.93,6.40
6.90,6.90,6.90,6.90
6.70,6.65,6.70,6.65
6.65,6.75,6.75,6.65
6.86,6.80,6.91,6.75
6.87,6.75,7.12,6.65
6.65,6.65,6.65,6.65
6.65,6.65,6.65,6.65
6.60,6.50,6.60,6.50
6.83,6.60,6.83,6.60
6.60,6.50,6.60,6.50
6.55,6.50,6.60,6.50
6.50,6.60,6.60,6.50
