MTX,Minerals Technologies Inc. Common Stock,NASDAQ
79.45,79.90,80.05,77.90
80.05,82.00,82.00,79.00
82.00,82.90,83.20,80.75
83.10,81.60,83.20,81.10
81.70,80.65,81.85,80.20
81.05,79.95,81.45,78.85
79.40,78.90,80.10,78.75
78.65,80.45,80.50,78.20
80.75,82.00,82.65,80.65
82.10,81.35,82.10,79.45
81.90,80.90,82.25,80.55
80.95,79.75,80.95,79.70
79.50,78.40,80.25,78.25
78.35,79.30,79.40,78.15
79.75,79.70,80.00,78.95
79.90,77.95,80.60,77.80
78.10,78.25,79.15,77.35
78.70,77.25,79.00,76.95
78.35,77.75,79.30,76.90
78.40,79.00,79.15,78.25
78.80,77.60,79.05,77.00
77.95,77.05,78.35,76.90
76.75,76.45,78.15,76.05
76.65,77.35,78.47,76.30
77.30,78.45,78.70,76.90
78.45,78.10,78.45,75.85
78.10,79.00,79.30,78.10
