NSYS,Nortech Systems Incorporated - Common Stock,NASDAQ
3.93,4.04,4.05,3.93
4.00,4.04,4.05,3.95
4.05,3.98,4.05,3.98
4.05,3.83,4.05,3.83
3.89,3.92,3.96,3.89
3.95,3.93,3.95,3.92
3.93,3.93,3.94,3.93
3.87,3.83,3.90,3.83
3.81,3.81,3.81,3.80
3.84,3.84,3.84,3.84
3.84,3.84,3.84,3.84
3.78,3.77,3.84,3.76
3.75,3.85,3.95,3.75
3.77,3.94,3.94,3.77
3.95,3.79,3.95,3.78
3.81,3.77,3.85,3.76
3.77,3.76,3.77,3.75
3.80,3.89,3.89,3.67
3.79,3.77,3.99,3.77
3.81,3.80,3.82,3.80
3.95,3.90,3.96,3.90
3.91,3.81,3.91,3.74
3.71,3.85,3.87,3.71
3.87,3.83,3.98,3.80
3.83,3.80,3.92,3.75
3.87,3.82,3.87,3.82
3.84,3.85,3.88,3.82
