ZIXI,Zix Corporation - Common Stock,NASDAQ
4.41,4.45,4.45,4.39
4.42,4.49,4.54,4.42
4.50,4.60,4.60,4.50
4.62,4.66,4.67,4.62
4.66,4.64,4.66,4.56
4.60,4.42,4.63,4.39
4.42,4.39,4.44,4.35
4.41,4.39,4.53,4.35
4.42,4.42,4.51,4.35
4.46,4.64,4.65,4.45
4.70,4.98,4.98,4.65
4.99,5.05,5.08,4.91
5.03,4.97,5.05,4.86
4.96,4.98,5.00,4.89
4.97,5.00,5.08,4.97
5.03,4.99,5.06,4.91
5.00,4.97,5.03,4.90
5.02,4.94,5.02,4.89
5.00,4.96,5.03,4.85
4.98,5.00,5.03,4.94
5.01,4.91,5.04,4.88
4.93,4.90,4.93,4.84
4.97,4.93,5.00,4.86
4.94,4.96,5.00,4.92
4.96,4.98,5.00,4.90
5.00,4.95,5.00,4.85
4.95,4.95,4.99,4.92
