IJK,iShares S&P Mid-Cap 400 Growth ETF,NASDAQ
132.78,131.05,132.96,131.05
129.42,127.38,129.89,127.00
127.50,126.77,127.97,125.59
125.18,125.20,126.35,123.84
126.18,126.76,127.09,125.49
127.62,127.46,127.93,126.83
128.57,129.22,129.52,128.33
128.97,128.83,129.67,128.34
129.40,130.16,131.12,129.00
130.57,129.83,131.14,129.22
129.41,130.14,130.49,129.20
131.43,131.87,131.88,129.92
132.41,132.01,132.78,131.84
133.06,133.36,133.53,132.25
133.37,133.27,133.64,132.67
134.86,135.49,135.51,134.59
135.47,135.81,136.11,135.37
136.17,136.05,136.44,135.55
136.22,135.10,136.35,134.88
135.81,135.68,136.04,135.27
136.67,136.60,136.95,135.91
136.42,137.00,137.09,136.42
137.22,137.57,137.63,136.96
138.03,137.55,138.03,137.17
138.08,136.40,138.22,136.21
136.32,137.00,137.05,135.82
135.89,136.13,136.22,135.45
135.73,135.54,136.40,135.17
136.16,136.21,136.59,135.76
136.58,136.79,137.78,136.38
138.02,139.80,140.20,138.02
139.64,139.39,139.64,138.89
139.29,139.40,139.62,138.97
138.95,137.88,139.09,137.56
137.43,136.72,137.68,136.43
137.18,137.50,137.74,136.77
137.47,137.54,138.02,136.97
136.73,137.99,138.28,136.64
138.21,137.92,138.21,136.79
137.63,136.69,137.71,136.69
136.16,134.07,136.16,133.85
133.92,133.83,134.78,133.71
133.66,133.03,134.26,133.01
133.00,134.70,135.00,133.00
134.06,133.81,135.15,133.43
133.98,135.18,135.54,133.98
135.66,135.27,135.76,134.40
135.50,135.38,136.18,135.12
133.86,132.46,134.23,132.44
132.46,132.92,133.45,132.23
132.64,133.73,134.31,132.64
133.97,131.69,133.97,131.56
133.60,131.87,134.04,130.56
132.05,133.47,133.62,131.46
133.61,133.86,134.37,133.54
134.52,134.13,134.98,132.62
134.67,136.33,136.39,134.63
137.31,137.84,137.84,136.77
137.82,137.95,137.95,137.14
138.00,137.59,138.33,137.32
137.77,137.66,137.96,137.00
139.60,138.40,139.68,138.19
138.36,139.61,139.61,138.36
139.50,141.05,141.23,138.65
141.65,140.84,141.65,140.64
141.22,139.69,141.22,139.64
139.50,138.80,139.60,138.18
138.65,138.75,139.62,137.95
138.87,138.66,139.51,138.16
138.70,139.58,139.91,138.70
138.92,139.09,139.40,138.59
137.64,139.11,139.46,137.51
139.08,141.30,141.63,138.80
140.57,140.84,141.03,139.72
140.65,139.69,140.78,138.51
139.80,140.47,140.79,139.61
139.37,138.88,140.01,138.67
138.71,136.57,139.07,136.55
136.87,136.17,136.87,135.26
137.87,139.30,139.30,137.58
139.05,140.49,140.49,138.86
139.72,141.05,141.11,139.50
140.85,139.56,141.96,139.33
140.66,141.42,141.45,140.37
140.88,142.42,142.50,140.86
143.25,143.88,143.89,142.68
144.26,144.00,144.27,143.53
144.67,144.54,145.24,143.76
143.90,143.46,143.90,142.76
143.85,143.88,144.11,143.23
144.06,144.00,144.11,143.19
144.00,143.85,144.30,143.18
144.39,144.60,144.60,143.54
144.84,143.54,144.89,143.08
143.42,143.48,144.58,143.00
143.87,143.89,144.43,142.76
144.59,144.91,144.94,143.83
144.50,143.97,144.52,143.57
144.60,143.76,144.89,143.45
144.34,141.08,144.37,140.98
141.14,143.07,143.12,141.14
143.05,143.76,143.79,142.88
143.39,143.56,143.61,142.88
142.89,145.10,145.11,142.72
145.24,145.75,145.82,144.70
146.10,146.36,146.36,145.67
146.74,145.34,146.74,144.94
145.28,144.18,145.53,143.84
144.51,143.83,144.87,143.34
144.35,145.73,145.73,144.35
145.93,146.03,146.15,145.50
146.40,145.77,146.49,145.50
146.06,146.08,146.41,145.59
146.33,146.58,146.58,146.00
146.70,145.77,146.70,145.77
145.80,145.86,147.08,145.09
145.38,145.30,146.04,144.69
144.82,145.09,145.73,143.69
144.78,145.27,145.31,144.38
146.61,146.37,146.86,145.88
146.67,146.48,147.12,146.29
146.28,146.23,147.20,146.10
146.46,143.87,146.46,143.69
143.88,143.96,144.33,143.44
144.07,144.34,144.98,143.82
145.20,145.52,145.82,145.13
145.58,145.67,145.92,144.79
145.91,147.61,147.62,144.55
147.37,146.47,147.37,146.20
146.63,147.97,148.23,146.53
148.50,148.88,148.88,148.13
148.99,149.24,149.40,148.99
149.97,149.37,150.12,149.34
149.50,149.25,150.06,149.19
149.44,149.59,149.83,149.17
149.73,150.19,150.47,149.71
149.80,148.45,149.81,148.01
148.67,149.13,149.45,148.63
149.70,147.99,149.76,147.88
148.49,149.17,149.57,148.37
149.38,149.70,149.88,148.69
150.19,149.84,150.46,149.05
150.00,150.85,150.90,149.82
150.75,148.54,150.97,148.18
149.08,150.55,150.60,148.60
150.80,151.20,151.33,150.72
151.07,151.09,151.28,150.76
150.95,150.42,151.15,150.27
151.37,150.82,151.61,150.04
151.12,151.82,151.99,150.85
151.20,150.62,151.28,149.92
149.75,146.43,149.75,146.42
146.52,144.84,146.80,143.77
145.07,146.25,146.44,144.35
145.12,144.73,146.11,144.47
145.76,147.16,147.42,145.76
144.85,146.31,147.36,144.81
146.13,140.69,146.26,140.69
141.45,142.80,142.95,140.80
142.02,142.20,142.65,140.52
143.30,144.44,144.58,143.20
145.18,146.33,146.41,144.92
146.35,146.62,146.64,145.61
146.89,148.11,148.40,146.64
148.45,149.30,149.48,148.45
148.24,150.45,150.70,148.20
150.44,150.72,150.85,149.89
151.05,151.85,152.05,150.60
151.59,150.68,152.12,150.55
150.80,151.98,152.05,150.41
152.35,152.17,152.63,151.69
152.33,152.95,153.92,152.24
152.77,152.53,153.72,152.15
152.85,153.43,154.13,152.53
153.11,153.88,153.88,152.69
153.95,154.26,155.11,153.26
152.95,153.19,153.83,151.90
154.70,156.02,156.26,154.70
155.98,155.40,156.16,155.28
155.93,155.53,156.15,155.33
156.24,155.68,156.24,155.00
155.36,154.80,155.61,154.12
155.13,153.77,155.65,153.27
153.00,153.92,154.00,152.25
154.55,151.84,154.67,151.30
151.45,152.39,153.03,151.45
153.52,153.55,154.50,153.11
154.03,155.28,155.39,153.89
155.35,154.26,155.44,153.42
153.95,154.80,154.85,153.38
155.47,154.08,155.85,154.00
154.56,152.69,155.09,151.57
153.14,152.40,153.80,151.79
153.43,150.29,153.50,150.23
150.50,149.93,150.74,149.26
150.10,150.70,151.99,150.01
151.90,152.92,153.30,151.19
153.40,154.70,154.78,153.39
154.96,155.10,155.47,154.72
155.36,154.03,155.44,153.51
154.92,151.05,155.22,150.71
150.79,148.03,150.93,147.37
147.89,148.87,149.16,147.10
149.37,150.73,150.74,148.78
150.50,146.82,150.64,146.41
146.19,144.90,147.02,144.60
145.83,145.37,146.47,144.20
145.77,146.25,146.79,143.43
147.34,148.23,148.27,146.79
148.10,148.82,149.28,147.90
148.95,149.33,149.55,148.27
149.71,150.49,150.89,149.57
150.50,149.89,150.79,149.79
150.75,149.87,150.75,148.46
149.42,147.78,149.49,147.54
148.30,146.88,148.76,145.05
147.61,147.94,148.28,147.26
147.69,148.67,148.81,146.93
148.64,149.09,150.26,148.24
149.37,149.52,150.58,148.96
148.93,149.66,150.13,147.86
149.63,148.37,149.72,148.17
148.50,148.70,148.86,146.43
148.27,147.70,150.00,147.43
147.67,148.21,148.21,146.68
148.71,150.72,150.93,148.71
150.80,149.94,151.17,149.89
149.62,148.63,150.07,148.47
148.00,147.43,148.00,145.59
147.83,148.30,148.30,146.71
148.02,149.41,149.86,147.75
149.22,147.83,149.22,147.08
148.18,148.80,149.18,147.90
149.07,149.84,150.49,148.90
149.91,150.98,151.10,149.75
151.77,152.00,152.40,151.48
152.07,151.44,152.14,150.97
151.84,151.92,152.11,151.19
151.93,151.49,152.10,151.05
151.82,151.89,151.96,150.34
151.68,151.77,152.14,151.05
151.60,152.30,152.35,151.16
152.95,153.76,154.06,151.90
154.28,155.00,155.23,154.11
154.82,155.56,156.20,154.63
155.41,154.86,155.41,154.53
154.31,154.52,154.67,153.86
154.44,153.67,154.57,153.22
153.69,153.92,154.28,153.05
153.75,153.97,154.41,153.27
153.83,155.35,156.14,153.63
155.30,155.99,156.08,154.82
156.39,156.03,156.39,155.41
156.11,156.51,156.64,155.99
156.77,156.36,157.03,156.09
156.08,154.74,157.00,154.71
154.75,155.96,156.08,154.60
156.00,155.64,156.05,154.51
155.25,156.37,156.50,155.25
156.50,157.08,157.18,156.09
157.60,158.70,159.56,157.60
158.76,157.68,158.90,157.57
158.41,158.73,158.76,158.21
158.38,157.02,158.38,156.91
156.90,155.60,157.10,154.78
155.96,155.98,156.19,155.44
153.91,154.72,155.46,153.11
154.54,154.44,154.87,154.05
155.68,155.33,155.76,155.09
155.19,154.64,155.75,153.70
155.53,154.43,155.53,153.88
153.97,152.76,154.69,152.57
153.02,154.68,154.77,153.00
154.16,154.04,154.44,153.53
154.74,155.11,155.65,154.74
155.36,154.95,155.36,154.45
155.10,155.19,155.82,155.10
154.82,154.37,155.12,154.19
154.63,153.91,154.63,152.96
154.05,153.37,154.83,153.31
153.90,153.75,154.30,153.09
152.45,150.41,152.96,150.41
150.49,150.06,150.73,148.71
150.46,151.02,151.15,149.16
150.43,150.34,151.45,149.55
149.64,150.41,151.22,149.52
150.94,149.79,151.33,149.40
150.12,151.40,151.42,149.65
152.15,152.26,153.09,151.83
151.91,151.24,152.58,150.72
151.83,152.50,152.74,151.56
152.76,153.11,153.24,152.56
153.81,153.03,153.87,151.80
154.14,155.05,155.13,153.92
155.43,156.03,156.04,155.35
155.69,156.30,156.38,155.41
156.43,156.59,156.79,155.65
156.41,156.47,156.96,156.01
157.31,157.11,157.45,156.72
157.41,157.59,157.90,157.26
157.71,157.23,157.84,157.06
156.61,156.96,157.30,156.05
157.48,157.83,158.00,156.76
158.28,158.64,159.13,157.95
159.23,158.25,159.33,157.94
158.34,157.68,158.93,157.31
157.65,158.27,158.29,156.90
158.15,158.39,158.68,157.64
158.23,157.08,158.23,156.98
157.15,157.51,157.67,156.41
156.81,158.15,158.18,156.81
158.07,157.00,158.10,156.67
157.06,156.24,157.06,155.76
155.94,157.14,157.43,155.86
157.19,156.96,157.80,156.46
157.62,157.69,157.92,157.20
158.55,156.89,158.55,156.39
156.58,154.64,156.58,154.39
154.26,153.49,154.89,153.48
153.19,154.04,154.28,152.66
153.56,151.90,153.59,151.58
152.17,153.08,153.22,151.89
151.54,152.91,153.09,151.25
153.05,151.45,153.05,151.45
151.22,149.31,151.60,149.05
149.22,149.80,150.17,147.53
150.81,151.00,151.45,150.25
151.54,150.45,151.61,150.18
149.84,148.00,149.97,148.00
148.13,150.06,150.09,146.69
149.82,146.48,149.82,146.43
146.33,143.58,146.74,143.57
143.66,141.25,144.20,141.19
142.04,142.62,144.12,141.74
140.71,142.56,143.49,139.15
140.35,144.22,144.54,140.10
145.97,145.57,146.45,144.78
145.09,146.86,146.86,145.09
147.91,150.43,150.49,147.75
150.62,148.60,150.99,148.57
149.98,151.03,151.91,149.78
151.08,151.68,151.74,150.42
151.02,151.62,151.68,150.16
152.21,154.33,154.38,152.10
154.53,154.10,154.91,152.77
153.63,154.46,154.79,152.90
155.84,156.18,156.37,155.05
156.74,156.67,157.39,156.32
156.29,156.02,156.63,155.47
156.86,156.46,157.37,156.02
156.56,158.03,158.03,156.56
157.37,157.76,158.00,157.10
157.84,158.39,158.60,157.84
158.57,158.59,158.82,158.09
158.14,159.00,159.17,157.94
159.18,158.43,159.43,158.04
158.36,158.57,159.23,158.29
158.26,158.07,158.51,157.87
158.31,158.92,159.50,158.25
158.82,158.52,158.89,157.55
157.95,159.22,159.26,157.77
160.82,159.92,160.84,159.56
160.38,161.25,161.25,160.19
161.51,161.17,161.94,160.58
161.22,161.22,161.54,160.96
160.97,160.04,161.07,159.93
159.73,157.69,159.73,157.68
157.90,158.60,158.93,157.90
158.60,159.92,160.13,158.52
159.66,159.54,159.90,159.01
159.82,160.06,160.38,159.64
160.03,158.77,160.92,158.18
157.26,159.62,159.66,156.81
159.17,156.32,159.24,156.32
157.13,157.29,158.71,157.13
155.99,155.16,156.73,155.16
156.16,154.09,156.26,153.54
153.71,153.65,155.89,152.89
154.21,157.25,157.31,153.60
159.29,159.95,159.98,158.27
160.32,160.20,160.75,159.50
160.20,161.17,161.17,160.20
161.52,161.40,161.97,161.01
161.50,161.38,161.68,160.84
161.81,161.80,162.24,161.56
161.70,162.19,162.47,161.43
162.06,161.56,162.33,161.52
162.12,159.67,162.49,159.67
160.66,159.88,160.97,158.65
158.87,158.02,159.28,157.69
158.16,156.69,158.46,155.79
157.65,158.85,158.89,157.22
160.00,161.19,161.41,159.79
161.46,160.33,161.46,159.83
160.89,159.79,160.89,159.24
160.68,159.76,162.42,158.33
158.26,159.27,159.51,157.83
159.76,157.82,159.77,157.59
157.46,159.98,160.07,157.40
160.00,159.90,160.72,158.51
159.50,160.59,160.85,159.09
161.48,163.44,163.44,160.36
163.42,163.07,163.88,163.00
163.07,164.86,164.86,162.45
163.37,163.63,164.29,162.40
164.55,161.97,164.55,161.69
162.04,163.51,163.55,161.10
162.09,160.85,162.74,160.71
161.41,161.64,161.64,158.56
162.32,164.01,164.04,161.99
163.25,163.60,164.44,163.19
164.16,164.97,165.03,164.03
165.38,164.00,165.38,163.39
163.37,162.98,163.98,162.72
164.00,164.53,164.64,162.73
164.14,164.68,165.06,163.70
165.50,166.11,166.21,164.80
166.33,166.93,166.99,165.79
166.95,166.90,167.36,166.40
166.55,167.77,167.77,166.46
167.53,167.37,167.76,167.22
167.24,168.90,168.91,166.51
168.63,169.16,169.16,168.31
169.01,169.03,169.09,168.38
168.88,168.81,169.35,168.47
168.73,168.47,168.82,168.08
168.25,167.96,168.72,167.92
168.11,169.60,169.64,168.11
169.17,168.66,169.20,167.86
167.88,167.86,168.27,167.34
168.12,168.33,168.54,167.81
167.56,166.14,167.72,165.87
166.62,167.03,167.36,166.51
165.74,165.22,165.89,165.10
165.61,166.55,166.60,165.18
167.31,168.58,168.67,167.31
168.23,167.60,168.48,166.67
168.33,170.04,170.11,168.33
169.62,170.18,170.39,169.40
169.96,171.86,172.42,169.43
171.50,171.82,172.02,171.30
172.50,173.64,173.85,172.25
173.85,173.19,173.85,173.19
173.39,172.36,173.39,172.28
172.18,168.93,172.18,168.83
168.26,168.64,169.26,167.49
168.87,169.85,169.93,168.57
170.96,172.07,172.33,170.90
171.44,171.51,172.14,170.93
171.44,170.78,171.44,169.51
171.00,171.29,171.94,170.49
170.74,172.28,172.51,170.48
172.32,170.82,172.41,170.82
171.32,172.09,172.21,170.84
172.39,171.86,172.59,170.78
172.34,172.29,172.56,171.95
172.47,171.53,172.80,171.49
171.80,171.35,171.91,170.35
172.03,171.69,172.28,171.67
171.39,171.66,171.96,170.90
170.56,169.78,170.63,169.08
170.79,171.32,171.46,170.56
171.85,171.79,172.16,171.54
171.68,172.12,172.21,171.08
172.16,173.10,173.35,172.07
173.20,172.34,173.24,172.22
172.92,170.68,172.92,170.44
170.50,170.79,171.11,169.01
169.72,169.33,170.18,168.59
168.87,167.13,169.08,166.58
167.55,168.95,169.25,167.41
169.50,169.67,170.39,169.28
169.45,167.36,169.78,167.07
167.87,167.36,168.17,166.54
167.51,168.54,168.95,167.46
169.79,169.95,171.08,169.79
169.78,169.64,170.45,169.50
168.91,169.17,169.68,167.38
169.74,169.28,170.19,169.14
170.05,171.37,171.37,169.69
171.58,171.46,171.63,170.84
171.30,172.94,172.98,171.03
173.20,172.81,173.24,172.51
172.88,172.79,173.39,172.41
172.83,172.91,173.13,172.45
172.83,172.93,173.26,172.64
172.46,171.26,172.47,170.87
171.66,172.89,172.94,171.29
172.60,172.54,172.79,171.94
172.43,171.36,172.45,170.99
171.85,171.91,172.44,170.78
171.38,171.68,172.24,170.98
172.16,172.43,173.15,171.73
172.10,171.03,172.11,170.84
170.72,171.47,171.57,169.54
171.27,170.16,171.44,170.16
170.22,169.67,170.25,168.79
170.29,171.37,171.74,170.16
171.82,172.44,172.44,171.68
171.90,171.89,172.34,171.63
170.88,170.99,171.24,169.73
170.78,172.12,172.28,170.78
172.53,172.31,172.83,171.51
172.77,174.05,174.50,172.77
174.01,173.78,174.30,173.69
174.67,174.41,174.76,174.14
174.53,174.35,174.83,174.04
173.73,172.26,173.96,172.06
172.69,172.03,172.80,171.62
172.32,172.31,172.62,171.67
171.01,168.80,171.85,168.65
170.00,169.50,170.24,168.92
170.96,170.41,170.96,169.76
170.81,170.19,171.02,169.59
168.72,169.63,170.68,168.67
170.15,170.72,170.80,167.93
169.39,168.52,170.08,167.97
170.20,168.77,170.33,168.65
170.46,170.71,170.91,170.01
171.80,172.30,172.50,171.79
172.25,173.07,173.35,172.23
173.08,172.30,173.13,172.14
173.06,173.13,173.25,172.76
173.00,172.01,173.03,171.65
172.12,172.43,172.78,171.94
172.59,171.32,172.84,171.14
171.15,172.06,172.18,171.01
172.54,170.93,172.72,170.66
170.90,169.59,171.12,169.23
168.84,168.39,169.11,168.24
169.21,170.14,170.21,168.11
170.46,172.07,172.25,170.16
172.35,172.73,172.87,171.28
173.12,173.28,174.09,172.99
173.80,173.13,173.80,172.21
173.00,172.87,173.84,172.51
173.67,173.73,174.68,173.39
173.95,171.28,173.95,170.42
171.19,171.43,171.43,170.38
172.23,173.42,173.64,172.23
172.18,171.86,172.85,171.26
170.88,171.32,171.50,168.73
171.33,171.80,172.53,171.00
171.72,172.87,173.00,171.33
172.64,174.65,174.65,172.02
174.40,173.75,174.61,173.66
172.99,172.16,173.32,171.61
170.71,168.20,171.14,168.08
166.85,163.90,167.10,163.89
156.57,157.37,162.21,126.00
158.94,155.93,162.71,155.72
157.48,159.85,160.26,155.77
161.44,163.37,163.78,160.70
163.07,163.76,164.21,162.77
163.34,161.89,163.85,161.84
160.28,157.55,160.28,157.22
159.12,160.27,160.27,158.12
160.66,160.96,162.43,160.62
159.50,159.17,160.30,158.46
161.13,163.03,163.16,160.94
164.70,161.32,164.70,161.13
160.90,161.52,163.19,160.90
161.17,163.05,163.05,160.87
163.35,162.36,163.35,162.16
162.82,164.15,164.40,162.42
164.32,165.40,165.50,163.82
165.39,165.67,167.90,165.13
163.84,163.43,165.30,163.22
164.16,164.22,166.02,163.72
162.68,162.08,163.03,161.42
162.55,161.88,162.79,161.32
160.85,160.66,160.99,159.42
161.46,159.86,161.68,159.20
159.21,155.38,159.33,154.71
155.48,155.15,156.49,154.38
156.50,157.09,157.36,155.48
157.26,156.76,157.35,155.22
155.42,158.82,158.82,154.50
159.88,161.55,161.72,159.88
161.27,160.04,161.87,159.58
160.78,162.02,162.04,160.21
161.84,163.38,163.76,161.43
163.71,164.17,164.32,163.21
164.32,164.42,164.60,163.84
163.62,162.59,164.83,162.52
162.68,161.09,163.27,161.05
161.68,163.31,163.37,160.85
163.62,163.69,163.88,162.84
163.17,164.68,164.98,163.17
164.40,164.21,165.06,163.79
164.54,162.53,164.60,162.34
163.26,163.57,164.08,162.60
164.08,164.07,164.48,162.93
164.21,164.12,164.28,163.30
163.68,163.16,164.11,162.16
163.34,166.00,166.00,162.97
165.35,165.28,165.61,164.85
165.45,165.15,165.92,165.09
165.29,167.46,167.58,165.27
167.23,167.06,167.68,166.32
167.58,166.77,167.66,166.43
167.03,167.09,167.31,165.90
166.57,166.64,166.87,165.50
166.42,165.26,166.45,164.06
164.77,166.08,166.08,164.66
166.33,165.31,166.36,165.22
164.42,162.28,164.44,162.24
162.01,160.71,162.11,160.48
160.57,162.54,162.56,160.43
162.69,162.30,163.86,162.11
162.86,164.93,165.00,162.61
164.94,164.82,165.23,164.35
165.26,165.74,166.29,165.11
165.58,166.26,167.01,165.58
165.48,166.86,167.23,164.78
166.81,167.58,167.77,166.81
167.70,168.33,168.51,167.19
168.88,167.18,168.88,167.08
168.04,168.57,168.65,167.50
168.63,167.03,168.77,166.83
167.56,163.88,167.56,163.30
164.03,166.20,166.33,163.96
165.82,165.06,165.94,164.35
163.90,164.27,164.73,163.35
163.70,162.02,165.10,161.67
162.23,162.37,163.28,161.85
160.69,160.19,161.41,159.65
160.07,159.56,161.08,158.33
160.51,161.22,161.63,160.42
162.08,163.04,163.42,161.05
163.56,161.15,163.56,161.09
160.55,159.06,160.62,159.04
159.93,160.02,160.52,159.07
160.66,161.31,161.62,159.67
162.20,162.70,162.75,161.78
162.25,162.42,162.88,161.72
161.71,162.74,162.74,161.00
163.65,163.90,164.35,163.11
163.49,162.67,164.13,162.67
162.42,160.96,163.03,160.96
158.45,158.19,158.50,157.03
158.69,158.54,159.16,157.96
156.58,156.81,157.76,155.97
154.34,153.08,155.29,152.90
153.87,151.05,154.07,150.88
151.76,150.35,151.93,149.09
151.56,151.58,152.02,149.70
152.05,147.42,152.23,147.00
147.99,148.87,149.78,145.98
145.61,147.03,147.26,144.30
148.31,146.67,148.73,145.57
144.84,146.03,147.51,141.41
146.40,145.92,148.04,145.29
147.86,149.56,149.58,147.80
149.02,146.80,149.07,146.57
147.29,149.42,149.44,147.13
148.95,147.55,150.12,146.92
148.57,146.88,148.71,146.40
147.57,151.65,151.66,147.57
150.64,151.96,152.63,150.28
150.56,148.77,150.70,148.32
149.87,148.98,150.06,146.50
148.50,149.44,150.32,148.12
149.08,145.66,149.09,145.40
144.06,142.38,144.06,140.56
140.87,142.39,143.53,140.66
143.22,143.37,145.71,143.22
141.02,141.53,142.42,140.36
142.59,144.12,144.25,142.20
145.73,147.43,147.52,145.34
148.39,149.56,150.01,148.12
149.68,148.57,149.68,148.17
147.97,149.12,149.12,147.45
150.59,150.97,151.46,150.22
150.39,149.96,150.95,149.69
148.80,150.93,151.15,148.00
151.56,152.91,152.94,151.17
153.52,153.48,153.87,152.91
153.48,152.52,154.15,152.51
153.54,156.09,156.09,153.07
155.96,156.93,156.93,155.54
156.74,158.05,158.05,156.35
158.19,158.84,159.18,157.66
157.96,158.84,159.02,157.75
157.96,156.32,157.96,156.22
156.87,156.66,156.96,155.77
157.07,156.00,157.77,154.60
157.30,158.85,158.94,157.21
158.43,158.31,158.66,157.88
157.46,157.23,157.75,157.05
156.84,158.55,158.77,156.60
158.35,159.49,159.91,157.77
159.50,160.59,161.08,159.26
160.43,160.59,160.86,160.10
159.97,160.71,161.18,159.62
160.04,158.80,160.04,158.80
158.03,158.59,158.60,157.35
158.90,159.25,159.62,158.29
158.99,162.34,162.35,158.99
163.03,162.25,163.15,162.01
162.32,162.61,163.10,162.18
161.65,163.74,163.76,161.48
163.47,162.24,163.48,162.12
161.13,160.68,161.52,160.55
160.94,162.94,162.97,160.89
162.02,160.90,162.27,160.09
161.86,161.48,162.50,161.07
162.19,160.87,162.83,160.87
161.10,162.12,162.35,160.50
162.93,164.99,165.05,162.93
165.01,164.62,165.26,164.43
164.34,165.47,165.47,164.34
164.86,166.13,166.30,164.70
166.56,166.33,166.90,165.58
166.52,166.60,167.36,165.83
166.85,165.55,167.24,165.36
165.51,166.47,166.57,165.30
166.12,165.81,166.26,165.27
166.27,166.87,167.02,165.78
167.01,167.24,167.39,166.16
166.29,164.81,166.90,164.51
164.13,163.59,164.30,162.53
164.08,165.34,165.39,164.00
164.32,163.60,164.32,162.78
162.76,163.17,164.02,162.74
163.76,163.27,163.90,163.03
162.78,163.89,164.02,162.14
163.86,164.79,165.40,163.86
165.41,166.43,166.43,165.13
166.14,164.63,166.32,164.60
165.23,164.78,165.55,163.71
164.43,163.61,164.68,162.96
163.86,165.00,165.52,163.77
164.65,162.97,164.85,162.44
162.48,163.08,164.28,162.13
161.96,162.40,163.02,161.12
163.13,164.63,164.82,162.97
164.47,164.24,164.92,164.15
165.11,167.48,167.53,165.11
167.94,167.64,168.10,167.38
167.66,167.66,168.14,167.30
167.73,169.23,169.24,167.73
169.52,169.05,169.60,168.54
168.36,169.67,169.71,168.13
169.31,170.56,170.56,169.09
170.36,169.64,170.37,168.58
169.90,170.39,170.80,169.63
170.44,170.87,171.29,170.27
170.79,171.59,171.83,170.79
171.10,171.36,171.49,170.63
169.88,169.06,170.03,168.65
168.41,167.32,169.04,167.21
166.92,166.94,167.30,166.15
167.42,167.08,168.11,167.00
166.30,167.13,167.20,165.11
167.11,166.38,167.11,165.79
168.22,168.20,169.28,168.13
167.95,167.82,168.27,167.28
168.01,167.54,168.69,167.46
168.92,170.39,170.39,168.92
164.08,163.95,166.58,163.42
162.29,159.84,162.29,158.83
161.11,162.97,163.06,160.88
164.63,166.02,166.14,164.63
166.30,169.11,169.16,165.89
169.00,169.32,170.20,168.73
168.71,167.98,169.03,167.13
167.42,169.00,169.04,167.18
169.52,169.63,170.20,169.04
171.01,172.58,172.74,171.01
173.21,173.48,173.90,173.13
174.45,174.58,175.07,173.92
175.19,174.23,175.21,174.02
175.35,174.55,175.35,174.37
174.90,174.38,175.09,174.02
174.38,174.51,174.95,174.09
174.24,174.48,174.65,173.96
174.99,175.50,175.75,174.63
175.41,174.58,175.57,174.23
174.60,175.93,176.12,174.48
175.80,175.63,176.05,175.17
175.54,176.14,176.25,175.27
176.28,175.46,176.32,175.03
175.62,176.20,176.51,175.14
176.01,176.67,177.31,175.68
176.82,176.97,177.66,176.40
176.86,174.95,177.03,174.63
174.86,175.73,175.73,174.50
175.99,175.75,176.41,175.53
176.59,177.25,177.51,176.43
177.43,177.01,177.58,176.79
177.05,177.30,177.57,177.00
177.42,176.99,177.42,176.69
177.53,177.16,177.62,176.62
176.97,177.15,177.46,176.70
177.51,178.11,178.33,177.51
177.49,176.32,177.49,176.24
176.31,175.98,176.34,174.86
175.85,176.86,176.86,175.85
176.39,176.96,177.07,176.07
176.75,177.21,177.24,176.38
177.97,178.05,178.49,177.85
177.91,176.99,178.07,176.71
176.59,177.51,177.94,176.59
177.74,177.14,178.65,176.21
177.38,178.33,178.77,177.38
178.49,178.43,178.64,177.75
178.18,177.80,178.26,177.01
177.81,177.97,178.27,176.82
178.75,179.66,179.66,178.73
179.83,178.99,179.88,178.51
179.00,179.69,179.69,178.63
179.28,178.54,179.28,178.54
177.12,173.62,177.22,173.62
172.78,175.79,175.95,172.58
174.62,172.91,174.89,172.25
173.14,172.69,173.59,172.33
172.65,174.43,174.60,172.50
173.78,173.55,174.08,173.05
174.15,174.49,175.56,173.81
175.23,173.95,175.41,173.95
174.44,175.54,175.71,173.52
176.64,177.48,177.63,176.64
177.10,176.33,177.20,176.32
174.87,174.76,175.34,174.70
174.70,175.08,175.32,174.29
175.17,175.73,175.79,174.06
175.49,173.40,175.49,173.05
174.24,174.73,175.36,173.77
174.06,173.52,174.50,173.32
173.60,172.82,174.09,172.21
173.44,173.26,174.11,173.25
172.81,173.64,173.76,172.37
173.73,172.66,174.00,171.81
173.54,173.88,174.80,173.54
173.39,171.00,173.64,170.31
171.09,171.56,171.92,170.68
170.41,171.04,171.40,169.35
171.79,170.94,172.41,170.90
171.07,170.74,171.39,170.60
172.24,171.82,172.47,171.58
171.90,172.34,172.52,171.22
171.77,171.34,172.13,170.71
170.40,171.33,171.35,170.00
172.28,172.49,173.25,172.23
172.21,170.97,172.21,170.80
170.04,169.58,170.26,169.29
169.92,167.81,169.99,167.44
167.88,167.96,169.18,167.75
168.24,168.92,169.28,168.07
169.34,167.16,169.34,166.32
166.89,165.68,167.15,165.59
165.84,165.00,166.20,164.80
165.16,165.33,166.65,164.84
167.82,168.71,168.79,167.72
168.31,169.23,169.97,167.98
167.40,171.12,171.49,166.97
172.28,171.18,173.07,170.41
171.17,172.83,172.94,170.96
173.89,174.98,175.05,173.84
175.14,175.69,176.02,174.43
175.80,175.97,176.13,175.07
176.41,177.51,177.56,175.98
177.87,177.63,177.87,177.28
178.18,178.49,178.71,177.77
178.97,179.43,179.50,178.37
179.11,180.01,180.01,178.94
180.39,180.77,180.77,180.38
180.63,179.64,180.63,179.48
179.71,180.39,180.89,179.71
180.81,178.66,180.81,178.66
179.23,177.69,179.23,177.05
