FXS,Guggenheim CurrencyShares Swedish Krona Trust,NASDAQ
105.35,105.42,105.45,105.35
105.87,106.46,106.46,105.87
106.23,106.23,106.23,106.12
106.99,106.99,106.99,106.89
106.00,105.90,106.00,105.86
105.90,105.90,105.90,105.90
105.42,105.61,105.67,105.35
106.25,105.77,106.26,105.77
105.80,104.37,105.96,104.37
103.43,103.08,103.43,103.08
103.13,103.05,103.20,103.05
103.28,103.24,103.28,103.24
102.80,103.50,103.50,102.80
104.73,105.11,105.11,104.73
105.41,105.25,105.41,105.25
105.25,105.25,105.25,105.25
104.43,104.84,105.01,104.43
105.41,105.41,105.41,105.34
106.00,106.10,106.10,106.00
106.94,106.34,106.94,106.34
105.69,105.60,105.70,105.56
106.29,106.14,106.35,105.95
106.75,107.35,107.41,106.75
106.76,107.00,107.00,106.76
106.78,106.78,106.78,106.78
106.84,106.49,106.84,106.49
106.11,107.00,107.17,106.11
108.31,108.13,108.45,108.13
108.39,108.61,108.61,108.39
