ERX,Direxion Energy Bull 3X Shares,NASDAQ
41.68,41.47,41.68,40.82
44.41,42.11,44.55,41.60
43.18,43.57,44.45,41.90
42.92,40.82,43.40,40.56
40.57,41.23,41.63,39.72
41.98,41.89,42.05,41.30
41.96,41.29,42.00,41.10
41.90,41.01,42.13,40.72
41.44,41.29,41.80,40.84
41.22,41.78,42.05,41.10
41.41,41.54,41.85,41.34
41.92,41.89,42.30,41.71
42.30,40.59,42.30,40.46
40.43,40.24,40.71,39.86
40.11,39.91,40.83,39.54
41.10,41.32,42.26,39.97
41.50,40.95,41.57,40.59
41.00,40.81,41.54,40.11
41.08,40.83,41.18,40.01
40.00,39.02,40.06,38.86
39.07,37.92,39.18,37.89
38.25,39.16,39.37,37.87
39.90,38.70,39.90,38.23
38.29,38.33,38.75,38.03
