EZJ,ProShares Ultra MSCI Japan,NASDAQ
74.47,71.09,74.55,70.81
76.30,76.28,76.79,73.22
72.06,72.43,72.89,70.02
73.06,73.96,74.26,72.41
73.28,73.21,73.56,72.51
75.40,76.90,77.35,75.40
77.40,78.05,79.15,77.34
79.89,80.43,80.93,79.62
82.11,81.35,83.05,80.80
80.40,81.33,81.58,80.13
83.82,83.65,83.88,81.95
81.81,82.59,83.21,81.50
83.51,83.13,83.72,82.92
82.86,82.92,84.00,82.61
85.40,87.43,87.45,85.38
86.30,87.50,87.57,86.30
88.05,88.73,88.80,87.82
88.02,87.39,88.18,87.21
89.04,88.94,89.25,88.27
89.49,89.87,89.89,89.29
87.92,88.37,88.67,87.77
87.84,88.77,88.97,87.77
89.36,89.33,89.54,88.55
87.91,87.27,88.00,86.37
83.52,84.24,84.53,82.96
81.01,80.37,81.33,79.73
77.44,76.59,77.71,76.38
79.32,78.28,79.32,78.02
77.60,77.68,78.47,77.41
83.41,82.30,83.53,82.21
83.68,84.72,85.27,83.62
84.51,85.10,85.12,84.14
85.71,85.27,85.88,85.26
83.20,82.35,83.40,82.17
81.44,81.48,81.88,80.00
81.73,81.53,81.85,81.09
80.73,81.18,81.20,80.73
82.12,82.60,82.85,80.80
82.25,81.76,82.28,81.59
80.29,79.46,80.29,79.20
79.80,79.34,80.35,79.30
80.24,79.07,80.24,78.74
77.55,77.75,78.38,77.12
76.29,75.42,76.74,75.06
76.76,76.50,77.40,76.50
78.65,78.93,78.93,78.44
77.27,77.19,77.89,77.14
76.57,75.55,77.20,75.38
75.62,75.90,76.65,75.61
75.79,76.46,76.81,75.67
73.80,72.85,73.80,72.48
77.16,76.23,77.22,75.95
77.26,78.53,78.98,77.26
77.69,78.54,78.57,77.54
77.60,78.83,79.24,77.49
81.01,82.67,82.84,81.01
83.64,84.07,84.29,83.41
81.03,82.80,82.85,81.03
82.09,81.80,82.57,81.63
82.51,82.80,82.80,81.92
84.94,84.65,85.30,84.41
83.10,84.10,84.11,83.10
84.50,89.08,89.36,84.38
88.90,88.62,89.10,86.18
87.84,86.88,87.84,86.76
86.99,87.31,87.47,86.31
87.42,87.74,88.12,87.20
86.89,87.35,87.61,86.89
89.14,89.91,90.00,89.02
88.13,88.57,89.00,87.86
86.19,87.34,87.34,86.10
85.73,86.43,87.13,85.51
84.85,85.68,85.68,83.90
85.02,84.22,85.02,83.78
83.25,84.89,84.89,83.00
81.00,81.38,82.06,81.00
81.85,80.72,81.85,80.62
83.76,84.53,84.77,82.95
85.92,86.86,87.31,85.92
86.32,87.49,87.49,86.32
85.78,87.58,88.00,85.75
86.47,86.12,86.55,85.42
86.21,87.53,87.81,86.21
87.51,89.00,89.01,87.51
89.13,89.27,89.61,88.96
89.27,89.42,89.53,88.83
89.59,90.44,90.66,89.59
86.56,86.48,86.84,85.84
88.30,88.39,88.74,88.16
86.26,86.04,86.31,85.07
86.92,86.52,86.97,86.29
87.63,87.62,87.70,87.18
88.07,87.57,88.07,86.72
86.53,86.69,87.24,86.21
84.32,84.96,85.02,83.91
84.69,84.87,85.12,84.27
83.60,83.88,83.91,83.39
85.68,85.71,85.97,85.32
84.54,82.57,84.54,81.52
82.50,83.88,83.88,82.50
83.90,83.66,83.90,83.60
85.49,85.51,85.51,85.11
85.46,86.99,87.05,85.42
88.21,88.41,88.98,87.88
92.00,90.75,92.00,89.85
90.61,90.65,91.48,90.00
89.52,89.61,90.34,88.86
90.08,89.43,90.38,89.43
90.14,90.40,90.75,90.14
89.60,90.38,90.55,89.60
89.69,88.90,89.69,88.78
88.09,88.32,88.59,87.91
88.88,88.82,88.90,88.66
89.35,88.91,89.49,88.91
88.63,88.45,88.71,88.42
87.17,87.30,87.30,86.52
84.92,86.16,86.16,84.78
84.90,84.98,85.26,84.41
86.40,86.82,87.00,86.38
86.85,86.87,87.22,86.54
86.11,87.20,87.20,86.09
86.48,85.42,86.48,85.38
86.08,86.33,86.43,85.73
85.00,84.76,85.03,84.58
83.78,84.25,84.34,83.50
83.69,83.65,83.86,83.45
86.10,86.80,87.34,84.27
85.95,85.51,85.95,85.51
85.57,86.29,86.56,85.57
87.14,87.82,87.87,86.92
85.61,85.39,85.61,85.35
88.06,87.80,88.25,87.70
89.96,89.07,89.96,89.07
90.79,90.80,91.00,90.55
90.79,90.99,91.14,90.64
90.15,88.07,90.15,88.07
88.67,88.78,89.24,88.15
88.33,88.29,88.40,87.43
88.78,89.27,89.38,88.70
89.74,89.52,89.75,89.15
89.16,88.70,89.16,88.02
89.61,89.81,90.05,89.55
89.29,88.21,89.32,88.17
87.82,88.33,88.86,87.45
88.89,89.55,89.77,88.89
88.70,89.06,89.23,88.45
89.81,89.51,89.98,89.50
89.80,89.77,90.05,89.13
89.78,90.15,90.15,89.40
88.19,86.82,88.19,86.12
84.76,83.99,85.25,83.99
83.35,82.15,83.46,80.80
82.12,83.19,83.19,82.06
82.26,82.88,82.98,81.97
82.89,83.20,83.89,82.70
78.89,79.22,80.39,78.49
77.72,75.75,77.91,75.33
74.17,75.84,75.89,73.70
76.02,76.51,76.51,75.25
76.32,78.08,78.37,76.32
79.29,80.42,80.59,79.18
80.32,79.56,80.32,79.43
80.31,82.24,82.25,80.07
81.55,81.62,81.87,81.15
78.03,80.47,80.53,78.03
78.30,79.48,79.75,78.08
82.35,82.86,82.98,81.70
81.92,80.79,82.42,80.61
79.78,80.01,80.19,79.08
82.04,81.35,82.28,81.35
82.48,83.23,83.75,82.48
82.39,82.61,82.96,81.95
82.48,81.86,82.64,81.67
81.46,81.81,81.90,81.23
82.00,82.22,83.02,82.00
79.07,78.90,79.53,78.40
81.15,82.72,82.85,81.15
81.29,80.90,81.50,80.89
83.32,83.90,84.05,83.20
83.39,83.05,83.39,82.32
82.07,82.20,82.20,81.54
81.34,80.32,81.34,80.32
77.94,79.00,79.23,77.78
78.64,76.25,78.64,75.54
74.08,74.62,75.20,74.00
75.52,75.75,75.97,75.40
75.20,76.10,76.66,75.20
75.83,75.26,76.02,74.96
72.43,72.91,73.15,72.43
74.03,72.57,74.03,72.47
73.95,72.97,73.95,72.86
74.00,73.65,74.06,73.65
75.58,74.46,75.83,74.46
75.90,76.46,76.60,75.71
78.25,78.08,78.76,77.96
79.18,78.38,79.40,78.22
78.22,78.78,78.82,78.20
79.15,80.01,80.01,79.15
79.93,79.62,79.93,79.62
79.72,78.68,80.15,78.44
77.49,77.33,77.77,77.21
74.39,73.99,74.43,73.65
74.45,76.09,76.09,74.22
73.92,71.67,73.92,71.47
71.87,71.25,72.28,71.24
73.28,72.90,73.44,72.76
72.63,72.90,72.90,71.70
75.41,75.72,75.99,75.02
75.49,75.99,76.23,75.27
75.68,75.84,75.96,75.68
74.72,75.11,75.38,74.58
75.64,75.37,75.67,75.37
74.31,74.93,74.93,73.75
74.70,74.14,74.70,73.87
74.20,74.30,74.30,73.68
75.50,75.32,75.66,75.32
73.99,74.71,74.71,73.99
76.36,76.39,76.45,76.21
77.11,77.04,77.22,77.04
75.47,75.98,75.98,75.33
75.46,75.45,75.52,75.29
74.23,74.89,74.90,74.14
74.26,74.27,74.79,74.22
75.03,75.46,75.46,74.76
75.04,75.61,75.62,75.04
77.00,77.47,77.63,76.92
77.40,76.57,77.40,76.54
76.21,75.52,76.21,74.77
75.39,75.55,75.66,75.31
74.04,76.03,76.04,74.04
74.31,74.29,74.52,74.00
75.28,75.69,75.78,75.28
76.92,77.29,77.37,76.91
77.77,78.70,78.99,77.77
79.50,79.93,79.97,79.17
79.27,79.61,79.61,79.27
80.37,80.97,80.97,80.30
81.25,81.21,81.40,81.08
83.30,83.20,83.59,82.64
82.77,83.16,83.16,82.77
83.18,84.17,84.50,83.18
83.16,84.57,84.79,83.00
84.50,84.70,84.70,84.30
83.58,84.40,84.40,83.58
82.59,83.05,83.06,82.36
83.56,83.31,83.56,83.31
85.12,84.00,85.12,83.96
85.00,84.97,85.10,84.70
84.55,84.45,84.56,84.45
84.84,84.67,85.00,84.54
85.81,86.84,86.84,85.48
88.96,89.72,89.74,88.96
89.89,90.01,90.03,89.80
88.39,88.29,88.39,87.95
89.12,88.54,89.70,88.53
87.96,89.16,89.16,87.96
88.74,88.30,88.74,88.02
87.85,88.31,88.31,87.68
88.90,88.97,89.26,88.90
90.94,91.80,91.80,90.94
91.49,91.61,91.61,91.37
90.47,90.86,90.86,90.47
90.11,89.66,90.11,89.42
89.87,89.06,90.00,88.62
89.86,90.22,90.22,89.78
86.11,87.25,87.47,86.11
87.40,87.37,87.68,87.12
89.48,89.42,89.54,89.18
90.19,89.85,90.19,89.17
90.44,90.29,90.55,89.98
89.67,88.94,90.18,88.94
89.24,90.09,90.10,89.23
89.35,89.64,89.78,88.75
90.12,90.26,90.41,90.12
89.94,90.30,90.36,89.78
89.49,89.35,89.60,89.23
90.60,90.22,90.68,89.92
90.84,91.14,91.32,90.53
91.62,91.29,91.62,91.26
90.69,91.17,91.17,90.69
89.36,88.14,89.36,88.04
88.16,88.44,88.75,87.99
87.70,88.54,88.54,87.61
86.37,85.47,86.42,84.89
84.04,84.59,84.69,83.78
85.56,83.99,85.58,83.61
83.16,84.59,84.61,82.90
85.79,85.91,86.08,85.59
85.76,85.61,85.90,85.61
87.07,87.07,87.35,86.93
87.03,87.49,87.49,86.88
87.60,87.50,87.63,86.90
87.57,88.13,88.35,87.57
88.02,88.37,88.37,88.02
86.59,87.29,87.42,86.59
88.10,88.21,88.23,88.09
86.83,87.02,87.03,86.76
87.53,87.42,87.53,87.42
86.45,86.36,86.73,86.36
86.34,86.05,86.34,85.80
84.70,85.40,85.40,84.49
85.10,85.08,85.26,84.94
87.28,86.85,87.28,86.70
87.58,87.03,87.59,86.98
86.75,86.41,87.03,86.26
85.16,85.60,85.61,84.91
85.90,85.47,85.90,85.29
84.36,83.99,84.36,83.60
85.61,85.99,85.99,85.20
84.87,84.91,84.91,84.87
85.37,84.77,85.37,84.49
84.76,84.44,84.76,84.44
84.43,85.49,85.50,84.43
84.16,83.78,84.16,83.55
84.45,84.86,84.86,84.45
85.31,85.06,85.33,84.90
85.28,84.96,85.33,84.96
84.87,84.69,85.03,84.55
85.26,86.00,86.11,85.26
86.70,85.30,86.70,85.25
86.43,86.57,86.96,86.43
84.93,85.41,85.57,84.93
84.36,84.35,84.53,84.09
83.00,81.72,83.00,81.46
79.21,78.69,79.21,77.33
80.41,80.56,80.78,80.26
80.79,80.21,80.79,79.81
80.09,79.00,80.09,79.00
78.12,80.28,80.51,77.96
77.96,76.13,77.96,76.00
75.75,74.09,75.95,74.09
74.88,72.74,74.88,72.74
74.12,73.54,74.34,73.27
72.22,73.01,73.12,71.16
70.93,72.75,72.83,70.45
72.41,73.06,73.14,71.70
74.80,75.97,76.10,74.75
74.35,75.43,75.43,74.35
76.53,75.58,76.73,75.41
76.44,76.70,77.41,76.40
76.82,77.09,77.24,76.19
76.90,77.23,77.25,76.63
77.57,78.07,78.07,77.56
79.50,79.14,79.94,78.54
79.15,80.12,80.72,78.87
87.56,88.17,88.29,86.74
88.11,89.46,90.90,87.68
83.55,84.73,84.79,83.41
84.35,83.89,84.49,83.42
81.59,81.65,81.87,81.28
80.53,81.04,81.06,79.88
81.42,82.17,82.63,81.32
83.00,83.30,83.43,82.96
81.86,82.37,82.84,81.82
83.92,83.97,84.42,83.51
83.44,83.95,83.95,83.27
81.40,81.23,81.40,80.25
82.50,83.43,83.43,82.45
81.90,82.40,82.50,81.90
80.50,80.75,81.10,80.25
83.19,82.01,83.19,81.83
82.38,82.02,82.55,82.02
82.14,82.54,82.61,81.88
82.02,82.24,82.42,81.98
81.89,81.58,81.89,81.57
82.83,82.53,82.83,82.50
83.89,83.68,83.98,83.67
83.20,83.63,83.69,82.97
83.31,83.29,83.37,82.80
83.25,83.28,83.53,83.11
81.32,80.67,81.96,80.66
80.43,81.20,81.22,80.10
80.46,78.95,80.47,78.38
80.63,79.53,80.74,79.16
79.09,77.85,79.09,77.80
77.12,74.98,77.13,74.81
75.20,75.07,76.45,74.98
76.29,77.33,78.39,76.29
79.50,79.56,79.82,79.47
80.87,81.06,81.38,80.84
80.54,80.44,80.68,80.31
80.48,80.62,80.88,80.48
80.05,80.61,80.61,80.05
81.48,81.45,81.50,81.45
79.67,79.81,79.90,79.42
78.06,77.80,78.21,77.80
78.41,77.04,78.55,77.04
78.46,77.51,78.46,77.13
76.23,75.43,76.24,75.02
74.62,73.14,74.62,72.14
75.46,74.95,75.69,74.95
76.88,76.99,76.99,76.88
76.71,75.54,76.72,75.25
74.47,74.98,75.31,74.03
77.21,76.12,77.50,75.76
75.35,75.79,75.91,74.93
77.52,76.88,78.00,76.75
77.56,78.36,78.48,77.50
79.75,79.49,80.02,79.28
79.43,79.73,79.73,79.29
79.07,80.42,80.54,78.56
80.84,79.85,80.84,79.85
81.10,81.76,81.80,81.09
81.86,81.95,82.39,81.64
83.49,81.68,83.51,81.68
82.01,82.93,83.18,82.01
81.22,80.39,81.55,80.26
81.59,82.05,82.32,81.09
80.70,81.00,81.15,80.70
82.63,82.48,83.15,82.45
82.92,83.91,83.91,82.92
83.45,83.45,83.45,83.45
81.14,81.04,81.60,81.00
82.39,83.03,83.03,82.39
82.80,83.13,83.25,82.57
83.10,84.38,84.38,83.10
85.90,86.49,86.64,85.90
86.42,86.87,86.93,86.34
89.35,89.68,89.68,89.04
90.44,90.59,91.18,90.44
91.01,92.15,92.17,90.94
90.98,91.16,91.29,90.69
91.29,92.12,92.36,91.29
91.40,91.61,92.08,91.39
93.07,92.63,93.60,92.63
92.92,92.38,92.92,92.31
92.26,92.69,92.80,92.00
91.99,91.95,92.16,91.53
90.86,91.17,91.23,90.23
92.45,92.16,92.70,92.06
92.60,92.01,93.17,91.83
90.97,91.28,91.58,90.90
88.90,88.74,88.98,88.50
89.54,90.58,90.58,89.24
93.63,94.18,94.26,93.57
93.99,94.26,94.49,93.53
95.13,94.96,95.68,94.96
95.07,95.64,95.64,94.78
96.15,98.42,98.78,96.15
96.78,96.25,97.09,96.25
98.54,99.33,99.48,98.41
100.22,100.25,100.69,99.90
100.31,100.24,100.52,99.90
100.27,99.12,100.27,99.12
97.12,97.47,98.23,97.08
97.45,98.22,98.22,97.39
98.73,98.71,99.19,98.43
95.33,94.88,95.63,94.88
94.75,95.64,95.64,94.50
97.78,97.22,97.78,96.86
98.93,99.38,100.37,98.91
100.66,100.59,100.77,100.47
101.27,101.08,101.50,100.95
100.70,100.69,100.70,100.00
100.43,101.21,101.30,100.33
99.75,99.70,100.40,99.50
100.69,100.69,101.19,100.68
101.97,102.19,102.39,101.97
102.41,102.81,102.81,102.12
100.86,100.88,101.03,100.39
101.48,101.73,101.73,101.46
105.00,104.63,105.17,104.63
105.67,106.38,106.38,105.67
105.36,106.05,106.42,105.36
106.54,106.45,107.09,106.45
106.80,106.74,107.10,106.65
107.01,106.96,107.44,106.75
105.35,105.25,105.67,104.24
101.53,99.74,101.89,99.65
100.63,101.93,102.27,100.62
102.19,103.05,103.16,102.18
102.13,99.09,102.23,98.82
99.52,99.05,99.52,98.30
98.62,98.84,99.07,98.49
102.76,103.99,103.99,102.76
101.70,101.11,101.75,101.11
100.14,100.72,100.77,100.07
102.94,101.91,102.94,101.91
101.90,102.85,102.85,101.65
103.62,103.85,103.92,103.62
105.51,105.86,105.86,105.29
106.15,105.71,106.48,105.71
105.48,106.37,106.54,105.31
106.13,106.45,106.45,106.12
105.55,106.11,106.27,105.55
104.48,103.50,104.48,102.95
104.28,104.77,104.77,104.16
103.73,104.20,104.31,102.87
102.38,102.35,102.47,102.01
103.37,103.48,104.43,103.37
102.54,103.01,103.28,102.14
103.10,103.73,103.78,103.09
102.16,102.39,102.82,101.91
100.66,101.06,101.55,100.56
99.17,99.82,99.82,99.17
97.95,97.96,98.14,97.25
98.94,100.90,101.32,98.94
101.83,102.01,102.20,101.66
100.20,100.74,100.77,100.12
100.49,101.50,101.51,100.22
100.25,100.41,100.66,100.25
99.41,98.69,99.41,97.13
97.89,99.34,99.52,97.89
99.77,99.27,99.77,99.27
102.08,102.26,102.95,102.08
103.96,104.49,104.60,103.96
102.77,102.43,102.77,102.05
103.44,102.77,103.55,102.77
103.58,103.57,103.81,103.53
100.29,98.67,100.29,98.67
100.70,99.38,100.70,99.38
101.27,100.86,101.29,100.54
100.08,100.83,100.83,100.08
99.36,99.53,100.37,98.99
99.76,99.90,100.13,97.89
94.40,91.73,94.56,91.50
92.64,93.91,94.75,92.64
96.44,97.12,97.12,95.82
98.09,99.28,99.57,98.09
99.80,100.79,100.79,99.80
100.33,100.34,101.00,100.20
101.51,101.26,101.51,101.26
101.69,101.65,101.69,101.63
101.89,101.65,102.36,101.65
100.95,101.07,101.14,100.39
100.24,100.07,100.24,100.04
100.67,99.68,100.75,99.68
99.67,98.05,99.72,98.05
96.56,97.10,97.11,96.35
97.11,97.19,97.23,97.11
97.57,99.25,99.25,97.57
98.63,99.38,99.39,98.63
100.71,100.46,100.71,100.21
100.17,99.52,100.17,99.24
99.15,99.87,99.87,99.15
100.65,101.09,101.33,100.65
100.15,100.03,100.16,100.00
100.03,100.03,100.03,100.03
101.00,103.90,103.97,101.00
100.42,100.30,100.60,100.09
97.83,99.09,99.09,96.49
99.05,100.10,100.77,99.05
100.13,100.69,100.69,99.96
99.97,100.92,100.92,99.97
99.34,99.25,99.55,99.25
97.15,97.30,97.70,97.15
93.94,91.93,93.95,91.87
90.33,85.39,90.86,85.39
76.51,79.84,81.81,74.01
85.80,80.72,85.82,80.31
84.06,86.64,86.78,82.78
87.64,89.77,90.31,87.64
90.03,90.80,91.15,89.91
88.46,88.04,88.80,87.61
80.22,80.04,81.54,79.76
82.80,82.66,83.06,81.03
83.80,83.95,85.05,83.80
79.66,78.55,79.72,78.11
81.50,82.33,82.35,81.00
85.00,82.52,85.03,82.52
82.02,81.56,82.64,81.28
81.32,80.71,81.32,80.71
81.07,81.53,81.55,81.01
81.31,82.94,83.17,81.31
83.83,84.42,84.48,83.78
83.40,84.38,85.42,83.19
79.63,79.07,80.19,79.06
79.70,79.85,80.22,79.16
76.82,76.68,77.00,76.54
77.84,77.58,77.84,76.77
75.85,76.22,76.31,74.73
81.07,79.93,81.15,79.29
78.00,76.40,78.00,76.34
74.24,74.66,74.77,73.81
76.21,77.34,77.56,76.09
78.35,78.36,78.36,77.28
77.29,80.41,80.41,77.01
83.49,84.41,84.87,83.49
83.22,83.14,83.61,82.66
85.52,85.52,85.98,84.86
84.71,86.23,86.50,84.71
86.97,86.49,86.97,86.43
86.99,86.92,86.99,86.54
85.96,85.05,86.10,84.93
83.82,83.08,83.82,83.08
86.51,87.48,87.74,86.43
87.67,88.31,88.36,87.59
86.80,87.46,87.46,86.63
86.71,86.45,86.71,86.24
89.04,88.58,89.48,88.58
89.79,90.82,92.00,89.79
91.91,92.79,92.85,91.87
92.30,92.48,92.79,91.93
90.61,91.09,91.09,90.41
91.44,92.62,92.76,91.16
90.49,90.30,90.49,90.30
90.79,90.03,90.79,89.97
90.04,91.14,91.14,90.04
90.63,90.98,91.27,90.61
90.33,89.89,90.33,89.80
91.70,91.40,91.99,91.21
91.50,90.95,91.50,90.75
91.22,90.30,91.22,89.71
91.52,91.95,92.17,91.52
93.28,93.13,93.69,93.13
91.54,91.07,91.90,91.07
90.71,90.18,90.75,90.18
91.30,91.95,91.95,91.30
92.04,92.68,92.92,91.95
92.18,93.26,93.26,92.18
93.44,93.44,93.44,93.44
94.37,94.23,94.37,94.23
93.78,93.78,93.78,93.78
94.14,94.14,94.14,94.14
92.83,93.16,93.16,92.83
93.16,93.16,93.16,93.16
90.62,90.34,90.69,89.90
92.76,93.19,93.19,92.76
92.96,91.61,92.96,91.61
91.07,91.07,91.07,91.07
91.07,91.07,91.07,91.07
90.55,90.55,90.55,90.55
87.47,88.12,88.12,87.10
88.15,86.57,88.47,86.52
88.33,88.24,88.33,88.24
85.36,85.18,85.37,84.90
86.39,86.39,86.39,86.39
85.93,85.88,85.93,85.88
88.68,89.87,90.02,88.68
90.39,88.86,90.39,88.86
86.57,86.18,86.57,85.93
86.64,86.50,86.70,85.90
87.64,87.64,87.64,87.64
89.33,89.57,89.57,89.33
89.57,89.57,89.57,89.57
87.88,87.88,87.88,87.88
90.22,90.77,90.77,90.22
89.57,89.45,89.57,89.45
88.08,88.18,88.18,88.08
84.54,84.90,85.10,83.86
86.62,86.62,86.63,86.62
83.44,83.21,83.68,83.21
81.90,81.31,82.55,81.31
80.87,78.88,80.87,78.88
79.20,78.99,79.20,77.51
78.81,78.81,78.81,78.81
80.02,77.87,80.02,77.87
77.15,78.81,78.89,77.15
74.11,73.55,74.88,73.05
76.64,75.06,76.64,75.06
70.48,69.95,70.62,68.25
67.35,69.47,70.07,67.35
72.81,75.32,75.39,72.81
73.31,73.56,73.56,73.31
72.68,74.09,74.10,72.68
75.97,74.37,76.11,74.37
74.90,74.61,74.90,74.10
75.59,76.50,76.50,75.35
76.60,76.69,76.73,76.60
75.83,75.48,75.83,75.48
73.58,73.35,73.58,71.90
72.72,72.97,73.38,72.61
72.03,70.65,72.13,70.60
69.64,69.02,69.64,69.00
66.94,67.67,67.70,66.94
66.47,65.91,67.79,65.82
63.07,62.68,63.79,62.00
61.73,63.77,63.77,61.42
68.02,68.33,68.33,67.50
69.16,69.67,70.12,69.11
70.64,70.09,71.05,69.49
68.41,68.87,69.01,68.11
71.14,71.23,71.26,71.01
70.17,69.41,70.17,69.41
68.04,68.04,68.04,68.04
68.04,68.04,68.04,68.04
72.50,72.21,72.69,72.21
70.17,70.15,71.08,70.15
71.30,72.97,73.11,71.30
73.53,74.46,74.71,73.53
76.07,76.17,76.36,75.90
78.20,77.68,78.20,77.15
75.42,76.05,76.31,75.42
75.10,75.08,75.10,74.77
74.85,74.51,75.00,74.41
76.00,73.17,76.63,73.17
76.97,77.76,77.76,76.97
78.15,78.60,78.60,77.97
76.16,76.21,76.29,76.16
76.74,76.74,76.74,76.74
77.23,77.22,77.23,77.22
76.82,76.50,76.82,76.50
76.88,77.20,77.38,76.88
78.00,78.12,78.12,77.99
76.50,76.24,76.86,76.24
75.20,75.30,75.34,75.20
77.60,77.72,77.89,77.60
77.72,77.72,77.72,77.72
78.92,78.63,79.05,78.59
76.86,76.41,76.88,76.18
71.41,72.65,72.79,71.41
72.49,72.15,72.49,72.15
69.12,69.45,69.45,68.98
69.57,70.43,70.43,69.57
72.10,70.75,72.10,70.74
74.96,75.35,75.35,74.78
74.79,75.00,75.00,74.64
76.88,77.28,77.36,76.79
80.78,81.48,81.87,80.78
82.53,81.91,82.71,81.91
80.80,80.80,80.80,80.80
80.05,81.67,81.67,80.05
84.64,84.64,84.64,84.64
85.09,86.07,86.07,85.09
85.11,85.05,85.31,85.05
86.45,86.48,86.84,86.22
86.48,86.48,86.48,86.48
84.19,84.56,84.56,84.08
83.82,84.18,84.65,83.82
78.64,76.52,78.74,76.06
75.03,75.32,75.80,75.03
75.32,75.32,75.32,75.32
76.62,76.62,76.62,76.62
76.07,75.37,76.07,75.37
76.72,76.44,76.72,76.44
77.27,77.25,77.27,76.41
77.30,77.26,77.30,77.22
79.63,80.61,80.61,79.63
80.61,80.61,80.61,80.61
78.77,79.03,79.03,78.77
77.07,77.07,77.07,77.07
78.83,78.68,78.83,78.68
78.66,78.86,78.86,78.60
78.45,77.86,78.45,77.86
76.83,76.80,76.83,76.80
77.79,77.67,77.90,77.67
77.53,77.53,77.53,77.53
78.23,78.46,78.58,78.23
79.63,79.56,79.87,79.38
79.50,79.50,79.50,79.50
79.50,79.50,79.50,79.50
80.30,80.45,80.45,80.25
79.77,79.76,79.91,79.76
79.76,79.76,79.76,79.76
79.76,79.76,79.76,79.76
80.55,81.37,81.37,80.55
82.50,82.10,82.50,82.10
83.20,83.20,83.20,83.20
80.75,81.20,81.20,80.69
78.00,78.42,78.42,78.00
76.25,75.19,76.25,75.12
74.80,74.52,74.80,73.65
75.94,76.54,76.54,75.94
73.83,75.47,75.51,73.83
74.68,75.37,75.38,74.50
79.38,78.75,79.38,78.75
80.33,80.68,80.98,80.33
80.68,80.68,80.68,80.68
80.68,80.68,80.68,80.68
74.77,76.29,76.64,74.77
74.75,72.60,74.75,72.60
76.61,75.50,76.65,75.38
78.01,78.20,78.20,78.01
76.57,76.79,76.79,76.57
76.90,76.90,76.90,76.90
76.90,76.90,76.90,76.90
75.40,76.19,76.25,75.40
76.19,76.19,76.19,76.19
76.19,76.19,76.19,76.19
82.00,82.24,82.34,81.72
83.12,83.07,83.33,82.80
82.56,82.39,82.80,82.08
82.75,82.75,82.75,82.75
82.13,82.15,82.15,81.81
82.29,82.29,82.29,82.29
81.17,81.07,81.17,81.01
83.19,82.84,83.19,82.84
81.92,81.15,81.92,81.01
81.15,81.15,81.15,81.15
81.15,81.15,81.15,81.15
81.33,81.33,81.33,81.33
81.33,81.33,81.33,81.33
81.33,81.33,81.33,81.33
84.36,84.62,84.90,84.22
85.01,84.95,85.01,84.95
82.84,81.95,82.84,81.95
81.95,81.95,81.95,81.95
81.95,81.95,81.95,81.95
85.15,85.15,85.15,85.15
85.15,85.15,85.15,85.15
86.84,86.91,86.91,86.84
87.58,88.00,88.00,87.53
89.35,89.36,89.36,89.35
89.36,89.36,89.36,89.36
89.36,89.36,89.36,89.36
89.36,89.36,89.36,89.36
89.00,89.00,89.00,89.00
89.00,89.00,89.00,89.00
87.50,87.50,87.50,87.50
87.50,87.50,87.50,87.50
87.50,87.50,87.50,87.50
88.42,88.41,88.73,88.41
88.41,88.41,88.41,88.41
88.41,88.41,88.41,88.41
87.35,87.33,87.35,87.33
87.33,87.33,87.33,87.33
87.33,87.33,87.33,87.33
88.60,88.25,88.60,87.96
89.49,89.49,89.83,89.49
89.73,91.00,91.00,89.73
92.42,91.66,92.58,91.40
91.66,91.66,91.66,91.66
91.66,91.66,91.66,91.66
91.66,91.66,91.66,91.66
86.79,86.39,86.79,86.39
86.39,86.39,86.39,86.39
86.39,86.39,86.39,86.39
84.82,84.00,84.82,84.00
85.40,85.40,85.40,85.40
87.54,87.46,87.54,87.46
92.01,91.90,92.38,91.90
94.37,95.00,95.66,94.37
95.00,95.00,95.00,95.00
89.81,90.06,90.64,89.68
92.00,92.00,92.00,92.00
92.00,92.00,92.00,92.00
92.00,92.00,92.00,92.00
90.08,90.08,90.08,90.08
89.95,89.71,89.95,89.29
89.71,89.71,89.71,89.71
89.71,89.71,89.71,89.71
89.71,89.71,89.71,89.71
88.99,88.75,88.99,88.41
90.28,90.28,90.28,90.28
90.28,90.28,90.28,90.28
87.37,87.69,87.74,87.36
87.69,87.69,87.69,87.69
88.27,87.70,88.34,87.64
87.70,87.70,87.70,87.70
87.70,87.70,87.70,87.70
89.71,89.71,89.71,89.71
91.49,90.78,91.49,90.64
90.78,90.78,90.78,90.78
90.78,90.78,90.78,90.78
90.78,90.78,90.78,90.78
90.31,90.28,91.61,90.28
90.28,90.28,90.28,90.28
90.28,90.28,90.28,90.28
90.28,90.28,90.28,90.28
91.11,91.02,91.11,91.02
91.02,91.02,91.02,91.02
90.00,90.00,90.00,90.00
87.82,87.82,87.82,87.82
88.35,89.86,89.86,88.35
88.95,89.30,89.30,88.95
87.99,88.48,88.75,87.99
87.21,88.52,88.52,87.21
88.52,88.52,88.52,88.52
87.63,88.20,88.30,87.63
88.20,88.20,88.20,88.20
88.20,88.20,88.20,88.20
89.88,89.88,89.88,89.88
87.99,87.61,87.99,87.61
88.81,89.25,89.27,88.81
88.84,88.84,88.84,88.84
88.84,88.84,88.84,88.84
88.84,88.84,88.84,88.84
88.84,88.84,88.84,88.84
89.23,89.23,89.23,89.23
89.84,89.51,89.84,89.51
89.51,89.51,89.51,89.51
89.51,89.51,89.51,89.51
88.73,88.16,88.73,88.16
