RWR,SPDR DJ Wilshire REIT ETF,NASDAQ
91.04,91.54,91.83,90.72
91.63,93.43,93.52,91.63
93.03,93.91,94.21,92.57
93.85,93.73,94.77,93.62
93.53,94.39,94.42,93.40
94.70,94.36,94.70,93.59
94.50,92.34,94.50,92.25
92.36,91.92,93.09,91.63
90.64,91.88,92.27,90.64
92.20,92.63,93.03,92.06
92.66,92.83,93.20,92.29
92.93,91.41,93.52,91.37
91.13,91.26,91.46,90.39
91.36,91.43,91.58,91.01
91.54,91.59,91.93,91.14
91.80,91.04,91.84,90.76
91.21,92.12,92.39,90.98
92.22,93.35,93.57,91.92
93.78,93.54,93.78,92.86
93.62,94.88,95.06,93.62
94.38,95.10,95.17,93.50
94.71,95.21,95.61,94.57
95.31,94.26,95.31,94.22
94.18,93.28,94.18,93.25
93.27,92.54,93.56,92.49
92.62,93.00,93.11,91.69
92.82,92.85,93.08,92.55
