PNC,PNC Financial Services Group,NASDAQ
111.70,112.67,112.69,110.97
113.33,114.82,115.69,112.88
114.56,115.02,115.02,113.57
114.69,114.07,115.31,113.95
114.22,114.70,115.25,113.62
113.76,114.20,115.77,112.61
115.78,115.63,116.20,114.44
115.98,114.86,116.21,114.65
114.43,115.80,116.25,114.38
116.79,118.07,118.33,116.30
118.26,117.64,118.29,117.38
117.75,117.43,118.00,117.21
117.49,117.96,117.98,117.07
117.89,118.31,118.52,117.89
118.38,117.06,118.57,116.93
117.28,116.10,117.61,115.36
116.21,116.96,117.16,115.92
118.78,117.97,119.47,116.97
118.32,118.97,119.27,117.76
118.41,117.38,119.03,116.60
118.21,119.05,119.74,117.85
118.31,118.20,118.50,117.07
118.01,118.67,118.85,117.53
117.93,121.33,121.33,117.52
120.13,117.93,120.30,116.73
118.96,118.79,121.25,117.18
