TPX,Tempur Sealy International,NASDAQ
62.54,65.21,65.37,62.42
65.18,65.56,66.06,64.64
65.93,65.05,66.01,64.87
64.98,64.57,65.00,64.14
65.09,64.93,65.38,64.62
65.45,66.09,66.98,65.40
66.13,66.27,67.30,65.70
66.80,67.56,67.81,66.46
67.92,67.90,68.79,67.26
67.99,68.74,68.78,67.72
68.76,68.99,69.48,68.37
69.10,67.01,69.12,66.89
67.15,67.46,67.66,66.60
67.54,68.74,69.09,67.47
68.88,68.54,69.45,67.81
68.41,68.18,69.56,67.79
68.29,68.28,69.28,67.69
68.56,68.60,68.90,67.72
69.07,69.47,70.45,68.90
68.83,69.50,69.99,67.97
69.63,68.83,70.09,68.81
68.70,67.58,68.70,67.42
67.60,66.78,68.61,66.74
67.14,65.99,67.30,65.94
66.11,65.47,66.11,64.04
65.48,65.23,66.32,65.11
