TLH,iShares 10-20 Year Treasury Bond ETF,NASDAQ
133.35,133.54,133.66,133.35
133.83,134.05,134.12,133.81
133.32,133.25,133.52,133.18
133.01,132.29,133.23,132.21
132.43,132.39,132.43,131.88
132.62,132.59,132.72,132.25
133.18,131.34,133.20,131.34
131.96,131.29,131.96,131.15
131.43,131.26,131.82,131.10
132.04,132.18,132.23,131.73
131.72,131.80,131.93,131.47
131.76,132.00,132.14,131.76
131.64,131.69,131.83,131.41
131.86,131.87,132.16,131.84
131.44,131.59,131.60,131.42
131.61,132.33,132.44,131.61
132.47,132.61,132.88,132.47
132.55,132.93,133.29,132.55
132.29,133.10,133.22,132.29
133.04,133.39,133.39,132.89
133.68,134.50,134.50,133.52
133.85,133.73,134.01,133.68
134.32,134.39,134.54,134.22
134.50,134.39,134.57,134.23
134.48,134.51,135.01,134.18
134.95,134.59,135.25,134.58
134.30,134.20,134.49,133.77
