RVSB,Riverview Bancorp Inc - Common Stock,NASDAQ
6.42,6.43,6.45,6.36
6.47,6.50,6.57,6.23
6.53,6.53,6.57,6.38
6.51,6.55,6.55,6.48
6.57,6.69,6.81,6.34
6.70,6.79,6.83,6.35
6.85,6.62,6.85,6.49
6.49,6.66,6.89,6.49
6.91,6.92,6.96,6.71
6.96,7.15,7.22,6.96
7.18,7.27,7.40,7.18
7.35,7.27,7.35,7.27
7.31,7.34,7.34,7.17
7.43,7.61,7.65,7.19
7.70,7.53,8.16,7.39
7.50,7.57,7.60,7.26
7.60,7.30,7.60,7.20
7.23,7.00,7.23,6.91
7.10,7.19,7.25,7.10
7.19,7.07,7.20,6.98
7.07,7.01,7.14,6.75
7.01,6.99,7.01,6.97
6.93,6.87,7.02,6.87
6.93,7.30,7.30,6.90
7.30,7.56,7.60,7.19
7.55,7.54,7.73,7.49
7.54,7.86,8.00,7.52
