MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,NASDAQ
101.36,101.35,101.36,101.31
101.35,101.35,101.36,101.32
101.33,101.33,101.35,101.33
101.35,101.37,101.37,101.32
101.35,101.33,101.37,101.32
101.33,101.35,101.35,101.33
101.37,101.35,101.37,101.33
101.35,101.36,101.36,101.32
101.33,101.34,101.37,101.33
101.34,101.34,101.38,101.32
101.33,101.36,101.38,101.33
101.39,101.35,101.39,101.35
101.37,101.39,101.42,101.37
101.41,101.39,101.42,101.36
101.39,101.40,101.43,101.39
101.42,101.42,101.43,101.39
101.40,101.41,101.43,101.39
101.43,101.44,101.44,101.41
101.34,101.30,101.34,101.26
101.31,101.31,101.32,101.27
101.28,101.33,101.34,101.28
101.29,101.31,101.33,101.27
101.34,101.31,101.34,101.31
101.32,101.33,101.35,101.32
101.34,101.33,101.34,101.31
101.34,101.35,101.36,101.32
101.34,101.36,101.37,101.34
101.34,101.34,101.37,101.34
101.36,101.35,101.38,101.33
101.35,101.36,101.36,101.34
