HON,Honeywell International Inc. Common Stock,NASDAQ
113.34,113.07,113.66,112.66
113.37,116.51,116.81,112.81
116.34,115.65,117.14,114.83
115.16,116.23,116.43,115.03
116.40,117.41,117.41,115.68
117.63,118.09,118.40,117.30
117.84,116.51,118.62,116.28
116.31,116.34,117.49,116.15
113.64,116.38,117.58,113.60
117.00,117.29,118.06,116.80
117.45,117.71,118.09,117.30
117.58,117.20,117.90,116.93
117.34,116.92,117.50,116.61
117.31,116.99,117.45,116.72
117.01,117.03,117.55,116.80
117.18,115.75,117.37,115.70
116.12,116.00,116.58,115.80
116.20,115.85,116.20,115.42
116.63,116.18,116.90,115.56
116.64,116.50,116.97,116.03
116.53,116.76,117.46,116.22
116.94,118.53,118.71,116.51
118.27,117.55,118.39,117.55
117.33,117.85,118.44,116.88
117.54,118.01,118.12,117.13
118.01,117.63,118.01,116.66
117.67,118.07,118.31,117.61
