CHNR,China Natural Resources,NASDAQ
3.82,3.80,3.85,3.80
3.90,3.89,3.99,3.80
3.82,3.65,3.82,3.65
3.78,3.50,3.82,3.50
3.66,4.36,4.57,3.66
4.30,4.50,4.94,4.06
4.51,4.33,4.91,4.08
4.24,4.25,4.65,4.20
4.37,4.43,4.76,4.20
4.22,4.99,5.05,4.22
5.06,5.21,5.32,5.06
5.21,5.16,5.32,5.11
5.16,4.95,5.28,4.22
4.75,4.80,5.00,4.48
4.83,4.79,4.83,4.30
4.69,4.50,4.82,4.42
4.50,4.42,4.58,4.35
4.36,4.37,4.38,4.36
4.38,4.45,4.72,4.38
4.76,4.80,4.80,4.31
4.69,4.50,4.79,4.43
4.80,4.59,4.80,4.39
4.58,4.54,4.59,4.54
4.44,4.38,4.54,4.38
4.46,4.38,4.49,4.38
4.47,4.39,4.69,4.39
4.32,4.33,4.79,4.23
4.37,4.40,4.70,4.23
N/A,N/A,N/A,N/A
4.31,4.34,4.34,4.23
4.22,4.49,4.49,4.22
4.27,4.47,4.48,4.27
4.36,4.30,4.47,4.26
4.39,4.51,4.72,4.39
4.46,4.73,4.73,4.46
4.54,4.39,4.54,4.39
4.27,4.64,4.72,4.26
4.51,4.52,4.54,4.50
4.33,4.33,4.50,4.29
4.47,4.47,4.47,4.47
4.46,4.45,4.46,4.45
4.36,4.67,4.67,4.36
N/A,N/A,N/A,N/A
4.40,4.34,4.40,4.34
4.32,4.32,4.32,4.31
N/A,N/A,N/A,N/A
4.38,4.35,4.43,4.35
4.49,4.47,4.49,4.36
4.48,4.48,4.48,4.48
4.35,4.40,4.40,4.35
4.37,4.31,4.41,4.31
4.31,4.31,4.32,4.31
4.44,4.31,4.44,4.31
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.44,4.45,4.55,4.30
4.48,4.49,4.49,4.48
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.38,4.40,4.40,4.38
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.31,4.31,4.31,4.31
4.81,4.50,4.81,4.49
N/A,N/A,N/A,N/A
4.50,4.50,4.50,4.48
4.40,4.40,4.50,4.40
4.43,4.43,4.43,4.43
N/A,N/A,N/A,N/A
4.29,4.48,4.48,4.29
4.26,4.28,4.28,4.26
4.27,4.59,4.64,4.27
4.64,4.50,4.64,4.50
N/A,N/A,N/A,N/A
4.69,4.88,5.20,4.42
5.12,4.85,5.15,4.81
5.00,4.88,5.00,4.85
4.63,4.88,4.88,4.61
4.83,4.88,4.88,4.71
4.62,4.99,5.00,4.62
5.00,5.00,5.00,5.00
4.70,4.90,5.00,4.70
4.83,4.61,4.83,4.61
4.62,4.99,5.00,4.30
4.99,4.98,4.99,4.53
4.53,4.97,4.99,4.53
4.82,4.61,4.82,4.59
4.41,4.50,4.95,4.36
4.66,4.43,4.72,4.38
4.68,4.38,4.68,4.25
N/A,N/A,N/A,N/A
4.59,4.53,4.59,4.47
4.58,4.56,4.58,4.55
4.68,4.70,4.80,4.68
4.70,4.70,4.70,4.70
4.80,4.75,4.83,4.75
4.75,4.47,4.75,4.40
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.63,4.52,4.63,4.52
4.50,4.49,4.50,4.48
4.53,4.54,4.54,4.53
4.50,4.50,4.54,4.50
4.56,4.48,4.56,4.48
4.46,4.50,4.50,4.20
4.26,4.23,4.26,4.23
4.43,4.35,4.43,4.30
4.28,4.10,4.28,4.10
4.13,4.23,4.23,4.13
N/A,N/A,N/A,N/A
4.10,4.10,4.10,4.10
4.11,4.11,4.11,4.11
4.50,4.05,4.50,4.05
4.07,4.07,4.07,4.05
4.24,4.31,4.31,4.24
4.13,4.05,4.13,4.05
4.05,4.04,4.05,4.04
4.02,3.95,4.02,3.87
3.82,3.62,3.93,3.24
3.40,3.70,3.70,3.40
3.65,3.65,3.65,3.65
3.65,3.69,3.72,3.55
3.80,3.82,3.83,3.55
3.62,3.64,3.82,3.62
3.62,3.57,3.79,3.55
3.55,3.60,3.75,3.55
3.66,3.50,3.66,3.10
3.42,3.15,3.45,3.15
3.32,3.24,3.40,3.20
3.25,3.30,3.46,3.25
3.95,5.00,5.15,3.41
5.80,10.80,11.32,5.06
11.30,9.45,13.49,9.06
9.10,9.30,9.38,8.22
9.31,9.48,10.89,9.26
9.45,8.58,9.63,8.32
8.41,8.45,8.99,8.33
9.04,8.30,9.04,8.25
8.49,7.00,8.65,6.60
7.00,7.38,7.98,6.81
7.49,7.33,7.79,7.22
7.27,7.41,7.96,7.02
7.30,8.60,9.65,7.30
8.47,9.70,10.29,8.30
9.48,8.59,9.48,8.12
8.46,7.87,8.59,7.80
7.80,7.12,7.80,6.75
7.14,7.23,7.95,7.03
7.28,7.18,7.47,6.96
7.27,6.81,7.27,6.54
6.90,6.45,6.90,6.38
6.54,5.84,6.54,5.70
5.80,6.13,6.49,5.55
6.11,6.36,6.66,5.99
6.27,6.33,6.43,6.12
6.33,6.03,6.33,5.84
5.95,6.38,6.45,5.95
6.40,5.96,6.49,5.83
5.95,5.93,6.05,5.71
5.90,6.08,6.13,5.70
6.07,5.97,6.79,5.78
5.89,5.79,6.20,5.77
5.77,5.53,5.78,5.45
5.53,5.40,5.53,5.35
5.35,5.13,5.35,5.03
5.18,5.51,5.66,5.03
5.51,5.33,5.51,5.15
5.40,5.29,5.40,5.05
5.26,5.40,5.73,5.11
5.40,5.17,5.52,5.17
5.10,5.08,5.22,4.96
5.10,5.40,5.50,5.08
5.30,5.68,5.77,5.25
5.95,5.80,6.33,5.40
5.89,5.51,6.17,5.41
5.39,5.19,5.39,5.11
5.18,5.18,5.44,5.05
5.10,5.07,5.17,5.00
5.12,4.77,5.12,4.75
5.14,4.78,5.14,4.65
5.07,4.74,5.09,4.74
4.78,4.97,4.97,4.66
4.97,4.79,4.98,4.74
4.80,4.77,4.80,4.58
4.67,4.67,5.01,4.66
4.67,4.46,4.67,4.28
4.60,4.59,4.60,4.39
4.58,4.31,4.58,4.29
4.31,4.21,4.31,4.03
4.27,4.22,4.53,4.22
4.29,4.20,4.36,4.06
4.12,4.24,4.39,4.08
4.15,4.06,4.15,4.06
4.05,4.10,4.15,4.02
4.14,4.18,4.19,4.14
4.22,4.10,4.22,4.02
4.01,4.15,4.15,4.01
4.15,4.25,4.44,4.15
4.25,4.22,4.31,4.17
4.18,4.04,4.18,4.02
4.08,4.04,4.11,4.04
4.06,4.06,4.10,4.03
4.09,4.07,4.09,4.05
4.07,4.07,4.08,4.07
4.17,4.30,4.30,4.17
4.23,4.14,4.23,4.11
4.05,4.07,4.11,4.05
4.12,4.14,4.14,4.08
4.08,4.05,4.08,4.05
4.02,3.70,4.02,3.62
3.68,3.68,3.79,3.68
3.68,3.58,3.68,3.55
3.64,3.42,3.64,3.38
3.38,3.44,3.56,3.31
3.44,3.45,3.45,3.40
3.30,3.48,3.48,3.25
3.46,3.35,3.46,3.35
3.42,3.29,3.49,3.22
3.30,3.38,3.38,3.30
3.33,3.29,3.34,3.20
3.23,3.24,3.24,3.16
3.21,3.36,3.37,3.20
3.28,3.21,3.50,3.13
3.34,3.62,3.77,3.32
3.68,3.54,3.68,3.33
3.45,3.30,3.48,3.30
3.42,3.31,3.47,3.18
3.22,3.30,3.36,3.22
3.47,3.31,3.47,3.30
3.40,3.42,3.78,3.40
3.65,3.62,3.65,3.54
3.65,3.65,3.78,3.65
3.65,3.71,3.71,3.58
3.65,3.70,3.70,3.65
3.44,3.68,3.68,3.42
3.46,3.43,3.47,3.43
3.47,3.47,3.47,3.47
3.50,3.85,3.85,3.50
3.85,3.66,3.85,3.65
3.54,3.50,3.54,3.50
3.50,3.49,3.51,3.48
3.42,3.44,3.70,3.27
3.81,3.70,3.85,3.45
N/A,N/A,N/A,N/A
3.60,3.60,3.60,3.60
3.70,3.55,3.70,3.55
3.68,3.58,3.68,3.40
3.41,3.49,3.50,3.41
3.45,3.45,3.45,3.45
3.45,3.38,3.45,3.24
3.37,3.24,3.37,3.24
3.25,3.32,3.41,3.24
3.26,3.42,3.42,3.26
3.35,3.28,3.44,3.28
3.27,3.24,3.36,3.23
3.35,4.20,5.74,3.30
4.12,4.55,4.80,4.00
4.36,4.37,4.50,4.25
4.27,4.16,4.80,4.05
4.23,4.47,4.75,4.23
4.30,4.41,4.59,4.26
4.29,4.52,4.70,4.29
4.54,4.49,4.67,4.31
4.36,4.31,4.38,4.29
4.29,4.30,4.36,4.12
4.35,4.28,4.35,4.12
4.12,4.28,4.28,4.12
4.28,4.10,4.28,4.00
4.04,3.93,4.16,3.92
4.06,3.90,4.06,3.89
3.92,3.90,3.95,3.85
3.88,3.94,3.94,3.76
3.76,3.77,3.89,3.72
3.75,3.74,3.86,3.61
3.86,3.82,3.94,3.54
3.94,3.87,3.94,3.62
3.91,3.73,3.91,3.72
3.70,3.78,3.93,3.58
3.88,3.87,3.94,3.79
3.51,3.89,3.89,3.51
3.90,3.93,3.94,3.70
3.94,3.82,3.94,3.70
3.84,3.68,3.89,3.48
3.65,3.55,3.83,3.51
3.63,3.77,3.77,3.57
3.69,3.64,3.75,3.58
3.59,3.58,3.59,3.55
3.50,3.58,3.73,3.50
3.58,3.55,3.69,3.51
3.65,3.60,3.66,3.55
3.66,3.66,4.01,3.53
3.72,3.59,3.72,3.59
3.89,3.59,3.89,3.50
3.59,3.78,3.79,3.50
3.85,3.78,3.98,3.60
3.71,3.68,3.71,3.60
3.65,3.59,3.65,3.57
3.61,3.61,3.61,3.61
3.55,3.49,3.55,3.44
3.51,3.43,3.58,3.40
3.41,3.31,3.41,3.31
3.35,3.45,3.53,3.30
3.47,4.25,5.29,3.47
4.30,4.35,4.81,4.07
4.26,4.16,4.45,4.16
4.22,4.16,4.22,4.06
4.26,3.90,4.39,3.78
3.72,3.73,3.84,3.67
3.60,3.76,3.92,3.60
3.76,3.84,3.96,3.60
3.73,3.70,3.79,3.70
3.70,3.69,3.70,3.60
3.66,3.64,3.66,3.64
3.82,3.62,3.82,3.61
3.60,3.66,3.66,3.60
N/A,N/A,N/A,N/A
3.62,3.61,3.72,3.57
3.62,3.61,3.62,3.61
3.62,3.54,3.62,3.52
3.52,3.52,3.52,3.52
3.51,3.53,3.65,3.51
3.52,3.52,3.52,3.52
3.53,3.53,3.53,3.49
3.61,3.56,3.61,3.54
3.60,3.48,3.60,3.48
3.50,3.37,3.50,3.37
3.37,3.44,3.45,3.37
3.40,3.37,3.57,3.37
3.38,3.17,3.38,3.13
3.18,3.05,3.20,3.05
3.14,3.15,3.46,3.14
3.20,3.34,3.34,3.16
3.28,3.35,3.36,3.28
3.44,3.60,3.86,3.44
3.71,3.65,3.74,3.34
3.54,3.29,3.55,3.29
3.64,3.51,3.64,3.51
3.57,3.59,3.59,3.57
3.37,3.40,3.45,3.36
3.40,3.41,3.58,3.36
3.45,3.27,3.45,3.05
3.36,3.25,3.36,3.17
3.22,3.21,3.28,3.20
3.26,3.15,3.26,3.11
3.03,3.11,3.16,3.03
3.07,3.18,3.18,3.05
3.38,3.46,3.49,3.29
3.35,3.07,3.46,3.07
3.10,3.13,3.26,3.10
3.15,3.33,3.33,3.15
3.25,3.49,3.50,3.12
3.59,3.45,3.59,3.18
3.31,3.48,3.48,3.27
3.55,3.55,3.55,3.55
3.44,3.32,3.49,3.27
3.32,3.32,3.32,3.32
N/A,N/A,N/A,N/A
3.24,3.51,3.51,3.24
3.20,3.43,3.49,3.20
3.47,3.23,3.47,3.17
3.20,3.18,3.22,3.18
3.19,3.33,3.33,3.19
3.21,3.19,3.22,3.19
N/A,N/A,N/A,N/A
3.19,3.14,3.19,3.11
3.20,3.33,3.39,3.20
3.25,3.26,3.28,3.11
3.17,3.20,3.22,3.15
3.13,3.17,3.19,3.11
3.16,3.08,3.23,2.82
3.00,2.95,3.17,2.87
3.14,2.82,3.14,2.80
3.00,2.80,3.00,2.80
2.97,2.35,2.97,2.35
2.36,2.35,2.45,2.35
2.35,1.89,2.35,1.88
2.05,2.07,2.29,1.94
2.05,1.92,2.05,1.92
2.10,1.90,2.10,1.86
1.93,1.93,2.04,1.87
1.95,2.03,2.12,1.95
2.09,2.36,2.43,2.09
2.38,2.76,3.28,2.38
2.80,2.72,2.80,2.55
2.69,2.32,2.71,2.32
2.26,2.26,2.33,2.20
2.22,2.22,2.44,2.21
2.22,2.11,2.39,2.00
2.00,2.06,2.11,2.00
2.05,2.01,2.09,2.00
1.91,1.86,1.92,1.82
1.90,1.97,1.98,1.90
1.83,1.93,2.00,1.83
1.93,1.85,1.96,1.85
1.85,1.85,1.93,1.84
1.85,1.91,1.93,1.84
1.91,1.91,1.91,1.88
1.92,1.91,1.92,1.91
1.90,1.88,1.90,1.88
1.85,1.88,1.93,1.84
1.85,1.90,1.92,1.85
1.87,1.87,1.93,1.86
1.85,1.87,1.90,1.84
1.90,1.90,1.91,1.88
1.90,1.96,2.09,1.90
1.99,2.00,2.08,1.96
2.03,2.03,2.03,2.03
1.95,1.95,1.95,1.95
1.90,1.86,1.93,1.85
1.98,1.94,1.98,1.94
1.98,1.90,2.00,1.88
1.93,1.91,1.93,1.91
1.88,1.94,1.94,1.88
1.94,2.35,2.50,1.94
2.45,2.18,2.45,1.93
2.05,2.10,2.16,2.05
2.10,2.14,2.19,2.05
2.05,2.11,2.14,2.05
2.02,2.09,2.13,2.02
2.14,2.09,2.14,2.03
2.11,2.04,2.11,2.00
2.12,2.06,2.13,2.06
2.13,2.04,2.13,2.03
2.03,1.95,2.03,1.94
2.02,1.94,2.02,1.92
1.93,1.93,2.08,1.90
1.93,1.88,1.93,1.86
1.87,1.84,1.90,1.80
1.84,1.70,1.84,1.67
1.70,1.69,1.77,1.67
1.62,1.62,1.62,1.55
1.56,1.61,1.64,1.55
1.69,1.65,1.75,1.65
1.76,1.85,1.85,1.76
1.85,1.85,1.85,1.85
1.65,1.79,1.83,1.65
1.68,1.78,1.78,1.68
1.76,1.76,1.76,1.76
1.78,1.68,1.83,1.66
1.85,1.55,1.85,1.52
1.61,1.64,1.78,1.56
1.57,1.67,1.67,1.57
1.61,1.70,1.75,1.61
1.74,1.60,1.74,1.60
1.66,1.71,1.75,1.66
1.69,1.67,1.70,1.67
1.70,1.64,1.70,1.61
1.75,1.97,2.28,1.74
2.11,2.19,2.45,2.05
2.25,2.09,2.25,2.06
2.02,2.04,2.08,1.95
2.16,2.16,2.18,2.05
2.06,2.06,2.19,2.06
2.06,2.33,2.69,2.06
2.30,2.10,2.30,2.07
2.10,2.21,2.52,2.10
2.19,2.19,2.47,2.10
2.37,2.24,2.46,2.11
2.24,2.23,2.36,2.11
2.15,2.23,2.33,2.14
2.21,2.19,2.36,2.19
2.11,2.19,2.25,2.11
2.23,2.19,2.23,2.19
2.20,2.27,2.33,2.11
2.30,2.34,2.35,2.12
2.16,2.27,2.30,2.16
2.27,2.17,2.27,2.13
2.23,2.17,2.23,2.17
2.19,2.19,2.20,2.16
2.12,2.20,2.22,2.11
2.35,2.11,2.35,2.11
2.03,2.08,2.19,2.03
2.08,2.03,2.08,2.01
2.34,2.05,2.34,2.01
2.05,2.10,2.29,2.05
2.10,2.10,2.10,2.10
2.08,2.10,2.11,2.08
2.10,2.15,2.28,2.10
2.10,2.08,2.10,2.07
2.13,2.23,2.35,2.13
2.05,2.11,2.16,2.03
2.11,2.22,2.30,2.10
2.28,2.28,2.28,2.10
2.27,2.20,2.27,2.20
2.11,2.12,2.16,2.02
2.12,2.08,2.12,2.08
2.18,2.12,2.18,2.09
2.09,2.04,2.09,2.04
2.09,2.05,2.11,2.04
2.17,2.17,2.17,2.17
N/A,N/A,N/A,N/A
2.14,2.05,2.14,2.03
2.10,2.05,2.13,2.03
2.15,2.12,2.15,2.05
2.12,2.10,2.30,2.09
2.55,2.34,2.55,2.11
2.20,2.31,2.48,2.20
2.25,2.44,2.54,2.25
2.52,2.50,2.62,2.40
2.49,2.61,2.62,2.49
2.31,2.60,2.62,2.31
2.59,2.59,2.59,2.55
2.59,2.46,2.59,2.46
2.60,2.52,2.60,2.50
2.60,2.27,2.64,2.09
2.28,2.16,2.28,2.10
2.13,2.13,2.21,2.08
2.11,2.12,2.23,2.10
2.17,2.16,2.25,2.15
2.15,2.12,2.15,2.10
2.08,2.05,2.08,2.05
2.05,2.11,2.13,2.05
2.14,2.15,2.15,2.12
2.17,2.19,2.19,2.17
2.18,2.19,2.19,2.18
2.22,2.25,2.26,2.22
2.27,2.11,2.28,2.06
2.13,2.17,2.45,2.13
2.17,2.07,2.32,2.07
2.09,2.08,2.10,2.08
2.06,2.05,2.20,2.05
2.06,2.08,2.08,2.06
2.13,2.07,2.13,2.07
2.10,2.06,2.20,2.06
2.11,2.09,2.17,2.07
2.09,2.06,2.12,2.06
2.11,2.07,2.12,2.07
2.15,2.26,2.55,2.13
2.08,2.05,2.12,2.01
2.06,2.06,2.06,2.06
2.15,2.09,2.15,2.07
2.04,2.10,2.12,2.04
2.05,2.05,2.05,2.05
2.05,2.04,2.05,2.01
2.01,2.03,2.10,2.01
2.18,2.16,2.18,2.14
2.12,2.09,2.12,2.08
2.01,2.01,2.01,2.01
N/A,N/A,N/A,N/A
2.02,2.03,2.04,2.01
2.07,2.01,2.10,2.01
2.04,2.05,2.05,2.01
2.04,2.01,2.04,2.01
1.95,1.66,1.95,1.40
1.69,1.68,1.79,1.67
1.67,1.67,1.67,1.67
1.68,1.82,1.82,1.68
1.76,1.57,1.76,1.56
1.60,1.66,1.78,1.59
1.63,1.53,1.65,1.53
1.56,1.48,1.62,1.48
1.50,1.59,1.59,1.50
1.55,1.73,1.94,1.42
1.50,1.50,1.71,1.50
1.53,1.53,1.53,1.53
1.61,1.65,1.87,1.43
1.63,1.63,1.63,1.63
1.59,1.59,1.59,1.59
N/A,N/A,N/A,N/A
1.48,1.48,1.48,1.48
1.54,1.47,1.67,1.36
N/A,N/A,N/A,N/A
1.45,1.43,1.68,1.43
1.45,1.60,1.68,1.43
1.58,1.57,1.58,1.47
1.45,1.58,1.58,1.45
1.37,1.58,1.58,1.36
1.36,1.26,1.40,1.26
1.38,1.54,1.59,1.31
1.53,1.52,1.53,1.34
1.32,1.51,1.52,1.32
1.33,1.52,1.52,1.31
1.37,1.46,1.48,1.24
1.43,1.40,1.48,1.31
1.27,1.51,1.51,1.27
1.52,1.37,1.56,1.34
1.44,1.40,1.45,1.40
1.36,1.36,1.36,1.36
1.35,1.40,1.54,1.34
1.35,1.42,1.52,1.29
1.36,1.36,1.37,1.36
1.36,1.39,1.39,1.36
1.30,1.31,1.32,1.30
1.30,1.27,1.32,1.26
1.30,1.41,1.50,1.29
1.45,1.79,2.39,1.35
1.67,2.06,2.19,1.53
2.16,2.30,2.38,2.02
2.30,2.12,2.50,1.99
2.10,2.34,2.47,2.10
2.37,2.16,2.39,2.14
2.33,2.26,2.33,2.11
2.17,2.13,2.19,2.04
2.13,2.08,2.30,2.05
2.05,2.01,2.24,2.00
2.01,2.06,2.10,2.01
2.07,2.01,2.07,1.98
2.00,1.97,2.04,1.97
1.96,1.95,2.02,1.95
1.90,1.90,1.90,1.89
1.92,1.81,1.93,1.81
N/A,N/A,N/A,N/A
1.82,1.85,1.87,1.82
1.82,1.72,1.83,1.53
1.56,1.56,1.62,1.56
1.70,1.66,1.70,1.60
1.64,1.62,1.74,1.62
1.62,1.64,1.64,1.55
1.72,1.66,1.81,1.66
1.79,1.80,1.80,1.77
N/A,N/A,N/A,N/A
1.91,1.62,2.00,1.62
1.75,1.85,1.99,1.64
1.85,1.85,2.06,1.85
1.86,1.76,1.86,1.66
1.62,1.65,1.65,1.62
1.62,1.58,1.65,1.47
1.61,1.63,1.71,1.61
1.70,1.63,1.70,1.42
1.47,1.51,1.56,1.43
1.59,1.55,1.59,1.55
1.52,1.80,1.80,1.47
1.80,1.43,1.88,1.32
1.44,1.47,1.50,1.41
1.39,1.39,1.45,1.39
1.46,1.46,1.46,1.46
1.43,1.42,1.51,1.32
1.42,1.46,1.46,1.41
1.41,1.44,1.50,1.41
1.38,1.38,1.38,1.38
1.38,1.40,1.40,1.38
1.46,1.43,1.54,1.39
1.39,1.45,1.45,1.38
1.39,1.37,1.46,1.37
1.43,1.41,1.43,1.37
1.36,1.35,1.38,1.29
1.32,1.34,1.35,1.30
1.30,1.28,1.33,1.28
1.28,1.24,1.41,1.23
1.15,1.15,1.15,1.15
1.15,1.24,1.34,1.15
1.19,1.15,1.19,1.15
1.16,1.15,1.16,1.15
1.16,1.16,1.16,1.16
1.11,1.11,1.11,1.11
1.14,1.08,1.14,1.08
N/A,N/A,N/A,N/A
1.18,1.10,1.18,1.06
1.06,1.09,1.09,0.97
1.04,1.02,1.04,1.00
1.00,0.91,1.07,0.74
0.91,0.90,0.91,0.87
0.60,0.88,0.93,0.60
0.62,0.87,1.20,0.60
0.81,0.84,0.85,0.65
0.81,0.80,0.81,0.75
1.00,0.79,1.00,0.77
0.91,0.91,0.91,0.91
0.76,0.75,0.76,0.75
0.97,0.91,0.97,0.85
0.90,0.90,0.90,0.90
N/A,N/A,N/A,N/A
0.75,0.80,1.02,0.75
0.75,0.85,1.19,0.75
N/A,N/A,N/A,N/A
0.76,0.76,0.76,0.76
N/A,N/A,N/A,N/A
0.80,0.80,0.93,0.80
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.95,0.95,0.99,0.95
0.97,0.97,0.97,0.97
0.98,0.99,1.00,0.98
1.08,1.03,1.08,1.03
1.07,1.06,1.07,1.06
1.06,1.10,1.10,1.06
N/A,N/A,N/A,N/A
1.22,1.34,1.37,1.17
1.25,1.24,1.25,1.24
1.24,1.05,1.24,1.05
1.20,1.14,1.20,1.14
N/A,N/A,N/A,N/A
1.18,1.20,1.20,1.00
1.20,1.70,2.00,1.19
1.90,1.76,2.69,1.60
1.80,1.78,2.00,1.70
1.75,1.71,1.93,1.70
1.72,1.96,1.98,1.72
2.00,2.04,2.30,1.96
2.20,2.58,2.86,2.10
2.58,2.12,2.58,2.09
2.12,1.80,2.12,1.80
1.80,1.78,1.89,1.75
1.81,1.45,2.00,1.29
1.42,1.38,1.44,1.29
1.37,1.44,1.64,1.34
1.74,1.51,1.74,1.43
1.51,1.57,1.69,1.38
1.60,1.62,1.75,1.51
1.63,1.36,1.63,1.30
1.37,1.44,1.59,1.37
1.43,1.51,1.59,1.43
1.88,1.67,1.88,1.55
1.58,1.67,1.74,1.58
1.75,1.71,1.75,1.61
1.88,1.69,1.88,1.61
1.60,1.60,1.73,1.57
1.68,1.56,1.68,1.52
1.44,1.48,1.71,1.44
1.53,1.53,1.70,1.40
1.55,1.50,1.63,1.50
1.54,1.50,1.54,1.45
1.46,1.53,1.54,1.46
N/A,N/A,N/A,N/A
1.46,1.51,1.57,1.46
1.51,1.60,1.68,1.50
1.56,1.58,1.69,1.45
1.46,1.43,1.61,1.41
1.48,1.77,1.77,1.45
1.72,1.86,2.00,1.56
1.83,1.71,1.83,1.58
1.66,1.66,1.79,1.58
1.60,1.61,1.65,1.60
1.59,1.58,1.60,1.52
1.57,1.74,1.84,1.55
1.68,1.65,1.84,1.53
1.60,1.66,1.82,1.57
1.60,1.60,1.73,1.56
1.60,1.61,1.67,1.60
1.66,1.65,1.66,1.61
1.63,1.64,1.67,1.63
1.65,1.61,1.66,1.61
1.61,1.65,1.65,1.61
1.61,1.60,1.61,1.60
1.60,1.60,1.60,1.60
1.55,1.51,1.57,1.50
1.51,1.56,1.56,1.51
1.51,1.54,1.56,1.51
1.51,1.57,1.59,1.40
1.48,1.46,1.54,1.45
1.48,1.48,1.48,1.48
1.55,1.50,1.57,1.46
1.52,1.53,1.54,1.50
1.51,1.54,1.54,1.51
1.54,1.49,1.57,1.40
1.45,1.44,1.53,1.44
1.35,1.36,1.41,1.35
1.33,1.33,1.39,1.32
1.33,1.30,1.33,1.30
1.37,1.36,1.41,1.32
1.34,1.40,1.40,1.34
1.40,1.34,1.40,1.34
1.38,1.30,1.38,1.30
1.31,1.31,1.31,1.31
N/A,N/A,N/A,N/A
1.31,1.31,1.31,1.31
1.34,1.33,1.34,1.33
1.34,1.34,1.34,1.34
1.33,1.28,1.33,1.20
1.30,1.33,1.33,1.23
1.32,1.32,1.33,1.24
1.23,1.31,1.31,1.23
1.31,1.31,1.31,1.31
1.31,1.32,1.32,1.31
1.24,1.25,1.25,1.24
1.21,1.21,1.31,1.21
1.25,1.33,1.33,1.22
1.32,1.38,1.61,1.31
1.36,1.42,1.49,1.35
1.38,1.50,1.55,1.20
1.53,1.48,1.53,1.26
1.35,1.55,1.55,1.29
1.52,1.40,1.53,1.38
1.40,1.69,1.99,1.40
1.85,1.61,1.85,1.60
1.71,1.65,1.71,1.60
1.48,1.55,1.55,1.48
1.60,1.67,1.67,1.60
1.78,1.75,1.81,1.59
1.80,1.73,1.80,1.73
1.66,1.66,1.66,1.66
1.80,2.54,3.17,1.80
2.34,2.15,2.46,2.14
2.14,2.20,2.32,1.82
2.21,2.15,2.30,2.11
2.26,1.93,2.26,1.78
1.81,1.97,2.09,1.81
1.98,1.95,1.98,1.83
2.02,1.89,2.07,1.86
1.81,1.95,2.00,1.81
2.00,1.90,2.06,1.86
2.04,2.02,2.04,1.90
2.00,2.01,2.04,1.96
1.93,1.93,2.03,1.90
1.98,1.95,2.00,1.95
1.92,1.93,1.94,1.90
1.90,1.71,1.92,1.70
1.72,1.66,1.78,1.66
1.64,1.70,1.84,1.64
1.73,1.71,1.73,1.68
1.74,1.81,1.89,1.74
1.71,1.76,1.82,1.66
1.74,1.75,1.75,1.66
1.90,1.77,1.98,1.72
1.74,1.76,1.80,1.69
1.88,1.80,1.89,1.79
1.84,1.86,1.87,1.80
1.89,1.84,1.89,1.67
1.83,1.73,1.83,1.72
1.74,1.73,1.74,1.70
N/A,N/A,N/A,N/A
1.76,1.87,1.87,1.70
1.70,1.78,1.79,1.70
1.75,1.75,1.75,1.65
1.70,1.70,1.70,1.67
1.70,1.76,1.80,1.70
1.77,1.76,1.79,1.76
1.75,1.90,1.96,1.73
1.89,1.83,1.92,1.83
1.85,1.86,1.86,1.85
N/A,N/A,N/A,N/A
1.97,1.89,1.97,1.85
1.86,1.83,1.86,1.75
1.86,1.78,1.86,1.78
1.78,1.71,1.78,1.71
1.76,1.72,1.78,1.72
1.76,1.68,1.78,1.64
1.72,1.66,1.72,1.60
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.60,1.60,1.63,1.60
1.57,1.69,1.69,1.57
1.67,1.60,1.67,1.60
1.68,1.70,1.73,1.61
1.70,1.77,1.77,1.70
1.61,1.61,1.61,1.61
1.60,1.64,1.68,1.60
1.60,1.60,1.60,1.60
1.68,1.68,1.68,1.68
1.68,1.71,1.72,1.43
1.70,1.70,1.70,1.70
1.70,1.72,1.73,1.70
1.74,1.74,1.75,1.74
1.70,1.70,1.70,1.70
1.74,1.71,1.74,1.71
1.70,1.67,1.70,1.67
1.67,1.50,1.75,1.45
1.56,1.74,1.74,1.56
1.72,1.98,1.98,1.51
1.88,1.88,1.96,1.78
1.79,1.67,1.87,1.67
1.67,1.62,1.85,1.60
1.66,1.77,1.77,1.66
1.85,1.70,1.85,1.61
1.73,4.82,5.73,1.73
5.00,2.45,5.05,2.38
2.45,2.35,2.70,2.09
2.45,3.60,4.25,2.40
3.30,2.91,3.45,2.57
2.87,2.87,2.92,2.30
2.82,3.01,3.11,2.65
2.96,2.87,3.08,2.68
2.92,2.73,2.92,2.69
2.67,2.67,2.79,2.53
2.63,2.70,2.70,2.40
2.58,2.58,2.64,2.57
2.59,2.59,2.62,2.42
2.50,2.41,2.50,2.39
2.44,2.30,2.44,2.26
2.29,2.18,2.29,2.18
2.32,2.35,2.47,2.27
