SLYV,SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK,NASDAQ
90.99,90.78,91.07,90.43
90.95,91.78,91.97,90.95
91.73,90.62,91.73,90.62
89.61,88.51,89.65,88.14
88.33,88.23,88.57,87.36
87.74,87.46,87.94,86.86
88.18,88.17,88.23,87.68
89.09,88.35,89.19,88.17
89.00,89.88,90.15,89.00
89.80,88.87,90.34,88.87
89.98,90.80,91.17,89.98
90.81,90.85,91.51,90.33
90.66,91.13,91.36,90.52
91.87,92.33,92.40,91.19
92.81,92.90,93.10,92.62
93.43,93.83,93.98,93.11
94.06,94.09,94.36,93.71
95.22,95.02,95.52,94.85
95.07,95.14,95.41,95.04
95.32,95.78,95.93,95.27
95.86,95.40,96.03,95.39
96.01,95.71,96.12,95.55
96.01,96.60,96.95,96.01
96.64,96.70,96.74,96.34
96.79,96.84,97.14,96.55
97.05,96.79,97.32,96.53
97.30,96.03,97.30,96.02
96.03,96.74,96.74,95.98
96.30,96.22,96.30,95.68
96.00,95.63,96.06,95.26
96.21,95.62,96.26,95.38
96.21,95.47,96.23,95.47
96.39,96.85,96.91,96.39
96.53,96.76,96.89,96.45
96.73,97.01,97.22,96.57
97.10,96.19,97.19,95.99
95.87,95.68,96.05,95.16
96.40,96.36,96.44,95.80
96.08,96.22,96.62,95.76
95.48,96.59,96.59,95.14
96.62,96.45,96.62,95.84
96.53,96.11,96.53,96.10
95.04,94.43,95.07,94.28
94.02,94.17,94.57,93.53
94.05,93.26,94.16,93.26
93.21,94.58,94.73,93.03
94.23,93.91,94.69,93.54
94.29,95.07,97.40,94.29
95.32,95.17,95.32,94.64
95.40,94.98,95.50,94.90
94.02,92.93,94.61,92.89
93.10,93.08,93.49,92.81
93.20,93.79,94.12,93.20
93.91,92.24,93.91,92.05
93.21,92.82,94.18,92.00
92.83,93.28,93.45,92.51
93.75,93.61,93.87,93.53
93.02,93.77,94.22,92.57
94.15,95.09,95.09,94.12
95.94,95.68,95.94,95.48
95.99,96.18,96.62,95.84
96.33,95.60,96.41,95.60
95.93,95.96,96.12,95.69
97.07,96.31,97.07,96.31
96.23,96.97,97.06,94.77
96.97,98.04,98.48,96.52
98.35,97.95,98.35,97.71
98.00,97.81,98.00,97.67
97.51,97.85,97.91,97.06
97.61,97.82,98.74,97.39
98.16,97.81,98.63,97.77
98.09,98.30,98.63,97.69
97.86,97.94,98.21,97.70
96.80,98.12,98.12,96.80
97.75,99.05,99.08,97.40
98.38,98.22,98.65,98.13
98.20,97.37,98.28,96.92
97.20,98.12,98.14,97.20
96.97,96.90,97.41,96.89
97.00,95.75,97.01,95.71
96.04,95.98,96.26,95.33
97.45,97.92,98.13,97.33
97.92,99.01,99.37,97.86
98.93,99.70,99.85,98.87
99.68,99.00,99.69,99.00
99.84,100.06,100.11,99.84
99.81,100.94,100.94,99.81
101.69,101.84,102.03,101.36
102.23,102.05,102.46,101.97
102.52,102.45,102.89,102.11
101.93,102.03,104.49,101.49
102.01,102.54,106.86,101.64
102.54,102.27,103.11,102.16
103.00,102.42,103.00,102.22
102.96,102.99,103.18,102.30
102.95,102.05,103.06,101.76
101.86,101.68,102.16,101.37
101.50,101.06,101.50,100.73
101.55,102.07,102.28,101.39
102.01,102.23,102.25,101.58
102.50,101.95,102.71,101.80
102.25,100.15,102.25,100.08
100.46,101.76,102.13,100.25
101.76,101.85,102.05,101.40
101.64,101.78,101.81,101.25
101.18,102.70,102.70,101.18
102.47,102.88,102.89,102.10
102.98,103.12,103.12,102.49
102.85,102.59,103.53,102.57
102.70,102.00,103.12,101.77
102.65,101.75,102.65,101.75
102.40,103.46,103.79,102.32
103.70,104.19,104.32,103.30
104.56,104.22,104.63,104.11
104.18,105.04,105.23,104.18
105.22,105.50,105.65,104.91
106.00,105.89,106.32,105.89
105.91,104.15,105.91,103.93
104.03,103.84,104.67,103.84
103.77,103.72,104.75,103.30
103.45,103.92,104.09,103.45
104.58,104.70,105.16,104.39
105.01,104.20,105.01,103.99
103.95,103.40,104.18,103.24
103.31,101.81,103.34,101.81
101.98,102.59,102.76,101.82
102.61,102.69,102.80,102.15
102.81,103.69,103.90,102.81
103.40,103.45,103.71,103.09
103.72,104.47,104.59,103.00
104.74,104.03,104.75,104.03
103.37,104.95,106.42,103.37
105.43,105.85,106.00,105.43
105.89,106.28,106.60,105.89
106.71,106.43,106.83,106.26
106.50,106.18,106.50,105.95
106.43,106.23,106.69,106.23
106.60,106.46,106.86,106.40
106.26,105.31,106.26,104.91
105.76,105.79,105.99,105.22
105.90,104.69,105.90,104.69
105.08,105.77,106.08,104.97
105.58,105.27,105.58,104.74
105.50,105.09,105.50,104.45
105.12,105.33,105.51,104.81
105.25,104.09,105.26,103.77
104.77,105.29,105.31,104.71
105.55,105.97,107.00,105.55
105.85,106.00,106.04,105.70
105.59,105.37,105.90,105.32
106.26,105.97,106.32,105.59
106.19,106.58,106.78,105.74
106.20,105.70,106.20,105.39
105.08,103.82,105.35,103.49
104.11,102.88,104.11,102.28
102.81,103.32,103.44,102.81
102.75,102.15,103.04,101.90
103.02,103.18,103.88,102.53
102.36,102.46,103.05,102.27
102.41,99.63,102.43,99.41
100.07,100.15,100.63,99.54
99.80,99.51,99.92,98.79
100.05,100.54,100.97,100.05
101.06,101.16,101.41,100.50
100.96,101.26,101.26,100.40
101.46,102.25,102.49,100.42
102.42,102.25,102.59,101.98
101.64,103.92,103.98,99.32
103.34,104.22,104.26,103.14
104.40,104.93,105.08,104.30
104.56,103.70,105.23,103.70
104.04,104.92,105.06,104.04
105.15,104.85,105.42,104.85
105.07,105.73,106.49,105.07
105.74,105.58,106.02,105.42
105.53,106.31,107.15,105.53
106.31,106.95,107.01,106.31
107.42,107.12,107.96,107.06
106.73,106.74,106.97,105.74
107.68,109.04,109.55,107.68
108.98,108.69,108.98,108.50
109.08,108.99,109.29,108.76
109.28,108.91,109.28,108.76
109.07,108.68,109.13,108.37
109.12,107.96,109.12,107.60
107.50,108.19,108.25,106.40
108.62,107.16,108.66,106.60
106.69,107.45,107.82,106.49
107.95,108.09,108.85,107.95
108.34,109.49,109.54,108.34
109.35,108.69,109.37,108.33
108.55,109.02,109.30,108.31
109.50,108.81,109.91,108.77
109.11,108.30,109.11,107.60
108.76,108.09,108.76,107.83
108.90,106.38,108.90,106.38
106.01,105.92,106.26,105.65
107.41,106.37,107.41,106.21
107.07,108.09,108.52,106.83
108.53,109.20,109.39,108.40
109.67,109.82,110.09,109.23
110.02,109.11,110.02,109.00
109.66,107.56,109.89,107.20
106.82,105.95,106.93,105.67
106.02,107.11,107.20,106.02
106.85,107.67,107.72,106.58
107.35,105.75,107.35,105.24
104.16,104.47,105.27,103.97
105.13,104.60,105.42,103.84
104.79,105.12,105.50,103.49
105.60,105.91,105.91,105.32
105.69,106.56,106.77,105.69
106.25,106.56,106.75,106.12
106.90,107.66,107.89,106.81
107.66,107.31,107.78,107.02
107.24,107.08,107.58,106.86
106.95,105.55,106.95,105.55
106.04,105.08,106.44,104.09
106.12,105.31,106.12,105.29
105.00,105.59,105.74,104.42
105.31,105.10,106.40,104.72
105.89,105.63,106.66,105.63
105.04,105.49,105.56,104.78
104.76,104.06,105.03,103.89
104.47,104.63,104.70,103.04
104.63,103.97,105.47,103.83
103.67,104.16,104.54,103.67
105.36,107.30,107.30,105.12
106.70,106.07,106.98,105.94
105.58,104.01,105.73,103.76
103.64,103.36,103.91,102.22
102.72,104.06,104.09,102.72
104.77,104.88,105.12,104.46
104.77,103.58,105.44,102.92
103.78,103.96,104.00,103.00
104.40,104.70,105.00,104.14
104.73,105.80,105.88,104.73
106.19,107.20,107.30,106.09
106.91,106.74,106.91,106.25
107.08,106.63,107.08,106.33
106.63,106.45,106.86,106.17
106.24,106.17,106.46,105.40
106.02,105.69,106.02,105.17
105.36,106.05,106.08,105.26
106.37,108.19,108.45,105.96
108.61,109.31,109.46,107.90
109.31,109.99,110.40,109.31
109.77,109.79,109.85,109.15
109.30,109.07,109.36,108.58
108.57,108.05,108.57,107.84
108.58,108.44,108.70,107.73
108.08,108.37,108.49,107.84
108.49,109.30,109.39,108.15
109.10,109.71,109.71,108.77
109.95,109.86,109.95,109.46
109.50,109.58,109.66,109.23
109.78,109.41,109.78,109.03
109.29,108.54,110.20,108.52
107.96,109.13,109.34,107.96
109.51,108.99,109.51,108.38
108.68,109.69,109.69,108.68
109.85,110.24,110.24,109.38
110.58,111.65,112.08,110.58
111.50,110.80,111.50,110.80
111.16,111.71,111.89,111.16
111.26,110.20,111.26,110.15
109.89,109.39,109.89,109.00
109.84,109.58,110.02,109.20
107.66,108.54,108.82,107.49
108.25,108.06,108.34,107.74
108.93,108.58,109.04,108.37
108.81,107.96,108.82,107.41
108.00,107.86,108.23,107.61
107.09,106.49,107.56,106.35
106.60,107.95,108.18,105.95
107.20,107.53,107.67,106.88
108.08,108.38,108.73,108.06
108.48,108.07,108.60,108.00
108.52,107.92,108.88,107.64
107.22,106.84,107.24,106.76
107.19,106.79,107.19,106.00
107.00,106.77,107.10,106.57
107.28,106.84,107.28,106.45
105.79,104.58,105.98,104.58
104.69,104.41,105.19,103.87
105.12,105.28,105.34,103.88
103.09,104.98,105.49,103.09
104.41,105.56,105.80,104.41
105.85,104.87,106.00,104.49
105.07,105.88,105.93,105.05
106.41,106.69,107.51,106.21
106.27,106.07,106.46,105.86
106.29,106.59,106.85,106.29
106.62,106.79,107.04,106.62
107.62,106.10,107.78,106.04
107.63,107.98,108.24,107.41
108.39,108.72,108.90,108.39
108.29,108.28,108.29,107.82
108.08,108.71,108.84,107.69
108.57,108.62,108.83,108.35
109.08,108.75,109.18,108.32
108.87,109.38,109.45,108.87
109.34,109.31,109.52,109.14
108.97,108.75,108.97,108.60
109.05,109.32,109.42,108.87
109.83,109.85,110.00,109.16
110.07,109.19,110.19,109.14
109.66,109.08,110.26,108.99
108.53,109.33,109.34,108.53
109.33,109.40,109.50,108.99
109.40,108.08,109.40,108.05
108.16,108.44,108.44,107.70
107.82,108.92,109.24,107.82
109.07,107.88,109.07,107.36
107.93,106.99,107.93,106.84
106.82,107.46,107.67,106.01
107.34,107.32,107.99,107.00
107.80,107.74,107.91,107.69
107.88,106.25,107.88,106.08
105.83,105.14,105.97,104.99
104.73,104.40,105.16,104.09
104.18,104.53,104.53,103.39
104.44,103.19,104.44,103.00
103.45,103.91,103.91,103.33
102.91,103.57,103.91,102.71
103.56,102.31,103.83,102.31
102.30,101.10,102.30,101.04
101.16,102.00,102.59,100.46
103.34,102.75,103.34,102.53
102.75,102.24,102.90,101.79
101.26,100.27,101.56,100.27
100.79,102.26,102.27,99.77
102.50,100.00,102.50,100.00
99.63,99.09,100.54,99.09
99.09,98.84,100.40,98.84
99.62,100.25,101.26,99.62
99.33,100.82,100.82,98.00
99.37,101.47,102.07,99.37
102.79,101.24,102.79,100.94
100.93,102.44,102.44,100.93
102.96,103.99,104.13,102.77
104.05,102.85,104.60,102.85
103.93,104.38,105.05,103.55
104.53,104.60,104.79,104.01
104.25,104.59,104.59,103.80
105.14,107.54,107.54,104.71
107.69,107.55,108.15,106.85
107.76,108.20,108.29,106.75
109.67,109.75,109.84,109.03
109.88,109.37,110.35,109.36
109.41,109.26,109.72,108.82
110.07,109.60,110.07,109.26
109.85,109.96,110.84,109.34
109.74,109.98,110.05,109.50
110.38,110.22,110.53,109.89
110.57,110.50,110.57,110.22
110.25,111.35,111.35,110.08
111.35,110.33,111.56,110.20
110.58,110.05,110.58,110.05
110.15,109.40,110.15,109.35
109.88,109.87,110.34,109.78
109.76,108.93,109.76,108.03
108.41,109.92,109.96,108.41
111.79,110.13,111.79,109.92
110.10,111.03,111.23,110.10
111.04,111.17,111.38,110.77
111.34,111.48,111.51,110.89
111.93,110.11,111.93,110.11
110.45,109.01,110.45,108.82
108.83,109.78,110.15,108.83
109.82,111.00,111.19,109.56
110.55,110.44,110.77,109.93
110.80,110.91,111.35,110.80
110.71,109.73,111.53,109.41
108.79,111.39,111.57,108.70
110.82,109.14,111.20,109.10
109.60,109.70,110.76,109.52
108.32,107.85,108.89,107.85
108.48,107.36,108.93,107.04
107.01,106.78,108.59,106.73
107.21,109.84,109.88,107.21
111.42,111.29,111.42,110.35
104.42,104.91,105.63,103.86
104.46,104.93,104.98,104.25
105.63,105.87,106.87,105.42
106.10,106.04,106.27,105.63
106.12,106.82,106.89,106.12
106.56,107.37,107.58,106.56
107.25,106.91,107.46,106.85
107.23,105.74,107.67,105.74
106.69,105.40,106.69,104.14
104.77,103.41,105.00,103.03
103.82,101.50,103.82,100.94
102.51,102.20,102.51,101.55
103.18,104.14,104.20,103.18
103.90,102.76,103.90,102.65
102.73,101.95,102.73,101.23
102.98,102.20,104.18,101.52
101.89,102.11,102.16,100.79
102.42,100.55,102.42,100.15
100.02,101.96,101.96,100.02
101.82,101.14,101.82,100.53
100.85,100.99,101.59,100.70
101.65,102.95,103.19,100.71
103.21,102.81,103.21,102.65
102.67,103.74,103.74,102.35
102.45,103.20,103.53,102.45
103.55,101.69,103.55,101.69
101.42,102.43,102.53,100.81
101.80,100.39,101.94,100.39
100.66,101.98,102.00,99.80
102.66,104.09,104.09,102.66
103.69,103.26,104.43,103.26
104.10,105.09,105.15,103.96
104.95,104.83,105.62,104.51
104.28,104.10,105.03,103.73
104.59,104.31,104.59,103.28
103.86,104.14,104.32,103.45
104.51,105.12,105.29,104.51
105.40,105.63,105.85,105.40
105.55,105.45,106.10,105.45
105.39,105.89,105.89,105.18
105.46,105.81,106.07,105.16
105.74,105.85,105.96,104.80
105.67,105.78,105.78,104.77
106.03,106.39,106.40,105.52
106.42,106.34,106.55,105.86
106.50,106.88,106.95,106.34
106.96,106.46,107.01,105.07
106.46,106.97,107.20,106.36
106.86,106.69,106.86,106.38
106.27,105.90,106.27,105.57
105.88,105.94,106.05,105.47
105.10,104.52,105.60,104.49
104.98,105.22,105.40,104.75
104.51,103.83,104.51,103.55
104.03,104.14,104.50,103.47
105.41,106.44,106.44,105.22
105.45,105.79,105.84,104.64
106.05,106.02,106.22,105.67
105.61,106.26,106.31,105.59
105.96,107.10,107.48,105.66
107.12,106.98,107.21,106.63
107.15,107.87,107.89,107.15
107.84,108.07,108.53,107.84
107.75,107.96,108.29,107.57
108.15,106.10,108.15,106.07
105.78,105.78,106.25,105.58
106.00,106.13,106.23,105.25
106.53,107.53,107.73,106.53
106.87,107.12,107.32,106.74
107.88,107.05,107.88,106.15
107.20,107.49,107.90,107.20
106.97,107.88,108.07,106.97
107.61,107.21,107.88,107.07
107.43,107.49,107.78,107.00
107.32,107.09,107.64,106.48
107.51,107.58,107.75,107.20
107.45,107.54,108.08,107.43
107.85,107.51,107.85,107.31
108.19,108.52,109.06,107.98
108.64,108.34,108.64,108.21
108.50,106.60,108.50,106.24
107.07,107.73,108.09,107.02
107.98,107.04,107.98,107.01
107.21,107.30,107.60,106.49
107.70,108.18,108.18,107.36
108.01,107.67,108.01,107.56
108.04,106.99,108.60,106.56
106.92,107.79,107.92,106.66
107.51,106.98,107.57,106.80
106.00,105.06,106.23,104.86
105.25,105.54,105.77,104.91
105.65,106.02,106.45,105.65
105.67,104.78,106.29,104.59
105.23,104.85,105.23,104.29
105.12,105.39,105.74,104.68
106.13,106.08,106.28,105.90
105.84,106.23,106.57,105.84
105.60,105.51,105.97,104.39
105.97,105.69,105.97,105.16
106.25,106.67,106.75,106.07
106.57,106.55,106.68,106.01
106.32,107.55,107.70,106.32
107.35,107.22,107.35,106.84
107.23,107.47,107.66,107.00
107.53,107.61,107.98,107.37
107.44,106.79,107.56,106.62
106.50,105.60,106.50,105.29
105.84,106.88,106.88,105.42
106.56,106.69,106.69,106.12
106.75,105.99,106.75,105.62
106.87,106.20,106.87,105.46
105.78,106.67,107.21,105.78
106.80,107.77,107.92,106.80
107.35,106.72,107.38,106.46
106.78,107.16,107.33,106.19
107.18,106.75,107.18,106.60
106.44,106.45,106.94,106.08
106.95,108.35,108.43,106.95
108.32,108.02,108.32,107.87
108.05,107.87,108.05,107.56
107.25,107.25,107.56,106.10
106.88,108.05,108.07,106.88
108.48,107.84,108.48,107.67
107.95,108.98,108.98,107.95
108.58,108.58,108.87,108.23
108.80,108.90,109.16,108.72
108.98,109.50,109.51,108.80
109.48,108.71,109.48,108.71
108.65,108.70,108.87,108.39
108.79,108.92,108.92,108.13
108.00,106.03,108.22,106.03
106.91,106.14,106.91,105.72
107.08,106.41,107.33,105.93
106.47,105.85,106.57,105.42
104.85,105.55,105.64,104.84
105.48,105.50,105.60,103.69
104.55,103.99,105.00,103.34
104.54,104.10,105.06,103.91
104.99,105.49,105.49,104.99
105.80,106.24,106.36,105.80
106.12,106.67,106.92,106.12
106.55,105.79,106.55,105.60
106.20,106.49,106.81,106.20
106.42,105.51,106.42,105.29
105.46,104.66,105.46,104.66
104.75,104.49,105.02,104.28
104.04,104.37,104.54,104.01
104.48,103.18,104.69,102.95
103.18,101.69,103.18,101.60
101.23,100.74,101.40,100.74
101.37,101.60,101.80,100.00
101.50,102.32,102.47,101.49
102.01,102.69,102.71,102.01
102.75,102.99,103.75,102.75
103.09,102.33,103.09,101.90
102.26,102.57,102.98,102.15
103.07,102.60,103.82,102.49
102.35,102.21,102.35,101.50
101.75,101.44,101.75,101.19
101.86,102.71,102.99,101.55
102.17,102.07,102.29,101.65
101.58,101.84,101.92,100.52
101.57,101.47,102.07,101.34
101.53,102.35,102.50,101.53
102.09,103.10,103.16,101.80
102.79,102.59,102.93,102.33
101.63,101.72,102.09,101.25
100.73,99.60,100.77,99.60
98.66,98.42,99.36,98.01
97.40,94.99,97.71,59.00
95.94,93.34,98.18,93.34
95.19,95.68,95.68,93.69
96.39,96.84,97.46,95.52
96.87,98.15,98.15,96.87
97.61,98.56,98.56,97.58
97.58,95.80,97.58,95.53
97.05,96.84,97.05,95.73
97.14,97.11,97.98,96.89
96.15,96.35,96.62,95.80
97.44,97.77,97.94,96.96
98.55,96.95,98.56,96.94
96.79,96.90,97.63,96.60
96.61,97.05,97.21,96.06
97.36,96.65,97.36,96.40
96.75,97.82,98.00,96.75
97.67,98.88,98.88,97.67
98.64,98.62,99.96,98.54
96.86,96.58,97.51,96.41
97.25,97.10,97.95,96.88
96.24,95.92,96.29,95.31
96.05,95.54,96.19,95.17
94.50,95.65,95.91,94.50
96.23,95.78,96.26,95.37
95.67,93.93,95.67,93.71
93.59,93.34,94.01,92.94
93.96,94.44,94.55,93.60
94.47,93.98,94.47,92.88
92.94,94.84,94.84,92.52
95.78,97.67,97.77,95.78
97.62,97.63,98.52,97.24
97.94,99.02,99.02,97.77
98.95,100.42,100.44,98.83
100.55,100.41,100.63,100.18
100.39,100.31,100.48,100.10
99.90,99.17,100.83,99.17
99.78,98.28,99.79,98.07
98.47,100.08,100.08,97.85
99.62,100.11,100.11,99.11
99.48,99.86,99.86,99.33
99.65,100.39,100.63,99.65
100.29,99.05,100.38,98.96
99.52,99.89,100.45,99.46
100.84,100.56,100.84,99.84
102.15,100.23,102.15,100.14
99.71,98.90,99.71,98.49
99.01,101.60,101.60,99.01
101.22,100.75,101.49,100.48
100.65,100.44,101.06,100.22
100.62,102.23,102.55,100.62
102.41,103.08,103.42,102.41
103.25,102.63,103.31,102.24
102.68,102.98,103.36,102.21
102.96,103.55,103.55,102.00
103.26,102.09,103.26,101.69
101.69,102.28,102.47,101.69
102.53,101.56,102.53,101.50
100.76,99.46,100.79,99.37
99.18,98.76,99.74,98.53
98.68,99.97,99.97,98.51
100.14,99.68,100.65,99.39
99.90,101.07,101.12,99.51
100.78,100.76,100.99,100.38
101.29,101.43,101.77,101.06
101.33,101.69,102.00,101.28
101.22,102.56,102.75,101.18
102.64,103.08,103.20,102.39
103.13,103.27,103.48,103.13
103.57,103.09,103.77,103.09
103.61,103.85,103.93,103.00
103.70,102.81,103.86,102.64
103.14,101.20,103.14,101.00
101.08,102.10,102.39,101.08
101.88,100.45,101.88,100.22
99.82,99.73,100.20,99.01
99.27,98.64,100.21,98.35
98.35,98.44,99.01,98.12
97.65,96.65,97.65,96.33
96.84,95.88,96.84,95.62
96.56,97.39,97.47,96.56
97.65,98.68,98.72,97.39
99.06,97.76,99.06,97.68
92.70,91.41,92.70,91.17
91.87,91.76,92.24,91.19
91.98,93.23,93.46,91.59
93.95,94.67,94.70,93.59
94.66,94.63,95.25,94.29
94.41,94.07,94.52,93.45
94.68,95.06,95.24,94.11
95.09,94.09,95.20,94.09
93.87,92.87,93.99,92.87
91.74,91.12,91.74,90.13
91.37,91.30,91.47,90.83
90.09,90.17,90.83,89.79
88.56,87.83,90.96,87.78
88.23,86.10,88.36,86.10
86.40,86.09,86.70,85.47
86.70,86.11,87.05,84.68
86.45,83.70,86.62,83.35
84.28,85.03,85.84,83.36
83.41,83.86,83.98,82.07
84.53,82.88,84.53,82.00
81.74,83.24,83.94,80.00
83.03,83.10,84.08,82.60
84.48,84.69,85.12,84.02
84.16,82.84,84.54,82.77
83.31,85.02,85.38,83.31
84.77,84.23,85.65,83.90
85.13,84.65,85.42,84.47
84.93,87.48,87.55,84.93
86.96,87.11,87.43,86.09
85.99,85.25,85.99,85.00
85.85,85.93,86.05,84.32
85.75,86.38,87.25,85.75
86.09,84.85,86.25,84.85
83.99,84.42,84.57,83.18
83.61,84.07,84.68,83.42
84.63,83.61,85.18,83.51
82.15,82.52,82.88,81.60
83.16,84.00,84.14,83.07
85.26,85.89,85.89,84.44
86.30,86.88,87.50,86.30
86.81,86.69,86.87,86.22
86.47,86.66,87.01,86.17
87.44,87.93,88.23,87.44
87.83,87.13,87.83,87.13
86.96,88.23,88.35,86.05
88.53,89.08,89.08,87.95
89.19,89.24,89.46,88.68
89.37,89.43,90.23,89.22
89.95,90.66,90.82,89.61
90.96,92.17,92.17,90.86
92.18,93.35,93.40,92.18
93.61,94.10,94.67,93.29
93.71,95.56,95.56,93.71
94.96,93.15,94.96,92.93
93.52,93.79,93.91,93.32
93.90,93.02,94.11,92.25
93.71,95.01,95.06,93.71
94.97,94.64,95.99,92.26
94.15,93.29,94.15,93.10
92.75,93.92,94.23,92.75
94.05,96.13,96.56,94.05
96.22,96.57,96.72,96.20
96.22,96.40,96.59,95.73
95.84,95.88,96.31,95.44
95.58,94.29,95.58,94.21
93.88,94.77,94.78,93.47
95.02,94.79,95.18,94.07
94.39,97.36,97.36,94.22
97.87,97.46,97.87,96.99
97.39,97.54,97.79,97.07
96.69,97.26,97.44,96.44
97.42,96.16,97.56,96.16
95.76,95.00,95.83,94.96
94.82,95.52,95.62,94.45
94.78,94.07,95.02,93.55
94.98,94.49,95.51,94.35
95.20,94.69,96.13,94.69
94.88,95.82,96.29,94.71
96.46,98.06,98.13,96.46
98.04,97.74,98.07,97.63
97.56,98.21,98.34,97.55
97.64,98.89,98.93,97.55
99.15,99.45,99.83,99.06
99.70,99.41,99.93,99.10
99.51,98.65,99.53,98.60
98.62,99.82,99.98,98.62
99.69,98.85,99.69,98.49
99.36,100.55,100.55,99.29
100.55,101.08,101.39,100.28
101.18,100.00,101.79,99.82
99.83,99.48,100.28,98.82
100.00,100.01,100.11,99.11
99.25,98.56,99.25,97.82
98.35,98.00,99.87,97.75
98.78,97.28,98.78,97.28
96.70,98.19,98.19,96.50
98.40,97.72,98.55,97.45
97.98,98.81,99.06,97.93
98.83,97.63,98.83,97.63
97.82,97.14,98.17,96.67
97.06,96.33,97.40,96.16
96.69,97.40,97.84,96.69
97.01,95.70,97.54,95.28
95.70,95.93,96.72,95.47
95.47,95.26,95.47,94.57
96.11,96.75,96.75,96.11
96.75,96.54,97.11,96.38
96.81,98.23,98.44,96.81
98.46,99.01,99.24,98.46
99.46,98.74,99.47,98.57
98.71,99.56,99.60,98.71
99.77,99.97,100.31,99.36
99.24,100.47,100.60,99.24
100.30,101.08,101.08,100.16
101.15,100.54,101.15,100.03
100.87,101.80,102.15,100.87
102.21,102.30,102.71,101.88
102.49,103.09,103.38,102.49
102.67,102.51,102.75,102.05
101.63,101.24,101.92,100.88
100.89,99.92,101.02,99.80
99.92,99.85,100.24,99.22
100.02,99.81,100.77,99.81
99.17,99.66,99.91,98.58
99.41,99.69,100.49,99.34
100.95,101.00,101.77,100.95
100.98,100.72,101.01,99.97
101.07,100.07,101.30,100.07
101.40,102.10,102.16,101.26
98.27,98.21,99.56,97.60
97.20,95.24,97.20,94.70
96.00,96.18,96.71,95.70
97.29,98.26,98.45,97.29
98.49,100.07,100.07,98.37
100.22,100.85,101.13,100.16
100.13,98.96,100.68,98.45
98.64,99.36,100.06,98.51
100.09,99.56,100.44,99.09
100.72,102.02,102.23,100.49
102.75,103.35,103.45,102.72
104.13,104.81,105.45,104.05
105.42,104.80,105.42,104.34
105.75,104.80,105.75,104.80
105.09,105.21,105.36,104.89
105.00,105.32,105.56,104.90
104.94,104.55,105.33,104.39
105.04,104.96,105.55,104.04
104.97,104.57,105.42,104.28
104.66,105.35,105.47,104.31
104.99,104.87,105.23,104.58
104.86,105.48,105.73,104.86
106.07,105.63,106.10,105.03
105.41,105.22,105.42,104.85
105.25,105.48,106.01,104.51
105.27,105.19,105.79,104.64
105.56,103.66,105.56,103.54
103.27,104.19,104.19,103.27
104.41,104.13,104.70,104.13
104.88,105.59,105.97,104.88
105.71,105.78,106.15,105.71
106.10,105.87,106.11,105.73
105.80,105.38,105.88,105.00
105.80,105.84,106.22,105.61
105.69,105.82,106.04,105.14
105.97,106.67,106.98,105.97
106.64,106.12,106.64,106.00
106.26,105.89,106.26,105.25
105.85,106.40,106.66,105.85
106.38,106.52,106.71,106.12
106.58,106.86,106.91,105.65
107.05,107.64,107.89,107.05
107.57,106.75,107.57,106.51
106.68,107.17,107.25,106.65
107.38,106.81,108.00,106.19
106.92,107.22,107.62,106.92
107.51,107.23,107.53,106.91
107.37,106.74,107.37,106.09
106.70,106.48,106.91,105.31
107.07,107.87,107.87,107.01
107.96,107.58,108.00,107.12
107.59,108.38,108.43,107.59
108.31,108.05,108.36,107.88
107.34,104.81,107.34,104.67
104.44,105.92,105.96,104.25
105.38,103.96,105.38,103.46
104.08,103.44,104.39,103.29
103.35,104.57,104.76,103.34
103.86,104.10,104.30,103.65
104.47,104.75,105.35,104.11
105.07,104.19,105.10,104.19
104.77,105.93,105.98,104.53
106.77,107.66,107.74,106.41
107.57,106.96,107.57,106.91
106.25,105.67,106.58,105.67
105.68,105.81,105.98,105.30
105.83,107.02,107.02,105.63
106.74,105.97,107.19,105.87
106.44,107.24,107.57,106.14
106.66,106.57,106.87,106.21
107.00,105.83,107.12,105.63
106.61,106.76,107.19,106.58
106.39,106.66,106.88,105.87
106.69,105.66,106.69,105.30
106.42,106.69,107.26,106.42
106.48,105.18,106.48,104.62
105.23,105.45,105.87,105.11
104.44,104.19,104.78,103.88
104.85,104.22,105.19,104.10
104.05,103.90,104.54,103.89
105.12,104.55,105.12,104.28
104.73,105.19,105.60,104.26
104.99,104.60,105.00,104.22
103.93,104.36,104.53,103.74
104.93,105.15,105.76,104.55
105.06,104.46,105.41,104.12
103.90,103.91,104.75,103.58
104.11,102.94,104.26,102.83
102.79,102.66,103.58,102.42
102.72,103.09,103.83,102.15
103.18,101.85,103.45,101.39
101.38,100.49,101.78,100.39
100.87,100.51,101.27,100.41
100.65,101.00,102.08,100.61
103.46,103.53,103.77,102.88
103.37,103.76,104.21,102.78
103.09,106.94,107.30,102.66
108.01,109.21,109.85,107.61
109.46,112.34,112.34,109.46
113.34,113.97,114.99,112.83
113.71,114.33,114.52,113.21
114.24,114.43,114.58,113.85
114.80,114.63,115.20,114.45
114.87,115.07,115.31,114.65
115.44,115.68,116.00,114.89
116.30,117.57,117.57,116.20
117.46,118.12,118.27,117.10
118.37,118.54,118.58,118.20
118.57,117.21,118.57,117.06
