LLL,L3 Technologies,NASDAQ
84.66,84.17,84.92,83.78
83.51,82.89,83.80,82.60
83.56,83.20,83.56,82.63
83.88,84.64,84.98,83.47
85.22,86.03,86.40,84.93
85.99,85.74,86.53,85.50
86.58,86.74,87.22,86.09
86.40,85.06,86.75,84.65
84.50,85.60,85.96,84.50
85.92,87.09,87.11,85.92
87.44,86.98,88.15,86.95
87.62,88.57,88.76,87.00
88.33,89.83,89.97,88.29
90.36,90.20,90.71,89.92
90.02,90.22,90.46,89.18
90.35,90.86,90.94,90.05
91.01,90.25,91.35,90.22
90.44,91.14,91.18,90.44
91.15,91.84,92.07,91.02
91.87,92.37,92.42,91.68
92.33,92.39,92.50,92.04
92.70,93.00,93.26,92.20
93.34,92.59,93.75,92.53
92.50,92.04,92.90,91.27
92.00,92.15,92.22,91.55
91.40,91.95,92.47,90.80
92.50,92.54,92.82,91.68
92.84,93.15,93.91,92.69
94.00,93.53,94.17,93.28
93.59,94.32,94.32,93.22
94.09,93.55,94.14,93.06
93.54,93.03,93.70,92.81
92.96,93.19,93.55,92.65
92.55,93.52,93.95,92.55
93.50,92.89,93.71,92.38
92.80,92.95,93.19,92.50
93.10,93.31,93.31,92.29
93.25,92.60,93.42,92.53
91.77,91.43,92.04,91.09
91.26,91.20,92.05,91.15
91.05,91.50,92.19,91.04
91.49,92.10,92.74,91.49
92.00,91.37,92.06,91.31
91.49,92.30,92.49,91.49
92.45,92.65,92.74,92.09
92.59,92.27,93.17,92.20
91.70,90.72,92.35,90.55
90.71,91.09,91.41,90.39
90.89,90.98,91.50,90.69
91.26,90.33,91.26,90.07
91.00,90.56,91.88,90.23
90.62,91.25,91.50,90.52
91.16,91.47,91.67,90.80
91.60,91.19,91.63,90.16
91.30,92.12,92.14,91.27
92.44,92.88,93.24,92.12
92.92,94.17,94.18,92.69
94.17,93.96,94.75,93.78
93.91,94.25,94.34,93.29
95.27,95.76,95.98,94.63
95.75,95.99,96.06,95.41
96.07,96.09,96.32,94.71
96.10,96.07,96.59,96.00
96.26,95.22,96.28,94.88
94.76,94.51,95.15,94.06
94.65,95.52,95.89,94.51
95.45,95.93,96.71,95.26
95.90,95.91,96.29,95.51
95.25,95.43,95.74,95.01
94.81,94.50,94.89,94.21
94.50,95.33,95.39,94.40
94.74,93.93,94.86,93.24
93.64,92.67,93.93,91.75
92.69,92.88,93.04,92.23
92.88,92.65,93.29,92.26
92.83,91.99,93.44,91.96
92.13,91.94,92.45,91.48
92.56,93.56,93.56,92.56
93.35,93.94,93.97,93.35
93.65,94.98,95.16,93.14
94.67,93.71,95.50,93.70
94.22,94.06,94.44,93.72
93.97,94.38,94.55,93.72
95.50,94.77,95.50,94.41
94.90,94.40,94.97,94.15
94.74,95.00,95.57,94.45
95.13,95.98,96.00,94.56
96.05,96.29,96.42,95.37
96.25,97.53,97.67,95.63
97.18,97.10,97.58,96.74
97.26,97.98,98.05,95.59
98.31,99.45,100.50,98.10
99.33,100.45,100.89,98.89
100.59,100.76,101.45,100.10
101.00,100.84,101.24,100.46
100.73,101.05,101.32,100.26
101.13,102.28,102.32,101.13
102.28,100.86,102.73,100.79
100.86,101.50,101.63,100.78
101.50,101.35,101.64,101.15
101.41,101.24,101.75,101.00
101.02,101.87,101.93,100.58
101.53,101.96,102.22,100.79
101.94,101.95,102.04,101.11
102.31,102.86,103.41,102.31
102.63,101.78,102.92,101.55
101.78,101.36,102.55,101.09
101.78,101.86,102.25,101.18
101.87,102.34,102.45,101.86
102.45,102.37,102.45,101.86
102.50,103.01,103.45,102.26
103.27,103.48,103.87,102.77
103.50,103.46,103.85,103.22
103.46,103.19,103.77,102.98
102.90,102.68,103.53,102.27
102.40,101.58,102.65,100.63
101.58,100.81,101.67,100.58
101.47,101.80,101.96,101.39
101.98,101.95,102.23,101.72
101.72,102.38,102.46,101.25
102.47,100.88,102.75,100.67
100.61,101.30,101.50,100.61
101.61,102.23,102.35,101.15
102.19,103.02,103.40,102.02
103.27,102.39,103.46,102.05
102.42,104.78,104.90,102.17
104.55,104.57,104.90,103.80
105.09,105.49,106.13,104.80
105.65,106.03,106.24,105.61
105.82,106.73,106.95,105.82
106.84,107.13,107.62,106.73
108.60,107.12,108.69,107.07
107.39,106.78,107.53,106.38
106.87,106.86,107.13,106.66
106.07,105.08,106.28,104.94
105.13,105.38,105.85,105.03
105.66,105.58,106.11,105.01
104.22,104.74,105.56,103.99
104.64,105.46,105.71,104.04
106.91,106.29,107.40,106.05
106.40,106.32,106.69,105.85
106.56,105.66,106.94,105.48
105.91,106.14,106.38,105.46
106.40,107.28,107.70,106.34
106.67,107.00,107.28,106.50
107.04,107.57,107.61,106.91
107.58,108.34,108.83,107.57
108.69,108.62,108.94,107.79
108.49,107.71,108.57,107.21
106.79,104.17,106.90,104.16
104.41,103.71,104.41,102.84
103.79,104.47,104.64,103.74
103.49,103.72,104.18,102.94
104.51,105.41,105.43,103.42
104.60,111.07,111.59,104.33
110.25,108.62,111.89,108.33
108.67,108.33,108.99,106.67
107.70,108.96,109.47,106.90
108.96,109.61,109.99,108.91
111.83,113.02,113.95,110.74
112.83,112.40,113.04,111.67
112.75,112.54,113.24,112.37
112.45,113.12,113.83,112.45
112.73,113.08,113.60,112.36
113.19,113.50,113.63,112.34
113.77,114.82,114.95,113.23
114.00,113.67,115.19,113.40
113.84,115.65,115.90,113.34
115.70,115.58,116.49,114.88
115.24,116.30,117.47,115.20
115.53,113.84,116.00,113.63
114.00,113.98,114.41,113.21
112.41,113.82,113.87,112.41
113.42,115.40,115.90,113.42
114.89,116.01,116.46,114.59
116.54,117.49,118.16,116.54
117.49,117.16,118.47,116.78
117.36,117.12,117.67,116.88
117.78,117.25,118.23,116.82
116.50,116.19,116.68,115.46
116.52,115.07,116.52,114.83
114.81,115.46,115.54,114.26
115.91,114.34,116.23,113.95
114.21,115.30,115.99,113.78
115.70,117.06,117.41,115.61
118.00,117.70,118.80,117.44
117.97,116.43,117.99,115.47
115.89,116.06,117.11,115.89
117.09,116.01,117.09,115.69
116.01,115.82,116.38,114.77
116.25,116.18,116.90,115.45
117.07,117.27,118.61,117.07
117.42,116.51,117.43,116.16
116.73,117.41,118.02,116.67
117.57,118.15,118.70,117.52
118.50,118.79,119.16,118.04
119.22,120.20,120.26,119.05
119.95,119.91,120.15,119.41
120.31,116.34,120.67,116.19
116.50,114.96,117.30,114.41
114.92,114.73,115.08,113.39
115.31,116.64,116.84,114.96
116.77,114.23,116.98,114.02
113.98,113.66,114.96,113.54
114.26,114.27,115.12,113.40
114.67,116.53,116.68,114.15
117.00,117.03,117.30,115.88
116.90,117.73,118.07,116.90
118.14,117.84,118.31,117.38
117.91,116.75,118.48,116.74
116.99,117.50,117.84,116.35
117.79,116.46,118.24,115.42
116.29,115.27,116.29,114.90
116.01,114.69,116.16,113.58
115.67,115.59,116.22,114.92
115.47,115.37,116.16,114.65
115.00,114.68,115.84,113.01
114.44,113.38,114.87,113.16
113.84,114.33,114.83,113.28
114.15,113.80,114.43,113.62
114.20,115.41,115.53,113.55
115.58,114.89,116.31,114.74
114.63,114.55,115.17,113.96
115.15,115.85,116.07,114.94
115.97,121.06,121.43,115.97
120.16,117.95,120.95,117.70
116.99,116.35,117.43,115.56
117.30,114.87,117.58,114.75
114.51,114.80,115.15,113.70
114.75,114.51,115.20,114.08
115.28,115.01,115.73,114.20
115.00,116.19,116.25,114.58
116.17,117.74,117.77,116.01
117.91,118.43,118.45,117.32
118.64,118.97,119.44,118.54
118.99,120.41,120.42,118.72
120.04,121.17,121.24,119.72
121.09,121.63,121.75,120.53
121.33,122.35,122.46,121.07
122.11,123.04,123.12,121.85
123.43,124.88,125.05,123.05
125.00,125.58,125.84,124.99
125.42,126.76,127.27,125.02
126.28,126.13,127.00,125.39
126.00,125.82,126.18,125.32
125.45,125.21,126.30,124.62
125.20,125.56,125.84,124.76
125.33,125.03,125.80,124.62
125.15,124.12,125.15,123.40
124.37,123.86,124.42,122.93
123.86,124.24,124.43,122.30
124.04,123.70,124.80,123.65
123.24,122.89,123.85,122.31
122.83,121.36,123.32,121.28
120.81,121.66,121.75,120.81
121.70,121.25,121.70,120.84
120.99,121.19,121.41,120.63
121.65,120.75,121.65,120.52
120.89,121.18,121.52,119.78
120.72,120.15,121.65,120.02
120.44,120.63,121.12,120.27
120.56,119.37,120.60,119.23
119.19,118.55,119.65,118.34
119.10,119.24,119.71,118.45
118.02,119.03,119.71,117.91
119.06,120.22,120.38,118.73
120.90,120.62,121.08,120.23
120.62,120.82,121.73,120.38
121.13,121.35,121.59,120.64
120.70,120.61,122.09,120.59
120.89,121.96,122.00,120.74
121.58,122.43,122.61,121.22
123.03,122.85,123.06,122.24
122.77,122.38,122.99,121.81
122.49,121.99,122.49,121.32
121.51,120.85,121.85,120.63
120.87,120.78,121.49,119.72
120.94,119.28,121.00,119.27
119.97,119.64,120.26,118.61
110.00,104.96,112.00,99.33
104.96,107.41,108.97,104.61
107.40,104.55,107.40,104.23
103.84,104.83,105.42,103.60
104.44,101.39,104.49,101.19
102.13,101.59,102.57,101.34
102.02,104.75,104.85,102.01
105.06,104.12,105.43,104.02
104.00,104.23,104.89,103.64
104.38,105.55,105.66,104.19
104.90,105.50,106.10,104.80
105.61,105.74,106.64,104.79
106.48,108.34,108.48,106.45
108.95,107.75,109.16,107.57
107.67,109.28,109.38,107.25
109.67,110.40,110.60,109.28
110.30,109.77,110.62,109.57
110.15,109.65,110.30,109.36
109.88,109.43,110.34,109.36
109.72,109.54,110.03,109.15
109.00,109.52,109.68,108.85
109.63,109.95,110.12,109.34
110.20,110.19,110.53,109.62
110.67,110.15,111.14,109.99
111.92,110.97,113.02,110.73
111.08,112.06,112.11,110.44
113.41,112.96,114.23,112.87
112.99,112.27,113.38,112.09
111.99,113.58,113.66,111.85
113.37,114.81,114.83,112.87
114.50,114.78,115.01,113.75
114.57,115.82,116.05,113.98
115.80,116.13,116.46,115.35
116.58,115.99,116.96,115.42
116.48,115.49,116.82,115.26
116.05,114.24,116.29,114.02
114.21,112.61,114.53,112.55
111.97,110.63,112.41,110.57
110.77,111.13,111.31,110.14
111.21,109.73,111.36,109.63
109.88,114.75,114.83,109.84
113.47,115.26,115.42,112.98
115.42,118.92,119.53,114.92
118.40,115.23,118.40,115.23
115.11,113.61,115.49,111.96
114.11,115.09,115.53,113.58
115.67,113.08,116.01,112.98
112.52,110.80,113.60,110.76
110.77,112.06,112.18,109.10
111.85,108.11,112.27,107.92
107.72,115.15,122.68,106.46
116.00,109.25,117.71,109.14
108.74,108.27,110.50,107.59
106.73,109.09,110.04,105.14
106.61,109.23,110.46,105.94
110.30,110.63,112.40,110.30
110.03,109.55,110.65,108.80
110.35,110.15,111.11,109.73
110.57,111.66,113.42,110.57
113.20,114.43,115.47,112.26
114.85,114.56,114.85,112.80
113.97,115.23,115.30,113.73
115.59,116.76,117.05,115.35
117.41,117.49,117.81,116.47
113.32,119.85,122.88,111.41
121.81,121.46,122.08,120.20
121.30,121.46,122.34,119.73
121.61,122.60,123.08,121.61
123.12,123.10,123.50,121.92
122.91,123.10,123.55,121.66
122.54,121.64,123.32,120.94
121.60,120.03,121.60,119.80
120.13,118.70,120.22,118.30
118.45,117.22,118.93,117.12
117.08,119.73,119.92,116.90
119.81,119.28,120.75,119.09
119.19,119.84,120.15,118.88
119.87,120.92,121.63,119.80
120.75,120.85,121.27,119.91
120.15,121.37,121.72,120.09
122.98,122.29,123.10,121.76
122.89,123.48,123.73,122.51
123.80,124.02,124.89,122.88
123.82,124.41,124.83,123.33
124.68,124.60,125.52,124.17
124.30,123.90,125.30,123.75
123.73,123.52,124.21,123.01
123.81,123.08,124.22,122.21
123.21,123.52,123.78,122.62
123.98,124.59,125.89,123.98
124.67,124.32,125.61,124.13
123.09,125.10,125.50,122.68
124.93,122.58,125.18,122.53
123.44,122.71,124.62,122.52
121.65,120.14,122.72,120.10
120.44,120.73,121.44,119.50
120.57,121.09,123.24,119.87
121.50,121.89,122.50,120.79
123.67,126.05,126.09,123.34
126.66,125.35,127.61,125.22
125.50,127.51,127.99,125.39
128.23,128.27,128.92,127.52
128.27,128.34,129.22,128.02
128.49,128.22,129.26,127.98
127.84,127.76,128.61,127.09
127.41,128.09,129.03,126.52
128.40,126.21,128.52,126.08
126.99,127.49,128.30,125.90
126.23,124.13,127.29,124.02
124.17,123.64,125.27,122.44
124.57,125.71,126.29,124.48
126.56,127.83,128.75,126.52
127.87,127.18,127.98,126.14
127.67,126.81,127.79,126.53
127.00,126.25,129.48,125.17
124.77,125.81,126.56,124.63
127.08,125.71,127.38,125.48
125.57,125.67,126.46,124.64
126.00,125.80,127.30,124.17
125.67,125.80,126.74,124.98
126.18,128.25,128.45,126.18
128.28,127.74,128.58,127.35
127.42,127.77,127.84,126.11
125.95,125.71,127.31,125.55
126.61,124.59,127.35,124.44
122.39,123.06,127.13,121.45
122.04,123.12,124.61,120.55
123.34,124.43,124.66,121.71
124.99,126.92,126.99,124.81
126.65,127.08,128.12,125.78
127.53,127.81,128.58,126.50
128.34,128.91,129.96,127.68
128.21,127.56,129.52,127.12
128.09,128.73,129.07,127.26
128.52,128.37,129.48,127.51
129.10,129.26,129.61,128.23
129.07,129.45,130.03,128.90
129.03,129.31,130.03,128.65
129.04,129.58,129.59,127.84
129.64,131.18,131.21,129.05
130.82,132.87,132.92,130.10
130.22,131.95,132.23,129.07
130.71,132.44,132.70,130.52
132.24,131.08,132.30,130.75
130.54,130.75,131.86,130.35
130.64,129.43,130.82,129.36
129.32,131.26,131.28,129.12
130.42,128.83,130.86,128.07
128.75,127.91,128.75,127.53
127.44,127.26,128.07,127.01
126.36,125.30,127.03,124.80
125.51,126.28,126.96,125.35
125.19,123.87,125.57,123.84
125.83,125.08,126.43,124.49
125.52,125.63,126.53,125.01
125.55,124.89,126.52,123.67
125.13,126.99,127.13,125.08
126.48,127.02,127.39,126.25
126.85,127.11,127.96,124.63
126.82,126.77,127.33,126.28
127.39,128.61,129.00,126.90
128.86,127.67,129.50,127.60
127.34,127.19,128.54,126.84
127.74,124.64,127.74,124.64
123.92,125.17,125.46,123.40
125.21,125.23,125.93,124.76
125.88,126.69,127.19,125.88
126.17,125.79,126.57,125.16
124.92,125.29,125.82,123.38
125.41,124.99,126.62,124.89
124.59,125.73,126.37,124.30
125.73,125.37,127.34,125.37
125.47,126.31,126.90,125.39
126.33,125.81,126.94,125.37
126.07,126.04,126.61,125.33
125.55,124.58,126.28,124.38
124.24,123.96,124.86,122.98
124.17,123.64,124.90,123.50
123.50,124.42,124.79,123.05
123.35,122.44,123.62,122.08
122.78,123.69,124.14,122.78
124.40,123.32,124.62,122.84
123.25,123.83,124.03,122.41
123.64,123.74,124.58,123.21
123.75,123.37,124.04,122.73
123.56,121.89,123.81,121.69
121.62,122.59,122.62,121.06
122.07,121.65,122.85,121.24
119.63,114.91,121.49,113.74
115.00,114.52,115.48,112.72
114.32,115.20,115.97,114.32
115.07,113.38,115.25,112.88
113.68,113.88,114.13,112.74
113.47,114.90,115.29,113.05
115.79,116.45,116.96,115.79
116.17,116.64,117.34,115.83
115.88,116.77,117.08,115.35
117.23,118.42,118.62,116.81
118.60,119.97,120.01,118.35
119.97,119.56,120.22,119.21
119.60,120.23,120.42,119.51
120.10,120.52,121.05,119.81
120.73,121.05,121.92,120.11
121.23,121.11,122.14,121.01
120.63,119.52,120.90,119.21
119.18,117.73,119.24,117.39
118.17,118.61,118.78,117.63
118.50,118.21,118.80,117.80
118.42,117.81,118.60,117.19
117.90,117.92,118.72,117.08
117.53,117.59,118.20,116.66
118.34,118.46,119.14,117.60
117.83,116.84,118.50,116.79
116.26,115.75,116.84,115.11
115.53,115.10,115.99,115.06
114.91,114.11,115.18,114.03
114.17,115.84,116.12,114.13
115.92,117.20,117.31,115.79
116.19,116.55,116.76,115.37
115.37,115.49,116.27,114.78
115.21,115.73,116.04,114.86
115.99,116.44,117.11,115.29
116.72,117.63,118.11,116.36
117.52,116.77,117.58,116.42
117.30,117.40,117.58,116.48
117.22,116.71,117.53,116.23
116.71,115.73,116.72,115.55
115.75,114.28,115.75,114.19
114.70,114.70,114.88,114.30
113.88,113.28,114.76,113.21
114.25,113.38,114.31,113.01
114.63,115.85,115.90,114.47
116.13,115.74,116.46,115.63
114.75,116.01,116.06,113.78
116.44,118.24,118.32,115.26
117.37,117.21,118.54,117.14
118.20,117.59,118.54,117.59
119.08,120.22,120.62,118.72
121.07,121.05,121.34,120.54
121.18,121.66,121.94,120.54
121.76,122.05,122.11,121.24
122.57,123.29,123.32,122.04
122.73,122.67,123.08,122.46
122.89,122.80,123.03,122.46
122.43,121.75,122.59,121.47
121.70,121.75,122.03,121.13
122.04,121.93,122.98,121.71
121.64,120.65,121.68,120.30
120.38,120.19,120.49,119.54
120.50,121.58,121.99,120.06
122.00,124.04,124.40,121.37
118.28,114.75,118.48,113.31
114.43,115.46,117.50,113.34
115.39,114.41,115.81,113.49
114.32,114.76,115.53,113.58
115.08,115.55,116.32,115.01
115.59,115.71,116.06,114.56
115.40,115.27,116.08,114.10
116.18,116.34,117.36,115.72
115.26,115.63,115.75,114.69
114.30,115.54,116.01,113.76
114.98,115.55,116.26,114.37
115.65,115.43,116.16,114.38
115.02,115.79,115.91,114.84
115.37,115.05,115.64,114.81
114.22,113.78,114.94,113.40
112.72,111.63,112.96,111.55
110.29,108.50,110.85,108.43
101.11,105.66,108.43,101.11
106.87,104.37,107.79,104.24
106.42,107.12,107.30,103.83
108.07,107.12,108.84,105.18
106.77,106.97,107.17,106.25
106.59,105.47,106.80,105.19
103.78,103.07,104.22,102.69
103.85,105.95,105.95,103.82
106.23,106.32,107.57,105.88
104.73,104.63,105.32,104.22
104.94,107.02,107.05,104.86
108.04,105.94,108.28,105.71
105.63,105.84,106.59,104.26
105.55,105.61,106.17,105.13
105.58,105.84,106.01,105.08
106.02,107.51,107.97,105.75
107.65,107.65,107.87,106.42
107.76,108.08,109.85,107.57
106.77,106.89,107.93,106.11
107.41,107.94,108.70,107.16
106.56,105.99,106.82,105.47
106.30,104.44,106.95,103.84
103.40,104.34,104.67,102.56
104.89,104.27,105.17,103.47
103.46,101.90,103.82,101.84
101.79,102.08,103.15,101.13
103.25,104.52,104.58,103.07
104.34,103.99,105.00,102.74
102.76,105.26,105.29,102.40
106.14,107.13,107.21,106.14
106.97,107.64,108.58,106.89
108.13,110.44,110.56,108.13
110.14,112.83,113.19,110.14
113.12,113.68,114.35,112.64
113.56,113.58,113.85,113.07
112.59,111.48,113.27,111.44
111.45,109.50,111.93,108.81
110.23,110.34,110.70,108.91
110.82,110.34,111.14,110.04
109.94,109.93,110.14,109.59
109.76,110.66,111.07,108.21
111.45,111.35,112.73,111.31
112.18,114.01,114.70,112.08
114.42,114.84,115.13,113.45
114.99,115.04,115.31,114.36
114.46,114.55,115.22,114.23
116.85,125.59,126.23,116.84
123.79,128.40,131.36,120.93
127.43,126.40,128.77,126.36
126.40,124.23,127.47,123.07
123.80,123.72,124.73,123.28
123.94,123.04,124.50,122.60
123.13,122.93,123.75,122.42
122.46,122.09,122.98,120.47
121.45,120.68,121.68,119.93
120.30,119.89,121.00,119.05
120.23,120.17,121.50,119.96
119.07,118.85,119.59,118.37
118.68,118.41,119.63,118.25
118.96,123.65,123.95,118.96
124.05,124.42,124.85,123.05
124.68,125.16,125.96,124.21
125.53,125.36,126.20,124.42
126.04,126.35,126.93,125.84
126.12,126.02,126.60,125.72
125.63,124.61,125.93,118.29
124.48,123.57,126.62,123.06
123.60,124.47,124.86,123.59
124.60,122.41,124.60,122.03
123.30,122.96,123.90,122.18
122.93,122.36,123.49,122.00
122.56,120.74,122.90,120.08
121.21,124.01,124.82,121.02
123.81,125.47,125.70,123.81
124.27,124.21,125.23,123.41
123.50,120.61,124.44,119.93
120.57,121.19,121.97,119.84
119.77,119.26,120.49,118.93
119.55,119.51,119.89,117.94
119.86,119.48,121.30,119.17
120.33,120.77,121.29,119.09
120.99,117.65,121.24,117.53
117.58,116.56,117.78,116.43
117.71,117.26,118.66,116.76
117.93,118.48,119.12,117.58
118.98,119.72,119.89,118.13
119.61,119.95,120.45,119.07
119.71,119.38,119.71,118.05
120.05,120.72,121.27,119.94
120.78,120.94,121.68,120.30
120.26,119.51,120.74,119.12
117.85,117.28,117.85,115.96
117.60,119.60,120.12,117.60
118.31,117.48,119.32,116.49
115.05,115.68,117.56,114.93
116.06,114.55,117.28,114.26
115.09,115.89,116.45,114.63
116.70,116.94,117.38,114.85
117.57,114.18,117.77,113.37
114.24,113.55,114.71,112.75
110.61,111.69,112.50,109.90
112.97,109.87,113.06,109.65
108.35,108.05,108.96,105.88
108.37,108.85,110.10,107.92
109.89,111.56,111.60,109.89
111.56,110.27,111.84,110.14
110.17,111.92,112.25,110.17
110.99,110.21,112.10,109.89
112.50,111.98,114.57,110.26
112.84,116.84,116.87,112.70
118.37,117.59,118.73,117.03
116.65,116.75,117.52,116.17
117.82,117.57,118.21,115.80
117.57,117.39,118.45,116.89
117.54,117.58,117.95,116.72
116.14,117.20,117.28,115.61
115.79,118.15,119.14,115.79
118.54,118.10,119.25,117.56
115.89,114.73,116.39,112.45
115.19,115.33,115.96,113.98
117.04,116.20,117.04,115.17
117.25,117.14,118.37,116.38
117.54,117.43,118.87,116.45
117.36,117.56,117.69,116.24
117.83,118.61,119.93,117.83
118.22,117.80,119.39,116.40
117.19,117.92,118.22,116.38
117.68,119.19,119.24,117.60
118.96,118.92,119.86,118.66
118.84,117.31,119.52,117.29
117.77,118.91,119.33,117.38
118.80,119.47,119.82,118.37
119.74,120.55,120.60,118.45
120.23,119.50,120.76,119.02
119.07,118.01,119.92,116.89
117.66,117.91,119.00,116.55
118.74,117.59,119.42,117.36
118.07,117.00,118.99,115.75
118.34,119.09,119.74,117.63
118.55,117.85,119.06,116.37
116.95,117.82,118.28,116.81
117.66,117.93,118.37,116.70
118.30,117.99,118.59,117.51
118.13,118.74,119.52,117.74
118.29,118.79,119.57,117.94
118.50,119.38,119.90,117.81
119.32,119.58,120.85,119.32
118.71,118.42,119.11,117.56
118.66,118.69,119.27,117.23
118.25,118.97,119.10,117.50
119.53,120.01,120.90,119.26
120.34,118.50,120.61,118.29
117.90,118.54,119.02,116.97
118.27,119.40,119.86,118.03
118.83,119.12,119.94,118.36
118.93,120.24,120.57,118.67
119.66,119.03,120.32,118.15
119.67,119.41,120.70,119.23
119.77,119.34,120.51,119.33
119.36,119.83,120.37,119.36
120.42,120.09,120.66,119.44
119.90,119.90,120.35,118.61
119.44,120.50,121.08,119.17
120.30,122.50,123.27,120.01
122.60,123.21,123.30,121.94
123.37,123.56,124.44,122.48
123.40,122.83,124.12,122.58
122.99,124.03,124.66,122.24
123.50,123.85,124.45,123.13
124.02,124.82,125.00,123.46
126.44,130.88,131.54,126.44
129.90,130.84,132.63,128.66
130.58,131.53,131.87,129.90
132.61,133.54,134.57,132.61
132.50,134.00,134.37,132.00
133.42,134.36,134.64,133.08
134.34,135.75,135.79,134.07
135.34,136.59,136.66,134.82
136.59,135.93,137.00,135.87
136.59,137.25,137.60,136.15
137.06,135.88,137.84,135.81
136.11,135.78,136.58,135.33
135.05,134.51,135.48,133.90
134.40,136.25,136.60,133.90
136.01,136.48,136.98,135.61
136.03,136.61,137.38,135.62
137.24,136.85,138.00,136.38
137.86,138.20,138.64,137.15
138.18,137.94,138.31,137.58
138.53,138.34,138.90,138.03
138.67,137.81,139.13,137.79
137.74,137.79,138.54,137.71
137.80,137.89,138.29,137.23
137.95,137.21,138.00,136.61
136.69,138.28,138.56,136.17
138.85,139.86,140.56,138.53
139.29,141.97,142.20,138.54
141.96,141.55,142.84,141.20
142.03,144.30,145.22,141.64
144.25,146.91,146.99,143.50
146.25,147.90,148.01,146.12
146.89,146.20,147.61,146.02
146.12,144.97,146.74,144.88
145.13,145.78,145.99,144.40
146.14,145.49,146.50,145.01
145.12,144.57,145.51,143.40
144.75,143.70,144.75,142.67
145.31,143.37,145.84,143.21
143.42,143.73,144.04,143.13
144.06,143.86,145.00,143.66
145.33,144.32,145.33,143.63
140.51,141.39,144.17,139.21
140.96,140.11,141.07,138.57
140.84,141.24,141.30,139.28
141.77,143.32,143.64,141.65
143.80,146.69,146.70,143.56
147.03,146.75,147.59,145.70
146.23,147.23,147.24,146.15
147.54,150.28,150.77,146.61
150.25,146.80,150.25,146.37
147.43,149.72,150.03,147.36
149.30,149.03,150.89,148.92
149.84,149.39,149.98,148.49
149.40,149.28,149.87,148.88
150.24,148.79,150.39,148.64
149.28,149.79,150.14,148.17
149.99,149.02,150.14,148.65
148.96,149.47,151.40,148.16
149.59,149.25,149.84,148.83
149.25,147.80,149.59,147.35
147.37,148.05,148.20,146.41
147.95,147.45,147.95,146.63
147.66,147.97,148.43,147.01
147.90,147.44,148.85,146.79
148.25,149.84,154.50,148.25
149.57,151.63,151.99,148.57
151.16,151.51,151.99,150.46
151.05,150.26,151.16,149.43
150.49,150.12,150.57,148.76
150.30,150.51,152.00,150.00
150.93,151.00,152.16,150.66
150.80,149.97,151.28,149.52
150.34,150.01,150.76,149.77
150.08,150.75,151.00,149.96
150.99,149.04,151.20,148.98
149.13,148.21,149.36,147.94
148.15,150.37,151.34,148.15
149.70,148.16,150.67,147.54
148.14,149.40,149.51,147.71
149.64,150.58,150.61,149.41
150.10,148.84,150.57,148.78
149.22,148.96,149.22,148.33
149.48,147.08,149.48,147.02
146.91,146.78,147.42,146.12
147.61,148.38,149.84,146.80
149.00,148.24,149.51,147.42
148.54,149.13,149.53,148.25
149.13,148.62,149.19,148.03
148.60,148.82,149.11,147.53
148.73,149.34,149.50,147.76
149.63,149.89,150.69,149.33
150.85,151.38,151.49,149.72
151.04,150.22,151.25,149.92
149.57,150.11,150.52,149.10
148.71,147.01,149.29,146.94
146.68,148.95,149.43,146.45
148.21,146.64,148.48,146.31
146.35,145.93,147.73,145.40
145.84,147.59,147.89,145.69
146.95,146.78,147.34,146.07
146.90,147.32,148.08,146.72
147.99,147.09,148.56,146.67
147.16,149.71,149.73,147.16
150.27,150.08,150.60,149.13
149.81,150.08,150.50,148.91
149.71,150.65,152.00,148.96
150.95,152.49,152.66,150.18
153.06,153.61,153.92,152.82
153.22,150.75,154.08,150.01
151.25,150.73,151.63,149.05
150.35,151.03,151.52,149.44
151.12,150.17,152.19,149.78
150.36,150.45,151.06,149.60
150.56,152.54,152.60,149.98
151.81,151.60,151.99,149.60
150.67,151.05,152.83,150.67
150.46,149.56,151.44,148.71
149.49,149.16,149.92,148.76
148.75,149.05,149.51,147.81
149.93,148.54,150.42,148.38
148.78,148.22,149.38,148.12
149.26,149.22,149.84,148.44
149.70,148.15,149.70,147.90
147.87,147.30,148.01,146.27
145.94,146.33,146.86,145.29
147.31,147.15,147.74,146.68
147.16,147.93,148.34,146.03
147.73,148.71,149.51,146.90
145.56,137.75,145.56,135.20
138.75,140.10,140.84,138.28
139.99,136.94,140.00,136.79
136.84,136.43,137.21,135.78
136.56,134.86,137.16,134.18
134.86,134.05,134.86,132.38
133.99,134.59,136.33,133.75
136.28,137.59,137.93,135.78
137.37,137.73,138.50,136.94
140.68,148.35,150.37,140.22
150.83,150.62,152.05,148.83
150.15,150.93,151.35,148.75
150.90,153.93,154.57,150.13
153.67,151.50,154.44,150.14
151.26,150.36,151.50,149.21
150.72,149.97,150.74,149.37
149.44,152.20,152.28,149.36
152.69,152.11,153.04,151.79
152.72,152.06,152.99,151.37
151.81,154.99,155.04,151.81
155.42,156.36,156.65,155.13
156.00,156.52,157.14,155.57
156.60,158.63,158.86,155.83
158.61,157.77,159.66,156.96
157.69,157.49,160.09,156.93
157.44,157.23,157.90,156.64
158.50,158.46,159.22,157.09
157.96,158.46,159.01,157.22
