NDSN,Nordson Corporation - Common Stock,NASDAQ
107.32,109.41,109.50,107.08
109.15,109.75,110.21,107.48
110.28,109.53,110.40,108.73
109.83,106.65,110.43,106.52
106.01,104.94,106.88,104.80
104.62,104.54,105.74,103.76
110.56,110.38,114.42,108.94
110.77,113.91,114.06,109.56
114.79,112.49,114.93,112.38
112.45,114.12,114.80,112.02
114.08,114.63,115.18,114.08
114.22,114.99,115.69,113.66
115.17,114.40,115.28,113.37
114.36,114.45,115.04,113.19
114.22,114.08,115.60,113.80
113.86,112.52,115.21,112.40
112.94,112.91,113.18,111.82
113.52,112.05,113.77,111.93
113.52,113.42,114.93,112.07
113.59,115.94,116.01,113.46
114.18,111.41,115.51,111.12
111.07,111.92,113.32,111.00
111.20,110.24,111.31,110.07
110.77,112.50,113.50,110.43
112.89,114.50,114.85,112.81
114.18,112.26,114.18,109.89
112.87,113.56,114.40,112.52
