EOG,EOG Resources,NASDAQ
103.92,103.53,104.97,102.69
104.03,104.93,105.25,102.36
105.59,106.45,106.99,105.35
109.10,105.83,109.37,105.19
107.00,108.01,109.13,105.80
106.69,104.21,107.47,104.08
103.03,103.92,105.05,102.54
104.09,104.00,104.59,102.79
104.27,103.48,104.40,103.13
104.20,103.16,104.34,102.71
103.75,102.55,103.86,102.33
102.67,103.13,103.33,101.87
102.70,102.03,103.04,101.62
102.82,102.54,103.12,102.32
102.49,101.65,102.83,101.35
101.60,101.28,101.95,100.54
101.15,101.10,102.18,100.73
102.63,103.54,104.63,101.83
104.25,103.62,104.47,102.97
103.63,104.18,104.85,103.42
104.61,105.21,105.71,103.71
104.32,103.02,104.58,102.82
103.23,103.40,104.40,102.87
103.56,104.92,105.04,102.73
105.51,105.37,106.51,104.84
104.84,105.39,106.08,104.26
