CORT,Corcept Therapeutics Incorporated - Common Stock,NASDAQ
7.90,8.00,8.14,7.58
8.04,8.00,8.24,7.91
8.06,8.12,8.28,7.86
8.17,7.97,8.20,7.68
7.90,7.91,7.99,7.83
7.99,8.28,8.47,7.99
8.50,8.47,8.69,8.42
8.50,8.24,8.58,8.14
8.30,8.27,8.42,8.18
8.31,8.51,8.56,8.31
8.52,8.36,8.56,8.24
8.41,8.47,8.54,8.39
8.32,8.33,8.50,7.78
8.30,7.93,8.30,7.92
7.93,7.91,8.01,7.77
7.87,8.12,8.14,7.87
8.09,7.86,8.16,7.85
7.91,7.63,7.95,7.58
7.60,7.29,7.60,7.26
7.28,7.26,7.38,7.18
7.29,7.36,7.41,7.20
7.38,7.60,7.61,7.32
7.58,7.81,7.85,7.56
7.84,7.85,7.88,7.70
7.89,8.13,8.18,7.77
8.17,8.36,8.39,8.05
8.35,8.12,8.40,7.95
8.12,8.16,8.21,7.88
8.14,8.17,8.34,8.14
