CRMD,CorMedix Inc Common Stock,NASDAQ
0.96,0.94,1.00,0.94
0.94,1.00,1.00,0.94
0.99,0.98,1.00,0.90
0.99,1.00,1.00,0.99
1.00,0.90,1.00,0.86
0.92,0.95,0.97,0.89
0.95,0.95,1.02,0.94
0.96,1.00,1.00,0.88
1.01,1.25,1.27,0.99
1.19,1.18,1.29,1.14
1.25,1.21,1.28,1.12
1.20,1.07,1.20,1.05
1.07,0.99,1.10,0.97
0.99,0.94,1.00,0.87
1.20,0.89,1.20,0.87
0.92,0.97,1.07,0.91
0.99,0.93,1.00,0.92
0.95,0.90,0.96,0.90
0.91,0.95,0.95,0.90
0.98,0.90,0.98,0.89
0.95,0.90,0.96,0.89
0.89,0.83,0.89,0.80
0.95,0.95,0.95,0.83
0.92,0.95,0.95,0.90
0.95,0.91,0.95,0.87
0.92,0.98,1.00,0.92
1.00,0.94,1.00,0.92
0.99,0.95,1.00,0.95
0.96,0.93,0.96,0.90
0.93,0.90,0.95,0.90
0.90,0.88,0.93,0.86
0.88,0.88,0.88,0.85
0.85,0.87,0.88,0.84
0.84,0.85,0.86,0.80
0.85,0.83,0.86,0.83
0.84,0.81,0.85,0.80
0.81,0.78,0.82,0.75
0.76,0.76,0.78,0.75
0.80,0.97,1.00,0.80
1.01,1.04,1.11,0.93
1.10,0.95,1.10,0.95
0.95,0.99,1.03,0.93
1.01,1.00,1.01,0.98
0.95,0.96,0.99,0.94
0.99,0.96,0.99,0.95
0.96,1.00,1.00,0.94
1.05,0.96,1.05,0.96
1.00,0.99,1.02,0.99
1.00,0.99,1.01,0.99
1.00,1.01,1.02,0.99
0.98,0.98,1.00,0.97
0.96,1.02,1.02,0.94
1.02,0.95,1.02,0.95
0.95,0.96,1.00,0.95
0.98,1.00,1.00,0.93
0.96,0.98,0.98,0.96
0.95,0.97,0.98,0.91
1.00,0.98,1.00,0.93
0.98,0.97,0.98,0.95
0.95,0.97,0.97,0.92
0.98,0.96,0.98,0.95
0.95,0.95,0.97,0.92
0.92,0.93,0.95,0.89
0.93,0.83,0.95,0.83
0.82,0.91,0.91,0.82
0.92,0.88,0.92,0.84
0.88,0.88,0.90,0.88
0.89,0.90,0.90,0.89
0.90,0.89,0.95,0.89
0.90,0.92,0.93,0.89
0.89,0.93,0.98,0.89
0.95,0.90,0.95,0.89
0.90,0.94,0.94,0.89
0.93,0.95,0.99,0.86
0.97,0.97,0.97,0.96
0.96,0.95,0.97,0.94
0.91,0.91,0.92,0.89
0.90,0.95,0.95,0.90
0.91,0.90,0.96,0.90
0.94,0.96,0.96,0.92
0.96,0.99,1.04,0.95
0.98,0.97,1.01,0.93
0.94,0.99,0.99,0.94
0.98,0.94,0.99,0.89
0.89,0.90,0.94,0.85
0.88,0.87,0.90,0.87
0.81,0.90,0.90,0.81
0.89,0.87,0.90,0.86
0.85,0.85,0.90,0.83
0.85,0.84,0.89,0.82
0.88,0.85,0.92,0.85
0.89,0.80,0.91,0.80
0.76,0.82,0.87,0.76
0.85,0.81,0.86,0.81
0.83,0.85,0.87,0.81
0.86,0.85,0.88,0.83
0.85,0.82,0.87,0.81
0.81,0.80,0.85,0.80
0.80,0.80,0.82,0.79
0.81,0.85,0.85,0.81
0.83,0.79,0.83,0.79
0.81,0.82,0.82,0.81
0.80,0.82,0.82,0.80
0.82,0.86,0.87,0.82
0.86,0.82,0.86,0.79
0.80,0.80,0.87,0.79
0.85,0.70,0.85,0.66
0.72,0.76,0.79,0.72
0.76,0.84,0.85,0.76
0.84,0.83,0.85,0.80
0.83,0.82,0.84,0.81
0.81,0.82,0.82,0.78
0.80,0.80,0.80,0.78
0.78,0.79,0.80,0.77
0.78,0.76,0.79,0.75
0.76,0.77,0.78,0.76
0.75,0.70,0.76,0.67
0.74,0.78,0.79,0.74
0.80,0.75,0.80,0.75
0.70,0.74,0.78,0.68
0.78,0.70,0.78,0.69
0.69,0.80,0.91,0.69
0.82,0.78,0.85,0.78
0.80,0.77,0.80,0.72
0.80,0.84,0.84,0.78
0.85,0.83,0.85,0.82
0.84,0.89,0.89,0.84
0.90,0.86,0.95,0.86
0.91,1.15,1.37,0.91
1.14,1.09,1.14,1.04
1.06,1.10,1.12,1.00
1.16,1.19,1.19,1.07
1.21,1.17,1.21,1.11
1.21,1.24,1.27,1.18
1.24,1.36,1.44,1.24
1.39,1.49,1.53,1.36
1.55,1.46,1.77,1.45
1.45,1.50,1.51,1.33
1.61,1.60,1.63,1.54
1.60,1.77,1.79,1.60
1.97,2.02,2.10,1.90
2.19,2.07,2.38,2.05
2.15,2.25,2.75,2.13
2.21,2.52,2.77,1.85
2.77,2.75,2.88,2.56
2.81,2.45,2.90,2.40
2.49,2.22,2.49,2.11
2.30,2.38,2.40,2.17
2.37,2.28,2.44,2.25
2.28,2.23,2.28,2.15
2.10,2.23,2.24,1.85
2.22,2.40,2.41,2.15
2.30,2.37,2.45,2.25
2.31,2.36,2.38,2.26
2.28,2.27,2.35,2.22
2.27,2.24,2.31,2.22
2.24,2.20,2.31,2.20
2.20,2.15,2.23,2.14
2.16,2.24,2.25,1.54
2.32,2.21,2.37,2.17
2.35,2.21,2.35,2.11
2.12,2.19,2.26,2.10
2.15,2.17,2.21,2.14
2.14,2.23,2.27,2.14
2.25,2.20,2.27,2.17
2.18,2.18,2.25,1.92
2.18,2.08,2.18,2.08
2.09,2.20,2.24,2.09
2.19,2.14,2.19,2.10
2.11,2.27,2.33,2.11
2.26,2.25,2.33,2.21
2.25,2.57,2.60,2.24
2.54,2.52,2.65,2.45
2.62,2.79,2.88,2.55
2.86,2.90,3.20,2.78
3.10,2.89,3.10,2.83
2.69,2.81,2.96,2.69
2.83,2.80,2.95,2.70
2.88,2.81,3.00,2.70
2.82,2.72,2.90,2.63
2.70,2.70,2.93,2.55
2.75,2.71,2.75,2.55
2.69,2.61,2.85,2.51
2.70,2.73,2.76,2.59
2.72,2.67,2.72,2.51
2.72,2.67,2.72,2.60
2.63,2.65,2.75,2.57
2.61,2.62,2.69,2.55
2.66,2.55,2.69,2.52
2.53,2.56,2.65,2.51
2.51,2.63,2.73,2.51
2.65,2.62,2.75,2.60
2.60,2.55,2.60,2.36
2.55,2.66,2.66,2.30
2.60,2.51,2.65,2.49
2.54,2.38,2.56,2.16
2.50,2.26,2.50,2.21
2.26,2.24,2.29,2.01
2.09,2.05,2.19,2.04
2.00,2.11,2.17,1.86
2.03,1.98,2.15,1.97
1.99,2.08,2.20,1.85
2.06,1.92,2.21,1.90
1.96,1.92,2.00,1.88
1.90,1.86,2.06,1.86
1.86,1.64,1.96,1.61
1.64,1.75,1.88,1.44
1.74,1.83,1.87,1.70
1.84,1.85,1.89,1.83
1.87,1.89,1.91,1.81
1.90,2.04,2.17,1.85
2.03,1.97,2.08,1.95
1.94,1.86,1.95,1.81
1.85,1.80,1.90,1.68
1.78,1.79,1.98,1.74
1.81,1.84,1.84,1.70
1.81,1.79,1.86,1.75
1.78,1.79,1.85,1.73
1.77,1.87,1.91,1.75
1.84,1.80,1.94,1.80
1.80,1.71,1.85,1.67
1.70,1.72,1.79,1.68
1.70,1.74,1.76,1.56
1.72,1.64,1.72,1.63
1.65,1.62,1.68,1.56
1.59,1.53,1.63,1.44
1.53,1.57,1.58,1.49
1.53,1.55,1.60,1.26
1.51,1.48,1.51,1.45
1.49,1.45,1.56,1.33
1.44,1.33,1.44,1.31
1.25,1.39,1.45,1.25
1.38,1.31,1.38,1.29
1.05,1.40,1.48,1.05
1.37,1.42,1.58,1.37
1.40,1.40,1.45,1.36
1.40,1.50,1.50,1.38
1.51,1.46,1.51,1.41
1.46,1.42,1.52,1.38
1.45,1.46,1.50,1.41
1.45,1.44,1.54,1.41
1.46,1.44,1.46,1.41
1.42,1.50,1.50,1.41
1.43,1.46,1.47,1.40
1.45,1.55,1.59,1.42
1.56,1.52,1.57,1.50
1.50,1.54,1.54,1.41
1.49,1.54,1.57,1.49
1.50,1.62,1.65,1.47
1.60,1.59,1.62,1.50
1.55,1.55,1.59,1.50
1.49,1.52,1.53,1.45
1.49,1.49,1.50,1.47
1.72,1.92,1.99,1.70
1.90,1.84,1.90,1.78
1.80,1.82,1.86,1.76
1.80,1.83,1.89,1.80
1.80,1.81,1.88,1.80
1.81,1.83,1.86,1.80
1.79,1.83,1.90,1.79
1.81,1.86,1.86,1.77
1.90,1.82,1.94,1.79
1.79,1.82,1.84,1.79
1.80,1.81,1.89,1.80
1.78,1.85,1.87,1.75
1.80,1.88,1.90,1.79
1.80,1.87,1.88,1.79
1.83,1.82,1.84,1.79
1.80,1.82,1.83,1.78
1.83,1.80,1.93,1.80
1.78,1.79,1.82,1.72
1.75,1.80,1.81,1.72
1.75,1.84,1.91,1.75
1.81,1.94,2.00,1.81
2.08,2.05,2.15,2.00
1.99,2.05,2.10,1.99
1.99,2.02,2.06,1.95
1.95,1.95,2.02,1.92
1.89,1.91,1.98,1.89
1.85,2.00,2.02,1.85
1.98,1.88,1.98,1.85
1.81,1.88,1.91,1.81
1.83,1.94,1.97,1.83
1.99,1.97,1.99,1.85
1.91,1.96,2.00,1.91
1.92,1.96,2.00,1.92
1.96,1.97,2.00,1.92
2.00,1.92,2.00,1.88
1.88,1.88,1.97,1.80
1.86,1.94,1.98,1.85
2.00,1.99,2.10,1.97
1.93,1.99,2.00,1.93
2.00,2.09,2.12,1.99
2.02,2.09,2.09,2.02
2.06,2.04,2.12,2.04
1.98,2.06,2.08,1.98
2.04,2.07,2.08,2.00
2.05,2.01,2.10,2.00
1.97,2.03,2.06,1.97
1.97,2.00,2.01,1.97
1.91,2.00,2.01,1.91
1.94,1.90,1.98,1.85
1.94,1.90,1.96,1.86
1.85,1.88,1.90,1.85
1.85,1.90,1.95,1.80
1.85,1.95,2.05,1.80
1.86,1.85,1.90,1.80
1.80,1.84,1.91,1.80
1.80,1.83,1.90,1.80
1.82,1.73,1.82,1.71
1.72,1.71,1.78,1.69
1.73,1.77,1.84,1.73
1.76,1.74,1.80,1.73
1.80,1.77,1.84,1.75
1.78,1.88,1.89,1.77
1.85,1.83,1.90,1.82
1.83,1.90,1.99,1.83
1.93,1.92,1.93,1.83
2.00,1.98,2.05,1.85
1.97,2.00,2.01,1.88
2.01,1.91,2.01,1.90
1.91,1.88,1.94,1.83
1.85,1.81,1.87,1.77
1.80,1.81,1.89,1.71
1.84,1.82,1.88,1.79
1.77,1.71,1.77,1.70
1.68,1.65,1.72,1.63
1.67,1.66,1.71,1.61
1.67,1.64,1.75,1.58
1.60,1.57,1.66,1.56
1.59,1.56,1.64,1.51
1.57,1.55,1.59,1.53
1.56,1.54,1.59,1.52
1.52,1.55,1.55,1.50
1.51,1.49,1.58,1.49
1.54,1.49,1.58,1.43
1.46,1.66,1.69,1.45
1.67,1.79,1.95,1.67
1.80,1.85,1.88,1.75
1.82,1.81,1.84,1.74
1.94,1.84,1.97,1.78
1.88,1.82,1.90,1.81
1.86,1.82,1.86,1.81
1.81,1.83,1.89,1.81
1.85,1.82,1.85,1.80
1.80,1.88,1.88,1.79
1.83,1.81,1.87,1.80
1.84,1.79,1.84,1.79
1.83,1.76,1.83,1.75
1.76,1.69,1.80,1.65
1.60,1.63,1.66,1.60
1.64,1.66,1.69,1.64
1.73,1.68,1.73,1.67
1.75,1.40,1.75,1.38
1.46,1.52,1.67,1.45
1.44,1.53,1.54,1.40
1.53,1.55,1.57,1.45
1.48,1.44,1.49,1.38
1.45,1.54,1.55,1.42
1.52,1.49,1.53,1.46
1.50,1.46,1.50,1.41
1.44,1.45,1.47,1.41
1.48,1.48,1.53,1.47
1.47,1.40,1.48,1.32
1.40,1.37,1.41,1.37
1.36,1.39,1.41,1.25
1.38,1.40,1.41,1.31
1.39,1.38,1.40,1.32
1.39,1.36,1.39,1.36
1.37,1.33,1.38,1.31
1.32,1.45,1.47,1.29
1.44,1.43,1.46,1.40
1.42,1.43,1.45,1.40
1.42,1.39,1.42,1.38
1.40,1.32,1.40,1.30
1.35,1.34,1.35,1.31
1.37,1.42,1.46,1.37
1.43,1.40,1.45,1.39
1.41,1.54,1.54,1.40
1.53,1.43,1.53,1.40
1.42,1.49,1.63,1.42
1.54,1.55,1.59,1.52
1.57,1.68,1.70,1.57
1.74,1.80,1.91,1.70
1.74,1.85,1.89,1.71
1.91,1.91,1.93,1.83
1.93,1.92,1.93,1.91
1.94,1.85,1.98,1.81
1.85,1.85,1.87,1.63
1.83,1.92,1.92,1.75
1.87,1.85,1.95,1.80
1.90,1.93,1.95,1.85
2.00,1.90,2.00,1.77
1.91,1.99,1.99,1.84
2.00,2.28,2.30,1.97
2.25,2.36,2.64,2.16
2.40,2.41,2.42,2.20
2.42,2.36,2.55,2.31
2.35,2.29,2.39,2.25
2.27,2.24,2.27,2.06
2.22,2.24,2.29,2.15
2.21,2.23,2.26,2.14
2.18,2.24,2.24,2.08
2.30,2.31,2.40,2.25
2.68,2.84,3.32,2.53
2.91,3.10,3.24,2.90
3.13,3.30,3.45,2.95
3.44,3.19,3.44,3.03
3.10,3.17,3.20,3.03
3.15,3.18,3.22,3.03
3.17,3.10,3.18,3.03
3.07,3.07,3.21,3.04
3.10,3.03,3.14,2.89
3.06,3.20,3.28,2.96
3.18,3.25,3.25,3.09
3.25,3.27,3.30,3.13
3.18,3.29,3.30,3.08
3.40,3.36,3.47,3.29
3.38,3.62,3.64,3.32
3.90,4.63,4.85,3.83
4.79,4.92,5.48,4.70
4.88,5.00,5.35,4.80
5.09,5.20,5.29,4.68
5.22,5.20,5.58,5.03
5.31,5.16,5.50,4.90
5.12,5.62,5.64,5.12
5.65,5.50,5.84,5.42
5.95,6.16,6.25,5.56
6.33,7.76,7.83,6.26
7.81,8.25,8.38,7.23
8.32,8.78,9.34,7.71
8.50,9.15,9.48,8.17
8.86,8.06,9.17,7.81
7.88,8.05,8.24,7.38
8.00,8.40,8.68,7.63
8.09,8.09,8.30,7.91
8.10,8.79,8.90,8.02
8.68,8.35,8.79,8.22
8.31,7.93,8.35,7.72
7.78,7.75,8.09,7.66
7.80,7.18,7.84,7.07
7.16,7.45,7.84,7.13
7.24,7.45,7.57,7.24
7.38,7.63,7.93,7.35
7.63,8.14,8.19,7.55
8.69,8.70,9.24,8.51
8.71,9.84,9.90,8.35
9.75,9.87,10.40,9.41
9.77,9.08,9.91,8.98
8.88,8.78,9.00,8.41
8.78,9.24,9.44,8.65
9.20,9.11,9.45,8.88
8.35,8.84,8.90,8.16
8.85,8.96,9.20,8.54
8.88,8.73,9.29,8.66
8.73,8.50,8.74,8.30
8.50,8.55,8.64,8.21
8.57,8.67,8.87,8.42
8.60,8.47,8.73,8.32
8.48,9.35,9.46,7.86
9.24,9.14,9.80,9.05
9.01,8.86,9.12,8.72
8.82,8.83,9.05,8.74
8.95,8.61,8.95,8.60
8.60,8.23,8.61,7.90
8.18,7.90,8.47,7.85
7.90,7.88,8.00,7.51
7.86,7.50,7.86,7.42
7.48,7.61,7.63,7.42
7.53,7.85,8.02,7.45
7.85,7.60,7.96,7.50
7.38,7.55,7.69,7.37
7.28,7.45,7.59,7.16
6.30,7.15,7.29,6.27
7.15,6.38,7.15,6.31
6.30,6.73,6.74,6.28
6.67,6.44,6.70,6.34
6.33,6.44,6.65,6.31
6.37,6.38,6.49,6.35
6.36,6.07,6.36,5.77
5.97,6.09,6.28,5.93
6.08,6.02,6.19,5.78
6.02,6.00,6.02,5.81
6.00,5.73,6.03,5.71
5.76,5.78,6.00,5.71
5.73,6.05,6.05,5.67
5.99,6.02,6.20,5.83
6.05,6.09,6.14,5.94
6.07,7.10,7.28,5.98
6.96,6.94,7.38,6.84
6.97,6.98,7.01,6.78
6.98,6.42,6.98,6.33
6.34,6.20,6.34,5.91
6.19,6.13,6.23,5.90
6.10,5.71,6.27,5.56
5.73,5.58,5.80,5.58
5.61,5.28,5.77,5.28
5.31,4.92,5.33,4.76
4.91,5.02,5.05,4.33
5.11,4.76,5.11,4.66
5.69,5.08,5.75,4.93
5.02,4.84,5.30,4.82
4.83,4.66,4.94,4.66
4.71,4.77,4.89,4.60
4.81,4.72,4.86,4.69
4.70,4.85,4.88,4.58
4.85,4.94,4.99,4.58
5.03,4.86,5.28,4.77
4.78,4.05,4.78,3.62
3.90,3.88,3.96,3.66
3.85,3.74,4.14,3.69
3.79,3.54,3.79,3.20
3.49,3.88,3.89,3.33
3.85,3.57,3.88,3.51
3.53,3.40,3.58,3.38
3.54,3.62,3.85,3.38
3.74,3.78,3.80,3.60
3.86,3.94,4.00,3.78
3.97,3.83,3.97,3.63
3.83,3.89,3.98,3.79
3.94,3.87,3.98,3.72
3.86,4.25,4.31,3.80
3.58,3.24,3.86,3.08
3.24,3.38,3.46,3.17
3.31,3.60,3.76,3.19
3.63,3.44,3.63,3.43
3.41,3.51,3.54,3.36
3.43,3.28,3.47,3.25
3.25,3.25,3.27,3.12
3.26,3.23,3.43,3.17
3.20,3.50,3.51,3.20
3.40,3.50,3.55,3.35
3.50,3.58,3.73,3.46
3.63,3.46,3.63,3.37
3.51,3.44,3.55,3.37
3.43,3.27,3.47,3.14
3.34,3.31,3.37,3.10
3.38,3.21,3.50,3.09
3.11,2.86,3.13,2.72
2.83,3.03,3.06,2.69
3.03,2.87,3.10,2.83
2.95,3.05,3.07,2.85
3.02,2.85,3.10,2.78
2.87,2.86,2.91,2.72
2.84,2.83,2.87,2.76
2.81,2.72,2.85,2.69
2.65,2.81,2.96,2.65
2.52,2.79,2.98,2.52
2.80,2.88,3.00,2.74
2.93,3.02,3.04,2.86
3.04,2.94,3.08,2.92
2.95,2.96,3.00,2.92
2.97,2.74,3.04,2.74
2.70,2.56,2.73,2.52
2.58,2.75,2.76,2.43
2.74,2.52,2.77,2.49
2.49,2.56,2.65,2.42
2.60,2.50,2.68,2.48
2.54,2.46,2.54,2.41
2.45,2.59,2.64,2.45
2.56,2.96,2.96,2.56
2.99,3.01,3.07,2.85
3.01,2.83,3.02,2.81
2.85,2.87,2.89,2.68
2.86,3.02,3.06,2.86
3.02,2.93,3.05,2.82
2.85,2.81,2.99,2.66
2.76,2.68,2.84,2.54
2.70,2.63,2.80,2.60
2.61,2.61,2.71,2.46
2.64,2.42,2.72,2.40
2.43,2.16,2.43,2.14
2.16,1.81,2.16,1.72
1.86,1.99,2.02,1.83
2.00,2.01,2.01,1.88
2.01,2.25,2.40,1.98
2.26,2.39,2.46,2.25
2.35,2.26,2.45,2.17
2.25,2.40,2.49,2.20
2.40,2.37,2.42,2.26
2.38,2.45,2.55,2.27
2.50,2.46,2.50,2.32
2.46,2.19,2.54,2.17
2.21,2.25,2.32,2.19
2.24,2.57,2.59,2.24
2.63,2.44,2.64,2.30
2.43,2.41,2.54,2.27
2.42,2.26,2.42,2.19
2.30,2.21,2.30,2.10
2.25,2.22,2.29,2.10
2.22,2.31,2.34,2.17
2.31,2.31,2.34,2.16
2.29,2.26,2.38,2.20
2.27,2.64,2.67,2.21
2.59,2.70,2.88,2.58
2.69,2.54,2.71,2.39
2.46,2.72,2.75,2.46
2.67,2.80,2.86,2.62
2.83,2.95,2.96,2.73
2.93,2.71,2.93,2.69
2.66,2.77,2.80,2.61
2.76,2.72,2.84,2.66
2.71,2.51,2.88,2.45
2.60,2.48,2.66,2.44
2.62,2.47,2.70,2.47
2.46,2.40,2.55,2.35
2.42,2.47,2.51,2.32
2.46,2.22,2.62,2.18
2.17,2.31,2.40,2.17
2.31,2.30,2.35,2.19
2.32,2.28,2.36,2.26
2.25,2.30,2.34,2.22
2.30,2.22,2.38,2.12
2.29,2.30,2.32,2.22
2.28,2.49,2.56,2.27
2.48,2.40,2.49,2.35
2.42,2.29,2.44,2.24
2.30,2.17,2.30,2.17
2.20,2.09,2.23,2.05
2.07,2.27,2.29,2.02
2.25,2.15,2.28,2.14
2.15,2.12,2.21,2.04
2.10,2.08,2.21,2.06
2.09,2.08,2.16,2.02
2.04,1.84,2.09,1.72
1.85,2.14,2.29,1.76
2.19,2.08,2.19,1.93
2.10,2.09,2.10,1.93
2.09,2.04,2.10,1.90
2.04,2.02,2.13,1.97
2.02,2.00,2.09,1.95
2.00,1.90,2.02,1.88
1.93,2.07,2.08,1.87
2.06,2.08,2.13,2.01
2.06,2.05,2.11,2.01
2.06,2.02,2.08,1.98
2.02,2.04,2.06,1.94
2.03,2.03,2.07,1.99
1.98,1.90,2.00,1.87
1.91,1.89,1.99,1.88
1.86,1.75,1.86,1.72
1.71,1.67,1.79,1.65
1.69,1.65,1.76,1.65
1.67,1.49,1.67,1.38
1.53,1.48,1.64,1.42
1.48,1.34,1.50,1.33
1.34,1.33,1.39,1.15
1.21,1.23,1.28,1.20
1.27,1.27,1.37,1.19
1.25,1.30,1.34,1.16
1.34,1.33,1.39,1.28
1.36,1.75,1.84,1.32
1.72,1.90,1.97,1.69
1.87,1.97,2.05,1.78
1.99,1.78,2.00,1.75
1.77,1.77,1.86,1.64
1.77,1.78,1.84,1.74
1.72,1.80,1.81,1.72
1.74,1.73,1.81,1.72
1.77,1.72,1.77,1.61
1.73,1.71,1.81,1.65
1.66,1.60,1.70,1.60
1.60,1.51,1.60,1.45
1.49,1.52,1.61,1.42
1.52,1.57,1.65,1.50
1.55,1.62,1.69,1.54
1.66,1.89,2.05,1.57
1.91,1.96,2.04,1.91
1.98,2.05,2.05,1.85
2.05,1.91,2.06,1.90
1.90,1.90,1.99,1.86
1.91,1.91,1.98,1.90
1.90,1.84,1.94,1.84
1.86,1.87,1.95,1.80
1.88,1.79,1.95,1.77
1.83,1.80,1.88,1.78
1.81,1.57,1.82,1.54
1.61,1.69,1.72,1.57
1.69,1.76,1.81,1.64
2.05,2.39,2.70,2.03
2.36,2.61,2.85,2.32
2.75,2.74,2.88,2.68
2.77,2.49,2.80,2.40
2.51,2.51,2.77,2.50
2.51,2.36,2.57,2.26
2.37,2.49,2.49,2.15
2.44,2.43,2.49,2.31
2.43,2.28,2.49,2.25
2.13,2.29,2.42,2.13
2.39,2.36,2.40,2.05
2.42,2.54,2.55,2.36
2.54,2.52,2.54,2.31
2.50,2.46,2.50,2.36
2.49,2.36,2.50,2.31
2.34,2.38,2.45,2.29
2.40,2.35,2.50,2.29
2.37,2.50,2.50,2.29
2.50,2.43,2.62,2.42
2.43,2.65,2.83,2.42
2.62,3.26,3.40,2.62
3.15,3.24,3.46,3.15
3.21,3.09,3.36,3.06
3.09,3.27,3.37,2.94
3.20,3.17,3.30,3.05
3.24,3.14,3.24,2.99
3.17,3.11,3.28,3.01
3.19,3.73,3.75,3.07
3.75,3.96,4.17,3.56
3.96,3.97,4.06,3.77
3.93,4.05,4.17,3.83
4.10,4.23,4.26,3.88
4.20,4.23,4.33,3.99
4.32,4.12,4.32,3.86
4.30,4.20,4.30,4.00
4.05,4.10,4.20,4.00
4.03,4.02,4.10,3.99
4.10,4.50,4.54,4.10
4.50,4.40,4.50,4.10
4.27,4.28,4.37,4.12
4.26,4.18,4.50,4.11
4.18,4.29,4.30,4.11
4.20,4.00,4.21,4.00
4.00,3.98,4.16,3.76
3.91,3.29,3.98,3.20
3.29,3.30,3.89,3.29
3.32,3.26,3.37,3.22
3.21,3.11,3.24,2.95
3.12,2.88,3.23,2.78
2.90,2.60,2.97,2.58
2.55,2.71,2.75,2.55
2.70,2.86,2.87,2.60
2.86,2.92,3.20,2.84
2.93,2.96,3.24,2.92
2.92,2.70,2.97,2.60
2.72,2.85,3.04,2.65
2.85,2.73,3.08,2.68
2.75,2.80,2.83,2.64
2.85,2.93,2.94,2.78
2.97,3.02,3.15,2.90
3.10,2.83,3.10,2.71
2.79,2.83,2.89,2.77
2.81,2.75,2.81,2.64
2.73,2.71,2.78,2.68
2.72,2.72,2.79,2.57
2.72,2.75,2.79,2.60
2.71,2.68,2.76,2.66
2.68,2.60,2.72,2.60
2.60,2.32,2.60,2.29
2.27,2.22,2.52,2.15
2.21,2.16,2.27,2.08
2.16,2.12,2.21,2.10
2.12,2.17,2.24,2.12
2.17,2.15,2.17,2.05
2.17,2.15,2.21,2.12
2.21,2.25,2.27,2.13
2.25,2.15,2.29,2.08
2.16,2.08,2.16,2.03
2.05,2.06,2.08,2.03
1.90,1.91,2.03,1.85
1.87,2.00,2.02,1.83
2.04,1.90,2.15,1.82
1.97,1.98,2.09,1.96
2.01,1.99,2.03,1.98
2.01,2.04,2.04,1.99
2.02,1.88,2.07,1.83
1.85,1.80,1.93,1.80
1.84,1.86,2.00,1.82
1.86,1.80,1.88,1.72
1.80,1.78,1.84,1.76
1.80,1.81,1.82,1.77
1.82,1.68,1.86,1.66
1.72,1.74,1.78,1.65
1.76,1.76,1.80,1.74
1.73,1.67,1.79,1.67
1.65,1.62,1.70,1.46
1.64,1.61,1.64,1.58
1.60,1.59,1.64,1.57
1.58,1.54,1.58,1.54
1.52,1.40,1.56,1.38
1.41,1.45,1.50,1.41
1.47,1.50,1.55,1.47
1.50,1.46,1.52,1.36
1.44,1.49,1.51,1.43
1.49,1.49,1.52,1.46
1.52,1.47,1.52,1.44
1.45,1.51,1.53,1.41
1.52,1.54,1.60,1.51
1.60,1.52,1.66,1.51
1.53,1.43,1.53,1.43
1.44,1.38,1.46,1.35
1.42,1.41,1.43,1.36
1.44,1.76,1.83,1.42
1.80,1.73,1.80,1.63
1.75,1.79,1.82,1.72
1.83,1.79,1.84,1.78
1.82,1.74,1.84,1.65
1.76,1.66,1.76,1.62
1.65,1.72,1.77,1.62
1.70,1.69,1.75,1.65
1.69,1.60,1.69,1.60
1.65,1.61,1.70,1.61
1.60,1.58,1.68,1.55
1.58,1.60,1.64,1.58
1.58,1.64,1.65,1.55
1.67,1.77,1.82,1.67
1.75,1.97,2.06,1.73
2.00,1.91,2.02,1.80
1.93,1.83,1.93,1.81
1.82,1.77,1.84,1.71
1.78,1.75,1.89,1.75
1.80,1.82,1.97,1.79
1.80,1.78,1.80,1.67
1.79,1.93,1.93,1.78
1.91,2.22,2.50,1.86
2.22,2.13,2.37,2.06
2.11,2.16,2.26,2.10
2.17,2.25,2.29,2.12
2.30,2.64,2.77,2.27
2.76,2.89,3.09,2.76
2.86,2.98,2.98,2.77
2.99,2.88,3.12,2.79
2.85,2.76,2.90,2.73
2.73,2.72,2.78,2.57
2.73,2.68,2.74,2.63
2.70,2.64,2.71,2.62
2.66,2.50,2.67,2.45
2.53,2.52,2.72,2.51
2.54,2.53,2.60,2.51
2.51,2.80,2.88,2.51
2.80,3.25,3.26,2.80
3.20,3.02,3.22,3.02
3.00,2.91,3.12,2.77
2.92,2.89,2.95,2.75
2.91,2.91,3.24,2.88
2.91,2.75,2.91,2.75
2.75,2.54,2.84,2.49
2.58,2.30,2.60,2.21
2.27,2.21,2.28,2.15
2.24,2.30,2.32,2.16
2.30,2.19,2.35,2.19
2.20,2.26,2.30,2.20
2.25,2.23,2.30,2.21
2.24,2.20,2.25,2.18
2.25,2.12,2.27,2.02
2.13,2.21,2.30,2.13
2.22,2.11,2.27,2.10
2.12,2.15,2.17,2.05
2.14,2.09,2.15,2.08
2.09,2.11,2.13,2.05
2.10,2.07,2.13,2.02
2.10,2.04,2.13,2.04
2.02,2.06,2.27,2.02
2.09,2.20,2.25,2.09
2.20,2.18,2.25,2.11
2.29,2.26,2.41,2.14
2.11,1.85,2.11,1.60
1.65,1.84,1.85,1.46
1.86,1.81,1.94,1.80
1.83,1.76,1.84,1.65
1.76,1.71,1.76,1.65
1.70,1.71,1.82,1.66
1.72,1.84,1.92,1.67
1.87,1.72,1.87,1.70
1.70,1.68,1.73,1.61
1.66,1.80,1.84,1.65
1.80,1.79,1.80,1.75
1.83,1.81,1.84,1.68
1.80,1.76,1.81,1.72
1.79,1.69,1.91,1.68
1.70,1.71,1.90,1.68
1.71,1.75,1.81,1.68
1.75,1.78,1.80,1.72
1.80,1.83,1.88,1.76
