MAN,ManpowerGroup Common Stock,NASDAQ
86.55,88.41,88.43,86.03
88.12,90.33,90.35,87.83
90.85,92.83,92.93,90.35
92.69,92.23,92.73,91.41
91.93,91.87,92.44,91.25
92.53,92.10,92.88,91.46
91.71,90.55,92.32,90.51
90.26,90.55,91.38,89.10
90.53,90.43,91.59,90.01
90.77,91.03,91.30,90.07
91.25,90.52,91.54,90.16
90.64,90.49,90.68,89.95
90.74,89.98,90.77,89.41
90.14,90.39,90.44,89.68
90.44,90.70,91.20,90.15
90.92,89.60,90.92,89.33
89.49,89.22,89.85,88.95
89.25,88.87,89.60,88.39
89.20,90.99,91.13,88.79
91.25,92.00,92.69,90.76
91.84,89.91,91.84,89.74
90.61,90.03,90.73,89.45
90.15,89.81,90.78,88.99
89.84,90.27,91.49,89.78
90.06,91.75,91.76,89.90
91.69,91.76,91.98,90.57
91.97,93.28,93.41,91.92
