UNP,Union Pacific Corporation Common Stock,NASDAQ
154.06,153.18,154.81,152.43
154.52,152.69,154.52,151.32
150.60,149.34,151.08,148.45
151.01,153.42,153.97,150.05
154.88,156.30,156.89,154.70
157.05,155.34,157.64,155.18
154.94,154.28,156.17,154.23
155.65,155.42,157.15,155.14
155.27,155.20,156.96,154.40
154.58,155.30,155.73,153.66
156.41,157.48,157.55,155.71
157.59,156.25,157.85,155.21
157.24,159.41,160.27,157.24
159.01,157.63,159.01,156.91
158.50,159.36,159.70,157.31
158.35,160.75,161.70,158.07
161.08,159.80,161.69,159.45
160.73,159.22,160.76,158.53
160.30,159.68,161.67,159.24
159.90,161.36,162.30,157.70
161.10,163.36,163.48,160.34
163.80,163.28,165.18,162.79
163.36,161.66,163.69,161.51
161.60,159.40,162.22,159.02
159.53,160.08,160.13,158.05
159.76,159.40,160.21,157.22
159.04,157.22,159.13,157.15
159.25,158.72,160.26,157.55
158.97,158.59,160.63,158.50
159.94,162.77,163.16,159.55
163.04,163.37,164.55,162.08
162.81,161.97,163.31,161.27
161.52,160.00,161.80,159.48
159.31,159.08,159.65,158.68
160.02,160.55,161.69,159.95
160.48,159.79,160.56,158.61
158.89,159.17,159.95,158.60
159.19,160.19,161.17,158.72
159.80,158.59,160.18,158.45
157.53,156.78,157.82,155.62
156.44,157.93,158.51,156.09
157.77,156.48,158.02,156.38
156.52,156.44,157.75,155.65
156.50,154.87,156.80,154.51
155.30,158.60,158.89,155.30
158.79,158.06,158.79,156.93
158.15,156.53,158.28,156.53
155.12,153.59,156.06,153.53
152.95,154.00,154.66,152.04
153.80,154.15,155.16,153.63
154.70,153.54,155.33,153.07
154.90,153.74,155.81,152.62
153.71,155.31,155.94,153.64
155.12,156.12,156.88,155.12
156.52,154.92,157.40,154.81
155.65,156.63,157.03,154.94
157.62,157.25,158.13,157.21
158.12,157.25,158.54,156.93
157.25,155.00,157.45,154.95
154.96,154.75,155.46,154.14
156.92,156.36,157.22,156.08
155.97,157.44,157.76,155.57
157.41,159.50,160.15,156.76
160.36,160.87,161.63,160.00
160.66,159.55,161.91,159.39
159.09,159.22,159.43,157.78
159.00,159.24,160.29,158.04
159.34,157.46,159.36,157.37
157.30,157.95,158.32,157.18
157.42,156.59,157.70,155.73
155.03,155.34,157.03,154.65
155.46,156.68,157.59,155.33
156.11,156.13,156.50,154.76
156.12,155.38,156.17,154.36
153.55,153.90,154.60,153.40
152.92,152.73,153.84,152.47
152.87,152.17,154.12,152.00
152.61,152.41,153.05,151.66
153.96,157.13,157.35,153.53
157.04,157.37,158.07,156.54
156.36,157.26,157.53,156.01
157.04,156.31,157.46,156.22
157.15,157.16,157.99,155.91
156.50,151.16,156.74,150.43
152.00,152.10,153.62,151.37
152.10,153.90,154.11,152.07
154.26,154.73,156.55,153.94
154.64,154.90,155.46,153.36
155.15,154.15,155.40,153.80
154.18,152.36,154.23,152.31
152.59,152.09,152.75,152.01
152.39,150.57,152.80,149.90
149.73,150.59,151.20,149.23
150.68,151.40,152.27,150.30
152.11,152.77,153.15,151.43
153.71,153.76,153.94,153.24
153.26,153.21,153.59,152.96
153.86,154.25,154.62,153.61
154.64,154.14,156.32,153.56
153.53,155.04,155.10,152.75
155.13,155.81,156.11,154.60
155.82,156.66,157.23,155.77
155.47,158.05,158.29,155.43
158.07,158.30,158.61,157.30
158.40,159.49,159.58,158.20
159.59,159.30,159.91,158.78
159.05,158.10,159.60,157.43
158.72,158.57,159.44,157.77
158.91,160.78,161.85,158.05
161.27,162.02,162.09,160.54
162.01,161.98,162.83,161.77
162.11,161.63,162.47,161.15
162.13,162.84,163.22,161.31
162.55,162.04,163.15,161.44
162.12,163.53,164.48,162.12
163.15,162.46,163.60,161.84
162.07,161.39,162.86,160.02
162.75,162.37,163.45,161.79
163.90,164.34,165.14,163.08
164.56,164.50,165.27,163.88
163.69,162.76,164.81,162.38
162.80,160.70,163.50,160.50
160.50,160.97,161.83,160.17
161.33,160.75,162.33,160.46
161.37,161.70,162.63,161.28
161.84,161.03,161.84,160.69
161.60,163.56,163.63,160.04
162.97,164.19,164.32,162.41
164.23,163.60,164.88,163.25
163.51,164.95,165.13,163.04
164.86,165.64,166.00,164.17
164.37,166.42,166.61,164.35
166.65,166.05,167.00,165.30
166.10,166.05,166.71,165.33
166.41,168.00,168.24,166.37
168.40,167.11,169.82,166.64
167.42,166.85,168.76,166.25
167.17,165.16,167.61,164.97
165.38,166.62,166.89,165.22
167.86,166.93,169.00,166.50
167.19,169.27,169.33,166.92
168.84,170.38,170.88,168.57
170.34,168.05,170.69,167.55
168.22,168.82,169.47,167.54
168.89,170.15,171.38,168.83
167.57,167.96,168.43,166.56
167.93,167.84,168.81,167.12
169.58,168.12,169.58,167.18
169.08,168.50,170.00,168.10
172.39,174.12,174.82,172.05
172.15,171.64,175.00,170.50
172.06,171.21,172.53,170.30
171.42,172.80,173.98,171.32
172.16,171.95,173.18,171.19
174.75,176.23,177.00,174.33
174.68,174.24,175.82,173.18
174.60,171.74,175.81,171.12
173.07,173.25,173.66,171.44
172.59,172.63,173.36,171.20
172.90,175.12,175.61,172.72
175.79,176.90,177.58,175.48
176.65,174.78,176.78,174.56
175.23,177.70,178.78,175.06
177.89,178.85,179.38,177.33
177.68,178.64,179.19,177.45
178.28,180.14,180.49,178.20
180.24,178.30,180.40,177.33
177.38,175.87,178.36,175.57
176.07,177.87,178.49,176.01
178.50,179.12,180.20,178.09
179.22,179.61,181.28,178.90
179.97,178.70,180.08,178.03
178.00,177.21,179.00,176.76
176.89,178.50,179.07,176.77
178.79,180.38,181.17,178.21
179.17,179.51,179.94,178.29
181.80,183.85,184.83,181.14
184.31,184.34,185.98,183.79
184.60,185.86,187.09,184.31
186.58,187.57,188.59,186.05
187.27,186.22,187.54,185.50
186.52,185.77,186.69,185.31
184.89,187.54,187.57,184.31
187.96,185.86,189.46,185.46
185.46,185.14,186.43,184.20
186.48,187.37,187.88,185.96
187.70,189.40,190.00,187.25
189.84,186.85,190.25,186.22
186.44,188.73,188.75,185.86
189.98,187.33,190.48,187.06
187.65,188.00,188.56,185.54
188.47,186.98,189.31,186.98
187.86,184.31,188.09,184.30
183.56,183.31,185.25,182.85
183.80,184.75,184.90,183.52
185.79,187.66,188.66,185.09
188.38,188.44,188.54,186.67
188.36,189.08,189.98,188.15
189.77,189.17,189.77,187.70
189.69,188.05,190.00,187.50
187.80,186.25,188.38,185.51
185.82,185.33,186.71,184.68
185.82,186.57,187.02,184.59
186.68,183.58,187.26,183.50
182.41,181.07,183.74,180.85
182.62,182.10,183.48,180.72
182.42,185.53,185.84,182.29
185.44,188.15,188.54,184.51
182.51,189.59,190.03,182.31
190.00,191.54,191.99,189.61
192.04,192.05,194.16,191.66
192.05,191.90,192.62,191.20
192.30,190.58,192.55,190.01
190.60,187.78,190.60,187.41
188.76,187.93,189.27,186.72
188.35,189.89,190.08,187.80
189.91,190.43,191.21,189.80
190.30,188.80,191.25,188.73
188.98,188.00,189.46,187.83
187.74,187.75,188.42,186.81
187.50,187.30,188.27,187.16
187.62,188.35,188.87,186.85
188.37,188.71,189.83,187.91
188.45,189.32,189.95,187.69
189.54,191.63,191.71,189.54
192.03,192.90,194.14,191.96
192.90,192.21,193.28,191.32
191.88,191.12,192.20,190.46
191.97,195.16,195.25,191.97
195.26,195.59,195.78,194.14
195.55,193.87,196.38,193.20
194.58,195.25,196.03,194.44
195.00,195.30,195.94,193.97
195.80,196.26,197.13,195.50
197.09,197.09,197.80,196.52
197.16,196.37,197.73,196.27
197.02,197.80,197.94,196.49
197.35,199.27,199.46,196.89
199.36,199.17,199.62,198.00
199.00,197.39,199.18,196.91
197.39,197.83,198.24,197.25
197.81,200.34,201.29,197.81
201.36,201.86,202.62,200.23
101.87,102.14,102.20,100.82
102.88,102.42,102.96,101.35
102.06,102.18,102.31,101.30
101.76,100.67,101.95,100.43
100.68,100.90,101.24,100.33
100.25,99.81,100.62,99.62
99.94,99.37,100.00,99.28
99.54,100.67,100.96,99.48
100.68,101.03,101.44,100.54
101.06,101.08,101.35,100.86
101.18,100.69,101.20,100.38
100.34,99.68,101.20,99.63
99.63,100.09,100.36,99.63
100.21,99.57,100.30,99.16
99.57,99.64,99.94,99.16
99.54,99.75,100.84,99.54
99.96,100.10,100.68,99.77
100.05,100.07,100.78,99.91
100.19,100.98,101.09,100.18
101.20,100.26,101.20,99.71
100.02,100.09,100.34,99.53
100.54,100.61,101.00,100.20
99.60,99.61,99.98,99.27
99.66,100.27,100.43,99.55
100.74,101.09,101.35,100.73
100.67,101.37,101.64,100.59
101.88,101.78,102.00,101.25
100.97,100.45,101.73,100.44
100.70,101.34,101.35,100.37
101.32,101.64,101.89,100.86
101.87,102.86,102.98,101.75
102.97,102.51,103.25,101.77
101.39,101.77,102.20,100.60
101.50,101.66,102.35,101.43
101.46,100.64,101.63,100.32
100.54,99.60,100.59,99.54
100.15,99.47,100.31,98.96
99.05,98.31,99.20,97.96
98.22,97.91,99.19,97.74
98.12,98.29,98.55,97.47
97.87,97.96,98.75,97.40
97.13,97.51,98.02,96.76
98.00,97.48,98.46,97.27
97.40,98.64,98.70,97.05
99.10,99.57,100.32,99.00
99.82,99.67,100.30,99.27
99.94,100.57,100.69,99.86
100.92,101.73,101.73,100.70
102.16,101.99,102.28,101.16
102.74,103.79,104.07,102.35
104.39,104.39,104.75,104.14
104.68,105.57,105.87,104.40
106.11,105.86,106.30,105.41
105.78,105.77,106.34,105.58
106.20,105.64,106.23,105.47
106.04,105.56,106.08,105.12
105.48,105.30,105.65,104.84
105.07,105.04,105.15,104.54
105.03,105.27,105.36,104.56
105.70,106.21,106.55,105.49
106.67,106.60,107.38,106.16
106.77,107.25,108.74,106.65
107.22,107.69,107.88,106.81
107.65,107.46,107.90,107.33
107.61,107.47,107.94,107.20
107.42,107.38,107.78,106.91
106.98,107.71,107.86,106.75
107.02,107.01,107.90,106.79
107.09,107.04,107.30,106.41
107.16,107.92,108.00,106.38
108.35,109.58,110.25,108.28
109.74,109.40,110.26,109.32
109.97,109.36,110.14,109.02
109.52,108.50,109.69,108.47
108.20,107.80,108.58,107.79
107.90,108.69,108.82,107.74
108.60,107.19,108.63,106.97
107.02,108.58,108.89,107.02
107.95,108.53,108.71,107.17
108.52,108.42,109.77,108.28
107.48,105.80,107.65,105.41
105.90,106.10,106.51,104.88
107.01,109.51,109.75,106.82
110.41,109.29,110.84,108.72
108.50,106.37,108.64,106.30
106.67,108.02,108.12,104.81
108.08,105.34,108.32,105.24
105.50,101.34,105.58,101.20
102.99,98.08,104.24,97.84
98.55,100.16,101.30,98.18
98.75,99.70,100.23,96.17
98.22,104.03,105.27,98.00
105.95,106.40,106.98,105.64
105.60,106.16,106.49,105.27
107.29,108.86,108.92,107.14
108.53,106.86,109.12,106.71
111.84,112.23,112.65,110.17
112.81,114.58,114.62,111.89
114.39,114.79,114.94,113.37
115.09,116.18,116.47,115.05
116.31,114.97,117.07,114.31
114.93,115.00,115.93,114.08
116.30,116.45,117.10,115.61
116.57,115.26,116.57,114.91
115.23,115.28,115.93,114.80
116.02,116.41,116.42,115.18
116.85,118.94,119.15,116.59
118.94,118.75,119.66,118.21
119.30,120.90,121.29,119.15
121.03,121.24,121.82,120.51
121.29,120.71,121.32,120.05
120.41,120.25,121.60,120.05
120.24,120.71,120.87,120.00
120.23,120.32,120.95,119.81
120.62,120.62,121.16,120.12
120.56,120.50,120.61,119.65
119.82,120.91,120.98,119.68
122.17,121.85,122.79,121.22
122.49,122.91,123.37,122.40
122.77,122.51,123.61,122.41
122.69,123.31,123.44,122.41
121.84,116.77,122.29,116.55
116.44,114.63,116.63,113.19
114.98,118.97,119.05,114.31
119.35,120.95,121.39,119.29
120.42,119.76,121.24,118.96
120.00,118.61,120.30,118.15
117.87,114.94,118.08,114.27
112.91,116.06,116.12,111.89
115.91,113.69,116.34,112.98
113.98,114.35,115.81,113.48
113.63,112.55,115.75,112.50
113.15,112.34,114.52,111.67
111.77,112.20,114.98,111.57
112.44,114.92,115.42,111.28
116.95,118.87,118.89,116.45
118.60,118.47,119.98,118.11
119.06,120.41,120.74,118.94
120.91,120.68,121.40,120.30
120.61,120.30,121.10,120.26
120.88,120.39,120.99,120.07
119.54,120.70,120.95,119.09
120.21,120.25,120.82,119.68
120.72,119.13,120.77,119.02
119.93,118.61,120.80,117.66
118.31,114.60,118.31,114.47
114.28,112.23,114.29,111.66
113.16,112.85,113.80,111.85
114.00,117.08,117.09,113.51
117.08,114.98,117.47,114.85
114.33,113.97,114.45,112.79
115.00,111.83,116.15,110.73
110.51,111.36,111.98,109.54
111.36,110.80,112.87,110.37
110.91,111.90,112.04,109.87
112.53,113.95,114.42,112.15
114.55,114.40,116.07,113.78
117.25,119.83,120.90,117.02
121.00,120.09,122.19,119.34
120.51,121.33,121.87,119.65
119.16,120.86,121.62,118.76
121.68,119.15,122.09,119.09
119.39,120.09,120.34,117.58
119.20,117.21,119.92,117.13
118.13,119.01,119.06,116.70
120.18,121.79,122.00,119.80
120.66,120.44,121.36,119.92
121.39,122.85,123.11,121.03
123.00,121.81,123.32,121.33
121.53,119.45,122.01,118.95
119.78,120.87,121.10,118.76
121.00,122.14,122.70,120.59
122.72,123.83,123.94,122.39
123.74,122.60,124.52,122.25
121.96,122.54,122.56,121.57
122.54,123.35,123.62,122.02
122.85,121.96,123.82,121.84
121.70,123.66,123.70,120.44
123.79,123.75,123.90,122.60
122.93,122.69,123.36,122.13
122.50,122.42,123.13,121.86
122.23,120.76,122.66,120.69
121.15,120.26,121.40,120.19
120.26,120.75,121.00,120.05
120.09,118.46,120.38,117.88
117.65,118.21,118.28,116.60
118.32,118.33,118.54,117.34
117.37,116.45,118.25,116.09
116.38,117.17,117.87,116.20
115.92,114.75,116.84,114.75
114.93,114.29,115.77,114.28
115.08,115.13,115.54,114.31
115.23,114.52,115.80,113.77
115.50,116.72,116.83,115.36
115.95,116.42,116.83,115.64
116.08,117.78,118.20,115.04
117.48,117.55,118.33,116.79
117.98,117.45,118.66,117.10
114.85,112.78,116.00,112.62
112.75,112.51,113.73,111.31
112.70,110.82,113.06,110.70
109.06,108.17,109.28,106.75
107.74,108.44,108.99,106.78
109.00,110.09,110.39,108.77
109.66,108.31,109.66,107.80
107.76,107.34,108.15,106.38
107.45,107.13,108.30,106.84
106.34,106.38,107.54,106.25
106.93,107.84,108.45,106.39
107.70,108.13,108.81,107.66
107.85,109.79,109.93,107.70
111.50,111.42,112.44,110.73
111.05,108.47,111.58,108.41
105.22,108.17,108.28,104.16
110.19,107.40,110.53,107.39
107.00,108.35,108.45,106.75
108.07,108.42,108.65,107.43
108.71,110.44,110.73,108.65
110.60,109.50,110.81,108.72
109.60,110.73,111.38,109.22
106.75,108.12,110.68,106.24
107.86,107.51,107.96,106.70
107.33,107.51,108.22,107.24
107.16,107.89,107.99,106.80
107.58,106.92,108.06,106.35
106.25,106.23,106.59,105.69
106.66,107.71,107.87,106.31
108.40,107.99,109.42,107.87
107.71,105.94,108.27,105.72
106.50,106.93,107.40,105.92
106.34,107.31,107.77,106.17
108.38,107.44,108.64,107.28
107.22,106.75,108.00,106.68
106.33,105.77,106.62,105.74
105.70,102.39,105.70,101.95
102.19,102.09,102.83,100.90
102.95,103.83,103.88,102.32
103.30,103.95,104.37,103.07
104.33,104.02,104.36,103.61
103.68,103.28,103.99,102.15
102.99,104.96,105.65,102.62
104.57,104.20,104.80,104.04
103.55,102.90,104.18,102.35
102.53,102.62,103.18,102.20
102.48,101.36,102.89,100.82
101.08,100.91,101.46,99.87
101.16,101.93,102.21,100.43
102.07,101.60,102.39,101.25
101.82,101.99,102.61,101.17
101.08,101.74,102.45,101.08
101.80,102.28,102.85,101.50
102.13,100.71,102.20,100.46
100.42,99.70,100.94,99.47
100.00,99.67,100.19,99.31
100.11,100.92,101.36,99.81
100.34,100.50,101.50,100.00
99.84,100.52,101.05,99.84
100.40,100.52,101.02,100.16
100.88,101.18,101.52,100.10
101.48,102.31,102.83,101.28
101.92,101.16,102.36,101.00
101.67,101.44,102.01,101.20
102.27,101.15,102.74,101.09
100.71,98.25,100.85,98.09
98.69,96.97,98.69,96.97
97.47,96.77,98.21,96.66
95.99,95.53,96.97,95.49
96.38,95.37,96.48,94.91
96.34,96.16,96.72,95.73
96.29,96.66,96.93,96.28
96.39,96.24,97.59,96.03
96.62,97.74,97.91,95.41
96.98,95.85,97.26,95.63
96.80,96.25,97.21,96.11
97.12,97.82,98.15,97.06
98.70,97.08,98.70,96.91
97.04,96.79,97.51,96.37
97.38,96.98,98.40,96.77
97.47,96.04,97.88,95.59
96.14,97.42,97.81,96.00
97.58,98.31,99.06,97.57
98.55,98.82,99.71,98.46
98.86,97.68,99.53,97.64
95.65,92.12,96.26,91.23
92.55,92.61,94.22,91.63
91.68,92.39,92.60,91.52
93.13,96.62,97.02,93.09
96.41,98.53,98.73,95.87
97.85,97.70,98.05,97.15
97.69,97.59,98.26,97.22
97.56,96.47,97.69,95.96
96.20,95.72,96.79,94.97
96.40,95.07,96.98,94.98
95.18,93.80,95.26,93.63
93.55,92.50,93.85,92.41
93.05,93.48,93.87,93.05
92.75,92.31,93.17,92.01
91.61,92.82,93.08,91.26
92.64,92.70,93.03,92.12
92.32,92.74,93.08,92.32
92.46,92.74,92.96,92.01
92.66,92.78,92.89,92.38
92.25,92.16,93.09,91.88
90.62,89.32,90.85,89.32
88.36,86.45,88.89,86.41
81.18,82.66,85.19,79.31
85.20,80.56,85.25,80.51
82.63,83.55,84.31,81.73
84.35,86.28,86.33,84.14
86.10,86.89,87.19,86.01
86.90,85.74,87.08,85.73
83.63,83.38,84.50,83.00
84.36,85.11,85.12,83.16
85.94,85.70,86.37,85.49
85.00,84.78,85.75,84.45
87.00,87.86,88.03,86.50
88.35,86.95,89.07,86.77
86.90,87.10,87.58,86.50
87.08,86.12,87.08,85.74
86.52,85.73,86.52,85.53
86.18,87.98,88.19,85.94
87.92,89.79,90.16,87.90
89.33,89.72,91.16,89.31
88.60,87.78,89.06,87.58
87.97,88.25,89.34,87.66
86.97,86.67,87.06,85.64
86.40,85.68,87.04,85.49
84.77,84.83,85.21,83.87
86.25,86.59,87.32,85.58
85.68,84.97,86.66,84.85
85.24,86.55,86.65,84.94
87.90,88.41,88.53,86.99
89.24,90.40,90.64,89.11
88.75,91.90,91.93,88.56
91.73,93.71,94.09,91.62
93.81,93.39,94.09,93.16
94.21,95.11,96.25,93.75
94.57,97.05,97.29,94.49
97.75,97.04,98.28,96.17
96.76,95.26,97.00,94.20
94.44,93.80,95.25,93.75
93.44,92.91,93.75,92.60
93.67,94.26,94.53,93.00
94.63,92.94,94.73,92.55
92.56,92.71,92.79,91.55
92.71,93.74,94.23,92.14
94.30,93.41,94.88,93.19
96.51,97.01,97.57,95.54
97.42,96.92,98.26,96.16
96.62,95.17,97.19,95.01
94.20,90.24,94.20,90.22
90.75,90.10,91.39,89.14
90.03,90.52,91.51,89.76
90.87,89.35,91.17,89.19
89.36,89.10,89.76,88.58
88.96,88.70,89.34,88.48
89.20,88.19,89.44,87.85
88.29,87.21,88.51,87.00
87.00,85.98,87.21,85.47
85.73,86.17,89.10,83.99
85.67,84.84,86.31,84.50
85.48,84.37,85.48,84.11
83.83,83.95,84.81,83.15
83.55,83.78,85.09,83.52
83.59,84.35,84.57,83.10
84.37,85.10,85.95,83.12
85.74,87.11,87.75,85.62
87.08,87.04,87.23,85.95
87.52,86.74,88.05,86.50
86.86,85.11,87.48,84.91
84.93,84.80,85.29,84.63
84.43,84.63,84.95,84.27
84.65,84.50,84.96,84.46
84.84,83.95,84.95,83.94
83.95,84.40,85.00,83.12
84.19,82.08,84.37,81.68
82.14,79.20,82.30,78.76
77.37,78.31,78.63,77.03
78.15,77.29,78.62,76.70
76.34,75.60,76.69,74.78
75.03,77.54,77.80,74.94
77.54,77.45,78.62,77.31
77.45,77.28,77.95,76.38
77.50,76.88,77.97,76.42
77.57,76.41,77.74,76.12
77.10,78.91,79.02,76.84
78.72,77.33,79.49,77.30
76.82,75.43,76.83,75.28
75.99,75.49,76.43,75.02
76.06,77.06,77.59,75.87
77.84,78.77,79.13,77.57
78.79,78.80,79.10,78.50
78.49,78.34,78.73,77.94
78.60,78.97,79.05,78.11
78.66,78.51,78.78,78.16
77.73,78.20,79.15,77.57
76.87,78.97,79.04,76.13
79.01,78.21,79.34,77.30
76.75,74.83,77.19,74.24
73.39,73.08,74.19,72.42
73.56,73.86,74.38,73.20
74.36,74.81,75.05,73.63
75.51,76.27,76.46,74.38
76.20,73.85,76.84,73.21
73.86,75.42,76.60,73.70
72.84,74.11,74.27,72.63
74.99,74.10,75.16,73.27
72.68,73.61,74.15,71.57
69.50,71.00,71.73,67.06
71.34,69.99,72.35,68.43
69.66,68.79,69.77,68.66
69.34,70.04,70.47,69.11
70.00,69.06,70.97,68.72
69.85,70.16,70.31,68.72
70.50,72.00,72.03,70.17
70.90,73.09,73.56,70.35
73.26,71.71,73.36,71.17
71.99,72.26,72.39,70.54
72.02,75.52,76.42,72.02
75.21,75.03,76.01,74.20
74.48,76.03,76.56,73.46
75.10,77.12,77.85,75.00
78.02,76.94,78.62,76.34
75.73,75.54,76.31,73.59
77.33,77.20,78.34,76.25
78.00,79.37,80.27,76.90
78.72,79.96,80.50,78.47
79.76,78.66,80.13,78.18
78.52,79.90,80.00,78.00
79.90,81.61,82.26,79.90
80.50,78.95,81.05,78.79
78.02,80.09,80.29,77.07
79.50,79.32,80.35,78.53
80.09,80.00,81.26,79.79
79.81,78.86,79.98,78.75
79.70,80.12,80.92,79.14
80.24,79.50,80.83,79.25
79.86,80.01,80.55,79.08
80.22,80.50,81.45,79.99
80.03,81.45,81.57,79.75
80.64,78.25,81.06,78.15
78.90,80.14,80.20,78.67
80.59,79.38,80.68,78.56
80.18,81.26,81.38,79.91
80.70,80.35,81.47,80.15
79.62,80.15,80.15,78.63
80.14,80.31,80.79,79.37
80.71,83.08,83.27,79.61
83.45,84.42,85.30,83.27
84.39,83.98,84.98,83.47
83.05,82.06,83.27,81.71
82.13,81.52,82.35,81.39
80.78,80.92,81.27,80.04
80.75,78.81,80.92,78.47
78.41,79.80,79.99,77.80
80.40,80.56,81.45,80.17
80.29,79.55,80.71,78.54
78.82,78.92,79.42,78.03
78.72,78.34,80.02,78.17
77.55,78.62,78.98,77.29
78.35,78.35,78.53,77.37
77.96,78.00,78.67,77.42
78.66,79.17,80.58,78.32
79.14,78.69,80.51,78.58
78.33,79.64,80.26,78.19
80.67,81.72,82.15,80.17
82.18,82.32,83.03,81.29
82.19,81.21,82.42,81.02
79.98,80.88,82.04,78.62
81.98,82.24,83.02,81.34
82.73,83.85,84.61,82.20
86.60,87.32,88.65,85.20
88.00,89.63,89.91,87.81
89.09,87.61,89.30,86.89
87.26,88.76,88.84,87.11
88.79,89.17,89.80,88.67
88.56,88.51,89.76,88.27
87.86,87.23,89.23,86.73
87.99,88.12,88.50,86.65
87.17,86.77,87.34,85.68
85.93,85.64,87.02,85.33
86.13,85.19,86.56,85.09
84.56,85.73,86.27,84.50
85.66,84.63,85.66,84.14
85.28,86.10,86.74,84.86
86.10,84.49,86.40,84.48
84.85,83.84,85.29,83.68
83.53,82.00,83.84,81.79
82.09,82.02,82.95,81.88
82.02,82.19,83.48,81.54
82.17,82.48,83.47,81.70
81.55,81.44,81.82,80.68
81.96,82.41,82.56,81.74
82.25,81.49,82.61,81.45
82.06,81.29,82.13,80.87
81.84,82.91,83.22,81.55
82.58,82.34,83.31,82.24
82.37,82.97,83.08,81.79
83.11,84.19,84.52,82.61
83.63,84.11,84.19,82.91
83.68,84.61,84.63,83.61
85.55,86.38,86.65,84.61
86.42,86.85,87.14,85.93
86.68,87.57,88.08,86.68
87.83,89.04,90.14,87.80
88.53,89.39,89.53,88.04
88.20,88.78,88.90,88.10
88.49,88.71,89.61,88.22
88.51,87.98,89.26,87.57
88.36,87.54,88.67,87.45
86.84,87.09,87.31,85.50
87.00,87.58,87.80,86.87
88.36,88.09,89.25,87.98
86.79,87.65,88.09,86.00
87.76,87.49,88.04,87.32
88.79,88.54,89.00,87.93
85.45,85.25,86.37,84.14
84.42,82.49,84.46,81.96
83.27,84.80,84.86,83.00
85.75,86.28,86.76,85.63
86.74,87.25,87.39,84.80
87.25,87.34,88.19,87.12
86.85,87.16,87.49,86.77
86.59,87.44,87.52,86.01
87.99,88.03,88.47,87.58
88.94,90.69,91.29,88.47
90.71,91.39,91.63,90.69
91.78,92.06,92.72,91.43
92.55,94.14,94.79,92.04
94.92,94.70,96.00,94.43
94.97,93.98,95.34,93.71
93.98,94.12,94.36,93.08
93.46,93.95,94.05,92.88
92.73,94.12,94.32,92.49
91.00,90.93,92.30,90.72
90.87,92.85,93.02,90.29
92.71,92.28,92.76,91.86
92.38,93.01,93.01,91.83
92.73,91.63,92.95,90.94
91.44,93.08,93.41,91.07
92.55,93.05,93.31,92.26
92.92,93.06,93.65,92.41
92.39,91.30,92.59,90.68
91.54,92.87,93.19,91.40
92.37,92.67,93.09,91.94
93.17,93.85,94.65,92.62
93.88,93.86,94.95,93.67
93.75,93.07,94.18,93.00
93.41,92.44,93.45,92.22
92.72,92.96,93.45,92.61
92.67,91.90,92.67,91.74
92.46,92.50,93.27,92.28
92.21,92.89,93.00,91.88
92.77,94.57,94.64,92.65
94.17,95.83,96.05,93.63
95.69,95.68,95.85,95.27
95.30,95.33,95.80,95.06
95.91,96.01,96.23,95.58
96.01,95.48,96.06,95.27
95.32,95.08,95.82,94.96
95.35,95.12,95.98,94.74
94.86,96.06,96.18,94.41
96.00,95.85,96.28,95.48
95.33,95.53,95.88,94.65
95.64,95.29,95.98,94.68
95.61,95.28,95.95,94.87
95.63,95.97,96.09,95.24
95.69,96.28,97.05,95.69
96.30,96.63,96.85,95.75
95.44,92.72,96.06,92.72
91.91,93.81,94.70,91.47
93.05,92.44,93.63,91.98
92.38,92.72,93.33,92.20
92.28,92.94,93.24,91.32
92.50,92.38,93.14,91.76
92.97,93.09,93.68,92.73
93.53,93.14,93.68,92.91
93.61,95.03,95.22,93.61
95.78,95.08,96.17,95.03
94.78,94.33,94.93,94.22
94.11,94.18,94.46,93.53
94.13,94.85,95.36,93.79
94.98,96.16,96.23,94.94
96.24,95.96,96.79,95.50
96.78,97.53,98.00,96.61
97.18,97.35,97.89,97.06
97.57,96.67,98.16,96.57
97.21,98.54,98.84,96.99
98.36,98.35,98.80,97.95
98.42,98.07,98.64,97.31
98.52,97.35,98.72,97.26
97.32,96.54,97.48,96.01
96.74,95.91,96.80,95.57
95.39,96.74,97.11,94.30
97.07,96.84,98.26,96.83
96.71,96.77,97.12,96.44
97.60,96.72,98.07,96.67
96.65,97.12,98.44,96.26
94.40,90.64,95.00,89.81
89.57,90.37,91.50,89.37
90.78,89.88,91.49,89.77
89.73,89.99,90.42,89.15
90.02,89.05,90.02,88.63
89.21,88.82,89.39,88.58
88.94,88.37,89.32,87.79
88.75,88.18,89.07,88.11
88.65,87.89,88.89,87.06
88.08,88.69,89.31,87.74
88.68,88.77,89.64,88.25
88.70,88.76,89.48,88.38
90.00,90.75,90.88,89.85
90.79,90.60,90.96,89.72
87.88,93.95,94.96,87.88
95.13,97.49,98.79,95.03
97.05,96.88,97.70,95.67
97.52,99.43,100.63,97.51
99.18,99.11,99.54,97.92
98.38,98.01,99.06,97.72
97.72,98.81,98.94,97.48
98.93,99.83,100.00,98.60
100.10,100.75,101.63,100.00
101.10,100.49,101.22,100.39
100.71,101.39,101.70,100.66
101.45,102.10,102.16,101.13
101.32,100.69,101.39,100.43
100.53,100.57,101.05,100.10
101.36,101.33,102.73,101.26
101.84,103.39,103.96,101.61
103.38,102.65,103.60,102.02
103.32,102.84,103.75,102.81
