UHS,Universal Health Services,NASDAQ
126.87,111.36,127.94,109.70
116.46,112.48,116.46,109.38
112.48,112.07,113.11,109.25
112.50,111.98,113.00,110.73
112.39,108.99,112.44,107.87
107.16,101.55,107.88,99.72
102.51,108.57,108.90,102.13
108.70,107.08,109.80,106.65
106.81,106.64,107.85,105.69
107.10,106.37,107.44,106.22
106.58,106.75,107.25,105.60
106.85,106.82,107.78,106.10
107.25,107.93,108.47,106.49
108.10,107.17,109.02,106.81
107.72,106.14,108.26,106.11
106.08,106.40,107.01,105.08
106.41,106.38,107.06,105.73
106.81,106.71,107.86,105.22
107.33,108.81,109.20,106.35
108.16,108.77,109.45,107.23
109.06,108.51,109.31,107.71
108.65,111.54,111.73,108.53
111.55,112.34,112.93,111.35
112.13,112.13,112.79,110.63
111.97,112.40,112.58,110.64
112.03,112.67,113.00,111.84
