BH,Biglari Holdings Inc.,NASDAQ
457.09,467.00,470.00,457.09
467.40,473.23,477.62,458.52
474.67,478.00,478.00,466.12
475.95,473.94,475.95,461.67
472.71,475.08,479.88,471.86
473.44,474.34,478.77,469.99
474.49,476.41,478.80,471.42
478.70,472.21,479.80,466.42
470.42,476.80,478.15,467.78
479.00,484.00,484.97,471.32
485.30,477.26,485.30,475.01
476.18,475.12,480.11,465.90
475.98,483.23,484.99,474.12
485.00,483.61,491.74,479.36
479.55,485.62,486.95,475.87
487.00,480.47,488.67,480.47
481.83,473.20,483.00,467.39
476.67,478.99,480.81,462.34
480.69,483.00,490.00,466.28
482.40,481.33,483.81,472.02
481.99,476.52,481.99,472.60
474.37,470.58,475.03,467.30
470.00,478.99,478.99,469.56
477.40,479.56,479.80,472.31
478.10,482.65,484.70,475.96
482.17,477.98,482.17,476.05
