IYW,iShares U.S. Technology ETF,NASDAQ
75.48,74.27,75.74,74.27
74.53,73.85,74.53,73.33
73.13,72.76,73.24,72.22
73.46,73.25,73.56,72.83
73.67,73.42,73.68,73.28
73.74,73.74,74.18,73.74
73.39,73.63,74.03,73.03
74.22,74.12,74.75,74.04
74.18,74.16,74.64,73.68
74.00,74.57,74.92,74.00
74.93,75.10,75.10,74.34
75.43,74.86,75.43,74.67
74.99,75.24,75.39,74.80
75.16,75.60,75.78,75.16
76.45,77.01,77.07,76.29
77.03,77.08,77.17,76.81
77.04,77.49,77.55,76.94
77.50,77.51,77.59,77.25
77.69,77.59,77.85,77.41
77.79,77.49,78.00,77.33
76.51,76.02,76.55,75.86
76.09,76.29,76.33,76.03
76.40,75.96,76.49,75.90
76.97,76.61,77.06,76.51
76.72,76.83,76.83,76.23
76.40,76.69,76.69,76.08
76.51,76.59,76.93,76.44
76.98,77.28,77.59,76.98
77.30,77.25,77.72,77.13
77.83,78.07,78.16,77.76
78.02,78.38,78.38,77.86
78.32,78.63,78.68,78.22
78.47,78.01,78.50,77.84
77.78,77.89,78.10,77.50
78.37,78.31,78.43,77.76
78.22,77.98,78.32,77.74
77.75,78.64,78.73,77.61
78.84,79.32,79.52,78.40
79.41,79.28,79.52,78.95
78.13,77.78,78.27,77.69
77.84,77.92,78.28,77.81
77.91,77.76,78.55,77.73
77.87,77.87,78.20,77.65
77.71,77.71,78.32,77.54
77.87,78.06,78.19,77.56
78.73,78.51,78.77,78.38
78.49,78.44,79.06,78.38
77.54,76.74,77.90,76.57
76.64,76.95,77.32,76.64
76.87,77.32,77.63,76.87
77.38,76.77,77.42,76.71
77.39,77.05,77.70,76.76
77.42,77.87,77.97,77.25
77.88,77.92,78.10,77.82
78.21,77.96,78.29,77.45
78.39,79.03,79.22,78.38
79.40,79.36,79.60,79.01
78.55,78.86,78.97,78.49
78.90,78.79,79.05,78.64
78.90,78.76,78.93,78.47
79.34,78.49,79.34,78.26
78.51,78.89,79.03,78.51
79.06,79.98,80.03,79.06
80.22,80.18,80.32,80.01
80.36,79.60,80.36,79.54
80.11,79.76,80.37,79.41
79.66,79.41,79.79,79.07
79.49,79.34,79.65,79.05
79.66,79.58,80.04,79.34
79.08,79.20,79.42,78.94
78.34,78.80,79.05,78.09
78.86,79.68,79.74,78.83
79.14,79.76,79.81,79.11
79.64,78.92,79.81,78.45
78.90,79.43,79.55,78.86
78.86,78.91,79.46,78.80
78.89,77.51,78.94,77.42
77.66,77.72,77.98,76.87
78.32,79.10,79.20,78.32
78.94,79.68,79.72,78.89
79.08,80.14,80.20,79.08
80.13,79.63,80.33,79.58
80.06,80.40,80.46,79.98
79.72,80.25,80.28,79.54
81.19,81.84,81.84,80.98
82.13,82.26,82.51,82.03
82.54,82.02,82.55,81.53
81.75,81.48,81.75,81.05
81.60,81.77,81.93,81.41
82.42,82.05,82.63,81.82
82.07,82.13,82.20,81.72
82.55,82.43,82.70,82.10
82.64,82.34,82.85,82.08
82.09,82.28,82.84,82.09
82.47,82.28,82.75,81.92
82.50,82.61,82.62,82.17
82.25,82.69,82.85,82.20
83.16,83.28,83.30,82.82
83.16,82.10,83.49,82.04
82.21,82.98,82.98,82.12
82.88,83.03,83.15,82.63
82.82,83.35,83.52,82.82
82.88,84.29,84.29,82.88
83.73,83.87,83.94,83.42
83.97,84.11,84.14,83.80
84.00,83.31,84.18,83.22
83.34,82.98,83.68,82.87
83.10,82.81,83.51,82.68
83.22,83.77,83.77,83.20
83.73,83.58,83.77,83.53
83.68,83.49,83.76,83.30
83.50,83.90,84.17,83.49
84.28,84.74,84.81,84.28
85.08,85.20,85.40,84.93
85.31,84.83,85.40,84.76
84.77,85.11,85.24,84.77
84.85,85.49,85.70,84.85
85.57,85.35,85.70,85.16
85.98,85.83,86.04,85.60
86.09,86.22,86.39,85.93
86.06,86.07,86.26,85.85
86.16,84.99,86.24,84.87
85.01,84.56,85.12,84.54
85.00,84.35,85.00,84.28
84.80,85.22,85.38,84.75
85.26,85.33,85.55,85.19
85.22,85.90,85.91,84.00
85.75,85.79,85.98,85.68
86.01,86.71,86.79,86.01
87.32,87.62,87.66,87.04
87.70,87.87,87.90,87.63
88.11,88.14,88.24,87.94
88.25,87.89,88.32,87.85
87.76,87.78,87.92,87.58
87.90,88.44,88.46,87.90
87.95,87.53,88.10,87.33
87.55,87.14,87.65,87.08
87.19,87.03,87.39,86.71
87.37,87.88,88.01,87.28
87.83,87.96,88.18,87.70
88.38,87.43,88.38,87.17
87.75,87.69,87.88,87.23
87.58,86.78,88.17,86.49
87.15,88.59,88.59,87.15
88.96,89.71,89.86,88.94
89.56,89.67,89.79,89.46
89.42,88.98,89.51,88.76
89.43,89.41,89.54,88.75
89.32,89.39,89.55,89.14
88.93,89.08,89.10,88.47
88.89,87.34,88.90,87.34
87.45,86.57,87.60,86.08
85.56,85.89,85.99,85.26
85.32,85.14,85.77,84.89
86.24,86.49,86.74,85.97
86.13,86.93,87.18,86.04
86.72,84.88,87.16,84.75
85.31,85.37,85.66,84.96
85.07,85.38,85.74,84.48
85.54,86.36,86.36,85.54
86.89,87.62,87.64,86.64
87.61,88.07,88.10,87.52
88.31,89.09,89.27,88.21
89.27,89.32,89.51,89.18
88.78,90.22,90.25,88.78
90.11,90.46,90.64,90.00
90.58,90.69,90.88,90.30
90.58,90.23,90.85,90.11
90.24,90.64,90.76,89.81
90.98,90.30,91.04,90.30
90.29,90.75,91.12,90.27
90.85,90.39,90.85,90.22
90.63,90.59,91.06,90.27
90.53,91.17,91.27,90.48
91.08,90.97,91.65,90.24
90.23,90.28,90.53,89.56
91.24,91.66,91.79,91.24
91.82,91.82,92.00,91.61
92.00,91.84,92.14,91.64
92.09,91.41,92.16,91.06
91.36,91.29,91.66,90.99
91.59,91.01,91.90,90.73
90.60,91.31,91.36,90.32
91.61,89.96,91.62,89.63
89.61,89.32,90.12,89.31
89.76,90.43,90.66,89.76
90.55,91.76,91.83,90.52
91.64,91.32,91.90,90.82
91.16,91.92,92.27,91.06
92.57,91.28,92.57,91.18
91.54,91.04,91.89,90.29
91.24,91.50,91.81,90.73
91.90,90.25,92.14,90.25
90.18,89.69,90.47,89.48
90.11,90.17,90.90,89.85
90.81,91.06,91.37,90.76
91.24,92.37,92.38,91.17
92.57,92.36,92.58,91.89
92.31,91.66,92.75,91.40
92.14,89.51,92.26,89.34
89.10,88.85,89.83,88.35
88.94,89.73,89.84,88.70
90.09,91.16,91.18,89.92
91.16,88.69,91.17,88.53
87.99,87.68,88.90,87.52
88.52,88.46,88.86,87.76
88.62,88.89,89.06,87.16
89.46,89.70,89.72,88.62
89.18,89.55,89.88,88.74
89.69,89.91,90.05,89.28
90.05,90.37,90.53,89.83
90.21,89.43,90.21,89.43
91.02,90.34,91.12,89.65
90.09,89.15,90.09,88.96
89.68,89.82,90.33,88.59
90.12,90.49,90.70,89.89
90.23,90.88,91.00,90.10
90.79,90.68,91.31,90.49
91.00,90.55,91.06,90.47
90.08,90.91,90.91,89.91
90.73,89.80,90.81,89.80
89.93,89.48,90.03,88.49
89.27,89.48,90.48,89.02
89.41,89.67,89.72,88.92
90.12,91.20,91.30,90.12
91.42,91.24,91.65,91.09
91.14,90.79,91.30,90.58
90.81,90.11,91.08,89.77
90.30,90.71,90.73,89.71
90.54,91.55,91.65,90.51
91.47,91.17,91.80,90.79
91.30,91.87,91.87,91.30
91.88,92.06,92.42,91.77
92.14,92.99,93.00,92.14
93.17,94.05,94.05,93.17
93.91,93.72,94.07,93.60
94.14,94.31,94.34,93.88
94.44,94.24,94.50,93.79
94.55,94.12,94.55,93.59
93.88,94.06,94.27,93.69
93.90,94.33,94.49,93.68
94.60,95.16,95.22,94.16
95.47,95.62,95.74,95.37
95.64,95.92,96.17,95.59
95.79,96.13,96.20,95.79
95.68,95.96,96.16,95.68
95.91,95.10,96.00,94.78
95.55,95.74,95.92,95.25
95.47,95.86,96.02,95.37
95.84,96.21,96.41,95.62
96.33,96.63,96.70,95.65
96.73,96.41,96.75,96.00
96.23,96.15,96.28,95.90
96.26,96.36,96.42,96.05
96.02,95.65,96.74,95.43
95.47,96.19,96.27,95.39
96.26,96.07,96.26,95.48
96.01,96.63,96.64,96.01
96.65,96.88,97.18,96.65
97.10,97.86,98.21,97.10
97.94,97.90,98.07,97.73
98.16,98.34,98.34,97.86
98.21,98.31,98.45,98.09
98.16,97.16,98.23,96.55
97.32,97.58,97.65,97.05
96.25,97.36,97.75,96.15
97.44,97.67,97.68,97.21
98.24,98.40,98.60,98.09
98.54,98.13,98.72,97.50
99.00,99.05,99.38,98.88
98.95,97.77,99.18,97.47
98.39,99.11,99.11,98.15
98.95,99.05,99.26,98.52
99.45,99.88,99.99,99.37
100.12,100.05,100.40,99.64
100.20,100.00,100.29,99.77
99.73,99.85,100.03,99.41
99.93,100.05,100.29,99.16
100.05,99.60,100.18,99.52
100.03,99.92,100.09,99.44
99.07,97.85,99.31,97.80
97.45,97.32,98.02,96.76
97.58,97.98,98.28,97.09
97.62,97.15,97.76,96.75
96.46,96.97,97.55,96.38
97.35,96.62,97.69,96.32
96.77,97.21,97.29,96.29
97.55,97.86,98.12,97.43
97.82,97.70,98.03,97.22
98.00,98.81,98.82,98.00
98.92,98.94,98.94,98.56
99.37,99.15,99.60,98.37
99.54,100.13,100.16,99.44
100.39,100.95,100.96,100.30
100.80,100.90,101.09,100.70
100.95,101.42,101.52,100.90
101.42,101.51,101.77,101.23
101.97,101.51,102.00,101.32
101.62,101.60,101.72,101.45
101.60,101.51,101.68,101.20
101.15,101.39,101.57,101.01
101.69,102.00,102.00,101.41
102.24,102.18,102.27,101.78
102.43,101.35,102.43,101.25
101.48,101.23,102.14,101.01
101.42,101.93,101.95,101.25
101.95,102.19,102.56,101.76
102.16,101.55,103.00,101.27
101.56,102.37,102.50,101.43
102.02,102.70,102.70,101.80
102.54,102.10,102.70,101.93
102.33,101.32,102.33,101.10
100.94,102.07,102.20,100.86
102.03,102.27,102.66,101.72
102.54,102.93,102.94,102.47
103.14,102.47,103.27,102.10
102.31,101.61,102.33,101.35
101.26,101.39,101.90,101.21
101.11,101.82,101.85,100.72
101.47,99.42,101.48,99.42
99.70,100.70,100.78,99.70
99.71,100.71,100.86,99.53
100.93,100.76,101.26,100.37
100.50,99.00,100.59,98.79
98.97,99.08,99.43,97.82
99.53,99.91,100.24,99.29
100.28,99.87,100.59,99.56
99.33,98.17,99.65,98.17
98.23,100.10,100.31,97.48
99.97,98.57,100.20,98.39
97.81,95.51,98.08,95.49
95.25,94.26,96.30,94.22
94.95,94.45,95.73,94.26
93.05,93.98,94.33,91.46
92.23,93.46,94.15,92.02
94.50,94.54,95.39,94.08
93.92,95.16,95.27,93.54
96.46,97.22,97.22,96.07
97.56,96.60,97.73,96.57
97.57,98.19,98.68,97.45
98.70,99.02,99.10,98.07
98.73,99.07,99.24,98.50
99.33,100.53,100.53,99.24
100.13,100.23,100.57,99.64
99.81,99.91,100.12,99.16
101.60,101.63,101.68,101.07
101.67,102.00,102.27,101.48
101.82,102.02,102.26,101.38
102.54,102.03,102.60,101.72
101.82,102.16,102.21,101.49
102.29,102.16,102.34,101.62
102.07,102.44,102.62,101.97
102.47,102.59,102.59,102.21
102.33,102.89,102.99,102.31
103.07,103.42,103.84,103.07
103.55,104.32,104.32,103.50
104.03,104.02,104.28,103.45
104.03,104.57,104.75,104.03
104.43,103.73,104.43,103.29
103.33,104.48,104.48,103.32
105.44,104.72,105.46,104.33
104.99,105.51,105.53,104.82
105.63,105.45,106.05,105.44
105.51,106.54,106.57,105.51
106.65,106.83,107.12,106.42
106.73,105.45,106.73,104.96
105.46,105.66,105.89,105.00
105.91,106.20,106.43,105.58
106.21,106.24,106.64,105.91
106.43,106.24,106.61,105.95
105.87,104.74,106.09,104.24
103.42,105.35,105.39,103.16
105.25,103.47,105.37,103.36
103.83,104.02,105.24,103.75
103.16,102.47,103.96,102.47
103.26,101.78,103.85,101.37
101.00,100.25,102.73,100.22
100.50,102.16,102.48,100.39
103.94,105.27,105.27,103.76
105.34,105.77,105.93,105.12
106.00,106.77,106.77,105.80
107.04,106.93,107.38,106.93
106.77,106.52,106.87,106.52
106.78,106.98,107.21,106.62
106.68,106.42,106.89,106.35
106.10,105.59,106.34,105.48
105.79,104.40,106.11,104.38
104.90,104.06,105.35,103.51
103.54,102.40,103.85,102.16
102.53,101.01,102.71,100.58
101.67,101.86,102.27,101.25
102.55,104.40,104.57,102.55
104.69,104.00,104.95,103.20
104.25,102.58,104.25,102.33
103.60,102.56,104.93,101.77
101.57,102.02,102.52,101.04
102.41,100.52,102.41,100.30
100.18,101.37,101.44,99.98
101.67,102.24,102.49,100.84
101.85,102.45,102.86,101.50
102.86,104.56,104.61,102.09
104.45,104.75,105.20,104.23
104.76,104.43,104.76,104.06
102.44,101.04,102.44,100.63
103.06,100.96,103.39,100.96
100.90,101.99,102.20,100.00
101.41,100.36,102.08,100.28
100.56,101.29,101.36,98.97
101.49,102.40,102.44,101.25
102.13,102.56,103.21,102.13
103.07,103.44,103.53,102.63
103.66,103.04,104.13,102.74
102.72,102.88,103.30,102.64
103.54,104.62,104.70,103.29
104.67,105.01,105.27,104.55
105.84,106.74,106.74,105.77
107.03,107.68,107.68,106.84
107.68,107.70,107.75,107.40
107.54,107.90,107.96,107.45
107.73,108.35,108.48,107.60
108.39,108.98,109.05,107.85
109.06,109.04,109.06,108.46
108.98,109.30,109.46,108.38
108.92,108.52,109.00,108.22
108.78,109.31,109.43,108.65
109.25,108.77,109.42,108.64
108.95,109.77,109.77,108.86
109.48,108.90,109.51,108.38
108.59,108.49,108.64,107.89
108.63,108.27,108.71,107.92
108.32,107.10,108.55,106.91
107.32,107.58,108.09,107.12
106.93,105.37,107.00,105.37
105.68,104.77,105.78,104.66
104.45,105.17,105.24,104.21
105.05,104.66,105.33,104.03
105.08,105.90,105.98,104.96
105.87,106.20,106.39,105.57
106.01,107.49,107.95,105.66
107.50,107.29,107.83,107.29
107.88,107.91,108.50,107.88
108.09,108.03,108.50,108.01
108.05,107.71,108.47,107.69
107.66,104.34,107.66,104.34
103.76,104.43,104.88,103.24
104.32,104.66,104.96,103.91
105.39,105.90,105.94,105.35
105.40,104.96,105.74,104.93
104.90,104.40,104.94,103.83
104.44,104.28,104.76,104.11
103.68,105.43,105.65,103.36
105.50,105.25,106.11,105.24
105.32,105.49,105.84,104.98
105.34,106.05,106.06,105.06
105.97,106.52,106.53,105.77
106.70,106.19,107.13,106.17
106.12,105.77,106.27,105.21
106.12,106.88,107.04,105.96
106.45,106.58,106.81,106.29
105.69,104.86,105.75,104.60
105.43,106.93,107.00,105.43
107.41,106.83,107.62,106.75
107.18,107.77,107.90,106.48
107.26,108.09,108.51,107.26
109.13,109.18,109.45,108.59
109.64,109.55,110.04,109.24
109.75,109.66,110.27,108.62
109.07,108.94,109.51,108.23
108.45,107.27,108.66,106.89
107.72,108.84,108.84,107.72
109.07,108.87,109.47,108.82
108.57,107.04,108.57,106.92
107.38,106.21,107.56,105.49
106.17,106.90,107.29,106.17
107.88,108.39,108.50,107.88
108.31,107.87,108.44,107.81
107.21,107.29,107.77,106.39
107.77,107.84,108.39,107.73
108.64,109.69,109.71,108.60
109.78,109.31,109.94,109.06
109.14,109.85,110.01,108.98
109.93,109.63,110.11,109.55
109.67,109.74,110.24,109.26
109.47,110.13,110.31,109.35
110.08,110.24,110.53,110.00
109.89,108.64,109.89,108.23
108.91,110.66,110.80,108.89
110.46,110.58,110.75,110.26
110.51,109.78,110.51,109.50
110.15,110.11,110.47,109.38
109.77,109.80,110.32,109.19
110.28,110.02,110.65,109.81
109.51,108.96,110.04,108.78
109.00,108.90,109.21,108.25
108.84,107.48,108.98,107.24
107.23,107.22,107.54,106.36
107.76,108.90,109.13,107.72
109.17,108.80,109.47,108.70
108.24,107.87,108.46,107.82
107.04,107.32,107.39,106.33
107.18,107.97,108.18,107.15
108.10,108.17,108.50,107.48
108.05,109.03,109.20,108.05
109.11,108.24,109.11,108.19
109.01,108.98,109.29,108.75
109.15,108.94,109.28,108.57
108.59,108.25,109.08,108.16
108.56,107.91,108.70,107.75
107.57,106.65,107.70,106.40
105.47,104.31,106.11,104.30
105.24,104.67,105.24,104.23
105.55,105.09,105.73,104.62
105.16,105.26,105.45,104.83
104.35,104.72,105.27,104.20
104.69,104.77,104.94,102.72
103.88,103.02,104.17,102.99
104.05,102.65,104.52,102.65
103.67,104.31,104.61,103.62
104.99,105.97,106.00,104.99
106.17,106.45,106.73,106.02
106.58,106.51,106.89,106.25
107.33,107.86,107.86,107.12
109.14,109.76,109.76,108.88
110.07,110.18,110.55,109.67
109.83,109.64,110.17,109.50
107.17,107.65,108.25,106.97
107.97,107.59,108.70,107.39
108.01,106.72,108.01,106.56
106.11,105.73,106.42,105.58
106.35,106.80,106.97,105.33
106.53,107.19,107.33,106.06
106.85,107.36,107.52,106.21
107.65,106.91,107.65,106.75
106.75,106.12,106.95,105.50
105.94,105.33,105.94,104.97
105.59,106.40,107.25,105.59
106.78,105.30,106.99,104.94
105.05,105.31,105.54,104.62
106.08,107.12,107.26,106.08
106.73,105.20,106.85,104.83
104.52,105.86,106.07,103.48
106.08,105.53,106.28,105.38
105.14,106.06,106.20,105.13
105.78,106.78,106.78,105.40
106.42,106.07,106.52,105.96
105.84,105.20,106.17,104.72
104.42,102.34,104.51,102.34
101.32,98.25,102.03,98.25
89.53,94.84,98.70,73.71
95.78,94.00,98.76,93.90
94.94,98.76,98.95,94.94
99.74,101.21,101.21,98.90
100.66,101.46,101.62,100.50
100.71,100.64,101.80,100.29
99.72,97.27,99.72,96.86
98.24,99.80,99.80,97.80
100.23,99.69,100.96,99.38
98.08,98.25,98.94,97.77
100.16,101.11,101.15,99.88
102.08,99.68,102.27,99.54
99.82,100.90,101.56,99.58
100.39,101.39,101.39,100.20
101.91,101.14,101.91,100.92
101.43,102.50,102.75,101.27
102.67,102.94,103.07,102.30
102.75,102.25,103.86,102.01
100.83,100.98,101.96,100.35
101.44,101.79,102.22,100.90
100.28,100.06,100.55,99.41
100.33,100.29,100.72,99.80
99.27,100.39,100.62,98.50
101.06,99.69,101.06,99.13
99.13,97.40,99.42,97.36
97.58,96.71,98.33,96.07
97.90,98.90,98.99,97.82
99.07,98.91,99.07,97.48
97.73,100.55,100.55,97.45
101.03,102.42,102.74,100.95
102.33,102.68,102.86,102.08
103.28,103.06,103.48,101.72
102.89,103.45,103.66,102.08
103.59,104.13,104.16,103.40
104.20,104.03,104.20,103.62
103.48,103.67,104.49,103.46
103.36,103.59,104.13,103.09
104.01,104.85,104.90,103.92
104.98,105.12,105.12,104.44
104.84,105.38,105.38,104.53
104.98,104.93,105.29,104.61
105.15,104.11,105.49,104.03
104.90,106.46,106.69,104.90
109.46,109.83,110.32,108.98
109.62,109.17,109.62,108.79
108.86,108.57,109.38,108.50
109.08,110.49,110.49,108.88
109.85,109.96,110.10,109.36
110.00,109.24,110.26,109.24
109.47,110.48,110.65,109.30
110.09,111.22,111.60,110.09
111.46,111.25,111.65,111.01
111.59,110.79,111.86,110.60
110.77,111.41,111.53,110.56
111.30,110.31,111.30,109.84
109.52,109.33,109.57,108.94
109.57,109.25,110.07,109.04
108.73,108.26,109.32,108.26
107.64,105.99,107.93,105.95
105.90,107.49,107.52,105.77
107.67,107.45,108.34,107.30
108.09,109.23,109.31,107.96
109.25,109.78,110.42,109.25
110.31,110.69,110.75,110.21
110.77,110.04,110.83,109.72
109.36,110.32,110.55,109.06
110.27,109.97,110.30,109.94
110.05,110.18,110.35,109.94
110.41,110.30,110.70,110.02
110.74,111.49,111.49,110.55
111.55,110.78,112.08,110.68
111.34,109.32,111.47,108.80
109.55,111.81,112.01,109.36
111.64,111.07,111.75,110.63
109.95,110.88,111.13,109.83
110.49,109.11,111.02,108.63
109.50,109.48,110.24,109.15
108.22,107.22,108.51,107.17
107.25,107.74,107.76,105.74
108.37,108.09,108.91,107.97
108.64,109.51,109.70,107.80
110.02,107.89,110.02,107.85
107.68,105.79,107.89,105.73
106.68,106.79,106.85,105.82
107.14,107.46,107.60,106.65
107.84,108.32,108.35,107.81
107.99,107.89,108.22,107.89
107.62,107.95,107.95,106.89
108.51,109.40,109.72,108.48
109.38,108.57,109.41,108.54
108.14,107.03,108.14,107.03
104.90,105.40,105.45,103.79
105.94,104.87,105.99,104.67
103.30,103.53,104.30,102.88
101.47,100.13,102.63,100.10
101.02,99.34,101.44,99.27
100.09,99.85,100.37,98.56
100.97,101.09,101.43,99.76
101.73,98.14,101.90,98.07
98.64,100.13,100.81,97.14
97.13,96.94,97.87,95.59
98.01,96.73,98.25,95.84
94.99,96.27,97.17,93.22
96.78,96.43,97.95,95.39
98.24,99.24,99.24,98.20
98.99,97.74,99.30,97.67
98.24,98.69,98.98,97.41
97.81,96.13,98.19,95.88
97.85,97.67,98.00,96.35
98.68,101.01,101.01,98.68
100.55,101.17,101.58,100.31
100.88,99.04,100.88,98.76
99.74,98.73,99.87,97.25
98.50,99.06,99.83,97.80
98.46,95.41,98.49,95.16
93.81,93.98,94.28,92.25
92.94,93.57,95.23,92.69
94.59,93.73,95.70,93.65
92.62,93.60,94.25,92.36
94.55,94.83,94.89,93.77
95.99,96.81,96.83,95.52
97.25,99.17,99.35,97.20
99.68,98.56,99.68,98.45
98.21,98.85,99.11,98.15
99.67,100.20,100.30,99.56
99.73,98.31,99.81,98.23
97.25,99.26,99.38,96.64
99.75,100.49,100.49,98.61
101.19,100.33,101.24,100.09
100.27,99.74,101.15,99.74
100.50,102.85,102.85,100.44
102.64,103.10,103.10,102.30
103.15,103.08,103.15,102.28
103.34,103.44,104.07,102.72
102.97,102.87,103.36,102.17
102.20,102.13,103.03,101.88
102.60,103.14,103.22,102.29
103.63,102.99,104.10,101.69
103.96,104.83,104.83,103.79
104.38,104.80,105.05,104.28
104.50,105.08,105.17,104.28
104.99,106.44,106.59,104.95
106.13,106.85,107.12,106.09
107.33,107.13,107.38,106.57
106.83,107.40,107.47,106.83
106.93,107.66,108.01,106.87
107.21,106.35,107.21,106.11
105.84,106.42,106.45,105.60
106.67,106.19,106.67,105.99
106.03,107.96,108.00,105.80
108.57,108.66,109.36,108.38
108.61,108.50,109.03,108.34
107.89,109.31,109.34,107.70
109.18,108.81,109.39,108.62
107.97,107.65,108.39,107.50
107.71,108.79,108.83,107.26
108.19,107.23,108.25,106.88
107.87,107.18,108.24,106.87
107.66,106.97,108.42,106.97
107.13,107.49,107.68,106.14
108.26,109.05,109.21,108.16
108.91,108.89,109.18,108.52
108.75,108.33,108.95,108.16
107.95,108.60,108.66,107.85
108.82,107.91,108.88,107.26
108.00,108.22,108.78,107.75
108.27,108.32,108.63,108.00
106.55,106.24,106.98,105.64
105.91,106.17,106.32,105.72
106.25,105.72,106.56,105.35
103.99,104.73,104.83,103.59
105.18,103.25,105.37,102.98
102.74,102.28,102.92,101.47
102.48,102.89,103.02,101.87
102.25,101.91,102.40,101.57
101.66,101.48,101.93,101.19
101.86,101.50,102.07,101.32
101.24,102.08,102.08,101.02
102.27,102.15,102.71,102.12
102.54,103.55,103.59,102.32
103.39,102.87,103.93,102.87
103.29,102.24,103.29,101.55
102.09,102.12,103.03,101.87
102.38,103.55,103.93,102.26
103.45,102.49,103.78,102.22
102.29,103.11,103.72,102.29
102.98,102.59,103.08,101.88
102.98,103.96,104.24,102.98
104.08,103.88,104.58,103.84
104.56,106.10,106.16,104.47
106.49,107.02,107.30,106.49
107.00,107.32,107.45,106.71
107.10,107.85,107.86,107.10
107.90,108.09,108.18,107.39
107.70,107.90,108.16,107.35
107.50,107.72,107.73,106.85
107.66,107.36,107.67,106.80
107.45,107.75,108.00,107.42
107.96,107.90,108.29,107.85
108.01,108.21,108.35,107.87
107.76,108.22,108.30,107.66
107.17,106.99,107.49,106.72
106.16,105.91,106.76,105.83
105.65,105.95,106.36,105.24
106.16,105.84,106.42,105.68
105.21,105.94,106.04,104.54
105.81,104.96,105.81,104.66
106.02,105.59,106.55,105.50
105.51,105.98,106.23,105.45
106.10,105.50,106.40,105.42
106.16,107.13,107.16,105.88
103.35,102.55,104.76,102.38
101.77,99.98,101.77,99.51
101.11,102.10,102.10,100.75
102.83,103.81,104.03,102.78
103.96,105.28,105.28,103.88
105.06,105.33,105.80,105.06
104.66,104.39,104.79,103.88
103.95,105.15,105.20,103.59
105.29,105.43,105.85,105.07
106.08,107.27,107.28,106.05
107.61,107.96,108.24,107.50
108.51,109.01,109.13,108.48
109.27,108.82,109.31,108.82
109.50,109.72,109.85,109.41
109.90,109.56,109.90,109.22
109.66,110.45,110.55,109.59
110.12,110.25,110.52,110.06
111.16,111.88,112.10,111.16
111.86,111.28,112.14,111.04
111.26,111.87,111.90,110.91
111.81,111.85,112.02,111.53
111.94,112.40,112.64,111.74
113.86,113.42,113.86,112.93
113.67,113.85,114.09,113.31
114.18,114.13,114.40,113.83
114.23,114.69,114.82,114.04
114.48,113.59,114.57,112.99
113.47,114.14,114.14,113.47
114.12,114.79,114.86,114.11
115.16,116.10,116.18,115.10
116.21,116.11,116.45,115.84
116.24,116.40,116.72,116.14
116.48,115.97,116.48,115.76
116.36,116.44,116.68,116.15
116.23,116.39,116.39,116.06
116.45,117.02,117.27,116.45
116.75,116.46,116.78,116.40
116.37,116.27,116.37,115.59
116.11,116.46,116.54,116.06
116.21,116.70,116.86,116.05
116.54,116.53,116.82,116.15
116.96,117.03,117.34,116.96
116.97,116.41,117.01,116.09
116.21,116.61,116.81,116.07
116.63,116.71,117.51,116.12
116.77,117.09,117.43,116.76
116.89,116.78,117.28,116.35
116.57,116.57,116.71,116.14
116.36,116.99,117.05,115.98
117.46,117.47,117.78,116.98
117.58,117.97,117.97,117.33
118.04,118.21,118.32,117.63
117.78,117.06,117.78,116.83
116.28,114.30,116.54,114.30
113.61,116.21,116.37,113.61
115.86,115.46,116.31,114.95
115.58,116.26,116.87,115.47
116.35,118.32,118.45,116.35
118.29,117.92,118.35,117.38
118.27,117.66,118.91,117.40
118.01,117.54,118.19,117.35
118.05,118.79,118.90,117.54
119.50,119.56,119.71,119.33
119.31,118.47,119.32,118.22
117.38,117.33,117.72,117.06
117.36,118.70,118.73,117.20
118.83,119.12,119.19,118.44
118.94,118.39,119.18,117.89
118.72,119.00,119.34,118.46
118.81,118.61,119.00,118.31
118.85,118.49,119.26,118.04
118.72,118.97,119.38,118.68
119.02,119.18,119.33,118.51
119.37,119.00,119.40,118.42
119.50,119.86,120.20,119.50
119.99,118.38,120.13,117.80
118.31,118.26,118.64,117.62
117.48,117.52,117.89,116.48
118.06,117.97,118.77,117.78
117.95,117.64,118.18,117.59
118.71,118.56,118.97,118.36
118.44,118.47,118.65,118.16
118.23,118.17,118.43,117.58
118.58,118.82,118.88,118.12
119.47,120.32,120.38,119.47
120.42,119.95,120.42,119.66
119.07,119.25,119.76,118.82
119.72,118.68,119.79,118.57
118.93,118.53,119.89,118.31
118.86,118.59,118.99,118.59
118.74,117.60,118.92,116.62
117.27,116.66,117.92,116.37
116.37,115.55,116.55,115.41
115.43,115.23,116.26,114.93
116.91,118.02,118.04,116.91
117.81,118.52,119.06,117.43
117.89,118.33,118.59,116.04
118.92,116.37,119.08,114.68
115.97,117.20,117.33,115.97
117.25,115.51,117.25,114.93
116.25,117.36,117.79,116.25
116.87,118.33,118.35,116.87
118.36,119.04,119.13,118.13
119.38,118.91,119.61,118.70
119.29,120.10,120.19,119.20
120.42,120.28,120.51,120.09
119.94,119.67,120.15,119.22
119.66,120.02,120.07,119.62
119.92,120.10,120.62,119.91
119.97,120.23,120.81,119.76
120.27,118.94,120.38,118.94
118.88,116.01,118.98,115.67
115.81,116.53,116.79,115.53
117.19,117.72,118.12,116.70
